SA4_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
201,82,134,330,324,398,456,298,139,18,2181,13,29,149,130,120,78,16,0,0,536,138,285,744,885,1124,865,203,17,0,4264,5,19,115,147,152,140,28,0,0,605,439,910,1767,1432,1141,975,226,16,0,6907,39,70,191,213,260,230,67,10,0,1084,473,508,643,456,504,367,159,19,0,3140,752,392,457,294,218,192,69,10,0,2380,24,89,368,417,537,604,190,23,0,2258,20,35,113,138,138,87,27,4,0,554,4,27,92,171,192,100,43,3,0,633,3,22,82,91,89,101,46,9,0,440,27,113,464,534,504,365,159,25,0,2191,22,91,212,200,205,220,74,3,0,1026,13,62,439,635,715,574,105,3,3,2546,48,112,427,530,521,442,147,12,0,2247,33,204,638,581,713,605,175,15,0,2964,81,74,158,127,138,110,46,5,0,741,75,168,323,288,310,264,91,10,0,1518,98,158,359,293,387,354,103,42,6,1804
202,62,111,276,332,377,450,301,125,18,2066,16,77,309,290,222,143,20,0,0,1079,162,392,1042,934,951,867,205,25,0,4579,0,18,112,146,173,172,34,0,0,665,377,749,1497,1256,1158,911,220,23,0,6191,32,64,156,191,236,227,53,10,0,964,564,445,532,476,457,377,156,18,6,3033,678,313,354,233,198,155,71,5,0,2022,24,83,280,345,480,596,201,22,0,2029,4,37,94,106,114,60,24,4,0,448,6,61,205,312,310,147,34,13,0,1084,11,29,49,71,78,73,47,9,3,362,12,93,353,491,499,337,186,35,0,1998,17,56,169,184,213,197,84,4,0,928,7,94,391,579,761,593,156,6,0,2580,28,104,361,462,434,404,139,9,0,1944,24,153,588,611,616,553,202,13,0,2777,54,72,110,91,136,96,48,11,0,615,66,125,320,292,286,285,102,11,0,1484,88,148,308,320,327,320,116,37,11,1690
203,72,126,253,269,333,333,233,96,14,1720,9,12,78,66,91,76,24,0,0,352,173,467,1415,1448,1681,1305,305,30,3,6819,11,43,300,335,338,275,42,3,0,1346,762,1961,4517,3645,2873,1887,416,44,4,16119,62,194,465,634,742,589,153,20,0,2854,967,1207,1435,1113,989,774,283,36,0,6806,1453,832,1054,576,380,297,138,17,0,4765,76,226,943,990,1035,1127,394,31,0,4816,23,66,161,239,213,123,42,7,0,874,0,97,432,607,503,303,94,13,0,2051,13,63,185,214,209,184,69,16,0,963,27,302,1170,1263,1157,802,456,65,7,5253,67,180,411,457,452,427,181,15,0,2186,21,160,1008,1329,1356,970,249,28,3,5118,94,229,981,1222,969,875,273,22,0,4670,52,363,1303,1258,1138,970,316,35,0,5436,146,174,319,249,228,170,68,10,0,1362,119,263,576,541,528,447,147,31,0,2653,135,345,799,745,746,541,195,43,6,3555
204,124,197,468,507,712,884,864,401,47,4208,7,22,55,86,73,67,18,0,0,331,169,399,933,1100,1214,1112,295,17,3,5239,4,22,103,133,182,170,33,0,0,644,466,852,1878,1510,1421,1252,352,26,0,7759,56,71,188,263,280,260,89,17,0,1226,559,324,548,467,499,483,178,34,4,3100,751,320,423,350,309,278,132,23,0,2593,19,110,376,490,657,807,318,33,4,2808,12,11,51,66,73,54,14,0,0,282,5,12,63,111,113,90,35,8,4,435,10,22,56,60,84,69,34,13,3,356,24,60,255,299,343,311,187,30,0,1507,39,74,197,229,235,259,85,11,4,1148,206,378,812,818,909,772,183,8,0,4085,40,57,299,381,412,419,167,11,0,1784,23,89,413,412,463,518,195,21,0,2133,49,56,99,113,113,111,52,3,0,593,103,154,324,312,323,330,140,20,0,1702,121,171,341,324,433,378,173,48,11,1994
205,226,355,935,990,1082,1255,1040,392,67,6341,4,33,169,310,333,261,38,6,0,1166,229,427,1191,1162,1356,1304,320,31,0,6015,11,93,437,644,730,799,116,7,0,2845,692,1314,3033,2430,2231,1954,494,33,3,12184,86,100,315,361,432,434,145,18,0,1900,803,588,859,775,750,701,284,42,4,4802,1060,480,513,379,359,327,142,19,0,3281,48,129,433,507,800,949,340,47,3,3250,18,79,177,108,128,113,34,9,0,673,4,29,105,144,182,130,57,12,0,663,10,29,99,133,131,143,88,15,0,649,36,118,426,524,483,499,330,68,0,2484,55,113,293,334,367,377,148,21,0,1698,33,194,865,896,882,838,215,25,0,3948,52,166,484,580,551,588,228,19,0,2662,33,187,656,652,724,827,292,23,0,3399,96,77,131,150,155,168,73,16,0,866,135,295,587,505,523,523,171,23,0,2759,178,251,596,558,659,574,252,90,15,3160
206,11,72,194,131,118,84,49,33,0,693,0,18,108,126,106,63,18,0,0,443,82,526,2658,2025,1693,1240,321,62,8,8617,11,81,757,705,407,187,48,5,3,2211,236,1394,6422,3490,2444,1560,414,68,5,16032,58,289,1296,1076,955,635,207,40,4,4556,803,2426,4454,2354,1461,902,317,62,4,12784,1456,3513,5799,2391,1041,587,203,38,3,15038,85,621,2396,1712,1389,1071,294,37,0,7602,65,392,2001,1604,1012,557,146,28,0,5813,26,795,4595,3797,2295,1152,316,73,12,13076,18,248,1186,893,580,451,231,66,3,3681,89,1868,13063,8460,4936,2925,1223,232,14,32809,71,571,2438,1272,784,563,172,31,0,5890,30,538,3366,2726,2113,1472,397,36,0,10681,257,1040,4012,2952,2060,1687,589,71,9,12684,92,818,5069,3117,2142,1786,736,121,3,13893,184,686,2160,1241,707,459,207,39,0,5690,66,354,1380,955,731,570,218,50,3,4325,124,788,2946,1864,1141,773,254,73,13,7967
207,14,24,75,56,71,57,44,22,0,369,3,14,33,58,57,68,26,4,0,254,97,332,946,1070,1383,1172,375,62,3,5439,6,52,187,278,231,177,45,7,0,973,237,1073,2382,1911,1992,1369,400,79,4,9444,50,208,568,688,918,697,223,50,5,3410,925,1794,1751,1304,1304,1030,348,75,6,8535,1282,1308,1183,845,732,590,165,25,0,6137,57,340,746,787,839,841,263,33,0,3900,45,201,464,619,631,347,74,13,0,2391,24,406,1405,1943,1813,931,276,48,7,6857,23,138,523,552,518,353,153,52,9,2322,80,979,3070,3434,3238,2351,1026,219,14,14416,69,300,679,508,590,467,177,32,0,2817,15,233,838,871,919,908,288,36,4,4110,279,610,1170,1084,1052,1037,394,62,4,5691,106,563,1718,1664,1755,1551,685,130,7,8186,276,337,419,293,251,188,74,12,0,1843,65,228,500,461,528,499,177,40,5,2502,119,457,1088,957,921,634,223,48,12,4460
208,12,27,69,76,104,90,49,25,0,447,0,3,38,90,105,86,23,0,0,346,140,379,1116,1562,2071,1704,527,77,7,7582,12,59,238,407,379,243,58,0,0,1403,410,1385,3608,3228,2960,1940,589,68,9,14180,74,239,632,966,1231,927,311,51,9,4450,1094,1647,1784,1500,1629,1171,514,77,0,9417,1630,1151,1178,818,615,432,124,19,0,5973,67,265,831,935,1091,970,339,40,4,4542,56,147,519,723,797,469,96,8,0,2811,19,365,1406,2426,2277,1142,309,68,14,8022,29,117,421,612,576,416,219,58,8,2451,72,820,3088,4283,4103,2600,1136,230,14,16337,79,246,639,654,857,633,216,45,0,3372,44,225,1074,1219,1427,1104,322,38,0,5448,287,551,1251,1366,1347,1172,425,50,4,6450,102,455,1523,1495,1535,1407,673,121,12,7306,303,368,515,471,431,284,110,20,3,2506,76,220,553,582,673,579,228,55,4,2964,141,392,1102,1189,1227,861,337,89,19,5350
209,22,58,166,168,183,151,74,23,10,857,0,10,62,94,88,74,18,0,0,358,239,741,2313,3007,3188,2536,648,64,0,12730,9,64,367,562,424,309,74,3,0,1818,1060,2898,6976,5859,4678,2887,675,69,4,25108,91,301,853,1124,1240,878,244,25,3,4770,1248,1943,2480,1989,1636,1094,354,53,4,10796,1685,1245,1456,1141,683,500,130,13,0,6854,97,638,2318,2727,2273,1921,518,47,0,10527,40,157,556,871,608,321,49,8,0,2612,18,267,1225,1901,1235,560,125,13,0,5347,24,113,380,421,376,237,102,20,3,1676,59,560,2837,3668,2394,1391,490,78,0,11473,85,392,949,924,885,703,227,31,0,4193,69,497,1928,2395,2107,1514,371,51,5,8934,140,399,1609,1814,1424,1136,400,30,0,6950,82,543,2171,2221,1814,1384,431,40,9,8704,228,327,534,463,309,197,88,17,0,2155,124,399,1158,1109,1081,834,248,29,6,4983,191,686,1845,1853,1500,1022,285,54,13,7429
210,19,36,116,104,129,112,58,44,7,629,0,6,35,60,62,48,6,0,0,223,181,639,2062,2411,2325,1846,360,35,0,9863,12,69,334,408,303,229,46,6,0,1399,831,2297,5704,4394,3324,1948,426,27,0,18947,62,200,661,856,840,672,144,20,0,3448,895,1223,1848,1482,1127,815,210,25,0,7625,1332,1041,1219,840,494,383,90,8,0,5403,129,838,2793,3107,2463,2075,445,37,0,11879,36,90,416,592,346,191,20,5,0,1689,10,198,988,1250,654,332,84,13,0,3520,21,76,312,320,257,168,58,10,0,1231,37,380,1901,2226,1248,734,253,43,0,6818,70,360,852,797,618,502,142,23,0,3360,55,431,1592,1634,1347,1013,242,17,0,6336,99,251,1051,965,766,656,211,22,0,4016,51,357,1231,1234,891,698,236,25,0,4726,140,182,354,320,194,135,51,12,0,1382,110,379,1002,923,808,624,159,24,0,4044,187,587,1657,1485,1156,780,186,33,3,6082
