SA4_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
201,8,9,11,19,12,0,0,0,54,7,22,18,8,19,0,0,0,76,27,136,243,445,648,961,709,403,3566,37,167,271,475,678,961,709,403,3697,9331,9412,8917,9716,9734,8570,4209,987,60877,630,648,615,718,633,635,427,232,4548,9996,10228,9803,10917,11043,10169,5341,1624,69115,0,4,0,4,4,0,0,0,13,4,6,7,3,7,0,0,0,22,4,31,55,110,159,102,26,22,506,9,41,56,118,165,102,26,22,548,8998,9841,10101,10879,11205,10153,5301,2248,68715,624,600,550,588,543,615,541,422,4479,9628,10476,10704,11587,11909,10869,5865,2696,73740,9,15,11,21,16,0,0,0,66,10,26,24,16,23,0,0,0,95,33,163,297,553,801,1065,732,422,4073,46,205,325,593,842,1065,732,422,4233,18329,19255,19017,20599,20938,18721,9505,3239,129595,1255,1247,1163,1307,1176,1249,967,656,9023,19625,20702,20511,22505,22951,21034,11207,4317,142855
202,3,6,11,12,10,0,0,0,38,16,33,33,20,22,0,0,0,114,15,146,254,438,553,1004,747,505,3662,31,186,294,472,583,1004,747,505,3818,8524,8491,8518,9104,9419,8400,4178,991,57631,618,790,711,735,696,611,416,286,4869,9176,9464,9523,10303,10704,10026,5342,1781,66314,0,3,10,0,0,0,0,0,13,3,0,9,3,3,0,0,0,18,9,23,49,115,150,104,33,34,520,11,30,65,118,155,104,33,34,550,8469,9390,9722,10300,11015,9909,5266,2153,66228,520,579,588,617,627,575,541,558,4597,9002,10002,10373,11037,11797,10588,5839,2737,71381,3,8,18,14,10,0,0,0,55,16,32,41,23,25,0,0,0,131,26,172,307,556,700,1115,777,536,4180,49,214,357,592,737,1115,777,536,4373,16997,17885,18239,19402,20437,18309,9446,3142,123855,1139,1369,1298,1353,1327,1187,957,840,9471,18181,19470,19900,21340,22501,20611,11184,4517,137698
203,16,16,22,17,11,0,0,0,76,20,43,49,30,35,0,0,0,179,37,262,432,648,915,1673,1155,691,5806,72,325,498,698,961,1673,1155,691,6064,18221,19985,18588,17882,16797,14847,7382,2010,115716,1122,1567,1279,1092,903,882,629,337,7812,19410,21876,20360,19673,18661,17397,9172,3048,129587,9,7,3,4,3,0,0,0,25,5,3,6,7,11,0,0,0,31,6,53,109,177,239,181,56,58,874,12,62,122,186,256,181,56,58,929,17533,20807,20808,20016,19880,18070,9861,4185,131164,946,984,983,841,795,958,833,664,7010,18497,21849,21909,21052,20919,19209,10747,4904,139095,23,18,24,21,11,0,0,0,102,21,54,51,37,48,0,0,0,206,40,312,538,824,1159,1852,1213,748,6676,88,386,618,886,1216,1852,1213,748,6988,35754,40792,39396,37907,36672,32917,17246,6199,246876,2068,2548,2257,1932,1692,1845,1464,1004,14819,37910,43726,42274,40725,39586,36603,19915,7951,268681
204,516,405,266,156,57,0,0,0,1403,16,37,27,52,68,0,0,0,199,38,192,318,579,873,1595,941,511,5043,572,632,610,789,998,1595,941,511,6642,8723,8360,8504,9728,11188,10131,5121,1237,62993,808,709,733,754,879,817,497,198,5410,10110,9700,9852,11275,13068,12546,6561,1946,75047,197,94,41,26,14,0,0,0,368,5,12,10,16,18,0,0,0,57,21,40,82,173,196,173,62,33,781,222,147,130,217,231,173,62,33,1206,8188,9097,9922,11244,12824,11512,6284,2591,71666,748,645,670,730,786,734,616,429,5357,9160,9890,10723,12199,13837,12421,6958,3050,78234,715,503,304,186,69,0,0,0,1771,18,44,37,70,82,0,0,0,255,56,230,398,759,1075,1767,1003,538,5820,792,774,738,1011,1228,1767,1003,538,7851,16909,17458,18429,20970,24021,21642,11402,3830,134662,1559,1359,1407,1487,1664,1548,1110,632,10766,19268,19590,20571,23472,26908,24963,13515,4995,153276
205,100,194,108,82,31,0,0,0,509,10,25,38,34,50,0,0,0,150,23,210,383,659,1080,2320,1503,810,6987,130,439,527,770,1157,2320,1503,810,7650,13838,14043,13769,15231,18610,17966,8902,1936,104291,1231,1448,1481,1328,1403,1380,892,471,9635,15191,15931,15772,17328,21171,21666,11297,3215,121572,62,45,21,20,3,0,0,0,152,0,13,10,14,6,0,0,0,44,11,43,83,186,291,203,80,50,946,70,101,117,214,303,203,80,50,1144,13305,15496,15415,17498,21408,20278,10616,3947,117963,1092,1199,1220,1137,1301,1386,1095,716,9141,14464,16790,16752,18848,23021,21864,11790,4716,128245,151,238,130,101,36,0,0,0,659,14,38,43,45,53,0,0,0,196,32,253,466,844,1373,2519,1584,859,7933,199,535,646,988,1460,2519,1584,859,8790,27136,29541,29184,32727,40027,38243,19515,5883,222253,2322,2642,2706,2464,2710,2762,1987,1190,18780,29655,32721,32526,36176,44190,43532,23088,7929,249821
206,32,127,60,79,26,0,0,0,319,55,128,84,38,44,0,0,0,349,50,469,515,670,753,983,789,492,4722,132,729,659,789,811,983,789,492,5391,35484,74596,47310,32521,25546,17175,8861,2868,244357,2222,4999,3015,2065,1655,1097,770,447,16255,37841,80322,50981,35375,28011,19248,10415,3804,266006,25,30,18,23,6,0,0,0,100,17,34,16,13,13,0,0,0,97,27,70,88,167,177,76,40,45,691,63,135,127,207,188,76,40,45,877,40407,80157,47331,34669,27530,20434,11511,5313,267342,2435,4909,2649,1750,1377,1092,890,724,15835,42905,85196,50110,36623,29097,21595,12443,6077,284057,47,157,80,102,26,0,0,0,415,71,163,99,51,57,0,0,0,444,75,543,604,839,920,1061,827,539,5412,195,862,790,995,1002,1061,827,539,6272,75887,154753,94645,67191,53073,37604,20365,8175,511702,4656,9905,5664,3813,3030,2179,1657,1171,32086,80744,165518,101098,72005,57113,40849,22859,9883,550062
207,10,12,31,30,5,0,0,0,92,40,65,36,26,39,0,0,0,207,29,133,212,395,500,841,1037,880,4024,82,206,278,453,548,841,1037,880,4327,25158,23002,21603,22423,20071,14778,9360,3521,139909,885,1168,788,756,567,490,460,363,5476,26119,24376,22670,23630,21188,16112,10853,4758,149715,3,9,7,7,0,0,0,0,27,4,7,5,5,0,0,0,0,29,11,21,28,62,77,70,35,76,380,18,37,39,76,87,70,35,76,441,23822,23344,24390,26039,22838,18482,13012,6721,158652,813,1013,767,739,579,585,634,710,5847,24659,24394,25194,26853,23503,19137,13688,7512,164939,16,22,39,32,10,0,0,0,123,45,73,41,36,39,0,0,0,237,37,157,236,459,582,915,1063,956,4407,101,248,314,531,632,915,1063,956,4766,48976,46344,45996,48457,42912,33259,22370,10242,298565,1696,2178,1557,1492,1149,1077,1096,1072,11322,50778,48770,47868,50484,44690,35247,24535,12274,314649
208,25,34,25,29,13,0,0,0,127,30,56,56,40,32,0,0,0,223,23,183,344,581,609,1240,1034,836,4856,79,275,426,656,658,1240,1034,836,5207,24326,24113,26315,27925,23038,16624,9075,3209,154635,793,1196,977,884,665,637,570,376,6097,25200,25576,27721,29467,24358,18507,10679,4420,165927,5,14,9,7,0,0,0,0,31,8,6,3,7,11,0,0,0,33,11,27,59,120,149,100,65,132,671,27,41,70,136,160,100,65,132,733,23606,25670,29378,31563,25640,20619,12644,6910,176030,682,1061,975,855,703,842,810,868,6800,24315,26776,30426,32552,26501,21564,13521,7908,183563,29,46,38,33,16,0,0,0,159,39,65,62,51,39,0,0,0,257,37,210,401,701,758,1341,1100,968,5525,111,320,497,784,815,1341,1100,968,5939,47930,49775,55693,59494,48678,37248,21724,10121,330659,1477,2258,1953,1736,1369,1482,1378,1239,12890,49514,52356,58144,62017,50866,40065,24201,12330,349489
209,182,205,162,105,44,0,0,0,704,36,72,89,72,56,0,0,0,325,48,298,508,719,851,1403,1016,573,5412,266,577,759,898,958,1403,1016,573,6447,31313,36978,38146,32406,26508,19110,9995,3047,197509,1568,1946,1711,1345,1043,886,663,446,9613,33143,39505,40614,34656,28513,21396,11676,4066,213566,31,41,35,22,7,0,0,0,129,13,9,13,14,10,0,0,0,55,12,39,84,164,187,122,55,61,736,50,90,134,204,204,122,55,61,924,29214,38512,39936,34669,29780,22876,12757,5568,213312,1229,1796,1538,1202,1013,967,814,807,9368,30493,40405,41601,36074,30997,23962,13627,6438,223604,213,245,198,125,55,0,0,0,832,44,88,104,89,67,0,0,0,386,59,339,590,887,1042,1528,1069,635,6148,322,667,889,1096,1159,1528,1069,635,7367,60524,75492,78086,67072,56290,41981,22751,8623,410822,2796,3745,3247,2555,2059,1846,1479,1258,18981,63637,79907,82221,70726,59510,45359,25301,10509,437166
210,27,47,22,22,9,0,0,0,121,25,53,56,28,17,0,0,0,190,39,235,321,487,636,948,662,387,3718,92,342,393,533,662,948,662,387,4029,25489,30661,29646,23693,20072,13115,7299,2434,152409,1572,2192,1764,1277,975,608,480,270,9136,27159,33196,31808,25501,21714,14669,8437,3093,165579,6,9,6,6,0,0,0,0,36,3,4,6,10,3,0,0,0,29,9,39,46,88,123,88,22,32,453,14,56,69,105,132,88,22,32,518,23504,31440,30183,25447,21582,15879,9420,4176,161627,1253,1798,1548,1186,881,693,631,511,8507,24770,33290,31796,26741,22592,16667,10075,4717,170650,32,60,28,30,10,0,0,0,159,31,64,62,40,27,0,0,0,218,42,275,369,576,762,1039,684,420,4168,111,391,468,640,794,1039,684,420,4548,48992,62096,59830,49141,41655,28994,16715,6614,314039,2830,3986,3309,2458,1852,1303,1110,782,17637,51930,66484,63605,52242,44310,31338,18511,7813,336226
