SA4_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
201,0,0,3,25,70,69,154,226,68,35,55,98,29,0,16,843,9,0,12,18,33,7,5,6,0,0,0,0,0,0,7,102,0,4,9,21,19,10,27,12,12,4,7,8,0,0,4,113,0,8,6,41,41,55,120,41,4,9,7,16,13,7,14,391,0,6,10,11,17,20,81,85,18,20,16,13,9,0,3,300,0,0,0,0,0,13,15,17,0,10,3,3,3,0,0,62,0,0,0,9,7,26,67,43,22,8,6,14,3,0,5,211,174,737,1621,913,585,300,566,306,25,47,61,38,30,10,225,5637,4,10,17,73,57,64,123,86,0,7,13,16,8,0,16,489,0,0,0,16,29,8,28,45,9,11,18,12,11,0,14,209,66,219,333,314,286,172,482,235,87,57,69,51,28,13,101,2503,423,2004,2638,2084,1846,1352,3379,2292,540,506,642,729,319,65,676,19505
202,0,0,3,21,68,68,170,227,53,61,77,86,18,18,20,889,4,7,6,9,24,9,3,7,0,0,4,0,0,0,3,73,0,3,10,9,11,11,7,10,0,0,4,0,0,0,0,70,0,5,17,32,45,90,136,63,5,8,15,6,20,0,10,441,0,7,15,18,22,28,71,64,11,20,15,26,8,5,6,324,0,0,0,0,6,0,19,34,4,9,17,34,5,0,5,132,0,0,0,3,9,7,272,236,74,68,81,39,11,3,9,818,126,614,1249,787,503,325,619,245,48,41,33,43,15,7,206,4849,3,0,31,77,43,44,98,52,3,5,9,14,10,3,17,420,0,0,0,9,16,19,34,40,11,11,8,3,0,0,55,211,70,175,219,222,174,136,705,384,124,123,138,104,31,11,134,2741,351,1408,2073,1739,1476,1261,3507,2279,601,591,665,622,234,81,770,17639
203,0,5,4,53,251,216,556,342,105,86,169,203,40,5,51,2096,46,48,61,38,139,54,16,14,8,8,0,6,0,0,16,459,0,8,16,43,52,31,117,28,5,5,7,12,13,3,14,357,0,13,35,114,158,152,364,172,32,29,34,38,21,10,17,1176,5,13,26,22,52,32,153,229,33,58,69,86,52,6,17,854,0,0,0,0,6,13,24,34,7,12,10,10,0,0,0,114,0,0,3,13,31,57,284,209,63,49,61,56,16,5,32,880,406,1569,3527,1786,1333,731,1910,1009,176,129,122,142,53,20,496,13406,3,8,45,111,113,119,262,184,35,46,16,43,20,16,22,1040,0,0,4,61,139,81,111,102,31,39,35,37,28,3,62,720,205,753,1109,841,635,751,1450,1074,268,262,250,278,106,34,328,8327,1197,5252,7464,4617,4431,3771,9327,7305,1727,1741,1921,2434,948,215,1807,54161
204,0,0,5,22,117,80,130,230,82,38,49,85,33,19,37,929,18,14,19,3,22,11,6,4,0,0,0,0,0,0,5,99,0,0,6,23,3,5,8,18,0,0,0,0,4,0,0,76,0,8,11,61,47,35,143,45,17,13,18,10,6,3,5,417,0,9,24,9,3,11,47,41,22,16,10,3,9,8,0,211,0,0,0,3,0,9,16,23,5,7,16,16,3,0,3,101,0,0,0,0,11,24,68,69,18,3,29,15,9,0,16,264,223,788,1654,853,555,299,552,248,39,34,49,46,43,13,255,5664,0,4,25,75,41,51,79,76,10,8,10,19,11,9,9,429,0,0,0,10,9,10,25,20,3,36,64,72,8,0,23,290,117,316,407,322,248,169,415,279,99,77,174,159,45,31,97,2953,682,2519,3084,2067,1750,1268,2702,1879,485,484,662,774,282,121,764,19530
205,0,0,5,37,275,174,255,344,98,91,92,161,60,36,80,1710,23,15,26,35,109,31,20,8,0,0,0,0,0,0,3,281,0,3,3,23,12,12,33,31,5,0,0,0,3,4,0,129,0,11,37,99,111,111,266,80,26,15,37,13,29,10,23,866,3,15,52,40,42,41,122,112,28,29,20,20,11,0,11,552,0,0,0,0,3,10,16,37,6,15,38,50,15,0,11,197,0,0,0,6,30,32,111,163,28,22,39,32,13,4,17,496,592,2139,3863,1998,1343,498,1048,413,59,62,53,58,26,11,581,12738,5,10,63,122,69,80,164,92,22,23,22,12,12,6,14,721,0,0,0,33,38,63,94,81,20,13,8,47,23,3,93,522,165,606,790,634,541,355,715,424,80,97,89,152,79,39,215,4971,1311,5598,6540,4332,4016,2434,4822,3019,651,658,725,975,430,154,1714,37384
206,0,4,17,155,610,482,827,711,273,299,480,774,233,78,79,5027,119,135,136,91,467,150,137,115,43,49,50,37,12,5,33,1589,0,7,52,117,258,375,883,539,182,134,149,164,93,47,29,3042,3,20,86,247,498,539,839,353,83,106,114,151,70,23,17,3152,3,26,83,190,363,311,459,299,152,143,167,199,107,23,33,2574,0,0,6,19,150,212,377,501,162,181,247,189,73,21,26,2161,0,0,13,40,143,282,790,661,318,329,317,497,168,28,64,3651,301,1040,2484,2134,2278,2414,4807,3598,895,1113,1162,1375,557,229,383,24770,15,30,131,361,454,690,1172,1092,271,368,422,493,316,129,121,6065,0,0,14,1058,2039,1280,1051,968,344,370,368,428,217,37,221,8388,405,998,1836,2684,3168,4710,6368,5668,2119,2539,3017,4296,1694,269,707,40472,1555,7628,14640,12231,17511,20515,37425,34091,11616,13819,16122,19873,8056,2304,4028,221412
207,4,0,26,122,367,180,328,334,91,120,107,170,79,18,32,1975,74,79,74,80,227,60,31,23,5,3,5,7,0,0,9,680,5,18,67,220,379,344,829,317,81,110,75,79,34,28,24,2604,3,13,57,220,367,355,712,236,74,52,62,68,37,5,18,2286,8,41,150,250,755,501,685,423,147,187,243,284,122,15,43,3840,0,0,7,28,486,592,483,341,80,79,98,73,23,4,39,2334,0,0,17,28,93,145,296,174,50,52,50,58,21,11,27,1028,373,967,1834,1292,1093,930,1763,879,136,136,162,175,82,20,247,10089,3,22,74,170,152,251,428,328,77,83,95,100,55,31,60,1929,0,0,20,1318,1363,416,427,382,141,151,156,218,97,6,98,4802,395,909,1048,1433,1517,1480,1939,1353,371,445,466,562,248,64,259,12485,1663,7099,9887,9692,17904,16972,31096,21368,5470,6251,6403,7264,3159,832,2752,147808
208,0,0,13,106,500,274,397,363,131,132,140,196,69,14,35,2370,252,354,236,198,746,165,132,83,13,21,5,19,5,4,72,2309,10,20,31,112,167,183,386,227,55,75,44,40,40,8,9,1407,0,27,78,462,1277,1432,1791,581,187,234,163,196,87,30,60,6630,14,43,260,413,608,334,375,197,62,56,89,74,26,9,44,2601,0,0,3,5,62,97,109,127,19,20,33,24,15,12,9,532,0,0,4,38,106,125,317,226,57,48,64,62,21,9,27,1095,467,1384,2925,2295,2142,1760,4386,2798,425,462,454,404,168,81,431,20584,16,25,114,262,259,361,728,480,123,109,127,169,96,46,67,2971,0,0,6,401,530,228,346,272,68,108,106,111,68,10,38,2295,614,1386,1704,3234,3681,5052,4581,2865,743,688,719,798,316,148,512,27032,2112,6629,11223,11197,15499,16028,26294,17102,4155,4602,5068,5521,2164,737,2509,130831
209,4,7,17,169,940,499,1158,984,212,211,274,314,104,35,99,5019,33,37,76,64,261,116,64,60,7,5,9,3,0,0,10,735,3,4,21,69,127,149,443,185,44,54,51,58,19,3,5,1236,0,4,30,122,202,258,653,280,58,57,69,54,27,8,19,1853,4,40,77,161,682,897,1689,940,200,232,250,265,122,19,71,5656,0,0,0,4,50,118,140,116,24,23,20,22,7,4,7,535,0,0,0,30,151,144,371,259,67,63,82,52,30,10,36,1285,227,1045,2613,1694,1507,1104,2593,1333,178,186,188,132,52,31,286,13168,4,17,61,135,150,203,401,289,62,80,56,69,51,16,34,1605,0,4,9,676,1852,1138,1116,845,191,160,151,203,84,17,202,6660,245,1120,2213,2735,2837,3660,4816,3264,857,905,864,848,292,64,510,25222,1289,9272,18208,12374,16160,16923,36617,24374,5296,5807,6506,6606,2137,571,3515,165657
210,0,0,19,188,851,689,1244,877,189,184,201,268,79,13,57,4863,57,58,84,70,309,86,58,37,6,0,5,5,0,0,17,798,0,3,8,35,77,68,293,119,34,22,29,18,17,6,10,719,0,10,16,61,87,103,229,118,20,49,27,28,11,11,19,790,0,18,92,165,424,885,1563,886,191,175,209,239,71,20,65,5001,0,0,0,3,19,24,59,59,5,13,10,3,4,0,0,215,0,0,0,13,87,118,269,202,80,58,62,49,19,4,50,1005,159,789,1902,1060,911,535,1164,702,102,97,66,75,18,15,234,7829,0,11,20,54,97,97,213,183,35,46,40,33,32,5,20,897,0,6,9,431,1253,604,494,335,62,54,75,101,27,24,145,3616,294,1405,2972,4307,4167,4107,4835,3558,2134,1352,1060,921,253,110,868,32332,1174,7692,13173,10586,12995,15098,32687,22695,7203,6575,6000,7077,2237,577,3475,149241
