SA4_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
201,..,70,2355,4895,5520,5862,5783,3111,652,28252,..,739,2693,1621,1462,1134,600,187,20,8458,..,24,146,300,503,310,175,82,54,1592,14825,..,..,..,..,..,..,..,..,14825,..,3350,..,..,..,..,..,..,..,3350,..,3180,1502,632,464,209,32,0,0,6007,..,367,274,111,156,199,181,81,42,1399,..,277,315,98,87,72,39,9,5,903,..,699,893,264,292,300,266,110,17,2834,..,257,1060,978,1392,1896,1922,1120,391,9013,189,248,271,160,175,153,141,46,17,1395,15012,9205,9505,9059,10050,10130,9128,4746,1206,78048,..,147,3072,5494,5744,5954,5395,2341,321,28475,..,1020,2779,1600,1429,1015,473,127,3,8439,..,192,1029,1557,1824,918,438,286,234,6477,14162,..,..,..,..,..,..,..,..,14162,..,3592,..,..,..,..,..,..,..,3592,..,1964,857,281,206,136,52,0,0,3503,..,252,185,66,112,269,329,200,107,1513,..,276,150,64,36,40,23,4,4,597
202,..,75,2240,4844,5285,5665,5773,3186,729,27798,..,594,2495,1568,1410,1072,628,193,21,7981,..,19,117,287,462,315,144,74,67,1491,14518,..,..,..,..,..,..,..,..,14518,..,3313,..,..,..,..,..,..,..,3313,..,3012,1455,587,394,202,33,4,0,5686,..,357,269,119,136,189,179,91,47,1377,..,202,259,103,105,78,46,17,0,804,..,503,703,229,259,277,247,107,24,2349,..,235,837,837,1283,1819,1834,1041,383,8266,144,223,214,162,126,159,140,64,15,1255,14666,8533,8589,8727,9453,9769,9034,4762,1292,74827,..,126,3025,5347,5506,6005,5331,2424,364,28130,..,886,2705,1622,1399,928,490,105,13,8152,..,147,952,1482,1698,891,431,289,200,6087,13650,..,..,..,..,..,..,..,..,13650,..,3578,..,..,..,..,..,..,..,3578,..,1864,829,293,197,143,43,0,0,3367,..,319,194,64,108,256,315,222,123,1595,..,237,194,80,48,28,26,12,0,631
203,..,117,5216,11225,11173,10903,10980,5891,1361,56871,..,1031,5497,3185,2350,1570,862,282,25,14806,..,23,156,492,839,592,229,126,93,2552,28752,..,..,..,..,..,..,..,..,28752,..,7148,..,..,..,..,..,..,..,7148,..,5748,3138,1096,741,336,70,4,0,11135,..,595,571,213,229,301,247,103,81,2356,..,461,745,152,135,77,61,17,5,1651,..,1746,2567,575,404,426,337,90,22,6167,..,426,1638,1619,2249,2833,2530,1468,712,13467,289,520,502,270,261,246,230,115,35,2456,29034,17816,20025,18838,18388,17287,15539,8092,2329,147352,..,229,6968,12171,11481,11224,10276,4496,673,57517,..,1511,5805,3201,2324,1511,685,182,10,15229,..,219,1358,2621,3317,1757,697,506,347,10810,27096,..,..,..,..,..,..,..,..,27096,..,7497,..,..,..,..,..,..,..,7497,..,3693,1950,532,356,263,45,0,0,6844,..,543,436,141,201,487,518,386,219,2938,..,465,459,93,77,62,29,5,4,1201
204,..,67,2309,4797,5677,6924,7201,3864,852,31689,..,659,2542,1638,1581,1246,745,232,22,8654,..,22,102,318,501,344,187,114,69,1658,14780,..,..,..,..,..,..,..,..,14780,..,3275,..,..,..,..,..,..,..,3275,..,3207,1426,577,488,244,44,0,0,5981,..,321,254,102,141,210,202,127,59,1404,..,245,277,109,89,63,43,16,4,850,..,403,565,210,231,322,280,89,16,2119,..,276,904,931,1423,2290,2316,1257,455,9844,201,261,272,218,181,221,208,87,24,1663,14980,8731,8652,8900,10306,11860,11224,5789,1502,81937,..,145,3095,5437,6151,7361,6630,2912,377,32098,..,993,2643,1767,1610,1216,542,137,20,8932,..,169,961,1457,1687,815,417,372,235,6113,14289,..,..,..,..,..,..,..,..,14289,..,3466,..,..,..,..,..,..,..,3466,..,1948,812,297,240,175,36,0,0,3508,..,243,130,52,102,307,327,220,145,1526,..,253,153,53,49,42,35,8,5,603
205,..,108,3811,7489,8462,11022,12334,6844,1369,51449,..,1107,4240,2541,2338,2050,1284,354,50,13972,..,29,193,521,803,513,288,128,90,2557,24172,..,..,..,..,..,..,..,..,24172,..,5097,..,..,..,..,..,..,..,5097,..,5474,2531,1054,758,345,67,0,0,10237,..,531,394,179,229,327,313,149,67,2187,..,364,369,192,143,130,74,23,0,1300,..,510,830,333,366,548,469,187,39,3276,..,414,1497,1574,2308,3776,4074,2051,816,16510,341,385,429,266,312,371,390,170,34,2711,24518,14018,14292,14160,15721,19084,19293,9915,2467,133465,..,203,5162,8286,9380,11957,11531,5021,627,52176,..,1651,4531,2568,2399,1941,1000,261,26,14368,..,324,1762,2510,2682,1416,689,505,336,10242,22707,..,..,..,..,..,..,..,..,22707,..,5579,..,..,..,..,..,..,..,5579,..,3422,1460,505,370,244,54,0,0,6053,..,420,226,85,214,491,479,383,225,2530,..,361,275,85,86,52,41,16,3,924
206,..,230,9853,18681,15734,12793,9653,5658,1731,74339,..,3111,22932,11131,5298,3192,1479,439,50,47630,..,21,90,556,1061,872,325,202,180,3309,31734,..,..,..,..,..,..,..,..,31734,..,9875,..,..,..,..,..,..,..,9875,..,3906,3610,1231,1148,608,91,3,0,10597,..,1852,1985,468,314,370,308,201,80,5582,..,828,2108,372,135,90,40,22,3,3607,..,9048,17783,3523,1190,805,498,203,48,33098,..,3722,13862,10188,7083,6267,4483,2244,862,48716,423,978,1800,904,568,454,282,118,42,5566,32161,33561,74030,47066,32528,25452,17170,9089,3002,274061,..,494,12952,18990,15712,12227,8851,4214,703,74136,..,4316,23415,8829,4264,2439,1090,212,17,44590,..,93,825,2887,4586,2706,1156,940,732,13927,30828,..,..,..,..,..,..,..,..,30828,..,10287,..,..,..,..,..,..,..,10287,..,2936,2801,771,720,483,91,5,0,7803,..,2084,2175,549,397,618,670,511,385,7383,..,791,1769,241,79,57,33,14,5,2990
207,..,105,5282,14530,16298,14913,11675,7666,2476,72944,..,837,4889,2191,1571,1190,566,237,49,11522,..,12,56,356,867,633,292,184,160,2573,28954,..,..,..,..,..,..,..,..,28954,..,13895,..,..,..,..,..,..,..,13895,..,4538,4631,1204,1012,500,77,3,0,11969,..,931,882,263,213,302,281,171,131,3160,..,570,899,286,160,85,43,15,6,2065,..,2517,3731,832,501,409,285,118,46,8429,..,827,2280,1825,1775,1988,1748,1466,936,12845,206,461,426,220,203,183,147,93,33,1977,29163,24690,23083,21702,22600,20195,15119,9956,3826,170338,..,192,7227,16088,17258,14442,11144,6057,1106,73516,..,1125,5069,2116,1482,949,466,123,26,11358,..,35,466,2228,3853,2257,848,749,600,11026,27658,..,..,..,..,..,..,..,..,27658,..,13646,..,..,..,..,..,..,..,13646,..,3504,3624,794,657,426,87,3,0,9098,..,823,728,239,260,824,933,743,518,5060,..,553,621,164,121,83,42,13,8,1598
208,..,98,5487,17099,19270,15660,11954,6849,2053,78470,..,733,6792,4021,2997,1909,1018,310,72,17854,..,19,67,454,1073,859,315,177,145,3102,35943,..,..,..,..,..,..,..,..,35943,..,14179,..,..,..,..,..,..,..,14179,..,5492,4330,1173,957,498,104,4,0,12558,..,656,701,205,226,302,292,198,116,2692,..,397,663,167,114,87,40,24,8,1495,..,1671,3099,700,485,486,389,201,43,7075,..,646,2764,2492,2891,3151,2857,1798,1026,17618,327,399,432,258,284,206,179,77,38,2207,36272,24284,24329,26562,28303,23165,17146,9635,3501,193195,..,197,7806,18629,19979,14984,11009,5217,969,78798,..,1129,7227,3764,2834,1600,813,199,34,17598,..,52,523,2376,4413,2578,940,778,677,12331,34145,..,..,..,..,..,..,..,..,34145,..,14126,..,..,..,..,..,..,..,14126,..,4053,3141,721,588,380,105,5,0,8998,..,660,576,187,217,577,766,617,448,4041,..,344,489,136,75,60,25,11,5,1145
209,..,214,10803,24803,21351,17956,14489,7963,1976,99556,..,1041,7997,5151,3396,2042,870,230,32,20757,..,30,186,686,1370,1137,483,293,161,4343,51080,..,..,..,..,..,..,..,..,51080,..,14736,..,..,..,..,..,..,..,14736,..,10181,8193,2702,1850,784,101,0,0,23825,..,1336,1635,599,563,712,545,292,176,5851,..,858,1327,469,282,213,94,28,6,3276,..,2016,4127,1162,795,750,446,136,31,9465,..,500,2703,2874,3177,3294,2793,1667,803,17802,489,551,647,451,375,305,191,96,37,3135,51564,31451,37612,38892,33162,27177,20015,10709,3240,253829,..,610,15191,25679,21038,17614,13329,5709,883,100063,..,1473,8697,5048,3300,1770,651,145,20,21110,..,207,1699,4079,5456,3424,1601,1119,712,18296,47997,..,..,..,..,..,..,..,..,47997,..,15444,..,..,..,..,..,..,..,15444,..,6852,5566,1290,923,557,85,8,0,15278,..,1131,1065,356,488,1184,1340,905,516,6969,..,704,873,245,158,118,59,15,4,2169
210,..,308,10314,20413,15936,13928,9994,5804,1555,78246,..,703,5414,3088,2156,1342,507,150,16,13386,..,30,158,524,1009,813,361,225,174,3285,43123,..,..,..,..,..,..,..,..,43123,..,11892,..,..,..,..,..,..,..,11892,..,8974,7528,2185,1445,585,106,5,0,20827,..,1119,1524,561,493,614,457,220,115,5104,..,721,1071,373,228,162,68,21,6,2660,..,1475,2800,738,521,471,306,109,20,6442,..,341,2029,1949,2161,2482,1861,1155,640,12614,348,324,480,350,258,208,149,61,31,2207,43471,25895,31320,30182,24210,20592,13802,7750,2556,199774,..,883,14944,20376,15821,12943,9065,4033,643,78706,..,1132,5632,3003,2055,1147,379,89,3,13439,..,205,1665,3267,4220,2627,1214,978,570,14740,40564,..,..,..,..,..,..,..,..,40564,..,12952,..,..,..,..,..,..,..,12952,..,5825,4981,1139,774,462,107,7,0,13288,..,857,880,324,458,1021,1156,843,442,5983,..,594,574,158,97,90,35,14,7,1582
211,..,149,8833,21837,21644,20576,16763,9250,2102,101146,..,1090,7072,4217,3553,2327,1109,352,39,19757,..,28,161,685,1418,1059,476,259,154,4249,45788,..,..,..,..,..,..,..,..,45788,..,15118,..,..,..,..,..,..,..,15118,..,10907,7660,2253,1445,593,71,3,0,22941,..,990,1001,473,445,547,496,273,157,4384,..,663,956,374,316,240,102,36,4,2698,..,876,1954,753,652,706,532,213,40,5735,..,334,1917,2257,3034,3519,2943,1979,989,16973,474,639,558,374,355,252,219,120,26,3011,46260,30806,30113,33223,32864,29829,22708,12471,3509,241786,..,291,11869,23701,22227,20167,15492,7001,984,101739,..,1609,7645,4110,3457,2037,833,216,22,19924,..,173,1395,3551,5505,3306,1453,1021,553,16959,42889,..,..,..,..,..,..,..,..,42889,..,15426,..,..,..,..,..,..,..,15426,..,7459,5209,1189,793,399,114,4,0,15165,..,830,716,279,353,1058,1306,931,533,6010,..,613,585,208,162,125,72,28,12,1807
212,..,568,20230,41260,33510,28107,21071,12032,3119,159887,..,2066,10481,5483,3831,2595,1053,381,57,25953,..,89,417,1099,1873,1563,717,388,233,6385,83822,..,..,..,..,..,..,..,..,83822,..,25183,..,..,..,..,..,..,..,25183,..,16218,13741,3929,2349,1000,141,3,0,37391,..,3026,3641,1341,1085,1160,948,556,305,12062,..,1910,3357,1275,749,509,228,68,10,8104,..,4254,8189,2438,1512,1212,769,276,43,18687,..,905,3783,3570,4094,4380,3672,2457,1191,24050,629,898,1004,634,490,374,290,156,39,4520,84453,55122,64844,61033,49492,40892,28884,16314,4996,406035,..,1519,28799,42736,32810,26080,18946,8613,1368,160875,..,3064,10867,5283,3698,2173,812,224,24,26139,..,615,3481,6608,8305,4959,2284,1624,982,28850,79197,..,..,..,..,..,..,..,..,79197,..,26087,..,..,..,..,..,..,..,26087,..,11009,9082,1999,1330,729,186,8,0,24341,..,2397,2086,651,904,2400,2786,1931,1032,14192,..,1617,1925,541,355,249,100,36,22,4852
213,..,462,20293,46019,30881,24063,18081,8337,1717,149854,..,1807,11567,7460,4886,2725,1069,267,34,29824,..,79,428,1243,1953,1480,741,365,195,6488,89443,..,..,..,..,..,..,..,..,89443,..,22264,..,..,..,..,..,..,..,22264,..,14643,12455,3935,2218,813,121,0,0,34183,..,3134,4213,1446,1141,1328,1047,492,211,13002,..,1698,3108,1023,697,554,223,48,12,7359,..,3478,7748,2241,1297,1112,698,241,33,16852,..,909,4600,4779,4890,4712,3845,1924,807,26465,681,694,1054,668,572,398,262,132,29,4493,90123,49168,65467,68816,48538,37183,26083,11814,3043,400233,..,1344,30849,45227,29210,22357,15548,5385,770,150682,..,2683,12369,7215,4475,2232,745,142,15,29879,..,580,4048,7615,8795,5042,2326,1387,779,30577,84708,..,..,..,..,..,..,..,..,84708,..,23531,..,..,..,..,..,..,..,23531,..,10023,8577,2014,1159,599,114,10,0,22498,..,2547,2321,789,1026,2481,2677,1442,751,14040,..,1402,1862,516,302,238,126,31,9,4488
214,..,60,3663,9267,10656,10607,10513,6606,1685,53049,..,759,4643,3170,2631,1854,959,386,67,14471,..,21,162,481,961,698,322,154,125,2923,25703,..,..,..,..,..,..,..,..,25703,..,6970,..,..,..,..,..,..,..,6970,..,5997,3431,1215,856,386,64,0,0,11942,..,520,499,234,306,371,298,160,93,2481,..,326,445,209,185,119,69,29,4,1387,..,429,834,378,441,517,397,186,40,3215,..,265,1278,1507,2365,2857,2706,1793,816,13580,334,407,385,298,270,317,235,122,34,2402,26038,15741,15341,16767,18659,17717,15567,9436,2858,138133,..,124,5052,10407,11061,10751,9993,5220,835,53442,..,1185,5039,3155,2666,1689,832,247,39,14855,..,190,1295,2687,3685,1947,805,596,381,11590,24336,..,..,..,..,..,..,..,..,24336,..,7274,..,..,..,..,..,..,..,7274,..,3887,2160,563,397,282,81,5,0,7372,..,421,303,115,232,536,644,433,290,2981,..,341,255,91,91,67,48,14,9,912
215,..,80,2295,4007,4468,5860,5454,3160,812,26140,..,610,2128,1164,1004,849,452,129,22,6349,..,18,106,253,379,266,139,69,44,1273,12673,..,..,..,..,..,..,..,..,12673,..,2505,..,..,..,..,..,..,..,2505,..,2853,1293,483,406,204,37,0,0,5283,..,405,326,117,123,196,171,79,45,1458,..,233,345,177,114,69,36,11,5,983,..,480,789,363,327,319,232,84,14,2614,..,322,980,818,1238,2043,1933,1067,514,8905,149,221,230,158,150,155,166,58,13,1301,12826,7729,8489,7527,8215,9958,8621,4659,1456,69482,..,161,3034,4369,4988,5975,5072,2408,394,26404,..,943,2150,1167,1030,767,342,86,4,6496,..,187,986,1269,1272,643,308,271,186,5128,12154,..,..,..,..,..,..,..,..,12154,..,2684,..,..,..,..,..,..,..,2684,..,1626,658,190,185,134,18,0,0,2809,..,299,159,61,116,251,252,187,84,1416,..,211,241,86,51,36,18,3,4,652
216,..,80,1971,3668,4325,5018,4826,2912,691,23490,..,510,1787,989,934,765,442,159,29,5620,..,18,96,213,376,232,124,73,58,1191,11855,..,..,..,..,..,..,..,..,11855,..,2592,..,..,..,..,..,..,..,2592,..,2801,1229,520,382,178,28,0,0,5127,..,281,247,90,140,158,145,74,33,1169,..,178,271,109,97,55,34,16,0,759,..,269,528,255,231,250,232,82,12,1862,..,216,694,665,1130,1570,1468,961,391,7088,131,196,217,138,143,129,140,63,14,1175,11990,7141,7038,6641,7755,8369,7432,4343,1228,61930,..,168,2642,4085,4620,5135,4529,2225,327,23736,..,762,1867,983,917,724,376,99,16,5747,..,166,885,1197,1230,627,293,214,174,4785,11106,..,..,..,..,..,..,..,..,11106,..,2715,..,..,..,..,..,..,..,2715,..,1705,692,194,144,118,41,0,0,2893,..,225,111,47,104,222,255,165,79,1196,..,181,184,55,45,27,10,7,0,518
217,..,32,1594,3259,4113,4994,5013,2558,618,22183,..,499,1795,1109,953,809,477,131,17,5791,..,9,71,207,328,222,106,74,26,1039,10412,..,..,..,..,..,..,..,..,10412,..,2257,..,..,..,..,..,..,..,2257,..,2424,1099,406,339,168,29,0,0,4468,..,245,164,101,104,141,148,49,50,999,..,170,224,88,67,49,22,15,0,630,..,312,568,179,179,214,191,63,10,1722,..,267,747,704,1071,1598,1475,904,356,7110,143,156,168,119,127,133,114,64,13,1034,10553,6363,6429,6168,7280,8327,7570,3853,1091,57635,..,74,2115,3753,4426,5163,4577,1991,276,22383,..,714,1915,1065,1012,764,364,78,13,5928,..,106,601,1012,1113,585,247,231,160,4072,9782,..,..,..,..,..,..,..,..,9782,..,2484,..,..,..,..,..,..,..,2484,..,1487,611,169,170,97,17,0,0,2546,..,194,105,38,79,168,199,136,84,1000,..,138,130,37,26,18,11,0,3,369
297,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
299,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,159,170,305,253,223,140,108,22,0,1385,159,170,305,253,223,140,108,22,0,1385,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
