SA4_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
201,0,3,0,19,10,7,0,0,0,45,4,11,14,59,44,34,22,8,0,205,4,0,12,96,22,9,11,3,0,162,0,0,3,12,6,0,0,0,0,22,0,9,24,14,11,0,0,0,0,59,0,0,0,6,0,3,0,0,0,19,0,25,17,75,37,26,44,15,0,243,0,8,9,33,18,11,3,0,0,75,0,0,0,8,9,13,16,11,5,69,0,3,3,16,6,3,5,0,0,45,0,32,62,220,121,158,154,107,39,901,211,601,541,1126,693,728,722,435,187,5248,4685,11242,9996,20031,10917,11043,10169,5341,1624,85041,0,0,0,0,0,0,0,0,0,3,4367,9634,8491,17099,9612,9724,8377,4350,2033,73685,0,3,3,25,4,0,5,0,0,47,0,0,0,5,0,7,4,0,0,20,0,5,0,24,8,3,0,0,0,37,0,3,7,11,0,0,0,0,0,19,0,5,11,40,22,31,17,4,0,118
202,4,0,6,7,5,7,4,4,0,36,0,8,22,60,45,27,32,11,0,213,5,9,20,76,29,19,9,7,0,173,0,3,5,61,4,0,0,0,0,69,10,95,163,88,6,7,0,0,0,364,0,0,0,8,0,5,3,0,0,22,4,17,14,27,41,28,48,13,3,187,0,5,3,55,27,14,5,0,0,114,0,3,0,5,12,21,12,12,5,69,0,0,4,18,15,4,0,3,0,46,13,31,52,173,101,113,108,76,20,695,220,560,482,1135,690,759,653,458,198,5165,4680,10807,9176,18993,10303,10704,10026,5342,1781,81803,0,5,12,22,5,0,0,0,0,46,4200,9183,7885,16461,9113,9677,8573,4536,2149,71767,0,4,3,24,0,3,0,0,0,37,0,0,0,0,0,5,3,0,0,12,0,3,0,16,3,0,0,0,0,27,0,6,0,14,4,0,0,0,0,28,0,10,0,54,21,11,8,4,0,116
203,0,16,20,40,29,29,25,3,6,166,0,35,57,177,109,87,67,23,3,568,6,14,76,270,41,21,27,16,3,468,0,4,0,25,5,3,0,0,0,38,3,72,112,100,6,8,4,0,0,308,0,5,0,27,22,24,12,10,0,97,9,54,44,135,83,66,60,26,0,471,0,10,52,128,62,53,22,10,0,336,0,5,6,28,35,32,42,29,3,180,0,0,15,67,23,12,14,0,0,139,21,158,191,741,327,430,459,352,135,2803,315,880,877,1973,1022,964,986,652,242,7921,9727,20748,19410,42235,19673,18661,17397,9172,3048,160063,0,19,54,117,47,13,13,3,0,257,8756,17508,15876,33435,16739,16028,13731,7074,3240,132390,0,7,3,54,4,5,0,0,0,79,0,0,5,62,41,73,42,31,8,256,0,3,0,74,12,6,0,0,0,102,0,4,0,17,8,12,8,0,0,45,5,21,12,170,62,29,21,9,3,343
204,0,3,0,11,5,5,3,0,0,35,0,13,26,49,45,27,24,9,0,205,0,10,8,45,24,8,14,4,0,109,0,0,4,28,0,0,0,0,0,36,3,7,13,41,6,3,0,0,0,73,0,0,0,9,4,4,0,0,0,12,9,12,23,49,24,20,39,11,3,185,3,24,20,66,15,3,3,0,0,132,0,0,3,6,13,20,23,23,0,88,0,8,6,12,13,5,4,0,0,43,12,68,101,195,140,168,191,171,59,1115,235,734,671,1393,827,1058,989,593,205,6705,4703,11414,10110,19550,11275,13068,12546,6561,1946,91165,0,0,0,0,0,0,0,0,0,0,4394,9803,8064,16679,10054,11133,9703,5054,2173,77047,0,0,0,10,5,0,0,0,0,20,0,0,0,5,4,6,3,0,0,17,0,0,0,19,0,0,0,0,0,29,0,5,0,21,0,3,0,0,0,37,0,10,3,54,19,25,15,7,0,141
205,0,8,9,19,10,9,8,0,0,58,7,22,36,114,86,80,58,27,3,426,0,8,24,136,37,30,33,25,4,300,3,0,3,58,0,4,0,4,0,77,5,30,37,47,11,0,0,0,0,126,0,4,0,9,11,5,3,5,0,41,4,28,31,58,41,52,75,31,6,330,4,18,11,127,44,33,12,0,0,255,0,0,6,14,14,33,45,27,3,144,0,0,7,25,24,10,13,0,0,79,7,48,83,376,207,313,398,286,90,1808,474,1180,953,2381,1403,1704,1718,1061,425,11299,7975,18283,15191,31703,17328,21171,21666,11297,3215,147833,0,0,0,0,0,0,0,0,0,4,7162,15403,12802,27014,15198,17782,15817,7841,3109,122120,0,3,0,24,0,0,0,0,0,32,0,0,0,8,3,8,9,5,3,35,0,0,0,18,4,4,4,0,0,30,3,0,4,33,11,3,0,0,0,52,5,7,6,53,32,52,27,13,0,197
206,16,73,213,744,144,68,55,15,6,1329,4,27,131,919,221,131,135,35,8,1610,3,12,158,779,135,96,88,36,13,1327,4,27,84,623,39,22,22,0,5,831,11,43,181,806,72,22,15,4,0,1154,0,13,21,416,169,183,96,58,6,965,90,198,289,1347,383,239,161,63,9,2786,14,93,499,993,579,588,378,131,48,3328,0,3,11,170,44,41,24,22,5,316,0,0,37,166,39,27,16,3,0,286,70,387,1096,7687,1556,1149,936,676,277,13830,512,911,1989,7296,1976,1646,1135,727,342,16524,12355,21580,37841,131308,35375,28011,19248,10415,3804,299941,3,3,14,74,11,8,8,0,0,125,10897,17710,26240,69341,23358,17999,11618,5005,2184,184346,0,14,46,170,14,12,6,0,0,253,3,0,4,144,29,42,36,23,7,288,3,22,88,956,77,21,14,8,0,1190,0,0,56,79,29,27,27,8,9,236,17,49,85,902,179,83,49,10,3,1366
207,15,133,154,312,182,116,108,61,11,1099,6,57,104,310,217,181,114,66,18,1083,5,52,235,811,286,217,205,91,47,1949,11,57,65,544,123,72,105,31,3,1012,12,30,53,143,23,11,14,9,0,295,3,10,9,68,46,55,21,20,3,224,41,171,162,224,133,93,64,41,5,939,0,66,197,437,481,483,289,89,31,2067,0,0,5,21,25,32,26,14,10,128,0,0,12,62,21,36,17,3,0,147,37,267,327,1242,587,585,518,432,240,4247,194,512,734,1686,695,563,547,463,292,5688,8044,22054,26119,47044,23630,21188,16112,10853,4758,179806,0,0,4,26,7,9,4,3,0,52,7090,16717,17522,21048,14304,12147,9100,6915,4026,108874,0,12,18,84,19,7,7,0,0,150,0,0,4,26,20,19,11,8,4,91,0,4,10,87,31,12,7,4,0,160,0,3,21,54,49,41,41,16,5,223,7,29,30,141,77,46,27,11,9,381
208,14,114,93,203,84,47,45,19,4,629,11,174,265,925,770,534,348,174,48,3247,0,19,48,456,194,197,187,106,46,1243,7,4,4,135,24,7,10,6,0,198,11,33,56,140,33,13,8,0,0,297,0,20,14,132,81,102,70,31,9,470,63,232,192,380,201,196,103,42,13,1429,0,56,101,319,212,139,92,28,10,958,0,7,6,56,55,35,27,21,7,211,0,0,3,67,41,45,21,6,4,196,74,463,469,2808,1737,1438,1544,997,403,9928,216,683,628,1883,852,677,641,497,273,6351,10811,26610,25200,53302,29467,24358,18507,10679,4420,203350,0,0,3,29,10,5,4,3,0,53,9806,21415,19271,32011,20781,16327,12021,6968,4357,142959,0,6,12,64,21,15,9,0,0,122,0,0,7,92,37,51,33,8,9,237,3,18,29,265,73,26,16,0,0,431,0,4,10,86,48,48,23,10,3,233,3,40,32,276,148,80,38,13,3,635
209,12,76,72,192,87,55,48,5,4,547,3,40,100,330,221,114,48,30,3,907,10,90,275,1346,476,344,264,112,22,2942,7,10,10,128,25,19,5,4,0,207,10,45,56,162,28,14,8,0,0,327,0,9,17,189,161,162,88,48,13,687,24,89,90,268,125,84,56,15,4,763,12,111,212,837,616,647,345,94,25,2896,0,0,4,41,36,32,35,10,7,174,3,18,41,142,87,39,16,3,0,355,78,524,636,3038,1362,1190,936,531,200,8507,526,1192,1308,3255,1363,1136,960,722,379,10832,17800,35513,33143,80116,34656,28513,21396,11676,4066,266882,0,17,21,94,36,16,12,0,0,194,15679,29140,24001,47317,23689,18251,11999,5876,2730,178681,0,22,21,230,28,17,8,0,0,333,0,5,5,102,66,93,49,36,14,372,0,10,20,143,23,25,9,3,0,233,0,3,19,97,50,51,28,7,0,262,4,26,23,201,78,45,18,4,0,403
210,7,40,42,104,47,53,16,4,3,315,0,15,42,142,93,61,38,13,4,398,6,136,258,994,431,446,191,71,18,2551,0,8,5,45,6,5,5,0,0,66,5,38,46,133,26,9,0,0,0,259,13,94,150,1151,1050,1144,438,290,31,4366,7,66,41,129,55,52,26,16,5,406,7,36,82,398,356,384,206,59,27,1565,0,3,0,23,12,18,16,14,0,86,6,0,22,68,47,11,6,0,0,156,68,713,764,2842,1287,1244,906,560,182,8563,611,1382,1263,3407,1270,1037,690,502,247,10416,15502,29862,27159,65005,25501,21714,14669,8437,3093,210949,0,17,51,120,34,20,5,4,0,244,13583,23005,18238,33699,15083,11804,7240,3722,1793,128168,0,29,33,270,67,35,24,8,0,465,0,0,0,89,29,81,44,27,10,279,0,0,8,82,21,10,3,0,6,137,3,0,9,32,14,13,7,4,0,72,0,23,25,123,46,36,13,4,0,274
