SA4_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
201,3,0,0,0,0,0,0,0,0,26,5,37,3,0,0,0,0,0,0,4,0,12,0,17,6,0,0,0,0,5,0,0,0,11,0,23,0,4,0,0,0,0,0,4,0,8,0,19,3,0,0,4,0,8,0,10,0,26,0,58,6,7,0,5,0,10,0,23,0,39,0,90,3,13,3,15,8,36,0,61,8,105,0,262,10,26,0,35,4,75,6,91,17,121,0,388,19,58,5,87,26,196,8,113,32,191,11,747,52,94,6,325,32,306,23,133,38,160,7,1168,59,101,10,376,57,306,15,91,20,122,0,1164,106,95,17,504,68,279,27,73,22,79,0,1278,469,182,16,1143,135,473,60,110,36,128,5,2759,563,140,33,1039,162,198,42,57,9,57,8,2312,533,71,17,868,131,178,34,35,13,27,0,1904,487,34,15,452,70,64,24,11,8,13,0,1177,1127,70,24,977,156,263,28,38
202,4,0,0,5,0,9,0,3,3,15,0,40,0,0,0,0,0,0,0,4,0,13,0,18,0,0,0,0,0,0,0,5,0,14,0,28,0,0,0,0,0,0,0,0,0,12,0,18,0,6,0,0,3,0,0,9,0,26,0,41,0,0,0,3,0,9,0,24,0,31,0,81,7,5,0,19,0,34,4,57,5,86,0,219,12,34,3,39,5,83,3,68,18,112,6,379,22,72,6,74,10,168,7,109,13,153,7,631,54,102,12,257,48,273,24,136,30,164,9,1114,48,82,13,396,43,270,21,76,22,104,0,1084,145,117,7,479,80,240,23,66,20,82,3,1260,492,202,29,1158,136,475,61,113,46,114,7,2834,544,141,27,1118,158,182,54,64,10,70,8,2376,524,106,37,892,132,172,45,24,16,31,0,1980,451,54,16,478,79,72,27,16,9,17,0,1230,1065,92,23,924,150,287,40,37
203,8,0,0,8,0,8,0,0,0,77,0,112,0,0,0,0,0,3,0,4,4,14,0,26,0,0,0,4,0,3,0,9,4,25,0,50,0,0,0,0,0,3,0,9,5,23,0,40,0,3,0,0,0,10,3,15,5,54,0,94,8,10,0,3,0,30,0,39,6,72,0,174,4,13,0,20,10,51,7,75,14,169,0,363,10,42,0,44,10,145,11,127,21,162,8,581,22,84,3,118,21,322,11,222,31,289,7,1133,46,182,14,416,61,482,53,216,38,282,5,1792,77,171,17,636,82,484,39,170,44,199,4,1926,166,153,33,758,117,476,58,127,33,170,10,2108,755,371,63,2333,323,1052,105,220,63,285,7,5571,962,302,55,2483,342,453,106,132,26,130,7,4996,1120,214,47,2145,330,453,83,83,28,86,10,4597,1030,109,40,1224,193,196,58,45,10,56,0,2953,2888,244,75,2771,447,851,102,119
204,9,0,0,0,0,6,0,0,0,22,3,36,6,0,0,7,0,3,0,0,0,10,4,28,4,0,0,3,0,0,0,8,0,7,0,25,3,6,0,3,0,5,0,7,0,3,0,31,4,0,0,12,0,4,0,4,0,36,0,60,8,6,0,3,0,14,5,28,3,25,0,93,9,14,0,15,5,29,6,45,11,76,0,203,21,25,3,39,3,70,10,68,12,98,6,353,37,62,12,117,18,183,22,92,24,180,3,745,79,96,14,324,51,294,40,112,29,160,8,1203,99,78,14,415,65,307,30,78,26,100,9,1224,154,107,22,513,69,261,28,71,18,75,5,1325,700,169,48,1299,207,428,69,109,33,105,11,3188,723,109,35,1120,136,179,48,67,32,52,4,2490,637,80,25,770,106,162,20,38,9,34,0,1887,512,37,10,429,90,52,20,16,8,10,0,1191,1044,61,27,704,125,177,28,23
205,13,0,9,0,0,3,0,6,0,88,6,132,6,0,0,3,0,0,0,0,0,16,0,28,3,0,0,0,0,3,0,10,0,27,0,50,0,0,0,0,0,0,0,3,4,20,0,25,8,8,0,7,0,6,0,22,8,65,0,127,3,11,0,12,0,14,3,54,12,60,0,173,18,21,6,31,0,51,3,99,16,185,8,442,22,53,10,59,14,157,6,153,21,251,10,753,53,107,15,180,29,324,28,222,48,319,10,1331,102,173,29,512,67,482,42,226,62,296,12,2011,109,155,22,664,91,455,50,136,40,198,3,1931,252,169,36,870,117,448,51,141,39,157,3,2286,791,288,75,1947,287,784,92,182,70,200,13,4725,855,231,49,1718,260,262,86,87,26,80,6,3667,802,113,38,1251,186,251,52,61,19,54,6,2840,605,73,27,662,103,99,32,19,5,29,3,1654,1500,113,33,1309,221,392,57,56
206,9,10,5,5,0,17,0,8,3,162,0,217,3,0,0,0,0,5,0,13,4,46,0,66,0,3,4,0,0,7,0,12,7,54,0,91,0,4,0,5,0,4,0,16,0,50,0,75,3,8,0,0,0,9,0,39,3,116,0,185,3,6,0,3,0,30,0,61,21,109,0,241,5,30,0,14,0,52,4,113,19,209,8,455,19,54,0,48,5,128,11,149,25,213,3,655,30,84,11,76,15,224,12,206,39,313,11,1018,59,157,20,183,30,313,31,205,24,308,10,1334,50,140,9,251,37,401,30,154,37,233,8,1343,104,137,5,310,33,445,45,138,28,196,0,1443,442,331,39,1043,169,1227,77,277,58,369,9,4043,732,311,37,1450,274,477,72,185,29,240,3,3803,984,263,38,1759,289,645,78,142,30,152,6,4388,1138,183,42,1304,294,256,58,85,18,81,6,3466,8410,651,148,6958,1439,2895,207,373
207,17,8,6,10,4,22,0,14,9,273,4,360,4,0,0,4,0,5,0,11,4,60,0,96,3,9,0,8,0,14,0,26,6,70,0,134,0,4,0,0,0,17,0,35,3,49,0,110,8,7,0,7,0,15,4,49,13,121,0,219,12,16,0,16,0,48,0,105,14,134,0,351,17,55,5,33,0,74,11,164,28,215,6,606,30,88,5,69,9,177,18,176,22,242,5,836,55,176,7,107,12,286,24,246,50,324,3,1289,95,217,18,257,41,403,42,237,33,345,0,1668,97,153,13,352,28,446,37,208,36,318,10,1689,175,159,10,408,48,443,22,155,19,263,10,1710,650,328,31,1151,134,1154,69,300,62,511,9,4394,801,269,33,1584,162,493,51,218,26,304,10,3949,1064,236,39,1509,178,682,47,177,32,237,5,4199,1186,142,27,1202,158,319,29,103,21,151,6,3343,7956,641,101,6688,814,2908,158,445
208,16,0,3,18,0,19,0,11,6,134,5,215,4,0,0,0,0,7,0,3,4,24,0,46,3,0,0,0,0,5,0,16,3,47,0,77,0,0,0,0,0,6,0,13,4,37,0,63,3,10,0,5,0,10,0,28,6,68,0,146,5,15,0,16,0,17,0,45,0,71,5,174,13,36,0,19,0,55,3,55,11,130,0,320,14,50,6,49,0,114,3,118,14,161,4,525,30,110,6,85,22,233,20,166,30,239,0,936,83,143,8,268,21,309,30,206,33,270,8,1382,67,159,17,345,37,431,26,144,28,216,6,1473,135,158,11,483,68,421,40,125,35,180,4,1664,590,359,36,1497,199,1226,76,258,55,392,9,4705,982,333,44,2210,290,568,71,210,43,234,11,4994,1278,245,48,2313,345,742,67,188,28,177,8,5438,1493,201,35,1741,261,307,52,85,18,79,3,4280,9801,661,147,8396,1235,3554,201,433
209,17,0,10,6,7,23,0,18,19,314,6,412,7,3,0,5,0,5,0,17,0,65,0,97,0,9,5,6,0,7,0,32,7,104,0,172,0,3,0,3,0,8,0,26,3,87,3,140,4,12,4,10,3,12,0,69,19,226,5,361,5,27,3,14,4,59,6,123,15,209,4,462,14,58,5,37,3,160,18,283,48,474,9,1112,16,92,12,77,15,412,17,388,66,535,9,1648,43,218,22,237,29,945,53,436,90,693,17,2775,125,401,22,743,84,1154,60,484,115,688,17,3896,197,311,27,1000,119,1220,63,365,94,554,17,3975,369,313,26,1315,150,1187,93,320,74,477,13,4333,1624,652,87,3529,518,2359,185,539,127,779,27,10426,2082,485,94,3831,577,1037,152,297,81,383,22,9033,2225,349,68,3406,500,1051,115,185,67,295,14,8267,2131,214,53,2055,387,433,85,134,26,157,8,5677,6509,405,122,5147,872,1897,161,255
210,12,0,10,5,4,15,0,16,18,399,7,480,3,5,0,0,0,7,0,17,3,59,0,89,0,3,0,0,0,4,0,35,15,131,4,195,0,7,0,0,0,10,0,58,0,100,4,179,3,10,0,3,0,30,0,107,16,340,4,520,3,15,0,10,5,85,3,221,28,383,4,759,11,33,0,24,6,188,5,375,60,698,16,1416,19,70,5,68,13,461,27,494,90,678,11,1946,36,166,15,171,33,958,32,578,107,922,20,3029,123,271,25,593,89,1229,54,554,133,856,19,3941,139,194,28,748,116,1168,51,422,96,636,23,3627,340,244,22,1025,140,1028,61,289,85,513,15,3770,1345,440,86,2581,414,2005,140,431,107,852,32,8433,1574,311,54,2597,403,818,116,252,71,491,14,6702,1585,204,46,2108,401,798,81,162,40,284,13,5726,1404,145,43,1342,267,356,55,105,31,140,6,3893,4087,263,87,2966,510,1253,98,179
