SA4_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
201,4,0,5,0,5195,5205,84,8,4,8,4695,4790,2619,145,123,6,7338,10228,5301,408,547,16,3538,9803,5966,634,1324,74,2921,10917,6441,569,1762,203,2070,11043,6533,495,1682,469,989,10169,3478,174,634,729,326,5341,841,29,92,587,72,1624,31279,2467,6167,2079,27131,69115,7,0,0,0,4916,4920,177,20,6,0,4508,4708,3321,228,187,20,6725,10476,5843,574,792,67,3427,10704,6145,760,1834,209,2639,11587,6515,685,2467,577,1662,11909,6047,457,2163,1461,741,10869,2632,108,720,2152,250,5865,462,15,145,1971,104,2696,31148,2848,8316,6467,24960,73740,16,5,5,0,10106,10126,255,30,6,3,9201,9501,5944,374,309,29,14062,20702,11149,983,1339,82,6963,20511,12111,1392,3163,281,5559,22505,12959,1257,4228,780,3730,22951,12578,945,3850,1933,1726,21034,6113,285,1350,2879,575,11207,1307,42,241,2559,173,4317,62424,5314,14478,8552,52088,142855
202,0,0,0,0,4731,4738,87,6,7,4,4340,4438,2535,158,110,15,6655,9464,5327,381,480,18,3317,9523,5743,582,1218,68,2693,10303,6303,586,1775,209,1829,10704,6503,466,1627,454,976,10026,3588,162,653,654,291,5342,959,28,88,620,83,1781,31045,2366,5949,2043,24909,66314,0,0,0,0,4646,4656,141,17,0,8,4184,4352,3257,257,193,20,6276,10002,5695,556,744,58,3327,10373,5897,660,1740,194,2547,11037,6626,632,2433,550,1546,11797,5973,433,2098,1331,750,10588,2770,97,791,1916,260,5839,503,22,171,1950,100,2737,30876,2677,8166,6019,23641,71381,6,0,0,3,9378,9392,232,29,6,9,8521,8790,5790,414,303,33,12923,19470,11026,930,1224,75,6643,19900,11643,1244,2958,258,5243,21340,12936,1222,4203,760,3378,22501,12477,899,3725,1784,1724,20611,6363,258,1440,2567,551,11184,1462,48,256,2568,187,4517,61921,5047,14118,8062,48551,137698
203,16,7,0,0,9381,9408,140,8,4,3,9844,10003,5934,240,233,16,15456,21876,12205,708,1072,50,6318,20360,11924,1045,2183,118,4404,19673,11996,963,2712,320,2677,18661,12523,624,2314,730,1202,17397,6709,216,832,1083,329,9172,1713,52,136,1039,97,3048,63165,3865,9487,3365,49712,129587,5,3,3,0,8948,8967,262,23,3,3,9242,9533,7479,419,350,22,13581,21849,12872,1024,1525,137,6349,21909,12136,1308,3146,369,4094,21052,12303,1084,4161,996,2380,20919,11760,610,3400,2368,1071,19209,5188,183,1353,3697,336,10747,895,33,246,3608,121,4904,62905,4686,14191,11196,46125,139095,19,10,3,5,18337,18372,409,29,10,7,19080,19539,13411,658,580,38,29037,43726,25079,1734,2593,189,12672,42274,24060,2350,5328,482,8495,40725,24299,2046,6867,1317,5053,39586,24285,1238,5713,3095,2277,36603,11897,395,2188,4777,662,19915,2617,86,384,4641,220,7951,126072,8550,23673,14557,95835,268681
204,0,0,0,0,5514,5517,75,9,0,5,4506,4595,2577,167,144,8,6810,9700,5347,408,608,24,3459,9852,6287,610,1465,66,2847,11275,7787,658,2310,286,2028,13068,8232,558,2098,600,1058,12546,4459,208,801,786,308,6561,1093,28,120,627,81,1946,35847,2652,7548,2392,26606,75047,9,0,0,8,5029,5049,155,16,0,5,3941,4106,3363,230,200,21,6070,9890,5930,596,835,68,3292,10723,6676,762,1981,228,2546,12199,8178,747,2652,703,1555,13837,7538,468,2164,1611,638,12421,3353,154,795,2407,251,6958,560,20,148,2242,79,3050,35758,2993,8780,7295,23407,78234,6,3,0,8,10540,10563,229,24,4,6,8446,8704,5937,402,341,30,12880,19590,11282,1008,1445,89,6754,20571,12960,1377,3448,297,5392,23472,15957,1415,4963,993,3581,26908,15769,1023,4263,2206,1702,24963,7814,358,1593,3193,557,13515,1654,49,265,2869,163,4995,71607,5646,16324,9686,50017,153276
205,0,3,0,4,8108,8120,124,11,3,5,6923,7068,4328,274,222,14,11092,15931,8391,676,985,38,5687,15772,9365,1059,2116,130,4653,17328,12595,1091,3587,429,3470,21171,14239,1060,3604,1036,1725,21666,7881,364,1261,1305,488,11297,1707,71,214,1119,103,3215,58633,4616,11996,4075,42254,121572,4,3,0,3,7787,7793,214,34,8,3,6415,6672,5563,483,391,38,10313,16790,8983,1002,1351,133,5283,16752,10190,1237,3063,351,4004,18848,13531,1185,4470,1228,2604,23021,13275,835,3796,2913,1037,21864,5790,180,1368,4190,263,11790,846,39,228,3518,93,4716,58394,4996,14674,12376,37794,128245,4,6,0,8,15894,15913,336,44,12,8,13340,13743,9891,758,614,47,21407,32721,17372,1680,2341,173,10967,32526,19556,2299,5184,479,8658,36176,26126,2279,8059,1655,6070,44190,27517,1900,7403,3949,2765,43532,13673,546,2631,5495,754,23088,2551,108,436,4638,198,7929,117026,9614,26669,16453,80055,249821
206,20,0,3,6,11180,11202,333,27,15,16,26248,26641,11606,567,776,48,67319,80322,20857,1368,2836,65,25857,50981,17214,1628,3877,183,12484,35375,14297,1336,4548,399,7438,28011,10948,843,3328,692,3444,19248,6452,322,1382,972,1281,10415,2065,59,263,1072,344,3804,83787,6164,17026,3452,155582,266006,27,0,5,0,12190,12229,652,54,34,7,29929,30675,14758,916,1477,55,67997,85196,20899,1582,3655,187,23799,50110,17420,1820,5258,418,11703,36623,13972,1327,5985,1143,6675,29097,10107,817,4749,2686,3234,21595,4805,262,1954,4415,1008,12443,926,48,470,4285,351,6077,83570,6816,23586,13195,156890,284057,44,0,8,8,23369,23434,983,79,52,28,56173,57314,26363,1482,2252,101,135314,165518,41754,2953,6484,253,49654,101098,34632,3451,9132,599,24186,72005,28268,2658,10535,1541,14110,57113,21058,1664,8075,3372,6677,40849,11257,583,3330,5393,2288,22859,2995,107,730,5352,692,9883,167362,12979,40605,16639,312472,550062
207,7,0,0,3,12098,12109,144,3,0,6,13856,14010,6027,153,310,14,17866,24376,15609,509,1006,22,5529,22670,17385,846,1680,116,3603,23630,15920,644,2050,243,2325,21188,12629,407,1331,526,1223,16112,8436,213,719,1022,461,10853,3005,57,156,1377,170,4758,79166,2836,7248,3325,57134,149715,3,0,0,0,11596,11605,240,12,10,0,12794,13055,7935,254,494,18,15696,24394,17537,769,1590,73,5224,25194,19084,1139,2825,282,3522,26853,15998,800,3557,815,2334,23503,12296,473,2734,2232,1400,19137,6742,216,1393,4580,753,13688,1478,39,425,5144,421,7512,81312,3710,13022,13148,53740,164939,11,5,0,5,23691,23713,384,20,14,10,26657,27065,13960,409,803,30,33569,48770,33146,1278,2600,96,10754,47868,36471,1982,4498,398,7129,50484,31923,1451,5603,1052,4659,44690,24923,876,4068,2754,2620,35247,15172,428,2116,5609,1209,24535,4491,97,571,6524,592,12274,160475,6548,20273,16480,110880,314649
208,14,4,0,0,12753,12769,123,5,9,4,12293,12430,6072,162,237,6,19095,25576,18020,650,1248,53,7754,27721,20210,1103,2554,142,5454,29467,16627,918,3037,358,3416,24358,12997,625,2441,661,1782,18507,7625,258,1072,1087,634,10679,2543,57,274,1321,221,4420,84231,3776,10886,3631,63400,165927,3,0,0,0,12333,12339,257,8,8,4,11692,11979,8407,299,434,20,17621,26776,19694,989,1908,114,7714,30426,21133,1585,3970,357,5508,32552,16180,1208,4718,1009,3393,26501,12173,733,4220,2581,1855,21564,5861,250,2018,4621,769,13521,1315,49,568,5634,344,7908,85034,5123,17839,14339,61232,183563,16,4,0,0,25087,25117,383,14,16,7,23980,24406,14482,462,667,30,36716,52356,37717,1643,3154,164,15464,58144,41351,2682,6528,494,10965,62017,32805,2125,7753,1362,6812,50866,25174,1357,6663,3243,3641,40065,13491,503,3096,5712,1401,24201,3858,106,840,6956,566,12330,169260,8902,28723,17971,124634,349489
209,10,0,3,0,15766,15777,271,11,13,0,17069,17366,12016,386,490,24,26588,39505,26337,1149,1815,63,11252,40614,22413,1709,3344,178,7011,34656,18975,1383,3732,435,3982,28513,15558,870,2452,929,1581,21396,8693,305,871,1351,453,11676,2407,50,182,1300,127,4066,106680,5874,12900,4296,83821,213566,22,6,4,4,14594,14632,791,42,40,4,14984,15866,16471,712,761,35,22423,40405,26958,1655,2700,171,10116,41601,22008,1997,4929,549,6598,36074,18767,1566,5609,1519,3536,30997,14383,865,3769,3606,1333,23962,6321,260,1456,5178,413,13627,1205,36,281,4783,132,6438,106932,7136,19553,15843,74132,223604,31,9,8,3,30356,30410,1069,55,48,10,32059,33231,28487,1097,1253,60,49009,79907,53298,2802,4516,234,21369,82221,44419,3706,8273,727,13605,70726,37741,2955,9342,1954,7515,59510,29945,1742,6221,4537,2908,45359,15013,566,2330,6530,869,25301,3608,94,466,6079,261,10509,213611,13012,32450,20136,157960,437166
210,18,0,3,0,12927,12944,428,19,11,3,13747,14211,11824,444,504,22,20407,33196,21851,1050,1423,58,7430,31808,16886,1271,2590,126,4636,25501,14774,1114,2797,367,2667,21714,10674,628,1703,620,1046,14669,6299,260,614,949,319,8437,1842,43,94,1025,92,3093,84591,4831,9730,3171,63255,165579,30,3,0,4,11960,11992,1129,70,35,0,11542,12776,16290,787,747,45,15425,33290,21560,1501,2134,149,6454,31796,16694,1654,3757,491,4140,26741,13781,1278,3866,1325,2341,22592,9755,642,2468,2933,865,16667,4466,190,862,4295,257,10075,827,33,195,3580,80,4717,84522,6171,14072,12821,53064,170650,43,3,3,3,24884,24940,1558,89,45,5,25291,26989,28109,1233,1251,59,35834,66484,43410,2556,3558,208,13880,63605,33578,2927,6345,614,8777,52242,28555,2390,6658,1696,5007,44310,20430,1271,4173,3553,1912,31338,10764,453,1476,5250,574,18511,2668,82,288,4609,172,7813,169112,10998,23796,15996,116316,336226
