SA3_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
20904,4,306,..,11005,1030,12032,123,12158,..,3910,771,4674,29,4703,..,107,13,121,0,121,..,148,89,236,0,238,..,141,48,193,3,194,..,4045,972,5016,37,5054,..,1315,79,1393,16,1409,..,781,218,1000,9,1013,..,144,15,154,0,154,..,212,39,253,3,253,..,112,10,124,0,127,..,474,31,506,0,510,..,379,74,453,3,455,..,678,13,689,7,694,..,268,23,287,0,289,..,798,20,820,0,819,..,300,28,324,4,332,..,2040,79,2122,12,2133,..,546,68,614,8,622,..,1151,128,1278,13,1295,..,257,55,303,5,315,..,796,222,1009,0,1014,..,1889,963,2848,23,2871,..,4224,696,4912,108,5019,..,45092,8668,53767,531,54295,..,798,194,990,5042,6032,66423,45888,8858,54750,5576,126744,132518,..,..,..,..,132518,..,205,5,209,0,213,..,10135,1914,12049,89,12134,..,49,0,51,0,54,..,1279,477,1763,15,1774,..,3382,1715,5095,72,5165
21001,0,22,..,527,28,556,3,553,..,2164,437,2596,18,2613,..,74,3,73,0,73,..,11,3,9,0,9,..,36,15,47,0,44,..,202,34,238,3,239,..,43,0,43,0,43,..,66,10,76,0,79,..,115,8,118,0,120,..,50,3,52,0,57,..,39,5,47,0,47,..,15,0,15,0,15,..,111,14,129,0,129,..,82,7,93,0,93,..,46,0,46,0,46,..,99,0,103,0,103,..,23,3,28,0,28,..,252,12,264,0,264,..,320,34,354,0,355,..,66,4,68,0,71,..,79,19,96,0,93,..,203,35,240,0,245,..,621,235,854,0,857,..,772,87,859,12,871,..,8436,1571,10010,62,10074,..,133,22,157,857,1011,20490,8577,1592,10166,917,31572,40803,..,..,..,..,40803,..,23,0,23,0,23,..,944,87,1033,0,1036,..,4,0,4,0,4,..,628,272,902,0,906,..,663,162,823,3,831
21002,0,0,..,49,8,55,3,56,..,92,6,93,0,93,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,20,4,21,0,21,..,6,0,6,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,3,0,3,..,6,0,6,0,6,..,6,0,6,0,6,..,13,0,11,0,11,..,13,0,13,0,13,..,30,0,28,0,28,..,42,0,44,0,42,..,3,0,3,0,3,..,28,0,28,0,28,..,19,0,20,0,20,..,17,6,16,0,16,..,141,14,154,0,154,..,723,57,779,7,789,..,29,0,29,750,787,15050,751,57,812,758,16619,29966,..,..,..,..,29966,..,41,0,41,0,41,..,45,15,55,0,55,..,9,0,9,0,9,..,16,3,19,0,19,..,54,14,66,3,67
21003,3,98,..,3643,347,3990,36,4029,..,2180,679,2854,19,2876,..,92,7,96,3,101,..,9,7,14,0,13,..,61,14,75,0,75,..,63,11,77,0,77,..,177,13,191,0,194,..,109,19,124,0,128,..,125,22,141,0,144,..,97,8,106,0,103,..,63,5,67,0,67,..,38,0,38,0,38,..,71,15,82,0,84,..,167,3,168,3,173,..,98,7,105,0,112,..,193,6,204,0,200,..,73,4,77,0,74,..,535,22,555,9,560,..,341,39,379,6,378,..,122,15,139,0,139,..,102,20,119,0,119,..,827,241,1069,9,1078,..,329,119,452,4,453,..,1263,259,1521,39,1558,..,14492,2778,17273,165,17440,..,272,49,320,2028,2353,20883,14764,2825,17591,2197,40679,41371,..,..,..,..,41371,..,37,0,37,0,34,..,4476,721,5196,40,5237,..,9,0,9,0,9,..,355,120,472,4,485,..,970,336,1304,11,1313
21004,0,27,..,585,59,645,10,652,..,218,19,234,0,238,..,26,0,28,0,28,..,6,0,6,0,6,..,22,0,23,0,23,..,39,0,41,0,41,..,30,3,32,0,31,..,6,4,7,0,7,..,38,4,42,0,42,..,26,0,26,0,21,..,20,0,19,4,22,..,16,0,16,0,16,..,26,7,27,0,32,..,90,7,93,0,93,..,21,0,21,0,21,..,129,6,129,0,129,..,24,0,24,0,24,..,261,11,268,0,268,..,92,8,102,0,104,..,12,0,19,0,19,..,62,11,70,4,67,..,35,7,38,0,38,..,67,13,75,6,76,..,347,44,393,5,398,..,2440,265,2705,37,2741,..,56,4,60,864,920,19307,2501,269,2769,898,22966,38084,..,..,..,..,38084,..,59,0,59,0,59,..,195,12,208,5,207,..,5,0,4,0,4,..,73,20,83,0,87,..,177,45,219,0,218
21005,4,226,..,12536,1437,13976,191,14162,..,2125,251,2376,6,2383,..,52,7,60,0,61,..,21,6,26,0,26,..,44,19,64,0,70,..,313,41,357,3,358,..,638,36,671,6,681,..,218,73,287,0,286,..,147,21,164,0,164,..,142,22,164,0,164,..,60,8,67,0,67,..,988,72,1058,17,1074,..,217,52,269,0,270,..,648,14,658,3,666,..,171,17,189,4,194,..,750,30,781,4,787,..,256,22,276,0,278,..,1826,86,1907,16,1926,..,490,99,585,0,585,..,418,40,457,10,467,..,229,60,286,0,290,..,5667,1820,7485,47,7528,..,632,416,1050,10,1054,..,8385,3279,11665,146,11813,..,46256,10742,56998,561,57563,..,1032,406,1439,4981,6419,37563,47292,11146,58438,5542,101540,75872,..,..,..,..,75872,..,36,0,36,0,36,..,17841,4477,22316,171,22489,..,16,3,21,0,21,..,390,150,535,5,539,..,840,275,1122,17,1138
21101,6,230,..,3465,239,3706,26,3727,..,642,79,725,5,728,..,127,7,133,5,142,..,153,81,231,0,231,..,373,116,486,5,491,..,68,3,75,0,75,..,283,12,293,0,295,..,459,94,558,6,560,..,251,40,289,4,293,..,61,5,68,0,68,..,136,22,151,0,151,..,29,0,29,0,29,..,152,24,170,0,170,..,301,11,309,0,309,..,346,27,372,4,377,..,345,6,356,0,357,..,157,3,162,4,164,..,1148,48,1197,9,1203,..,341,50,388,0,395,..,680,44,722,4,728,..,231,28,263,0,269,..,71,11,85,3,83,..,486,194,685,8,691,..,1538,274,1810,60,1875,..,19803,3887,23694,254,23950,..,326,68,398,2317,2716,54525,20131,3954,24086,2576,81180,108188,..,..,..,..,108188,..,186,0,185,0,185,..,1052,102,1153,14,1164,..,10,3,14,0,12,..,4296,1176,5469,44,5512,..,8576,2818,11398,141,11538
21102,0,22,..,197,11,208,0,208,..,245,13,256,0,259,..,16,4,18,0,18,..,3,0,3,0,3,..,35,13,43,0,44,..,18,0,22,0,22,..,8,0,12,0,12,..,136,21,160,0,160,..,18,0,18,0,18,..,3,6,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,14,4,10,0,10,..,11,0,11,0,11,..,25,0,26,0,26,..,22,0,22,0,22,..,11,0,11,0,11,..,71,0,71,0,71,..,28,0,28,0,33,..,14,0,14,0,14,..,12,4,14,0,14,..,18,0,21,0,21,..,37,9,45,0,45,..,165,13,182,9,193,..,2530,472,3001,24,3028,..,37,3,42,379,417,10011,2565,477,3044,402,13457,19875,..,..,..,..,19875,..,75,0,75,0,75,..,245,19,265,0,266,..,4,0,4,0,4,..,789,236,1026,0,1027,..,1028,363,1393,9,1401
21103,0,99,..,1275,95,1365,15,1376,..,314,43,352,6,350,..,83,5,88,0,89,..,65,34,103,0,107,..,175,58,237,5,234,..,37,4,41,0,41,..,143,9,155,4,160,..,344,70,412,3,416,..,98,15,110,0,115,..,43,0,43,0,42,..,83,9,91,0,91,..,6,0,6,0,6,..,56,16,69,0,69,..,121,9,123,0,123,..,136,8,147,0,148,..,159,0,159,3,163,..,44,4,51,0,51,..,458,24,478,4,487,..,260,25,290,5,294,..,118,8,124,0,129,..,165,21,189,0,189,..,32,6,40,0,40,..,221,70,292,5,295,..,1564,711,2276,48,2323,..,9499,2345,11843,142,11983,..,231,57,295,1688,1978,45155,9732,2403,12137,1823,59114,88179,..,..,..,..,88179,..,199,0,204,0,204,..,384,55,434,4,439,..,9,0,9,0,9,..,1481,387,1867,18,1888,..,3972,1387,5360,50,5408
21104,0,87,..,1480,90,1573,15,1584,..,313,56,369,0,369,..,116,15,128,0,131,..,58,33,91,0,95,..,197,47,249,0,250,..,20,6,21,0,21,..,81,3,89,0,89,..,235,39,275,0,275,..,90,6,92,0,92,..,15,0,15,0,15,..,59,10,70,0,69,..,0,0,0,0,0,..,55,9,70,0,70,..,83,0,83,0,82,..,131,14,141,0,141,..,132,0,132,4,138,..,47,4,51,0,51,..,388,21,413,0,418,..,155,25,174,3,181,..,163,11,174,0,179,..,99,18,116,0,116,..,33,4,42,0,42,..,321,133,455,0,460,..,555,122,675,23,704,..,10133,2433,12564,142,12709,..,126,22,149,993,1144,18652,10261,2450,12709,1141,32502,36674,..,..,..,..,36674,..,47,0,50,0,50,..,208,7,214,0,216,..,6,5,11,0,11,..,2703,793,3497,32,3523,..,6175,2081,8254,108,8360
21105,0,40,..,506,39,546,4,551,..,481,82,563,10,571,..,103,12,114,0,114,..,44,9,52,0,52,..,47,7,60,0,57,..,27,3,31,0,33,..,74,10,90,0,90,..,135,12,149,4,155,..,147,8,160,0,165,..,29,0,35,0,36,..,75,5,88,0,85,..,15,0,19,0,19,..,37,0,41,0,41,..,95,3,101,0,101,..,64,0,64,0,64,..,131,0,131,0,134,..,37,0,37,0,37,..,327,3,330,0,332,..,175,17,189,0,189,..,43,0,44,5,44,..,138,25,159,0,159,..,15,0,17,0,17,..,97,12,110,9,115,..,1350,398,1750,30,1780,..,5521,899,6415,70,6490,..,248,35,289,2468,2753,69250,5769,938,6705,2540,78492,137129,..,..,..,..,137129,..,184,4,184,0,186,..,181,19,200,0,204,..,17,3,18,0,18,..,336,51,392,10,392,..,906,300,1208,11,1220
21201,0,101,..,3603,374,3977,41,4016,..,211,28,240,3,240,..,55,8,64,0,64,..,78,28,104,0,104,..,45,14,65,0,65,..,22,4,26,0,26,..,167,5,174,0,177,..,63,11,74,0,74,..,67,13,80,0,79,..,43,3,53,0,53,..,65,16,86,0,86,..,92,7,100,5,105,..,78,12,88,0,88,..,202,3,210,0,209,..,78,10,94,0,97,..,261,6,266,0,270,..,74,5,82,0,82,..,621,33,651,7,653,..,346,31,373,4,380,..,288,39,331,0,328,..,121,19,139,0,141,..,39,6,52,0,52,..,108,36,146,0,146,..,1750,330,2086,49,2135,..,9258,1281,10540,120,10658,..,248,45,294,2762,3053,46276,9504,1327,10827,2880,59981,91260,..,..,..,..,91260,..,130,3,137,0,137,..,700,65,764,6,771,..,11,0,9,0,9,..,168,43,209,0,209,..,641,293,939,11,951
21202,0,195,..,5119,401,5524,32,5560,..,556,80,632,5,639,..,76,0,77,0,77,..,221,108,327,4,334,..,189,62,255,0,257,..,98,12,115,0,115,..,580,35,620,6,622,..,433,126,554,0,552,..,389,95,478,4,489,..,94,8,98,0,98,..,180,38,219,0,219,..,317,29,340,5,351,..,724,183,910,9,915,..,364,13,377,0,374,..,234,26,263,0,264,..,348,6,356,0,356,..,181,16,199,4,201,..,1127,63,1195,8,1199,..,656,119,776,3,780,..,922,100,1020,11,1029,..,125,30,154,4,156,..,273,97,362,0,362,..,485,191,674,3,678,..,4934,1442,6378,80,6454,..,22578,4581,27164,239,27401,..,532,147,681,2940,3617,37979,23114,4728,27838,3175,68997,75891,..,..,..,..,75891,..,215,3,214,0,214,..,2180,273,2454,22,2475,..,8,0,14,0,14,..,909,251,1162,7,1170,..,3186,1436,4618,63,4680
21203,4,486,..,14943,1523,16461,209,16674,..,475,58,531,6,533,..,73,10,79,0,81,..,778,470,1249,7,1261,..,165,62,222,0,222,..,75,10,91,0,91,..,1943,153,2097,18,2120,..,419,139,554,4,563,..,230,46,273,0,275,..,121,13,134,0,134,..,187,33,216,0,216,..,1137,94,1234,13,1248,..,410,97,506,0,518,..,1053,45,1093,8,1110,..,271,36,306,4,308,..,1298,45,1342,8,1354,..,369,26,391,0,389,..,2988,149,3136,22,3162,..,828,151,980,8,984,..,1705,174,1881,34,1911,..,251,69,316,4,318,..,425,88,506,8,510,..,637,290,927,3,930,..,9119,2830,11947,165,12112,..,41391,7499,48887,535,49417,..,973,305,1282,4601,5882,58898,42362,7805,50168,5136,114202,117910,..,..,..,..,117910,..,264,0,269,0,271,..,2416,276,2695,14,2709,..,15,0,19,0,19,..,697,245,937,7,945,..,2232,1009,3245,19,3267
21204,0,247,..,7621,662,8287,75,8359,..,1074,278,1353,10,1357,..,159,32,189,3,190,..,3124,2339,5455,37,5498,..,299,120,420,5,423,..,137,40,177,0,177,..,613,34,643,14,655,..,263,100,366,4,364,..,313,96,404,3,408,..,102,13,118,0,116,..,371,88,464,5,464,..,254,17,270,0,276,..,762,325,1088,5,1094,..,609,14,619,3,623,..,377,90,470,9,480,..,809,24,836,0,836,..,746,259,1000,8,1012,..,2533,388,2922,23,2948,..,663,175,843,9,854,..,1267,183,1451,17,1464,..,329,173,505,4,504,..,599,209,808,6,812,..,6219,4246,10460,58,10522,..,6699,2361,9061,109,9171,..,43347,16091,59443,477,59921,..,872,431,1307,4135,5448,30200,44225,16524,60748,4621,95568,63031,..,..,..,..,63031,..,98,0,97,0,97,..,2578,466,3044,14,3060,..,10,0,10,0,10,..,3364,1834,5196,33,5225,..,5479,2936,8408,73,8482
21205,0,552,..,7156,362,7514,42,7558,..,1328,292,1618,14,1635,..,434,50,484,7,493,..,177,50,230,0,227,..,840,267,1109,0,1107,..,70,10,89,0,89,..,419,7,424,5,431,..,431,56,486,4,491,..,304,44,347,0,347,..,113,7,116,0,120,..,387,85,476,0,475,..,27,3,34,0,34,..,201,33,231,4,232,..,316,4,319,0,323,..,786,52,835,9,847,..,352,7,363,0,359,..,209,13,227,0,220,..,1662,84,1739,15,1752,..,525,43,574,4,574,..,1455,84,1543,5,1547,..,290,52,343,0,343,..,113,23,139,3,140,..,1470,375,1843,17,1855,..,2503,301,2810,53,2859,..,40283,8383,48667,357,49023,..,365,99,468,3205,3665,38959,40650,8478,49129,3561,91650,79264,..,..,..,..,79264,..,136,0,129,0,129,..,1276,84,1354,8,1368,..,10,0,10,0,10,..,6826,1718,8544,59,8602,..,21188,7133,28325,218,28542
21301,0,100,..,4240,434,4672,39,4709,..,1447,274,1722,12,1734,..,93,10,105,0,107,..,49,8,59,0,59,..,65,8,75,0,74,..,1461,593,2048,19,2070,..,192,15,215,0,212,..,95,46,139,0,142,..,488,105,585,3,594,..,104,33,143,0,143,..,98,23,117,0,117,..,635,56,693,7,704,..,571,174,745,3,755,..,1073,42,1111,10,1119,..,133,29,164,0,166,..,1538,64,1602,6,1610,..,200,28,223,0,223,..,2949,153,3102,17,3118,..,1046,253,1296,11,1311,..,335,72,400,0,402,..,232,63,300,0,301,..,808,277,1084,0,1085,..,11225,7742,18966,152,19113,..,6834,1933,8766,100,8870,..,40465,14900,55359,420,55779,..,609,243,855,5018,5867,31142,41076,15141,56213,5433,92785,64574,..,..,..,..,64574,..,38,0,38,0,38,..,3479,671,4157,13,4170,..,23,0,23,0,23,..,2665,1272,3942,15,3954,..,1743,895,2643,20,2667
21302,0,59,..,723,53,781,0,784,..,839,179,1020,9,1024,..,107,11,111,0,111,..,54,24,74,0,74,..,40,6,51,0,51,..,423,107,528,0,528,..,43,3,50,0,50,..,77,12,87,0,92,..,174,29,210,0,212,..,137,17,152,5,157,..,86,12,94,0,97,..,27,0,27,0,27,..,245,55,300,5,304,..,189,7,196,0,203,..,128,9,139,6,144,..,230,3,235,0,235,..,58,3,64,0,64,..,604,25,637,12,643,..,381,41,422,0,425,..,80,5,87,0,91,..,124,29,152,0,155,..,49,11,59,0,59,..,671,290,960,17,976,..,1501,224,1726,34,1763,..,10062,1901,11965,106,12071,..,161,28,186,1674,1857,30479,10225,1930,12156,1776,44406,60379,..,..,..,..,60379,..,92,0,92,3,97,..,2298,357,2657,15,2672,..,14,0,14,0,14,..,603,194,797,4,799,..,811,249,1062,20,1080
21303,0,52,..,1101,101,1200,21,1219,..,520,134,657,3,665,..,146,14,153,5,155,..,22,6,29,0,29,..,86,17,101,5,106,..,264,99,360,3,362,..,28,0,30,0,30,..,65,10,73,0,73,..,125,29,152,0,152,..,109,11,118,0,119,..,49,6,54,0,55,..,29,0,29,0,29,..,180,49,227,0,229,..,188,7,200,0,200,..,145,13,158,3,162,..,320,12,331,4,334,..,67,3,69,0,72,..,722,33,762,6,764,..,606,109,717,9,720,..,65,10,78,0,80,..,150,18,172,0,172,..,138,43,182,5,184,..,3520,1788,5304,34,5347,..,1487,285,1771,31,1801,..,12577,3856,16433,155,16587,..,180,44,221,1876,2098,23808,12757,3901,16659,2028,42498,48241,..,..,..,..,48241,..,32,0,32,0,32,..,632,94,726,7,731,..,29,3,38,0,38,..,1665,744,2413,14,2425,..,1437,584,2020,29,2044
21304,4,244,..,9047,1012,10052,122,10177,..,840,69,912,3,916,..,74,5,82,0,82,..,36,15,46,0,46,..,111,27,139,0,139,..,1211,150,1360,10,1372,..,357,30,386,4,389,..,128,25,154,4,153,..,218,33,249,0,249,..,155,21,169,0,173,..,74,4,78,0,78,..,712,44,760,12,769,..,506,78,590,0,594,..,1168,33,1206,12,1210,..,180,17,193,0,193,..,1571,38,1615,11,1628,..,235,19,259,0,256,..,3165,106,3270,20,3293,..,1005,134,1140,5,1144,..,578,68,651,5,653,..,218,35,251,0,249,..,560,90,651,0,649,..,1680,759,2436,12,2452,..,6028,1157,7191,108,7293,..,31207,4645,35853,360,36212,..,614,158,767,4849,5620,57873,31824,4804,36624,5205,99709,114796,..,..,..,..,114796,..,116,0,120,0,121,..,3270,376,3650,30,3679,..,28,0,32,0,30,..,646,201,844,8,853,..,1040,342,1387,17,1400
21305,16,1065,..,26059,2374,28432,361,28797,..,1105,187,1294,7,1301,..,216,27,239,3,241,..,101,39,140,0,142,..,405,130,534,4,541,..,570,79,648,5,660,..,1131,77,1208,13,1225,..,330,50,378,6,383,..,275,36,312,0,312,..,245,31,269,4,277,..,272,42,315,0,315,..,956,58,1005,12,1020,..,417,68,489,5,492,..,1606,34,1643,15,1658,..,955,105,1063,24,1081,..,2060,56,2118,7,2131,..,558,34,590,10,601,..,5180,236,5414,60,5469,..,1025,153,1171,8,1181,..,1948,136,2090,20,2114,..,389,105,500,7,505,..,199,26,220,0,223,..,1284,496,1780,9,1795,..,11889,2483,14364,267,14631,..,63241,9345,72580,898,73478,..,1012,263,1268,7251,8521,64789,64247,9600,73848,8148,146783,130559,..,..,..,..,130559,..,486,12,500,5,504,..,4953,678,5632,55,5684,..,35,4,39,0,39,..,2076,573,2649,23,2675,..,7484,2933,10419,120,10540
21401,0,41,..,604,57,664,13,671,..,333,26,361,0,365,..,74,5,80,0,80,..,61,23,86,0,86,..,58,20,76,0,76,..,24,3,30,0,34,..,280,7,291,4,293,..,55,9,62,0,58,..,167,26,191,4,195,..,68,11,84,0,84,..,312,79,386,0,388,..,94,3,98,0,98,..,139,14,151,0,148,..,254,9,260,4,265,..,96,0,99,0,99,..,313,12,328,0,329,..,81,3,91,0,91,..,747,30,775,3,783,..,334,35,368,3,371,..,148,15,165,3,171,..,208,42,252,0,250,..,75,14,88,0,87,..,164,36,200,0,200,..,1204,191,1396,20,1420,..,7325,1098,8423,84,8505,..,233,23,255,3263,3523,59216,7556,1126,8680,3348,71240,116411,..,..,..,..,116411,..,255,5,254,5,255,..,491,54,545,4,552,..,12,0,8,0,8,..,319,78,399,3,394,..,942,419,1365,11,1371
21402,0,9,..,134,3,142,0,142,..,680,57,743,8,746,..,83,4,82,0,82,..,21,4,17,0,17,..,24,0,21,0,21,..,51,0,54,0,54,..,32,3,36,0,36,..,26,0,30,0,30,..,107,5,115,0,115,..,34,0,42,0,41,..,85,4,91,0,95,..,3,0,3,0,3,..,53,5,57,0,57,..,85,5,88,3,89,..,55,0,56,0,56,..,129,6,133,0,133,..,22,0,22,0,22,..,290,6,301,3,300,..,230,11,243,0,243,..,14,0,14,0,14,..,142,19,163,0,164,..,29,5,37,0,37,..,65,14,78,0,78,..,634,75,710,20,724,..,4367,458,4824,58,4884,..,228,14,246,4432,4683,77708,4594,473,5071,4489,87267,150667,..,..,..,..,150667,..,132,3,133,0,132,..,174,16,190,0,194,..,19,4,24,0,24,..,142,30,168,7,177,..,359,113,475,4,476
21501,0,8,..,212,15,230,3,235,..,52,3,49,0,49,..,13,0,18,0,18,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,67,8,71,0,76,..,4,0,4,0,4,..,11,0,11,0,11,..,8,0,8,0,8,..,4,0,4,0,6,..,19,0,17,0,17,..,0,0,3,0,3,..,70,4,73,0,74,..,15,0,15,0,15,..,97,6,100,0,100,..,24,3,29,0,29,..,210,10,221,0,221,..,47,0,45,0,45,..,13,0,12,0,12,..,23,0,26,0,25,..,8,4,7,0,12,..,28,6,33,0,40,..,261,98,356,4,363,..,1228,234,1461,25,1484,..,71,8,82,1862,1949,26543,1301,239,1545,1883,29974,52700,..,..,..,..,52700,..,44,0,48,0,48,..,38,3,41,0,43,..,3,0,3,0,3,..,26,5,31,0,35,..,150,114,261,0,263
