SA3_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
20101,0,0,0,21,45,62,127,177,44,30,37,69,16,0,15,638,8,0,0,4,18,7,3,6,0,0,0,0,0,0,0,57,0,4,0,11,13,4,17,5,12,3,5,8,0,0,3,81,0,3,6,17,23,40,92,27,3,7,7,12,13,8,8,273,0,0,3,6,14,20,78,73,14,21,15,8,8,0,0,258,0,0,0,0,0,10,12,13,0,10,3,0,3,0,0,54,0,0,0,3,4,19,48,38,22,8,4,7,3,0,0,161,103,396,793,458,306,174,326,232,23,35,44,36,30,9,104,3079,4,6,10,42,35,37,86,55,0,6,8,8,4,0,13,321,0,0,0,14,19,9,27,44,7,11,13,10,7,0,9,163,37,112,141,158,150,102,382,190,73,49,66,42,26,13,34,1569,254,1196,1291,1087,1033,875,2646,1885,458,444,563,628,286,57,359,13057
20102,0,0,0,6,8,10,9,22,9,0,4,12,0,0,0,73,0,0,3,8,8,3,0,0,0,0,0,0,0,0,0,27,0,3,3,0,5,0,5,0,0,0,0,0,0,0,0,23,0,0,0,19,13,9,24,10,0,0,0,0,0,0,0,81,0,0,0,4,0,5,7,3,4,3,0,3,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,12,3,0,0,0,0,0,0,0,29,34,167,436,258,164,89,178,67,3,8,15,5,0,0,59,1484,0,0,3,15,18,19,22,23,0,3,5,11,0,0,4,120,0,0,0,0,0,3,3,4,0,0,6,4,0,0,3,23,14,79,133,102,94,49,62,31,8,8,5,11,3,0,33,621,102,445,770,594,502,332,495,302,56,43,51,61,20,6,154,3937
20103,0,0,0,0,22,4,17,32,16,9,10,22,5,0,6,133,0,0,3,7,4,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,6,0,0,0,0,0,0,0,3,8,0,0,0,4,8,4,10,8,0,0,0,0,0,0,6,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,8,19,30,174,391,197,109,36,60,11,0,0,0,0,0,5,59,1078,0,0,7,10,4,5,13,4,0,0,0,4,0,0,0,50,0,0,0,3,3,0,3,5,0,0,0,0,0,0,0,16,16,33,57,58,38,18,38,10,5,5,0,0,3,0,33,308,67,354,587,404,311,140,235,114,27,24,28,46,16,0,161,2509
20201,0,0,3,12,49,55,118,147,40,50,56,64,16,5,13,638,0,7,3,0,8,3,0,0,0,0,0,0,0,0,3,30,0,0,0,5,4,6,7,10,0,0,4,0,0,0,0,45,0,0,0,17,16,36,82,49,0,9,15,5,14,0,8,255,0,0,3,11,13,23,68,60,9,20,15,26,8,5,0,263,0,0,0,0,4,0,11,21,3,3,3,12,3,0,0,62,0,0,0,0,10,6,251,215,67,57,81,37,8,3,5,749,67,262,538,315,190,125,235,93,30,13,20,16,13,4,72,1995,0,0,11,23,15,18,52,26,3,4,6,5,3,0,4,169,0,0,0,9,6,18,21,40,12,13,6,3,0,4,3,131,37,63,77,86,69,63,555,317,105,107,125,86,25,10,42,1767,173,598,870,736,653,615,2406,1722,506,481,567,468,191,52,273,10319
20202,0,0,0,8,16,11,22,41,5,6,12,6,4,4,0,140,8,0,0,6,17,4,0,0,0,0,0,0,0,0,0,42,0,0,8,7,3,3,0,0,0,0,0,0,3,0,0,20,0,3,7,10,28,43,45,15,3,3,3,4,0,0,0,162,0,3,14,8,11,5,5,3,0,0,0,0,0,0,3,56,0,0,0,0,0,0,6,13,4,5,13,24,4,0,3,75,0,0,0,3,4,3,8,16,0,3,0,3,4,0,4,52,51,299,598,408,281,189,365,143,18,24,11,23,10,6,128,2539,0,0,16,51,23,22,52,24,0,5,0,9,0,3,12,221,0,0,0,3,7,3,12,0,0,0,0,0,0,0,52,79,30,90,123,118,96,65,133,64,16,12,13,18,5,3,84,867,159,680,1026,879,740,596,976,468,75,96,80,119,41,18,462,6414
20203,0,0,0,0,3,0,29,39,6,7,6,10,0,5,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,5,0,0,0,0,0,0,24,7,47,108,65,28,15,19,9,0,0,5,0,0,0,11,312,0,0,0,3,7,6,3,8,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,24,17,13,8,15,6,0,0,0,0,0,0,3,111,23,124,180,120,83,42,120,89,18,15,14,25,3,17,35,908
20301,0,0,0,0,5,3,10,9,0,0,0,3,0,0,4,33,0,0,4,0,8,3,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,12,0,0,3,8,3,6,15,3,0,0,0,0,0,0,0,42,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,3,0,5,0,5,0,0,0,24,24,90,248,131,117,54,146,60,8,0,5,4,0,0,37,931,0,0,0,3,11,9,12,3,0,0,0,0,0,0,0,47,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,12,4,34,58,48,28,32,25,21,0,8,0,3,0,3,9,287,52,243,390,274,263,181,325,169,21,15,25,25,8,5,96,2091
20302,0,5,3,39,217,186,502,283,91,81,160,183,36,0,46,1839,37,41,54,31,107,48,13,13,6,0,0,7,0,0,18,359,0,0,14,32,36,25,101,23,0,5,7,10,11,0,5,276,0,6,27,61,76,85,215,84,19,21,19,31,15,10,10,686,0,7,17,12,41,25,135,227,29,57,64,81,47,6,16,770,0,0,0,0,6,9,15,28,7,11,11,6,0,0,0,90,0,0,3,9,27,41,247,191,55,40,54,47,15,5,26,755,219,947,2174,1050,739,407,1029,553,87,80,63,82,35,5,266,7747,0,3,24,53,58,72,160,108,24,25,7,34,15,9,8,596,0,0,0,54,125,68,94,86,23,42,34,30,20,3,60,644,142,508,797,615,467,591,1155,816,231,207,217,222,85,27,269,6356,770,3537,5089,3005,2937,2686,6889,5718,1434,1494,1662,2099,818,156,1294,39591
20303,0,0,0,14,36,24,43,49,15,8,9,15,7,3,10,229,11,7,5,7,26,4,9,6,0,7,0,0,0,0,0,83,0,7,4,15,12,4,10,10,5,0,0,4,0,5,10,71,0,5,10,44,75,58,137,79,5,6,12,8,8,0,3,450,0,9,10,8,7,7,19,6,0,0,6,4,4,0,5,76,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,19,0,0,0,5,3,12,33,16,8,6,9,10,5,0,4,104,162,526,1107,600,471,268,730,402,74,49,57,54,20,15,197,4729,4,7,24,57,46,33,88,69,7,15,9,15,3,7,15,394,0,0,0,6,11,4,9,16,3,0,0,0,4,0,0,66,54,210,255,178,138,118,270,233,36,45,27,46,15,7,47,1682,377,1471,1980,1339,1231,903,2112,1422,268,226,240,308,126,49,417,12479
20401,0,0,0,8,31,25,35,74,19,8,7,28,8,0,20,252,6,3,11,0,11,3,5,0,0,0,0,0,0,0,0,35,0,0,4,11,0,0,0,10,0,0,0,0,0,0,0,34,0,6,4,19,20,10,48,22,11,3,5,0,0,3,8,149,0,0,13,4,3,6,8,15,8,5,0,3,0,0,0,68,0,0,0,0,0,6,0,0,0,3,7,8,4,0,3,37,0,0,0,0,6,11,29,20,6,0,10,8,9,0,8,110,81,327,685,311,194,98,176,84,15,10,18,18,12,0,117,2168,0,0,6,28,16,12,27,16,0,0,3,7,6,4,3,136,0,0,0,3,3,3,11,8,0,0,6,6,8,0,5,53,33,110,128,134,88,70,108,62,22,8,21,18,7,11,37,854,228,814,1197,759,634,458,850,572,132,107,146,270,91,38,304,6604
