SA3_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
20402,0,0,0,10,41,19,25,40,20,7,13,30,16,3,16,237,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6,0,0,0,7,0,0,0,0,3,0,0,17,0,3,5,20,6,6,35,12,3,6,0,7,0,0,0,98,0,0,3,3,4,3,17,8,10,10,3,3,0,0,0,63,0,0,0,0,0,4,7,9,3,0,0,0,0,0,0,16,0,0,0,0,0,4,15,25,3,4,11,3,4,0,7,71,51,189,394,179,108,62,106,51,5,7,10,10,14,5,46,1237,0,0,7,23,8,11,16,16,0,0,3,4,0,0,3,91,0,0,0,0,0,3,4,7,5,0,4,0,0,0,6,30,26,57,86,51,57,31,68,42,9,8,18,32,9,5,16,507,161,664,710,446,332,259,545,380,122,116,151,174,78,21,159,4323
20403,0,0,3,7,52,35,69,124,47,25,25,25,8,17,5,445,13,3,3,4,11,5,0,0,0,0,0,0,0,0,6,49,0,0,0,7,4,0,9,0,0,0,0,0,5,0,0,27,0,0,4,24,13,17,70,15,3,0,11,6,0,0,0,174,0,3,4,0,0,0,22,17,7,8,0,0,0,8,0,75,0,0,0,0,0,4,9,14,0,0,8,11,0,0,0,45,0,0,0,0,5,10,21,19,5,0,7,6,0,0,7,85,90,268,571,362,257,140,274,114,14,17,29,16,13,10,92,2257,0,0,15,26,18,21,33,47,5,0,11,6,5,0,3,198,0,0,0,3,0,0,6,13,0,33,54,67,5,0,14,203,63,149,189,135,102,73,237,172,68,66,134,104,33,12,44,1591,290,1035,1167,866,777,548,1304,928,228,262,368,338,110,64,301,8599
20501,0,0,0,7,39,25,33,49,7,7,11,15,3,0,11,206,3,0,9,7,31,8,3,0,0,0,0,0,0,0,0,60,0,0,0,9,0,10,10,8,0,0,0,0,0,0,0,36,0,0,7,23,27,25,62,23,5,9,6,7,5,0,9,214,0,0,15,6,10,15,43,31,5,9,4,4,0,0,4,155,0,0,0,0,0,5,3,7,3,6,20,43,13,0,0,106,0,0,0,0,3,7,24,30,3,6,6,7,0,0,0,91,86,329,689,374,251,122,287,107,11,9,8,16,10,4,95,2390,3,4,8,29,12,21,28,15,7,15,6,4,0,0,5,137,0,0,0,0,6,8,13,15,0,0,0,23,11,0,6,86,24,83,141,121,143,73,167,75,13,35,13,47,14,8,25,973,198,869,1140,772,802,529,1102,577,117,151,130,242,84,22,222,6972
20502,0,0,3,5,35,35,44,61,18,35,16,27,7,6,18,310,0,0,0,4,9,0,0,3,0,0,0,0,0,0,0,32,0,0,0,6,4,0,5,4,0,0,0,0,0,0,0,24,0,6,7,18,17,26,40,14,3,0,8,4,3,4,0,153,0,6,9,0,3,0,3,14,3,3,0,0,3,0,0,49,0,0,0,0,0,0,3,7,0,5,3,4,0,0,0,17,0,0,0,0,7,7,11,26,10,4,11,9,4,0,4,86,114,362,729,362,213,78,174,62,6,10,3,12,0,0,102,2213,5,3,9,23,10,9,25,11,6,0,4,0,0,0,0,116,0,0,0,6,5,20,25,20,8,0,4,10,0,0,7,101,25,95,118,87,60,36,66,60,15,13,11,39,14,3,24,671,222,893,1131,707,566,359,626,455,114,116,113,147,49,21,264,5789
20503,0,0,0,7,53,19,45,47,14,9,9,19,10,10,24,271,0,8,5,11,20,8,6,0,0,0,0,0,0,0,0,65,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,17,0,3,19,36,34,32,49,24,9,4,0,0,4,0,0,210,0,6,18,22,13,9,19,15,7,7,3,5,0,0,0,116,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,18,0,0,0,4,9,7,22,39,4,6,6,0,3,4,0,103,158,598,1186,662,458,164,289,107,21,24,7,17,8,0,181,3868,0,6,16,31,34,15,49,41,14,0,4,4,5,0,0,211,0,0,0,12,10,8,19,18,7,0,0,3,8,0,4,79,36,131,197,157,126,95,143,76,22,22,22,18,9,10,45,1111,307,1496,1936,1337,1217,647,1096,661,143,129,118,133,81,31,412,9734
20504,0,0,0,9,115,72,111,106,27,30,31,75,15,7,26,624,12,5,7,4,41,8,4,0,0,0,0,0,0,0,0,87,0,0,0,6,4,4,12,3,0,0,0,0,0,0,0,25,0,0,0,14,22,23,66,20,9,4,0,0,0,4,3,166,0,5,10,5,9,13,39,39,13,6,13,7,3,0,3,158,0,0,0,4,0,0,4,3,0,0,12,0,0,0,0,24,0,0,0,0,10,7,40,49,5,3,13,9,3,0,3,141,185,620,747,368,283,61,156,74,8,7,13,11,0,9,129,2673,0,0,10,20,9,17,48,19,3,4,7,9,4,4,0,151,0,0,0,9,8,17,22,17,8,7,0,5,3,3,10,102,56,248,254,196,137,100,277,170,26,14,23,30,27,20,56,1634,425,1743,1538,965,983,561,1328,847,183,165,221,303,125,54,405,9853
20505,0,0,0,6,28,23,23,78,28,14,23,25,20,8,8,290,10,0,0,3,5,4,0,0,0,0,0,0,0,0,3,36,0,0,0,8,4,0,8,9,0,0,0,0,0,0,0,24,0,5,7,10,11,4,46,4,7,0,15,0,12,0,5,135,0,5,8,0,3,6,18,24,5,0,0,6,0,0,3,77,0,0,0,0,0,0,4,13,0,0,3,3,0,0,7,33,0,0,0,0,4,0,17,18,7,7,3,9,0,0,5,74,59,238,510,231,139,80,145,63,10,15,17,5,9,0,80,1594,0,0,11,18,11,16,22,17,0,4,7,7,0,0,3,108,0,0,0,4,19,6,16,13,4,4,0,3,4,0,69,152,23,44,81,77,68,54,69,43,6,9,15,18,12,3,65,581,166,601,799,552,441,345,668,479,95,97,139,141,84,19,409,5039
20601,0,0,6,19,99,57,90,84,28,33,47,63,10,3,10,549,3,7,12,4,48,17,24,12,0,0,4,6,0,0,3,143,0,0,3,12,28,49,77,39,14,14,13,10,8,6,5,269,0,0,5,23,41,53,95,30,9,5,8,5,6,0,0,280,0,0,8,26,53,39,63,22,13,9,11,9,13,3,4,283,0,0,0,0,21,16,32,33,8,12,11,9,8,0,0,142,0,0,0,7,13,30,74,42,8,15,8,10,0,0,5,222,22,101,266,228,327,362,712,473,105,117,111,105,47,20,61,3068,0,0,19,41,81,96,169,163,37,54,31,71,33,7,9,824,0,0,0,88,182,79,65,48,27,12,22,26,9,0,19,581,30,152,397,565,514,489,646,625,204,228,227,300,71,20,63,4535,176,1835,3650,2363,2514,2518,4246,3339,939,1104,1227,1327,432,132,495,26303
20602,0,0,0,15,32,23,35,29,3,3,10,10,0,0,3,166,5,9,6,9,28,11,9,4,4,4,0,0,0,0,4,89,0,0,0,13,13,28,37,16,16,9,6,4,4,5,0,129,0,0,3,9,45,33,51,18,4,11,5,3,0,0,0,188,0,0,8,12,36,23,19,11,12,12,16,8,0,0,3,161,0,0,0,0,3,8,14,15,0,7,0,5,0,0,0,52,0,0,0,0,13,15,34,30,9,4,5,4,4,0,9,122,16,73,201,234,258,243,460,320,61,64,77,51,21,11,32,2130,0,0,12,40,39,71,103,88,23,22,29,15,10,4,6,481,0,0,0,94,149,72,47,21,8,3,6,10,3,0,9,426,23,73,149,220,214,221,298,257,74,72,72,65,34,8,58,1837,124,985,2228,1345,1447,1364,2134,1504,359,352,416,360,134,51,455,13260
20603,0,0,3,29,70,39,76,78,29,24,45,60,14,6,4,480,10,8,27,3,47,11,15,18,0,0,6,0,0,0,0,148,0,0,4,16,21,24,45,40,4,10,12,17,10,4,0,202,0,0,3,8,27,25,49,18,4,0,18,15,5,0,3,178,0,5,16,26,51,48,59,40,13,25,30,20,4,0,4,336,0,0,0,7,8,10,28,23,0,0,0,3,0,0,0,80,0,0,0,7,10,24,55,38,12,12,15,15,4,0,9,198,40,134,297,203,188,157,305,216,37,38,30,32,27,0,24,1728,0,4,8,22,30,35,64,54,18,18,30,17,25,0,9,341,0,0,0,171,424,211,127,127,30,23,32,37,13,4,29,1228,48,152,309,334,389,589,817,590,174,216,222,248,76,13,87,4258,200,1281,1996,1397,2021,1975,3220,2555,749,816,1004,1000,344,93,372,19021
20604,0,0,7,32,179,174,367,314,122,143,237,487,168,47,35,2315,18,19,21,12,60,21,21,28,10,15,26,15,7,5,3,268,0,0,11,25,65,126,437,284,119,80,82,101,62,14,19,1426,0,4,16,46,56,87,179,89,20,26,33,59,22,8,3,637,0,5,14,33,89,72,161,128,81,78,80,120,70,16,4,949,0,0,0,4,53,101,206,324,111,135,206,141,65,10,22,1371,0,0,0,9,49,100,380,352,234,229,251,396,133,18,33,2181,45,175,404,323,353,396,864,519,127,207,191,277,137,66,66,4152,3,4,21,52,74,132,286,254,56,93,108,119,112,45,19,1380,0,0,4,258,384,241,351,451,204,266,234,262,127,16,82,2891,53,123,245,343,583,1108,1806,1673,777,1074,1411,2350,993,119,180,12818,215,734,1290,1769,3556,5331,13444,14300,5923,7451,8836,11583,4997,1259,1242,81925
20605,0,0,3,28,94,81,107,93,39,47,50,64,26,7,9,643,22,52,35,39,174,50,40,28,20,16,13,5,0,0,17,514,0,8,8,18,49,55,113,41,11,7,14,7,12,10,6,362,0,7,21,69,146,143,190,93,24,35,30,36,4,7,7,821,0,4,15,30,39,42,48,38,18,11,5,10,0,0,4,275,0,0,0,0,26,37,24,48,13,4,11,9,0,0,0,179,0,0,5,6,21,39,87,81,20,17,22,33,6,3,4,341,60,238,579,543,505,514,1232,962,251,275,288,368,133,40,88,6081,6,6,35,94,87,139,245,211,48,75,86,100,39,20,22,1207,0,0,0,58,99,56,66,82,16,10,17,18,25,0,7,461,104,200,314,583,645,1023,1224,1210,429,489,547,663,270,49,157,7910,276,1062,2232,2256,3036,3505,6276,5460,1572,1781,2013,2510,887,263,620,33739
20606,0,0,0,19,42,41,74,59,24,19,37,48,14,6,6,384,59,37,31,15,61,31,14,7,3,7,4,3,0,0,6,279,0,0,20,24,41,44,99,61,10,8,14,15,10,3,4,344,0,4,17,54,118,98,139,58,12,15,21,25,18,0,0,586,3,9,18,41,49,43,49,37,11,9,10,8,3,0,4,299,0,0,0,6,19,20,30,36,15,15,9,4,0,9,0,166,0,0,7,4,24,31,75,54,27,31,16,20,11,0,0,297,57,142,314,277,218,260,503,467,128,174,196,234,82,37,39,3128,7,4,16,53,55,73,115,121,25,40,50,59,41,16,17,701,0,0,0,77,93,47,49,50,11,16,14,23,8,0,9,390,107,174,177,296,340,618,548,544,221,217,234,349,121,37,68,4059,365,768,1404,1364,1920,2300,3442,3297,1017,1171,1260,1581,642,234,326,21076
20607,0,0,0,12,84,70,87,57,28,30,46,40,7,11,12,493,8,8,8,12,47,14,15,19,5,3,0,3,0,0,3,151,0,0,16,15,33,53,79,57,14,12,5,19,3,11,0,309,0,4,17,31,68,96,130,53,24,11,9,12,10,0,4,465,0,3,4,22,56,44,52,32,12,10,20,10,7,0,6,271,0,0,0,3,20,26,42,29,15,6,8,14,9,0,0,167,0,0,6,10,16,41,80,52,11,23,11,17,3,3,5,288,58,171,426,331,432,477,731,632,179,242,262,298,112,49,72,4476,0,0,20,54,82,137,186,191,60,66,93,104,64,29,24,1120,0,0,4,312,701,564,345,177,44,38,42,47,27,19,69,2403,37,117,247,335,478,665,1033,762,249,238,297,320,133,36,92,5051,188,966,1851,1735,3021,3530,4668,3637,1051,1143,1362,1508,621,275,521,26083
