SA3_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
21204,..,1140,646,1788,8,1799,..,9981,5417,15390,110,15503,..,638,178,809,7,822,..,835,36,874,10,880,..,242,13,253,6,259,..,5168,1571,6738,65,6805,..,774,34,805,8,819,..,1128,83,1215,15,1234,..,2863,163,3026,17,3043,..,391,31,422,10,430,..,5588,455,6039,50,6095,..,4010,252,4268,36,4303,..,1710,156,1862,21,1885,..,487,15,506,0,502,..,16957,1190,18142,165,18307,..,2055,477,2529,19,2553,..,301,46,345,7,348,..,6357,3924,10280,59,10338,..,589,243,834,12,842,..,283,68,354,0,354,..,1234,76,1315,15,1328,..,623,212,841,5,850,..,595,164,755,3,763,..,193,31,222,0,220,..,648,160,815,3,819,..,480,46,528,0,532,..,1481,605,2090,12,2101,..,1095,24,1126,12,1139,..,739,185,922,12,937,..,1378,44,1420,8,1433,..,1533,587,2121,22,2151,..,4749,843,5592,55,5650,..,1277,303,1588,20,1608,..,2786
21205,..,1110,282,1390,7,1398,..,29123,9137,38263,280,38545,..,394,65,462,4,464,..,619,23,641,7,649,..,448,9,456,3,465,..,7595,1702,9298,61,9354,..,1007,37,1044,0,1039,..,1507,77,1584,9,1596,..,3912,126,4039,14,4056,..,532,23,552,0,554,..,1710,105,1811,14,1821,..,5283,209,5493,35,5524,..,922,37,958,8,970,..,1096,18,1119,3,1127,..,15967,636,16599,83,16684,..,2476,475,2952,33,2981,..,788,103,892,10,900,..,321,81,402,4,406,..,1633,502,2130,14,2149,..,154,23,181,0,181,..,924,22,939,11,949,..,890,97,991,3,996,..,565,54,618,3,620,..,190,15,211,7,216,..,712,131,846,4,847,..,52,5,58,0,56,..,399,55,452,4,454,..,525,12,534,0,536,..,1470,92,1564,18,1586,..,594,10,604,10,612,..,417,29,449,9,453,..,3012,146,3154,32,3184,..,979,82,1059,6,1069,..,2999
21301,..,849,431,1277,3,1285,..,5257,2600,7861,46,7908,..,2187,522,2712,16,2727,..,214,17,232,0,235,..,237,12,248,3,250,..,3465,840,4297,20,4322,..,444,41,480,5,480,..,174,5,178,4,182,..,1593,105,1702,17,1713,..,1057,52,1110,3,1112,..,3973,355,4327,39,4366,..,854,49,903,3,907,..,1547,145,1693,24,1715,..,187,13,194,0,194,..,9829,756,10576,89,10671,..,2725,464,3189,16,3203,..,148,16,163,3,163,..,78,17,92,0,92,..,107,21,130,0,132,..,3071,1046,4110,34,4148,..,409,32,440,4,449,..,264,97,367,0,365,..,862,171,1032,4,1041,..,211,63,277,0,277,..,166,26,193,0,194,..,1217,151,1362,16,1378,..,1084,338,1426,10,1429,..,1914,63,1980,21,1995,..,254,42,295,5,297,..,2795,99,2893,15,2911,..,394,36,433,0,433,..,5360,239,5598,35,5634,..,2043,429,2472,24,2495,..,816
21302,..,83,19,101,0,101,..,1497,459,1961,23,1986,..,627,108,735,3,734,..,291,12,303,6,305,..,335,6,342,6,345,..,1825,405,2227,5,2233,..,84,8,88,0,90,..,107,8,110,0,110,..,563,16,579,9,587,..,90,0,90,0,96,..,345,40,385,7,391,..,84,0,91,0,91,..,167,11,178,4,187,..,107,0,106,0,111,..,1545,89,1636,21,1652,..,1527,275,1803,12,1817,..,167,24,185,0,187,..,102,27,128,0,128,..,74,18,87,0,90,..,807,205,1010,5,1017,..,88,10,98,0,98,..,170,20,194,3,197,..,273,46,320,0,321,..,256,25,278,5,278,..,137,24,163,0,167,..,57,0,61,0,61,..,456,104,569,0,570,..,294,17,312,0,310,..,272,21,293,8,301,..,361,6,376,0,371,..,106,7,111,0,119,..,1038,49,1086,11,1100,..,687,77,766,4,768,..,163
21303,..,253,73,324,5,331,..,3350,1404,4753,43,4793,..,389,86,475,0,478,..,246,11,260,9,261,..,224,4,230,7,233,..,1253,376,1622,3,1626,..,415,40,455,4,462,..,270,25,288,0,290,..,545,30,580,4,581,..,505,18,523,3,524,..,242,14,263,4,263,..,116,0,116,3,113,..,498,42,540,9,546,..,94,4,97,5,98,..,2687,170,2857,32,2886,..,998,204,1201,7,1211,..,234,21,262,8,266,..,31,10,44,0,44,..,161,45,200,5,207,..,534,170,701,9,704,..,71,3,73,0,73,..,139,25,163,0,162,..,217,33,252,0,247,..,226,21,249,0,253,..,86,3,85,4,92,..,51,0,51,0,51,..,309,88,403,4,406,..,314,11,327,5,330,..,265,23,287,6,297,..,555,21,573,4,582,..,117,7,124,0,129,..,1249,64,1311,17,1328,..,1277,193,1468,13,1482,..,196
21304,..,532,143,675,5,680,..,2220,683,2904,22,2933,..,1287,159,1443,7,1454,..,224,15,238,6,241,..,187,5,193,0,199,..,1527,153,1679,14,1694,..,920,98,1012,12,1022,..,561,47,603,3,606,..,3339,163,3503,35,3540,..,380,91,471,7,480,..,9718,1070,10790,161,10949,..,1397,92,1489,6,1497,..,2297,198,2492,27,2521,..,465,14,485,7,493,..,19074,1779,20849,257,21102,..,1621,132,1746,14,1764,..,135,8,138,0,138,..,49,19,67,0,67,..,208,38,251,3,252,..,2395,277,2674,17,2692,..,726,43,771,7,780,..,284,42,324,4,325,..,402,55,465,0,464,..,298,44,340,3,349,..,122,9,138,0,138,..,1329,118,1449,18,1468,..,1002,160,1163,11,1174,..,2086,50,2139,19,2153,..,313,23,336,3,343,..,2882,71,2962,17,2975,..,411,35,445,4,447,..,5694,185,5876,47,5925,..,1862,240,2102,13,2122,..,1190
21305,..,369,110,480,3,484,..,9931,3618,13555,148,13698,..,523,56,579,0,582,..,630,40,663,8,674,..,267,11,283,4,288,..,1305,167,1467,11,1477,..,3688,213,3901,40,3943,..,6328,512,6845,77,6918,..,13327,721,14048,138,14188,..,1611,152,1761,31,1786,..,19131,1774,20907,299,21205,..,2255,130,2388,30,2421,..,7780,588,8363,127,8495,..,2000,101,2105,29,2131,..,56117,4196,60314,775,61089,..,2146,300,2445,19,2462,..,353,39,394,4,398,..,189,59,242,0,247,..,759,235,992,8,1000,..,1148,139,1281,10,1295,..,2209,136,2338,21,2362,..,680,111,788,12,803,..,507,69,572,3,579,..,470,55,524,9,532,..,497,70,562,0,565,..,1773,142,1916,26,1944,..,813,138,952,9,954,..,2865,79,2939,31,2973,..,1828,157,1986,34,2023,..,3713,104,3819,25,3845,..,1004,73,1075,16,1094,..,9415,412,9823,113,9936,..,2033,269,2301,26,2326,..,4012
21401,..,48,22,69,0,68,..,1305,516,1823,15,1839,..,242,25,266,0,265,..,345,9,353,8,363,..,420,17,433,10,438,..,1076,146,1224,15,1238,..,45,0,48,0,50,..,68,7,77,0,77,..,407,23,430,6,431,..,84,11,91,0,92,..,318,28,354,11,360,..,234,20,255,7,256,..,75,0,80,0,76,..,62,4,70,0,70,..,1297,97,1393,20,1414,..,655,53,712,4,712,..,126,9,131,0,133,..,108,36,140,0,141,..,93,31,121,0,121,..,57,9,64,0,61,..,522,35,553,7,561,..,121,14,135,0,140,..,303,41,343,4,350,..,127,18,147,0,146,..,571,124,693,5,699,..,179,8,186,0,186,..,251,32,285,0,288,..,397,18,413,8,416,..,151,10,152,0,152,..,467,12,480,4,484,..,128,3,132,0,132,..,1137,42,1183,8,1190,..,587,75,662,6,671,..,307
21402,..,12,4,16,0,16,..,515,153,662,13,677,..,264,24,288,4,291,..,336,16,352,5,355,..,571,9,578,8,588,..,1128,192,1321,27,1353,..,9,0,9,0,9,..,10,0,10,0,13,..,81,4,85,0,85,..,29,0,29,0,27,..,118,0,122,0,125,..,48,0,46,0,46,..,4,0,4,0,4,..,14,0,11,0,11,..,309,14,324,5,325,..,1361,117,1480,15,1493,..,141,9,151,0,151,..,29,3,38,0,38,..,33,0,36,0,36,..,106,6,111,5,120,..,68,3,69,0,69,..,50,4,54,0,59,..,197,14,206,0,206,..,76,0,73,0,80,..,151,8,159,0,161,..,12,4,14,0,14,..,102,16,121,0,121,..,144,0,148,3,146,..,89,0,91,0,90,..,171,10,175,0,175,..,39,0,39,0,39,..,442,12,451,7,455,..,429,20,449,0,453,..,34
21501,..,11,3,19,0,19,..,189,127,313,3,312,..,16,5,15,0,15,..,48,0,53,0,53,..,63,7,72,0,72,..,58,7,58,0,60,..,33,0,32,0,32,..,49,0,48,0,48,..,66,4,65,0,69,..,85,9,88,0,88,..,143,13,152,0,153,..,36,0,34,0,34,..,60,3,63,0,67,..,12,0,12,0,12,..,475,28,500,7,505,..,97,0,98,0,98,..,23,0,20,0,20,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,123,13,141,0,141,..,3,0,3,0,3,..,18,3,27,0,27,..,7,0,9,0,9,..,6,0,6,0,10,..,38,4,38,4,44,..,9,0,9,0,9,..,118,5,122,0,129,..,19,0,23,0,23,..,150,8,151,0,151,..,42,10,50,0,54,..,330,23,349,0,353,..,67,3,70,0,70,..,33
21502,..,11,4,16,0,16,..,528,587,1112,19,1130,..,65,8,71,0,71,..,30,5,35,0,41,..,60,0,62,0,64,..,245,49,288,0,292,..,29,0,27,0,27,..,42,5,41,0,44,..,65,0,66,0,66,..,60,11,69,0,69,..,357,50,406,6,407,..,47,0,48,0,48,..,18,0,17,0,17,..,4,0,4,0,4,..,610,74,682,7,686,..,723,100,821,4,831,..,35,5,38,0,37,..,37,26,63,0,63,..,47,10,55,0,55,..,7,0,7,0,7,..,147,18,164,0,157,..,21,14,32,0,32,..,12,0,9,0,9,..,4,0,4,0,4,..,5,0,5,0,9,..,81,14,94,0,96,..,17,0,19,0,19,..,110,9,114,0,119,..,22,14,35,0,35,..,113,4,123,0,120,..,272,99,368,0,371,..,517,123,638,6,647,..,42,4,43,0,43,..,67
21503,..,13,20,35,0,35,..,234,322,553,3,560,..,6,0,6,0,6,..,30,0,28,0,28,..,27,0,27,0,27,..,59,5,66,0,65,..,8,0,8,0,8,..,5,0,5,0,5,..,25,0,22,4,25,..,50,0,49,0,52,..,201,31,234,0,237,..,34,0,40,0,40,..,33,0,35,0,33,..,4,0,4,0,4,..,354,37,395,8,402,..,278,51,334,3,337,..,5,0,9,0,9,..,42,36,73,0,73,..,9,0,9,0,9,..,3,0,3,0,3,..,86,8,96,3,94,..,7,0,7,0,7,..,0,0,0,0,0,..,10,3,8,0,8,..,10,3,11,0,11,..,17,10,18,0,18,..,3,0,3,0,3,..,93,9,98,3,98,..,56,23,80,3,80,..,112,4,115,0,114,..,291,178,468,9,473,..,555,209,761,14,772,..,28,0,25,0,25,..,24
21601,..,0,0,7,0,7,..,66,46,110,0,111,..,7,0,7,0,7,..,21,0,27,0,27,..,41,6,43,0,43,..,42,3,47,0,49,..,14,5,15,0,15,..,4,0,4,0,4,..,29,0,30,0,28,..,31,3,33,0,33,..,49,5,53,0,53,..,56,8,69,0,63,..,13,0,13,0,13,..,13,0,13,0,13,..,201,19,221,5,225,..,174,27,199,9,206,..,9,0,8,0,8,..,9,0,8,0,8,..,9,3,10,0,10,..,5,3,9,0,9,..,47,3,49,0,50,..,9,0,9,0,9,..,9,0,9,0,8,..,6,0,6,0,6,..,7,0,9,0,9,..,0,0,0,0,0,..,11,4,15,0,15,..,133,3,137,0,142,..,11,3,11,0,11,..,100,9,106,3,109,..,26,4,32,0,31,..,272,20,288,3,293,..,29,0,27,0,27,..,9
21602,..,6,10,12,0,12,..,129,142,271,6,276,..,18,4,23,0,23,..,9,0,9,0,9,..,29,0,33,0,33,..,20,0,20,3,23,..,3,0,3,0,3,..,14,0,14,0,14,..,12,0,12,0,12,..,13,0,13,0,13,..,123,26,152,5,155,..,26,0,23,0,23,..,14,0,14,0,14,..,0,0,0,0,0,..,203,27,231,5,238,..,233,25,262,5,263,..,3,0,3,0,3,..,9,0,12,0,12,..,0,3,7,0,7,..,0,0,0,0,0,..,19,4,21,3,18,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,7,0,7,..,75,0,75,0,75,..,7,0,12,0,12,..,71,0,72,6,72,..,76,23,97,4,99,..,231,24,248,8,254,..,17,0,21,0,21,..,16
21603,..,8,6,16,0,16,..,469,279,741,19,760,..,31,6,33,0,32,..,54,0,53,0,53,..,66,4,67,3,75,..,184,32,218,3,223,..,53,0,55,0,55,..,172,28,197,3,201,..,174,15,193,0,193,..,94,20,113,0,113,..,1296,240,1532,17,1549,..,132,9,135,3,137,..,188,15,206,0,208,..,62,4,59,0,60,..,2169,325,2492,24,2518,..,910,151,1060,18,1075,..,21,4,22,0,22,..,8,11,21,0,21,..,16,3,17,0,17,..,169,22,190,0,190,..,443,31,475,12,489,..,59,37,102,0,102,..,17,0,17,0,17,..,22,0,22,0,20,..,8,0,8,0,8,..,196,18,212,0,212,..,21,6,19,0,19,..,247,12,255,0,259,..,60,11,74,6,82,..,259,3,262,3,272,..,256,119,377,10,380,..,822,144,970,19,987,..,67,14,81,0,81,..,144
21701,..,9,0,7,0,7,..,78,12,85,0,86,..,10,3,17,0,17,..,21,0,21,0,21,..,48,0,45,0,45,..,25,3,31,0,34,..,11,4,15,0,15,..,10,0,10,0,10,..,32,0,27,0,27,..,52,0,52,0,52,..,39,0,40,0,40,..,18,0,22,0,22,..,7,0,7,0,7,..,0,0,0,0,0,..,169,3,177,0,177,..,29,0,29,0,29,..,19,3,22,0,22,..,7,3,6,0,6,..,3,0,3,0,6,..,0,0,0,0,0,..,55,4,61,0,61,..,10,0,10,0,10,..,15,0,15,0,15,..,10,0,10,0,10,..,5,0,5,0,5,..,3,0,3,0,3,..,5,0,8,0,8,..,47,0,49,0,49,..,12,0,13,0,13,..,37,0,42,0,42,..,14,0,14,0,14,..,118,5,117,0,117,..,26,0,26,0,29,..,5
21703,..,7,29,36,0,36,..,196,199,395,0,398,..,8,0,8,0,8,..,35,5,42,0,42,..,53,0,55,0,55,..,49,3,61,0,61,..,13,0,13,0,13,..,0,0,0,0,0,..,20,0,20,0,20,..,40,0,40,0,41,..,40,9,47,0,47,..,33,0,33,0,33,..,4,0,4,0,4,..,6,0,6,0,6,..,150,16,165,0,167,..,61,4,65,0,69,..,28,3,29,0,29,..,0,0,0,0,0,..,15,6,22,0,22,..,5,0,5,0,5,..,41,3,45,0,45,..,8,0,6,0,6,..,10,0,10,0,9,..,7,4,11,0,11,..,16,3,22,4,24,..,33,4,28,0,28,..,5,5,7,0,7,..,75,0,74,0,74,..,29,0,33,0,35,..,60,7,61,0,61,..,39,12,50,0,50,..,196,16,213,0,216,..,55,5,59,0,59,..,11
21704,..,9,6,17,0,17,..,204,170,376,11,388,..,9,0,9,0,9,..,50,0,50,0,50,..,53,0,53,0,53,..,37,0,37,0,37,..,3,0,6,0,6,..,15,0,15,0,15,..,49,0,45,0,45,..,34,0,35,0,35,..,60,5,68,0,68,..,102,0,97,8,107,..,13,0,16,0,16,..,10,0,10,0,10,..,288,10,298,7,307,..,33,0,33,3,37,..,45,4,47,0,50,..,3,3,7,0,7,..,21,7,25,0,25,..,0,0,0,0,0,..,38,0,38,0,38,..,12,0,12,0,12,..,16,0,16,0,16,..,13,0,13,0,13,..,15,0,20,0,22,..,7,5,8,0,8,..,3,0,3,0,3,..,117,0,123,4,129,..,39,0,40,0,40,..,87,0,87,0,86,..,74,10,82,0,86,..,323,14,335,5,342,..,66,0,67,0,70,..,26
29797,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0
29999,..,12,0,12,0,12,..,99,51,148,0,146,..,3,5,7,0,7,..,14,0,19,0,19,..,25,0,27,0,27,..,23,0,27,0,27,..,3,0,3,0,3,..,4,0,4,0,4,..,33,5,35,0,35,..,5,0,5,0,5,..,14,0,16,0,16,..,15,0,17,0,17,..,10,0,15,0,15,..,8,0,8,0,8,..,98,5,100,0,100,..,30,4,33,0,41,..,3,0,6,0,6,..,6,0,8,0,8,..,5,3,11,0,11,..,10,0,10,0,10,..,3,0,3,0,3,..,17,4,21,0,25,..,7,0,7,0,7,..,5,0,5,0,5,..,11,0,12,0,12,..,6,0,11,0,11,..,8,5,16,0,16,..,18,4,21,0,21,..,11,3,12,0,16,..,10,0,10,0,10,..,13,0,17,0,17,..,51,9,57,0,61,..,40,7,48,0,48,..,6
