SA3_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
20101,0,0,4,5,4,0,0,0,0,13,3255,7146,6340,11715,5668,5383,4373,2289,746,46910,0,0,8,30,11,0,0,0,0,49,0,0,0,0,0,0,0,0,0,8,0,0,0,5,3,0,0,0,0,14,0,0,0,4,0,0,0,0,0,3,0,0,0,21,12,16,14,4,0,69,0,0,0,3,3,3,0,3,0,17,0,22,33,151,28,33,19,8,0,296,0,0,0,4,4,9,23,22,9,64,0,0,11,4,3,0,4,9,0,36,0,62,51,188,160,233,302,180,54,1232,0,3,5,9,3,3,6,0,0,31,0,3,5,12,0,7,5,0,0,30,0,4,3,9,14,12,66,29,5,148,0,0,0,0,0,0,13,12,5,38,0,5,4,10,8,3,5,0,0,36,6,40,173,654,96,17,17,9,0,1014,0,6,4,14,9,0,3,4,0,38,0,0,0,16,9,0,0,0,0,32
20102,0,0,0,0,0,0,0,0,0,0,676,1693,1282,2444,1766,1885,1630,707,170,12266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,3,4,0,5,9,4,0,31,0,0,0,4,6,0,4,0,0,7,0,0,0,14,0,4,0,0,0,26,0,0,0,0,4,9,6,4,4,27,0,0,0,0,0,0,0,3,0,10,0,5,11,52,106,159,172,106,27,635,0,0,0,0,3,0,0,0,0,8,0,0,0,3,4,0,7,0,0,11,0,0,0,7,5,11,35,8,0,80,0,0,0,0,0,4,9,4,0,21,0,0,0,4,0,0,3,0,0,11,0,0,0,22,5,5,3,0,3,38,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8
20103,0,0,0,0,0,0,0,0,0,0,501,1399,1164,2082,1529,1648,1694,865,239,11122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,6,0,0,0,10,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,8,0,12,0,0,0,0,0,0,0,0,0,9,0,4,8,14,59,110,142,104,20,457,0,0,0,4,0,0,0,0,0,10,0,0,0,5,0,5,0,0,0,4,0,0,0,3,4,11,24,13,5,55,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,20,0,3,0,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
20201,0,6,5,23,3,0,0,0,0,48,2942,6187,5352,10278,4796,4786,4351,2347,886,41928,0,3,5,22,6,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,0,14,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,3,3,8,7,3,7,3,0,37,0,0,0,0,0,0,0,0,0,3,0,7,10,69,20,8,4,4,0,133,0,0,0,0,0,6,6,3,0,18,0,3,8,15,7,5,3,5,0,44,0,18,32,99,120,156,195,128,33,785,0,0,4,9,6,3,0,0,0,23,0,0,5,8,0,0,8,0,0,22,0,0,3,12,9,11,29,22,6,95,0,0,0,0,3,9,5,5,3,28,0,3,3,9,3,0,0,0,0,30,0,55,72,423,59,19,16,6,0,649,0,0,4,3,7,3,0,4,0,21,0,12,3,10,3,0,0,0,0,29
20202,0,0,0,0,0,0,0,0,0,0,1209,2985,2154,4197,2873,3038,2831,1351,369,21013,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,7,0,0,0,4,0,0,0,0,0,6,0,0,3,19,13,6,6,0,0,50,0,0,0,4,0,7,0,0,0,7,0,3,0,14,3,5,6,0,0,33,0,0,0,0,0,3,5,6,0,26,0,0,4,0,3,3,0,5,0,11,0,32,31,117,188,262,269,187,40,1129,0,0,0,4,0,4,0,0,0,10,0,0,5,16,5,0,0,0,0,35,0,0,0,12,12,12,45,34,8,123,0,0,0,0,0,8,11,4,5,25,0,0,0,3,6,0,0,0,0,14,0,8,8,52,4,3,8,9,0,92,0,0,0,4,5,0,0,0,0,17,0,0,0,7,0,0,0,0,0,10
20203,0,0,0,0,0,0,0,0,0,0,261,621,491,904,657,888,783,322,110,5041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,9,10,40,35,26,3,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,8,4,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
20301,0,0,0,0,0,0,0,0,0,0,720,1686,1200,2332,1317,1149,864,330,74,9677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,7,4,0,18,0,0,0,0,0,0,0,0,0,0,0,14,23,44,66,84,100,48,17,391,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,3,26,12,3,48,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20302,0,35,72,186,45,19,4,0,0,355,6064,11180,11079,21360,9703,8546,6558,3294,1152,78942,0,0,11,63,13,9,0,0,0,93,0,0,7,69,22,67,29,21,5,217,0,0,6,30,8,0,3,0,0,44,0,0,4,5,4,4,4,0,0,20,6,11,13,40,23,19,9,5,4,123,0,0,0,16,3,0,3,0,0,24,0,58,106,320,67,62,67,23,4,711,0,3,4,56,51,129,128,150,70,594,5,18,12,39,10,10,6,11,0,97,13,103,137,463,435,624,557,456,156,2940,0,3,8,32,14,7,3,0,0,69,5,8,9,38,12,18,5,0,4,90,3,7,11,34,47,35,159,113,53,459,0,0,7,3,18,24,43,50,22,171,0,21,28,24,5,10,13,0,0,96,17,102,466,2033,123,40,40,22,6,2855,0,8,13,50,12,9,8,0,0,98,3,29,47,119,31,23,3,4,5,262
20303,0,0,0,0,0,0,0,0,0,0,2477,5772,3968,8125,4437,4501,4852,2191,600,36928,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,3,0,0,15,0,0,0,10,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,4,0,8,5,42,28,10,11,3,0,106,0,0,0,7,0,0,0,0,0,16,3,5,6,27,9,3,10,0,0,66,0,0,0,6,7,23,18,13,4,64,0,0,0,5,0,5,19,10,3,45,5,76,91,266,278,351,464,286,83,1899,0,0,0,10,6,0,0,0,0,22,0,0,3,29,13,6,5,4,0,63,0,5,0,28,23,13,67,49,15,204,0,0,0,0,9,19,43,34,15,116,0,3,3,8,3,3,0,0,0,23,0,8,23,165,17,14,11,6,0,247,0,0,4,11,4,0,0,0,0,29,0,0,0,13,4,5,0,0,0,22
20401,0,0,0,4,0,0,0,0,0,4,1352,3132,2799,4958,3005,3543,3408,1627,448,24274,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,0,0,0,15,0,3,6,12,4,5,8,4,0,40,0,0,0,0,0,0,0,0,0,4,3,7,77,34,11,5,4,0,0,142,0,0,0,3,0,8,3,9,0,23,0,0,0,0,0,0,6,5,0,16,0,12,32,80,93,203,242,155,46,866,0,0,0,5,0,0,0,0,0,8,0,0,0,7,3,5,5,0,0,18,0,0,0,9,12,26,53,50,13,146,0,0,0,0,6,12,16,8,0,40,0,3,3,8,0,0,0,0,0,16,0,5,11,93,20,10,0,5,0,153,0,0,4,5,0,0,0,3,0,15,0,0,0,3,0,5,0,0,0,7
