SA3_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
20402,0,0,0,3,0,0,0,0,0,3,1083,2625,2175,3975,2474,2860,2674,1444,464,19780,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,10,0,0,0,4,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,11,10,0,4,5,0,25,0,0,0,0,0,3,4,3,0,15,0,0,0,9,0,0,0,0,0,5,4,0,9,47,48,98,121,113,31,475,0,0,0,9,5,0,0,0,0,16,0,0,5,6,3,6,4,0,0,20,0,0,0,8,0,23,37,26,6,106,0,0,0,0,4,0,0,7,3,16,0,0,0,3,0,0,0,0,0,4,5,8,15,99,10,3,4,4,0,145,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4
20403,0,0,0,3,0,0,0,0,0,3,1977,4525,3851,7176,3837,4134,3570,1576,438,31088,0,0,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,4,0,11,0,0,0,3,0,0,0,0,0,8,0,4,3,3,0,0,0,0,0,16,0,0,4,18,11,8,8,0,0,51,0,0,0,0,0,0,0,0,0,0,0,5,3,24,4,7,5,0,0,47,0,0,0,0,7,10,13,26,8,60,0,0,0,3,3,0,0,0,0,12,0,18,26,107,127,222,242,159,27,929,0,0,0,4,7,5,0,5,0,22,0,0,4,10,6,3,12,4,0,36,0,3,3,9,9,35,105,52,19,240,0,0,0,0,0,3,9,4,0,13,0,0,3,7,8,0,0,0,0,19,0,18,26,161,26,6,11,3,0,259,0,0,0,6,0,0,0,0,0,10,0,0,0,9,0,4,0,0,0,16
20501,0,0,0,4,0,0,0,0,0,4,1681,3545,2755,5394,2679,2851,2540,1268,363,23065,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,8,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,6,3,6,0,42,0,0,0,0,4,0,3,0,0,10,0,9,0,26,3,7,0,0,0,48,0,0,0,0,0,4,7,6,0,25,0,0,0,7,0,0,0,4,0,5,0,20,25,105,117,200,236,171,38,921,0,0,5,0,0,7,0,0,0,15,0,0,0,0,0,0,3,0,0,4,0,5,0,9,6,15,40,46,9,133,0,0,0,0,0,3,6,4,6,19,0,0,0,6,0,0,0,0,0,9,0,11,13,107,24,9,14,6,0,181,0,0,4,14,0,0,5,0,0,27,0,0,0,3,0,0,0,0,0,9
20502,0,0,0,0,0,0,0,0,0,0,1055,2322,1917,3394,2129,2969,3277,1678,421,19164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,9,4,5,0,36,0,0,0,0,3,0,0,0,0,5,0,4,0,18,3,4,7,0,0,36,0,0,0,0,0,0,6,4,0,7,0,0,0,8,0,3,7,0,0,19,0,11,12,52,71,175,279,246,60,903,0,0,0,3,0,4,0,0,0,18,0,4,5,7,3,0,0,0,0,13,0,0,0,4,7,22,58,42,11,139,0,0,0,0,0,3,15,3,0,24,0,0,4,4,0,0,0,0,0,11,0,0,9,69,4,3,9,8,0,107,0,0,0,3,3,0,3,0,0,9,0,0,0,3,0,0,0,0,0,7
20503,0,0,0,0,0,0,0,0,0,0,1567,3819,2852,5280,3439,4170,4142,1933,539,27744,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,5,0,17,6,11,15,0,0,49,0,0,0,3,5,7,7,9,0,28,0,3,0,17,13,12,5,0,0,50,0,0,0,0,0,5,8,10,5,31,0,0,0,0,0,0,17,4,0,18,5,14,34,110,149,324,522,335,87,1577,0,0,0,5,0,5,4,0,0,14,0,0,0,12,3,6,0,3,0,23,0,3,0,18,9,29,65,51,10,177,0,0,0,0,4,6,15,24,8,62,0,0,0,4,3,0,7,0,0,16,0,5,15,105,20,6,15,9,3,173,0,3,0,3,0,3,7,0,0,18,0,0,0,3,0,0,0,0,0,3
20504,0,0,0,6,0,0,0,0,0,5,1986,4390,3819,7343,3659,3994,3093,1385,376,30049,0,0,0,15,0,3,0,0,0,23,0,0,0,0,0,3,5,5,0,18,0,0,0,3,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,6,0,0,0,12,9,9,7,0,0,44,0,0,0,0,7,5,5,3,0,19,0,9,6,31,12,14,7,7,4,85,0,0,0,5,0,8,13,11,0,38,0,0,0,5,0,3,4,0,6,12,0,7,8,74,80,207,299,208,66,956,0,0,0,18,7,0,3,0,0,33,0,0,0,0,0,4,0,0,0,11,0,0,0,14,7,7,100,62,22,209,0,0,0,3,0,8,10,9,5,39,0,0,0,3,0,4,0,3,0,15,10,17,35,168,25,12,12,5,3,283,0,0,0,9,0,0,4,3,0,22,0,0,0,6,0,0,0,0,0,11
20505,0,0,0,0,0,0,0,0,0,0,1136,2493,2186,4312,2147,2591,2437,1045,295,18648,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,3,0,0,0,10,0,0,0,0,4,3,5,5,0,19,0,0,0,0,0,0,3,0,0,10,0,0,0,26,4,4,5,0,0,45,0,0,0,0,5,6,0,7,0,27,0,0,0,6,0,4,4,4,0,16,0,10,9,71,65,145,203,108,32,641,0,0,3,4,5,3,0,0,0,13,0,0,0,7,0,0,0,0,0,11,0,0,0,4,8,10,42,23,5,92,0,0,0,3,3,4,5,0,0,20,0,0,0,9,0,0,0,0,0,14,0,6,13,85,14,0,4,0,0,120,0,0,0,0,6,0,0,0,0,8,0,0,0,6,0,0,0,0,0,9
20601,0,0,0,3,0,0,0,0,0,10,1979,3435,4023,11972,3925,2447,1135,321,121,29359,0,4,11,51,6,3,0,0,0,73,0,0,0,20,3,3,0,0,5,29,0,4,3,72,6,0,0,0,0,93,0,0,0,5,0,0,0,4,0,13,3,6,5,85,20,5,4,3,0,124,0,6,5,46,10,14,0,0,0,80,3,8,57,178,38,59,60,7,5,419,0,0,0,6,4,22,12,15,14,79,0,0,3,27,10,20,20,10,0,99,16,40,92,681,233,183,81,39,10,1376,0,0,0,13,3,10,3,0,0,29,0,4,9,96,12,12,6,0,0,129,0,5,6,86,30,15,12,13,5,176,0,5,10,42,47,111,185,373,163,934,0,0,12,50,9,4,3,0,0,85,5,15,53,437,29,24,11,12,0,586,5,17,21,81,9,5,4,0,0,146,0,0,3,92,3,8,6,0,0,115
20602,0,0,0,0,0,0,0,0,0,0,1251,2518,2307,6540,2773,1762,879,247,69,18345,0,0,0,12,0,0,0,0,0,16,0,0,0,13,0,4,5,0,0,18,0,0,4,25,0,0,0,0,0,36,0,0,0,0,4,0,3,0,3,11,4,7,3,48,12,8,4,0,0,77,0,0,0,16,6,5,6,0,0,33,0,4,25,58,20,36,27,11,8,190,0,0,0,4,8,13,11,10,0,39,0,0,3,3,0,3,9,12,0,37,14,44,48,383,215,158,84,28,10,979,0,0,0,10,3,0,0,0,0,19,0,0,0,44,7,11,7,0,0,73,3,7,0,33,20,17,11,3,0,96,0,0,7,21,29,119,174,340,170,853,0,0,4,32,5,3,0,0,0,46,0,5,20,188,30,18,8,8,3,278,0,0,4,11,3,0,0,4,0,30,0,3,0,42,3,6,0,0,0,53
20603,0,0,0,3,0,0,6,0,0,6,1595,3145,3286,6806,3183,2597,1592,548,182,22939,0,0,4,26,7,0,0,0,0,33,0,0,0,15,0,3,4,4,0,27,0,3,0,48,0,0,0,0,0,54,0,0,0,4,6,4,3,0,0,15,0,7,6,31,23,3,3,0,0,76,0,0,0,28,10,9,6,0,0,56,4,19,25,146,34,65,49,22,29,385,0,4,0,3,13,17,15,17,3,72,0,3,3,14,6,12,12,16,0,84,9,25,34,226,118,140,109,53,15,730,0,0,0,14,3,3,0,0,0,23,0,3,4,27,10,3,4,0,3,51,0,4,4,32,13,12,17,19,0,102,0,0,6,16,13,56,64,84,33,277,0,0,17,50,19,14,16,5,0,133,16,62,74,606,66,48,46,20,4,946,0,3,9,37,5,6,4,0,0,69,0,0,3,101,12,7,4,0,0,129
20604,3,3,17,37,3,0,0,0,0,64,1812,1933,5247,12674,2941,2344,1647,829,195,29625,0,0,51,109,9,4,0,0,0,171,0,0,0,27,8,9,7,0,0,50,0,5,18,333,17,3,0,0,0,378,0,0,45,43,5,4,0,0,0,102,5,7,22,134,29,22,0,4,0,220,0,6,10,149,15,11,14,5,0,209,18,102,2732,3373,230,246,181,72,48,6997,0,0,0,19,8,8,9,5,0,58,0,3,7,62,11,9,19,10,4,127,10,31,214,918,293,276,181,84,27,2033,0,0,9,53,12,3,5,4,0,84,0,0,34,255,23,19,7,3,0,350,0,5,31,146,32,24,31,27,6,306,0,0,6,34,16,21,29,12,5,130,4,36,236,484,58,49,39,7,4,917,121,194,766,4279,148,61,42,18,3,5640,3,13,672,686,37,15,29,6,0,1465,0,7,34,387,40,15,7,4,0,489
20605,0,0,0,14,0,0,0,0,0,14,1931,3193,3047,10286,4547,3663,2271,1001,228,30156,0,0,0,22,0,0,0,0,0,25,0,0,0,25,7,7,7,4,0,52,6,10,23,211,19,9,0,0,0,273,0,0,0,9,0,0,0,0,0,13,3,3,4,89,39,22,15,4,0,187,0,0,3,90,15,11,8,0,0,127,0,35,96,324,56,68,49,11,5,644,0,0,0,12,18,22,12,11,0,86,0,0,0,29,6,14,20,22,5,87,14,76,105,1184,488,425,269,140,29,2727,0,0,0,17,18,3,4,7,0,48,4,10,22,226,35,18,14,13,0,351,4,3,11,133,54,28,48,35,10,314,0,0,3,37,21,86,80,185,74,486,0,12,20,72,19,20,19,4,0,162,9,46,144,844,80,47,33,12,3,1229,0,5,26,100,22,7,8,0,0,167,0,0,11,124,23,12,12,5,0,189
