SA3_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
20402,141,4,0,4,143,31,0,170,4,0,0,0,4,0,0,0,4,0,4,11,884,139,33,20,1079,12,0,13,1093,68,6,1166,241,26,7,0,278,4,0,4,282,15,0,296,258,44,4,9,312,0,0,4,315,14,0,330,21,5,0,0,21,0,0,0,21,0,0,22,4,0,0,6,5,0,0,0,5,0,0,5,518,76,13,13,616,3,0,7,626,30,0,650,6,0,0,0,6,0,0,0,3,0,0,3,3,0,4,0,4,0,0,0,4,0,0,4,9,0,4,0,5,0,0,0,7,0,0,7,528,76,10,13,626,3,0,8,631,30,0,662,60,7,0,0,70,0,0,0,72,22,0,91,0,0,0,0,0,0,0,0,0,0,5,5,577,83,15,18,698,3,0,6,706,50,5,761,338,31,6,0,379,5,0,5,381,22,0,403,346,54,5,4,413,0,0,0,419,9,0,426
20403,204,3,8,12,207,54,0,264,0,0,0,4,3,0,0,0,3,0,9,11,1570,209,62,29,1869,21,8,35,1905,134,10,2045,496,51,9,0,558,5,0,7,563,29,0,593,461,65,10,3,538,6,0,6,546,30,0,576,26,0,3,0,29,0,0,0,29,0,0,30,3,4,0,6,17,0,0,0,14,0,0,21,986,121,23,12,1147,4,0,7,1149,67,5,1218,4,4,0,0,4,0,6,3,8,0,0,8,7,0,0,0,12,0,0,0,7,3,0,15,9,4,0,0,14,5,0,6,16,3,0,22,997,127,23,12,1159,9,5,13,1173,69,5,1240,93,20,9,0,121,0,0,0,124,45,0,167,0,0,0,0,0,0,0,0,0,0,0,3,1088,147,31,13,1280,12,9,18,1295,112,8,1416,591,60,12,3,665,3,4,5,671,33,0,712,537,83,16,4,634,10,4,7,646,24,0,674
20501,237,10,0,6,248,31,0,275,5,0,0,0,5,0,0,0,5,0,11,12,1237,175,42,27,1482,13,5,19,1498,84,16,1600,294,35,13,4,339,5,3,8,349,16,0,358,380,56,11,5,449,3,0,3,449,24,5,473,25,5,3,0,32,0,0,0,32,0,0,34,5,0,0,5,4,0,0,0,10,0,0,12,697,96,24,12,830,6,7,9,839,39,4,879,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,7,3,0,5,15,4,0,16,8,0,0,0,8,3,0,5,17,0,0,16,707,96,24,12,841,11,6,14,853,38,4,896,105,26,3,0,136,4,4,3,144,25,0,165,0,0,0,4,5,0,0,0,5,0,0,11,816,124,29,19,984,14,3,19,1000,63,6,1075,331,41,5,3,381,0,4,5,379,13,0,394,455,69,10,0,538,7,0,7,548,20,0,567
20502,119,3,0,3,119,39,0,164,0,3,0,0,4,0,0,0,6,0,8,8,694,134,37,18,878,13,6,19,898,105,7,1008,163,21,0,3,191,4,0,4,196,12,0,204,209,54,16,0,274,0,0,0,276,28,0,302,7,3,0,0,16,0,0,0,16,0,0,16,0,0,0,3,11,0,0,0,11,0,0,11,390,78,18,14,496,3,0,3,494,36,0,534,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,4,0,0,0,5,0,0,6,6,0,0,0,4,0,0,0,5,0,0,9,391,75,18,14,499,5,0,5,506,42,0,541,55,15,7,0,77,4,0,8,84,28,0,112,0,0,0,0,0,0,0,0,0,0,5,12,448,91,23,19,577,10,0,13,588,70,8,662,216,28,6,8,254,5,0,8,267,19,0,282,262,61,10,0,336,5,0,5,338,31,0,369
20503,193,5,0,8,201,44,0,247,0,0,0,0,0,0,0,0,3,0,15,16,1188,238,47,36,1507,21,13,31,1540,136,14,1691,314,44,8,0,368,5,0,5,373,21,0,390,391,71,10,6,483,6,0,4,487,32,0,514,13,7,9,0,32,0,0,0,30,0,0,33,4,0,0,7,14,0,0,0,14,3,0,14,725,125,26,14,887,10,4,13,902,56,0,957,0,0,0,0,3,0,0,0,3,3,0,4,5,0,0,0,5,0,0,0,5,0,0,4,3,0,0,0,10,0,0,0,10,5,0,10,729,126,26,14,897,10,4,13,908,59,0,967,89,27,8,4,123,0,0,0,125,38,0,161,4,0,0,0,4,0,0,0,4,0,8,8,824,156,31,16,1021,9,4,13,1030,92,13,1141,372,60,8,0,439,0,0,0,444,26,0,473,483,118,10,12,622,8,5,9,634,39,0,674
20504,236,7,0,12,250,69,4,324,6,0,0,0,6,0,0,0,6,0,12,20,1300,176,37,38,1547,31,10,41,1590,144,14,1751,300,28,0,0,337,3,0,8,340,16,0,357,398,57,16,3,471,16,3,22,490,24,0,519,26,3,3,0,34,0,0,0,34,9,0,44,0,0,3,0,7,0,0,0,10,0,0,10,728,91,23,7,849,19,3,27,873,46,0,922,5,0,0,4,5,4,0,4,7,0,0,7,11,0,0,0,10,4,0,4,16,0,0,16,13,0,0,4,14,3,0,3,22,0,0,22,744,93,25,10,864,26,3,31,899,43,0,946,122,23,3,6,156,10,4,14,166,55,5,227,0,0,0,4,4,0,0,0,4,0,5,5,862,116,29,17,1027,30,9,39,1061,103,7,1175,397,45,7,0,448,9,0,9,454,28,0,477,469,60,13,7,542,6,0,12,559,24,0,581
20505,170,0,0,0,165,36,0,210,0,0,0,0,0,0,0,0,0,0,3,3,852,113,18,21,1003,6,3,14,1014,87,7,1105,210,25,0,0,232,4,5,6,236,6,0,250,236,33,0,8,285,0,0,5,284,13,4,296,13,4,4,0,20,0,0,0,20,0,0,23,5,4,0,3,11,0,0,0,11,0,0,8,465,63,10,11,546,6,3,6,550,23,4,579,0,0,0,0,6,0,0,0,6,0,0,3,4,0,0,0,3,0,0,0,3,0,0,3,4,3,0,0,7,0,0,0,7,0,0,7,466,65,10,11,554,6,3,6,559,26,4,586,77,15,0,3,98,3,0,3,97,29,0,129,0,0,0,0,0,0,0,0,0,0,3,5,546,77,12,15,647,6,3,11,657,53,11,721,275,25,6,3,311,3,0,3,313,19,0,329,285,42,15,10,344,0,0,0,348,27,0,374
20601,189,7,6,16,204,30,0,236,0,0,0,0,3,0,0,0,3,5,6,11,1385,216,35,19,1648,22,8,34,1681,92,8,1784,365,53,8,0,419,7,0,6,433,23,0,448,358,56,8,3,422,8,0,8,429,15,0,445,17,5,4,0,24,0,0,0,24,0,0,24,0,0,0,3,10,0,0,0,10,0,0,10,740,119,19,5,871,10,0,13,889,40,0,926,8,0,0,0,8,0,0,0,8,0,0,9,10,0,0,0,15,0,0,0,15,0,0,15,17,0,0,0,15,0,0,0,15,0,0,19,757,115,19,5,890,10,0,13,907,35,0,940,88,24,0,0,115,3,0,3,110,28,0,144,0,0,0,0,0,0,0,0,0,0,0,0,845,140,18,5,1006,16,0,17,1017,64,0,1086,450,74,6,0,529,10,0,10,537,34,0,568,430,69,19,0,525,6,0,9,531,17,0,547
20602,120,0,0,0,123,13,0,137,0,0,0,0,0,0,0,0,0,0,6,9,1035,145,15,11,1206,20,5,23,1232,47,7,1281,296,36,4,0,336,5,0,6,341,12,0,354,316,59,4,0,383,0,0,0,387,11,0,390,9,0,0,0,14,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,622,91,10,8,731,7,0,8,742,21,0,760,0,0,0,0,4,0,0,0,3,0,0,3,6,4,0,0,11,0,0,3,16,0,0,16,9,4,0,0,12,3,0,4,14,0,0,14,628,96,10,8,742,10,4,11,759,21,0,778,57,11,0,0,66,5,0,5,69,14,0,86,0,0,0,0,0,0,0,0,0,0,4,0,687,110,10,9,812,12,4,17,828,31,4,862,380,75,5,0,460,3,0,7,464,25,0,487,409,71,7,0,487,6,0,9,499,12,0,506
20603,183,6,0,3,192,30,0,222,0,0,0,0,0,0,0,0,0,0,7,8,1306,152,18,6,1485,24,9,35,1516,64,8,1589,373,43,13,0,433,8,0,7,438,15,0,453,357,47,3,0,412,3,0,9,419,13,0,428,11,0,3,0,20,0,0,0,21,0,0,21,0,0,0,3,3,0,0,0,3,0,0,3,745,94,23,3,862,14,5,20,881,26,0,910,7,3,0,0,12,0,0,0,13,0,0,10,7,0,0,0,9,0,0,0,8,0,0,13,12,4,0,0,20,0,0,0,20,3,0,22,765,95,23,3,882,17,7,18,904,31,0,932,109,19,0,0,121,3,0,6,127,20,0,145,0,0,0,4,6,0,0,0,6,0,5,7,869,113,23,5,1011,18,7,22,1033,47,5,1084,482,50,12,0,552,8,0,8,554,15,0,573,478,59,4,0,534,5,3,12,549,21,0,571
20604,184,8,0,8,195,39,0,236,0,0,0,3,6,0,0,0,6,0,0,4,695,134,15,15,862,27,5,32,892,82,0,982,180,29,8,0,218,10,0,10,223,11,0,237,136,32,0,0,171,0,3,5,178,5,0,186,3,3,7,0,9,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,321,62,11,3,399,14,3,15,418,21,0,440,9,0,0,0,4,5,0,5,9,0,0,12,7,0,0,0,12,0,3,4,21,4,0,22,14,0,0,0,20,8,3,9,25,4,0,33,335,68,12,3,414,19,11,25,442,27,0,468,75,11,3,4,93,0,0,3,92,26,0,120,0,0,0,0,0,0,0,0,0,0,0,0,412,77,19,5,511,18,6,29,539,53,0,592,234,38,3,0,279,12,0,12,288,20,0,313,131,34,0,0,164,3,0,3,171,17,0,186
20605,212,7,0,7,216,30,0,248,0,3,0,3,3,0,0,0,3,0,5,13,1248,183,24,13,1470,26,3,33,1498,81,4,1591,369,38,3,0,409,5,0,7,415,32,0,450,286,41,5,0,333,6,0,6,339,13,0,356,12,5,4,0,21,0,0,0,22,0,0,23,6,0,0,0,8,0,0,0,8,0,0,8,672,91,12,3,768,14,0,16,783,48,0,831,8,0,0,0,8,0,0,0,12,0,0,10,5,0,0,0,9,0,0,0,12,0,0,9,19,0,0,0,17,3,0,3,25,0,0,23,684,88,12,3,789,18,0,23,807,49,0,860,98,14,0,0,116,6,0,6,118,15,0,135,0,4,0,0,3,0,0,0,3,0,3,5,788,103,12,3,905,19,0,22,929,68,6,1000,429,61,14,0,501,9,3,13,514,30,0,540,343,60,0,0,401,7,0,11,413,19,3,433
20606,159,0,0,0,162,21,0,182,0,0,0,0,0,0,0,0,0,0,0,4,514,73,6,8,597,6,0,8,605,43,0,651,141,19,4,0,161,6,0,7,169,4,0,170,125,26,0,0,151,0,0,0,151,3,0,152,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,271,46,5,0,316,6,0,7,322,10,0,332,3,0,0,0,3,0,0,0,3,0,0,5,4,0,0,0,4,0,0,0,6,0,0,6,9,0,0,0,9,0,0,0,8,0,0,13,281,46,5,0,325,6,3,7,335,12,0,341,91,17,0,6,117,4,0,4,118,14,0,140,0,0,0,0,0,0,0,0,0,0,0,3,375,63,8,6,445,5,3,9,451,29,0,479,186,20,4,5,212,3,0,3,219,10,0,232,173,13,0,0,194,0,0,0,195,13,0,205
20607,131,4,7,14,139,43,0,185,0,0,0,0,0,0,0,0,0,0,6,9,874,166,16,17,1069,22,11,33,1105,91,6,1205,258,34,0,0,292,6,0,7,302,20,0,325,209,33,0,0,243,0,0,0,241,8,0,256,14,6,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,477,70,0,0,555,5,0,9,561,32,0,595,4,4,0,0,11,0,0,0,11,0,0,11,6,0,0,0,4,0,0,0,7,0,0,7,11,3,0,0,17,0,0,0,17,0,0,17,486,79,0,0,567,5,3,8,577,32,0,606,62,20,0,4,83,4,0,8,86,25,4,110,0,0,0,0,0,0,0,0,0,0,4,4,553,94,6,3,653,12,8,12,665,54,5,726,331,55,0,4,391,12,0,9,401,31,0,430,240,47,6,0,289,3,0,8,303,17,0,313
20701,781,14,9,24,809,114,3,926,11,0,0,6,9,0,0,0,9,0,8,21,4276,471,68,50,4862,84,19,103,4963,263,20,5256,1340,109,18,5,1473,23,0,25,1498,66,4,1568,1156,153,10,3,1322,15,4,20,1340,39,0,1379,39,3,3,0,48,0,0,0,52,0,0,50,11,0,0,14,22,0,0,0,22,3,7,28,2545,273,31,21,2866,38,6,47,2913,102,7,3028,31,4,0,0,33,8,0,8,34,0,0,37,35,0,0,0,41,0,4,4,47,3,0,47,66,8,0,0,72,3,4,8,83,7,0,89,2606,278,35,23,2939,42,13,54,2994,111,7,3111,456,79,8,9,548,9,7,15,565,103,0,671,0,0,0,4,3,0,0,0,3,0,6,11,3072,358,41,31,3499,59,14,73,3568,213,20,3800,1799,175,21,9,1998,30,8,40,2038,120,3,2163,1644,264,17,16,1938,19,6,23,1967,63,0,2030
20702,458,14,0,17,474,90,0,564,0,0,0,0,3,0,0,0,4,0,11,14,1946,341,44,18,2356,46,10,60,2415,201,13,2631,449,48,5,0,508,9,0,8,511,35,0,544,488,114,10,4,621,8,0,14,635,38,0,673,18,0,7,0,24,0,0,0,24,3,0,29,0,0,0,6,8,0,0,0,8,0,0,7,958,161,25,9,1156,17,4,24,1174,75,0,1257,15,3,0,0,20,0,0,0,16,3,0,24,23,0,0,0,25,7,0,3,32,0,0,32,30,4,0,0,39,8,0,6,50,4,0,57,988,172,24,10,1195,24,5,29,1221,81,0,1308,206,50,7,4,275,7,4,10,288,67,0,356,0,0,0,0,6,0,0,0,6,0,4,9,1198,224,35,17,1473,33,8,43,1514,152,3,1673,635,81,19,0,737,15,7,24,761,48,5,808,658,125,15,5,797,9,10,19,820,46,0,864
20703,370,12,0,12,379,63,0,449,0,4,0,0,0,0,0,0,0,0,8,13,2285,282,33,10,2611,40,3,49,2655,159,9,2822,599,107,11,0,717,18,3,19,734,41,0,774,613,82,12,0,710,15,0,16,726,28,0,755,30,10,3,0,40,0,0,0,43,0,0,39,4,0,0,10,13,0,0,0,13,0,0,13,1246,197,28,10,1480,32,8,34,1516,75,0,1589,17,0,0,0,16,0,0,0,17,3,0,15,19,5,0,0,24,3,3,6,31,0,0,35,40,4,0,0,44,3,3,11,50,6,0,55,1283,200,26,7,1520,33,6,44,1568,78,0,1642,188,25,4,0,212,3,0,3,218,50,0,269,0,0,0,0,9,0,0,0,9,0,4,12,1469,228,35,15,1739,39,10,48,1787,124,5,1920,867,122,17,0,1001,20,4,25,1028,70,0,1098,883,123,12,0,1021,14,0,17,1038,37,0,1078
20801,523,3,0,11,537,61,0,596,8,0,0,5,13,0,0,0,13,0,8,21,2898,294,49,32,3270,59,6,64,3334,159,11,3507,822,89,7,0,925,17,5,25,948,39,0,988,771,90,9,4,879,13,0,14,885,25,0,912,35,8,6,0,51,0,0,0,51,3,0,51,10,0,0,4,12,0,0,0,12,3,0,17,1639,195,22,10,1864,34,5,33,1895,72,0,1967,6,0,0,0,6,0,0,0,10,0,0,10,25,0,0,0,26,0,0,0,26,6,0,31,35,0,0,0,38,0,0,6,34,6,0,41,1669,193,22,10,1895,30,8,40,1929,72,0,2007,310,29,4,3,349,4,0,4,357,37,0,394,3,0,0,5,9,0,0,0,9,0,5,11,1985,225,28,14,2248,37,6,41,2295,114,7,2415,1123,112,11,4,1255,31,0,30,1286,52,3,1342,1007,147,15,7,1181,18,5,14,1193,34,0,1232
20802,570,11,0,12,580,62,7,642,9,0,0,5,19,0,0,0,18,0,10,31,3831,500,60,49,4438,77,12,91,4530,204,28,4760,1070,124,18,6,1215,23,3,28,1241,46,3,1288,1024,145,9,3,1185,16,0,19,1204,33,3,1244,29,8,5,0,39,0,0,0,39,0,0,43,5,0,0,3,14,0,0,0,14,0,0,14,2131,270,35,16,2454,42,7,44,2501,81,10,2592,12,3,4,0,23,3,0,3,22,0,0,20,20,3,0,0,25,0,4,3,26,0,3,28,31,6,4,0,44,3,4,4,48,0,3,52,2168,284,39,16,2493,45,7,51,2544,89,12,2646,296,44,3,8,359,11,0,12,369,38,0,405,8,0,0,10,17,0,0,0,13,0,3,21,2475,328,40,30,2865,56,13,66,2935,126,15,3075,1402,162,16,7,1579,34,8,45,1623,71,3,1698,1292,220,19,4,1542,19,4,17,1564,58,0,1617
20803,369,10,0,10,375,34,0,407,4,0,0,3,9,0,0,0,9,0,8,17,2952,294,66,30,3345,40,3,41,3388,114,14,3517,780,81,20,0,879,12,0,15,890,24,0,920,868,99,19,9,989,6,0,6,998,34,0,1039,37,9,8,0,57,0,0,0,59,3,0,65,9,0,0,6,19,0,0,0,19,0,3,28,1701,190,48,16,1945,24,0,24,1968,69,4,2040,20,0,0,0,20,0,0,0,20,0,0,18,18,0,0,0,19,0,0,0,19,6,0,23,36,0,0,0,35,0,0,0,37,4,0,38,1733,187,47,16,1986,23,0,26,2003,68,4,2081,189,22,3,0,217,0,0,0,216,31,0,255,0,0,0,0,0,0,0,0,0,0,0,4,1924,213,52,20,2206,22,0,23,2228,104,9,2345,1061,126,31,0,1220,28,0,25,1247,45,0,1292,1050,136,12,4,1212,8,0,8,1221,42,0,1261
20804,188,0,0,0,189,9,3,196,0,0,0,0,0,0,0,0,0,0,0,0,1015,97,14,8,1133,20,8,29,1159,36,6,1201,284,19,3,0,309,9,0,9,317,11,0,328,259,37,4,0,303,5,5,9,312,5,0,312,13,0,0,0,9,0,0,0,9,0,0,9,3,0,0,4,9,0,0,0,9,0,0,9,557,63,10,3,632,16,5,16,647,19,3,667,3,0,0,0,7,0,0,0,7,0,0,7,9,0,0,0,7,0,0,0,7,0,0,7,10,0,0,0,13,0,0,0,13,0,0,14,567,65,10,3,648,16,5,16,659,14,3,680,118,12,0,3,131,4,0,4,134,15,0,145,0,0,0,0,0,0,0,0,0,0,0,4,688,75,10,7,780,16,5,22,796,31,5,826,397,35,5,0,432,15,0,16,451,21,0,470,410,35,3,0,456,7,0,4,458,15,0,478
20901,413,6,0,5,422,48,0,473,8,0,0,0,3,0,0,0,3,0,11,16,2906,375,41,30,3355,52,12,62,3418,154,16,3582,670,87,15,0,779,10,4,13,790,33,3,825,843,108,15,8,976,14,0,17,988,47,0,1035,35,4,4,0,40,0,0,0,40,4,0,39,10,0,0,4,15,0,0,0,15,0,0,14,1554,201,30,15,1801,27,0,31,1830,84,3,1916,14,3,3,0,15,0,0,0,13,3,0,19,23,8,0,0,28,0,0,0,28,5,0,27,32,6,3,0,45,3,0,4,42,3,0,48,1591,208,29,15,1839,28,0,38,1879,89,3,1966,193,38,3,7,248,3,5,8,250,45,0,301,0,0,0,0,5,0,0,0,5,0,5,8,1786,246,38,19,2093,34,6,39,2131,139,3,2271,991,105,23,0,1119,13,0,19,1137,66,3,1206,1013,132,11,3,1164,11,3,16,1178,46,0,1229
20902,335,3,6,15,353,79,0,433,3,0,0,3,3,0,0,0,3,0,4,7,1384,248,41,27,1700,46,10,53,1750,140,7,1903,330,48,12,6,393,9,0,10,408,24,0,429,400,69,13,7,487,3,3,6,494,16,0,509,21,3,6,0,29,0,0,0,32,3,0,35,0,0,0,0,3,0,0,0,3,0,0,3,758,124,26,7,917,13,4,18,933,46,0,987,4,5,0,0,9,0,0,0,12,3,0,10,12,7,0,0,22,3,0,3,24,0,0,24,18,9,0,0,27,4,0,4,29,3,0,30,770,132,26,9,939,16,4,17,962,54,0,1018,140,37,8,3,191,4,0,4,191,55,0,253,0,0,0,4,6,0,0,0,6,0,0,6,915,173,37,17,1140,21,4,23,1160,105,6,1274,430,52,14,3,501,15,0,12,509,42,0,552,490,105,8,8,608,10,0,10,621,31,4,645
20903,265,3,0,3,269,22,0,290,9,0,0,0,5,0,0,0,5,0,5,13,1906,244,39,26,2214,21,4,25,2240,77,10,2325,533,51,6,4,592,5,0,3,598,27,0,621,633,91,9,0,740,0,0,4,740,20,0,758,27,7,4,0,36,0,0,0,36,0,0,36,0,0,0,3,8,0,0,0,8,0,0,9,1198,149,24,9,1375,11,4,9,1385,43,0,1425,5,0,0,0,3,0,0,0,3,0,0,3,16,0,0,0,18,0,0,0,18,0,0,18,19,3,0,0,21,0,0,0,23,0,0,24,1212,146,21,9,1398,11,4,13,1404,45,0,1454,158,19,3,0,184,0,0,0,184,12,0,194,6,0,0,0,5,0,0,0,5,0,0,5,1372,167,26,14,1580,11,4,13,1594,58,0,1649,754,76,13,5,845,11,0,11,860,29,0,889,759,110,9,14,897,3,0,7,899,29,0,926
20904,1429,71,17,87,1513,423,8,1943,13,3,0,19,33,0,0,0,33,3,29,62,5525,927,157,151,6756,174,44,216,6973,694,49,7722,1186,154,19,8,1376,27,0,26,1399,87,8,1491,1245,222,39,9,1520,24,0,26,1545,87,0,1638,77,19,10,0,107,6,0,6,109,15,0,120,17,4,0,24,42,0,0,0,41,5,0,51,2530,397,75,41,3042,53,7,55,3099,193,8,3293,26,4,0,0,32,9,0,9,43,3,0,45,59,11,5,5,72,11,4,14,89,10,0,95,83,17,3,5,108,18,4,17,123,8,0,135,2613,412,77,43,3144,70,7,79,3222,196,8,3430,552,153,23,24,756,39,13,48,803,324,3,1130,4,0,0,8,16,0,0,0,16,0,25,39,3178,560,108,80,3916,105,18,124,4039,519,36,4603,1575,208,23,8,1818,35,9,45,1856,117,5,1977,1536,283,34,14,1865,31,0,35,1904,126,0,2028
