SA3_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
21103,5,73,0,76,..,100,0,99,0,99,..,91,6,94,0,97,..,32,4,34,0,34,..,292,11,299,0,303,..,233,20,258,4,258,..,135,4,136,0,136,..,76,13,87,0,92,..,28,0,30,0,30,..,203,39,246,0,242,..,1472,679,2154,61,2218,..,8586,1842,10427,129,10560,..,205,64,269,1613,1885,43020,8787,1909,10696,1752,55463,45155,..,..,..,..,45155,..,112,0,116,0,116,..,184,31,218,0,216,..,7,0,7,0,7,..,756,222,977,12,988,..,2162,791,2953,27,2987,..,98,36,129,0,129,..,3019,1050,4065,39,4107,..,62,3,64,0,64,..,100,0,101,0,102,..,204,0,207,0,210,..,291,28,319,0,323,..,50,3,51,0,51,..,149,12,161,0,161,..,357,17,373,0,373,..,60,3,59,0,59,..,263,25,292,9,296,..,251,18,271,6,275,..,51,5,61,0,58,..,93,4,99
21104,0,65,0,65,..,141,5,145,0,148,..,71,0,76,0,76,..,36,0,34,0,34,..,312,11,321,0,321,..,134,12,145,0,145,..,183,8,190,0,190,..,51,10,65,0,65,..,27,0,32,0,32,..,322,94,412,4,418,..,508,90,598,19,618,..,9505,1797,11304,121,11420,..,106,19,123,859,987,18027,9611,1818,11423,980,30431,18652,..,..,..,..,18652,..,25,0,29,0,29,..,103,11,110,0,109,..,6,5,8,0,8,..,1385,456,1840,16,1855,..,3263,1152,4418,62,4478,..,157,53,211,0,211,..,4802,1663,6466,75,6541,..,50,9,61,3,64,..,69,0,72,0,72,..,120,0,117,0,117,..,535,81,616,6,624,..,72,5,77,0,77,..,151,9,162,0,163,..,410,16,430,4,435,..,101,4,110,0,110,..,231,21,262,0,256,..,290,16,305,0,306,..,138,5,144,3,143,..,90,4,87
21105,6,59,0,67,..,41,9,42,0,47,..,69,4,73,0,73,..,26,0,28,0,28,..,192,14,205,0,206,..,147,11,156,4,161,..,40,0,44,0,44,..,50,6,60,0,59,..,23,0,23,0,23,..,60,10,73,0,73,..,1334,415,1750,34,1786,..,4993,842,5835,75,5907,..,232,35,272,2709,2976,67883,5228,876,6105,2779,76764,69250,..,..,..,..,69250,..,94,4,99,0,95,..,84,8,94,0,94,..,10,0,10,0,10,..,162,33,194,5,196,..,520,157,678,5,676,..,25,0,32,0,32,..,709,191,899,4,905,..,59,3,66,0,63,..,143,3,147,0,146,..,358,8,365,0,369,..,179,21,200,0,203,..,17,0,21,0,21,..,31,0,30,0,30,..,155,11,169,3,169,..,25,10,37,0,37,..,119,10,124,0,124,..,113,6,116,0,120,..,17,0,18,0,18,..,40,4,40
21201,3,165,3,172,..,64,5,63,3,65,..,207,9,215,3,219,..,57,4,65,0,65,..,487,26,515,10,523,..,277,28,307,0,312,..,290,26,317,0,320,..,45,12,55,0,56,..,55,0,53,0,54,..,77,18,92,0,99,..,1710,303,2006,40,2047,..,9199,1078,10284,130,10410,..,215,38,249,2710,2960,44987,9414,1120,10528,2843,58360,46276,..,..,..,..,46276,..,68,3,74,0,74,..,350,36,385,3,394,..,0,0,0,0,0,..,90,26,113,0,113,..,338,137,477,3,481,..,23,14,34,0,40,..,448,174,624,0,632,..,106,16,124,0,117,..,154,4,159,0,159,..,128,4,134,0,132,..,132,21,154,0,154,..,137,12,153,0,151,..,247,21,265,5,267,..,415,23,439,4,439,..,50,6,58,0,58,..,1394,195,1596,14,1609,..,923,88,1008,7,1013,..,341,18,365,13,371,..,83,13,97
21202,7,227,4,229,..,209,20,227,5,228,..,258,6,261,3,269,..,162,11,174,4,172,..,847,45,889,9,898,..,566,66,628,8,636,..,1031,107,1139,4,1141,..,55,13,66,4,69,..,310,55,364,0,364,..,446,121,565,3,568,..,5682,1253,6937,89,7027,..,22953,3566,26516,259,26779,..,478,109,580,3026,3605,37910,23423,3679,27099,3284,68289,37979,..,..,..,..,37979,..,114,0,113,0,113,..,1074,183,1255,10,1265,..,11,0,11,0,11,..,486,141,626,4,629,..,1683,789,2469,30,2499,..,245,84,331,0,329,..,2408,1019,3432,33,3466,..,376,65,436,0,438,..,324,12,335,5,337,..,130,0,127,0,135,..,656,92,746,4,750,..,227,10,241,0,241,..,246,18,270,6,271,..,870,40,910,4,918,..,47,0,54,0,54,..,942,102,1048,8,1053,..,2051,132,2185,12,2199,..,548,73,631,5,632,..,180,13,196
21203,26,900,4,906,..,223,19,240,6,242,..,1049,16,1067,5,1070,..,316,22,336,5,336,..,2456,84,2543,13,2555,..,790,98,891,4,898,..,1800,132,1927,27,1954,..,130,36,167,0,163,..,411,68,473,6,480,..,570,203,770,4,777,..,10233,2132,12359,188,12553,..,42716,5636,48352,573,48928,..,815,202,1019,4794,5812,59009,43531,5835,49371,5367,113748,58898,..,..,..,..,58898,..,131,0,131,0,132,..,1172,169,1338,10,1350,..,11,0,11,0,11,..,365,127,498,4,503,..,1197,569,1765,4,1770,..,190,62,250,0,249,..,1754,761,2512,6,2519,..,176,27,202,0,207,..,579,21,595,5,607,..,135,0,137,4,139,..,532,79,616,0,616,..,317,15,334,3,335,..,1065,119,1180,15,1199,..,2171,138,2310,20,2334,..,278,47,321,7,330,..,6087,736,6824,83,6906,..,3807,293,4100,53,4154,..,771,137,908,14,919,..,446,36,479
21204,14,504,3,511,..,359,96,451,4,455,..,569,17,590,4,592,..,792,335,1121,13,1136,..,2212,454,2672,32,2699,..,612,130,740,15,758,..,1522,180,1697,17,1720,..,173,96,266,3,269,..,696,156,852,3,861,..,6518,2757,9274,63,9338,..,8233,2225,10455,123,10579,..,46256,12573,58825,520,59350,..,814,298,1114,4783,5892,32826,47073,12871,59941,5305,98076,30200,..,..,..,..,30200,..,50,0,53,0,53,..,1258,273,1533,10,1541,..,4,0,4,0,4,..,1658,1024,2681,13,2697,..,2836,1526,4352,37,4391,..,583,374,961,0,964,..,5076,2918,7995,53,8049,..,342,84,432,3,435,..,438,24,465,0,463,..,128,10,135,0,135,..,2652,890,3543,34,3581,..,375,25,402,5,409,..,452,53,500,5,510,..,1303,98,1400,11,1412,..,176,16,192,3,200,..,2472,212,2687,25,2711,..,1895,162,2055,15,2066,..,707,88,802,6,809,..,241,7,247
21205,0,214,0,212,..,691,43,731,9,739,..,237,5,246,8,251,..,210,11,224,3,225,..,1343,62,1410,16,1425,..,447,37,492,0,493,..,1546,32,1575,8,1586,..,129,21,151,3,152,..,139,16,159,0,159,..,1332,211,1545,8,1557,..,2762,263,3024,52,3076,..,40106,6445,46551,367,46917,..,341,67,405,3556,3968,40311,40446,6510,46956,3927,91189,38959,..,..,..,..,38959,..,67,0,67,0,67,..,612,51,663,4,667,..,3,0,3,0,3,..,3528,952,4481,22,4502,..,10857,3925,14781,109,14890,..,589,163,752,6,757,..,14978,5038,20021,134,20152,..,213,36,250,3,255,..,348,13,362,0,369,..,234,5,237,0,240,..,3913,1006,4921,30,4949,..,488,23,516,0,513,..,626,47,674,3,679,..,1802,76,1874,9,1884,..,235,9,243,0,243,..,760,58,817,7,821,..,2374,116,2486,12,2505,..,330,23,353,3,355,..,541,11,548
21301,18,863,7,876,..,119,17,137,3,134,..,1255,33,1288,9,1298,..,193,15,208,0,208,..,2413,87,2499,20,2516,..,1001,177,1173,9,1188,..,488,94,579,6,586,..,111,18,130,0,131,..,862,180,1044,6,1051,..,11517,5133,16645,142,16795,..,7636,1836,9465,118,9583,..,42041,10963,53004,464,53472,..,602,172,771,5604,6375,33432,42642,11134,53775,6069,93284,31142,..,..,..,..,31142,..,17,0,20,0,19,..,1715,380,2094,3,2106,..,9,0,9,0,9,..,1300,718,2025,8,2033,..,928,464,1394,12,1409,..,413,234,648,0,650,..,2649,1419,4068,21,4086,..,1131,303,1434,11,1446,..,102,13,108,0,108,..,128,11,136,0,140,..,1768,488,2256,12,2265,..,196,19,215,0,215,..,79,3,81,0,82,..,732,71,802,3,803,..,432,29,458,3,466,..,1753,181,1935,16,1956,..,391,32,424,0,428,..,570,85,650,6,661,..,88,9,100
21302,4,111,0,111,..,143,14,156,0,157,..,132,3,138,0,143,..,47,3,48,0,52,..,429,23,455,6,456,..,306,39,342,0,348,..,84,0,87,0,87,..,57,6,66,3,62,..,59,7,66,3,72,..,595,185,778,11,794,..,1337,169,1506,34,1543,..,8853,1363,10222,121,10343,..,177,36,211,1732,1940,29899,9032,1398,10427,1855,42182,30479,..,..,..,..,30479,..,43,0,43,3,45,..,1163,190,1347,10,1354,..,6,0,6,0,6,..,313,107,421,0,420,..,476,131,607,4,615,..,56,15,72,0,72,..,843,253,1098,7,1105,..,330,63,397,3,396,..,151,9,158,0,157,..,196,3,198,6,199,..,941,238,1185,0,1183,..,41,0,45,0,45,..,45,0,52,0,52,..,262,13,281,0,286,..,46,0,49,0,49,..,148,19,174,0,174,..,41,0,43,0,43,..,76,9,80,0,80,..,56,0,59
21303,3,130,5,132,..,122,14,132,0,129,..,238,8,242,5,243,..,47,10,54,0,54,..,529,28,558,7,564,..,674,84,753,11,760,..,123,3,134,0,134,..,67,11,81,0,81,..,155,27,179,0,179,..,3427,1110,4541,41,4583,..,1988,266,2247,49,2293,..,12938,2743,15673,171,15849,..,187,42,233,2204,2430,24434,13121,2781,15905,2373,42713,23808,..,..,..,..,23808,..,13,0,13,0,13,..,292,57,346,6,349,..,15,0,15,0,15,..,879,426,1308,10,1310,..,791,286,1075,8,1092,..,128,38,170,0,170,..,1790,761,2549,18,2570,..,199,52,246,0,246,..,117,3,121,8,126,..,125,3,129,8,126,..,640,220,865,0,869,..,173,26,201,3,204,..,114,13,134,0,133,..,228,19,247,0,245,..,222,12,231,7,234,..,118,7,119,3,121,..,58,0,58,0,62,..,143,19,157,6,166,..,45,0,47
21304,24,935,12,941,..,133,8,142,3,146,..,1313,36,1347,8,1356,..,171,19,186,3,191,..,2528,79,2607,20,2633,..,860,107,969,10,975,..,609,50,659,10,670,..,86,15,102,0,102,..,582,67,647,5,660,..,1569,555,2124,12,2140,..,5892,958,6850,117,6972,..,30642,3647,34291,402,34694,..,566,124,690,6423,7118,56923,31212,3774,34979,6829,98729,57873,..,..,..,..,57873,..,60,0,60,0,60,..,1630,225,1851,12,1862,..,15,0,15,0,15,..,329,107,429,5,434,..,571,196,762,6,772,..,260,78,340,0,344,..,1159,380,1531,11,1547,..,656,89,738,4,749,..,126,7,134,0,133,..,128,5,133,0,128,..,751,90,845,4,849,..,439,59,502,6,507,..,268,27,291,3,295,..,1644,119,1764,16,1784,..,182,48,235,3,237,..,4514,561,5075,82,5151,..,688,55,747,5,745,..,1079,127,1207,9,1214,..,227,13,240
21305,40,1298,21,1317,..,871,59,932,13,945,..,1652,47,1702,16,1720,..,452,39,487,3,493,..,4232,180,4411,56,4466,..,1008,118,1129,17,1142,..,2064,80,2143,49,2186,..,196,45,239,4,245,..,189,30,222,0,221,..,1142,320,1457,13,1472,..,12431,2187,14612,306,14917,..,65684,7513,73194,1041,74237,..,903,181,1083,8864,9952,65775,66583,7697,74278,9909,149962,64789,..,..,..,..,64789,..,244,8,249,0,257,..,2465,358,2829,26,2852,..,23,4,22,0,22,..,1064,316,1374,7,1387,..,3901,1604,5509,59,5565,..,190,63,252,0,252,..,5145,1984,7133,68,7197,..,280,31,311,0,312,..,310,22,326,0,333,..,149,13,162,0,165,..,654,97,749,0,752,..,1787,149,1939,24,1960,..,2968,310,3274,35,3315,..,6440,450,6896,66,6962,..,793,83,874,13,884,..,8425,896,9321,134,9451,..,1090,73,1168,8,1176,..,3572,343,3916,67,3982,..,982,67,1048
21401,3,152,0,152,..,52,0,56,0,56,..,151,4,153,0,154,..,41,0,39,0,39,..,391,11,402,9,408,..,260,37,292,3,298,..,158,11,162,0,162,..,89,9,99,0,100,..,83,13,92,0,92,..,104,22,131,0,132,..,1116,181,1296,40,1339,..,6285,841,7124,105,7225,..,264,21,281,3324,3608,57204,6543,861,7404,3427,68038,59216,..,..,..,..,59216,..,134,0,134,0,137,..,233,34,267,0,271,..,9,0,9,0,9,..,192,41,231,3,234,..,529,241,772,5,776,..,24,12,37,0,42,..,741,299,1046,12,1051,..,113,20,133,0,132,..,185,5,194,4,194,..,219,3,226,3,232,..,546,84,626,7,633,..,16,0,17,0,20,..,29,3,30,0,30,..,204,16,214,0,219,..,37,0,41,0,41,..,146,15,165,6,169,..,105,14,122,0,127,..,27,0,28,0,28,..,35,0,41
21402,0,54,0,54,..,34,0,34,0,41,..,44,0,48,0,48,..,14,0,14,0,14,..,147,5,151,0,152,..,197,11,211,0,212,..,25,0,25,0,25,..,53,5,60,0,61,..,32,9,41,0,41,..,42,7,53,0,53,..,546,74,619,11,623,..,3844,382,4229,66,4293,..,200,10,207,4218,4429,72957,4044,395,4436,4285,81681,77708,..,..,..,..,77708,..,75,3,73,0,72,..,83,7,91,0,87,..,6,0,10,0,10,..,77,14,89,3,88,..,212,62,273,0,281,..,11,0,8,0,8,..,296,73,375,6,378,..,139,23,158,0,159,..,187,7,196,0,198,..,321,4,322,0,323,..,533,112,641,17,657,..,0,0,0,0,0,..,9,0,9,0,9,..,39,5,44,0,44,..,13,0,13,0,13,..,52,0,54,0,54,..,19,0,19,0,19,..,0,0,0,0,0,..,9,0,9
21501,0,49,0,51,..,8,0,9,0,9,..,50,0,55,0,55,..,21,3,25,0,21,..,124,6,131,4,134,..,21,3,22,0,22,..,17,0,14,0,14,..,11,0,9,0,10,..,13,0,16,0,16,..,22,0,27,0,28,..,309,119,431,6,440,..,1144,237,1383,23,1398,..,54,14,62,2742,2803,26157,1200,246,1446,2756,30363,26543,..,..,..,..,26543,..,24,0,26,0,26,..,19,3,20,0,21,..,0,0,0,0,0,..,16,3,22,0,19,..,82,62,147,0,147,..,5,0,5,0,5,..,104,70,170,3,172,..,8,3,10,0,10,..,26,3,31,0,31,..,35,0,37,0,37,..,20,3,28,0,24,..,11,0,13,0,13,..,19,0,22,0,22,..,19,4,23,0,23,..,39,0,45,0,47,..,70,4,77,0,77,..,18,0,19,0,19,..,30,3,31,0,31,..,8,0,8
21502,4,45,0,41,..,10,10,20,0,20,..,52,6,53,0,53,..,126,58,184,0,193,..,236,72,304,4,307,..,17,0,24,0,24,..,35,11,50,3,49,..,21,45,66,5,74,..,157,67,222,0,222,..,108,91,199,7,207,..,558,186,739,13,754,..,2552,971,3523,67,3589,..,105,16,121,2183,2307,22140,2655,988,3647,2252,28040,23371,..,..,..,..,23371,..,36,0,36,0,36,..,28,9,39,0,39,..,15,0,15,0,15,..,51,25,75,0,75,..,227,196,423,3,425,..,8,7,7,0,7,..,278,226,504,3,510,..,36,7,41,0,41,..,14,7,21,0,17,..,37,0,40,0,40,..,122,26,153,0,149,..,18,0,18,0,18,..,19,0,20,0,21,..,32,0,29,0,29,..,29,6,33,0,33,..,160,28,180,3,187,..,23,0,24,0,24,..,9,0,9,0,9,..,3,0,3
21503,0,39,0,45,..,32,13,44,0,42,..,49,3,55,0,57,..,135,107,251,5,252,..,255,126,388,5,392,..,12,0,12,0,12,..,11,0,15,0,15,..,25,33,59,0,59,..,5,0,5,0,5,..,88,102,196,4,202,..,325,144,465,17,484,..,1362,642,2010,36,2045,..,67,29,93,1592,1687,15515,1431,669,2102,1633,19246,15532,..,..,..,..,15532,..,35,0,35,0,38,..,11,4,16,0,14,..,18,3,16,0,16,..,21,9,35,0,35,..,97,121,224,0,221,..,9,13,22,0,22,..,125,144,277,0,275,..,0,0,0,0,0,..,15,0,16,0,16,..,20,0,20,0,20,..,32,3,33,0,35,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,9,0,9,..,21,0,21,0,21,..,96,17,114,0,114,..,20,0,20,0,20,..,17,0,19,0,15,..,6,0,6
21601,0,64,0,64,..,4,0,9,0,9,..,35,0,36,0,38,..,12,3,13,0,13,..,117,9,123,0,126,..,10,0,10,0,10,..,7,0,5,0,5,..,8,14,17,0,17,..,5,3,4,0,4,..,10,3,16,0,16,..,86,15,104,3,111,..,617,91,710,14,725,..,67,5,67,1292,1369,17101,678,96,777,1311,19192,17590,..,..,..,..,17590,..,13,0,13,0,13,..,10,0,11,0,11,..,18,0,18,0,18,..,11,4,13,0,13,..,25,22,45,0,49,..,0,0,3,0,3,..,35,23,60,0,60,..,0,0,0,0,0,..,13,0,17,0,17,..,21,0,22,0,23,..,16,4,22,0,24,..,7,0,5,0,5,..,0,0,0,0,0,..,14,0,11,0,11,..,14,3,14,0,14,..,23,4,28,0,28,..,33,7,33,0,33,..,7,0,7,0,7,..,0,0,0
21602,0,23,0,23,..,3,0,5,0,5,..,29,0,29,0,32,..,49,15,63,4,70,..,105,15,118,5,124,..,9,0,13,0,13,..,10,0,10,0,10,..,10,9,19,0,19,..,0,0,5,0,5,..,4,3,10,0,10,..,86,17,97,0,103,..,620,167,785,12,798,..,51,3,51,1088,1136,13302,668,168,833,1101,15234,13412,..,..,..,..,13412,..,3,0,3,0,3,..,17,5,31,0,31,..,8,0,8,0,8,..,12,9,21,0,21,..,49,53,104,0,105,..,0,3,5,0,5,..,64,64,132,0,131,..,11,0,9,0,9,..,6,0,6,0,6,..,23,0,23,0,23,..,8,0,7,0,11,..,0,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,60,7,71,0,70,..,10,0,12,0,12,..,10,0,10,0,10,..,0,0,0
21603,0,124,0,124,..,23,4,31,5,36,..,116,0,116,0,120,..,102,62,165,4,174,..,364,73,437,14,448,..,30,9,39,0,39,..,66,9,75,0,75,..,31,19,49,0,49,..,184,64,249,0,255,..,38,7,43,0,46,..,992,388,1379,28,1408,..,4777,1139,5910,98,6006,..,133,29,164,2620,2783,25123,4910,1168,6077,2713,33914,25789,..,..,..,..,25789,..,29,0,27,0,27,..,473,205,685,5,686,..,45,0,45,5,51,..,36,16,53,0,53,..,213,148,362,11,375,..,4,4,10,0,10,..,261,165,426,11,439,..,13,0,17,0,19,..,22,0,22,0,22,..,44,3,41,3,48,..,95,16,118,0,118,..,30,0,30,0,30,..,73,15,96,0,94,..,83,13,90,0,90,..,40,15,55,0,55,..,580,119,702,5,703,..,71,4,77,3,76,..,88,9,91,0,91,..,34,0,34
21701,0,17,0,17,..,4,0,4,0,4,..,10,0,10,0,10,..,4,0,4,0,4,..,36,0,36,0,36,..,12,0,12,0,15,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,8,6,14,0,14,..,87,11,97,9,109,..,440,42,475,16,491,..,54,0,54,1146,1200,16512,495,39,535,1157,18201,16835,..,..,..,..,16835,..,28,0,28,0,28,..,8,0,10,0,9,..,6,0,6,0,6,..,5,0,5,0,7,..,28,4,36,0,38,..,5,0,7,0,7,..,42,9,48,0,49,..,5,4,10,0,10,..,14,0,14,0,14,..,28,0,28,0,28,..,15,0,16,0,15,..,6,0,10,0,10,..,0,0,0,0,0,..,11,0,11,0,11,..,27,0,27,0,27,..,23,0,23,0,23,..,11,0,11,0,11,..,5,0,5,0,5,..,0,0,0
21703,0,34,0,34,..,10,0,12,0,14,..,23,0,23,0,23,..,13,0,23,0,23,..,86,7,92,0,93,..,29,4,32,0,32,..,9,0,9,0,9,..,5,0,6,0,6,..,5,0,5,0,5,..,18,4,17,0,17,..,137,29,171,8,175,..,685,191,877,11,891,..,46,3,49,1284,1338,17096,731,197,925,1297,19320,17081,..,..,..,..,17081,..,5,0,5,0,5,..,17,0,17,0,18,..,0,0,0,0,0,..,14,0,14,0,14,..,85,85,169,0,169,..,3,6,10,0,10,..,102,92,190,0,190,..,0,0,0,0,0,..,23,0,23,0,23,..,27,0,29,0,31,..,22,5,26,0,26,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,8,0,8,..,16,0,16,0,13,..,17,0,18,0,18,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0
21704,0,54,0,58,..,20,0,19,0,19,..,31,0,31,0,31,..,44,8,54,0,53,..,152,7,159,5,157,..,27,0,25,0,25,..,12,6,17,0,17,..,24,11,28,0,28,..,10,0,10,3,9,..,42,26,68,0,68,..,142,30,170,8,185,..,902,190,1092,17,1113,..,56,9,64,1481,1542,22961,960,198,1153,1504,25622,24456,..,..,..,..,24456,..,39,0,35,0,39,..,28,0,31,0,31,..,9,0,9,0,9,..,17,3,15,0,15,..,96,72,169,9,174,..,6,0,7,0,7,..,117,73,188,9,193,..,5,0,5,0,5,..,34,0,34,0,34,..,35,0,35,0,34,..,16,0,16,0,16,..,0,0,4,0,4,..,5,0,5,0,5,..,20,0,20,0,20,..,18,0,15,0,17,..,21,4,33,0,33,..,45,0,47,7,52,..,5,0,5,0,5,..,6,0,6
