SA3_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
20902,0,8,1978,1983,38,208,2786,3029,1778,2084,4546,8409,3462,1374,2146,6978,3102,747,1943,5797,2384,341,1653,4381,1801,128,1053,2982,1382,35,573,1991,521,4,342,871,14467,4932,17023,36417,3,11,1883,1894,125,280,2403,2814,2415,2312,3587,8313,3556,1399,2254,7209,3095,710,2215,6026,2322,285,2160,4765,1763,89,1619,3471,1071,24,1506,2599,199,0,1053,1257,14538,5119,18691,38338,3,18,3857,3876,161,488,5191,5844,4197,4396,8134,16724,7017,2770,4400,14187,6201,1460,4163,11826,4701,628,3813,9141,3560,217,2675,6454,2446,56,2087,4588,722,10,1387,2122,29006,10050,35706,74765
20903,0,0,2408,2409,17,79,1904,2002,748,641,1458,2838,2499,592,611,3709,3549,598,707,4855,3457,435,698,4586,2499,194,479,3166,1086,46,230,1368,154,5,99,251,14004,2597,8590,25188,0,4,2238,2239,23,86,1657,1771,1021,726,1100,2844,2867,618,618,4099,3672,620,960,5254,3400,375,960,4741,2272,145,884,3306,770,22,556,1347,77,3,258,335,14100,2602,9231,25932,0,6,4641,4649,41,170,3559,3771,1766,1363,2557,5686,5367,1209,1236,7812,7219,1219,1669,10109,6852,812,1660,9327,4769,339,1361,6471,1852,74,787,2715,229,9,354,591,28106,5199,17824,51120
20904,0,17,7067,7084,141,533,7006,7670,6432,3195,8663,18288,13474,1934,4015,19418,9570,1227,3536,14330,7837,724,2760,11323,6315,269,1658,8242,3112,72,859,4043,685,15,386,1078,47555,7990,35946,91490,3,47,6555,6610,411,738,5808,6957,9200,3397,6451,19051,13483,1836,4205,19525,9186,1174,4523,14880,7504,647,4307,12461,5627,181,3483,9294,2054,50,2386,4492,288,9,1066,1364,47755,8083,38789,94628,3,67,13619,13692,543,1269,12815,14630,15638,6591,15109,37342,26951,3774,8215,38944,18751,2397,8059,29212,15339,1370,7072,23785,11937,454,5146,17540,5169,122,3250,8540,974,23,1449,2438,95314,16071,74731,186121
21001,0,4,1806,1810,10,59,1600,1669,826,686,1767,3280,2541,452,850,3844,2657,354,1011,4023,2240,208,786,3237,2056,73,514,2641,1629,30,363,2023,497,5,240,739,12455,1868,8933,23258,0,7,1641,1648,16,102,1338,1457,1189,734,1343,3269,2715,439,874,4024,2728,311,1191,4229,2261,186,1184,3630,2133,59,1133,3323,1255,18,1167,2444,181,3,740,930,12478,1856,10612,24949,0,14,3444,3460,29,163,2939,3126,2014,1423,3106,6548,5262,894,1726,7875,5387,662,2202,8250,4503,397,1968,6866,4183,137,1650,5964,2889,49,1533,4461,677,6,981,1671,24938,3732,19547,48209
21002,0,3,1109,1110,6,54,648,703,433,422,496,1343,1348,325,257,1927,1522,340,338,2203,1462,203,374,2039,1141,98,293,1527,597,31,177,798,72,0,52,128,6573,1475,3739,11787,0,6,967,972,6,70,538,621,575,439,426,1435,1499,359,327,2186,1627,319,472,2423,1417,184,457,2069,1079,68,477,1622,387,11,333,735,36,0,125,162,6630,1463,4122,12214,0,15,2067,2079,12,122,1183,1324,1003,857,911,2777,2847,687,581,4115,3155,660,811,4626,2878,391,832,4105,2216,159,770,3148,981,39,512,1537,107,0,179,291,13207,2930,7860,23997
21003,0,3,1852,1854,75,156,2481,2715,2112,1514,3540,7164,3865,871,1405,6144,2595,468,1287,4349,1970,253,1166,3387,1281,87,732,2097,1009,27,372,1410,504,0,318,828,13411,3375,13155,29939,4,4,1661,1671,219,236,1864,2311,2934,1579,2404,6918,3734,792,1503,6029,2489,440,1589,4516,1839,202,1571,3613,1203,57,1213,2473,848,18,1244,2107,227,3,965,1196,13492,3333,14015,30840,4,7,3514,3520,290,389,4345,5033,5049,3090,5941,14080,7595,1657,2911,12173,5081,902,2881,8866,3813,456,2738,6999,2483,142,1940,4571,1854,43,1621,3520,731,0,1290,2027,26902,6703,27177,60783
21004,0,7,1297,1300,14,123,1177,1319,959,957,1235,3160,1742,493,627,2859,1701,349,642,2691,1694,205,586,2488,1236,79,407,1722,540,27,191,767,122,4,95,224,8026,2248,6259,16527,0,4,1193,1199,30,203,975,1213,1254,991,1055,3297,1845,470,718,3035,1746,329,866,2947,1657,193,888,2735,1116,69,774,1960,385,14,504,901,63,0,244,310,8089,2282,7220,17590,0,12,2488,2504,45,331,2153,2528,2216,1948,2286,6453,3588,965,1344,5889,3452,678,1511,5635,3349,400,1473,5222,2354,152,1178,3685,927,42,699,1666,187,0,339,533,16115,4524,13474,34118
21005,4,10,6176,6193,196,280,6411,6890,5982,1837,8072,15897,10912,954,3198,15059,7460,652,2576,10690,6562,472,2211,9244,4278,165,1212,5659,2026,43,630,2696,359,0,250,610,37777,4421,30735,72938,15,39,5852,5907,592,457,5325,6372,8993,1884,5450,16326,10588,939,3292,14815,7223,658,3395,11281,5763,379,3217,9361,3541,127,2529,6195,1164,24,1703,2895,139,0,705,843,38016,4507,31475,73998,16,49,12033,12098,791,737,11735,13264,14976,3722,13529,32227,21498,1896,6486,29880,14689,1310,5975,21969,12318,851,5426,18597,7821,300,3737,11859,3188,64,2333,5584,496,0,951,1456,75796,8928,62209,146935
21101,4,12,4664,4673,39,339,4403,4777,2621,2018,4836,9480,6920,1150,2316,10381,6651,962,2271,9893,6771,652,1996,9423,5435,294,1334,7063,2749,76,813,3638,588,12,417,1014,31775,5518,23053,60345,3,24,4264,4284,80,473,3785,4340,3607,2219,3860,9682,7498,1146,2348,10994,6945,919,2978,10841,6621,566,3072,10265,4847,213,2943,8003,2044,63,2242,4348,281,10,1146,1437,31922,5628,26634,64183,4,31,8925,8955,116,816,8182,9118,6229,4238,8695,19167,14412,2296,4666,21380,13595,1881,5248,20731,13390,1218,5075,19682,10284,503,4277,15062,4794,136,3061,7987,867,22,1560,2453,63700,11146,49690,124531
21102,0,0,1059,1059,3,19,827,852,215,116,562,887,912,132,195,1239,1550,143,245,1937,1484,97,221,1804,1045,54,178,1282,592,12,122,726,132,0,71,211,5943,572,3480,9996,0,3,928,931,3,23,751,782,336,126,428,891,1098,118,227,1436,1646,150,351,2150,1398,84,326,1811,1003,30,342,1375,444,13,360,808,53,0,160,213,5979,547,3868,10398,0,4,1990,1995,7,49,1581,1634,550,238,983,1777,2010,248,424,2679,3197,291,601,4092,2876,187,541,3607,2048,85,516,2649,1033,27,473,1537,186,0,238,424,11920,1121,7352,20391
21103,0,17,3236,3252,41,234,2856,3131,2174,1732,2952,6858,5180,968,1585,7730,4548,732,1678,6960,4043,461,1580,6094,3217,230,1011,4466,1910,85,561,2560,476,9,303,793,21596,4475,15766,41840,7,28,2899,2931,77,350,2460,2888,2921,1850,2535,7309,5493,885,1896,8282,4544,734,2342,7618,3983,405,2359,6752,3039,175,2239,5450,1473,49,1731,3253,230,3,953,1192,21766,4489,19421,45676,4,48,6136,6183,118,593,5313,6023,5099,3580,5489,14164,10672,1848,3480,16005,9095,1465,4018,14584,8034,870,3937,12843,6256,410,3252,9919,3382,135,2290,5811,708,18,1261,1983,43364,8966,35186,87513
21104,0,7,1827,1833,14,93,1724,1832,1101,663,1772,3530,3083,362,766,4207,2793,304,878,3969,2256,139,763,3162,1993,94,546,2630,1330,38,358,1728,371,8,204,582,12930,1706,8841,23480,0,7,1631,1640,31,134,1412,1583,1495,684,1344,3514,3371,379,895,4650,2809,278,1226,4309,2178,137,1191,3498,1877,58,1207,3142,1105,23,1145,2274,159,0,648,810,13017,1711,10687,25419,0,14,3461,3477,48,228,3138,3411,2593,1346,3108,7052,6452,743,1661,8853,5595,585,2099,8281,4429,284,1954,6661,3869,153,1754,5775,2437,61,1497,3999,527,7,854,1392,25956,3413,19530,48902
21105,0,23,4609,4627,43,348,3715,4112,2723,2550,3529,8801,5747,1604,1935,9293,6098,1408,2241,9745,6019,972,2104,9096,5069,434,1556,7056,2667,139,900,3706,530,9,349,891,28898,7483,20943,57325,0,42,4174,4211,87,516,3233,3833,3507,2771,2808,9084,6244,1582,2121,9943,6289,1374,2730,10392,5988,839,2883,9708,4733,353,2782,7867,1935,77,2010,4022,259,8,916,1179,29045,7555,23652,60250,0,62,8776,8846,133,864,6954,7951,6227,5319,6334,17883,11990,3190,4055,19234,12385,2781,4973,20146,12012,1807,4990,18808,9800,785,4332,14921,4602,215,2909,7729,794,15,1266,2067,57941,15037,44589,117576
21201,0,14,3564,3573,56,453,2805,3312,3012,2324,2986,8320,5584,1082,1488,8161,4335,815,1499,6647,3478,528,1265,5264,2659,196,874,3736,1428,81,473,1980,272,11,186,462,20819,5496,15134,41450,0,25,3235,3264,137,645,2411,3192,4089,2367,2635,9099,5608,1068,1731,8408,4256,799,1949,7000,3326,471,1848,5641,2476,160,1608,4245,990,40,1120,2154,124,3,482,610,21008,5572,17027,43604,0,38,6798,6839,194,1097,5216,6502,7100,4689,5628,17418,11189,2156,3215,16561,8593,1609,3445,13650,6798,992,3107,10902,5140,354,2479,7975,2414,114,1593,4125,392,15,665,1070,41830,11071,32154,85055
21202,0,11,4416,4425,73,250,4191,4510,2575,1388,4549,8519,6156,806,2066,9031,6038,618,1789,8449,5618,480,1577,7671,3889,186,1005,5084,1853,72,550,2474,452,12,239,699,26656,3825,20379,50857,5,23,4066,4094,184,363,3442,3994,3774,1448,3257,8481,6621,797,1906,9318,6123,635,2192,8951,5261,386,2313,7956,3338,141,1994,5473,1292,49,1492,2831,191,3,836,1030,26780,3843,21496,52118,0,32,8482,8520,253,617,7627,8498,6348,2837,7806,16998,12783,1595,3973,18352,12161,1254,3979,17398,10870,869,3887,15628,7223,324,3000,10551,3145,123,2041,5307,641,10,1080,1734,53432,7669,41878,102974
21203,0,34,6822,6856,158,603,6486,7252,6514,3107,7197,16822,13751,1748,3046,18544,9256,1128,2405,12791,6573,678,2026,9281,4047,236,1197,5475,1742,77,619,2437,331,11,205,542,42380,7620,30000,79998,8,56,6575,6633,488,912,5578,6980,9725,3313,5359,18399,13533,1611,3161,18301,8531,1072,3287,12887,5734,548,3102,9386,3281,197,2517,5993,1160,49,1496,2706,163,9,608,782,42631,7762,31683,82068,8,89,13394,13491,651,1509,12066,14229,16247,6420,12555,35220,27284,3356,6207,36848,17796,2195,5694,25679,12309,1232,5126,18668,7327,426,3713,11465,2903,129,2113,5142,497,18,814,1321,85009,15375,61684,162065
21204,4,12,5079,5095,202,301,6306,6799,4798,1656,9896,16353,7780,955,4458,13201,6414,683,3646,10742,6082,472,3004,9553,5217,239,2082,7537,3143,80,1180,4393,823,19,486,1335,34461,4417,36137,75013,20,41,4696,4761,531,406,5059,5990,6659,1745,5960,14367,8256,974,3594,12823,6362,616,3807,10786,5652,428,3846,9920,4684,161,3622,8464,2155,51,2795,4995,335,6,1542,1886,34649,4430,34915,74001,22,54,9772,9852,734,700,11357,12799,11460,3404,15858,30723,16034,1933,8049,26025,12774,1300,7453,21527,11734,897,6844,19474,9902,393,5706,16001,5287,130,3973,9398,1161,25,2033,3219,69108,8846,71056,149011
21205,0,14,5017,5033,72,382,6912,7368,3328,2004,8497,13829,7983,882,2597,11466,7455,590,2332,10377,6360,436,1950,8748,5261,198,1309,6770,3866,77,923,4871,1239,8,666,1915,35568,4605,30208,70380,3,29,4558,4582,135,562,5422,6120,4546,1990,5259,11799,8723,835,2498,12057,7539,569,3148,11258,6112,349,2986,9448,5164,159,2710,8039,3028,35,2780,5840,552,5,1901,2455,35810,4529,31266,71599,6,45,9570,9618,214,942,12332,13494,7874,3997,13755,25625,16705,1719,5097,23526,15001,1160,5478,21635,12471,782,4939,18198,10430,358,4021,14812,6894,111,3707,10708,1798,18,2559,4370,71380,9134,61468,141982
21301,0,14,5042,5052,132,208,5966,6307,3559,1696,8990,14246,6405,1220,4104,11729,6177,816,3514,10508,6691,548,2997,10230,5649,248,1953,7851,2843,57,953,3851,614,10,399,1024,32068,4815,33922,70804,9,25,4891,4930,354,320,5027,5697,5154,1866,6089,13106,6922,1163,3731,11817,6505,807,4140,11448,6263,422,3884,10572,4930,149,3259,8340,1824,34,2315,4182,265,3,1124,1389,32223,4800,34476,71493,14,35,9934,9984,480,526,10998,12008,8711,3562,15083,27357,13326,2381,7835,23549,12683,1624,7653,21958,12954,972,6887,20805,10578,395,5218,16191,4666,93,3267,8032,875,18,1531,2418,64292,9609,68400,142298
21302,0,0,2075,2073,23,123,1854,1998,1251,1427,2341,5018,3792,1083,1252,6130,3359,770,1474,5604,3017,490,1346,4852,2214,194,992,3402,1290,60,459,1808,356,3,265,619,15306,4144,12061,31512,0,7,1981,1983,60,210,1569,1837,1822,1543,1969,5329,4051,1105,1447,6600,3434,727,1953,6115,2890,385,1839,5119,2061,151,1593,3805,905,24,1291,2218,179,0,773,954,15398,4158,14413,33967,0,8,4055,4061,80,331,3428,3836,3065,2971,4310,10350,7843,2188,2701,12729,6789,1495,3427,11718,5911,880,3185,9975,4280,342,2585,7205,2197,82,1746,4023,533,8,1036,1577,30705,8307,26476,65478
21303,0,8,1581,1599,28,223,2326,2583,1688,2417,4819,8929,3583,1489,2063,7132,2621,798,1611,5025,1944,404,1337,3683,1297,144,825,2265,658,29,342,1034,199,9,184,395,12018,5524,15100,32645,0,21,1575,1592,81,328,2025,2437,2324,2572,3848,8741,3612,1349,2120,7084,2559,650,1968,5177,1782,326,1774,3880,1096,80,1331,2504,472,21,811,1297,85,0,502,586,12003,5358,15953,33312,0,33,3159,3193,109,554,4354,5018,4014,4989,8667,17666,7193,2836,4189,14215,5175,1454,3576,10201,3723,731,3111,7574,2389,224,2151,4768,1127,50,1156,2331,282,10,687,983,24023,10879,31056,65956
21304,0,13,6074,6091,86,502,5148,5733,4825,2666,5676,13169,10697,1595,2834,15127,8014,1154,2474,11636,5440,547,1820,7809,4126,208,1349,5687,1677,72,622,2367,252,9,184,439,35115,6767,26174,68059,5,35,5855,5889,251,742,4356,5343,7175,2779,4654,14606,10755,1592,3303,15657,7452,1053,3352,11852,5060,475,2857,8389,3555,174,2519,6247,993,34,1477,2498,112,8,590,703,35354,6888,28952,71191,3,47,11932,11977,329,1245,9501,11079,12003,5451,10332,27782,21455,3193,6138,30787,15465,2201,5815,23488,10501,1018,4678,16201,7682,384,3865,11928,2666,98,2102,4868,365,15,766,1140,70470,13655,55127,139251
21305,0,39,7884,7922,191,665,8254,9112,8971,3353,10713,23036,21544,2075,4412,28029,10712,1354,3131,15195,6971,741,2491,10199,4789,278,1553,6622,1865,58,695,2621,302,9,228,532,55350,8565,39361,103271,7,72,7184,7265,577,926,6288,7791,14380,3603,7342,25326,19883,2013,4628,26513,9265,1236,4376,14878,6363,616,4043,11023,3909,190,3047,7149,1195,33,1699,2931,138,0,695,828,55713,8686,39305,103697,9,108,15069,15189,769,1593,14540,16899,23352,6958,18055,48365,41422,4085,9032,54542,19972,2590,7506,30077,13333,1353,6534,21218,8696,472,4597,13769,3060,93,2399,5553,432,9,919,1364,111060,17256,78661,206971
21401,0,32,3829,3863,34,390,3132,3546,2076,2666,3846,8594,4707,1760,2372,8840,4695,1234,2691,8621,4302,763,2468,7539,3523,279,1714,5516,1932,108,876,2911,449,18,388,854,21721,7250,21313,50282,0,59,3308,3363,76,595,2770,3445,2874,2876,3329,9077,5154,1708,2670,9531,4678,1166,3275,9116,4222,659,3342,8227,3177,255,2882,6316,1470,66,1999,3538,241,17,1063,1322,21892,7401,24640,53932,0,90,7141,7231,114,985,5897,6994,4947,5542,7174,17666,9860,3473,5046,18372,9370,2401,5966,17734,8525,1426,5810,15762,6702,535,4599,11836,3401,178,2871,6447,694,30,1451,2172,43611,14653,45952,104212
21402,0,20,4500,4520,25,324,3068,3408,1589,1976,2809,6370,4564,1405,1662,7626,5958,1397,2416,9774,6305,1090,2472,9863,6990,677,2150,9818,4675,279,1447,6404,1234,50,691,1971,31331,7221,21198,59749,3,41,4103,4146,42,492,2605,3135,2187,2168,2403,6751,5256,1443,2084,8783,6383,1495,3224,11100,6531,1032,3491,11052,6818,580,3878,11271,3745,174,3474,7402,592,25,1760,2374,31550,7453,27022,66020,3,57,8603,8662,63,810,5671,6541,3772,4143,5211,13120,9818,2850,3743,16408,12345,2895,5634,20875,12834,2123,5963,20921,13804,1258,6025,21091,8425,456,4924,13802,1820,73,2451,4348,62878,14672,48216,125771
21501,0,19,1444,1469,21,218,1059,1297,833,808,1344,2990,1466,458,732,2657,1737,390,936,3063,2446,330,1303,4074,2272,175,1114,3560,1339,54,541,1935,362,7,272,638,10482,2455,8747,21684,3,41,1262,1305,41,339,801,1185,1099,815,1144,3061,1569,440,815,2819,1960,409,1027,3395,2474,291,1254,4023,2131,137,1224,3493,1079,32,1119,2230,176,3,675,859,10532,2503,9333,22374,5,59,2713,2776,65,558,1861,2482,1935,1628,2495,6051,3035,901,1549,5480,3697,797,1960,6456,4913,623,2560,8097,4401,313,2335,7046,2420,84,1663,4161,543,9,952,1500,21011,4966,18078,44057
21502,0,20,1494,1520,34,209,1213,1450,910,821,1575,3307,1534,461,872,2868,1667,388,1004,3063,1911,292,1015,3214,1754,165,730,2642,990,47,420,1454,244,11,184,437,9047,2410,8506,19959,0,28,1403,1434,66,311,961,1340,1179,845,1420,3440,1714,472,956,3139,1828,390,1111,3321,1967,281,1165,3417,1630,128,1020,2774,713,29,866,1605,114,3,505,624,9210,2491,9400,21103,3,51,2894,2950,101,517,2171,2792,2090,1670,2995,6749,3247,935,1826,6010,3495,776,2116,6381,3883,575,2181,6634,3379,292,1748,5421,1706,78,1281,3065,358,9,692,1064,18257,4903,17904,41064
21503,0,15,904,922,17,123,711,852,557,502,907,1959,1002,238,597,1848,1058,231,657,1951,1502,224,780,2510,1435,114,706,2254,828,32,348,1208,205,4,158,366,6613,1487,5766,13861,0,20,766,783,44,203,507,754,757,485,754,1997,1088,258,545,1891,1206,229,580,2013,1536,191,720,2448,1315,82,688,2082,617,29,676,1323,96,0,424,523,6659,1499,5655,13812,0,34,1669,1708,61,328,1213,1607,1310,983,1660,3960,2088,501,1150,3734,2266,459,1240,3959,3044,421,1497,4958,2748,194,1389,4333,1451,59,1025,2528,303,3,584,895,13272,2984,11424,27678
21601,0,8,1091,1104,18,143,683,840,440,527,735,1702,908,281,477,1674,1235,295,619,2153,1582,265,714,2567,1456,135,664,2252,908,61,389,1361,214,4,171,394,6767,1726,5551,14045,0,23,930,947,25,220,588,832,598,537,684,1823,1072,283,541,1892,1368,283,707,2367,1610,253,775,2637,1356,141,773,2269,723,32,667,1420,108,8,365,479,6863,1769,6038,14669,0,26,2024,2053,45,361,1265,1674,1041,1066,1419,3525,1987,563,1017,3571,2608,583,1328,4519,3199,520,1492,5204,2815,279,1433,4524,1627,97,1057,2781,321,12,540,870,13639,3496,11585,28715
21602,0,11,770,779,21,110,461,589,360,334,642,1333,700,245,380,1322,886,226,514,1625,1137,190,623,1956,1288,138,534,1962,809,44,345,1196,189,15,139,337,5389,1306,4409,11103,0,18,685,709,28,143,375,548,484,362,535,1375,783,235,386,1406,983,225,494,1704,1253,173,595,2022,1248,110,630,1985,576,38,553,1163,101,5,292,398,5452,1316,4538,11308,0,30,1450,1490,49,254,835,1138,839,694,1182,2714,1483,479,764,2727,1872,450,1011,3328,2393,361,1222,3975,2538,251,1158,3946,1384,87,893,2364,287,17,431,732,10842,2617,8947,22407
21603,0,12,1931,1946,39,228,1424,1692,1170,928,1681,3784,2058,461,990,3506,2205,414,1211,3832,2288,315,1118,3717,2082,166,835,3074,1200,56,465,1722,286,11,183,483,11331,2590,9838,23753,3,32,1699,1733,114,326,1197,1626,1564,969,1593,4123,2230,468,1126,3823,2259,405,1240,3910,2277,304,1339,3919,1926,125,1233,3284,922,33,942,1896,124,8,511,638,11414,2662,10880,24952,3,42,3633,3682,152,553,2618,3324,2733,1897,3277,7904,4285,929,2112,7331,4466,821,2452,7741,4562,614,2458,7635,4007,289,2061,6365,2121,87,1408,3614,410,17,697,1125,22743,5252,20716,48712
21701,0,9,950,960,11,151,607,773,408,483,702,1594,820,305,465,1594,1163,271,620,2058,1538,254,777,2567,1598,145,657,2403,773,47,375,1201,182,9,142,325,6496,1681,5299,13473,0,27,819,850,34,213,418,667,543,515,557,1608,1006,276,508,1793,1264,277,688,2231,1602,226,804,2625,1413,126,818,2357,605,33,666,1309,84,3,379,466,6548,1702,5669,13910,0,44,1772,1813,40,367,1028,1442,951,994,1254,3204,1829,583,976,3387,2428,548,1312,4288,3131,481,1580,5196,3009,270,1478,4759,1385,83,1046,2511,262,9,519,792,13038,3381,10968,27390
21703,0,9,1030,1042,7,156,702,866,435,518,943,1896,958,326,524,1810,1180,313,662,2157,1470,257,830,2553,1480,159,639,2284,803,40,364,1202,196,5,135,341,6522,1780,5829,14132,0,24,875,901,13,189,520,732,593,570,670,1832,1101,311,454,1863,1261,352,657,2271,1509,226,847,2590,1390,121,772,2287,619,20,700,1335,75,6,401,481,6563,1831,5891,14289,0,30,1906,1937,18,349,1225,1589,1023,1093,1612,3727,2056,638,976,3671,2443,669,1318,4429,2978,484,1675,5138,2880,278,1413,4572,1420,61,1059,2534,273,12,534,821,13093,3612,11723,28423
21704,0,8,1421,1430,14,160,964,1141,747,793,1228,2769,1480,482,690,2649,1775,371,799,2943,1992,296,790,3078,1932,171,664,2765,986,39,360,1392,240,7,164,411,9169,2330,7089,18579,0,21,1392,1411,29,237,884,1153,988,834,1100,2917,1645,476,818,2931,1899,379,967,3253,2056,306,1134,3496,1768,119,1044,2931,768,23,848,1640,112,6,524,640,9273,2396,8710,20380,0,32,2815,2845,46,393,1850,2292,1739,1621,2326,5690,3126,954,1504,5586,3676,751,1771,6195,4048,602,1923,6576,3701,288,1712,5701,1756,67,1207,3030,354,11,685,1054,18435,4728,15799,38963
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
