SA3_CODE_2021,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
20603,10,0,0,10,18,0,0,0,21,3,0,3,21,0,0,21,754,89,11,6,856,22,4,23,883,44,5,931,115,21,3,0,136,0,0,4,141,18,0,157,0,0,0,0,0,0,0,0,0,0,0,0,867,108,15,6,998,21,6,30,1024,63,5,1086,192,23,0,0,211,7,0,4,216,14,0,236,164,22,6,0,190,4,0,4,196,12,0,206,8,0,0,0,8,0,0,0,8,0,0,8,3,0,0,7,4,0,0,0,4,0,0,4,357,47,5,4,415,9,0,8,425,34,0,451,6,0,0,0,3,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,9,0,0,0,4,0,0,11,364,46,5,4,421,5,0,8,431,32,0,465,55,12,0,0,66,0,0,0,66,13,0,79,0,0,0,0,0,0,0,0,0,0,0,3,422,58,5,4
20604,9,0,0,13,10,0,0,0,9,0,7,7,14,0,0,15,244,54,10,0,309,8,10,14,320,35,5,360,45,9,3,7,64,8,0,8,69,37,0,105,0,0,0,0,0,0,0,0,0,0,0,0,291,62,15,4,370,10,10,22,391,74,3,464,54,9,0,0,60,3,0,3,65,12,0,74,42,15,3,0,64,6,0,6,67,10,0,72,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,94,27,5,0,128,9,0,9,131,21,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,10,5,0,0,0,5,0,3,3,10,0,0,11,92,27,5,0,127,9,3,10,137,25,0,165,29,14,0,4,44,3,0,3,43,21,0,68,0,0,0,0,0,0,0,0,0,0,0,0,122,42,5,4
20605,3,5,0,5,3,4,0,3,6,0,0,0,12,5,0,13,442,66,7,3,526,17,5,20,546,42,0,588,84,17,0,0,103,3,0,3,105,20,0,127,0,0,0,0,0,0,0,0,0,0,4,4,525,82,12,7,628,18,5,24,648,61,7,714,83,8,6,0,98,4,3,3,101,17,0,115,89,10,0,0,106,3,0,0,108,7,0,116,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,180,22,6,0,206,4,8,10,215,26,0,243,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,6,182,26,6,0,210,4,10,8,222,26,0,249,52,11,4,0,59,0,0,0,64,14,0,76,0,0,0,0,0,0,0,0,0,0,0,4,233,34,6,0
20606,3,4,0,5,4,0,0,0,4,0,0,0,6,4,0,10,283,34,7,0,329,3,0,3,331,27,0,362,83,10,3,0,92,0,0,0,95,22,0,117,0,0,0,0,0,0,0,0,0,0,0,0,367,46,11,3,422,7,0,7,431,49,0,480,57,3,0,0,62,0,0,0,64,9,0,66,70,9,0,0,83,0,0,0,83,7,0,88,3,0,0,0,8,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,128,19,7,0,153,4,0,4,153,14,0,169,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,6,0,0,4,5,0,0,0,5,0,0,0,6,0,0,4,130,19,7,0,159,4,0,4,159,17,0,177,43,12,0,3,64,0,0,0,63,19,0,78,0,0,0,0,0,0,0,0,0,0,0,0,179,28,10,6
20607,3,0,0,3,10,0,0,0,10,0,0,0,10,0,0,14,371,55,6,3,437,9,0,11,453,36,0,485,37,11,0,0,54,0,0,0,61,22,0,79,0,0,0,0,0,0,0,0,0,0,5,3,410,72,6,8,497,8,7,18,510,59,3,576,79,16,0,3,94,0,0,0,99,10,0,101,58,15,0,0,74,0,0,0,74,5,0,85,4,5,0,0,9,0,0,0,9,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,146,30,0,7,180,0,3,4,180,18,0,193,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,7,0,0,7,145,34,0,7,177,0,3,3,184,18,0,202,28,8,0,0,45,0,0,0,45,19,0,65,0,0,0,0,0,0,0,0,0,0,6,6,176,39,0,8
20701,42,0,0,42,58,9,3,0,62,3,4,6,77,0,0,75,2512,311,34,22,2880,49,14,61,2935,192,4,3133,414,70,11,9,500,7,8,12,510,132,0,649,0,0,0,0,0,0,0,0,0,0,0,0,2926,379,47,31,3377,52,17,74,3447,320,8,3778,638,71,9,5,720,15,3,20,742,59,0,802,561,115,5,3,692,8,4,13,704,58,0,765,38,7,7,0,55,0,0,5,55,9,0,59,0,0,0,4,6,0,0,0,6,0,0,9,1245,194,18,11,1472,27,12,39,1511,124,0,1640,4,3,0,0,8,5,0,5,9,0,0,11,12,5,0,0,15,0,0,5,11,0,0,20,13,9,0,0,23,0,0,4,26,3,0,31,1255,207,18,15,1493,32,14,42,1535,130,0,1665,223,64,9,3,302,9,0,10,310,139,0,454,0,0,0,0,0,0,0,0,0,0,5,5,1484,263,30,19
20702,16,3,0,16,14,0,0,0,16,3,3,9,21,10,0,23,911,174,26,12,1118,27,14,42,1164,121,0,1286,205,41,6,3,251,9,4,14,264,60,0,321,0,0,0,0,0,0,0,0,0,0,0,0,1113,216,33,17,1375,37,15,57,1432,179,0,1613,244,42,8,0,295,5,5,12,305,19,0,330,227,79,6,0,321,8,7,12,329,33,0,361,14,0,8,0,24,0,0,0,24,0,0,24,5,0,0,0,5,0,0,0,5,0,0,5,486,124,26,3,644,12,5,22,662,56,0,722,0,0,0,0,0,4,0,0,4,0,0,5,3,0,0,0,3,0,3,0,9,5,0,13,5,0,3,0,5,5,4,10,14,3,0,19,489,129,29,8,652,17,9,26,677,64,0,739,150,31,7,3,191,3,4,10,202,80,0,274,0,0,0,0,0,0,0,0,0,0,0,0,637,159,27,7
20703,26,9,0,29,25,0,0,0,31,7,3,10,38,9,0,39,1217,159,23,11,1405,32,4,31,1434,108,6,1550,169,33,6,3,205,5,6,6,211,60,0,275,0,0,0,0,0,0,0,0,0,0,0,3,1388,185,25,13,1613,32,3,38,1655,172,5,1826,279,52,4,3,337,7,0,9,346,27,0,378,290,56,8,0,348,5,4,9,355,26,0,381,12,0,3,0,16,0,0,0,15,8,0,21,0,0,0,4,4,0,0,0,3,0,0,3,582,110,14,5,705,14,5,20,720,65,0,784,3,4,0,0,4,3,0,3,12,0,0,12,4,3,0,0,10,0,0,0,10,0,0,7,5,3,0,0,11,3,0,3,14,0,0,16,587,109,14,5,716,16,3,24,742,63,0,803,97,21,4,3,128,0,0,0,128,48,0,178,0,0,0,0,0,0,0,0,0,0,0,3,689,136,21,8
20801,25,0,0,29,37,0,0,0,36,3,0,3,35,0,0,40,1461,190,30,13,1693,32,6,37,1727,90,3,1820,229,45,3,0,283,11,0,10,293,61,0,355,3,0,0,0,3,0,0,0,3,0,6,0,1696,229,38,14,1980,37,5,46,2024,151,3,2176,321,45,9,0,367,0,0,0,369,29,0,399,324,69,11,4,409,0,4,9,418,26,0,439,13,0,4,0,25,0,0,0,24,3,0,24,10,0,0,7,12,0,0,0,12,0,0,10,673,118,18,8,813,6,4,9,819,53,0,878,0,0,0,0,5,0,0,0,4,0,0,4,9,0,0,0,9,0,0,0,9,0,0,9,11,0,0,0,12,0,0,0,19,0,0,19,679,115,18,12,827,6,6,14,834,53,0,891,135,34,0,3,172,4,0,7,178,51,0,225,0,0,0,0,0,0,0,0,0,0,0,7,814,153,21,7
20802,29,4,0,26,26,0,0,0,29,5,0,3,28,3,0,36,1662,256,39,10,1962,48,8,55,2025,102,0,2125,221,36,3,0,270,9,0,8,278,65,0,342,4,0,0,0,3,0,0,0,3,0,0,3,1888,290,45,19,2238,54,8,68,2306,166,0,2473,411,69,6,0,482,8,8,15,495,34,0,535,444,99,9,6,558,8,0,11,563,33,0,595,15,6,5,0,22,0,0,0,22,0,0,25,0,0,0,4,10,0,0,0,10,0,0,9,868,173,19,9,1076,17,4,19,1090,76,0,1164,12,0,0,0,7,0,0,0,14,0,0,14,11,0,0,0,8,0,0,0,8,0,0,12,19,4,0,0,17,0,0,0,26,0,0,27,888,178,23,9,1096,18,4,20,1116,76,0,1193,146,33,5,0,181,9,0,9,188,55,0,245,0,0,0,0,0,0,0,0,0,0,0,0,1026,207,31,9
20803,20,3,0,22,28,4,0,0,33,0,0,0,33,3,0,36,1140,144,32,12,1327,27,7,31,1362,67,5,1427,141,27,3,0,165,8,0,6,169,34,0,201,0,0,0,0,0,0,0,0,0,0,4,7,1277,174,37,11,1495,24,7,38,1528,92,9,1633,284,26,10,5,314,3,0,3,318,26,0,343,208,52,9,0,270,0,0,3,276,29,0,303,10,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,5,0,0,0,5,0,0,3,499,80,13,11,607,3,0,3,608,55,0,669,3,0,0,0,3,0,0,0,7,0,0,7,6,0,0,0,7,0,0,0,9,0,0,6,9,0,0,0,11,0,0,0,14,0,0,15,507,84,17,11,613,8,0,5,624,60,0,679,85,27,3,0,112,0,0,3,114,34,0,148,0,0,0,0,0,0,0,0,0,0,0,0,590,110,22,11
20804,7,0,0,9,7,3,0,0,9,3,0,3,8,0,0,12,595,66,15,7,677,12,3,17,691,30,0,731,105,15,0,5,127,0,0,0,127,9,0,135,0,0,0,0,0,0,0,0,0,0,0,0,693,87,13,13,809,12,3,17,821,45,0,867,121,17,3,0,140,8,0,8,148,9,0,161,147,21,0,0,177,0,0,0,181,9,0,192,7,0,5,0,12,0,0,0,13,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,279,43,9,0,333,8,0,8,336,25,0,364,0,0,0,0,5,0,0,0,5,0,0,5,6,0,0,0,6,0,0,0,3,4,0,5,4,0,0,0,5,0,0,0,9,4,0,9,283,44,9,0,335,9,0,9,348,25,0,371,70,21,5,0,91,0,0,0,91,10,0,104,0,0,0,0,0,0,0,0,0,0,0,3,350,56,10,0
20901,18,3,0,23,19,0,0,0,27,0,3,7,26,3,0,32,1156,156,35,7,1354,24,10,34,1388,85,3,1469,185,23,0,0,214,3,0,3,214,49,0,266,0,0,0,0,0,0,0,0,0,0,4,4,1334,182,41,9,1564,30,10,36,1601,134,4,1746,257,31,5,0,303,4,4,4,309,34,0,339,289,55,9,0,356,0,3,0,361,27,0,386,16,3,5,0,21,0,0,0,23,11,0,36,0,0,0,5,8,0,0,0,8,0,0,8,569,92,24,4,695,0,8,14,699,66,0,766,4,0,0,0,4,0,0,0,8,0,0,10,6,0,0,0,10,0,0,0,7,0,0,8,13,0,0,0,11,0,0,0,14,0,0,16,583,96,24,4,700,0,5,11,711,69,0,783,115,26,4,0,145,0,0,0,153,35,0,185,0,0,0,0,0,0,0,0,0,0,0,3,694,125,25,11
20902,13,0,0,15,16,4,0,0,20,3,0,9,24,4,0,28,550,94,20,3,664,25,5,25,690,53,0,745,115,34,8,0,158,6,0,5,161,53,0,215,0,0,0,0,0,0,0,0,0,0,3,10,666,129,24,3,822,24,8,31,854,110,3,968,124,14,0,0,145,3,0,6,152,15,0,164,132,35,4,0,166,0,3,6,172,19,0,193,10,3,0,0,15,0,0,0,15,3,0,17,3,0,0,6,9,0,0,0,9,0,0,11,267,55,3,3,332,8,4,8,340,42,0,381,8,0,0,0,7,0,0,0,7,0,0,11,3,5,0,0,8,0,0,0,8,0,0,8,7,10,0,0,13,0,0,0,13,0,0,19,272,60,6,5,349,8,4,8,359,41,0,397,61,12,3,0,74,7,0,7,77,44,0,122,0,0,0,0,0,0,0,0,0,3,5,6,328,73,11,8
20903,16,0,0,16,13,5,0,0,22,0,0,0,23,0,0,23,880,116,21,10,1024,11,0,13,1038,42,0,1085,133,13,4,0,151,3,0,3,155,15,0,167,0,0,0,0,3,0,0,0,3,0,0,5,1018,127,21,17,1178,15,0,15,1195,62,3,1255,201,13,7,0,222,3,0,0,224,13,0,237,196,34,3,0,240,0,0,3,239,19,0,260,13,0,0,0,15,0,0,0,15,3,0,14,0,0,0,0,3,0,0,0,3,0,0,3,416,49,5,3,476,0,0,3,481,36,0,517,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,12,13,0,0,0,13,0,0,0,13,0,0,15,424,49,5,3,483,0,0,3,490,36,0,530,60,11,0,0,76,4,0,4,74,11,0,89,0,0,0,0,0,0,0,0,0,0,0,0,487,58,9,3
20904,57,7,0,62,63,19,3,0,86,8,8,14,102,14,0,113,1678,344,43,16,2085,40,17,58,2141,163,0,2303,370,108,10,15,506,27,14,40,544,227,0,769,6,0,0,0,3,0,0,0,3,0,8,8,2055,451,51,33,2590,62,32,92,2689,389,8,3085,435,58,0,0,500,7,0,9,509,44,0,551,346,83,8,3,441,6,0,11,454,44,4,499,24,10,3,0,30,0,0,0,30,9,0,37,4,0,0,3,8,0,0,0,8,4,0,10,805,148,16,10,979,12,8,15,993,104,4,1101,19,5,0,0,20,8,0,10,27,6,0,32,11,3,0,0,17,3,0,3,24,4,0,25,24,8,0,0,39,8,3,15,48,6,0,57,834,156,16,11,1019,23,5,27,1047,112,4,1157,194,65,7,4,274,3,0,3,281,169,0,453,0,0,0,0,8,0,0,0,3,0,0,8,1026,225,23,20
21001,7,6,0,10,12,5,0,0,15,0,0,0,20,6,0,21,677,84,19,8,784,15,4,18,800,44,0,847,106,23,0,0,134,5,0,5,139,21,0,153,0,0,0,0,0,0,0,0,0,0,0,0,782,104,20,10,919,18,5,22,941,65,0,1003,144,17,8,0,164,0,0,0,164,13,0,179,132,25,9,0,165,4,0,4,167,17,0,185,6,0,0,0,9,0,0,0,9,4,0,9,3,0,0,0,8,0,0,0,8,0,0,8,288,45,19,5,352,4,0,4,352,32,0,385,12,0,0,0,9,0,0,0,8,0,0,8,4,0,0,0,4,0,0,0,4,0,0,4,10,0,0,0,14,0,0,0,13,0,0,13,295,45,19,5,360,4,0,4,366,32,0,401,68,5,5,4,81,0,0,0,81,26,0,109,0,0,0,0,0,0,0,0,0,0,0,4,360,53,19,3
21002,4,0,0,4,6,0,0,0,5,0,0,0,4,0,0,4,279,37,11,9,336,5,0,9,338,19,0,357,32,7,3,0,38,0,0,0,41,10,0,55,0,0,0,0,0,0,0,0,0,0,4,4,310,47,11,9,371,5,0,8,378,28,6,414,53,14,0,0,61,0,0,0,62,5,0,71,46,10,0,0,55,0,0,0,55,5,0,57,5,0,4,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,97,18,3,4,126,0,0,0,126,7,0,135,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,6,0,0,6,99,18,3,4,130,0,4,3,134,7,0,140,8,0,0,0,8,0,0,0,8,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,112,18,3,4
21003,7,0,0,13,11,3,0,0,10,0,0,3,11,0,0,17,428,77,6,0,522,23,3,26,549,52,3,603,111,68,3,0,184,10,0,7,191,67,0,257,0,0,0,0,0,0,0,0,0,0,0,3,543,147,13,8,707,33,3,34,748,118,5,869,101,15,3,0,116,4,0,4,118,14,0,131,113,23,4,0,139,0,0,0,140,17,0,160,10,0,3,0,11,0,0,0,11,0,0,13,0,0,0,4,8,0,0,0,8,0,0,6,223,38,10,5,276,3,0,3,274,32,0,308,3,4,0,0,3,0,0,0,9,0,0,5,3,0,0,0,3,0,0,0,6,0,0,6,5,4,0,0,9,7,0,7,13,0,0,14,227,37,10,5,280,5,0,5,291,32,4,323,67,27,3,3,100,4,0,4,110,41,0,148,0,0,0,0,0,0,0,0,0,0,0,3,299,70,11,4
21004,0,0,0,0,8,0,0,0,8,3,0,3,7,0,0,7,328,35,7,0,377,8,0,11,387,14,0,397,50,7,0,0,54,0,0,0,54,16,0,72,0,0,0,0,0,0,0,0,0,0,0,0,387,39,7,0,434,8,0,11,441,29,0,472,62,9,0,0,76,4,0,4,77,8,0,85,83,11,5,0,99,0,0,0,103,0,0,103,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,144,28,6,0,177,4,0,4,182,14,0,195,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,0,0,6,152,27,6,0,179,4,0,4,186,14,0,199,43,6,0,0,46,0,0,0,46,7,0,51,0,0,0,0,0,0,0,0,0,0,0,0,190,29,6,0
21005,89,9,0,107,65,40,3,0,113,28,15,35,147,20,0,164,1158,303,28,29,1518,67,26,88,1611,166,10,1792,413,195,19,29,653,33,34,67,723,555,3,1278,7,4,0,12,13,0,0,0,13,0,0,14,1574,498,54,65,2190,98,60,155,2348,725,12,3086,296,65,5,0,368,13,0,15,383,46,0,432,239,82,20,4,340,15,4,20,360,53,3,414,10,6,0,0,14,0,0,0,15,3,0,17,4,0,0,10,12,0,0,0,15,0,0,25,548,152,28,14,743,23,10,36,774,103,7,882,7,4,0,0,15,0,0,7,24,5,0,25,10,9,0,0,19,7,3,13,34,19,0,49,19,16,0,0,35,10,8,13,51,22,0,76,560,168,28,18,774,33,17,46,829,125,7,958,226,103,8,16,353,21,15,38,389,400,3,796,3,8,0,5,8,0,0,0,8,3,5,21,790,275,35,45
21101,24,3,0,26,35,4,0,0,34,5,0,7,41,6,0,47,1583,234,35,23,1879,31,9,40,1917,102,5,2021,270,61,7,0,337,3,3,10,344,67,0,413,4,0,0,0,0,0,0,0,0,0,7,11,1861,294,41,25,2221,35,13,45,2266,170,7,2442,406,65,9,3,484,10,0,4,492,35,0,527,370,93,7,0,460,11,0,11,475,36,0,516,17,4,8,0,30,0,0,0,28,7,0,34,6,0,0,4,14,0,0,0,14,0,0,12,794,160,25,15,991,16,7,20,1011,79,0,1090,11,4,0,0,10,0,0,0,9,0,0,12,16,0,0,0,16,6,0,6,18,0,0,18,22,5,0,0,29,3,0,3,32,0,0,35,811,169,26,15,1017,20,7,22,1043,79,0,1119,133,35,0,0,171,4,0,5,174,53,0,232,0,0,0,0,0,0,0,0,0,0,0,0,946,202,26,19
21102,3,0,0,3,3,0,0,0,9,0,0,0,10,0,0,11,429,53,11,4,500,14,7,16,516,24,0,540,83,15,0,0,99,0,0,5,100,6,0,113,0,0,0,0,0,0,0,0,0,0,0,0,515,70,12,3,604,13,5,20,620,34,0,652,133,9,3,0,143,3,0,3,150,7,0,153,95,25,0,0,122,3,0,3,127,5,0,130,5,6,0,0,6,0,0,0,6,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,234,37,3,0,276,9,0,9,281,17,0,294,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,3,0,6,3,0,0,0,3,0,0,0,3,3,0,9,239,37,3,0,277,9,0,9,281,16,0,303,38,13,0,0,55,0,0,6,59,14,0,76,0,0,0,0,0,0,0,0,0,0,0,0,279,57,0,0
21103,17,0,0,17,14,5,0,0,21,4,0,6,27,0,0,30,985,126,27,8,1148,15,6,20,1169,46,3,1221,123,24,9,0,150,6,4,4,154,45,0,200,0,0,0,0,0,0,0,0,0,0,0,3,1107,152,35,10,1304,23,6,25,1324,96,6,1429,187,28,0,0,228,5,0,8,229,27,0,253,239,31,9,0,274,5,0,5,282,17,0,300,12,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,5,6,441,69,10,3,524,4,0,7,531,48,0,579,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,8,0,0,11,7,0,0,0,11,0,0,0,6,0,0,11,450,65,12,3,531,7,0,4,542,47,0,588,67,19,0,0,87,0,0,0,87,35,0,120,0,0,0,0,0,0,0,0,0,0,0,0,519,84,12,3
21104,27,0,0,27,26,3,0,0,30,0,0,0,29,0,0,30,640,124,11,7,779,11,6,16,794,37,4,837,101,26,3,0,137,5,0,4,141,26,3,165,0,0,0,0,0,0,0,0,0,0,0,0,741,147,17,3,912,15,4,21,936,62,3,1003,143,20,3,0,169,7,5,8,178,17,0,199,157,36,5,0,203,4,0,4,203,8,0,217,4,0,0,0,7,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,306,56,13,7,381,8,4,12,395,31,0,427,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,7,0,0,0,10,0,0,10,7,4,0,0,13,0,7,3,13,0,0,13,316,65,13,7,389,11,9,19,410,31,0,437,70,4,4,5,85,0,0,0,80,22,0,113,0,0,0,0,0,0,0,0,0,0,0,0,389,66,12,6
