SA3_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
20402,0,0,0,0,0,0,3,4,4,9,0,0,5,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,3,8,29,0,0,0,0,0,42,0,0,0,10,8,9,33,25,8,92,0,5,14,44,41,56,29,19,0,205,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,15,0,0,0,0,4,3,4,0,0,15,0,8,9,87,17,16,28,0,0,164,0,0,0,0,0,0,0,0,3,6,0,0,0,4,0,3,0,0,0,10,0,0,0,6,4,25,18,15,0,73,0,0,0,0,3,0,0,0,0,13,0,0,6,15,12,7,3,9,0,53,0,3,0,16,7,3,5,0,0,35,0,0,5,7,0,0,0,0,0,13,0,0,5,26,11,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,11,4,12,12,5,0,58
20403,0,0,0,0,0,3,9,0,0,12,0,0,0,3,5,0,0,0,0,10,0,5,0,13,3,0,0,0,0,21,0,7,25,40,0,0,0,0,0,63,0,0,3,5,8,16,61,35,7,143,4,26,21,89,97,89,64,19,9,406,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,8,0,0,0,3,11,0,0,0,0,15,3,23,22,123,40,41,28,8,0,280,0,0,0,3,4,4,4,3,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,30,32,23,10,131,0,0,0,3,7,0,0,0,0,18,0,0,9,33,21,16,4,3,0,94,0,4,0,15,7,7,0,0,0,34,0,0,3,21,4,0,0,0,0,31,0,12,0,22,25,7,0,0,0,67,0,0,0,0,0,0,0,0,0,4,0,8,5,37,14,25,17,0,0,107
20501,0,0,0,0,0,0,15,6,0,26,0,0,4,14,4,10,5,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,24,89,55,23,211,0,12,24,71,66,65,61,24,0,322,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,0,0,0,0,20,0,0,0,11,6,6,0,0,0,20,4,4,9,73,32,29,15,6,0,164,0,0,0,3,3,6,9,10,4,33,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,32,46,37,8,148,0,0,0,5,3,5,0,0,0,21,6,11,9,25,21,21,14,6,3,102,0,3,0,38,14,9,9,0,0,74,0,0,3,46,0,0,0,0,0,53,5,0,7,32,24,5,0,0,0,78,0,0,0,0,0,0,0,0,0,7,0,5,0,24,14,15,16,3,0,72
20502,0,0,0,0,6,9,11,5,5,28,0,0,0,3,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,5,3,15,57,40,10,129,0,7,4,43,45,62,63,30,5,258,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,15,0,0,0,0,10,0,6,3,0,25,5,15,13,90,41,48,21,8,0,239,0,0,0,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,32,37,41,8,136,0,0,0,0,4,0,0,0,0,13,0,0,0,20,17,16,17,7,0,78,0,0,0,13,0,0,0,8,0,21,0,0,0,12,0,0,0,0,0,15,0,0,7,30,15,7,4,0,0,64,0,0,0,0,3,0,0,0,0,4,0,3,6,7,14,13,24,10,0,69
20503,0,0,0,0,0,10,12,13,0,35,0,0,0,8,8,10,8,0,0,38,0,0,0,8,6,0,0,0,0,17,0,0,0,17,0,0,0,0,0,17,0,0,0,14,10,28,131,56,26,273,0,17,23,114,78,120,104,43,11,513,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,5,0,0,4,4,4,0,0,23,0,9,7,87,41,41,18,5,3,204,0,0,0,4,8,8,7,3,4,39,0,0,0,0,0,0,0,0,0,4,0,0,0,15,20,51,61,47,10,203,0,0,0,5,6,5,0,0,0,14,0,0,5,18,25,27,17,5,0,108,0,4,0,13,0,13,13,5,3,54,0,0,0,7,3,0,0,0,0,10,0,3,4,37,13,9,6,0,0,78,0,0,0,0,0,0,0,0,0,3,0,7,10,38,14,16,27,4,0,121
20504,0,0,0,0,0,18,55,50,16,140,0,0,0,5,0,5,4,4,0,14,0,0,10,25,6,0,4,0,0,42,0,0,13,10,0,0,0,0,0,27,0,0,3,13,16,24,121,99,38,318,0,26,24,101,79,68,50,19,4,366,0,0,0,0,0,0,0,3,0,8,0,6,0,14,0,4,0,0,0,27,0,0,0,0,7,4,0,0,0,17,3,14,20,165,70,104,59,15,0,449,0,0,0,0,6,6,15,4,3,44,0,0,0,0,0,0,0,0,0,4,0,0,4,11,13,47,87,71,30,262,0,0,0,3,7,6,0,0,0,17,0,0,3,15,17,14,8,8,0,73,0,8,6,31,15,8,11,0,0,70,0,0,0,10,0,0,0,0,0,16,4,11,14,49,19,11,0,0,0,108,0,0,0,3,3,3,0,3,0,10,0,9,4,22,8,9,14,5,0,68
20505,0,0,0,0,0,0,3,0,0,10,0,0,0,0,5,3,5,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,9,0,0,3,9,5,19,47,37,12,116,0,22,17,63,50,62,47,10,0,284,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,5,3,11,10,76,35,30,25,6,0,189,0,0,0,0,0,0,4,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,26,33,20,6,89,0,0,3,0,3,0,4,0,0,12,0,9,16,22,15,4,9,0,0,77,0,0,0,11,3,4,3,0,0,31,0,0,0,17,0,3,0,0,0,21,0,4,3,21,13,6,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,3,4,10,5,8,18,0,0,49
20601,0,0,0,3,4,10,24,36,19,91,0,0,0,21,0,9,8,0,0,41,0,0,0,4,0,3,3,0,0,10,0,0,124,211,8,0,0,0,0,343,0,0,3,39,7,7,7,3,0,68,8,10,88,682,139,72,43,6,3,1049,0,0,0,12,9,13,6,11,5,54,3,4,4,59,8,0,0,0,0,86,0,7,0,9,11,4,0,0,0,26,3,14,33,193,37,29,38,11,0,353,0,0,0,34,16,6,13,4,5,83,0,0,0,0,0,0,0,0,0,0,0,0,7,86,31,23,12,8,0,169,0,9,15,97,15,11,4,0,0,157,0,0,18,74,20,12,9,3,0,142,0,0,7,76,16,20,14,4,4,145,0,0,3,64,4,4,4,0,0,83,0,4,9,88,34,8,9,0,0,151,0,5,0,48,74,77,53,43,0,312,3,11,49,307,35,27,14,10,0,461
20602,0,0,0,0,4,0,3,4,3,20,0,0,0,12,0,6,5,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,19,31,0,0,0,0,0,46,0,0,0,15,11,8,8,0,0,43,0,12,16,358,86,59,33,7,0,564,0,0,0,15,14,22,30,24,12,110,0,0,0,12,0,0,0,0,0,14,0,0,0,5,6,3,0,0,0,8,0,4,6,52,19,11,13,0,0,113,0,0,0,24,5,6,14,0,6,56,0,0,0,0,0,0,0,0,0,3,0,4,3,48,21,16,13,5,0,106,0,4,9,52,13,4,6,0,0,86,0,4,4,62,15,10,8,0,0,104,0,0,6,39,6,16,8,0,0,77,0,0,3,26,0,4,0,0,0,39,0,4,4,35,19,3,3,0,0,75,0,0,0,7,12,11,0,5,0,40,7,15,21,173,39,18,10,5,0,286
20603,0,0,0,4,8,17,37,28,16,108,0,0,0,19,6,8,9,3,0,37,0,0,0,9,3,0,0,0,0,15,0,0,97,143,0,0,0,0,0,241,0,0,0,9,5,0,12,12,0,37,7,19,42,252,90,72,40,12,3,533,0,0,0,17,12,10,5,3,0,52,0,0,5,28,6,7,4,0,0,52,0,0,0,7,7,3,0,0,0,12,0,4,21,185,37,25,20,4,0,297,0,0,0,33,7,14,11,13,4,85,0,0,0,8,3,0,0,0,0,10,0,0,0,29,15,21,13,18,4,96,0,11,14,48,18,10,6,0,0,110,0,4,6,47,14,8,6,4,0,79,0,6,6,89,18,26,15,10,10,174,0,0,0,38,6,3,4,0,0,55,0,3,10,108,22,9,5,0,0,153,0,4,0,41,27,26,21,8,0,141,15,19,14,85,15,13,11,0,6,173
20604,0,0,0,0,0,7,18,14,5,49,0,0,50,82,5,7,4,0,0,151,0,3,87,107,12,7,3,0,0,218,0,0,183,148,0,3,0,0,0,335,0,4,8,39,7,3,11,18,0,90,7,27,306,767,179,122,63,21,9,1501,0,0,5,26,14,9,0,0,0,55,0,0,14,96,9,5,3,0,0,126,0,0,7,14,15,8,0,0,0,39,8,18,187,908,100,73,36,4,4,1331,0,0,6,75,16,19,19,9,15,159,0,0,0,6,5,0,0,0,0,13,0,4,27,51,20,16,33,8,0,167,5,14,177,428,71,31,15,0,4,757,3,4,66,154,35,34,19,7,0,308,0,3,93,262,37,21,15,8,4,449,0,6,109,617,46,21,19,0,0,814,0,8,151,1194,72,25,5,0,0,1457,0,0,8,86,23,20,13,0,6,159,14,51,130,334,49,45,32,15,0,670
20605,0,0,0,0,8,0,20,13,6,39,0,0,5,29,8,10,6,6,3,75,0,0,0,3,4,4,0,0,0,9,0,0,25,63,0,0,0,0,0,90,0,12,9,52,21,10,22,14,8,137,0,15,70,671,275,181,99,28,7,1352,0,0,0,16,14,6,3,4,0,41,0,0,0,12,0,0,0,0,0,23,0,0,5,21,20,6,0,0,0,53,0,8,28,277,38,26,23,9,0,414,0,3,0,94,31,54,83,20,18,299,0,0,0,0,4,0,0,0,0,4,0,0,14,138,56,41,33,22,4,309,4,5,24,114,39,17,10,3,0,219,0,0,19,204,77,36,45,6,6,389,0,0,5,67,23,18,10,6,0,123,0,0,4,90,12,7,6,0,0,125,3,14,21,166,27,19,4,0,0,258,0,0,0,43,21,20,9,0,0,102,12,52,51,321,92,72,49,15,0,666
20606,0,0,0,0,0,7,5,7,0,19,0,0,5,24,0,5,6,0,0,45,0,0,3,0,0,0,5,0,0,16,0,0,13,18,0,0,0,0,0,32,0,0,6,28,4,3,11,3,0,59,0,12,78,513,88,86,60,21,10,875,0,0,0,12,5,5,6,0,0,28,0,0,0,9,0,3,0,0,0,11,0,0,0,3,3,3,6,0,0,13,0,7,17,152,30,12,19,5,0,235,0,0,3,37,11,18,34,36,35,179,0,0,0,0,0,0,0,0,0,3,0,0,10,75,15,13,6,16,3,144,0,15,28,96,16,13,21,4,0,204,0,9,20,129,29,37,39,13,3,279,0,0,9,77,14,10,29,7,5,155,3,4,13,75,13,9,8,0,0,116,0,0,19,141,18,11,5,0,0,199,0,0,0,12,8,5,0,0,0,40,14,19,49,183,33,38,31,16,4,389
