SA3_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
20605,3,13,8,71,21,12,15,0,3,139,0,7,17,231,78,46,42,11,0,430,0,0,11,99,17,12,11,7,0,153,0,6,0,38,4,4,5,0,0,52,4,3,10,56,6,3,0,0,0,89,0,4,0,47,14,22,11,0,0,97,16,45,59,206,77,73,47,16,3,547,3,8,22,61,26,22,15,0,0,160,0,0,4,48,18,15,7,4,0,91,0,0,4,37,8,12,8,0,0,61,14,71,122,1422,346,235,250,178,93,2730,85,157,246,1326,517,412,268,189,60,3256,2111,3782,4312,19939,7185,5799,3932,2052,597,49717,0,0,0,8,6,0,0,0,0,8,1884,3049,3322,11014,4861,3716,2428,1059,368,31703,0,0,0,17,0,5,0,0,0,15,3,0,0,31,9,11,11,8,0,70,3,4,18,244,24,5,5,6,0,313,0,0,5,18,0,0,3,0,0,25,6,6,20,167,44,22,10,4,0,279
20606,0,3,17,68,16,11,19,5,0,142,0,0,22,167,25,36,40,13,4,303,0,0,7,81,14,13,20,10,0,146,0,4,6,39,5,0,0,0,0,53,0,3,14,58,13,5,4,0,0,97,0,0,3,25,5,9,0,3,0,51,17,25,43,139,28,26,26,11,5,311,0,0,6,61,39,23,11,7,4,158,0,0,3,28,4,6,0,4,0,51,0,0,4,26,0,6,0,0,0,37,3,25,64,669,154,137,152,120,66,1389,42,115,172,701,196,162,131,120,60,1715,1036,1725,3039,13311,3294,2854,2292,1565,562,29671,0,0,0,9,0,0,0,0,0,12,942,1357,2734,7623,2182,1849,1625,1003,367,19680,0,0,0,7,0,0,0,0,0,7,0,0,0,16,4,3,10,6,0,25,0,0,4,81,8,5,3,0,0,111,0,0,4,6,5,9,4,0,0,29,4,6,12,114,13,14,7,3,0,174
20607,0,6,16,72,17,5,3,0,0,120,0,0,9,150,31,11,12,5,0,223,0,0,8,90,20,10,5,4,0,137,0,0,3,47,3,4,0,0,0,62,0,5,9,49,13,0,0,0,0,88,0,0,0,36,25,17,3,8,0,90,15,31,46,281,64,38,19,11,0,500,5,25,66,197,181,226,156,56,24,936,0,0,0,29,7,3,3,4,4,48,0,0,4,17,5,6,0,4,0,36,13,57,119,933,230,180,128,87,25,1776,79,171,230,1035,304,291,181,74,48,2431,1834,2991,4164,21078,5200,4323,2925,1441,487,44441,0,0,0,14,3,0,5,0,0,24,1698,2565,3977,13477,3276,2589,1877,786,258,30517,0,0,3,11,0,0,0,0,0,16,0,0,0,17,0,5,7,0,0,37,0,0,13,67,7,3,0,0,0,87,0,0,0,9,9,13,7,0,0,38,0,3,6,183,24,13,7,0,0,238
20701,13,80,73,119,69,40,35,21,3,460,0,25,28,149,102,79,64,32,8,488,0,13,60,240,129,103,70,41,18,682,5,20,18,183,54,26,39,14,0,357,4,19,24,64,7,4,0,0,0,133,0,4,3,31,16,20,6,7,0,93,33,106,99,134,72,47,43,23,5,562,0,31,105,213,214,184,95,30,14,888,0,0,3,9,17,11,13,7,7,69,0,0,0,22,8,12,7,0,0,53,18,107,137,562,266,234,185,165,83,1760,82,234,275,653,325,258,228,182,110,2352,3408,10377,12329,19894,11016,9915,7420,4347,1820,80517,0,0,0,9,0,0,0,0,0,19,3014,7963,9199,11290,7463,6508,4913,3143,1906,55398,0,0,7,46,5,0,0,0,0,59,0,0,0,19,5,10,3,0,0,34,0,3,4,54,21,4,6,0,0,92,0,3,9,14,15,7,7,4,0,63,0,23,22,90,46,30,16,7,0,236
20702,0,33,50,101,58,47,48,21,0,358,0,25,50,88,69,66,43,24,3,367,0,13,31,133,53,60,53,23,10,377,0,20,22,155,36,33,42,14,0,332,4,0,9,26,0,0,6,0,0,56,0,6,5,14,20,32,13,9,5,95,0,33,27,42,26,19,8,5,0,165,0,8,23,83,115,142,74,27,3,472,0,0,4,5,0,7,4,0,0,24,0,0,4,14,8,10,4,4,0,46,9,111,87,350,162,205,177,162,97,1368,58,128,147,366,173,146,140,153,84,1406,2276,5802,5794,11981,5953,5640,4552,3815,1615,47425,0,0,0,8,0,3,0,0,0,15,2062,4123,3525,4372,2946,2506,1847,1965,952,24304,0,4,0,15,5,5,4,0,0,31,0,0,0,5,4,8,4,5,0,23,0,0,7,14,11,9,3,0,0,36,0,0,0,11,14,16,4,7,0,59,0,3,3,27,14,8,4,0,0,59
20703,0,26,32,96,56,29,32,13,6,282,0,3,27,74,45,37,17,13,7,225,5,22,140,436,102,56,82,34,17,887,0,16,24,205,34,16,23,4,0,325,0,8,18,53,12,3,3,3,0,108,0,0,0,20,3,4,4,4,0,36,7,29,38,49,34,27,15,7,0,205,0,26,68,146,158,155,116,28,11,714,0,0,0,5,9,11,7,7,0,33,0,0,6,26,3,8,3,0,0,52,12,56,110,331,159,144,145,114,57,1120,49,149,309,665,194,158,178,119,102,1929,2361,5881,7999,15172,6661,5637,4138,2690,1325,51864,0,0,0,9,3,3,7,0,0,21,2016,4624,4797,5381,3895,3135,2341,1808,1168,29173,0,5,7,31,6,5,3,0,0,58,0,0,4,3,9,3,0,7,0,28,0,0,0,17,8,0,5,0,0,33,0,0,12,32,21,22,20,6,6,106,8,6,10,16,19,14,6,0,3,85
20801,5,43,30,30,15,9,7,5,0,143,8,60,64,163,189,116,69,29,10,695,0,0,5,41,24,25,29,11,5,146,0,0,0,8,4,0,3,0,0,15,0,11,17,11,8,0,0,0,0,42,0,11,3,29,16,21,10,0,0,104,18,88,72,67,66,57,30,17,3,420,0,7,6,40,27,16,6,3,0,109,0,4,4,18,18,16,5,12,4,78,0,0,0,20,9,15,5,5,0,55,12,96,91,432,346,287,268,210,84,1822,37,225,140,327,254,170,165,140,89,1556,2208,6770,6359,9245,7639,6700,5125,3097,1225,48378,0,0,0,4,0,0,3,0,0,10,2097,5348,4833,6369,5539,4827,3803,2347,1417,36585,0,0,0,3,0,4,0,0,0,11,0,0,0,15,15,12,0,6,0,48,0,4,4,57,26,3,5,0,0,107,0,0,0,7,5,4,0,0,0,22,0,16,8,70,52,29,15,5,0,194
20802,4,38,36,106,37,26,25,9,6,282,5,63,127,503,381,302,207,117,26,1725,0,9,27,227,70,77,76,44,20,548,0,4,5,97,13,0,5,6,0,131,3,11,24,78,9,3,4,0,0,134,0,0,0,39,16,21,7,11,0,101,28,99,76,192,67,69,50,19,9,598,0,31,69,182,102,50,39,6,3,490,0,0,0,24,18,6,4,0,0,51,0,0,0,20,15,18,6,5,0,76,45,247,256,1487,886,749,905,551,230,5352,74,235,266,776,280,213,231,151,83,2311,4159,9820,9511,22781,10285,8184,6366,3293,1481,75881,0,0,3,18,0,0,0,0,0,17,3696,7724,6820,11506,6658,4985,3323,1644,1117,47468,0,0,4,37,11,5,0,0,0,60,0,0,0,34,15,5,19,0,7,77,0,11,15,115,29,13,3,0,0,179,0,6,0,21,13,11,0,0,0,52,0,11,10,97,50,25,13,3,0,205
20803,5,10,11,25,22,13,17,12,0,116,0,53,57,211,167,88,45,30,8,659,0,0,10,93,68,72,67,51,12,384,0,0,5,9,3,4,0,0,0,16,7,14,15,39,12,0,3,0,0,90,0,7,3,51,47,57,45,17,6,244,15,29,22,76,52,51,14,9,0,263,0,12,16,65,50,48,36,15,0,246,0,9,5,16,15,9,15,7,3,75,0,0,0,19,11,10,0,0,0,46,6,102,94,685,434,349,301,179,74,2227,85,172,152,555,244,221,193,162,76,1861,3474,7651,6475,15575,8794,7227,5304,3138,1235,58875,0,0,0,4,7,0,0,0,0,15,3188,6409,5337,10792,6370,4822,3525,2159,1326,43928,0,4,0,13,8,6,4,0,0,39,0,0,3,36,12,23,8,0,0,83,0,4,3,81,18,6,5,0,0,123,0,6,6,46,26,36,19,3,3,136,0,13,13,96,38,22,8,3,0,194
20804,0,15,14,39,14,6,4,4,0,98,0,0,8,55,34,29,27,4,4,155,0,6,7,90,26,14,20,4,4,169,0,0,0,24,7,4,3,0,0,37,0,4,0,16,4,4,0,0,0,27,0,0,0,12,6,5,0,0,0,21,8,12,27,47,21,15,8,0,0,144,0,0,12,31,25,23,12,0,0,113,0,0,0,0,5,0,0,6,0,13,0,0,0,4,0,0,0,0,0,9,6,17,32,206,73,61,62,50,17,527,22,49,69,224,75,64,51,49,23,625,971,2374,2854,5702,2745,2245,1701,1157,467,20222,0,0,0,4,0,0,0,0,0,10,827,1938,2284,3340,2210,1690,1373,826,497,14979,0,0,3,5,0,4,0,0,0,17,0,0,0,4,4,3,7,0,0,22,0,0,0,19,4,4,0,0,0,27,0,0,3,8,7,3,0,0,0,17,0,3,0,17,15,10,0,0,0,47
20901,3,16,21,61,23,9,11,5,0,149,0,7,16,98,58,31,17,7,3,250,0,15,38,182,64,58,61,34,14,462,3,3,4,43,15,3,4,0,0,77,3,13,13,29,12,11,4,0,0,81,0,0,0,17,11,9,6,0,0,50,11,38,25,71,39,29,22,11,0,248,5,23,27,94,76,47,22,17,0,309,0,0,0,14,10,10,9,7,0,47,0,0,4,17,10,0,3,4,0,36,9,88,107,562,277,248,231,137,78,1728,84,194,218,588,230,218,208,152,76,1974,3625,7827,7251,16818,8224,7010,5883,3487,1279,61405,0,0,0,5,0,0,4,0,0,11,3263,6762,5568,11486,6181,5320,4361,2505,1224,46675,0,0,0,20,0,5,0,0,0,29,0,0,3,18,7,20,12,6,6,66,0,0,3,29,7,4,0,0,0,47,0,0,5,15,4,0,4,0,0,28,6,10,6,62,19,16,7,6,0,134
20902,0,7,3,38,20,3,8,0,0,85,0,0,9,60,18,5,4,3,0,105,0,9,41,192,35,40,34,13,5,363,0,0,3,35,5,0,0,0,0,44,0,10,12,36,3,3,0,0,0,75,0,0,6,30,26,29,12,12,8,113,0,17,7,87,22,16,4,0,0,156,3,36,91,260,180,222,100,34,11,930,0,0,0,9,13,3,7,3,0,40,0,0,0,22,5,4,0,0,0,34,34,110,112,802,247,200,152,101,44,1791,103,177,273,779,296,245,212,158,119,2364,2750,4677,5509,16525,6207,4699,3245,2207,1070,46887,0,0,4,13,8,5,0,0,0,32,2370,3744,3951,9538,4150,2698,1282,728,592,29055,0,7,15,64,9,3,0,0,0,94,0,5,0,22,12,19,6,11,7,70,0,0,0,50,6,4,0,0,0,66,0,0,6,13,17,8,5,3,0,43,3,7,4,64,21,9,4,0,0,106
20903,0,10,6,10,9,4,9,0,0,57,0,5,19,53,54,26,10,10,0,179,0,5,3,31,26,13,17,9,0,99,0,0,0,4,3,0,0,0,0,13,0,3,6,0,0,0,0,0,0,16,0,3,0,12,6,5,4,4,0,34,0,7,23,24,33,25,22,3,0,146,0,4,4,10,8,5,5,0,0,27,0,0,0,6,8,8,10,0,7,34,0,0,0,6,9,12,3,0,0,30,0,23,32,98,98,117,82,57,14,527,25,139,111,207,177,158,141,76,42,1074,1741,4616,4667,6915,5109,4886,3491,1534,352,33311,0,0,0,0,0,0,0,0,0,0,1644,4026,3861,5735,4289,3848,2539,1011,332,27284,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,8,0,0,0,0,0,16,0,0,0,3,6,0,0,0,0,11,0,0,7,30,14,7,10,0,0,72
20904,3,42,42,80,36,36,17,0,6,259,5,28,59,121,84,45,11,9,0,366,3,66,197,938,352,231,155,58,12,2017,4,3,0,43,7,8,0,0,0,75,4,20,24,89,14,3,3,0,0,159,0,3,16,124,127,118,66,34,4,488,6,21,35,78,33,15,8,0,0,207,6,54,90,474,354,374,208,42,18,1627,0,0,0,8,13,13,11,0,0,53,0,16,33,99,74,20,6,0,0,256,35,309,383,1581,744,626,478,235,67,4457,311,673,701,1685,657,515,395,332,146,5431,9688,18395,15717,39857,15115,11912,8774,4451,1366,125279,0,13,17,70,26,14,8,0,0,153,8401,14609,10619,20560,9064,6383,3809,1636,590,75668,0,16,3,149,24,6,0,0,0,201,0,0,0,71,50,51,30,18,5,228,0,6,5,59,10,12,8,0,0,100,0,5,11,65,23,46,18,6,0,178,0,7,5,42,24,8,9,0,0,89
21001,4,5,4,0,7,3,4,4,0,30,0,6,9,19,17,8,5,0,0,68,0,9,17,46,41,25,30,9,0,175,0,3,0,11,0,0,0,0,0,19,0,4,10,10,7,0,0,0,0,34,0,0,0,33,27,27,9,3,0,108,0,6,13,11,18,8,9,3,0,70,3,12,39,119,138,146,102,29,20,615,0,0,0,5,0,3,4,6,0,12,0,0,0,8,6,0,4,0,0,16,0,43,26,230,131,147,150,129,45,894,46,96,70,262,135,114,95,97,54,964,1690,3818,3607,7519,4211,3395,2824,2178,872,30112,0,0,0,4,0,0,0,0,0,3,1443,3276,2890,5362,3181,2379,1555,1012,429,21532,0,0,0,13,5,5,0,0,0,17,0,0,0,10,3,7,9,9,5,39,0,0,0,17,3,4,4,0,0,31,0,0,0,7,8,4,0,0,0,22,0,4,5,25,8,13,3,0,0,53
21002,0,5,0,0,3,4,0,0,0,12,0,0,0,18,13,12,3,0,0,51,0,4,0,3,5,8,0,0,0,21,0,0,0,4,0,0,0,0,0,0,0,9,4,0,3,0,0,0,0,12,0,0,0,6,0,0,0,0,0,3,3,6,4,12,5,9,3,8,4,61,0,0,0,7,0,0,0,0,0,8,0,3,0,3,4,0,6,0,0,23,0,0,0,0,3,0,0,0,0,4,3,5,0,40,39,40,35,27,8,199,26,95,79,163,124,144,97,64,17,810,966,2523,1965,3536,2368,2229,1697,885,176,16345,0,0,0,0,0,0,0,0,0,0,974,2250,1560,3263,2047,1677,1297,556,176,13815,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,10,0,0,28
21003,5,11,4,32,5,4,7,0,0,58,0,4,9,43,15,4,3,3,0,82,5,21,28,166,46,60,22,13,0,360,0,0,3,16,0,0,0,0,0,16,0,9,10,24,4,0,0,0,0,52,3,19,16,198,153,171,51,34,8,651,0,16,6,43,13,6,3,5,0,98,0,17,11,86,67,59,40,3,5,284,0,0,0,8,5,3,0,3,0,22,0,0,0,19,3,0,0,0,0,21,16,103,86,625,175,139,113,96,43,1394,120,237,270,790,257,167,120,119,93,2170,2830,4700,4871,14270,4657,3612,2267,1594,1054,39863,0,6,11,19,0,3,0,0,0,46,2519,3596,2990,7130,2887,2110,1028,706,633,23588,0,17,16,120,24,12,7,0,0,203,0,0,0,15,3,21,7,0,0,51,0,0,4,34,8,4,0,0,0,57,0,0,0,11,3,0,0,0,0,15,0,4,9,44,4,0,0,5,0,64
21004,0,0,5,9,3,10,3,0,0,27,0,3,15,15,27,14,7,3,0,85,0,7,7,29,15,17,5,7,0,84,0,0,0,4,0,0,0,0,0,5,0,0,4,5,3,0,0,0,0,18,0,0,0,3,0,9,0,0,0,12,0,12,4,15,11,9,3,0,0,49,0,5,0,7,7,4,0,0,0,24,0,0,0,0,0,3,6,0,0,15,0,0,3,0,6,4,0,0,0,14,0,25,22,98,67,67,61,50,13,388,33,113,114,302,113,112,88,44,20,939,1465,2986,2786,6405,2842,2624,1871,843,266,22091,0,0,0,0,0,0,0,0,0,0,1352,2524,2257,5066,2351,2132,1361,559,252,17853,0,0,0,5,9,0,0,0,0,24,0,0,0,7,3,5,5,0,0,13,0,0,0,8,4,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,3,0,19,12,7,4,0,0,47
21005,6,21,29,60,27,31,6,5,0,186,0,4,5,40,16,16,21,10,0,109,9,98,206,749,321,338,131,40,16,1909,0,0,0,12,0,5,0,0,0,20,0,16,21,89,12,5,0,0,0,143,12,75,135,914,869,935,369,254,24,3589,0,35,19,42,13,12,8,4,0,128,0,12,22,187,143,177,71,21,6,634,0,0,0,5,4,0,0,0,0,14,6,0,21,42,25,3,3,0,0,96,49,544,631,1850,882,854,552,260,73,5690,397,837,731,1896,643,505,291,178,61,5531,8552,15831,13931,33272,11420,9849,6013,2936,732,102527,0,11,41,94,30,14,3,4,0,194,7296,11355,8541,12881,4622,3507,1994,887,300,51385,0,16,11,129,34,12,11,0,0,218,0,0,4,61,19,49,19,12,5,162,0,0,3,17,0,0,0,0,0,31,0,0,0,12,3,4,3,0,0,32,0,5,12,33,13,13,0,0,0,81
21101,3,53,110,120,89,72,65,12,3,515,0,20,38,127,116,81,83,30,4,505,3,54,174,650,299,329,280,90,12,1892,4,10,3,60,18,15,17,4,0,129,0,14,14,55,7,3,3,0,0,107,0,0,0,14,16,11,6,7,3,68,4,27,19,52,31,29,18,7,8,198,4,13,31,124,158,169,88,21,6,606,0,5,0,9,10,14,18,12,7,83,0,0,7,25,12,9,3,3,0,63,7,61,123,438,280,326,300,242,125,1897,96,240,237,659,298,259,242,207,97,2335,4288,9777,9878,20909,10358,9839,7524,4050,1336,77961,0,4,6,59,29,22,9,3,0,128,3948,7744,7187,12010,6541,5773,4400,2412,1016,51026,0,0,7,29,6,8,0,0,0,53,0,0,0,13,8,11,8,0,3,52,0,0,0,23,4,8,0,0,0,43,0,0,7,77,94,74,48,19,5,316,0,4,9,29,25,9,4,3,0,82
21102,0,15,3,12,10,13,5,5,0,65,0,9,20,28,33,28,17,6,0,141,0,4,0,11,15,11,6,4,0,57,0,0,5,16,4,3,3,0,0,32,0,0,0,6,4,0,0,0,0,10,0,0,0,0,4,4,0,0,0,7,4,8,13,3,7,4,4,0,0,50,0,4,0,13,14,18,3,0,0,45,0,0,0,0,0,3,0,0,0,10,0,0,0,4,3,0,0,0,0,12,0,11,14,47,40,57,60,38,13,282,11,32,35,56,56,42,47,42,28,362,497,1739,2010,2245,2036,1888,1396,810,313,12924,0,0,0,0,0,0,0,0,0,0,482,1472,1573,1530,1519,1253,880,517,205,9430,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,3,0,0,0,9,3,0,0,4,0,0,0,0,0,8,0,0,7,10,10,5,6,0,0,31
21103,0,17,18,50,28,25,13,0,3,164,4,15,29,115,68,64,40,25,5,364,0,12,18,202,39,54,48,14,10,397,0,3,8,44,18,10,4,0,0,86,0,29,33,41,11,0,0,0,0,120,0,0,0,7,7,8,0,0,0,31,10,12,24,56,35,27,19,10,3,196,0,4,15,55,51,42,30,11,0,207,0,0,5,11,9,12,14,4,3,63,0,0,0,10,8,7,5,0,0,35,4,47,73,308,166,144,143,126,31,1042,68,176,160,485,215,203,156,104,72,1637,3484,7276,6722,15390,7367,6455,4857,2866,1050,55463,0,0,0,8,5,3,0,0,0,20,3195,5990,5072,10351,5574,4808,3774,2257,1093,42109,0,0,3,17,7,0,3,0,0,33,0,0,0,9,4,5,6,4,0,28,0,0,3,18,3,5,0,0,0,29,0,0,0,39,15,19,12,5,0,97,0,4,9,35,21,15,5,9,0,100
21104,4,37,46,64,37,20,22,6,3,226,0,5,20,39,42,29,9,6,0,151,0,8,43,197,57,47,62,21,8,450,0,12,9,80,15,3,17,4,0,131,0,3,9,40,9,5,3,0,0,71,0,0,0,12,3,7,3,3,0,28,0,15,21,19,20,12,10,4,0,107,0,18,14,97,102,106,78,34,3,448,0,0,0,3,3,4,6,0,0,18,0,0,4,9,4,4,0,0,0,27,7,42,53,163,91,101,113,84,55,706,27,75,93,233,98,85,107,83,64,875,1699,3862,3832,8120,4142,3303,2828,1885,755,30431,0,0,0,6,6,3,0,0,0,19,1505,3117,2497,3406,2442,1835,1644,1399,705,18551,0,0,0,18,8,0,3,0,0,34,0,0,0,3,3,8,0,0,0,17,0,0,0,11,0,0,0,0,0,16,0,0,6,35,43,53,27,12,0,174,0,0,0,23,3,9,7,3,0,45
21105,5,6,14,26,14,14,11,3,0,85,0,6,34,107,117,60,53,19,0,393,0,9,6,84,44,29,24,13,4,208,0,0,0,11,0,3,3,0,0,20,0,12,33,40,3,3,0,0,0,93,0,0,0,6,9,5,0,0,0,20,5,23,26,67,50,32,39,13,0,249,0,5,3,20,9,5,0,6,0,45,0,0,4,6,9,28,13,8,7,74,0,0,4,20,17,13,3,0,0,61,0,33,46,230,183,202,179,173,45,1100,128,319,328,691,449,414,322,229,78,2961,4842,10191,9361,19278,10409,9777,7723,4103,1081,76764,0,0,0,4,0,0,0,0,0,3,4274,8766,7698,15992,8454,7555,5766,2665,870,62055,0,0,0,6,0,0,0,0,0,11,0,0,0,8,4,6,0,0,0,25,0,0,0,10,0,0,0,0,0,16,0,0,3,21,8,4,6,0,0,38,0,0,4,56,41,22,20,4,0,151
21201,0,9,13,32,13,14,3,0,0,85,3,15,35,97,71,39,20,11,4,301,8,68,83,659,185,85,59,25,0,1171,0,5,3,60,5,0,0,0,0,74,0,9,10,25,4,3,0,0,0,58,0,0,0,6,6,12,5,6,0,34,3,15,16,44,26,18,8,0,0,126,0,8,9,23,12,12,9,0,0,65,0,0,0,12,13,16,11,3,0,59,0,0,9,42,23,7,3,0,0,94,8,77,140,519,266,211,141,107,31,1494,163,433,357,841,368,281,246,165,63,2911,4645,9091,7394,17600,7083,5632,4110,2212,595,58360,0,9,33,92,24,10,6,3,3,175,4222,7543,5573,11813,5096,3974,2861,1383,502,42960,0,6,12,77,9,4,0,0,0,116,0,0,0,26,10,11,4,3,0,55,0,0,3,13,5,3,0,3,0,25,0,0,8,54,10,14,0,0,0,93,0,12,3,28,20,6,3,0,0,73
21202,3,43,39,41,24,27,25,0,0,205,0,24,49,127,120,87,61,34,9,503,8,128,209,1209,509,456,291,126,24,2957,0,3,7,60,5,7,3,0,0,87,0,9,10,42,6,6,3,0,0,79,0,0,3,26,46,64,27,17,3,192,0,27,28,38,25,21,8,10,0,170,0,5,18,131,80,98,55,7,6,414,0,0,0,3,15,13,11,5,3,50,0,3,6,17,21,11,0,0,0,59,19,120,229,865,597,707,501,264,92,3388,201,404,447,1005,376,334,225,162,62,3221,4231,9552,9492,18830,8927,8105,5455,2794,899,68289,12,185,391,1008,306,158,61,29,4,2160,3687,7321,6012,8436,4405,3496,2297,1250,613,37524,0,14,11,78,33,10,9,0,0,148,0,0,9,128,64,81,43,10,3,345,0,0,0,12,3,0,4,0,0,28,0,4,21,93,69,56,23,9,5,277,0,9,8,17,20,5,3,6,0,71
21203,4,38,33,57,39,40,23,3,0,229,0,30,75,177,141,74,51,26,3,577,19,234,474,2193,895,522,275,85,21,4713,0,5,0,43,0,0,3,0,0,56,0,22,22,150,21,0,3,0,0,225,0,0,9,81,60,52,24,16,3,246,11,37,33,61,30,17,12,0,0,197,6,16,32,188,127,87,49,3,4,513,0,3,8,14,16,16,12,7,3,73,0,11,51,138,53,23,10,0,0,292,13,186,445,1393,741,658,376,213,51,4075,380,836,652,1649,518,431,287,130,50,4940,10072,18822,14953,37398,13457,9815,5879,2676,668,113748,28,360,924,2236,573,246,99,28,12,4502,8896,13994,8510,14454,5697,4117,2721,1297,492,60187,0,22,18,164,29,13,6,5,0,248,0,0,3,118,60,63,30,8,0,284,4,0,0,24,0,10,3,0,0,43,0,19,56,502,169,130,70,22,8,971,0,8,13,30,15,5,4,0,0,71
