SA3_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
20402,0,0,0,5,0,0,3,5,16,0,29,0,0,0,0,0,0,0,4,7,0,5,0,10,0,10,0,0,0,8,9,0,16,0,8,0,10,0,3,6,22,31,0,52,0,15,0,13,0,4,5,25,67,0,87,3,50,11,66,3,6,13,75,80,0,153,21,86,11,116,4,0,4,114,92,0,208,41,84,9,134,5,4,9,142,127,0,267,76,71,12,154,4,3,11,166,110,0,277,74,55,11,134,0,0,0,138,69,0,208,55,36,0,89,0,0,0,91,29,0,121,61,24,6,88,0,0,4,93,35,0,125,100,29,6,137,0,0,3,136,37,0,172,32,8,0,39,0,0,0,43,15,0,56,20,3,3,28,0,0,0,28,0,0,31,9,5,0,11,0,0,0,11,3,0,14,23,3,4,32,3,0,3,38,6,0,45,61,43,10,113,0,5,5,114,56,8,175,0,0
20403,0,0,0,0,5,0,5,6,26,0,32,0,0,0,0,0,0,0,3,6,0,14,3,0,6,5,4,5,5,14,18,0,35,0,15,3,19,0,0,3,27,58,0,79,0,25,8,35,11,4,10,50,98,0,149,9,63,15,91,3,10,15,105,164,0,276,32,132,18,179,5,10,16,195,130,0,329,73,138,5,221,16,0,14,234,150,3,383,120,120,13,259,0,6,8,265,145,0,407,134,96,17,243,0,5,9,256,104,0,357,106,61,7,171,0,0,0,168,51,0,219,105,33,11,144,4,0,4,141,38,0,181,154,44,13,215,0,5,5,218,44,0,265,48,12,6,67,0,0,0,68,23,0,93,41,12,4,53,0,0,0,53,4,0,63,7,3,0,12,0,0,0,12,0,0,16,28,7,0,40,0,0,4,42,9,0,50,77,58,12,142,5,0,5,148,67,5,212,7,9
20501,0,5,3,5,0,0,0,9,18,0,24,0,0,0,3,0,0,0,5,6,0,14,0,5,0,6,3,4,4,15,20,0,29,0,17,3,14,0,9,8,21,32,0,54,3,23,4,31,5,7,11,36,72,0,106,7,61,14,83,12,6,22,100,86,0,188,20,80,17,115,4,10,14,131,94,0,222,39,107,12,157,10,4,8,173,114,0,283,66,109,4,178,0,5,5,180,106,0,286,77,70,15,158,5,0,5,164,74,3,244,63,42,5,116,0,0,0,116,42,0,159,67,33,5,106,0,0,0,103,23,0,127,110,38,3,158,3,0,5,167,40,0,201,42,18,4,60,0,0,0,60,21,0,79,28,13,0,41,0,0,0,41,0,0,41,11,6,3,15,0,0,0,15,3,0,24,28,3,4,34,0,0,0,34,9,0,47,54,49,8,116,4,0,3,120,45,5,172,8,0
20502,0,0,0,0,0,6,3,3,26,0,32,0,4,0,4,0,0,4,9,3,0,15,0,11,0,11,0,0,0,12,17,0,30,0,18,6,22,0,0,5,25,31,0,56,4,20,3,29,6,6,7,41,53,0,87,9,41,12,64,5,15,13,79,97,0,179,24,93,9,122,7,4,15,133,86,0,228,26,67,8,109,5,0,4,108,139,0,252,56,73,10,134,8,7,11,145,98,0,251,47,52,7,109,0,0,4,107,62,4,173,50,20,10,81,0,0,0,80,27,0,108,49,15,3,74,0,0,0,74,20,0,88,53,27,7,94,0,0,0,94,20,0,118,20,3,4,33,0,0,0,33,9,0,39,13,0,4,16,0,0,0,16,3,0,22,10,3,0,12,0,0,0,12,0,0,12,9,9,0,18,0,0,0,18,8,0,26,55,32,6,95,0,0,3,102,61,3,158,4,0
20503,0,0,3,4,0,5,0,10,25,0,36,0,0,0,0,3,0,3,9,6,0,12,0,9,0,8,0,4,7,14,25,0,39,0,19,0,20,4,0,9,31,51,0,79,5,29,8,43,12,5,12,52,80,0,137,18,72,14,105,4,8,15,122,115,0,234,33,123,10,161,8,8,19,182,128,0,308,49,123,14,186,3,3,6,191,169,0,362,78,94,4,185,4,6,8,188,135,0,319,86,85,14,187,0,4,4,191,89,0,275,62,54,7,134,0,0,3,135,37,0,175,68,24,3,95,0,0,0,95,40,0,139,98,36,6,145,0,0,0,145,29,0,175,39,10,0,53,0,0,0,53,14,0,67,22,4,5,31,0,0,0,31,9,0,35,9,0,0,13,0,0,0,13,4,0,20,17,6,0,22,3,0,3,29,12,0,41,58,59,14,132,0,0,0,132,82,4,220,8,3
20504,0,0,0,4,0,3,4,10,46,3,54,0,8,0,13,0,0,0,14,15,0,30,0,12,0,12,10,0,6,16,34,0,52,4,24,7,34,7,7,16,49,74,0,122,0,26,6,34,25,11,41,71,165,0,242,7,92,16,111,20,25,42,155,221,6,382,36,136,14,192,14,17,37,228,203,4,432,76,166,17,255,11,8,17,275,280,0,555,97,129,13,240,7,8,18,258,193,5,450,112,130,11,258,5,0,4,260,122,0,386,121,63,7,191,3,5,7,198,64,0,264,96,35,8,138,0,0,6,143,38,0,184,162,39,12,212,3,0,4,216,60,0,274,59,21,3,85,3,0,3,97,23,0,115,35,9,0,50,0,0,0,50,8,0,64,13,3,0,13,0,0,0,16,4,0,22,26,11,0,41,0,0,0,41,15,0,58,80,54,19,155,7,5,10,167,87,11,259,4,3
20505,5,0,0,6,0,6,6,13,15,0,28,0,4,0,3,0,0,0,3,4,0,4,0,3,4,6,3,4,6,17,14,0,38,0,9,0,7,0,4,11,16,33,0,50,3,17,6,25,6,4,12,32,71,0,103,7,47,13,62,0,10,14,72,89,0,162,13,67,7,81,7,7,12,99,77,3,178,38,72,12,116,0,4,11,128,84,0,212,52,57,7,115,0,0,9,122,77,0,196,59,70,4,127,3,0,3,128,60,0,189,50,18,9,75,0,0,3,73,32,0,110,36,27,0,64,0,0,0,64,25,0,90,73,30,7,105,4,0,4,108,23,0,134,18,7,0,24,0,0,0,26,8,0,33,10,4,0,16,0,0,0,16,4,0,14,7,0,0,8,0,0,0,8,0,0,16,19,4,0,23,0,0,0,23,10,3,35,37,28,8,71,0,4,3,74,40,9,129,5,0
20601,0,0,0,3,10,0,7,13,36,0,52,0,0,0,4,0,0,0,5,16,0,14,0,7,0,7,0,0,0,3,30,0,30,4,9,4,13,4,10,10,23,42,0,62,0,12,0,19,3,0,0,23,46,0,71,7,25,0,35,7,3,12,44,85,0,127,20,52,3,72,4,8,9,80,84,0,164,23,69,6,104,0,3,5,110,149,0,263,71,84,4,164,3,3,4,172,136,0,311,73,59,3,136,6,3,10,143,92,0,238,91,44,4,143,5,0,7,148,91,0,235,86,26,4,121,4,0,8,122,63,0,192,222,72,11,299,3,0,8,304,99,0,399,64,24,0,87,0,0,0,87,66,0,154,67,22,0,88,0,0,0,88,17,0,105,25,12,0,39,0,0,0,39,12,0,53,97,8,5,110,0,0,0,110,18,0,129,61,40,10,105,0,0,0,106,65,4,180,0,0
20602,0,0,0,0,0,0,0,0,19,0,23,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,5,14,0,15,0,6,0,9,0,6,5,16,14,0,30,0,12,0,15,0,8,8,22,27,0,50,0,28,7,35,0,6,8,46,43,0,87,4,24,3,33,0,0,4,38,49,0,88,17,46,3,65,0,0,0,65,98,0,163,19,42,3,67,0,0,5,73,74,0,153,39,49,4,90,0,0,0,90,55,0,144,47,56,0,106,0,0,0,109,49,0,156,52,33,3,94,0,0,0,93,33,0,126,126,38,5,177,0,0,0,176,51,0,226,30,13,0,44,0,0,0,45,35,0,80,60,9,0,68,0,0,0,69,20,0,85,19,6,0,22,0,0,0,22,9,0,31,87,13,5,104,0,0,0,104,19,0,125,50,31,6,86,5,0,4,91,43,0,134,3,0
20603,3,0,0,4,7,8,14,11,40,0,58,0,0,0,6,4,0,3,8,16,0,27,0,6,3,12,3,5,9,15,43,0,60,0,8,4,13,4,3,9,22,48,0,73,0,14,0,19,7,6,11,26,77,0,102,0,27,0,32,3,8,14,43,77,0,125,6,41,6,52,9,3,10,63,72,0,137,28,52,5,85,8,3,10,98,77,0,181,36,61,0,103,0,0,0,102,114,0,218,53,53,3,107,0,0,0,110,86,0,192,65,37,5,106,0,0,3,112,46,0,150,69,34,3,103,3,0,4,109,40,0,150,141,43,5,190,0,0,0,189,69,0,265,68,21,7,93,0,0,0,93,25,0,119,68,17,0,89,0,0,0,88,11,0,102,28,7,0,32,0,0,0,32,5,0,38,115,11,0,125,0,0,0,128,26,0,153,73,31,5,107,0,5,9,111,51,4,165,0,0
20604,4,6,0,13,13,10,27,35,158,0,191,0,7,3,16,3,3,7,24,29,0,43,0,18,0,18,5,8,16,33,60,0,97,5,17,0,22,3,3,5,28,55,0,88,0,16,8,28,4,8,13,36,97,0,131,9,55,8,74,6,12,13,82,105,0,185,14,57,10,75,4,5,10,88,99,4,188,18,63,4,87,8,6,11,104,105,0,207,69,65,12,151,0,3,8,157,102,0,261,88,69,5,164,7,3,7,175,82,0,254,80,40,14,134,4,3,4,139,67,0,204,89,28,12,125,0,0,0,129,54,0,179,209,41,7,255,4,3,9,263,66,0,326,61,14,6,77,0,0,3,80,36,0,120,82,12,0,98,0,0,0,97,20,0,117,23,4,0,28,0,0,0,30,11,0,39,168,32,3,204,0,0,0,204,27,0,234,51,26,6,81,5,0,3,87,54,10,156,0,0
20605,3,4,0,8,7,3,7,13,52,0,74,0,4,0,3,6,0,6,10,18,0,25,0,11,0,7,3,5,11,15,21,0,35,0,12,0,15,6,0,9,22,41,0,68,5,19,0,23,7,7,16,41,86,0,120,5,31,6,46,7,9,14,56,90,0,152,15,57,10,81,5,4,9,91,78,4,174,36,68,5,109,5,4,8,118,92,0,210,62,62,6,132,5,3,8,137,105,0,246,76,76,14,164,3,3,9,168,82,0,256,89,53,12,156,4,0,5,159,43,0,204,99,36,6,141,0,0,0,146,47,0,191,241,77,10,333,0,0,6,333,58,0,393,67,18,4,85,3,0,3,87,27,0,115,98,13,5,110,0,0,0,110,18,0,132,21,4,0,31,0,0,0,31,8,0,35,228,41,8,282,5,0,4,283,36,3,320,90,62,9,155,8,0,9,163,65,3,230,4,0
20606,7,0,0,4,4,0,5,10,64,0,70,0,3,0,3,0,0,0,4,10,0,19,0,9,0,10,0,0,0,8,21,0,30,0,6,0,8,0,0,0,8,23,0,30,0,7,0,6,0,3,4,15,34,0,49,5,20,0,27,0,0,3,27,50,0,75,10,24,5,30,6,0,0,38,39,0,74,23,19,4,41,0,0,3,44,68,0,114,27,37,6,72,0,4,8,81,62,0,147,28,33,6,65,0,0,0,67,53,0,121,27,24,0,54,3,0,3,56,28,0,88,28,21,5,57,0,0,0,57,38,0,89,96,36,4,137,5,0,0,142,42,0,187,34,19,3,56,0,3,3,56,18,0,74,48,16,5,59,0,0,0,62,11,0,70,10,3,0,16,0,0,0,16,8,0,20,141,39,7,185,0,0,0,189,37,0,223,49,16,5,74,6,4,6,78,53,0,131,0,4
20607,0,0,0,0,7,0,7,8,52,0,60,0,0,0,0,0,4,6,5,20,0,28,0,10,9,13,4,0,8,24,46,0,75,0,21,0,28,0,5,7,36,70,0,102,0,22,0,27,12,3,15,41,104,0,146,5,30,4,35,5,10,15,47,95,0,148,11,50,3,64,7,7,17,77,115,3,193,16,60,5,83,3,3,9,88,154,0,246,42,55,5,96,3,3,10,109,95,0,206,41,41,0,83,4,0,4,91,92,0,175,55,31,3,83,0,0,0,87,59,0,151,63,39,3,110,0,0,0,110,48,0,153,161,51,8,214,4,0,5,222,62,0,280,34,17,3,58,0,0,0,58,40,0,95,73,10,0,77,5,0,3,86,15,0,106,16,4,0,23,0,0,0,23,9,0,33,154,20,10,179,0,0,0,179,17,0,202,72,33,7,113,0,0,3,120,54,11,178,0,0
20701,7,6,9,20,10,10,15,40,315,0,357,4,17,0,23,4,7,7,36,46,0,76,7,26,0,34,3,7,10,43,93,0,137,8,38,5,43,10,6,18,63,74,0,139,8,40,6,58,4,3,5,67,100,0,166,13,55,4,79,8,9,15,92,100,0,191,27,91,3,119,8,8,19,134,110,0,244,45,99,4,152,3,8,11,160,145,0,307,80,133,9,225,11,7,18,244,176,0,417,118,113,11,241,11,6,17,258,148,0,401,124,80,11,217,3,11,12,227,85,0,312,143,76,10,228,4,0,4,236,93,0,332,318,138,21,480,10,4,9,486,132,0,621,136,48,12,189,0,0,0,189,93,0,285,183,53,12,248,0,0,0,253,58,0,307,53,28,0,80,0,0,0,87,25,0,115,431,85,7,527,7,0,7,534,106,0,636,205,88,11,304,4,8,11,310,130,14,453,5,9
20702,4,8,0,12,8,8,13,24,189,0,216,0,11,0,11,5,0,3,13,43,0,55,6,11,0,20,0,4,3,25,39,3,67,0,16,0,22,0,11,8,33,50,0,78,0,34,3,45,7,8,7,54,82,0,134,13,69,6,94,0,13,12,105,84,0,184,26,81,12,121,0,11,6,128,99,0,232,34,90,12,136,10,3,11,144,156,3,303,104,119,19,246,3,0,4,252,182,0,429,94,95,9,196,5,9,10,206,137,0,343,95,55,13,165,3,3,7,173,96,0,268,98,56,3,159,4,7,5,164,102,0,269,223,78,8,305,3,6,8,314,152,0,464,88,48,0,141,0,0,0,146,86,0,230,92,34,5,130,0,0,0,130,28,0,163,24,15,0,42,0,0,4,44,16,0,61,114,32,6,150,6,3,8,153,54,0,207,79,47,7,136,6,3,6,142,73,11,222,3,0
20703,4,0,4,8,3,9,11,22,199,0,217,3,9,0,12,0,3,3,16,39,0,49,0,20,8,22,4,0,9,30,63,0,90,5,35,9,44,0,4,4,47,49,0,95,3,43,10,52,4,19,21,79,97,0,173,9,74,11,96,7,8,16,110,118,0,224,18,89,8,115,0,5,4,119,104,0,225,37,56,11,108,6,8,15,129,156,0,289,88,117,13,209,12,3,14,225,154,0,376,106,87,11,205,0,9,10,210,123,0,333,108,78,4,190,0,3,0,191,92,0,289,121,56,3,177,5,0,3,185,80,0,264,259,80,14,358,7,4,6,368,124,0,491,117,49,0,164,4,0,3,173,71,4,243,91,28,6,128,0,0,0,128,30,0,159,32,12,0,46,0,0,5,51,15,0,67,128,23,0,155,5,0,5,157,36,0,191,84,60,7,157,5,4,6,165,86,6,255,8,3
20801,8,4,4,7,9,6,11,24,82,0,107,0,5,0,8,4,0,4,9,15,0,28,0,9,0,13,3,3,7,22,28,0,53,3,10,6,20,0,6,3,19,26,0,52,0,22,0,29,8,3,10,40,73,0,108,16,43,0,56,0,5,13,64,66,0,131,19,45,10,79,0,4,6,84,75,0,162,24,85,10,114,4,0,7,119,117,0,238,54,78,5,139,0,0,8,146,133,0,278,70,82,10,155,0,0,3,162,97,0,256,97,71,5,175,5,0,4,177,61,0,245,89,67,9,168,0,0,0,168,51,0,217,228,90,16,331,7,0,9,343,90,0,429,78,28,3,108,0,0,0,112,50,0,161,120,42,4,168,0,0,0,168,22,0,190,34,12,4,52,0,0,0,52,22,0,70,286,52,17,356,6,0,6,361,57,0,423,148,60,16,226,8,5,11,237,65,3,309,0,0
20802,0,4,3,11,3,8,11,26,169,0,191,0,14,0,20,4,0,7,20,38,0,56,8,15,0,28,3,6,10,43,39,0,79,11,21,6,34,4,5,7,39,49,0,85,12,28,0,40,6,9,8,49,83,0,136,12,82,14,104,8,3,9,120,114,5,232,31,109,7,144,10,11,14,163,115,0,279,66,128,9,207,4,5,15,218,212,0,432,115,174,12,304,4,4,12,306,188,6,496,152,144,14,306,4,3,4,313,166,5,481,178,105,9,294,7,0,6,298,126,0,424,172,70,7,254,0,0,3,256,78,0,333,406,124,17,549,5,4,6,554,143,0,701,139,35,9,179,4,0,5,183,68,3,254,174,34,3,215,0,0,4,227,40,0,267,53,11,0,65,0,0,0,70,19,0,90,323,37,10,376,0,0,3,376,55,0,431,160,81,13,258,12,4,13,267,107,7,383,15,3
20803,0,4,0,6,6,6,8,17,76,0,94,0,8,0,8,0,8,9,15,18,0,37,0,6,4,12,4,0,4,17,24,0,44,3,18,0,18,4,6,11,29,54,0,80,3,46,0,48,0,7,7,53,94,0,150,9,86,11,108,10,14,22,126,116,0,248,21,113,14,146,9,12,17,162,136,0,303,68,157,18,235,6,0,12,244,202,3,451,142,164,24,324,7,9,20,342,233,0,582,167,167,11,348,4,6,8,356,152,0,510,215,124,8,342,4,0,3,353,105,0,455,178,84,15,281,3,0,3,286,78,0,360,387,116,18,519,0,3,9,529,134,0,657,148,57,13,215,0,0,4,222,64,0,280,132,35,4,168,0,0,0,171,35,0,199,47,10,5,66,0,0,0,63,12,0,76,204,30,8,238,0,0,3,247,26,0,266,178,72,25,274,3,0,3,281,91,3,378,0,6
20804,0,0,0,0,6,6,11,9,25,0,38,0,0,0,0,0,0,3,0,12,0,13,0,0,0,0,0,0,0,9,20,0,28,0,3,0,4,3,0,5,10,14,0,26,0,13,0,7,0,3,4,16,25,0,44,0,15,0,16,4,0,0,17,26,0,42,4,18,5,22,0,0,7,25,23,0,54,10,27,8,41,0,4,4,41,41,0,80,22,28,3,48,0,0,0,48,38,0,89,26,25,4,55,0,4,3,58,33,0,96,24,29,0,52,0,0,0,54,23,0,76,27,23,0,53,0,0,0,51,29,0,78,83,39,3,130,0,0,5,127,48,0,178,27,16,3,39,0,0,0,39,14,0,51,44,9,0,60,0,0,0,61,15,0,76,16,7,0,23,0,0,0,23,12,0,32,126,28,0,157,0,0,0,154,25,0,184,48,24,0,72,0,0,4,76,30,0,108,0,0
20901,6,4,4,11,3,3,13,17,73,0,99,0,3,0,5,0,0,0,5,28,0,31,0,8,3,19,0,4,9,21,49,0,74,0,13,0,17,0,5,11,30,63,0,94,6,26,8,40,9,9,13,57,91,0,149,4,71,9,92,7,15,19,115,168,0,288,14,103,17,137,7,6,11,149,162,0,308,51,137,10,197,5,7,10,208,235,4,448,101,143,12,260,5,8,9,271,228,0,498,151,120,17,287,0,6,11,301,172,0,472,165,123,8,296,0,0,4,298,99,0,395,185,79,10,273,0,6,6,277,102,0,379,367,123,19,506,4,0,3,513,141,0,651,154,61,4,221,0,0,6,225,68,0,293,137,31,0,166,0,0,3,167,34,0,204,43,14,0,58,0,0,0,61,20,0,76,169,30,9,207,4,0,0,213,32,0,246,133,91,25,244,6,6,9,255,96,10,360,3,3
20902,0,3,3,6,7,6,10,14,74,0,83,0,9,0,10,0,0,0,7,21,0,30,0,3,6,8,4,0,4,14,51,0,70,0,19,7,24,5,10,15,40,65,0,109,5,18,4,26,4,5,14,39,119,0,160,12,59,12,76,8,12,18,92,149,5,242,20,77,12,112,7,0,13,118,156,0,275,48,97,11,157,11,4,12,172,246,6,420,88,123,10,215,7,7,11,224,192,0,426,120,103,13,234,4,0,8,240,177,0,420,117,63,4,182,0,3,4,187,125,0,310,126,36,5,164,6,8,11,173,97,0,275,193,53,13,257,5,3,7,262,129,0,396,75,30,0,109,3,0,3,115,76,0,191,57,21,3,83,6,0,6,87,18,0,100,19,7,0,30,0,0,0,33,19,0,55,69,22,0,93,0,0,0,95,35,0,134,50,55,14,125,6,3,5,128,120,14,257,4,0
20903,3,5,0,4,0,0,0,3,42,0,43,0,0,0,4,0,0,0,3,9,0,16,0,5,0,4,0,3,3,9,10,0,18,0,13,0,8,0,0,0,11,15,0,31,3,22,3,31,3,0,8,32,36,0,69,3,30,5,36,6,3,4,44,50,0,91,12,33,11,54,0,3,5,60,51,0,105,22,63,8,88,0,0,0,94,72,0,163,38,77,7,118,3,3,4,119,65,0,184,81,59,5,137,0,4,5,142,53,0,198,64,55,7,124,0,0,6,130,39,0,165,76,53,0,125,0,0,0,124,34,0,163,188,57,7,244,0,0,0,247,51,3,304,82,27,3,112,0,0,4,112,24,0,134,81,6,0,89,0,0,0,89,14,0,106,29,9,5,41,0,0,0,41,7,0,42,101,21,5,118,0,0,0,125,15,0,135,93,53,11,159,6,3,12,162,46,5,219,5,0
20904,7,7,4,16,11,9,20,42,248,4,289,0,8,4,10,0,4,5,17,41,0,60,0,25,4,34,12,12,20,55,91,3,147,3,45,5,55,20,17,38,89,155,8,254,7,70,16,94,24,23,47,142,295,0,437,24,212,39,273,18,38,58,331,439,4,773,71,265,33,364,18,28,48,418,439,4,857,207,337,32,576,27,17,51,624,567,0,1197,334,329,34,700,18,7,24,720,508,9,1241,366,278,28,674,12,16,29,705,450,4,1157,369,202,35,603,9,9,21,625,281,0,909,307,139,17,464,4,3,9,471,241,0,715,605,185,41,833,16,12,22,850,295,6,1148,291,91,14,392,7,9,16,409,144,3,554,187,42,15,243,4,0,3,250,62,0,312,89,28,9,131,5,4,5,130,32,0,166,146,24,3,173,3,4,3,173,50,0,235,229,122,39,386,18,12,26,413,220,19,658,12,19
21001,0,0,0,0,3,0,6,7,34,0,43,0,3,0,7,0,3,8,9,11,0,21,0,3,0,3,0,3,5,9,22,0,28,0,12,0,11,4,5,5,15,20,0,44,0,11,0,11,4,0,3,18,51,0,65,9,28,7,40,5,5,5,47,53,0,95,21,45,7,71,0,0,7,75,77,0,151,32,69,9,102,6,3,10,113,120,3,235,64,61,19,140,6,9,10,150,127,4,273,72,68,9,154,3,3,7,159,112,0,263,83,67,5,154,4,0,4,160,75,0,236,78,34,9,118,0,0,0,118,69,0,194,170,59,11,239,0,0,3,238,78,0,313,90,35,11,130,0,3,5,136,40,0,177,70,23,3,92,0,0,0,97,17,0,112,33,10,0,50,0,0,0,50,6,0,62,99,14,6,112,0,0,0,120,25,0,142,61,40,5,112,0,0,5,113,46,7,166,3,0
21002,0,0,0,0,0,3,3,3,9,0,9,0,0,0,0,0,0,0,0,8,0,8,0,8,0,8,0,0,0,8,6,0,11,0,3,0,3,0,0,4,8,14,0,17,0,11,7,15,0,3,4,21,28,0,47,4,28,3,33,0,4,8,40,22,0,64,5,24,0,31,0,4,3,32,35,0,71,14,46,5,61,3,0,3,63,35,0,96,25,27,6,57,0,0,0,57,30,5,89,30,29,3,62,0,0,0,65,29,0,93,40,33,4,74,0,0,0,74,26,0,106,25,17,3,47,0,0,0,47,14,0,58,74,26,5,100,0,5,5,108,22,0,131,21,11,0,31,0,0,0,31,16,0,51,26,10,0,36,0,0,0,36,3,0,42,7,3,0,9,0,0,0,9,0,0,10,34,11,4,44,0,0,0,44,3,0,42,41,26,4,73,0,0,0,73,19,3,99,0,0
