SA3_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
20101,0,0,0,0,0,0,0,4,0,149,8,166,0,0,0,0,0,0,0,12,0,58,0,74,0,0,0,0,0,0,0,5,0,31,0,46,0,0,0,0,0,0,0,9,5,29,0,44,0,5,0,0,0,0,0,28,0,210,4,257,0,10,0,0,0,10,0,43,12,143,6,227,9,21,7,11,0,18,10,106,19,1188,21,1398,0,44,3,20,5,59,7,128,9,685,9,965,23,68,0,44,3,118,15,157,27,594,4,1057,57,121,9,186,13,149,20,138,28,552,13,1277,62,46,3,202,13,120,15,74,11,162,4,713,165,76,9,193,19,98,11,60,14,163,0,821,570,95,9,439,49,173,28,63,10,147,3,1596,443,63,11,294,28,58,12,21,14,64,5,1014,342,11,7,189,25,62,9,9,6,39,0,696,226,7,3,61,16,22,5,7,0,13,4,377,362,33,15,160,24,68,8,26
20102,0,0,0,4,0,0,0,3,0,66,0,72,3,0,0,0,0,0,0,6,0,30,0,39,0,0,0,0,0,0,0,4,0,16,0,26,0,0,0,0,0,0,0,0,0,25,0,33,0,9,0,4,0,3,0,3,0,85,0,107,0,5,0,5,0,4,0,15,6,48,0,81,9,9,0,5,0,8,0,39,4,381,10,466,7,19,0,6,0,30,3,37,4,187,4,312,24,33,3,32,6,30,0,60,13,161,4,366,36,37,0,54,9,39,9,44,8,150,0,381,20,21,0,50,7,40,0,30,4,49,0,232,32,32,5,60,11,40,8,17,7,64,0,267,103,40,7,114,19,68,8,35,3,46,0,454,102,18,8,94,15,18,6,15,0,22,0,302,79,15,3,56,12,31,4,5,6,13,0,217,73,8,4,32,5,6,0,7,0,6,0,138,142,17,6,82,17,58,0,10
20103,5,0,0,0,0,0,0,0,0,38,0,49,0,0,0,0,0,0,0,0,0,20,0,35,0,6,0,0,0,6,0,4,0,20,0,32,0,0,0,0,0,0,0,4,0,14,0,21,5,0,0,5,0,4,0,8,0,108,3,137,0,10,0,0,0,3,0,26,3,67,4,109,5,4,0,3,0,20,0,30,7,564,7,642,14,8,3,4,0,32,5,53,7,242,6,371,12,19,3,18,0,36,4,51,16,150,3,318,24,23,3,68,5,33,9,27,12,143,3,349,20,14,3,55,0,40,5,11,3,30,0,175,56,12,3,60,7,30,9,17,9,21,0,220,103,30,4,91,9,46,10,9,3,25,0,322,81,17,8,58,9,12,4,7,0,3,0,194,59,3,0,24,6,7,0,3,7,6,0,109,22,0,3,13,0,0,0,3,0,4,0,45,47,6,3,18,8,6,0,4
20201,0,0,0,0,0,0,0,0,0,115,4,128,0,0,0,0,0,0,0,7,0,73,0,80,0,0,0,0,0,0,0,0,0,37,0,51,0,0,0,0,0,0,0,12,0,22,0,32,0,4,0,0,0,3,0,17,5,200,6,248,0,3,0,0,0,4,4,44,6,123,0,188,0,14,4,6,0,33,0,84,12,1110,20,1292,9,27,4,19,3,67,0,132,13,640,4,910,20,61,4,48,9,119,10,124,20,582,9,1007,48,108,7,142,14,104,12,119,29,493,9,1096,57,56,3,167,20,103,10,68,12,131,0,621,128,50,5,189,20,71,16,53,10,148,0,691,456,79,10,384,34,180,12,66,25,159,3,1413,407,38,8,253,28,57,15,24,5,78,0,917,310,29,15,163,21,32,7,17,6,45,0,636,192,14,3,77,3,9,6,3,0,12,0,312,262,15,7,117,21,42,5,18
20202,5,0,0,0,0,3,0,0,0,106,0,113,0,8,0,0,0,0,0,0,0,54,0,61,0,0,0,0,0,0,0,9,0,26,0,39,0,0,0,0,0,0,0,3,0,15,0,22,0,5,3,0,0,9,0,21,0,138,0,173,0,5,0,0,0,3,0,49,11,74,0,140,7,24,0,9,0,13,0,63,3,628,10,766,7,35,0,11,3,33,9,81,17,335,4,532,9,37,3,30,3,54,9,79,18,364,6,612,35,54,6,71,4,65,24,81,11,306,7,667,22,40,9,63,8,50,7,54,9,82,0,345,36,51,7,75,12,48,13,47,7,98,0,389,168,62,10,185,24,125,20,56,10,121,3,785,167,41,5,158,17,31,10,26,6,59,0,518,136,26,6,100,8,40,4,13,0,23,0,364,125,11,9,66,10,16,7,3,0,6,0,249,258,28,5,99,22,79,13,28
20203,3,0,3,0,0,0,0,0,0,17,3,30,3,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,5,0,0,0,4,4,3,0,0,0,4,0,4,0,42,0,64,0,3,0,0,0,4,0,14,0,19,0,33,3,9,0,3,0,11,0,8,5,212,0,258,10,3,0,7,0,12,0,24,3,76,0,148,8,13,0,21,0,27,0,18,4,51,5,148,24,14,5,28,15,28,5,15,0,54,0,177,15,5,0,25,9,15,0,4,3,9,0,79,28,9,4,23,0,12,0,3,4,14,0,95,58,13,5,51,4,13,5,5,0,16,0,167,42,6,0,24,6,7,0,4,0,6,0,99,26,6,0,14,0,3,0,0,0,0,0,56,16,0,0,4,0,0,0,0,0,0,0,26,23,8,4,12,0,0,0,3
20301,0,0,0,4,0,0,0,0,0,31,0,35,0,4,0,0,0,0,0,4,0,15,0,18,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,17,0,39,0,60,5,0,0,0,0,4,0,11,5,26,0,42,0,3,0,0,0,4,0,27,0,192,3,244,3,3,0,6,4,10,3,25,8,121,0,196,5,19,0,9,4,28,0,30,8,95,0,202,9,16,0,36,4,27,3,14,0,80,0,186,14,14,0,41,0,24,6,13,0,25,3,139,16,10,3,44,3,19,3,11,0,19,0,135,100,27,6,82,13,31,12,10,3,22,0,308,101,4,0,59,6,12,3,12,4,10,0,222,73,7,3,38,11,12,4,6,0,5,0,168,44,0,4,26,4,0,0,8,0,4,0,83,84,7,0,45,9,19,0,5
20302,6,0,0,0,0,5,0,0,0,315,5,339,0,0,0,0,0,0,0,6,3,127,3,141,0,0,0,0,0,4,0,22,3,74,0,110,0,0,0,0,0,4,0,24,5,69,0,97,0,11,0,0,0,6,4,45,6,419,11,509,3,12,0,4,0,21,5,78,8,231,0,366,0,28,3,12,0,49,6,199,21,2016,37,2368,7,65,6,24,0,96,3,242,40,1167,8,1654,12,139,10,76,7,208,10,234,44,1048,13,1802,75,181,6,265,30,267,33,212,33,911,9,2027,79,99,4,314,41,194,17,109,19,255,7,1136,203,95,18,352,39,170,18,102,19,286,3,1298,903,183,20,779,86,335,40,113,37,274,5,2774,927,86,18,543,94,104,34,57,13,146,3,2038,709,48,5,386,39,92,15,41,3,74,3,1426,507,30,16,163,35,34,9,18,4,34,0,844,852,55,11,321,53,170,10,50
20303,0,7,0,0,0,3,0,0,6,220,0,240,0,0,0,0,0,0,0,13,6,101,3,121,0,0,0,0,0,0,0,14,3,41,0,61,0,0,0,0,0,4,0,12,0,28,0,44,4,7,0,0,0,6,0,31,4,259,6,320,0,13,4,3,3,4,0,46,3,164,0,250,0,26,0,7,0,16,9,84,11,990,17,1158,3,41,8,16,0,33,5,109,19,672,5,907,8,58,5,33,0,65,8,141,16,815,8,1157,21,94,9,104,11,73,12,145,25,753,7,1240,28,64,7,91,11,73,14,91,11,204,4,599,57,67,10,114,12,65,13,77,14,271,0,689,259,93,8,300,29,154,17,106,29,287,3,1292,319,85,11,265,28,61,14,60,9,131,0,978,276,28,11,155,21,71,7,31,9,96,0,708,218,28,0,93,19,26,3,21,3,36,0,447,466,73,10,224,49,160,18,76
20401,8,0,0,0,0,0,0,6,0,130,5,151,4,3,0,0,0,0,0,6,0,58,5,76,0,0,0,4,0,8,0,6,0,26,0,46,0,0,0,0,0,0,0,7,4,34,0,46,5,12,3,3,0,9,3,23,3,184,0,247,0,9,0,3,0,6,5,36,5,92,0,167,12,24,6,10,4,24,0,63,11,810,17,978,18,24,3,17,3,43,3,97,8,418,4,647,28,66,7,46,4,69,8,104,18,355,9,714,50,79,6,97,10,63,21,71,14,277,7,704,30,36,5,108,16,75,11,36,13,89,0,410,88,37,11,98,10,68,8,39,6,82,0,446,289,50,13,236,28,126,16,50,15,90,0,921,200,35,12,142,27,35,8,19,5,47,0,534,171,17,4,89,19,28,3,14,3,25,0,372,89,10,0,41,9,11,10,11,0,11,0,187,193,29,3,95,15,51,9,17
