SA3_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
20601,9,55,0,60,1563,52,1672,0,33,0,41,3128,120,3288,630,135,12,773,9187,467,10427,2859,95,46,3006,4332,302,7632,2131,62,23,2213,3071,185,5474,389,138,4,531,3280,146,3953,35,258,0,294,2130,123,2547,0,81,0,86,1375,93,1542,0,0,0,7,663,54,726,6052,857,90,7004,28715,1540,37258,3,86,0,86,1548,61,1689,17,84,0,105,3524,140,3770,998,328,25,1351,9616,446,11419,3434,231,127,3784,3893,246,7930,2140,159,39,2338,3187,170,5689,231,387,10,624,3552,138,4316,38,492,5,541,2386,120,3043,12,114,3,127,1777,113,2011,7,5,0,13,1057,63,1130,6877,1889,202,8962,30537,1496,40992,12,135,0,145,3105,112,3362,20,122,0,148,6652,265,7059,1631,462,41,2124,18804,916,21846,6293,321,177,6788,8224,543,15561,4267,221,55,4549,6257,358,11163,618,525,14,1158,6829,285,8269,72,751,4,833,4513,240,5590,14,191,3,210,3150,197,3551,10,10,0,15
20602,0,46,0,46,1154,22,1227,6,19,0,26,1306,81,1409,301,71,4,378,4283,187,4848,1838,60,29,1920,2129,156,4206,1685,35,20,1735,1883,119,3743,274,66,0,343,2215,95,2663,25,172,0,203,1375,78,1658,3,65,0,67,877,62,1009,3,9,0,14,399,57,470,4135,544,59,4737,15628,859,21222,0,53,0,49,1148,45,1248,10,44,0,59,1399,48,1506,506,187,12,709,4821,192,5722,2240,148,71,2464,1951,158,4571,1805,96,39,1946,2019,109,4069,172,243,3,419,2420,100,2936,14,367,4,386,1495,78,1965,12,87,0,97,1094,104,1293,0,3,0,8,597,108,720,4763,1233,140,6130,16950,944,24027,3,93,0,97,2305,70,2467,11,68,0,82,2703,132,2918,805,263,15,1078,9101,382,10564,4079,208,105,4383,4080,310,8777,3486,135,64,3678,3906,231,7816,452,308,3,760,4633,195,5591,45,541,5,592,2867,160,3623,11,150,0,164,1976,167,2306,0,18,0,17
20603,4,44,0,46,1600,78,1730,3,35,0,36,2230,124,2397,506,86,5,607,5041,308,5958,2299,55,21,2377,2374,242,4988,1800,38,10,1846,2476,215,4543,314,169,4,486,3191,180,3862,40,415,3,459,2125,110,2699,5,97,0,101,1069,76,1248,0,8,0,8,461,49,512,4978,951,46,5975,20569,1387,27931,0,63,0,61,1553,66,1683,33,72,0,110,2288,118,2509,869,179,16,1057,5007,372,6439,2790,122,64,2975,2108,240,5323,1824,113,41,1973,2724,193,4889,163,498,6,665,3299,164,4134,23,648,3,674,2114,119,2909,12,108,0,118,1354,94,1573,3,0,0,10,874,70,949,5714,1800,133,7647,21315,1445,30411,3,105,0,114,3156,138,3410,35,109,0,146,4522,242,4910,1374,267,24,1666,10050,679,12396,5084,180,88,5350,4477,480,10311,3627,143,49,3821,5204,410,9435,477,664,13,1157,6490,349,7991,59,1069,8,1137,4235,232,5602,21,196,0,221,2423,169,2820,3,8,0,16
20604,0,48,0,50,2544,227,2815,21,56,0,82,10800,908,11789,959,179,3,1152,23217,2210,26569,2679,118,33,2830,8411,1109,12347,1282,60,22,1365,4040,546,5949,310,136,3,451,3715,388,4558,74,336,4,411,2535,251,3203,4,98,0,103,1302,146,1553,0,6,0,6,391,66,464,5327,1041,71,6438,56951,5856,69249,7,91,4,95,3139,251,3493,59,155,4,216,12182,989,13392,1572,357,28,1957,22392,2043,26392,3002,240,61,3305,6690,822,10819,1282,139,18,1437,3913,443,5794,174,419,6,601,3734,346,4679,39,636,9,680,2434,271,3384,9,117,3,126,1334,132,1590,0,3,0,6,627,90,726,6137,2160,125,8423,56440,5394,70258,5,135,4,143,5681,477,6311,76,212,8,298,22983,1900,25180,2532,541,31,3102,45607,4247,52964,5676,360,92,6128,15102,1934,23165,2561,194,40,2796,7946,990,11739,483,560,10,1050,7453,734,9233,109,973,6,1090,4974,518,6588,9,218,3,227,2631,279,3141,0,8,0,10
20605,3,57,0,59,1513,86,1659,13,37,0,48,2409,197,2654,561,134,9,701,9430,862,10994,2613,128,36,2778,5532,641,8947,2244,95,46,2385,4236,556,7185,573,193,9,772,4598,429,5799,70,377,3,451,3191,295,3932,19,126,0,142,1706,204,2052,0,4,0,4,481,107,597,6092,1145,104,7344,33097,3374,43821,0,74,0,70,1471,80,1631,26,86,0,112,2584,207,2898,980,310,24,1308,9973,847,12126,3271,303,93,3668,5037,635,9343,2291,203,59,2555,4530,418,7501,252,487,5,748,4718,341,5808,32,783,4,820,3071,226,4123,22,154,0,171,1828,219,2212,0,11,0,11,672,192,876,6869,2405,186,9463,33882,3164,46509,7,129,0,131,2983,171,3288,38,123,0,160,4990,401,5551,1540,438,31,2011,19400,1707,23122,5886,428,128,6445,10572,1272,18287,4535,300,105,4938,8770,973,14680,822,680,18,1518,9315,772,11602,103,1159,9,1271,6265,521,8052,34,281,0,311,3532,423,4268,0,15,0,14
20606,0,23,0,30,817,75,915,4,25,0,27,1983,114,2128,322,101,0,418,7516,473,8402,1289,57,18,1368,3238,297,4902,977,29,10,1016,2069,209,3294,261,81,0,340,2334,182,2854,49,293,0,348,1809,139,2292,10,106,3,123,1317,123,1565,0,8,0,8,479,76,562,2912,726,33,3669,21554,1683,26907,3,31,0,28,972,71,1071,3,67,0,73,2646,196,2914,535,225,8,774,7847,512,9135,1601,123,39,1763,2731,268,4766,1045,93,23,1163,2119,229,3513,144,269,9,422,2463,150,3036,37,595,3,637,2049,148,2840,8,162,0,173,1635,132,1952,0,16,0,16,722,135,875,3384,1585,80,5048,23187,1858,30098,4,52,0,53,1780,151,1982,8,92,0,102,4631,318,5044,856,323,8,1189,15366,984,17543,2892,183,54,3126,5972,565,9668,2022,122,36,2182,4188,434,6802,403,353,9,764,4791,338,5886,88,892,3,979,3860,288,5128,23,271,3,298,2955,259,3515,0,25,0,26
20607,0,25,3,36,1089,71,1190,10,47,0,57,2713,197,2966,533,167,4,707,11687,727,13122,2192,121,34,2355,5144,460,7952,1655,54,21,1731,3141,324,5200,379,112,5,492,3539,289,4323,69,328,0,397,2342,178,2925,7,107,0,116,1244,82,1441,0,3,0,3,440,45,487,4837,980,77,5897,31338,2383,39611,3,58,0,65,1281,76,1417,25,89,0,112,3372,198,3685,869,386,13,1273,12010,684,13972,2687,224,78,2983,4011,375,7372,1672,136,44,1848,3065,256,5173,176,345,7,529,3462,215,4195,31,605,4,646,2521,177,3341,3,162,0,166,1528,113,1805,0,5,0,5,742,58,801,5458,2018,150,7625,31990,2152,41763,6,84,3,93,2360,147,2608,27,133,9,169,6088,398,6654,1394,560,26,1982,23705,1414,27093,4876,348,107,5337,9151,834,15326,3325,190,65,3579,6214,583,10373,551,459,14,1020,6998,509,8523,97,937,9,1046,4865,359,6265,12,273,0,278,2766,198,3247,0,15,0,15
20701,8,143,0,151,5787,167,6100,14,85,0,99,5936,197,6229,991,132,9,1130,8838,455,10424,5359,108,60,5534,3607,336,9469,5523,98,55,5673,4978,358,11016,1154,390,11,1553,8076,281,9915,157,1346,8,1516,5665,235,7420,29,440,0,472,3681,199,4347,4,25,0,27,1671,120,1820,13231,2763,151,16146,48238,2343,66732,16,224,0,234,5441,173,5853,17,193,0,212,5666,203,6075,1630,280,35,1947,8268,403,10620,7009,222,141,7377,3222,339,10937,6186,202,98,6487,5949,364,12800,599,1141,31,1770,8788,279,10831,118,2362,24,2499,5709,295,8499,29,563,5,594,4605,284,5479,8,17,0,19,2823,293,3143,15619,5202,331,21147,50461,2632,74237,19,365,0,384,11230,334,11950,30,283,0,314,11594,396,12306,2625,412,42,3078,17110,859,21044,12369,334,199,12909,6825,675,20408,11712,297,156,12156,10929,722,23812,1751,1525,46,3324,16866,562,20747,274,3712,31,4011,11371,530,15917,58,1004,8,1068,8278,480,9829,8,41,0,52
20702,10,64,0,69,2633,96,2794,11,56,0,63,2840,97,3000,934,69,8,1015,4437,239,5686,3584,64,31,3674,2377,240,6292,2451,55,33,2535,3223,205,5953,467,295,6,769,4719,145,5640,121,775,0,902,3530,126,4552,23,289,0,314,3337,167,3815,6,13,0,19,1482,117,1615,7590,1683,80,9350,28573,1431,39357,0,104,0,108,2350,71,2520,25,106,0,131,2396,83,2616,1543,123,20,1692,3843,230,5758,4595,98,76,4768,1949,234,6953,2517,162,35,2714,3642,204,6555,331,936,18,1284,5022,176,6478,121,1331,7,1459,4009,177,5647,23,302,0,326,4058,216,4606,4,9,0,13,1992,182,2192,9156,3169,160,12490,29251,1569,43313,8,162,0,174,4982,162,5320,32,158,0,196,5234,182,5613,2476,199,31,2698,8275,470,11449,8171,160,108,8441,4329,473,13247,4971,214,63,5246,6860,407,12510,800,1236,23,2057,9735,317,12114,242,2115,7,2358,7538,306,10197,45,594,0,639,7394,385,8421,4,24,0,31
20703,7,62,0,67,3050,99,3217,23,71,0,97,4378,307,4782,922,77,8,1004,6657,605,8267,3716,52,28,3807,2806,296,6903,2822,58,23,2909,3518,237,6661,544,261,6,805,4659,169,5637,100,607,0,714,3257,169,4138,16,178,0,198,2355,140,2690,6,4,0,12,1191,120,1325,8156,1378,78,9610,31868,2144,43629,12,106,0,118,3009,103,3230,44,137,0,180,3908,268,4362,1539,168,17,1721,5824,477,8014,4538,128,97,4766,2290,257,7312,2962,124,59,3147,4139,215,7502,303,747,19,1063,4932,201,6192,101,1098,12,1206,3604,181,4994,25,202,0,225,3197,175,3604,0,8,0,9,1942,226,2181,9528,2717,201,12442,32841,2103,47385,15,170,0,183,6059,206,6446,65,212,3,284,8286,577,9154,2457,241,22,2723,12481,1080,16286,8263,185,127,8568,5097,550,14215,5788,186,87,6054,7652,448,14161,844,1002,25,1871,9591,370,11831,198,1702,15,1922,6854,356,9132,40,388,3,431,5550,316,6292,9,13,0,20
20801,3,81,0,87,3401,106,3596,4,49,4,58,2637,72,2766,548,78,8,635,3004,165,3806,3271,54,42,3370,1847,224,5443,3868,70,43,3988,3372,286,7639,803,300,14,1122,5395,186,6700,102,878,3,988,3959,179,5125,19,272,0,290,2635,174,3097,0,10,0,13,1093,122,1225,8622,1802,114,10540,27352,1510,39406,9,131,0,138,3130,103,3369,16,104,0,118,2276,51,2442,927,134,15,1077,2851,177,4101,4249,147,144,4541,1608,222,6372,4173,143,75,4387,3951,278,8621,420,832,18,1271,5850,218,7337,59,1584,5,1648,4058,243,5952,13,353,0,368,3216,255,3838,0,11,0,16,1914,268,2201,9872,3432,263,13570,28849,1812,44233,7,212,0,219,6533,212,6965,20,149,0,174,4915,126,5212,1468,218,22,1714,5853,341,7912,7519,209,188,7911,3460,446,11814,8040,213,117,8374,7321,562,16260,1224,1133,33,2392,11247,408,14041,167,2463,9,2642,8018,424,11081,37,621,3,664,5851,427,6937,5,24,0,28
20802,12,127,0,140,4180,137,4455,32,89,0,114,4693,245,5054,1351,150,14,1518,9538,620,11679,6069,121,73,6261,4392,452,11102,4766,74,57,4899,5073,310,10285,907,359,10,1278,6647,255,8184,114,972,11,1094,5034,239,6366,20,221,0,247,2866,180,3293,4,15,0,18,1361,102,1481,13281,2132,163,15570,43787,2537,61892,6,241,6,245,3869,152,4266,51,168,6,225,4560,201,4988,2242,311,35,2588,8873,558,12020,7381,205,200,7784,3676,417,11880,4849,226,84,5156,5710,330,11197,464,1148,18,1628,6885,256,8767,91,1666,18,1777,5113,300,7194,29,280,0,308,3732,264,4300,4,17,0,21,2404,285,2706,15111,4254,360,19728,44831,2757,67323,19,361,6,386,8047,283,8722,78,257,6,343,9259,438,10041,3590,462,51,4107,18420,1172,23697,13450,328,267,14049,8068,865,22987,9616,300,141,10055,10782,644,21477,1372,1507,28,2907,13537,512,16955,209,2642,23,2875,10147,546,13559,46,507,3,557,6595,441,7592,8,23,0,38
20803,4,100,0,108,3199,118,3430,25,56,0,79,2857,104,3047,1240,127,15,1375,5284,347,7010,4949,97,72,5121,3118,331,8568,3716,110,59,3883,4640,282,8794,584,359,7,950,6025,250,7227,62,761,7,826,4255,221,5304,12,195,0,211,2720,210,3138,3,14,0,13,1117,102,1235,10582,1818,164,12561,33219,1965,47749,0,166,0,171,3106,93,3369,49,126,8,182,2687,93,2968,1919,279,68,2269,4952,321,7538,6053,200,184,6438,2649,315,9408,3793,299,77,4168,5213,269,9653,259,1098,12,1373,6244,231,7848,68,1371,8,1435,4573,263,6274,20,225,3,245,3487,243,3979,4,9,0,16,1980,173,2172,12165,3777,354,16300,34901,2013,53209,8,265,6,278,6311,212,6799,66,184,8,258,5551,199,6011,3157,404,78,3643,10239,672,14549,11003,294,259,11558,5765,649,17974,7504,409,137,8053,9855,553,18452,844,1465,15,2323,12267,487,15074,120,2131,14,2267,8825,485,11578,35,419,4,452,6211,448,7119,7,24,0,27
20804,7,30,0,38,1213,44,1294,0,19,0,25,1482,50,1562,229,37,4,268,2639,179,3089,1392,22,22,1429,1071,107,2613,1345,19,18,1380,1282,81,2745,251,83,0,339,1833,75,2245,23,276,0,303,1337,65,1701,7,101,0,108,989,60,1157,0,6,0,5,425,39,467,3260,595,41,3901,12274,698,16881,0,59,0,53,1245,28,1333,3,47,0,51,1483,48,1586,438,77,8,525,2459,129,3116,1646,56,43,1741,919,104,2762,1489,50,28,1564,1455,63,3086,158,249,3,408,2060,75,2544,13,573,0,591,1479,74,2148,17,128,0,145,1194,69,1400,0,10,0,11,728,97,834,3764,1237,80,5085,13028,690,18805,7,87,0,94,2458,75,2629,7,64,0,75,2969,98,3144,666,119,12,797,5101,304,6204,3037,79,59,3174,1997,209,5375,2833,68,41,2943,2745,141,5830,409,331,6,745,3892,155,4796,40,848,0,891,2815,142,3849,24,231,0,254,2179,127,2560,6,13,0,11
20901,5,93,0,102,3396,127,3621,19,61,0,78,3376,170,3625,1346,148,13,1503,6124,359,7983,5064,103,66,5227,3278,330,8836,3614,99,55,3760,4198,264,8224,554,391,10,949,5820,240,7010,77,961,0,1046,4616,218,5883,17,251,0,268,3060,161,3487,0,15,0,15,1161,105,1279,10686,2126,143,12954,35023,1976,49949,9,170,0,181,2934,101,3207,50,138,3,190,3067,116,3380,2042,257,51,2350,5610,309,8269,6077,208,191,6473,2564,292,9329,3581,228,74,3892,4558,246,8698,340,1131,13,1479,6144,222,7849,69,1668,6,1744,4800,263,6811,17,302,0,318,3698,181,4194,7,15,0,19,1950,150,2121,12194,4118,337,16649,35324,1887,53856,10,266,0,278,6331,223,6832,66,201,9,271,6446,288,7008,3387,407,64,3854,11733,666,16254,11143,313,256,11706,5835,624,18164,7198,332,125,7654,8752,512,16921,892,1518,24,2432,11966,464,14862,146,2636,3,2786,9420,483,12694,29,555,0,591,6748,343,7678,9,26,0,35
20902,5,53,0,53,1968,127,2152,23,56,0,85,3046,224,3361,1016,105,10,1130,7347,571,9052,3229,99,32,3355,3704,405,7472,2102,73,26,2199,3703,306,6207,373,161,6,538,3927,238,4699,41,296,3,338,2690,208,3245,8,85,0,89,1927,185,2207,0,7,0,10,906,159,1070,6797,941,68,7810,29225,2434,39461,0,88,0,92,1888,125,2104,59,129,0,193,2785,167,3153,1666,289,32,1990,6498,482,8970,3824,181,103,4106,3195,339,7637,2120,163,33,2315,3786,272,6375,201,603,10,817,3993,214,5027,38,580,5,623,2842,236,3705,16,115,0,130,2512,205,2846,4,6,0,12,1432,252,1691,7937,2151,184,10274,28934,2296,41500,5,144,0,153,3854,254,4256,82,185,0,275,5837,397,6512,2683,391,42,3119,13851,1055,18020,7057,278,128,7466,6904,746,15112,4222,235,58,4517,7487,580,12577,572,765,12,1357,7918,452,9727,78,873,9,962,5539,446,6946,20,199,0,216,4439,392,5050,4,15,0,19
20903,0,74,0,72,2351,98,2521,12,44,0,61,2029,61,2143,648,56,15,709,2210,89,3007,2519,39,50,2605,1157,150,3912,2307,75,38,2417,2498,193,5109,344,393,5,745,3981,159,4886,56,675,0,731,2613,149,3491,3,135,0,138,1316,82,1534,0,6,0,6,311,38,352,5890,1493,101,7487,18459,1010,26953,3,107,0,115,2156,72,2333,30,104,0,133,1700,46,1879,954,108,45,1111,1812,92,3008,3088,91,129,3309,840,137,4287,2329,175,60,2565,2745,171,5488,173,1008,8,1193,3702,178,5070,29,1072,4,1107,2343,127,3585,4,148,0,155,1266,89,1514,0,3,0,0,502,44,549,6614,2824,256,9691,17066,960,27720,3,182,0,189,4505,165,4859,41,151,0,191,3725,102,4022,1602,165,55,1820,4017,181,6015,5611,133,180,5914,1994,288,8200,4628,253,97,4979,5247,370,10593,520,1404,15,1936,7684,333,9954,85,1742,7,1840,4956,275,7072,9,281,0,293,2582,170,3050,0,10,0,9
20904,11,240,0,253,6806,424,7481,124,205,0,332,7388,520,8242,4592,322,56,4977,13301,1185,19460,11162,198,141,11498,7882,1013,20395,4954,189,51,5191,9208,716,15115,769,724,19,1518,9850,545,11912,155,1141,12,1307,7047,425,8774,30,232,0,258,3870,330,4451,3,13,0,10,1185,173,1366,21799,3263,279,25337,66538,5321,97198,29,396,3,421,6178,378,6979,322,357,6,682,6395,386,7458,7733,642,187,8560,10509,1084,20153,12951,340,336,13625,5812,903,20344,4641,648,100,5391,9512,619,15522,384,2467,32,2881,9621,545,13049,136,1841,18,2002,7387,486,9870,23,236,3,264,4402,406,5074,3,8,0,15,1726,334,2070,26226,6938,684,33841,61548,5141,100524,41,633,3,678,12985,802,14463,441,562,6,1010,13781,908,15702,12332,972,242,13539,23811,2264,39618,24112,534,475,25120,13698,1919,40738,9597,840,146,10581,18721,1336,30640,1156,3193,50,4399,19473,1093,24959,293,2988,30,3310,14433,903,18646,53,463,3,520,8270,729,9527,9,20,0,25
21001,0,43,0,48,1762,60,1863,7,36,0,43,1639,56,1744,587,46,0,635,2676,196,3504,2274,48,18,2335,1528,150,4014,1695,51,16,1764,2286,159,4211,259,197,0,463,2825,116,3395,40,450,4,496,2241,86,2824,10,150,5,163,1890,122,2178,0,6,0,11,813,55,872,4878,1039,45,5960,17659,987,24603,5,62,0,67,1586,54,1702,16,59,0,76,1395,49,1523,973,112,21,1109,2191,137,3437,2839,83,71,2994,1055,148,4194,1730,126,24,1877,2385,144,4402,137,624,12,771,2912,112,3796,43,800,5,848,2537,129,3511,11,155,0,168,2362,146,2670,0,0,0,6,1142,85,1229,5762,2023,132,7919,17557,991,26469,4,106,0,115,3347,109,3573,26,94,0,119,3041,101,3264,1564,156,23,1742,4862,329,6936,5107,133,90,5332,2581,299,8213,3426,181,35,3640,4672,298,8613,404,820,10,1236,5735,224,7191,85,1251,12,1350,4772,219,6337,25,305,5,335,4253,263,4844,3,9,0,15
21002,5,37,0,39,1060,78,1181,13,18,0,26,713,41,783,457,27,9,490,906,74,1474,1346,25,23,1392,580,89,2056,948,38,18,1008,1244,117,2368,162,158,5,319,1782,120,2229,25,235,0,258,1350,93,1697,6,50,0,53,772,60,885,0,0,0,0,143,33,176,2956,590,55,3604,8547,698,12854,4,53,0,55,911,74,1040,21,35,3,63,581,39,684,654,59,29,736,747,60,1543,1642,58,71,1767,454,104,2324,956,124,32,1109,1334,123,2575,70,402,3,477,1648,98,2218,14,399,0,413,1288,92,1791,3,57,0,60,691,65,815,0,4,0,4,194,49,241,3371,1181,141,4691,7835,711,13235,7,90,0,99,1971,149,2219,34,55,6,93,1296,82,1473,1117,81,33,1229,1656,138,3020,2987,86,89,3160,1030,196,4386,1908,157,47,2125,2577,242,4939,232,558,8,803,3432,215,4451,32,634,5,670,2634,184,3491,8,106,0,114,1465,124,1700,0,5,0,5
21003,0,50,0,55,1782,125,1957,22,51,0,72,2601,235,2908,1092,111,6,1212,5912,582,7707,3179,68,30,3277,2883,404,6567,1587,48,12,1649,2744,266,4657,269,122,7,398,3042,172,3612,32,212,0,247,1890,127,2267,12,53,0,66,1393,135,1594,0,3,0,5,933,117,1054,6196,722,60,6980,23183,2166,32326,0,113,0,117,1546,103,1767,93,101,0,195,2128,150,2472,1914,210,45,2159,4787,489,7434,3637,138,84,3867,2186,325,6375,1530,157,43,1728,2844,218,4785,119,474,11,603,3058,165,3824,36,401,5,438,2083,156,2674,15,83,0,97,2107,181,2380,4,8,0,9,1497,241,1752,7345,1671,190,9207,22245,2024,33472,5,166,4,168,3328,227,3730,113,152,0,265,4728,385,5381,3001,319,53,3368,10700,1066,15141,6824,199,119,7143,5068,733,12942,3121,199,54,3376,5588,485,9447,386,599,16,998,6108,337,7441,66,613,3,680,3971,285,4939,19,139,4,164,3505,315,3977,8,12,0,14
21004,3,51,0,57,1241,87,1380,32,42,0,71,1260,70,1401,906,74,17,1001,2185,182,3361,1738,52,33,1822,1057,168,3050,946,74,13,1033,1686,129,2842,168,222,9,391,2137,100,2624,27,254,0,285,1509,83,1871,0,57,0,57,730,55,843,0,0,0,0,243,21,266,3817,826,75,4715,12044,880,17644,0,85,0,87,1118,55,1266,68,67,0,130,1111,48,1290,1353,126,39,1519,1815,153,3487,2072,58,80,2205,835,137,3178,947,182,28,1151,1824,139,3114,76,602,9,690,2102,99,2884,26,454,4,482,1541,80,2101,4,59,0,59,857,78,994,0,3,0,4,388,29,425,4544,1635,162,6341,11588,815,18747,6,140,0,148,2357,141,2643,99,109,0,201,2371,117,2698,2260,206,59,2523,4001,333,6854,3805,108,118,4026,1892,304,6225,1889,252,43,2187,3505,267,5955,241,825,12,1078,4232,195,5513,58,708,4,769,3047,163,3979,8,112,0,118,1588,125,1834,0,7,0,3
