SA3_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
20101,0,0,17,60,8,4,3,4,0,103,0,0,0,8,3,10,8,8,0,36,0,0,3,23,9,3,5,3,0,49,5,35,47,216,90,79,85,53,28,641,139,259,355,724,311,307,320,280,171,2863,3342,7316,7233,15547,7465,7227,6517,3719,1851,60219,0,0,4,13,4,3,0,0,0,18,6417,13881,12681,24212,11974,11455,9573,5129,2172,97494,0,8,12,57,15,0,3,0,0,93,0,0,0,3,0,3,0,0,0,15,0,3,0,29,5,0,0,0,0,42,0,6,3,7,0,0,0,0,0,21,0,7,8,52,25,26,19,4,0,145,0,4,0,10,6,7,0,6,0,34,0,39,63,351,84,68,56,11,0,675,0,0,0,4,12,19,43,41,14,128,0,0,11,16,8,3,5,8,0,55,11,131,92,346,311,472,609,385,149,2500,0,5,6,25,11,13,10,3,0,70,0,11,9,22,6,11,11,3,0,69
20102,0,0,3,13,0,3,0,0,0,19,0,0,0,0,0,4,8,3,0,15,0,0,0,0,3,0,0,0,0,11,0,0,0,50,42,30,59,35,23,229,53,110,70,257,197,189,191,103,44,1212,735,1722,1226,3176,2335,2620,2252,1010,414,15497,0,0,0,0,0,0,0,0,0,0,1359,3271,2385,4979,3614,3903,3229,1393,450,24582,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,3,4,0,0,21,0,0,0,9,0,0,0,0,0,12,0,5,3,3,0,0,0,0,0,11,0,0,0,11,7,12,16,4,0,64,0,0,0,4,3,0,6,0,0,16,0,0,0,25,7,5,0,0,0,42,0,0,0,3,3,16,13,12,4,51,0,0,0,0,0,0,4,3,0,9,0,15,23,111,188,328,341,184,59,1252,0,0,0,6,6,6,3,0,0,10,0,0,0,7,4,0,6,0,0,24
20103,0,0,0,10,0,0,0,0,0,15,0,0,0,0,5,0,5,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,14,18,26,20,14,3,103,35,130,104,198,173,159,172,114,44,1129,561,1472,1166,2462,1795,2059,2093,1131,433,13170,0,0,0,0,0,0,0,0,0,0,1028,2723,2205,4150,2989,3284,3275,1693,571,21909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,6,0,0,0,4,0,0,0,4,0,0,0,0,0,10,0,0,0,7,0,12,5,0,0,25,0,0,0,0,0,0,0,3,0,7,0,0,0,13,6,6,5,0,0,32,0,0,0,0,0,4,9,4,0,14,0,0,0,0,0,0,9,0,0,3,0,9,8,38,100,230,294,204,50,925,0,0,0,8,5,0,5,0,0,17,0,0,0,4,0,6,0,4,0,11
20201,0,4,8,51,15,8,0,0,0,87,0,0,0,3,0,4,5,3,0,19,0,3,5,18,3,0,4,0,0,32,6,32,34,130,52,38,50,35,8,393,145,268,282,703,311,325,282,246,146,2701,3074,6351,6293,13856,6367,6563,5887,3449,1728,53577,0,8,17,48,9,7,0,0,0,86,5828,11941,10846,21404,10177,10354,9374,5155,2325,87405,0,7,7,39,6,9,0,0,0,64,0,0,0,0,0,3,0,0,0,3,0,5,0,28,3,0,0,0,0,37,0,3,3,9,4,0,0,0,0,18,4,9,7,36,18,7,7,7,0,96,0,0,0,5,0,0,0,0,0,6,5,10,35,180,53,38,22,6,0,348,0,0,0,4,0,11,9,15,3,48,3,7,9,35,4,11,8,3,0,80,0,44,57,182,231,346,378,279,102,1625,0,0,9,16,7,6,0,0,0,47,0,0,5,20,7,4,14,3,0,46
20202,0,0,0,7,7,4,0,0,0,20,0,0,0,5,3,9,13,7,0,36,0,0,0,5,0,0,0,0,0,11,5,7,14,62,48,49,62,50,12,304,44,189,133,347,263,287,249,203,135,1845,1125,3057,2166,5350,3884,4173,3827,1960,792,26336,0,0,0,3,0,0,0,0,0,7,2271,5772,4078,8577,5981,6327,5724,2765,918,42413,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,10,0,0,0,7,4,0,0,0,0,17,0,3,0,6,4,0,0,0,0,12,0,0,3,44,26,12,15,4,0,108,0,0,0,4,3,3,3,0,0,10,0,3,8,27,11,11,8,3,0,78,0,0,0,5,3,12,17,16,3,50,0,0,3,0,3,3,4,9,0,15,4,63,57,249,338,491,526,339,90,2155,0,0,0,7,9,4,0,0,0,16,0,3,4,31,11,6,10,0,0,68
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,7,6,0,29,17,60,56,110,94,117,105,65,45,671,267,716,544,1163,783,1057,874,436,216,6053,0,0,0,5,0,0,0,0,0,5,505,1262,961,1857,1278,1709,1444,638,265,9932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,18,31,79,82,45,6,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
20301,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,3,0,0,4,0,8,3,26,23,18,29,14,4,126,29,88,57,142,80,100,63,39,16,616,718,1615,1184,2853,1567,1445,1089,449,195,11121,0,0,0,0,0,0,0,0,0,0,1410,3184,2283,4819,2625,2271,1676,639,219,19132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,16,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,10,0,0,0,6,6,4,12,8,0,37,0,0,0,0,0,0,0,0,0,0,0,21,40,96,118,198,191,90,30,791,0,0,0,4,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,12
20302,3,7,40,153,62,44,14,5,3,339,0,0,3,9,14,30,30,21,8,115,0,0,7,35,15,10,5,3,0,74,18,112,170,626,280,361,340,331,157,2399,200,519,582,1347,580,475,565,443,198,4917,5954,12106,13195,29965,13336,12636,11138,6849,3327,108519,0,50,124,302,87,33,16,3,0,613,11719,21872,22156,43521,20143,18028,14194,7591,3286,162512,0,9,15,111,18,7,0,0,0,163,0,0,4,131,56,132,69,57,10,464,0,5,6,83,7,4,3,0,0,116,0,0,4,22,11,12,6,3,0,62,4,23,31,133,56,38,25,9,7,315,0,0,0,22,17,4,13,3,0,55,8,103,182,718,198,155,128,51,8,1557,0,8,9,108,106,240,302,326,137,1234,8,27,17,68,6,12,20,11,0,177,20,196,276,864,784,1281,1241,958,384,6001,0,3,16,65,23,23,8,0,0,143,3,6,8,66,22,28,9,8,7,158
20303,0,0,0,24,10,0,0,0,0,47,0,6,0,5,6,18,11,4,0,53,0,0,4,17,7,4,0,0,0,33,3,20,15,185,88,85,87,63,28,568,67,228,160,456,272,357,400,257,138,2337,2528,5792,4119,10941,6149,6836,6978,3454,1380,48180,0,0,0,0,0,0,0,0,0,5,4896,11089,7683,16915,9430,9925,10130,4663,1556,76283,0,0,0,5,0,0,0,0,0,7,0,0,0,4,0,0,8,0,0,19,0,0,0,36,6,4,0,0,0,49,0,0,0,4,0,0,0,0,0,5,7,20,6,111,53,28,21,8,5,249,0,0,0,23,5,0,5,3,0,43,3,5,16,81,29,23,21,4,0,182,0,0,0,3,8,27,38,23,11,124,0,0,0,0,0,15,26,18,3,64,18,148,172,597,531,762,939,579,211,3947,0,0,0,19,12,7,9,0,0,46,0,7,6,60,22,9,5,11,0,119
20401,0,0,6,13,6,0,0,0,0,34,0,0,0,0,0,0,4,4,3,13,0,0,0,0,3,5,5,0,0,15,0,8,14,73,50,58,74,45,21,338,71,245,230,523,322,426,343,190,110,2461,1356,3306,2822,6328,3928,4712,4263,2246,980,29941,0,0,0,4,0,0,0,0,0,4,2622,6065,5233,9995,6186,7166,6656,3261,1117,48312,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,3,3,7,3,4,0,0,0,25,0,5,6,32,17,12,12,13,0,87,0,0,0,4,4,0,6,3,0,13,3,21,91,75,22,17,10,0,0,247,0,0,0,4,0,17,9,11,0,41,0,0,0,0,3,0,9,6,0,20,0,23,55,171,177,440,475,342,132,1824,0,0,0,8,4,3,3,0,0,20,0,0,0,11,5,10,17,4,0,43
