SA3_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
20402,0,0,0,16,4,0,0,0,0,19,0,0,0,0,0,0,5,0,0,10,0,0,0,8,0,0,0,0,0,10,0,9,3,45,25,37,41,30,17,212,63,159,143,342,216,261,210,214,128,1723,1221,2695,2378,5131,3241,3720,3452,2142,992,24972,0,0,0,3,0,0,0,0,0,3,2229,5104,4312,8172,5222,5949,5467,3048,1224,40719,0,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,4,0,0,8,0,0,0,6,0,0,0,0,0,8,0,0,6,9,0,0,0,0,0,16,0,0,5,14,9,7,9,3,0,49,0,0,0,0,0,4,0,0,0,6,0,3,4,28,14,3,9,5,0,67,0,0,0,0,0,9,11,9,3,28,0,0,0,4,0,0,0,0,0,9,4,8,21,89,116,222,269,225,69,1016,0,0,0,12,6,5,3,0,0,25,0,0,5,17,3,9,3,0,0,34
20403,5,19,12,56,5,3,4,0,0,100,0,0,0,4,3,15,6,8,0,29,0,0,6,16,4,4,0,0,0,33,6,58,64,159,90,75,94,86,41,657,75,261,231,528,305,296,280,226,125,2329,2084,4875,3958,9153,5022,5412,4702,2574,1077,38853,0,0,0,3,0,0,0,0,0,7,3959,8915,7346,14614,7966,8559,7232,3389,1182,63153,0,0,0,14,3,0,0,0,0,23,0,0,0,0,5,0,4,8,0,19,0,0,0,10,3,0,0,0,0,18,0,6,3,15,0,0,0,0,0,24,0,3,6,42,20,18,16,5,6,120,0,0,0,8,3,6,0,5,0,19,0,6,4,69,12,16,14,0,0,124,0,0,0,0,5,23,31,51,23,137,0,4,0,9,3,0,4,3,0,22,5,37,59,222,263,421,436,316,81,1847,0,0,0,12,10,11,4,4,0,46,0,0,10,24,3,9,19,3,0,69
20501,0,3,4,31,4,0,0,0,0,53,0,0,0,4,5,7,7,0,0,30,0,3,4,13,6,4,0,0,0,28,4,17,18,108,42,66,66,47,18,383,80,207,135,427,205,232,226,169,88,1764,1750,3615,3059,7167,3623,4005,3622,2007,817,29668,0,0,0,4,0,0,0,0,0,5,3326,6837,5532,11238,5603,5962,5200,2655,942,47295,0,0,0,4,0,0,0,0,0,3,0,0,0,8,3,0,3,0,0,23,0,0,0,10,0,0,3,0,0,8,0,0,0,3,0,3,0,0,0,12,3,0,6,29,6,6,13,3,0,69,0,0,0,4,7,4,3,0,0,18,0,10,5,70,17,26,11,3,0,140,0,0,0,0,3,8,15,13,0,40,0,0,0,6,0,0,8,4,0,16,0,43,55,200,241,457,507,356,101,1965,0,0,5,8,10,12,3,0,0,34,0,0,0,3,3,0,7,0,0,16
20502,0,0,0,35,14,7,3,0,0,58,0,0,0,0,4,4,6,7,0,28,0,0,0,4,3,3,9,0,0,14,0,12,5,47,39,35,47,30,13,222,57,189,149,389,251,301,356,245,130,2071,1044,2546,1975,4665,3001,4033,4273,2406,875,24822,0,0,0,0,0,0,0,0,0,0,2036,4613,3668,7090,4530,6129,6452,3337,1008,38863,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,15,13,24,10,7,0,75,0,0,0,0,5,0,8,0,0,17,0,4,3,43,18,18,14,0,0,93,0,0,0,0,0,4,3,5,0,12,0,0,0,14,0,3,16,6,0,31,0,18,23,100,148,397,588,464,137,1874,0,0,3,7,4,8,7,0,0,31,0,3,5,11,3,3,3,3,0,33
20503,0,0,5,22,13,9,4,0,0,50,0,0,0,5,3,15,10,8,0,41,0,0,6,5,0,4,0,4,0,21,0,12,9,78,56,93,79,59,16,405,114,255,180,562,318,463,475,287,124,2772,1611,3850,2946,7116,4517,6076,6092,3091,1215,36507,0,0,0,0,0,0,0,0,0,3,3058,7320,5490,10949,7043,8716,8501,3944,1362,56383,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,8,0,0,0,8,5,0,0,0,0,16,3,0,6,15,7,5,0,0,0,27,0,9,0,32,17,24,18,0,0,98,0,0,0,11,10,15,8,16,0,55,0,3,3,50,29,28,15,3,0,137,0,0,0,0,9,4,19,14,5,54,0,0,0,3,0,7,22,8,0,34,4,29,49,228,305,742,1020,675,212,3277,0,4,0,14,7,4,3,0,0,30,0,0,0,22,6,10,13,4,5,59
20504,0,5,0,27,10,5,3,0,0,56,0,3,0,3,0,3,8,4,3,29,0,0,0,9,4,0,5,0,0,19,3,21,39,117,51,75,93,78,36,510,126,348,316,744,341,411,357,241,153,3027,2112,4491,4260,9618,4808,5531,4744,2674,1192,39423,0,0,0,5,0,0,0,0,0,4,3948,8373,7505,15144,7570,8296,6378,3014,1041,61262,0,3,0,29,6,4,0,0,0,41,0,0,0,3,6,11,13,4,0,37,0,0,0,4,0,0,0,0,0,9,0,4,0,12,3,0,0,0,0,19,0,6,5,19,14,24,11,6,0,81,0,0,0,7,10,10,8,6,0,37,0,15,18,89,46,31,8,16,4,220,0,0,0,9,11,13,22,24,14,89,0,0,4,5,0,3,8,0,4,25,4,32,20,134,173,436,607,465,175,2043,0,0,0,35,7,5,5,0,0,51,0,0,0,0,5,6,4,9,0,30
20505,0,0,3,27,12,10,4,0,0,55,0,0,0,0,0,11,0,3,0,20,0,0,3,4,0,3,4,0,0,20,0,7,8,38,27,42,46,30,9,211,74,168,158,412,217,235,247,156,64,1730,1166,2583,2225,4985,2901,3372,3127,1616,620,22598,0,0,0,0,0,0,0,0,0,0,2219,4830,4140,8316,4510,5252,4788,2197,745,36989,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,0,13,3,0,0,0,0,26,0,0,0,17,6,8,9,6,0,51,0,0,0,0,6,4,3,0,0,17,0,0,0,44,13,15,3,0,0,79,0,0,0,7,9,10,5,17,10,50,0,0,0,10,0,9,3,3,0,25,3,15,25,127,130,329,386,241,84,1340,0,0,5,7,5,6,7,0,0,33,0,0,0,6,0,3,0,0,0,18
20601,0,10,38,133,71,65,32,8,4,362,0,0,5,8,4,0,0,0,0,18,0,0,8,13,0,0,0,0,0,31,5,37,84,838,152,123,140,78,35,1489,36,77,166,596,150,135,118,94,60,1432,2017,3725,5459,19348,5689,4316,3043,2011,1130,46737,0,0,0,3,0,0,0,0,0,13,3906,6853,8428,24710,7983,5210,2494,731,402,60709,0,12,16,86,12,3,3,0,0,129,0,0,0,36,8,6,0,0,9,62,0,7,6,185,18,3,3,0,0,225,0,0,0,15,4,0,0,4,0,28,3,5,8,218,47,16,13,3,0,314,0,3,8,105,19,20,9,3,0,166,3,17,128,466,109,157,120,36,14,1046,0,0,3,22,10,34,24,35,29,157,0,3,9,45,16,38,48,15,15,194,21,73,199,1283,415,330,166,72,22,2582,0,0,0,36,9,15,8,3,0,79,0,5,16,212,19,15,12,0,0,284
20602,0,0,16,66,54,55,37,18,3,250,0,0,0,11,7,0,0,0,0,18,0,0,0,16,3,0,0,0,0,17,9,16,24,372,89,68,65,50,25,714,28,67,79,320,112,87,82,55,31,854,1284,2693,2758,10289,4069,2936,1965,1293,720,28000,0,0,0,3,0,0,0,0,0,3,2472,4988,4715,13845,5875,3829,1877,535,230,38374,0,0,0,17,4,0,0,0,0,21,0,0,0,19,4,5,5,3,0,36,0,0,4,65,8,0,0,0,0,81,0,0,0,5,5,0,4,3,3,25,4,9,8,121,40,8,10,0,0,204,0,5,0,30,8,12,9,3,0,67,0,12,40,157,61,89,60,26,23,463,0,0,0,11,11,16,25,17,5,88,0,0,4,3,9,13,17,16,4,69,23,99,85,734,355,262,148,66,27,1800,0,0,0,10,6,5,6,5,3,35,0,4,5,88,16,17,6,4,0,146
20603,9,15,35,220,153,129,93,52,23,714,0,0,0,8,0,6,5,0,0,20,0,0,3,18,5,0,0,0,0,27,8,62,158,861,269,183,135,80,47,1806,70,104,148,564,174,148,102,92,61,1461,1633,3377,4193,11757,4889,4134,2909,1573,949,35423,0,0,4,8,0,3,8,0,0,19,3090,6127,6690,13829,6589,5424,3270,1176,618,46813,0,3,5,42,8,0,0,0,0,58,0,0,0,40,6,17,10,6,0,78,0,3,3,111,5,3,4,0,0,128,0,0,0,4,4,4,10,4,0,29,3,20,6,86,36,8,10,6,0,176,0,3,0,55,22,14,17,8,0,113,4,34,73,407,138,139,104,60,55,1012,0,4,0,20,19,32,34,28,7,153,0,6,11,48,18,27,32,36,14,182,12,48,72,436,237,258,190,102,47,1404,0,0,0,24,14,8,10,0,4,56,0,4,3,55,16,12,6,0,3,95
20604,0,29,529,663,207,158,100,32,21,1734,0,0,3,24,3,6,7,3,6,52,0,3,22,44,9,5,0,0,0,87,29,107,666,3029,380,237,184,99,35,4776,148,226,1121,2649,430,333,258,110,80,5352,2114,2815,16885,37208,5794,4679,3384,1590,726,75191,9,7,30,70,7,3,0,0,0,123,3544,3807,11231,22833,5418,4520,3300,1656,511,56830,0,6,87,184,7,3,3,0,0,288,0,0,0,59,17,13,6,3,0,106,0,14,64,683,29,10,5,0,0,806,0,0,91,77,17,7,11,0,0,202,12,21,52,304,53,33,7,4,5,477,0,7,22,309,29,21,23,10,4,418,28,193,6099,8221,831,726,394,180,111,16780,0,0,0,51,13,29,17,13,8,135,3,4,25,99,18,30,39,19,7,241,20,63,424,1487,478,466,348,162,55,3497,0,0,24,108,22,13,15,10,0,190,5,13,65,421,46,32,14,5,4,600
20605,0,16,21,151,66,33,11,3,0,300,0,0,7,29,13,8,0,0,0,60,0,0,6,27,10,12,0,0,0,49,16,78,115,1611,350,269,268,247,135,3096,92,181,248,1362,397,318,223,177,93,3103,2069,3668,4527,21466,7501,5808,4123,2212,876,52243,0,0,0,21,6,0,0,0,0,28,3812,6243,6371,21298,9404,7377,4704,2059,597,61856,0,0,3,34,0,5,0,3,0,42,3,0,0,61,16,18,9,4,0,117,5,12,42,456,48,16,10,3,0,586,0,0,4,25,0,0,3,0,0,39,5,7,26,256,77,49,25,9,0,462,3,0,4,198,26,16,10,5,0,261,0,55,197,882,178,171,114,40,20,1661,0,0,0,36,31,35,27,20,4,157,0,3,6,49,12,31,40,35,12,180,34,155,215,2196,826,749,487,249,65,4989,0,0,4,48,32,21,8,4,0,116,8,27,47,442,76,33,34,10,0,675
