SA3_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
20101,259,0,4,4,256,24,0,282,4129,538,71,18,4758,45,20,65,4820,245,6,5074,7111,934,128,33,8206,54,40,99,8302,251,5,8561,875,95,93,16,1076,12,0,7,1090,31,4,1123,62,0,0,48,107,0,0,0,107,9,14,131,12174,1569,287,108,14148,110,62,173,14319,537,29,14884,69,5,0,5,84,15,5,21,104,16,0,112,172,33,0,5,208,10,3,21,224,5,0,240,246,41,0,6,292,28,9,40,327,21,0,355,12421,1610,287,117,14437,140,69,207,14644,560,32,15235,2440,432,77,51,2996,88,14,100,3098,488,5,3594,11,5,0,7,22,0,5,5,25,4,43,76,14866,2044,368,181,17459,228,86,315,17769,1049,79,18906
20102,50,0,0,0,55,10,0,65,937,183,14,16,1155,19,8,27,1178,60,3,1241,1598,295,32,23,1952,12,4,17,1967,82,5,2048,220,47,25,3,293,0,0,0,300,12,0,310,40,0,0,24,61,4,0,4,69,0,0,74,2791,527,77,67,3460,39,12,45,3510,158,12,3678,16,4,0,0,17,7,0,6,25,0,0,25,18,12,0,0,32,5,0,5,31,5,0,35,36,14,0,0,49,8,0,11,62,5,0,59,2826,545,74,67,3513,43,14,58,3564,160,12,3737,646,101,43,37,822,10,0,9,836,103,9,940,3,0,0,6,6,0,0,0,6,0,9,18,3476,644,115,107,4338,49,13,63,4405,259,31,4696
20103,29,0,0,0,29,7,0,38,648,99,19,7,777,0,0,3,781,61,0,844,1057,180,28,13,1280,3,6,9,1292,72,0,1361,140,16,16,9,180,7,0,7,180,5,3,186,12,0,0,10,25,0,0,0,25,10,0,29,1856,299,67,43,2263,10,7,13,2276,147,6,2423,7,11,0,0,24,0,4,4,24,0,0,29,18,0,0,0,26,0,0,0,22,4,0,23,32,12,0,0,44,0,4,4,50,3,0,54,1891,305,71,46,2305,10,10,16,2328,149,6,2478,461,102,27,23,616,8,10,17,635,177,0,810,9,0,0,0,9,0,0,0,9,0,18,26,2355,410,94,65,2924,23,19,39,2960,332,23,3314
20201,254,5,0,8,254,33,0,293,3549,500,88,10,4148,46,17,63,4209,222,5,4440,5936,878,124,48,6988,46,12,60,7038,212,10,7262,712,109,102,13,929,13,0,20,941,37,0,978,54,0,0,50,110,0,0,0,106,25,5,136,10245,1486,313,118,12166,108,32,141,12310,494,17,12819,48,5,0,0,54,8,0,8,65,6,0,75,138,30,4,3,174,13,0,13,188,10,0,199,185,36,4,3,228,25,0,25,256,14,0,271,10437,1525,321,120,12399,134,32,162,12564,508,17,13091,2133,408,105,32,2676,66,11,76,2749,521,0,3267,14,0,0,3,25,0,0,0,25,5,49,75,12586,1929,431,154,15103,198,39,239,15335,1034,67,16439
20202,107,0,0,0,109,15,0,125,1728,279,70,14,2088,13,6,22,2105,138,0,2249,3008,640,95,33,3773,28,11,40,3810,143,0,3950,360,67,58,8,487,4,0,4,497,13,0,504,26,8,6,44,81,0,0,3,85,6,0,95,5123,993,221,95,6430,44,19,61,6489,300,6,6796,24,8,0,0,35,6,0,6,44,0,0,44,46,9,4,0,61,0,0,0,64,0,0,64,72,23,0,0,101,4,0,4,108,0,0,109,5195,1010,228,95,6529,51,19,74,6604,299,6,6907,938,133,49,35,1155,8,7,18,1176,122,0,1300,18,0,3,3,23,0,0,0,23,5,20,48,6152,1146,285,128,7711,58,32,85,7802,427,26,8257
20203,18,0,0,0,18,0,0,18,362,29,7,7,408,0,0,0,404,29,0,436,675,75,4,14,770,0,0,0,769,22,0,784,81,12,28,0,111,0,0,0,111,0,0,111,18,5,0,29,51,0,0,0,51,9,0,53,1130,112,39,50,1336,0,0,6,1336,50,0,1390,0,0,0,0,0,0,0,0,0,3,0,3,12,5,0,0,12,0,0,0,17,5,0,25,10,5,0,0,16,0,0,0,19,16,0,29,1145,113,39,50,1346,5,0,9,1356,65,0,1420,240,33,4,13,284,7,0,7,296,75,0,371,4,0,0,5,9,0,0,0,9,0,9,18,1384,144,39,72,1640,12,0,16,1656,138,9,1803
20301,67,0,0,0,67,7,3,79,1024,117,27,10,1169,8,0,8,1177,73,5,1260,2012,236,63,22,2336,9,8,16,2351,40,0,2392,283,35,31,3,348,0,0,0,348,6,0,355,19,10,0,32,60,0,0,0,60,0,6,63,3339,394,119,58,3913,16,8,29,3938,123,13,4069,21,0,3,0,21,0,0,0,25,0,0,25,25,5,0,0,33,0,0,0,33,0,0,37,42,5,3,0,54,0,0,0,55,0,0,60,3385,404,118,58,3972,20,8,29,3996,124,13,4129,630,80,26,19,749,6,0,6,754,53,0,809,6,3,0,4,18,0,0,0,18,0,10,31,4019,485,146,81,4738,21,8,29,4762,179,23,4967
20302,726,14,0,13,738,87,4,835,7077,1062,148,38,8327,115,30,141,8464,446,16,8922,12901,1699,280,61,14934,111,20,137,15071,439,21,15534,1600,210,197,13,2026,17,0,18,2046,39,0,2086,92,14,0,104,215,5,0,5,220,3,12,237,21672,2986,626,219,25504,249,52,300,25804,929,47,26784,127,37,17,0,175,21,0,19,198,23,0,224,395,57,3,12,466,24,11,38,506,16,0,522,519,90,19,12,642,46,13,59,700,38,0,744,22194,3082,649,228,26147,299,64,355,26509,966,49,27524,4599,828,128,97,5654,106,40,147,5796,950,16,6763,34,4,0,20,58,0,0,0,58,0,69,127,26828,3914,775,341,31860,399,107,503,32367,1918,131,34415
20303,283,7,0,3,282,18,0,303,3562,569,89,14,4231,38,11,46,4282,243,3,4527,6615,1034,147,49,7848,52,21,74,7921,153,7,8074,788,125,144,4,1061,5,0,4,1067,33,0,1098,78,15,4,80,167,0,0,0,170,5,8,191,11046,1737,384,140,13308,96,34,130,13435,433,24,13889,45,7,0,0,56,6,0,6,63,0,0,62,161,20,0,0,181,4,0,4,179,4,0,182,200,34,0,0,232,5,0,5,238,3,0,250,11248,1767,385,139,13543,96,34,136,13676,434,24,14134,1814,287,88,65,2249,28,4,35,2281,229,3,2516,10,0,4,0,17,0,0,0,17,4,28,44,13067,2058,477,207,15809,129,40,166,15974,658,53,16689
20401,88,0,0,0,85,14,0,98,1853,212,50,26,2145,25,4,32,2173,109,8,2291,2816,373,77,37,3311,17,12,30,3344,109,0,3458,354,63,52,6,473,0,0,0,473,24,0,495,39,9,0,54,102,0,0,0,102,0,0,108,5059,653,184,128,6032,44,23,69,6095,242,12,6352,27,0,3,0,35,5,0,5,39,7,5,52,64,8,3,3,87,4,0,4,87,11,0,101,97,13,8,3,121,7,0,7,129,18,5,148,5160,666,194,135,6152,55,23,71,6227,261,13,6498,1064,176,70,52,1354,22,3,26,1382,220,4,1601,7,0,0,4,13,0,0,0,13,0,13,25,6229,839,264,185,7520,75,20,99,7619,481,32,8130
