SA3_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
20402,50,0,0,0,50,6,0,52,1698,191,31,14,1935,18,3,17,1952,88,0,2033,2426,394,63,28,2908,8,11,14,2926,104,9,3033,306,58,50,3,416,0,0,3,421,15,0,428,20,6,0,29,55,0,0,0,55,0,0,61,4446,641,147,73,5315,21,12,35,5349,205,9,5562,11,0,0,0,17,0,0,0,19,3,0,21,25,4,4,0,33,0,0,0,33,0,0,32,40,9,4,0,48,0,0,0,51,0,0,54,4487,650,151,76,5362,25,12,42,5402,207,9,5615,717,155,23,37,929,19,4,26,953,158,0,1109,10,0,0,0,11,0,0,0,11,3,46,57,5212,805,173,116,6304,44,16,61,6367,366,53,6787
20403,88,5,0,6,95,12,0,111,3108,349,86,29,3572,24,10,34,3609,193,5,3811,4343,586,91,30,5053,35,11,38,5092,178,3,5274,497,64,70,5,637,0,0,3,638,17,0,663,64,8,4,74,150,5,0,5,153,8,17,177,8009,1013,251,140,9414,66,20,84,9499,401,20,9920,60,22,0,0,87,18,4,18,106,4,0,114,78,8,0,4,97,3,9,18,104,16,0,120,138,33,0,4,179,19,15,35,211,22,0,231,8143,1049,254,146,9593,83,36,118,9710,415,20,10145,1316,224,68,15,1623,28,12,38,1659,297,0,1961,16,0,0,6,19,0,0,0,19,5,36,61,9475,1269,325,161,11230,112,46,155,11388,723,58,12171
20501,162,0,0,0,162,10,0,178,1921,293,52,16,2282,12,7,24,2302,133,0,2438,3592,505,68,44,4201,30,7,39,4242,141,4,4388,506,65,48,7,628,3,0,6,636,10,7,651,38,0,0,74,107,0,3,3,112,7,4,124,6059,856,173,131,7222,52,20,74,7300,296,16,7603,36,3,0,0,39,0,0,0,40,5,0,45,97,8,3,0,111,3,0,7,118,7,0,123,133,12,3,0,154,5,0,4,159,5,0,164,6193,866,175,136,7369,55,23,80,7455,295,16,7768,1492,228,49,37,1806,34,11,44,1852,179,7,2034,12,0,0,8,18,0,0,0,18,4,30,53,7696,1096,231,178,9197,90,34,125,9319,483,48,9850
20502,35,0,0,0,35,4,0,40,1066,170,27,17,1278,25,3,29,1310,89,0,1403,2109,382,76,37,2609,20,0,20,2625,162,0,2793,189,36,53,9,286,0,0,0,286,11,0,297,31,17,0,42,89,0,4,4,87,12,4,98,3395,604,154,100,4258,45,6,53,4313,279,4,4592,11,0,0,0,12,0,0,0,11,0,0,11,18,7,0,0,27,3,3,6,32,8,0,39,30,6,0,0,36,3,3,4,42,8,0,49,3421,618,154,100,4297,52,10,58,4357,280,4,4645,715,155,28,22,918,38,3,39,956,210,4,1171,10,3,0,9,22,4,0,4,23,0,12,43,4147,774,183,131,5235,89,13,103,5337,491,23,5859
20503,103,0,0,0,103,4,0,109,1930,314,59,3,2308,23,11,30,2335,149,0,2487,3521,686,91,41,4339,31,10,43,4382,218,3,4608,444,74,109,16,642,0,0,4,646,26,4,673,40,14,5,68,129,0,0,0,129,10,5,140,5936,1089,260,129,7414,57,25,85,7494,397,15,7911,15,4,0,0,16,9,0,9,17,5,0,29,53,12,5,0,71,3,0,3,75,14,0,83,57,22,5,0,82,13,0,13,94,19,0,112,5995,1110,262,126,7502,65,25,88,7593,417,15,8022,1172,262,79,63,1569,31,12,37,1604,274,10,1891,14,3,0,0,13,0,0,0,13,5,58,81,7175,1374,338,191,9084,103,33,129,9212,697,83,9989
20504,120,0,0,0,120,13,0,139,2028,282,43,13,2370,41,12,55,2421,122,0,2546,3757,484,86,40,4372,78,20,99,4467,192,6,4668,512,62,53,9,639,12,0,16,654,28,0,685,44,4,8,40,97,3,0,3,102,4,11,116,6333,831,191,108,7473,134,32,172,7642,351,23,8015,40,15,0,7,64,9,0,9,76,7,0,86,100,10,6,5,121,19,3,26,147,4,0,156,141,28,4,10,191,25,3,36,222,15,0,244,6477,859,199,119,7659,165,38,202,7860,367,28,8255,1374,244,60,70,1748,80,25,109,1857,458,24,2337,23,4,0,7,34,0,0,0,34,3,42,79,7874,1107,261,201,9441,246,69,315,9754,833,92,10676
20505,56,0,0,0,56,8,0,57,1393,156,26,8,1580,16,7,22,1598,76,0,1679,2338,274,58,38,2707,10,8,19,2727,130,8,2865,256,65,43,0,370,5,0,5,370,25,0,394,34,4,4,27,63,0,0,0,68,3,6,69,4022,498,124,68,4717,29,20,43,4763,237,11,5005,23,3,0,0,22,10,0,10,34,0,0,31,40,5,0,0,46,0,0,0,48,0,0,48,65,9,0,0,69,5,0,5,77,0,0,84,4082,509,124,68,4786,37,20,56,4842,236,11,5086,979,126,52,33,1190,30,5,34,1229,203,6,1435,4,0,0,5,8,6,0,6,13,6,20,33,5062,637,173,114,5988,69,23,89,6079,440,31,6553
20601,315,0,6,5,321,64,0,385,3284,547,70,8,3902,67,8,72,3979,228,8,4208,3932,695,87,19,4734,50,12,68,4796,142,6,4945,610,105,68,7,785,6,0,6,792,7,6,805,34,8,0,36,74,0,0,0,74,6,0,84,7857,1353,221,62,9500,118,19,138,9639,386,20,10043,65,10,0,0,78,5,0,5,83,3,0,88,91,16,3,0,111,3,0,3,121,7,0,132,162,27,7,0,190,7,0,10,203,11,0,216,8019,1379,233,62,9689,127,25,149,9838,399,20,10258,1283,287,58,24,1651,35,19,50,1704,299,8,2012,11,5,0,5,27,0,0,0,27,3,23,50,9317,1668,290,90,11366,156,44,202,11569,701,51,12324
20602,270,6,3,7,278,42,0,324,2443,413,31,6,2894,33,12,40,2936,138,0,3072,3085,551,37,15,3689,38,16,51,3736,87,5,3827,409,53,37,0,495,6,5,11,504,4,0,515,16,3,0,12,33,0,0,0,33,0,3,35,5947,1025,109,28,7111,74,27,97,7210,233,3,7448,29,4,0,5,32,3,0,3,41,3,0,43,76,9,0,0,84,8,0,14,104,4,0,102,110,9,0,5,122,17,0,18,141,4,0,149,6056,1034,109,34,7235,91,25,119,7352,239,3,7595,747,152,10,10,922,13,6,19,938,133,0,1070,9,0,0,7,12,0,0,0,12,0,10,21,6809,1186,122,47,8161,102,28,136,8302,371,15,8682
20603,488,9,0,12,498,46,0,547,3405,381,68,10,3861,62,13,71,3935,149,4,4085,3733,467,45,19,4265,47,13,60,4323,104,0,4426,506,65,64,4,634,0,5,7,643,7,0,652,33,0,0,40,74,0,0,0,74,7,7,83,7677,910,186,68,8832,111,24,137,8969,270,6,9250,64,21,0,4,86,11,0,11,95,3,0,103,86,17,8,0,111,9,10,21,128,10,0,135,158,34,8,4,193,16,10,26,226,8,0,237,7830,944,190,69,9028,131,41,165,9192,284,6,9487,1375,237,42,13,1666,14,20,38,1705,215,13,1929,14,0,0,9,30,4,0,4,30,4,35,67,9216,1178,227,92,10720,149,57,204,10929,500,60,11494
20604,170,10,3,10,185,44,0,225,2288,306,50,6,2653,75,7,79,2730,174,7,2913,1716,468,36,10,2231,34,12,40,2274,108,3,2380,382,73,69,0,528,10,0,10,539,12,0,552,5,4,0,24,40,0,0,0,43,9,4,56,4395,849,166,41,5446,120,12,136,5587,301,15,5900,129,9,5,0,147,17,8,18,162,12,0,172,127,19,0,0,144,16,24,35,183,29,0,213,256,31,5,0,291,27,28,59,350,40,0,387,4650,878,169,41,5743,148,44,191,5934,341,15,6289,1386,331,72,49,1847,72,18,91,1938,442,0,2383,12,4,3,18,38,0,0,0,38,0,12,50,6050,1220,243,106,7616,226,63,286,7902,783,31,8717
20605,276,4,11,10,287,44,0,327,3336,381,52,10,3781,78,25,93,3872,222,0,4094,3245,546,51,19,3858,51,7,62,3920,128,7,4057,542,92,49,9,697,7,0,15,704,21,4,730,46,4,0,32,79,0,0,0,79,0,0,83,7173,1024,153,64,8417,136,30,166,8581,374,16,8962,78,7,0,0,86,13,0,15,98,5,0,110,89,18,0,0,108,3,5,12,113,8,0,119,166,23,0,6,192,21,3,23,217,15,0,225,7337,1051,153,67,8611,153,28,187,8789,388,16,9193,1461,227,44,24,1760,43,3,46,1810,218,4,2025,12,7,0,13,28,0,0,0,28,0,32,60,8808,1279,202,102,10396,201,30,231,10629,602,47,11281
20606,220,3,0,9,224,34,0,256,1550,158,21,6,1737,31,5,34,1764,90,0,1852,1403,242,15,4,1657,3,0,6,1664,70,0,1730,293,38,32,0,363,4,0,4,363,13,0,380,22,0,0,18,38,0,0,0,41,3,0,44,3269,440,63,30,3795,36,5,37,3832,177,3,4012,44,0,0,0,42,0,0,0,49,8,0,54,43,0,0,0,44,5,5,9,55,4,0,58,83,0,0,0,89,9,5,13,101,14,0,109,3356,437,62,30,3887,43,11,50,3931,188,3,4121,1021,148,12,26,1215,20,8,23,1237,164,0,1399,6,0,0,5,14,0,0,0,14,0,6,25,4377,589,85,61,5110,59,16,72,5185,355,14,5551
20607,225,0,3,3,226,38,6,266,2632,395,34,9,3076,52,17,68,3149,152,5,3302,2536,437,33,14,3019,23,7,29,3043,143,0,3188,493,102,51,0,651,3,0,6,657,13,0,667,28,0,0,18,45,3,0,3,48,10,6,58,5692,939,118,42,6794,77,24,102,6896,308,7,7217,58,15,0,0,72,0,0,0,71,11,0,85,70,18,0,0,92,4,3,5,95,0,5,103,129,31,0,0,161,6,3,6,168,15,5,184,5819,975,118,46,6957,81,28,107,7066,320,8,7393,942,208,38,23,1208,37,8,48,1252,307,14,1576,0,4,0,5,11,0,0,0,11,0,40,46,6762,1184,160,73,8174,118,38,153,8329,627,58,9014
20701,1801,37,13,49,1850,270,3,2122,10399,1034,147,43,11624,210,45,259,11883,587,16,12488,10304,1563,111,55,12030,110,27,134,12172,421,12,12598,996,117,116,0,1238,10,4,17,1255,41,0,1293,66,16,0,116,197,4,0,4,202,11,19,234,21768,2733,381,212,25095,332,81,415,25510,1056,50,26616,208,26,6,0,240,26,0,26,269,13,0,279,315,45,0,7,369,20,13,34,405,25,0,427,525,66,9,5,608,49,13,62,672,35,0,702,22295,2799,391,220,25704,379,95,480,26181,1089,50,27320,4322,690,91,64,5171,98,37,136,5309,964,13,6291,37,6,0,39,86,4,0,4,83,6,40,132,26655,3501,482,326,30958,482,138,617,31574,2058,110,33741
20702,838,22,10,38,874,140,0,1012,4556,546,84,14,5208,93,27,121,5326,319,3,5654,4891,1097,116,35,6142,66,37,108,6244,303,5,6553,479,85,101,4,669,12,4,12,686,37,4,723,45,14,4,66,123,5,0,5,130,4,16,147,9966,1746,302,123,12134,179,70,243,12381,667,32,13080,122,22,6,3,154,18,4,21,172,21,0,190,190,26,4,12,234,47,16,60,291,25,0,318,319,50,3,14,383,58,21,75,462,45,0,507,10283,1795,308,139,12526,240,83,324,12842,706,32,13586,2736,593,92,52,3476,121,36,164,3639,657,10,4307,21,15,0,26,58,0,0,0,57,0,30,96,13041,2396,401,219,16060,362,126,484,16543,1365,74,17988
