SA3_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
20701,2649,4927,9125,8813,10015,7039,2166,293,27,45042,3067,982,1118,1817,2442,3541,6072,4910,2831,26788,136,172,373,312,350,254,256,274,288,2403,5853,6075,10620,10937,12800,10831,8499,5479,3143,74237,131,2893,12495,11540,13493,8906,2025,200,8,51690,3295,5445,4136,4437,5050,4746,2720,595,53,30470,595,679,777,644,434,465,255,48,15,3916,46,115,225,189,164,104,40,20,4,916,4070,9132,17632,16815,19137,14222,5044,857,78,86987,33,228,411,329,359,284,45,7,0,1700,790,496,257,190,212,202,82,21,0,2246,826,724,672,519,569,484,133,28,0,3953,4892,9857,18301,17334,19710,14701,5172,883,78,90942,6794,2111,1967,2453,3425,5531,10272,8482,4473,45507,262,333,775,617,683,517,473,455,412,4521,11950,12306,21044,20408,23812,20747,15917,9829,4961,140967
20702,1181,2105,4595,5264,4970,3800,1042,152,12,23123,1296,449,950,1463,1383,2525,4417,4235,1988,18719,47,58,208,224,201,154,183,216,190,1477,2520,2616,5758,6953,6555,6478,5647,4606,2192,43313,130,1507,6034,6886,6217,4322,945,123,4,26160,1439,2140,2384,2956,2980,2845,1263,277,18,16298,206,285,395,392,281,351,150,33,7,2105,19,58,182,146,115,105,28,20,7,667,1793,3985,8992,10375,9594,7630,2387,448,33,45230,30,142,310,251,270,182,31,4,0,1225,409,252,178,203,152,164,49,10,0,1411,441,393,488,450,427,349,86,9,0,2633,2234,4378,9478,10823,10015,7976,2469,460,33,47866,2962,1086,1549,1995,2107,3850,7430,7577,3472,32024,121,142,420,425,386,291,303,380,304,2778,5320,5613,11449,13247,12510,12114,10197,8421,3807,82669
20703,1560,3265,6325,5759,5863,3767,911,113,6,27575,1588,852,1255,1311,1437,2251,3909,3314,1945,17863,80,244,435,242,200,173,175,175,230,1952,3230,4362,8014,7312,7502,6192,4994,3604,2181,47385,145,1887,7655,7427,7361,4570,784,55,0,29880,1899,3611,3864,3279,3385,2595,1142,207,12,19991,327,409,577,460,289,286,106,22,6,2469,22,136,262,114,93,47,8,8,7,695,2389,6037,12355,11283,11127,7496,2037,288,19,53036,27,206,400,287,280,207,25,0,0,1440,481,436,301,169,169,161,42,7,0,1758,515,644,701,458,441,366,73,7,0,3197,2904,6682,13051,11739,11572,7865,2109,298,19,56242,3380,1959,2275,1969,2159,3637,6684,5700,3140,30903,160,512,957,510,431,327,334,294,346,3870,6446,9154,16286,14215,14161,11831,9132,6292,3502,91012
20801,1771,2107,3438,5110,6943,4845,1455,180,11,25864,1516,293,524,1055,1401,2299,4271,3422,1916,16697,86,42,140,208,272,189,219,235,273,1667,3369,2442,4101,6372,8621,7337,5952,3838,2201,44233,154,1299,4617,6669,9449,6017,1305,139,7,29660,2213,2421,1418,2558,3514,3363,1892,400,23,17810,399,332,390,437,328,370,182,31,5,2476,20,50,112,109,128,91,30,13,8,562,2793,4109,6539,9772,13417,9837,3408,588,40,50508,21,96,178,154,248,206,39,0,0,947,467,154,84,87,132,124,48,12,0,1115,491,255,262,249,386,325,88,11,3,2064,3285,4356,6804,10017,13797,10160,3499,604,44,52571,3520,740,810,1379,1920,3530,7198,5937,2988,28032,165,106,292,415,537,347,381,392,390,3036,6965,5212,7912,11814,16260,14041,11081,6937,3422,83632
20802,2054,3950,10291,9845,9261,5907,1764,177,18,43273,2100,862,1240,1649,1628,2638,5127,3862,2399,21497,116,177,491,391,305,225,303,252,288,2549,4266,4988,12020,11880,11197,8767,7194,4300,2706,67323,184,2485,13523,13384,12327,7063,1606,118,16,50705,2640,4109,4940,5038,4828,4123,2168,360,44,28254,397,539,959,751,439,480,215,34,4,3823,31,103,324,225,168,106,56,9,7,1031,3259,7237,19748,19398,17766,11782,4039,521,63,83816,33,202,496,374,375,280,34,0,0,1787,574,392,270,197,208,190,78,6,0,1919,604,594,762,571,577,470,111,7,3,3704,3865,7829,20510,19970,18347,12248,4149,530,68,87520,4648,1827,2154,2241,2532,4267,8883,6639,3728,36915,209,386,1030,773,595,444,531,418,390,4783,8722,10041,23697,22987,21477,16955,13559,7592,4193,129212
20803,1925,2532,6424,7870,8088,5159,1324,112,6,33431,1378,353,812,1255,1325,2484,4701,3615,1970,17883,76,85,309,280,244,208,246,259,191,1895,3369,2968,7538,9408,9653,7848,6274,3979,2172,53209,335,1961,8636,10263,10656,6247,1137,65,3,39305,2402,2389,2697,4146,4233,3496,1483,208,10,21058,308,292,730,686,446,462,215,31,3,3168,30,62,183,195,128,80,35,13,6,738,3069,4705,12237,15291,15468,10282,2865,317,21,64270,46,142,301,243,306,223,55,3,0,1317,548,178,126,132,145,153,59,10,0,1349,599,316,422,380,444,376,108,9,0,2666,3669,5027,12665,15671,15914,10658,2983,332,29,66939,2970,811,1262,1735,2034,3985,8139,6343,3084,30369,159,174,624,566,501,428,459,445,298,3647,6799,6011,14549,17974,18452,15074,11578,7119,3404,100957
20804,643,1310,2719,2285,2493,1726,590,82,10,11861,665,238,274,386,534,751,1488,1253,749,6341,18,35,118,90,53,67,68,66,80,599,1333,1586,3116,2762,3086,2544,2148,1400,834,18805,43,766,3737,3216,3408,2135,517,67,9,13896,780,1321,1174,1076,1249,1127,687,164,19,7600,158,218,232,174,115,101,57,16,3,1069,7,33,54,54,40,28,10,3,0,236,994,2334,5195,4518,4811,3386,1274,247,34,22804,10,72,167,93,101,84,12,0,0,535,175,142,67,47,56,53,19,0,0,565,185,216,235,141,156,143,28,0,0,1104,1177,2551,5431,4661,4964,3533,1306,251,34,23898,1398,509,485,531,728,1141,2415,2184,1162,10559,44,80,285,182,132,126,129,120,118,1222,2629,3144,6204,5375,5830,4796,3849,2560,1307,35686
20901,1717,2797,6986,7689,7102,5098,1341,114,8,32852,1423,473,993,1369,1361,2565,5240,3900,1956,19269,71,107,294,274,234,187,233,184,160,1737,3207,3380,8269,9329,8698,7849,6811,4194,2121,53856,317,2052,9156,9971,9269,5859,1249,80,6,37965,2064,2774,3290,4355,4097,3524,1539,226,21,21882,331,398,833,690,381,499,235,30,3,3405,22,91,162,150,112,69,33,12,9,665,2734,5309,13447,15169,13867,9943,3058,350,38,63920,61,169,338,293,279,185,30,0,0,1354,543,246,179,178,166,145,62,6,0,1521,597,410,520,466,441,330,94,5,0,2877,3337,5721,13965,15639,14307,10278,3151,360,41,66800,3328,1032,1662,1945,2138,4172,9112,6992,3106,33495,169,257,622,581,474,410,424,323,256,3520,6832,7008,16254,18164,16921,14862,12694,7678,3400,103806
20902,1011,2429,7180,5984,4791,2839,532,41,4,24810,988,567,1342,1340,1321,1983,2934,2580,1437,14499,103,152,444,316,260,202,232,230,251,2195,2104,3153,8970,7637,6375,5027,3705,2846,1691,41500,144,1572,8714,7591,6045,3327,526,20,0,27953,1135,2369,4268,3521,2798,1926,572,58,4,16664,174,337,736,538,328,292,97,13,0,2512,22,113,318,181,123,77,21,13,3,877,1484,4391,14036,11835,9298,5625,1212,107,9,48002,45,221,458,322,315,198,18,0,3,1582,339,283,304,214,153,136,38,5,0,1471,387,502,766,537,471,334,56,5,3,3056,1868,4900,14803,12370,9769,5957,1269,114,8,51060,2189,1248,2272,2058,2257,3328,5229,4511,2351,25436,206,361,947,675,556,443,450,424,407,4463,4256,6512,18020,15112,12577,9727,6946,5050,2765,80966
20903,1314,1610,2520,3504,4625,3443,841,101,3,17973,974,223,408,644,701,1469,2615,1323,500,8854,45,42,87,140,161,162,127,85,48,892,2333,1879,3008,4287,5488,5070,3585,1514,549,27720,360,1414,3364,4372,6067,4162,758,64,3,20577,1536,1541,1255,2138,2597,2546,1030,181,6,12821,270,225,366,324,287,400,127,25,0,2026,24,61,67,71,98,61,39,7,0,424,2193,3244,5055,6901,9042,7164,1955,279,9,35841,35,103,107,80,114,111,10,0,0,564,329,95,46,63,79,72,18,3,0,724,364,202,156,145,198,186,35,3,0,1290,2559,3445,5202,7044,9243,7352,1989,281,11,37133,2189,479,645,882,1026,2300,4825,2595,805,15742,110,96,165,270,330,308,258,174,87,1796,4859,4022,6015,8200,10593,9954,7072,3050,906,54668
20904,3360,5738,14857,15029,11303,7005,1311,79,5,58685,3327,1406,4341,4479,3652,5545,8082,4585,1731,37141,296,316,955,831,572,499,481,408,334,4703,6979,7458,20153,20344,15522,13049,9870,5074,2070,100524,830,4915,19058,20478,15224,8886,1528,53,4,70988,3882,5193,8316,9029,6427,4803,1454,138,13,39250,441,586,1608,1242,724,718,208,22,0,5547,91,286,772,585,334,199,73,20,3,2363,5248,10978,29749,31338,22707,14602,3267,244,23,118148,224,579,1084,860,646,399,45,0,0,3835,1107,554,576,510,344,287,52,3,0,3434,1330,1125,1668,1368,985,684,97,6,0,7272,6582,12104,31413,32707,23695,15293,3359,249,23,125422,7247,2816,6205,6320,5709,8677,14390,8531,2916,62807,633,784,1993,1714,1235,991,897,744,503,9499,14463,15702,39618,40738,30640,24959,18646,9527,3439,197728
21001,943,1267,2843,3406,3599,2435,572,50,0,15126,720,215,468,651,678,1259,2822,2469,1144,10416,41,43,119,141,130,96,125,148,83,920,1702,1523,3437,4194,4402,3796,3511,2670,1229,26469,158,1129,3921,4582,4810,2974,550,39,5,18166,1130,1194,1284,1825,1903,1556,678,99,0,9665,226,157,340,306,232,226,100,27,0,1616,26,35,116,104,84,56,39,4,0,466,1532,2515,5653,6825,7028,4812,1369,167,9,29908,30,95,164,134,158,115,10,0,0,715,248,100,79,74,69,91,30,4,0,688,278,196,242,206,234,204,37,4,0,1408,1813,2710,5901,7026,7262,5020,1411,173,9,31317,1679,471,738,922,1073,1974,4724,4408,1963,17956,78,84,301,260,270,201,206,264,133,1801,3573,3264,6936,8213,8613,7191,6337,4844,2104,51071
21002,582,571,1235,1917,2126,1425,345,35,0,8237,405,80,255,312,319,699,1356,720,189,4335,53,34,60,97,123,98,95,60,53,667,1040,684,1543,2324,2575,2218,1791,815,241,13235,191,565,1652,2352,2774,1782,321,43,3,9683,729,487,598,1132,1163,1007,420,80,3,5617,99,63,183,186,143,200,56,6,0,947,25,39,54,48,58,44,14,9,6,296,1045,1147,2484,3720,4138,3035,817,144,12,16546,14,29,42,44,49,60,4,0,0,236,109,33,22,31,46,38,7,3,0,284,121,64,60,74,94,99,14,3,0,522,1168,1211,2542,3791,4233,3131,828,144,12,17067,940,191,356,414,468,1104,2488,1441,326,7716,107,67,121,175,247,209,173,117,90,1310,2219,1473,3020,4386,4939,4451,3491,1700,418,26094
21003,779,1876,5649,4691,3512,2164,361,34,4,19080,899,463,1332,1379,1061,1507,2156,2176,1521,12493,90,133,448,305,215,153,158,178,231,1903,1767,2472,7434,6375,4785,3824,2674,2380,1752,33472,163,1415,7499,6488,4516,2690,375,16,0,23163,937,1980,3303,2740,2017,1434,394,50,6,12852,128,203,594,482,254,225,62,7,0,1958,17,128,256,162,82,44,22,3,6,716,1241,3728,11646,9868,6878,4397,850,82,8,38693,57,203,353,269,248,141,29,0,0,1291,268,181,202,158,113,69,24,0,0,1013,323,382,556,424,362,208,52,4,0,2306,1564,4109,12201,10292,7239,4608,898,86,12,40999,1971,947,1961,1983,1741,2519,3767,3583,2459,20922,195,325,973,670,473,314,274,312,338,3874,3730,5381,15141,12942,9447,7441,4939,3977,2805,65794
21004,740,1066,2809,2526,2468,1821,399,25,3,11851,491,181,536,524,518,976,1631,901,388,6142,43,50,140,131,129,91,74,68,29,755,1266,1290,3487,3178,3114,2884,2101,994,425,18747,243,1041,3805,3364,3288,2227,376,30,0,14372,829,832,1281,1372,1279,1189,410,45,0,7246,127,136,373,231,182,213,70,4,0,1335,14,37,97,84,50,25,9,0,3,324,1215,2049,5561,5051,4797,3659,866,84,4,23278,35,93,119,98,113,66,6,0,0,545,208,79,77,63,49,56,20,0,0,547,243,175,198,166,159,124,25,0,0,1092,1459,2216,5758,5222,4955,3785,890,80,4,24367,1085,363,781,724,755,1540,2942,1644,631,10468,101,115,306,283,247,184,150,103,54,1554,2643,2698,6854,6225,5955,5513,3979,1834,689,36390
21005,2360,4711,11066,9677,6929,4366,752,42,4,39911,3551,1720,5276,5109,4302,5011,5509,2945,955,34377,302,376,1051,934,630,489,318,233,111,4435,6215,6805,17387,15719,11861,9870,6581,3219,1065,78725,553,3724,14425,13570,9067,6037,902,37,0,48313,2616,4299,6663,6170,4402,3071,829,70,0,28124,323,467,1189,766,466,443,131,15,0,3803,100,287,779,547,324,195,39,3,5,2281,3593,8778,23055,21057,14263,9752,1901,120,4,82519,260,707,1166,861,673,368,23,0,0,4057,997,532,591,531,383,266,46,4,0,3354,1255,1240,1757,1396,1052,638,70,3,0,7408,4849,10017,24812,22457,15306,10391,1967,127,4,89928,7247,3294,7495,7471,6696,8342,10023,5581,1612,57762,680,868,2225,1920,1277,986,602,445,179,9183,12778,14174,34528,31844,23282,19715,12596,6151,1797,156874
21101,2502,3803,8317,9132,9026,6845,1504,99,3,41238,1855,666,1544,1929,1925,3603,6710,4445,1927,24600,118,156,337,343,247,240,261,308,272,2293,4477,4627,10194,11402,11200,10693,8481,4857,2203,68131,517,3339,11195,12264,11693,8575,1527,76,6,49195,3121,3466,4117,5104,5106,4590,1774,206,7,27495,398,392,911,714,537,568,227,21,0,3775,47,123,271,242,200,139,51,7,5,1081,4087,7322,16499,18324,17540,13870,3581,310,12,81545,96,286,425,325,330,303,33,0,0,1801,712,314,223,246,194,211,73,3,0,1977,803,602,646,577,520,515,109,8,0,3781,4887,7923,17147,18897,18060,14391,3688,317,13,85321,4195,1432,2346,2690,2939,5663,11828,8059,3108,42260,242,310,734,693,559,482,489,526,414,4446,9320,9661,20226,22278,21558,20534,16008,8903,3539,132024
21102,578,718,775,1193,1813,1259,330,39,4,6701,383,102,145,255,372,628,1108,836,404,4218,23,21,28,42,49,49,50,50,32,339,978,835,951,1491,2235,1926,1481,923,437,11266,110,555,1048,1419,2389,1581,352,37,0,7495,724,733,371,766,1036,936,428,95,6,5099,115,97,89,86,95,114,47,7,0,662,4,15,28,30,25,14,3,0,0,123,952,1398,1539,2301,3544,2653,834,144,8,13376,13,32,47,47,55,47,3,0,0,253,152,47,18,27,36,36,17,3,0,338,170,78,63,74,95,86,16,3,0,590,1120,1476,1607,2375,3639,2746,858,145,8,13966,921,230,238,331,522,992,1926,1499,680,7344,35,46,55,79,110,81,95,89,60,656,2076,1751,1898,2789,4272,3820,2877,1735,749,21966
21103,1802,2627,6360,6924,6467,4733,1097,102,8,30128,1194,386,1112,1458,1282,2185,4580,3308,1509,17009,61,76,256,268,190,179,199,272,312,1817,3060,3094,7735,8658,7943,7107,5867,3680,1825,48953,398,2355,8403,9087,8430,5530,921,50,5,35165,2245,2319,3043,4008,3631,3240,1291,193,15,19990,295,279,731,563,358,459,163,30,6,2886,32,73,206,164,130,75,22,8,6,715,2973,5024,12381,13825,12552,9303,2398,280,31,58759,66,171,264,248,206,174,34,0,0,1154,508,164,162,144,133,141,48,3,0,1308,574,336,425,391,339,319,81,3,0,2466,3546,5361,12804,14218,12890,9621,2480,287,31,61220,2766,888,1667,2029,1982,3570,7895,5826,2395,29019,143,172,526,535,439,366,357,426,453,3418,6454,6419,14998,16781,15307,13555,10729,6543,2874,93662
21104,875,1360,3054,3894,3567,2196,563,56,4,15567,784,277,537,797,787,1374,2669,2275,991,10490,23,53,124,144,103,104,120,182,236,1084,1686,1689,3713,4831,4453,3674,3356,2508,1225,27136,124,1038,3967,5104,4651,2721,497,36,0,18135,1159,1443,1651,2159,2053,1526,686,114,11,10801,175,155,312,250,182,187,88,18,4,1369,9,42,121,76,64,43,12,8,4,371,1470,2681,6044,7595,6943,4469,1284,174,15,30675,29,75,162,155,148,96,23,0,0,682,279,161,106,106,108,82,18,4,0,853,305,240,264,257,254,176,39,4,0,1536,1767,2915,6308,7857,7204,4647,1319,174,15,32210,1746,592,867,1095,1178,2134,4631,3932,1623,17802,66,108,269,270,221,187,238,291,342,1988,3582,3621,7442,9221,8593,6971,6188,4398,1983,52005
21105,2645,3514,7842,8415,8827,6794,1684,146,9,39882,1688,528,1449,1694,1718,3253,6554,4019,1474,22375,156,134,348,350,384,348,308,228,106,2366,4489,4172,9636,10465,10930,10389,8547,4398,1587,64620,886,3334,10257,10374,11255,7774,1595,99,10,45571,3013,2877,4138,5383,5199,5077,2020,296,12,28018,537,438,1073,784,707,811,293,55,0,4707,83,144,276,227,235,134,58,17,7,1183,4528,6793,15749,16768,17396,13795,3965,464,26,79488,109,243,280,231,251,238,28,0,0,1376,570,193,179,185,176,175,55,4,0,1539,679,443,462,415,420,412,86,6,3,2920,5203,7235,16208,17183,17817,14210,4054,471,30,82410,3848,1077,2118,2400,2704,5243,11628,7569,2453,39049,332,327,740,726,822,712,593,466,191,4895,9381,8637,19073,20308,21344,20163,16273,8503,2672,126350
21201,1966,2813,7384,6695,5823,3715,782,83,3,29265,1350,523,1799,1736,1237,2047,3592,2141,765,15191,174,155,502,417,348,287,243,207,130,2465,3499,3486,9687,8844,7412,6049,4615,2433,897,46920,626,2825,9665,9231,7806,4712,810,65,8,35734,2251,2085,3828,3943,3257,2509,946,140,17,18981,308,292,918,547,393,396,139,22,0,3014,62,130,306,223,182,106,36,15,7,1061,3250,5325,14712,13943,11642,7713,1928,241,32,58784,112,224,327,240,212,154,30,0,0,1306,494,202,201,183,94,111,33,4,0,1329,609,419,536,422,304,265,66,4,0,2634,3860,5748,15245,14371,11951,7978,1995,254,28,61416,3071,986,2365,2293,1834,3161,6271,4041,1279,25298,366,344,1003,857,719,533,457,359,191,4830,7301,7073,18610,17520,14493,11675,8722,4646,1493,91543
21202,2088,3243,6486,7098,6860,4811,975,75,8,31645,2054,815,2077,2265,2108,3271,4632,2912,1344,21482,167,222,533,462,418,304,290,249,184,2824,4307,4279,9097,9829,9388,8381,5896,3235,1533,55951,502,2952,8832,9813,9344,6506,1121,66,5,39144,2461,2894,3567,4224,3847,3268,1096,142,3,21516,293,319,674,489,425,443,149,13,0,2795,31,159,342,269,210,130,37,16,5,1209,3294,6333,13411,14807,13826,10343,2399,231,14,64667,116,322,533,357,353,295,39,0,0,2017,763,348,237,223,179,185,51,3,0,2004,876,669,776,581,529,481,97,3,0,4015,4173,6999,14190,15385,14359,10827,2494,234,14,68685,4412,1624,2978,3098,3133,5038,8342,5348,2149,36126,383,487,1152,947,824,624,519,444,268,5644,8969,9110,18322,19428,18323,16492,11354,6024,2428,110454
21203,3296,5579,13805,14046,9889,5534,891,48,8,53093,3406,1539,4618,4248,3034,3958,5200,2789,1010,29804,274,347,1029,794,559,403,323,176,97,3989,6976,7460,19453,19086,13476,9900,6414,3010,1115,86890,875,5030,17870,20026,14236,7865,1095,34,3,67044,3655,4665,7763,8495,5499,3571,1042,101,3,34803,363,505,1501,1032,647,538,148,19,0,4768,97,313,749,563,298,190,49,13,8,2277,4991,10513,27887,30118,20690,12171,2340,166,15,108888,208,576,900,694,496,315,40,0,0,3229,1173,567,471,414,268,217,51,6,0,3175,1381,1148,1374,1112,761,535,94,3,0,6409,6371,11662,29264,31229,21450,12699,2433,170,20,115297,7249,2778,6038,5680,4352,6185,9268,5188,1602,48349,567,755,2070,1665,1131,824,597,327,159,8099,14189,15196,37361,38576,26931,19713,12305,5685,1779,171741
21204,1992,4500,10720,9218,7546,5163,1138,76,4,40374,2805,1577,3692,3654,3276,4837,7456,5124,2427,34846,248,331,956,735,521,472,448,395,230,4335,5044,6410,15371,13610,11349,10470,9038,5590,2660,79555,345,3400,14655,12964,10316,6944,1386,63,3,50063,2343,4714,7266,5604,4418,3516,1288,149,4,29312,220,394,886,640,455,421,168,29,8,3226,57,279,773,433,289,214,55,14,6,2116,2968,8784,23581,19637,15472,11098,2897,257,16,84715,133,462,974,733,597,441,43,10,0,3391,748,584,525,370,326,283,79,12,5,2930,881,1044,1498,1105,923,728,124,19,0,6321,3844,9831,25079,20743,16395,11825,3023,275,21,91036,6064,3088,5738,5505,5339,7924,13291,9515,4014,60474,480,804,2266,1584,1136,1025,865,726,363,9259,10386,13723,33086,27822,22866,20781,17176,10518,4396,160760
21205,2408,5077,10082,9885,8910,5819,1465,177,15,43837,2610,1719,2073,2314,2450,3753,6761,5968,3080,30716,149,331,671,456,378,300,296,371,468,3413,5168,7124,12830,12651,11735,9873,8521,6515,3560,77977,253,3171,13603,13436,11875,7497,1425,141,10,51411,2951,5737,6257,5314,4964,3929,1712,312,22,31192,391,673,925,705,483,437,198,29,8,3847,41,184,484,310,203,132,52,24,11,1437,3643,9767,21271,19763,17522,11993,3387,506,52,87886,60,391,794,487,402,299,47,0,0,2483,881,783,446,307,276,247,69,7,0,3006,941,1177,1237,793,675,542,118,3,0,5487,4578,10939,22512,20553,18193,12534,3502,506,52,93372,5801,3846,3799,3275,3673,5943,11690,10707,5241,53977,308,823,1680,973,774,597,548,687,701,7085,10691,15607,27994,24798,22637,19073,15737,11896,5990,154433
21301,2117,4464,9831,8299,7990,5365,948,53,0,39070,2832,1280,3286,3536,3469,5221,7447,4295,1817,33182,283,386,1079,838,646,548,485,356,276,4908,5236,6133,14192,12678,12105,11135,8876,4697,2096,77154,347,3258,12824,11110,9926,6945,1163,30,0,45616,2394,4322,6207,4948,4592,3748,1053,105,5,27374,304,472,1001,701,554,565,187,18,0,3802,91,304,682,410,352,227,56,7,5,2132,3136,8360,20714,17170,15427,11485,2464,156,9,78928,144,500,979,786,756,564,68,0,0,3807,760,532,506,378,411,441,79,3,0,3120,913,1031,1492,1169,1168,1001,140,9,0,6927,4050,9392,22204,18340,16596,12485,2609,164,7,85848,5960,2657,5109,5280,5439,8406,13669,8081,2942,57553,616,912,2395,1815,1356,1127,959,714,429,10323,10631,12962,29712,25432,23403,22022,17238,8959,3377,153723
21302,1060,1562,4583,5556,5146,3404,634,51,9,21995,966,335,850,1116,1053,1837,3308,2246,1148,12871,74,80,328,281,247,170,170,147,135,1631,2102,1978,5757,6952,6444,5414,4111,2448,1286,36501,190,1265,6133,7564,6947,4279,618,24,5,27015,1313,1406,2044,2747,2449,2162,721,93,3,12940,210,212,496,542,350,339,109,15,0,2261,23,51,183,126,87,70,21,9,3,577,1734,2924,8857,10974,9832,6849,1472,143,12,42791,47,166,282,225,293,233,27,3,0,1280,318,153,111,126,135,110,39,6,3,990,358,321,392,355,422,347,60,8,3,2270,2094,3251,9249,11333,10258,7192,1532,150,13,45065,2029,692,1287,1554,1674,3058,5916,4022,1845,22080,165,184,657,620,487,353,328,267,204,3257,4289,4122,11195,13504,12418,10604,7780,4441,2064,70407
21303,834,2131,7872,6125,4279,2455,420,21,0,24131,811,428,1090,1086,984,1543,2140,1333,715,10133,65,163,542,337,225,182,142,123,130,1904,1707,2725,9507,7546,5489,4179,2702,1476,846,36173,104,1339,9909,8584,5871,2933,491,20,0,29250,943,2115,4396,3053,2113,1584,419,37,3,14662,172,310,776,580,273,249,78,3,0,2437,19,87,300,147,83,53,18,6,0,709,1240,3847,15379,12360,8335,4816,1000,74,3,47058,35,195,484,311,293,207,26,0,0,1551,258,267,297,178,120,154,26,0,0,1299,290,452,786,489,413,360,52,4,0,2854,1535,4304,16162,12852,8742,5177,1050,75,7,49911,1740,925,1892,1659,1685,2634,3893,2376,1162,17968,150,347,1203,743,499,408,306,224,183,4061,3426,5577,19257,15258,10931,8225,5253,2669,1348,71946
