SA3_CODE_2021,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
21502,151,159,314,1387,1355,2737,99,101,202,1638,1617,3260,171,185,354,1487,1470,2959,165,134,302,1824,1785,3613,179,151,334,1589,1457,3043,146,151,299,1914,1763,3680,130,146,279,1418,1324,2738,129,122,252,1680,1600,3279,95,101,192,1434,1312,2749,120,111,226,1650,1526,3176,81,108,190,1651,1703,3360,128,125,257,1861,1942,3806,71,99,175,1677,1662,3336,154,151,304,1903,1909,3818,45,77,127,1474,1558,3029,137,142,275,1656,1773,3432,65,67,132,1378,1499,2873,137,143,276,1580,1706,3285,57,56,114,1448,1614,3063,130,113,239,1633,1785,3412,46,72,114,1623,1667,3295,134,123,254,1806,1855,3665,39,50,96,1567,1694,3258,119,111,234,1733,1857,3590,37,43,78,1709,1748,3454,147,112,259,1886,1903,3787,49,58,109,4821,5477,10303,384,368,757,5259,5910,11167,1239,1378,2621,24672,25540,50208,2128,2010,4140,28040,28932,56972
21503,68,72,144,898,890,1788,68,78,143,1034,1043,2079,84,79,158,938,885,1825,102,87,188,1124,1050,2173,76,81,159,1005,986,1995,104,105,212,1190,1174,2360,67,57,127,896,755,1645,93,69,163,1058,878,1935,55,40,98,843,766,1610,80,72,153,985,876,1862,34,47,84,1012,957,1970,96,71,167,1139,1077,2216,32,46,78,982,1033,2017,92,94,186,1109,1175,2280,34,41,71,974,948,1923,98,93,195,1102,1079,2186,25,33,58,878,891,1769,81,78,155,982,1006,1985,25,30,55,902,904,1811,82,80,162,1009,1010,2026,25,36,65,1069,1091,2159,98,79,178,1196,1207,2404,31,31,63,1237,1235,2471,129,88,223,1397,1357,2756,32,29,59,1311,1252,2568,98,94,196,1447,1381,2822,48,52,101,4084,4272,8354,347,367,717,4482,4692,9175,647,686,1334,17037,16864,33900,1573,1460,3036,19246,19013,38264
21601,63,59,123,863,836,1700,63,65,124,991,958,1946,64,67,130,1009,991,1996,67,55,123,1142,1109,2250,75,67,152,1079,1049,2135,89,74,166,1257,1191,2448,52,61,117,1069,906,1976,69,67,135,1196,1034,2226,50,46,95,848,839,1688,47,49,100,950,935,1881,39,40,76,875,880,1757,64,65,124,972,982,1960,36,36,71,822,929,1747,73,63,131,932,1029,1955,21,26,49,869,938,1805,53,60,116,946,1017,1965,22,21,40,814,948,1756,69,73,138,904,1037,1947,23,25,42,1045,1095,2138,84,59,146,1144,1176,2324,32,33,66,1135,1260,2403,79,72,153,1253,1366,2622,27,37,61,1222,1346,2563,81,82,171,1330,1460,2793,15,32,48,1400,1321,2726,83,81,165,1504,1436,2937,53,41,93,4293,4565,8859,343,351,692,4688,4958,9645,579,592,1174,17339,17897,35241,1273,1205,2476,19192,19703,38889
21602,40,32,78,658,648,1307,57,47,101,755,725,1478,32,32,61,807,705,1514,77,68,142,912,806,1724,33,27,62,824,821,1643,70,75,139,929,920,1849,29,34,61,774,691,1466,60,53,115,867,777,1644,15,21,40,616,556,1171,42,44,91,677,625,1307,22,21,44,693,681,1376,55,61,113,771,760,1529,15,14,33,663,717,1382,57,56,115,740,788,1529,20,16,34,652,712,1365,58,60,122,732,783,1521,17,15,28,681,688,1364,59,59,120,758,761,1519,19,11,30,776,786,1565,56,53,107,852,847,1705,19,20,33,869,922,1785,74,66,137,957,1005,1963,16,17,36,935,1021,1952,67,52,120,1022,1087,2110,11,24,35,1066,1064,2123,72,62,130,1150,1144,2290,36,36,72,3796,3941,7740,275,278,544,4109,4256,8364,331,316,647,13813,13950,27762,1087,1023,2112,15234,15286,30522
21603,157,158,315,1867,1650,3522,122,117,241,2151,1920,4078,165,144,308,1985,1900,3882,170,171,341,2316,2216,4529,172,157,332,2079,1879,3954,153,136,288,2408,2166,4576,138,127,265,1893,1687,3578,150,116,263,2180,1931,4109,106,107,210,1703,1647,3351,154,121,268,1957,1876,3830,98,106,202,1911,1992,3901,158,156,316,2163,2256,4419,81,88,162,1939,2034,3974,160,160,316,2180,2277,4457,52,77,127,1854,1899,3750,136,166,295,2039,2141,4179,57,75,132,1716,1847,3565,143,128,271,1920,2055,3968,65,71,137,1858,1879,3736,170,118,285,2096,2072,4159,46,71,116,1991,1972,3961,136,117,260,2182,2153,4337,49,63,108,1887,2026,3916,143,126,273,2078,2218,4294,41,43,78,1896,1927,3825,128,138,267,2062,2109,4174,83,94,181,5663,6368,12036,441,439,875,6189,6903,13092,1312,1373,2685,30245,30712,60954,2364,2206,4565,33914,34293,68206
21701,57,56,118,803,759,1558,50,58,108,909,877,1785,68,57,126,873,846,1719,65,52,121,1008,962,1969,60,48,109,980,927,1909,81,70,153,1117,1046,2168,56,49,107,957,865,1827,69,62,130,1083,976,2057,36,35,71,782,671,1453,46,47,90,863,753,1622,26,24,46,869,806,1682,58,44,101,951,877,1828,30,34,60,743,803,1544,40,55,101,817,889,1703,20,26,45,783,918,1699,66,79,146,862,1027,1894,16,19,35,846,877,1733,59,39,99,923,941,1862,21,30,56,1010,1061,2071,61,66,130,1093,1154,2254,20,25,44,1082,1171,2249,83,51,136,1183,1248,2430,20,23,50,1290,1304,2595,85,74,155,1398,1404,2798,21,26,49,1340,1399,2738,69,87,157,1430,1513,2939,27,41,72,4265,4571,8835,281,308,586,4574,4918,9497,481,492,976,16621,16996,33610,1102,1108,2209,18201,18592,36792
21703,19,25,46,896,807,1704,62,58,119,976,891,1866,32,35,62,996,947,1948,72,88,157,1103,1064,2167,28,21,45,1131,1015,2148,90,80,169,1250,1115,2363,24,30,53,1044,902,1944,81,65,147,1150,993,2142,19,16,34,883,746,1628,59,43,102,960,807,1766,23,12,37,961,925,1889,77,63,135,1062,998,2062,15,10,27,970,957,1918,77,60,135,1055,1021,2080,16,11,26,919,993,1907,63,73,138,997,1069,2065,11,12,26,923,908,1830,68,63,129,1002,986,1987,9,11,25,1045,1055,2095,69,64,135,1124,1131,2258,12,16,27,1163,1248,2415,97,76,174,1273,1341,2613,21,11,34,1286,1312,2602,95,89,187,1402,1413,2816,17,13,32,1367,1391,2755,83,73,155,1465,1475,2942,15,28,40,4186,4539,8726,299,306,606,4500,4870,9368,254,253,505,17775,17730,35505,1290,1193,2486,19320,19176,38497
21704,63,44,104,1267,1249,2518,96,67,165,1421,1360,2788,82,56,141,1482,1379,2859,96,87,189,1655,1529,3182,73,55,131,1651,1542,3191,105,90,197,1828,1687,3516,39,48,87,1443,1439,2885,103,86,185,1589,1569,3156,30,32,63,1175,1188,2369,76,60,132,1280,1278,2560,33,42,75,1405,1418,2824,81,81,164,1522,1542,3065,36,46,81,1428,1510,2936,74,78,161,1541,1635,3178,25,20,51,1337,1452,2789,85,95,180,1449,1567,3017,20,22,43,1366,1501,2867,102,78,177,1492,1602,3089,23,25,49,1472,1542,3011,93,95,185,1590,1660,3247,20,25,50,1536,1741,3273,82,72,146,1636,1833,3465,21,23,42,1572,1816,3383,80,75,162,1671,1915,3588,17,23,37,1602,1814,3417,72,84,161,1693,1916,3609,31,32,55,4935,5730,10663,283,308,594,5246,6067,11316,514,489,1007,23669,25311,48980,1434,1355,2788,25622,27155,52777
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,3,0,3,7,0,7,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,3,3,3,5,5,6,9,0,0,0,4,0,4,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,10,0,13,24,3,27,36,6,38
29999,19,25,42,178,153,331,26,15,43,222,189,414,6,14,25,174,144,319,26,22,54,208,181,393,7,14,24,125,139,261,24,20,47,161,175,334,18,14,28,194,188,378,23,31,52,234,229,459,27,20,49,282,278,555,35,28,65,345,321,671,23,22,40,379,381,756,74,52,126,474,450,928,18,21,43,358,351,713,81,51,134,463,425,892,23,22,45,382,328,706,118,59,174,515,416,929,23,20,41,339,253,597,119,45,166,488,321,806,22,20,36,354,183,538,114,40,151,483,238,723,23,5,33,275,183,453,129,47,184,427,242,668,12,9,24,243,179,419,87,26,115,353,212,563,9,4,13,212,189,397,76,31,103,288,217,511,11,9,18,387,238,626,102,54,154,496,300,797,246,214,462,3882,3169,7052,1042,537,1580,5170,3915,9089
