SA3_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
20101,0,0,0,0,0,3,5,13,0,0,0,0,0,0,0,18,0,0,0,0,0,0,42,25,0,3,0,0,3,0,0,93,0,0,21,19,13,21,34,11,5,6,6,6,0,0,0,145,0,0,9,3,7,25,256,153,32,36,48,75,17,0,13,675,0,45,54,9,0,9,0,0,0,0,0,0,0,0,6,128,8,9,7,0,0,6,17,3,3,0,4,0,0,0,0,55,3,0,0,0,8,9,14,12,0,0,5,6,0,0,3,70,53,107,28,33,29,15,32,17,5,0,0,0,4,0,12,330,0,26,26,3,0,0,0,0,0,0,0,0,0,0,6,66,0,0,0,13,7,10,13,7,3,6,0,3,6,0,0,69,5,6,18,17,17,32,544,400,127,118,177,238,99,19,50,1849,0,3,0,3,8,12,22,28,3,3,0,4,3,0,0,90,0,0,0,0,9,0,23,19
20102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,12,11,5,14,3,0,0,0,3,0,0,0,64,0,0,4,0,4,4,12,11,5,0,0,3,3,0,5,42,0,4,20,14,4,4,0,0,0,0,0,0,0,0,0,51,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,8,6,0,4,0,0,0,0,0,0,0,10,27,53,22,11,27,11,11,4,0,0,6,0,0,0,7,172,0,6,11,4,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,6,8,9,0,0,0,0,0,0,0,23,4,0,10,12,6,3,16,17,0,0,5,5,0,0,6,78,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,0,0,0
20103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,4,3,3,0,0,0,0,0,0,0,25,0,0,0,0,0,6,3,14,0,0,0,0,0,0,0,32,0,3,16,5,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,6,0,0,0,0,0,0,0,4,17,18,33,20,13,15,3,3,0,0,0,0,0,0,0,4,99,0,5,10,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,4,0,12,4,0,0,5,4,0,0,8,53,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
20201,0,0,0,0,0,0,9,43,6,11,9,0,0,0,0,86,0,0,0,0,0,3,23,24,0,6,4,0,5,0,0,64,0,4,8,18,8,4,24,14,7,0,0,3,3,4,0,96,0,0,0,0,5,20,131,84,13,13,25,28,4,3,9,348,0,3,27,9,0,4,0,0,0,0,0,0,0,0,0,48,0,0,4,0,4,5,14,21,0,0,4,9,6,0,3,80,0,0,0,5,3,11,25,4,0,0,0,0,0,0,3,47,33,56,18,18,17,8,14,4,0,3,0,0,0,0,9,188,3,13,20,9,5,0,0,3,0,0,0,0,0,0,3,53,0,4,8,3,4,4,11,8,9,3,0,3,0,0,3,59,0,0,12,16,0,25,374,283,107,77,111,115,52,12,17,1202,0,0,0,3,8,7,21,18,7,0,5,3,4,0,0,81,0,0,0,0,0,0,18,25
20202,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,7,3,15,12,12,37,13,4,0,0,0,0,0,3,108,0,0,4,0,9,5,34,5,4,0,3,0,0,0,12,78,0,6,21,14,0,10,0,0,0,0,0,0,0,0,0,50,6,4,3,7,0,3,3,0,0,0,0,0,0,0,5,15,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,16,36,70,38,22,25,24,16,15,0,0,0,0,0,0,9,252,0,12,17,4,0,0,0,0,0,0,0,0,0,0,4,52,0,0,3,0,0,5,3,0,0,0,0,5,0,0,3,20,5,5,11,10,11,6,37,24,3,9,8,6,4,0,12,152,4,4,6,0,0,7,10,0,0,0,0,4,3,0,0,39,0,0,0,0,0,0,0,4
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,6,3,0,0,0,0,0,0,0,0,0,0,36,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,8,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0
20301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,5,0,0,0,0,0,0,0,13,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,10,0,9,13,3,0,6,5,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,14,24,9,9,11,7,8,0,0,0,0,0,0,0,7,89,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,5,5,13,11,0,0,0,0,0,0,9,39,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0
20302,0,0,0,0,5,8,52,365,59,31,9,59,17,10,3,613,0,0,0,0,0,6,55,50,4,18,12,15,4,0,0,163,0,9,21,22,23,37,82,61,14,9,7,18,6,3,10,315,4,11,74,14,35,103,463,331,93,111,118,139,26,13,30,1557,6,186,539,163,59,160,49,15,0,0,0,3,0,0,44,1234,7,9,12,3,3,12,32,20,7,3,12,13,11,11,4,177,0,0,0,9,23,17,35,35,6,0,0,5,3,3,4,143,210,374,104,38,61,29,71,33,9,9,3,5,0,0,46,1010,7,65,167,49,14,14,9,8,3,5,0,0,0,0,23,351,0,3,4,5,24,24,54,39,8,12,19,15,20,0,6,224,11,5,32,23,35,54,1072,998,340,420,564,759,311,22,81,4740,0,11,6,5,18,45,68,45,9,13,17,15,12,4,9,263,0,0,0,0,28,33,56,236
20303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,32,21,32,54,36,10,9,8,15,4,0,0,249,3,0,3,4,11,10,63,48,4,3,4,12,7,0,0,182,0,22,61,11,6,7,0,0,0,0,0,0,0,0,4,124,6,22,19,8,0,0,4,3,0,0,0,0,0,0,0,64,0,0,5,7,11,10,3,9,0,0,0,4,0,0,0,46,91,138,51,25,25,27,45,32,10,7,8,8,4,0,12,485,4,52,102,34,0,0,4,0,0,0,0,0,0,0,6,200,0,0,5,5,7,6,8,8,6,3,3,4,4,0,5,59,3,4,19,27,10,9,98,86,22,23,37,45,12,6,17,417,0,3,6,4,5,10,12,8,0,3,5,0,6,0,6,81,0,0,3,3,5,0,5,21
20401,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,11,7,17,9,14,13,0,3,7,0,0,0,3,87,0,0,4,0,3,4,50,24,6,9,27,106,9,0,10,247,0,8,22,4,5,0,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,5,3,12,0,0,0,0,0,0,0,0,20,62,102,52,21,31,13,14,5,0,9,0,0,5,0,9,328,0,19,31,7,5,7,0,0,0,0,0,0,0,0,3,74,0,0,0,5,0,5,6,8,3,3,5,10,4,0,0,37,3,4,10,14,0,11,92,73,13,12,9,25,7,0,11,293,0,5,0,0,0,3,4,3,4,0,5,0,0,0,0,35,0,0,0,0,0,0,3,6
