SA3_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
20402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,12,0,0,4,9,3,10,5,8,0,0,6,0,0,0,0,49,0,0,0,0,0,3,30,11,9,4,3,9,0,0,3,67,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,3,0,0,5,6,4,4,0,0,0,0,0,0,0,25,38,84,26,17,12,6,16,3,0,0,0,0,0,0,6,215,0,7,12,4,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,14,6,3,3,0,5,0,64,41,23,39,38,40,8,4,0,274,4,8,0,0,0,0,3,0,0,6,0,0,6,0,0,19,0,0,0,0,0,0,0,7
20403,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,23,0,0,12,14,21,14,25,20,4,0,0,8,0,0,0,120,0,0,0,0,6,9,36,24,8,11,3,11,3,0,12,124,5,30,75,13,6,9,0,0,0,0,0,0,0,0,5,137,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,22,5,0,0,4,13,6,9,5,0,0,0,0,0,0,0,46,82,214,67,33,29,17,25,15,5,0,0,6,0,4,16,512,0,3,9,6,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,4,5,8,5,5,0,0,0,4,0,0,0,37,6,0,8,8,6,5,195,128,27,28,35,30,11,0,12,484,0,3,0,7,4,6,16,8,4,8,0,0,0,0,0,49,0,0,0,0,0,0,6,7
20501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,13,10,13,9,6,0,4,0,0,3,0,69,0,0,3,0,4,11,27,29,17,14,3,12,0,0,9,140,0,10,15,11,0,4,0,0,0,0,0,0,0,0,0,40,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,3,5,5,12,0,0,0,0,4,0,0,0,34,46,87,41,15,27,12,17,11,0,0,0,0,0,0,14,269,0,6,18,7,0,0,0,0,0,0,0,0,0,0,3,32,0,0,4,3,6,6,7,5,0,0,0,6,3,5,0,29,5,3,8,10,10,16,129,71,9,16,23,24,3,0,0,332,0,0,4,0,0,5,15,7,0,6,4,12,10,0,0,56,0,0,0,0,0,5,0,3
20502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,17,7,12,11,10,0,0,0,6,0,0,0,75,0,0,0,0,7,7,28,23,8,3,3,3,0,0,8,93,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,6,0,0,0,5,4,0,0,0,0,0,3,0,31,0,0,0,7,5,0,6,0,0,0,0,0,0,0,0,31,42,95,63,21,25,7,13,6,0,0,0,3,0,0,6,282,0,10,12,8,0,0,0,0,0,0,0,0,0,0,6,39,0,3,0,0,6,0,0,4,0,0,0,0,0,0,4,15,10,0,5,3,5,10,55,43,16,8,15,13,9,0,4,197,5,0,0,0,5,3,10,5,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,7
20503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,9,11,19,8,19,11,3,3,7,4,5,0,3,98,3,0,5,4,10,10,35,27,3,3,4,10,8,0,4,137,0,7,23,12,3,0,0,0,0,0,0,0,0,0,4,54,0,10,11,0,0,8,0,0,0,0,0,0,0,0,0,34,0,0,0,7,4,5,3,6,0,0,0,0,0,0,0,30,41,115,71,27,46,25,22,18,0,5,0,3,5,0,13,397,0,21,60,16,5,0,0,0,0,0,0,0,0,0,7,109,0,0,3,3,7,7,9,0,0,0,0,0,0,0,0,32,8,0,20,13,22,11,84,86,9,14,20,21,13,0,7,332,0,10,3,0,4,5,3,5,0,6,8,4,4,0,3,59,0,0,0,0,0,0,0,3
20504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,9,0,4,3,6,0,0,0,41,0,6,8,8,14,13,20,11,3,0,0,0,0,0,0,81,3,3,7,0,15,23,81,40,14,9,14,18,6,0,0,220,4,6,39,23,7,9,0,3,0,0,0,0,0,0,9,89,0,3,5,0,0,0,6,0,5,0,0,0,0,0,3,25,0,0,0,4,6,9,3,7,0,0,0,8,10,0,0,51,107,185,45,12,30,3,18,10,0,0,0,0,0,0,21,444,4,17,32,12,3,0,0,0,0,0,0,0,0,0,13,87,0,0,0,0,4,3,8,6,0,0,0,0,8,0,3,29,0,4,8,4,11,18,153,104,26,34,55,70,41,3,8,549,0,4,0,8,13,11,4,8,3,0,0,7,0,0,0,61,0,0,0,0,0,0,4,4
20505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,0,0,11,11,3,3,8,6,0,0,0,3,0,0,0,51,0,0,0,0,0,3,22,14,9,0,0,4,4,0,17,79,3,0,18,14,3,0,0,0,0,0,0,0,0,0,3,50,0,7,3,0,3,0,0,0,0,4,0,0,0,0,4,25,0,0,4,0,5,0,8,4,0,0,0,0,0,0,0,33,42,69,18,18,14,6,14,0,0,3,0,0,0,0,4,182,4,7,9,6,0,0,3,0,0,0,0,0,0,0,3,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,16,0,0,0,7,3,6,75,50,0,16,23,25,4,0,14,228,0,0,0,0,0,4,5,4,0,3,0,4,4,0,0,25,0,0,0,0,0,0,0,0
20601,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,13,0,0,0,0,4,18,33,24,15,12,9,7,4,5,0,129,0,0,9,22,21,39,65,68,12,19,15,18,13,4,3,314,0,0,5,17,139,178,289,178,48,65,58,52,6,3,9,1046,3,15,75,25,12,15,5,3,0,0,0,3,0,0,3,157,3,23,29,25,20,32,9,23,14,0,4,0,5,0,4,194,0,0,0,11,20,19,15,4,5,0,5,0,0,0,0,79,23,35,9,6,24,46,99,57,12,17,21,27,6,0,0,398,3,335,1243,264,72,23,9,42,9,5,9,6,0,0,57,2070,0,0,3,17,46,44,40,32,5,6,6,7,5,0,3,224,0,0,25,24,55,82,233,153,53,92,130,129,29,15,14,1037,0,5,0,4,15,59,74,38,21,26,20,43,41,0,4,345,0,0,0,5,25,18,35,63
20602,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,3,3,0,0,0,0,0,21,0,0,8,19,27,23,49,38,6,6,16,4,0,3,7,204,0,0,0,3,81,107,121,61,22,12,7,19,7,0,11,463,0,8,38,12,9,8,9,0,0,0,0,0,0,0,0,88,0,8,25,5,11,6,8,3,0,0,0,0,0,0,5,69,0,0,0,5,12,5,10,0,0,0,0,0,0,0,0,35,14,17,14,22,18,30,43,27,14,0,14,4,8,0,0,231,10,275,1126,242,47,14,7,36,3,0,0,5,0,0,157,1926,0,0,6,6,31,25,19,19,0,0,5,3,0,0,0,110,3,0,16,31,28,35,117,74,17,33,43,45,14,5,6,468,0,0,0,3,5,14,22,8,4,0,3,3,0,0,3,65,0,0,0,3,10,9,23,38
20603,0,0,0,0,5,8,4,5,0,0,0,0,5,0,0,19,0,0,0,0,0,3,11,19,5,4,8,4,0,0,0,58,0,0,5,23,9,24,33,42,7,5,10,9,4,4,0,176,0,9,6,18,144,161,276,196,49,34,31,29,14,3,41,1012,4,8,77,29,3,18,5,6,0,0,0,0,0,0,0,153,4,39,30,16,19,11,16,21,8,5,3,3,0,0,5,182,3,0,0,9,14,6,3,0,0,0,0,3,0,0,3,56,39,32,18,12,27,10,35,17,3,4,6,0,4,0,3,219,3,130,315,49,17,8,4,13,0,3,0,0,0,0,11,566,0,7,7,29,65,56,47,25,14,0,8,3,7,3,3,273,3,3,74,64,67,91,292,273,140,158,243,224,56,21,17,1721,0,4,4,10,13,33,39,28,7,5,3,15,5,0,5,168,0,0,0,3,10,9,37,83
20604,0,0,0,0,6,17,34,26,0,0,3,0,0,29,4,123,0,0,0,0,0,22,45,57,18,37,38,42,16,6,6,288,0,0,6,17,20,45,77,76,15,37,52,68,45,12,5,477,5,7,26,46,362,733,2836,3931,1641,1938,1920,2173,809,106,244,16780,0,11,38,8,13,37,10,8,3,0,0,5,0,0,5,135,4,20,30,17,20,36,28,27,8,21,13,9,9,7,3,241,0,0,3,16,30,28,29,34,5,9,4,22,8,4,0,190,36,50,32,15,36,61,86,90,25,18,34,35,24,15,9,570,3,54,70,17,16,9,14,37,10,7,4,6,3,4,3,263,0,11,23,44,227,260,356,353,138,131,127,161,107,45,29,1998,0,3,36,39,82,188,904,1382,782,1111,1715,2389,1056,231,110,10036,0,0,5,18,41,249,545,563,252,375,442,521,218,19,32,3284,0,0,3,0,23,32,140,254
20605,0,0,0,0,0,5,7,6,0,0,0,0,0,0,0,28,0,0,0,0,0,0,13,14,5,4,0,5,3,0,0,42,0,6,15,31,39,53,81,95,38,25,26,32,13,7,3,462,0,5,5,15,111,196,468,390,105,95,80,111,36,9,32,1661,0,10,60,20,12,27,16,5,0,0,4,0,0,0,0,157,7,18,49,25,19,8,9,16,0,9,3,4,0,0,6,180,0,4,6,9,30,30,24,12,0,0,0,0,0,0,0,116,39,60,44,31,63,61,122,95,26,22,36,68,20,5,12,702,10,181,635,117,11,4,10,26,15,5,0,8,3,0,41,1071,0,0,13,33,59,64,61,46,15,13,12,17,8,13,14,352,8,3,42,59,80,109,447,360,131,219,266,295,55,27,43,2131,0,0,9,6,27,75,108,56,20,31,11,23,13,0,6,391,0,0,0,5,33,24,71,125
20606,0,0,0,0,3,9,0,8,0,0,0,0,0,5,0,21,0,0,0,0,5,3,5,8,3,0,0,0,0,0,0,29,0,0,7,16,24,24,52,53,15,16,23,30,15,5,0,285,7,12,16,16,178,250,499,522,146,167,124,170,85,14,31,2234,0,4,19,8,11,22,7,4,0,0,0,0,0,0,3,77,4,17,15,11,10,5,11,7,7,8,3,3,0,0,0,103,0,0,4,4,21,9,9,11,0,0,0,3,4,0,5,68,62,55,22,13,18,15,51,28,13,17,15,20,7,7,6,328,8,156,487,101,22,8,9,25,6,7,0,5,4,0,30,865,4,0,21,25,75,83,37,50,13,19,19,22,14,9,7,398,10,8,30,40,46,93,211,189,75,117,123,147,51,14,12,1154,0,4,5,16,20,54,71,53,14,29,17,26,13,0,0,327,0,0,0,8,25,22,39,67
