SA3_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
20402,0,0,0,0,0,4,0,0,0,6,0,4,0,17,11,4,5,0,0,41,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,7,7,45,65,121,147,113,37,543,0,0,0,7,3,3,0,0,0,10,0,0,0,12,0,0,0,3,0,16,0,0,0,12,5,16,46,26,9,113,0,0,0,0,0,0,9,0,0,11,0,0,0,6,0,0,3,0,0,8,8,5,18,81,9,10,5,0,0,130,0,0,4,10,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,7,0,25,0,0,0,3,3,16,44,53,37,154,0,0,0,13,3,0,3,0,0,16,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,19,7,7,0,0,0,49
20403,0,0,0,9,3,6,0,3,0,12,0,0,3,42,8,10,7,0,0,79,0,0,0,0,0,18,16,22,15,71,0,4,3,5,0,0,0,3,0,15,0,27,32,119,131,201,194,159,52,916,0,0,0,7,3,10,0,4,0,21,0,0,3,15,0,9,8,0,0,26,4,3,0,21,16,34,104,60,25,270,0,0,0,0,3,0,0,3,0,6,0,0,0,14,0,3,3,0,0,23,0,19,19,153,13,7,9,10,0,225,0,0,3,18,9,5,0,0,0,41,0,0,0,4,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,10,0,4,0,10,0,14,8,0,0,40,0,0,0,0,9,15,45,57,32,166,0,3,0,12,7,0,0,0,0,24,0,0,0,10,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,5,4,5,3,21,11,7,9,3,0,63
20501,0,0,0,3,5,0,0,0,0,10,0,3,4,46,19,17,3,3,0,90,0,0,0,0,4,5,9,10,0,20,0,0,0,0,0,0,10,0,0,9,0,22,36,94,120,260,271,184,58,1042,0,0,0,6,4,5,3,0,0,18,0,0,0,7,3,0,0,0,0,10,0,0,0,20,14,18,48,28,14,135,0,0,0,0,0,0,3,7,0,13,0,3,0,8,4,0,0,0,0,18,0,11,10,94,15,8,6,5,0,152,0,0,0,15,6,0,0,0,0,28,0,0,0,0,3,0,0,0,0,8,0,5,0,4,0,0,0,0,0,10,0,0,3,11,4,3,10,0,4,38,0,0,0,3,0,3,20,29,15,70,0,0,3,8,4,5,0,0,0,22,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,8,6,13,9,0,0,30
20502,0,0,0,0,0,0,0,0,0,5,0,0,3,28,12,10,7,0,0,60,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,9,0,0,13,0,4,14,43,73,223,309,224,80,972,0,0,0,3,6,0,9,0,0,16,0,0,0,6,0,3,0,4,0,17,0,0,0,19,3,12,49,39,13,137,0,0,0,0,0,4,8,0,0,13,0,0,0,0,0,5,0,0,0,8,0,11,12,55,3,4,7,0,0,90,0,0,0,9,3,3,4,0,0,18,0,0,0,6,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,3,4,0,4,11,5,6,38,0,0,0,0,0,8,24,31,11,78,0,0,0,0,0,0,0,0,0,8,0,0,3,15,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8,20,4,8,0,0,0,48
20503,0,0,0,5,8,10,6,4,0,34,0,4,0,31,21,18,8,4,0,87,0,0,0,0,3,5,6,5,0,20,0,0,0,0,0,0,5,4,0,13,0,15,21,122,154,418,501,345,125,1698,0,0,0,4,3,0,0,0,0,15,0,0,0,12,0,3,5,0,5,33,0,3,4,29,8,38,57,48,20,218,0,0,0,0,3,7,13,22,0,50,0,0,0,3,3,3,3,0,0,17,0,3,16,82,14,18,18,3,0,156,0,3,0,15,7,0,7,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,18,10,16,20,21,5,85,0,0,0,8,8,17,59,57,34,182,0,0,0,12,13,5,3,0,0,40,0,0,0,10,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,0,0,14,8,13,8,0,0,43
20504,0,0,0,4,3,4,5,0,0,18,0,7,8,60,33,20,3,7,0,142,0,0,0,5,6,8,14,7,7,51,0,0,4,3,0,0,6,0,0,11,5,20,6,65,89,232,309,259,110,1087,0,0,0,12,0,3,3,0,0,19,0,0,0,0,5,10,4,3,0,24,0,3,0,14,17,22,102,54,27,226,0,0,0,3,3,0,12,12,6,43,0,3,0,5,0,3,0,0,0,13,3,9,62,148,14,14,8,6,3,269,0,0,0,20,4,0,10,3,0,40,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,6,8,4,10,11,11,8,53,0,0,0,4,7,37,71,84,63,277,3,0,0,8,3,4,0,0,0,16,0,0,0,4,3,0,0,0,0,14,0,0,0,0,7,0,0,0,0,13,0,15,14,22,16,18,4,0,0,85
20505,0,0,0,0,0,4,0,0,0,8,0,0,0,19,5,8,3,0,0,38,0,0,0,0,6,0,0,9,5,21,0,0,0,4,0,0,0,0,0,7,0,0,17,56,68,184,183,132,50,694,0,0,0,3,3,3,4,0,0,19,0,0,0,0,5,0,0,0,0,8,0,0,0,10,10,7,39,21,9,96,0,0,0,0,0,5,4,5,0,7,0,0,0,0,0,0,0,0,0,8,3,3,16,67,9,5,10,0,0,102,0,3,0,8,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,6,4,7,0,27,0,0,0,0,0,0,12,14,7,41,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,16,11,7,11,0,0,52
20601,0,0,0,56,13,10,4,0,0,85,0,9,70,282,76,98,60,30,3,624,0,0,0,13,5,12,15,23,12,79,0,0,3,21,8,15,29,6,15,97,6,29,105,603,189,146,83,35,14,1211,0,0,0,24,5,8,4,3,3,51,0,0,11,121,14,13,3,0,0,152,0,3,16,123,33,16,18,10,4,220,0,0,4,28,38,104,275,498,186,1136,0,3,12,93,16,12,8,0,0,134,0,22,34,305,34,31,15,10,5,453,3,15,24,127,20,5,8,8,0,202,0,0,5,66,12,9,3,0,0,93,0,0,0,22,6,4,13,0,0,44,0,4,10,107,24,8,0,3,7,167,0,3,8,116,44,159,372,581,442,1731,0,4,13,120,36,12,6,0,0,193,0,6,8,80,14,3,0,0,0,108,0,0,11,68,117,157,156,57,14,578,0,8,44,233,51,39,34,9,0,414
20602,0,0,0,12,3,7,0,4,0,33,0,9,20,93,37,51,32,18,13,272,0,0,0,4,6,5,16,8,6,46,0,0,0,0,3,9,9,6,6,34,9,58,36,352,140,100,66,36,18,820,0,0,0,3,4,3,6,0,0,13,0,4,3,48,5,4,4,3,0,70,0,0,10,52,24,12,24,12,0,137,0,0,10,20,36,103,263,426,209,1073,0,6,0,35,5,3,0,0,0,60,0,3,11,113,18,17,8,7,4,188,0,0,3,19,7,0,3,0,0,40,0,0,0,24,0,3,0,0,0,32,0,0,0,0,0,0,4,0,0,9,0,5,0,71,12,11,3,4,0,112,3,0,7,40,11,64,125,252,188,683,0,0,4,60,27,6,0,0,0,102,0,0,3,33,10,5,0,0,0,47,0,0,0,18,16,24,38,21,9,133,0,5,7,85,21,25,23,4,0,171
20603,0,0,0,29,10,7,9,7,0,60,0,16,47,260,107,81,57,38,25,630,0,0,0,13,6,19,19,15,4,77,0,3,4,29,8,14,12,20,12,102,0,27,44,206,113,123,82,47,29,670,0,0,0,10,8,4,8,0,0,34,0,0,0,28,5,3,4,5,0,44,0,0,3,33,13,16,26,20,7,118,0,0,0,14,15,39,64,119,41,292,0,0,8,67,22,14,17,0,0,142,13,54,48,484,54,48,40,25,10,774,0,0,10,53,20,4,11,4,0,95,0,3,8,68,8,6,3,0,0,90,0,0,4,15,12,9,3,0,0,40,0,0,0,46,22,18,11,11,8,117,0,4,9,53,25,105,236,281,198,910,0,4,8,60,33,6,7,0,0,119,0,3,3,68,20,3,3,0,0,99,0,0,3,9,23,15,9,12,4,71,0,5,24,178,34,26,41,9,0,307
20604,0,0,10,156,15,13,5,8,0,208,16,93,3366,4851,602,482,211,104,67,9787,0,0,0,26,5,16,12,10,3,77,3,0,18,37,3,13,21,9,3,109,12,32,212,567,180,191,165,78,23,1468,0,0,12,58,10,9,11,3,0,107,0,7,29,165,19,12,7,8,5,249,0,0,29,128,20,22,31,28,5,265,0,0,10,31,17,17,32,16,20,137,5,23,273,562,86,75,54,10,0,1080,100,180,759,3120,89,84,45,17,4,4398,4,15,867,790,57,34,35,9,3,1819,8,6,26,336,28,11,11,3,0,423,0,0,3,30,4,6,0,0,0,50,0,0,19,186,19,20,10,6,0,263,0,3,30,199,16,32,57,47,73,464,0,12,100,486,90,26,7,4,3,735,7,10,185,1020,87,30,5,0,0,1346,0,0,3,13,15,4,7,4,0,43,3,25,824,1779,160,146,112,37,8,3089
20605,3,0,0,102,12,9,5,5,0,136,3,24,107,558,125,105,60,27,16,1021,0,0,0,21,11,18,11,13,0,72,0,3,3,18,6,13,17,17,7,93,16,79,109,1017,344,332,218,111,34,2258,0,0,6,33,10,15,8,3,0,64,0,13,16,213,43,14,15,5,0,322,0,5,17,184,50,33,51,27,5,389,3,0,14,23,26,66,129,239,95,585,0,12,19,102,23,22,17,3,0,196,6,51,81,599,63,45,33,17,3,902,0,3,24,117,42,13,15,5,3,224,0,0,6,128,14,8,5,3,0,167,0,0,3,7,0,3,0,0,0,19,3,0,30,578,43,36,19,8,6,721,0,5,16,141,27,44,54,66,27,379,0,7,4,135,36,17,9,0,0,210,0,0,14,146,26,6,0,0,0,205,0,0,0,10,11,12,5,0,0,35,0,3,43,272,57,61,44,13,3,501
20606,0,3,0,45,6,4,6,6,0,79,3,75,245,642,217,143,65,45,20,1450,0,0,0,18,0,13,12,4,0,49,0,0,0,13,4,7,9,7,9,56,8,39,92,576,106,134,111,76,25,1173,0,0,6,26,3,6,0,3,0,43,4,5,13,108,6,10,12,0,3,168,0,0,12,67,12,9,47,24,12,180,0,0,4,24,19,43,86,225,100,504,0,13,25,89,20,38,21,4,0,214,0,18,47,335,34,28,35,14,4,523,0,3,40,90,30,8,16,0,0,186,0,3,4,80,16,6,7,4,0,119,0,0,0,11,3,0,0,0,0,15,0,0,10,254,7,8,11,11,4,298,0,0,12,62,12,21,32,27,15,177,5,3,11,83,32,14,9,5,0,162,0,3,7,80,13,0,5,0,0,110,0,0,0,0,9,4,5,0,0,14,0,6,46,212,64,52,53,15,4,439
