SA3_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
20101,0,6,0,0,0,3,0,0,0,15,0,19,29,197,54,40,37,5,0,384,0,0,0,0,7,9,19,17,8,64,0,0,4,4,0,4,4,3,0,16,5,63,48,161,152,236,310,203,95,1267,0,4,4,14,8,8,3,4,0,38,0,4,4,12,7,6,5,3,0,30,0,0,9,25,17,23,58,33,17,185,0,0,0,0,0,0,13,11,3,33,0,3,5,7,3,3,0,0,0,35,3,52,140,526,48,30,19,11,0,835,0,3,8,22,10,0,7,0,3,53,0,0,7,16,3,0,5,0,0,37,0,0,4,11,8,0,0,0,0,21,0,4,6,21,20,9,18,9,10,89,0,0,0,5,4,14,21,6,20,74,0,0,3,27,17,4,3,0,7,66,0,0,3,22,5,5,0,0,0,40,0,0,0,0,0,3,0,0,0,4,0,10,12,50,23,30,9,0,0,138
20102,0,0,0,0,5,0,0,0,0,6,0,0,0,14,7,3,0,0,0,22,0,0,0,0,3,4,4,3,0,20,0,0,0,0,0,0,3,0,0,4,0,11,12,60,85,170,166,87,28,616,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,6,0,0,15,0,0,0,11,5,13,35,14,7,94,0,0,0,0,0,4,5,0,0,10,0,0,0,4,0,0,0,0,0,10,0,4,4,14,3,5,3,4,0,40,0,0,0,4,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,9,12,4,0,34,0,0,0,9,3,0,9,7,0,23,0,0,0,17,0,4,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,7,3,0,0,28
20103,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,0,0,0,18,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,5,6,19,44,118,152,97,26,472,0,0,0,3,4,0,5,0,0,13,0,0,0,0,0,8,0,0,0,5,0,0,0,0,4,11,11,10,10,43,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,4,0,0,15,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,3,0,17,0,0,0,0,0,4,12,0,0,19,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,10,0,4,0,0,13
20201,0,0,0,4,0,0,0,0,0,7,0,6,22,110,35,29,11,3,0,210,0,0,0,5,3,11,0,8,0,29,0,5,3,20,0,3,0,0,0,34,0,30,30,85,110,192,184,149,67,840,0,0,4,10,3,5,0,0,0,33,0,0,0,19,5,0,4,0,0,24,0,0,3,6,14,11,25,21,7,100,0,0,0,6,3,3,4,0,7,27,0,3,3,7,4,4,5,0,0,25,6,36,55,369,31,19,19,4,0,548,0,0,7,24,18,12,0,0,0,57,0,7,10,10,3,3,0,0,0,24,0,0,0,6,0,0,0,0,0,12,0,5,0,15,7,3,8,3,6,47,0,0,0,5,3,12,20,7,5,60,0,0,0,13,3,6,0,0,0,20,5,0,0,26,3,6,0,0,0,42,0,0,0,0,0,4,0,0,0,3,0,6,12,63,21,17,13,5,4,139
20202,0,0,0,0,4,0,0,0,0,4,0,0,3,15,11,6,3,0,0,43,0,0,0,5,0,4,8,3,5,21,0,0,0,0,0,0,4,0,0,7,4,33,25,130,142,231,256,152,45,1027,0,0,0,0,7,0,0,0,0,7,0,3,0,14,8,0,9,0,0,29,0,0,0,16,11,25,44,22,6,128,0,0,0,0,0,3,13,5,0,27,0,0,0,0,0,0,3,0,0,10,0,0,6,29,9,7,9,4,0,61,0,0,0,3,8,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,8,11,9,0,45,0,0,0,0,8,9,25,6,6,46,0,0,3,12,8,3,9,5,0,32,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,14,0,0,0,49
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,42,42,23,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,5,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,8
20301,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,11,13,56,57,112,92,49,15,394,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,6,6,7,11,9,0,45,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,8,0,4,0,9,0,6,0,0,0,19,0,6,0,8,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,19,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
20302,0,0,0,11,11,3,4,0,0,28,5,49,77,397,130,93,60,31,3,847,0,0,8,52,60,111,174,177,70,643,5,13,11,31,0,6,8,8,0,75,7,97,138,402,346,653,679,505,227,3059,0,0,8,38,11,12,8,0,0,75,4,3,8,28,7,9,3,0,3,74,0,9,8,62,27,41,201,117,82,551,0,4,0,11,6,25,46,62,33,181,0,16,11,55,9,20,11,0,0,128,17,95,225,1342,85,53,50,18,3,1885,3,6,16,80,39,6,16,4,0,168,0,21,37,119,25,19,4,4,0,229,0,16,11,52,20,14,9,4,0,118,0,21,10,75,30,35,35,16,14,242,0,0,6,28,23,77,187,200,136,666,0,15,7,45,28,9,0,0,0,103,0,7,11,67,6,5,3,0,0,102,0,3,3,9,3,21,6,3,0,51,0,18,33,138,49,53,23,10,3,331
20303,0,0,0,12,9,4,0,0,0,22,0,6,9,55,22,11,6,0,0,117,0,0,0,0,8,7,23,12,4,58,0,0,0,0,0,8,7,6,0,26,14,74,79,330,249,415,477,291,127,2049,0,0,0,11,6,6,0,0,0,31,0,7,4,30,10,0,3,5,0,61,0,4,0,64,20,35,89,34,29,283,0,0,0,0,4,11,25,34,9,84,0,6,0,11,7,3,4,0,0,29,7,8,11,99,17,18,17,7,3,173,0,7,0,28,6,4,7,0,3,54,0,0,0,7,4,3,0,0,0,20,0,0,0,0,0,4,0,0,0,9,0,9,3,47,31,16,19,16,4,145,0,0,3,13,12,19,67,27,22,162,0,4,0,24,10,4,3,3,0,47,0,0,5,15,8,0,0,0,0,26,0,0,0,8,0,0,0,0,0,8,0,6,0,25,16,20,9,0,0,65
20401,0,0,0,0,4,0,0,3,0,10,0,14,14,44,12,8,7,0,0,108,0,0,0,0,0,8,7,3,0,14,0,0,0,0,3,0,5,0,0,8,0,16,25,89,85,244,237,192,79,954,0,0,0,5,4,4,0,0,0,15,0,0,0,6,0,3,9,0,0,22,0,0,4,25,9,24,56,38,22,176,0,0,0,3,0,10,10,3,0,35,0,3,8,11,0,5,0,0,0,23,0,14,11,77,13,9,5,11,0,138,0,0,0,11,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,3,0,23,7,8,6,7,0,61,0,0,5,3,4,18,30,12,19,84,0,0,0,5,11,4,3,0,0,15,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,9,0,4,5,11,14,9,0,0,0,51
