SA3_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
20501,7,9,4,918,66,12,6,111,11,47,13,16,4,34,202,525,11,0,9,7,7,3,3,0,0,4,31,85,1244,347,94,2252,376,969,115,304,88,391,242,6425
20502,4,11,0,359,54,13,3,64,10,46,4,14,4,44,153,410,7,3,0,5,0,7,0,5,0,3,7,44,751,272,65,1370,171,494,102,258,51,401,179,4118
20503,4,13,3,737,89,33,7,125,11,40,11,27,10,50,214,627,5,0,7,5,3,3,3,0,6,4,24,77,1230,479,128,2229,319,809,135,379,120,511,261,6605
20504,13,11,5,1143,82,10,12,98,16,44,14,16,17,56,292,668,7,0,6,9,3,4,3,3,5,10,32,76,1393,311,76,2442,394,1047,133,437,136,715,355,7458
20505,5,4,0,614,51,16,5,63,10,31,11,7,3,26,230,450,8,0,3,6,3,0,0,3,0,6,14,43,918,191,57,1430,192,641,92,190,71,324,257,4357
20601,0,53,5,3245,54,3,8,56,9,34,7,10,7,35,153,388,0,0,3,4,3,9,0,0,0,7,27,64,2121,489,81,2746,478,1195,157,439,81,738,198,8719
20602,3,28,5,2830,45,12,4,48,3,19,5,10,0,32,97,281,7,0,0,3,3,0,0,0,0,8,5,27,1504,391,37,2072,319,686,79,248,37,389,116,5893
20603,18,42,3,3658,64,13,9,59,13,30,6,8,8,36,158,398,9,0,4,3,4,3,0,3,0,5,22,63,2162,346,74,2443,403,1145,92,353,79,522,197,7819
20604,14,33,3,2326,47,13,11,29,10,22,5,5,7,13,236,393,0,0,3,7,4,0,0,0,0,6,6,24,1683,348,83,1400,349,1372,87,370,108,541,266,6605
20605,20,36,0,3971,88,14,9,59,10,37,0,19,8,20,195,447,7,4,5,10,0,0,3,0,5,0,19,51,2200,375,67,2195,449,1310,111,327,72,424,226,7751
20606,16,54,11,2228,57,10,7,49,5,38,0,14,4,26,135,338,5,0,0,3,0,0,0,0,0,3,11,35,1042,169,43,1043,245,792,36,195,44,297,157,4058
20607,15,37,0,3220,46,13,3,31,10,27,4,11,3,32,147,335,8,0,3,3,3,0,0,0,4,3,17,46,1737,332,55,1881,410,857,87,325,70,433,183,6358
20701,50,232,3,11943,229,33,15,222,35,149,19,58,13,102,687,1556,25,3,9,24,5,21,0,6,3,5,43,152,6190,1090,153,6464,797,3491,221,1144,182,1585,758,22080
20702,24,125,4,3740,80,27,18,99,11,87,5,34,20,82,402,859,14,0,12,20,4,6,0,0,4,9,40,106,3025,809,131,3477,391,2331,187,898,187,1596,472,13497
20703,19,66,10,4548,123,28,6,102,15,47,5,35,13,60,326,757,8,0,6,4,0,4,0,0,0,4,24,58,3410,704,83,3935,465,1981,136,747,137,1110,382,13096
20801,30,141,13,7938,181,46,12,174,23,92,5,34,15,46,324,958,9,4,7,11,8,9,0,4,3,9,33,91,3877,632,103,4428,583,2251,139,571,115,719,384,13810
20802,31,82,19,8719,192,34,10,211,35,92,18,50,15,57,388,1114,22,6,10,23,3,12,6,3,11,15,41,162,5617,1041,159,6443,912,2972,253,866,184,1109,483,20043
20803,21,44,3,5158,161,28,17,154,17,67,14,24,4,39,311,838,15,3,10,19,9,7,4,0,5,0,42,108,4234,719,140,5621,858,2211,219,603,133,882,364,15983
20804,10,41,3,3055,63,3,0,78,5,31,0,12,3,13,117,337,3,0,5,7,3,4,0,0,0,5,5,36,1428,211,42,1643,227,890,40,206,33,259,132,5125
20901,24,85,3,5534,134,27,13,151,22,74,14,30,19,71,347,906,10,0,10,13,5,5,0,0,3,11,36,102,3907,811,139,5712,833,2368,232,751,168,1126,417,16457
20902,11,49,6,2206,48,18,9,61,16,35,6,24,20,74,215,533,8,3,3,9,0,0,0,0,4,19,33,84,2035,612,106,2914,491,1699,184,670,167,1194,284,10352
20903,21,44,4,3567,118,27,8,159,25,74,11,31,17,40,210,724,19,0,12,8,0,8,0,0,0,6,22,81,2525,535,101,3693,469,1458,153,434,106,519,248,10243
20904,25,92,3,4432,236,46,35,219,46,177,38,79,54,195,845,1959,30,4,19,30,16,25,5,5,16,30,179,360,7497,1704,310,9747,1609,6836,523,2287,619,3927,1138,36196
21001,16,49,5,2637,57,18,7,48,20,45,11,24,9,49,148,427,10,0,7,16,0,4,0,3,8,12,29,88,2102,361,74,2632,424,1229,123,392,102,796,196,8441
21002,9,12,5,1267,57,9,3,71,9,29,7,10,8,29,137,364,0,0,9,10,0,0,0,0,6,0,6,37,1112,215,49,1644,253,622,86,170,59,214,155,4574
21003,0,33,3,1913,40,15,8,42,7,43,3,33,14,60,194,458,5,0,6,9,0,3,0,3,10,13,50,107,1788,464,93,2510,516,1844,144,762,153,1070,276,9629
21004,8,13,0,1087,61,11,3,66,10,32,8,13,4,19,142,373,3,0,4,12,0,4,4,0,0,6,18,50,1379,228,49,2007,345,1009,110,243,77,382,169,6002
21005,18,162,9,2875,137,41,30,144,33,131,25,72,68,285,726,1690,14,5,16,19,12,18,11,5,23,70,215,400,4693,1205,234,5880,962,6024,353,2893,686,5829,1068,29835
21101,22,84,0,4602,178,44,25,211,30,117,18,55,20,114,440,1249,15,0,16,16,9,7,4,3,0,18,37,126,5369,1088,207,7049,895,3596,297,1125,251,1628,513,22019
21102,4,42,4,1750,46,7,0,56,7,32,5,21,0,22,93,297,0,0,3,6,0,0,0,0,0,0,15,29,1002,224,28,1306,127,625,44,240,34,274,114,4016
21103,12,40,9,3718,137,17,19,163,29,67,6,29,15,47,297,823,8,0,11,16,7,7,0,0,5,5,44,102,3424,728,143,5371,763,2408,191,629,149,917,368,15087
21104,3,34,3,2505,62,12,11,62,9,32,5,16,12,35,198,453,7,0,6,0,0,0,0,0,4,4,16,38,2193,433,64,2715,334,1354,104,472,94,648,220,8645
21105,20,59,9,3856,233,54,23,281,44,122,33,53,28,78,454,1399,20,4,21,26,7,16,0,0,4,9,62,174,4203,1040,239,7557,1138,3077,348,892,254,1176,549,20469
21201,6,35,3,2158,170,36,16,192,29,86,9,40,16,48,358,1004,21,0,11,21,3,9,0,5,0,14,68,152,3590,755,176,5246,860,2954,251,714,215,855,482,16091
21202,11,70,3,3263,167,37,22,184,22,107,18,63,32,110,479,1250,11,7,18,14,4,9,0,3,15,14,77,175,4390,858,170,5278,701,3697,236,1285,304,1935,595,19437
21203,19,77,3,3591,266,36,41,213,51,188,21,86,54,142,939,2027,14,9,27,30,11,15,3,3,17,15,149,293,8082,1681,316,9315,1510,7106,435,2212,545,2690,1203,35110
21204,11,123,3,2587,142,33,33,97,23,126,12,67,40,173,613,1361,19,5,13,7,6,8,0,7,3,30,126,222,4845,1186,186,4692,721,4865,254,1949,403,3829,859,23791
21205,30,151,11,6726,188,48,18,167,28,93,14,52,20,105,662,1407,13,0,12,23,9,7,0,4,4,14,77,168,6454,1270,189,6057,862,3889,240,1409,264,2171,802,23599
21301,17,129,3,2705,132,38,32,127,36,151,14,67,59,187,578,1427,8,0,4,12,5,4,0,3,10,30,123,209,3997,1045,211,4524,795,4578,284,2091,482,3939,800,22758
21302,19,39,5,3830,86,16,12,82,15,46,7,31,15,45,262,614,3,0,4,10,0,3,0,0,0,11,30,71,2886,473,108,3305,569,1756,140,571,158,913,308,11191
21303,12,33,6,2894,52,14,7,40,11,33,12,8,8,43,192,423,3,0,0,0,0,0,0,0,0,10,33,56,2265,497,98,2504,494,1369,117,503,124,817,247,9039
21304,29,72,3,4121,226,44,41,191,42,147,20,68,45,111,708,1640,36,0,15,29,12,13,4,9,16,20,163,320,6637,1214,295,7443,1315,5691,404,1837,511,2323,966,28629
21305,31,100,17,6824,230,37,67,200,52,196,24,84,82,154,1255,2383,32,5,32,22,9,15,4,7,11,31,220,378,11422,1876,417,10245,1829,9914,518,2899,784,3175,1640,44713
21401,17,31,0,2754,191,19,16,175,21,94,19,44,18,78,395,1067,22,5,12,21,10,8,5,0,7,11,43,149,3562,763,189,5610,965,2493,289,685,181,1034,473,16241
21402,37,70,9,4346,234,47,27,282,38,135,32,59,23,94,475,1439,17,5,17,25,9,0,0,9,9,16,51,155,3786,969,240,6577,985,2447,352,813,250,1185,567,18170
21501,3,8,3,573,108,14,7,123,9,44,3,18,0,36,175,541,5,0,0,11,0,5,6,0,0,3,22,54,1231,268,56,2025,272,701,87,264,73,397,219,5591
21502,3,10,3,613,87,18,11,83,5,32,6,15,8,37,238,534,9,0,4,8,0,0,0,4,7,13,23,73,1373,244,83,1724,229,749,101,259,85,533,288,5667
21503,0,0,0,361,71,9,4,73,8,19,0,10,3,24,106,323,4,0,3,11,0,4,0,0,0,3,17,52,844,149,46,1242,154,521,48,150,47,254,143,3583
21601,4,8,0,414,71,10,10,58,6,21,7,11,5,21,144,373,9,0,6,4,0,0,3,0,0,5,14,43,872,176,60,1349,167,462,68,163,65,249,170,3800
21602,0,3,0,272,46,9,3,46,7,21,0,18,0,18,97,264,3,0,4,0,0,0,0,3,0,9,19,42,637,102,45,973,154,325,34,123,33,244,122,2783
21603,0,17,0,884,100,16,13,101,16,32,5,20,7,53,188,548,10,0,7,11,0,3,0,0,0,15,34,87,1654,332,82,2313,299,943,111,375,93,764,254,7224
21701,4,3,0,373,59,12,5,71,5,20,6,4,11,25,128,347,5,0,4,0,4,0,0,5,0,9,10,36,720,185,47,1245,158,445,75,146,59,262,143,3491
21703,3,0,0,394,75,9,10,66,10,21,8,15,4,17,133,362,8,0,5,10,5,4,0,0,0,4,11,51,841,214,64,1353,160,421,67,158,57,219,155,3716
21704,5,9,0,800,81,20,8,92,13,36,6,15,7,20,169,470,6,0,10,8,0,0,0,0,0,4,16,52,1178,307,74,2215,315,667,98,206,58,279,203,5600
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
