SA3_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
20101,0,7,0,13,8,3,0,0,0,28,0,3,9,21,12,10,17,10,13,92,0,0,0,12,3,17,36,17,14,104,0,0,0,10,5,6,0,0,0,25,0,0,7,21,3,3,0,0,0,28,0,0,0,8,0,3,0,0,0,10,0,10,19,41,21,17,14,3,3,117,0,0,0,5,4,3,20,7,0,36,0,0,0,12,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,4,0,0,30,77,0,0,0,0,0,112,0,0,0,7,3,15,82,82,26,224,3,26,37,129,98,99,57,27,3,476,0,0,0,3,3,3,0,0,0,11,6,13,10,73,5,4,0,0,0,112,0,0,0,7,6,0,0,0,0,14,4,28,38,127,31,6,5,0,0,240,0,0,0,3,5,6,5,0,0,25,0,0,0,0,0,0,0,0,0,7,0,9,7,22,15,30,56,29,9,179
20102,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,13,6,3,0,47,0,0,0,16,7,12,16,16,0,64,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,9,7,4,0,0,19,0,0,0,0,3,19,31,10,0,65,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,17,0,0,0,4,7,17,25,23,10,84,0,6,0,32,48,53,33,11,0,186,0,0,0,0,0,5,11,6,0,14,0,0,0,5,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,4,0,0,7,12,5,0,0,0,0,24,0,0,0,4,9,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,10,26,16,3,76
20103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,5,0,13,0,0,0,0,0,0,8,11,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,11,0,0,0,0,5,5,11,9,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,4,0,8,29,35,3,76,0,0,0,22,26,37,28,11,6,132,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,8,3,12,3,0,4,0,0,36,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,18,14,0,54
20201,0,0,0,5,0,0,3,0,0,11,0,0,4,21,8,11,14,5,0,68,0,0,0,0,4,13,21,15,6,64,0,3,6,4,0,0,0,0,0,12,0,8,3,16,0,0,0,0,0,26,0,0,0,5,0,0,3,0,0,10,0,6,17,63,21,9,19,0,0,138,0,0,0,0,0,0,12,3,0,27,0,0,3,10,0,0,0,0,0,15,0,5,31,187,69,38,19,15,0,369,0,0,3,53,7,0,0,0,0,69,0,0,0,3,4,11,44,38,5,109,6,27,32,88,84,61,40,15,3,358,0,0,0,0,0,0,0,0,0,3,0,5,7,44,9,0,0,0,0,72,0,0,3,3,9,0,0,0,0,19,0,25,36,119,29,10,7,0,0,230,0,0,0,0,3,6,5,3,0,15,0,0,0,3,0,0,0,0,0,4,0,0,4,11,10,29,38,17,9,119
20202,0,0,0,3,0,0,0,0,0,3,0,0,0,17,16,12,12,4,3,63,0,3,0,7,9,11,38,16,8,90,0,0,4,0,5,0,0,0,0,7,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,0,0,21,0,6,5,0,0,38,0,0,0,0,3,3,21,7,0,44,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,5,0,0,0,7,13,13,35,33,8,110,0,9,15,79,93,93,56,18,0,354,0,0,0,6,0,3,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,18,0,9,4,23,12,0,0,4,0,51,0,0,0,5,3,3,7,0,0,20,0,0,0,0,0,0,0,0,0,4,0,3,0,17,30,26,34,24,10,150
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,9,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,14,0,0,0,14,3,8,13,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,9,21,8,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,13
20301,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,24,0,0,0,5,0,6,7,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,12,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,22,15,0,56,0,8,3,34,25,23,18,0,0,106,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,10,0,0,0,6,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,13,12,0,40
20302,0,20,25,51,29,14,3,0,0,144,0,18,14,108,45,37,33,18,15,287,0,0,12,56,28,97,194,173,116,677,0,3,6,15,6,4,0,0,0,39,0,9,13,48,10,0,0,0,0,82,4,0,3,19,10,19,12,3,0,68,0,20,43,128,43,29,23,7,3,287,0,0,0,0,3,19,62,35,6,126,0,0,23,31,7,7,0,3,4,71,0,0,35,138,39,26,18,10,0,263,0,3,18,139,5,0,0,0,0,167,3,5,4,12,9,37,203,150,54,487,7,39,98,399,216,174,110,51,5,1106,0,0,0,25,37,74,105,51,19,320,7,58,85,321,33,4,8,0,0,519,0,7,0,7,14,7,0,0,0,34,9,40,108,318,122,49,22,4,0,674,0,0,3,14,16,21,43,16,7,128,0,4,4,11,3,5,0,0,0,26,0,3,15,69,63,120,134,89,35,532
20303,0,0,0,4,0,0,0,0,0,7,3,8,7,35,23,28,22,9,6,145,0,0,0,24,13,29,100,38,21,226,0,0,0,9,3,3,3,0,0,18,3,0,5,3,0,0,0,0,0,8,0,0,0,0,3,6,0,0,0,7,0,6,0,16,15,4,7,3,0,47,0,0,0,0,7,40,59,33,9,136,0,3,0,6,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,0,5,16,15,18,85,53,13,217,4,37,34,178,113,86,87,35,3,580,0,0,0,0,0,10,10,0,0,22,0,0,6,6,0,0,0,0,0,14,0,0,0,9,7,0,5,0,0,25,0,10,5,36,7,8,4,0,0,71,0,0,0,3,0,5,7,4,3,32,0,0,0,0,0,0,0,0,0,0,0,4,6,32,30,55,83,48,8,257
20401,0,0,0,4,3,0,0,0,0,9,0,5,3,20,10,10,16,10,0,76,0,0,0,6,8,18,41,35,10,123,0,3,0,0,3,0,0,0,0,13,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,3,6,0,0,11,0,6,5,10,11,16,0,0,3,44,0,0,0,4,3,5,22,10,3,46,0,0,0,5,3,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,16,0,0,0,11,13,22,48,27,10,123,0,8,10,66,57,73,78,25,10,316,0,0,0,0,0,6,3,3,0,15,0,5,0,12,0,0,0,0,0,14,0,0,0,5,6,5,0,0,0,22,0,15,11,36,10,0,4,0,0,73,0,0,0,0,0,3,9,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,31,30,29,4,115
