SA3_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
20604,1234,3133,2855,13361,141,20725,63,51,43,614,11,777,33320,212,519,289,122,34460,409,72,57,137,3,688,655,234,156,535,5,1590,8425,2892,2381,15148,185,29039,2585,32,241,22,14,2888,829,83,79,206,9,1201,1425,342,299,1951,18,4033,862,249,146,545,15,1809,219,55,32,107,0,416,9721,79,66,54,23,9935,2390,920,743,7776,31,11862,2788,726,377,2025,44,5954,2630,16,33,17,6,2706,282,48,43,82,0,456,247,41,32,73,0,395,282,108,69,282,0,740,366,47,36,12,0,460,611,112,77,45,5,851,724,114,88,282,0,1216,611,53,33,101,7,804,129,3,7,8,0,154,2017,831,705,5575,52,9175,387,35,30,42,4,495,322,46,48,7,0,423,1142,37,33,64,5,1285,643,45,50,30,0,760,3429,28,120,24,26,3625,263,72,52,257,0,650,26784,1159,1261,1382,162,30750,1165,27,36,221,10819,12261,92843,6729,5970,32508,11550,149601
20605,897,3826,3067,15329,184,23301,25,44,17,417,9,511,4106,131,220,236,28,4725,475,112,51,160,0,808,751,284,167,484,7,1692,8894,3557,2605,17836,214,33103,783,13,104,21,4,933,982,113,108,298,9,1508,1584,421,334,2002,22,4368,2619,437,224,1002,14,4295,351,87,50,119,7,607,2403,87,58,56,5,2613,3721,1070,729,8717,79,14325,2738,721,387,2010,22,5884,351,14,15,8,9,406,189,47,22,108,0,368,246,43,15,80,4,386,301,109,68,228,7,710,351,35,41,21,3,453,606,133,105,52,4,899,1212,241,141,443,9,2047,964,69,90,125,7,1255,80,14,11,0,0,109,2607,955,692,6494,46,10799,375,53,28,51,0,509,457,67,55,25,4,608,754,50,39,76,0,927,303,48,35,43,0,432,635,17,38,23,4,721,327,96,58,327,0,807,11664,1398,1278,1704,98,16144,480,40,42,235,6243,7045,42333,8229,6170,38356,6874,101956
20606,530,2241,1736,9460,96,14066,14,28,8,201,3,251,4881,114,226,159,23,5401,214,58,22,96,7,405,409,156,106,308,8,979,4729,2115,1589,11748,113,20302,446,10,77,8,0,547,506,77,69,158,8,812,772,226,190,1352,8,2545,1688,275,139,615,9,2726,209,62,23,98,8,403,1498,55,57,37,3,1638,1845,575,415,5086,35,7959,1239,424,220,1345,15,3234,204,3,22,12,0,238,127,34,27,65,0,256,106,29,14,37,0,187,100,47,34,103,0,283,133,10,12,11,0,165,374,91,67,29,0,562,923,202,124,383,0,1626,518,67,44,113,3,739,23,6,0,0,0,31,1394,579,427,4220,37,6655,198,28,14,34,4,281,299,38,18,13,0,375,362,21,20,45,3,448,266,40,21,29,0,353,506,12,33,15,0,563,178,49,30,170,0,428,6951,823,669,1095,46,9586,273,25,24,145,3427,3893,26090,4854,3707,24120,3766,62539
20607,829,3432,2815,15356,135,22561,18,47,17,428,7,520,4683,217,299,302,30,5539,374,78,62,180,4,699,602,285,160,594,11,1647,6739,3381,2595,17901,172,30800,605,7,129,25,3,768,571,106,89,252,0,1018,1073,406,285,2066,11,3848,2092,346,179,885,21,3524,170,58,42,127,5,396,1165,109,79,60,7,1424,2518,1113,815,9849,51,14341,2374,780,410,2429,30,6028,233,0,17,17,0,271,210,43,32,88,4,376,266,43,30,102,0,443,181,118,73,220,0,592,284,35,29,14,0,366,626,141,104,60,0,933,502,146,120,421,7,1194,272,49,46,110,4,475,45,16,4,0,0,62,2171,975,778,6912,42,10871,264,34,26,45,9,381,271,52,35,17,0,364,449,44,34,83,0,608,279,58,53,53,0,449,2873,32,87,31,43,3066,266,94,61,336,3,763,8554,1117,1122,1606,117,12523,528,34,51,263,4478,5353,33895,7521,5992,38615,5037,91060
20701,1417,5492,4631,28433,251,40218,26,37,17,363,6,441,28015,584,1076,722,119,30512,483,113,79,283,5,958,878,370,255,729,5,2242,8827,4835,3799,31030,238,48730,676,33,150,34,0,890,562,171,128,390,4,1254,1561,519,400,3026,20,5520,4366,713,344,2317,34,7771,408,84,66,209,3,772,5090,233,186,152,11,5677,2371,1388,1061,14916,95,19839,4544,1178,577,4547,37,10884,823,14,68,17,3,926,326,94,51,177,5,653,369,57,56,187,4,677,318,137,75,312,3,847,158,40,16,21,4,233,566,204,143,93,4,1002,931,199,198,491,12,1828,452,64,93,126,0,742,33,3,3,4,0,44,2377,1410,1092,11735,62,16674,294,40,28,45,0,407,542,107,93,38,3,779,428,43,47,106,4,630,1157,143,114,86,10,1501,2462,97,157,61,3,2787,322,110,80,510,4,1023,13256,1684,1708,2477,73,19198,532,59,48,323,4673,5635,73149,11629,9560,68087,5477,167900
20702,1369,1685,1468,9113,119,13754,15,9,13,163,6,208,28940,280,552,311,175,30265,502,57,48,112,0,721,426,104,53,181,0,768,3868,1405,1077,8941,146,15438,595,37,101,17,3,749,207,31,10,78,0,328,646,157,88,779,15,1687,5732,638,404,2033,76,8888,186,24,12,51,8,279,2886,68,71,38,7,3066,693,334,216,3341,25,4605,5539,940,381,2838,68,9769,1078,3,19,0,0,1106,730,105,76,139,7,1060,569,73,45,182,4,876,304,82,38,146,3,571,60,14,3,6,0,91,173,75,46,17,3,310,367,63,36,82,0,540,207,21,22,33,0,280,18,9,4,0,0,36,716,341,272,2775,22,4125,189,29,18,25,0,260,380,33,27,19,0,455,271,19,13,48,0,349,525,28,20,20,0,600,945,26,58,27,6,1058,112,19,16,134,0,281,12632,631,649,899,62,14880,594,28,23,125,2513,3285,64819,4498,3543,22338,3177,98386
20703,953,2879,2367,15501,168,21870,22,21,14,260,0,319,28424,248,585,346,166,29768,276,52,18,131,3,480,547,205,112,402,8,1279,4963,2577,1781,15894,151,25366,1006,24,107,28,3,1167,257,68,58,177,0,557,773,262,158,1553,27,2774,2541,314,164,1043,9,4069,226,38,30,104,0,402,4705,114,72,46,7,4946,1060,677,471,6756,40,9013,2001,505,253,1902,25,4686,949,3,48,7,4,1010,140,49,27,57,0,268,174,31,11,75,0,287,184,79,26,191,3,486,112,30,24,7,0,167,284,118,82,44,0,533,434,75,50,153,0,722,233,26,28,56,3,331,48,14,3,0,0,64,1175,697,463,5506,35,7878,176,26,8,20,0,234,262,55,59,30,0,415,244,27,26,44,0,338,966,62,44,58,5,1132,1641,45,78,35,0,1800,151,53,59,218,4,481,9784,818,836,1125,66,12624,573,33,19,200,3658,4488,58087,5857,4587,34399,4256,107187
20801,902,4501,3642,20765,215,30019,19,21,17,244,6,300,4171,141,233,247,20,4811,415,70,41,163,3,697,850,290,174,454,5,1771,9825,3928,2995,21483,231,38464,291,23,90,20,3,422,520,94,68,274,0,961,1595,439,315,1952,27,4327,2171,358,235,1330,6,4104,404,78,30,88,7,602,1264,72,66,71,3,1466,2726,1023,765,8847,67,13418,2303,672,401,2255,40,5663,152,15,12,0,0,184,225,43,36,116,3,430,157,47,30,57,0,294,220,81,49,178,0,529,143,31,23,25,0,222,566,136,174,51,4,931,1211,163,160,398,7,1949,1053,83,88,90,17,1322,37,9,6,11,0,51,2559,976,766,7243,40,11587,328,34,24,59,0,447,865,119,87,21,9,1098,369,40,34,84,0,529,296,69,57,64,3,483,338,17,36,19,0,414,420,74,45,270,3,806,7696,1259,1232,1526,70,11785,304,31,38,276,3244,3892,35622,8566,6740,46487,3900,101306
20802,2123,6255,4894,22928,215,36405,32,42,24,333,3,443,13350,217,484,327,68,14445,535,110,75,196,4,921,861,295,215,556,6,1932,9279,4237,3045,20094,201,36857,1110,39,159,18,4,1334,1017,158,130,306,4,1615,2023,596,395,2215,26,5256,5688,802,392,2387,41,9313,936,214,139,371,16,1666,7277,161,141,95,20,7690,2836,1057,780,9291,53,14021,3251,913,445,2824,31,7465,932,23,32,12,0,996,283,65,35,118,3,495,161,21,24,59,0,268,285,104,73,213,0,673,262,45,26,12,0,346,636,251,154,75,10,1131,3710,726,541,1307,37,6326,3562,268,263,311,32,4424,60,14,8,0,0,84,2170,995,726,6748,47,10688,588,55,42,77,0,756,2397,256,245,55,10,2961,590,57,50,91,0,789,843,138,128,97,5,1212,1427,44,79,27,3,1580,235,72,57,307,0,675,22774,2909,2566,3305,157,31703,1231,148,125,453,4890,6847,78066,12602,9635,50462,5709,156469
20803,1265,5122,4218,26072,227,36903,20,47,27,543,8,648,5301,120,276,263,24,5982,627,94,58,205,11,988,1031,343,242,619,11,2246,10047,4378,3324,24704,261,42719,1030,35,199,35,0,1288,595,81,77,267,3,1020,1520,399,344,2175,25,4463,3269,502,313,1447,21,5552,364,87,63,145,5,658,2974,129,116,101,10,3322,2869,1175,774,10140,74,15034,2969,819,432,2826,29,7076,226,9,23,6,0,262,315,87,26,110,7,550,117,41,19,43,0,225,362,109,78,297,4,846,317,59,53,29,6,462,577,263,192,72,3,1114,1055,187,151,343,4,1741,1413,61,95,66,7,1643,77,19,3,0,6,103,2778,1011,801,7352,57,11997,544,63,36,91,0,731,802,123,85,32,0,1046,463,38,38,89,0,638,638,102,107,113,3,961,703,32,55,21,3,815,354,80,62,318,0,820,10679,1450,1262,1736,94,15221,554,79,39,437,3746,4849,45775,9824,7648,54992,4459,122693
20804,366,1518,1217,8189,44,11334,9,14,9,93,0,122,3607,91,188,176,10,4069,131,35,18,77,0,251,205,93,52,223,3,580,2149,1376,1016,9029,85,13658,306,0,40,10,0,352,167,37,23,120,3,352,406,129,95,844,7,1486,1632,159,120,734,4,2655,144,25,29,66,0,262,1486,47,36,45,5,1611,596,389,336,3985,17,5330,895,270,139,1022,3,2331,139,4,15,0,0,162,60,16,10,24,0,121,45,10,11,17,6,87,57,26,15,52,0,149,32,10,0,7,0,54,138,54,34,17,3,253,392,103,73,219,3,790,225,40,34,62,0,364,7,6,0,0,0,9,616,355,271,3217,19,4474,79,27,5,15,3,123,174,53,40,12,0,277,134,12,19,29,0,193,260,37,46,20,0,368,384,16,23,12,0,433,62,35,21,126,0,242,3480,502,434,749,23,5182,159,3,14,87,1234,1502,15687,3168,2491,19395,1430,42162
20901,1124,4704,3460,27254,233,36776,22,53,26,732,10,850,7931,205,345,330,36,8846,801,140,79,327,9,1360,667,267,210,583,8,1732,6371,3858,2613,26423,245,39516,845,60,136,41,9,1084,340,74,53,284,4,747,1126,393,316,2359,27,4212,2701,573,264,1640,24,5203,252,61,52,118,0,481,2981,141,84,73,3,3286,1915,1115,709,11652,63,15453,5804,1557,612,5274,44,13289,320,7,39,10,0,386,653,119,85,240,7,1113,1072,228,92,452,10,1856,528,185,120,468,9,1310,148,45,32,30,5,257,416,196,127,88,0,831,658,129,109,317,8,1224,356,32,47,96,0,535,72,22,8,4,0,107,1828,1019,714,8470,52,12088,396,53,21,64,3,542,304,68,55,25,0,454,379,61,49,113,0,601,644,87,39,49,7,828,986,23,79,36,6,1127,213,96,56,320,0,698,10486,1316,1213,1808,84,14907,491,51,32,415,3485,4470,45170,9801,6728,60336,4200,126236
20902,1322,2804,1862,12452,202,18644,26,53,34,926,26,1062,6409,107,183,189,37,6928,549,90,34,189,7,860,313,170,120,361,4,967,4040,2248,1535,11797,221,19835,1070,20,131,14,3,1243,277,54,32,152,0,524,658,262,178,1294,17,2406,4613,656,364,1745,43,7423,109,29,15,72,0,238,3308,71,65,35,10,3474,1190,769,469,5850,39,8318,8462,1382,644,4338,118,14951,164,3,20,5,0,191,1501,231,119,292,5,2149,1805,202,123,418,14,2560,536,142,81,370,5,1136,284,46,25,25,0,382,377,141,90,41,10,668,305,80,59,180,9,634,136,22,24,61,4,248,133,31,12,9,6,182,1091,569,412,3999,23,6100,330,23,32,61,5,449,134,37,28,6,0,205,424,39,46,61,6,572,410,36,27,37,4,518,2449,39,78,40,12,2622,135,63,29,218,3,440,11982,1080,840,1228,113,15242,762,54,44,247,4155,5262,48333,6878,4515,30655,4922,95299
20903,410,2895,2110,18905,132,24455,8,21,15,374,4,423,1273,70,104,150,4,1601,260,57,39,141,0,499,582,235,122,473,9,1424,4506,2581,1791,17773,161,26821,184,24,49,11,0,264,163,49,39,210,0,468,743,267,182,1702,15,2911,827,203,98,631,6,1763,143,47,20,84,0,307,536,52,35,24,0,643,1143,724,454,6675,50,9046,2245,680,361,2610,20,5912,58,0,0,0,0,61,126,23,18,61,0,230,381,88,38,199,0,708,352,112,99,385,4,951,58,14,4,12,0,82,176,107,99,55,0,436,342,63,54,161,4,623,117,16,24,38,0,192,13,6,4,8,0,24,1152,643,498,5495,26,7819,142,23,15,45,0,224,217,50,50,9,0,330,130,13,24,62,3,227,158,35,17,48,0,258,107,11,27,12,0,163,169,37,45,218,0,479,3139,665,580,1103,27,5517,96,21,23,292,1903,2338,16167,5595,3968,39106,2268,67105
20904,5414,6144,3973,37277,419,53222,69,159,74,2309,38,2648,9408,123,265,261,38,10095,1360,234,98,444,9,2147,690,259,160,667,10,1788,9409,4194,3068,30589,418,47674,4065,97,343,103,11,4632,364,48,46,255,4,702,1163,416,298,2681,21,4585,7389,1307,655,3207,78,12633,240,56,48,143,0,489,18490,236,139,89,37,18992,1737,935,618,9984,73,13347,14319,3220,1475,10369,160,29544,380,14,29,5,0,425,3394,832,356,697,14,5301,10077,1198,720,2162,109,14262,2145,599,308,1653,26,4734,639,134,96,62,0,938,547,217,140,100,0,1012,637,148,87,374,0,1250,300,37,46,73,3,459,1410,139,49,24,15,1636,1672,888,675,7682,47,10971,1100,150,70,149,7,1474,396,83,31,24,0,530,793,95,61,242,6,1203,2145,91,48,74,9,2355,4744,87,148,80,19,5078,230,74,48,295,0,651,46537,2470,1659,2579,282,53525,2695,182,139,834,9986,13830,135944,15433,9695,79392,11556,252026
21001,837,1739,1183,9981,106,13841,22,24,13,209,7,273,2319,62,134,123,17,2648,997,137,77,405,6,1616,198,73,71,180,0,519,2098,1257,867,8815,113,13148,529,31,75,25,0,663,126,19,21,90,3,261,426,155,84,809,17,1489,2289,343,170,1155,23,3985,106,25,15,46,0,194,1300,76,31,45,3,1459,748,391,241,4073,31,5489,7305,1262,611,4290,125,13593,91,5,5,4,0,102,491,124,52,176,0,844,576,105,42,229,8,957,1131,233,106,743,12,2227,78,15,5,7,0,112,140,60,56,25,0,275,511,83,53,199,5,851,116,14,19,30,0,181,37,17,4,0,0,61,553,332,235,2469,23,3610,289,49,30,60,5,430,73,24,11,12,3,124,266,32,13,49,0,366,286,19,25,19,0,346,1694,35,81,44,11,1860,46,16,18,93,0,180,5712,664,594,991,52,8018,336,29,16,184,1705,2260,27917,4556,2930,24088,2191,61687
21002,211,1399,1069,10763,132,13573,6,8,16,283,0,319,127,17,38,93,5,269,131,37,18,68,0,253,234,101,84,262,3,689,2160,1214,972,9149,138,13629,73,6,16,13,0,107,75,24,16,79,5,199,370,155,88,889,10,1509,150,43,31,133,4,355,63,7,9,29,3,112,108,16,6,13,0,140,531,328,239,3590,37,4726,546,216,95,898,6,1770,5,0,5,4,0,11,27,19,8,14,0,71,52,9,6,41,0,111,382,146,76,350,0,960,47,10,20,8,0,89,107,70,49,15,0,251,167,57,24,147,0,393,47,3,7,25,0,88,16,5,4,0,0,22,596,334,222,2880,25,4056,41,3,0,11,0,60,85,19,14,10,0,124,62,3,8,20,0,94,39,21,12,10,0,81,28,11,11,0,0,42,103,28,14,116,0,268,922,249,218,477,8,1873,55,9,13,195,1412,1689,5893,2575,1916,20880,1713,32969
21003,1744,2087,1523,9550,152,15055,13,51,20,351,3,438,2394,49,110,97,13,2664,466,80,39,123,7,715,232,106,82,199,0,616,3165,1561,1090,8686,160,14662,995,37,108,24,4,1167,148,37,22,74,6,286,499,167,115,885,17,1682,2122,328,177,912,29,3567,89,12,11,43,0,163,3659,103,47,30,4,3845,785,461,291,3950,44,5534,7160,1309,602,3566,96,12733,176,0,14,6,0,198,2704,687,284,460,22,4147,195,46,24,79,9,357,953,171,118,464,7,1713,164,20,25,18,6,233,265,47,66,23,4,404,485,68,65,165,6,788,129,20,19,41,0,208,145,31,10,8,0,180,765,343,294,2678,20,4098,192,21,27,36,3,272,98,31,11,9,0,150,272,23,18,42,4,368,450,37,28,28,0,552,881,28,39,26,5,977,88,34,21,107,0,251,17465,1088,770,1054,111,20483,799,72,37,213,4030,5149,43939,5682,3662,22635,4624,80537
21004,394,1833,1407,12745,103,16484,4,36,14,490,8,555,441,34,60,75,0,609,336,76,41,146,4,607,281,136,100,309,0,827,2834,1461,1144,10823,103,16369,561,32,103,26,0,719,86,13,10,72,0,184,460,139,135,993,13,1738,249,93,37,244,8,630,98,24,19,51,4,198,1188,49,33,37,3,1305,836,396,258,4013,35,5538,1082,386,192,1534,10,3212,44,0,11,0,0,56,122,28,9,42,0,199,109,30,7,56,7,209,674,245,139,688,5,1747,137,34,13,19,0,204,191,91,65,29,0,376,267,65,50,210,0,596,61,15,12,27,0,119,79,25,6,12,0,119,816,367,268,3030,21,4498,100,25,4,16,0,149,95,32,10,19,0,147,117,25,13,30,6,192,129,20,12,34,0,195,104,7,13,4,5,137,92,18,21,114,0,242,2580,429,333,644,22,4007,138,32,17,229,1676,2092,11895,3566,2575,25084,1949,45064
21005,7244,4154,2494,17771,286,31944,66,94,37,1091,21,1309,2713,46,88,141,17,3010,1027,135,77,217,17,1469,351,102,63,244,0,761,7409,2395,1668,14525,324,26314,3860,54,250,56,21,4246,222,35,25,77,3,360,807,202,113,1159,20,2298,2520,546,273,1227,37,4601,203,51,19,69,0,337,14857,155,100,66,33,15207,895,503,289,4742,37,6474,7678,1869,811,5425,81,15869,148,4,12,0,0,162,6503,1681,605,965,61,9814,819,156,82,293,8,1356,2166,415,263,1269,19,4134,546,74,95,53,7,774,514,108,86,63,4,771,556,99,65,196,0,915,163,19,23,43,0,245,2649,172,59,25,29,2941,965,427,314,3545,42,5290,615,63,34,68,11,797,153,28,35,17,3,244,664,59,39,121,9,887,2361,64,35,46,6,2514,1957,31,76,34,17,2105,76,36,23,134,0,267,77432,3465,2038,2716,394,86042,3013,283,130,457,10202,14088,135227,11504,6634,39220,11491,204071
21101,1834,5529,4178,32442,266,44245,37,87,36,858,17,1032,21262,226,497,368,71,22424,534,98,33,176,0,848,1728,529,323,1139,16,3736,9775,4815,3479,28692,311,47070,1879,52,202,29,6,2169,427,53,37,282,3,807,2170,569,378,2842,58,6015,1787,415,197,1133,9,3547,595,92,64,161,10,924,6537,140,122,93,9,6908,2080,975,707,8974,59,12797,3143,914,441,3115,34,7640,1024,0,25,3,0,1060,348,72,35,93,0,544,187,42,16,91,0,337,407,138,96,338,4,993,328,80,38,47,5,500,428,191,172,122,5,911,981,123,109,303,12,1521,352,26,50,47,4,481,175,20,20,3,0,227,2239,1099,846,8129,59,12373,438,64,41,54,5,595,662,134,120,54,3,972,403,36,29,82,0,556,2576,143,133,113,3,2966,1394,29,70,29,5,1529,348,87,64,369,0,867,16359,1363,1191,1802,96,20808,723,61,46,506,4553,5886,71899,10444,7875,63505,5425,159148
21102,210,986,725,5633,34,7593,3,6,0,71,4,88,2923,72,98,79,12,3176,123,27,6,66,0,225,298,101,49,196,0,640,1558,934,706,5546,32,8770,76,0,24,10,0,102,74,7,10,52,0,136,301,133,86,527,3,1053,544,114,47,369,0,1073,72,11,10,22,0,111,440,35,20,17,0,522,286,190,154,1881,9,2518,1015,214,106,869,10,2206,108,0,0,0,0,104,81,9,9,25,0,132,66,14,6,34,0,116,90,23,19,74,0,207,25,0,0,7,0,35,66,21,32,14,0,137,128,29,28,75,3,257,38,11,4,15,0,70,13,0,0,0,0,15,370,210,174,1745,6,2501,42,6,3,0,0,58,131,32,12,10,0,188,36,3,12,24,0,69,109,12,15,20,0,153,104,12,18,3,0,141,42,14,7,77,0,140,1916,239,232,389,9,2786,107,9,3,68,699,882,9870,2005,1502,12211,793,26386
21103,910,4819,3422,28296,239,37685,26,50,26,641,12,758,8663,122,285,240,45,9353,320,73,23,172,6,595,1307,522,289,1169,6,3291,7553,4255,3054,26153,255,41262,803,20,163,50,0,1035,278,81,49,270,5,679,1257,514,368,2669,32,4848,715,247,96,689,9,1753,290,70,35,139,3,543,2950,115,78,58,4,3208,1678,923,605,9049,68,12318,1716,766,302,2443,20,5246,492,4,20,8,0,522,158,36,19,47,0,261,131,26,19,89,0,263,256,118,62,250,3,695,129,41,22,43,0,243,339,207,158,106,0,814,544,114,101,314,5,1080,208,31,35,85,4,354,39,33,7,8,0,77,1898,996,730,7935,59,11617,185,24,11,51,0,267,523,79,98,48,0,743,263,28,25,78,5,398,544,80,68,89,3,789,580,13,49,35,6,675,291,97,51,311,9,751,10197,1078,864,1529,69,13741,491,65,27,503,3287,4366,38839,8914,6273,56577,3976,114579
21104,686,1875,1506,10181,90,14335,9,20,10,168,0,210,14033,176,340,216,58,14817,221,25,15,58,0,321,400,137,88,288,0,903,3111,1561,1124,9879,144,15815,566,16,68,11,7,670,126,19,17,85,0,254,564,183,127,1033,12,1928,1094,155,96,561,17,1930,163,34,18,48,3,268,2961,60,58,39,3,3128,689,391,255,3838,24,5199,1335,329,148,1102,14,2927,476,5,17,6,0,503,95,7,13,24,0,143,70,18,3,32,0,117,124,35,21,134,0,323,50,19,11,0,0,82,137,73,49,40,0,293,322,37,41,104,0,517,162,26,14,25,0,223,11,6,3,0,0,23,773,441,324,3292,18,4849,168,11,15,36,6,229,216,42,32,17,7,300,163,12,6,27,4,215,593,50,33,30,3,708,958,25,50,19,0,1051,86,45,28,146,4,310,6361,498,467,707,42,8079,297,17,8,113,1822,2255,32713,3649,2857,21545,2171,62935
21105,1101,7584,5617,46337,419,61053,14,112,69,1428,19,1640,2087,85,198,312,12,2694,338,92,40,203,3,686,3007,970,593,2437,41,7044,12902,7115,5308,41493,453,67263,663,27,154,43,0,886,416,113,66,386,3,993,2242,781,537,4241,52,7855,568,214,78,619,14,1486,384,112,53,189,5,746,1331,142,86,69,5,1633,2604,1454,928,12566,107,17658,2416,962,436,3519,48,7389,129,0,27,0,0,154,142,36,28,78,0,289,101,15,10,93,0,221,304,161,73,351,3,894,218,48,51,57,8,383,467,303,235,141,7,1152,770,173,114,417,13,1482,273,37,42,98,0,451,56,15,14,3,0,94,2822,1598,1197,11704,91,17411,161,41,17,40,5,262,526,105,126,56,5,808,213,46,35,128,3,436,316,112,80,102,3,618,205,7,26,19,0,259,422,136,118,450,5,1133,7559,1477,1088,2226,73,12427,417,83,52,795,5116,6463,36358,13703,9858,89139,6190,155256
