SA3_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
20502,293,17,0,0,3,311,203,9,0,0,0,210,187,9,0,0,0,190,344,14,4,0,0,356,513,12,3,0,0,535,1262,21,0,0,3,1282,992,7,0,0,0,1004,681,10,0,0,0,688,189,0,0,0,0,193,173,0,0,0,0,172,104,4,0,0,0,107,306,6,0,0,0,315,5233,111,9,6,14,5370
20503,450,15,5,0,0,476,273,0,0,0,0,280,234,6,3,0,0,241,436,15,4,0,0,459,630,15,5,0,0,652,1740,29,8,0,0,1777,1662,13,8,0,0,1696,1409,27,3,0,0,1443,524,8,0,0,0,539,380,7,0,0,0,390,257,6,0,0,0,266,550,6,0,0,0,561,8548,161,41,8,13,8773
20504,464,14,10,0,0,490,347,24,6,0,0,377,379,10,6,0,0,394,895,12,18,5,0,931,1111,17,19,0,0,1154,2450,41,18,0,0,2510,1710,17,3,0,0,1735,1190,12,5,3,0,1211,392,0,0,0,0,396,274,3,0,0,0,276,174,0,0,0,0,177,644,10,11,0,0,666,10030,165,103,8,10,10317
20505,301,7,0,0,0,310,187,0,9,0,0,192,202,3,4,0,0,206,403,9,3,0,0,419,579,9,8,0,0,595,1365,20,6,0,0,1391,1040,8,6,4,0,1062,701,9,0,0,0,716,222,0,0,0,0,224,158,5,0,0,0,167,137,0,0,0,0,139,337,12,3,0,0,351,5629,81,38,10,6,5764
20601,334,112,71,0,0,516,89,37,23,0,0,153,71,28,32,0,0,135,117,52,52,0,0,220,187,76,105,0,0,364,411,196,483,3,0,1095,483,265,681,0,0,1439,879,565,736,13,6,2190,736,389,208,9,0,1347,1110,411,146,3,5,1679,960,243,81,0,0,1284,364,129,103,4,0,596,5744,2509,2725,37,11,11026
20602,269,85,43,0,0,393,69,19,18,0,0,105,50,12,9,0,0,78,62,22,31,0,0,119,102,39,44,0,0,183,240,128,194,3,0,566,276,141,243,0,0,661,525,263,292,0,0,1090,364,236,116,5,0,721,648,300,69,3,0,1024,928,234,45,0,0,1203,224,83,45,0,0,348,3766,1561,1152,15,0,6492
20603,285,65,66,0,0,418,56,12,31,0,0,99,56,20,29,0,0,108,85,37,43,0,0,162,103,39,98,0,0,242,295,150,383,0,0,825,270,163,497,7,0,937,529,276,551,4,0,1355,422,221,167,0,0,810,820,331,129,0,0,1278,1198,251,69,0,0,1519,318,99,98,0,0,522,4427,1669,2154,12,9,8270
20604,33,109,454,3,0,605,7,26,84,0,0,115,7,17,88,0,0,116,9,33,163,0,0,205,6,48,264,0,0,324,23,133,1248,0,3,1403,39,157,1693,0,11,1894,51,308,2155,0,6,2514,49,210,859,0,0,1122,76,337,757,0,0,1169,133,431,725,0,3,1293,39,123,428,0,0,600,485,1929,8915,14,17,11358
20605,94,205,273,0,0,574,22,42,82,0,0,145,16,32,79,0,0,130,13,41,120,0,0,184,19,69,215,4,0,306,57,183,822,19,0,1083,52,166,1310,24,4,1553,138,370,1814,30,0,2360,102,283,893,5,5,1281,207,544,705,16,0,1472,638,1246,518,12,3,2414,131,219,400,6,0,760,1496,3403,7241,123,11,12273
20606,128,84,178,0,3,392,21,11,27,0,0,53,11,17,30,0,0,58,14,12,65,0,0,94,19,23,84,0,0,132,74,67,484,0,0,630,54,75,617,0,0,748,91,140,861,0,0,1087,78,96,396,0,0,570,168,230,391,3,0,796,717,518,310,0,3,1553,139,124,183,0,0,444,1515,1396,3634,8,7,6553
20607,104,225,130,0,0,466,20,48,28,0,0,93,17,23,33,0,0,76,21,51,78,3,0,157,29,97,107,0,0,243,113,249,535,5,0,894,91,254,758,11,0,1116,173,507,1006,22,0,1702,166,381,513,15,0,1074,263,796,466,5,0,1526,542,1062,319,15,0,1934,86,265,176,0,0,533,1628,3953,4147,78,4,9813
20701,997,223,124,0,0,1348,141,48,32,0,0,221,112,32,32,0,0,175,147,48,63,0,0,258,170,72,87,0,0,331,584,212,357,4,0,1152,488,196,589,5,0,1274,1066,405,832,5,0,2312,733,359,368,0,0,1459,1518,536,304,0,3,2355,5230,916,209,4,3,6359,1040,214,140,0,0,1403,12226,3252,3138,21,15,18643
20702,549,144,62,0,0,749,111,30,9,0,0,154,92,23,11,0,0,126,140,39,31,0,0,207,176,46,40,0,0,266,507,154,183,0,0,839,477,209,281,0,3,979,1019,405,334,0,0,1761,731,358,131,0,0,1220,1385,430,89,0,3,1905,1702,309,39,0,0,2051,580,154,73,0,0,812,7472,2291,1298,0,5,11064
20703,610,161,47,0,0,826,139,47,14,0,0,203,116,20,15,0,0,152,167,66,16,0,0,256,234,70,39,0,0,346,589,201,244,0,0,1037,605,245,292,0,0,1142,1115,471,254,0,0,1838,865,366,81,0,0,1312,1537,421,73,0,0,2031,1757,269,38,0,0,2071,574,146,69,0,0,795,8319,2491,1188,3,4,12000
20801,580,123,35,0,0,742,113,34,20,0,0,162,110,31,18,0,0,152,105,51,29,0,0,187,178,57,31,0,0,261,445,156,121,4,0,736,439,174,195,6,0,821,919,348,314,11,0,1594,676,295,145,8,0,1128,1436,441,128,4,4,2013,3383,583,90,0,4,4072,690,148,68,3,0,921,9079,2451,1206,49,7,12792
20802,727,242,134,5,0,1106,154,61,50,0,0,266,133,63,49,0,0,241,207,81,68,0,0,349,239,99,118,0,0,465,702,330,541,11,0,1583,657,359,804,6,0,1831,1333,764,1153,12,0,3262,1031,620,432,3,3,2090,1853,909,321,3,4,3083,2911,801,202,0,3,3914,825,313,214,0,0,1357,10766,4638,4094,39,6,19547
20803,562,206,89,0,0,861,179,82,26,0,0,283,115,61,34,0,0,207,257,113,45,4,0,420,355,151,82,5,0,593,968,391,360,5,0,1726,1150,576,499,11,0,2238,2054,1066,681,5,0,3808,1644,701,294,4,3,2646,2129,606,166,3,0,2908,1525,335,82,0,0,1941,727,266,145,0,0,1135,11676,4556,2493,33,10,18770
20804,205,73,53,0,0,336,37,14,17,0,0,67,22,9,15,0,0,48,33,11,26,0,0,75,43,19,40,0,0,103,111,58,144,7,0,325,116,51,179,7,0,360,249,145,273,6,3,669,159,101,134,0,0,395,374,192,104,0,0,669,1253,249,89,3,0,1598,252,64,49,4,0,367,2867,986,1126,30,3,5013
20901,760,88,25,0,0,874,246,20,5,0,0,277,196,34,3,0,0,239,308,45,17,0,0,371,419,54,28,0,0,506,1135,233,102,0,0,1478,1400,330,155,0,0,1888,2527,614,164,4,0,3312,2035,340,67,0,3,2451,2150,224,55,0,0,2428,1696,144,24,0,0,1857,857,147,32,0,0,1034,13738,2283,689,9,8,16725
20902,389,118,32,0,0,529,129,35,8,0,0,170,102,38,8,0,0,149,187,75,22,0,0,283,227,117,55,7,0,398,693,351,243,7,0,1287,780,524,286,9,0,1598,1308,869,207,10,0,2399,999,408,51,0,0,1462,1065,223,31,4,0,1319,677,105,16,3,0,805,508,164,31,4,0,706,7062,3027,985,42,0,11114
20903,503,3,11,0,0,515,165,0,3,0,0,170,147,6,0,0,0,150,238,9,3,0,0,251,311,14,7,0,0,330,901,34,26,0,0,959,1143,34,42,0,0,1218,2004,81,47,0,0,2133,1535,38,31,0,0,1597,1678,26,10,0,0,1713,1117,10,7,0,4,1127,668,15,8,0,0,692,10414,251,186,0,3,10862
20904,1303,94,16,0,0,1423,490,59,3,0,0,551,439,39,7,0,0,484,714,75,20,0,0,807,1090,128,37,0,0,1255,3788,446,114,0,3,4353,6225,699,107,0,6,7036,10201,640,64,0,0,10904,4108,180,18,0,0,4307,2455,118,12,0,0,2598,1460,60,10,0,0,1529,2421,186,20,0,0,2618,34689,2721,430,3,22,37864
21001,341,86,0,0,0,427,117,20,3,0,0,140,85,23,0,0,0,108,117,42,0,0,0,161,163,46,4,0,0,209,486,172,17,3,0,674,580,226,17,0,0,819,1013,381,12,0,0,1408,767,259,6,0,0,1033,909,237,5,0,5,1151,727,137,0,0,0,860,500,125,5,0,0,631,5791,1740,76,9,0,7616
21002,197,3,0,0,0,206,85,0,0,0,0,89,63,4,0,0,0,65,122,0,0,0,0,128,163,10,0,0,0,173,577,12,0,0,0,591,767,27,8,0,0,798,1278,23,0,0,0,1300,698,3,0,0,0,699,642,3,0,0,0,647,445,4,0,0,0,454,313,7,0,0,0,317,5353,101,10,0,3,5465
21003,331,96,6,4,0,431,114,33,11,0,0,153,100,23,3,0,0,130,179,60,9,0,0,249,214,92,21,0,0,325,611,357,66,3,0,1036,762,573,87,0,4,1429,1442,1049,45,5,5,2541,894,443,6,0,0,1356,868,230,15,0,0,1119,455,120,4,0,0,572,468,177,15,0,0,665,6435,3265,284,15,9,10001
21004,287,5,9,0,0,298,121,0,0,0,0,123,91,3,0,0,0,95,220,6,12,0,0,235,307,5,11,0,0,321,995,33,53,0,0,1082,1497,57,66,0,0,1617,2056,34,26,0,0,2113,745,6,3,0,0,755,438,3,3,0,0,447,278,3,5,0,0,285,459,5,19,0,0,481,7477,169,207,0,0,7849
21005,1038,78,14,0,0,1132,382,35,6,0,0,426,313,21,7,0,0,335,584,61,12,0,0,657,820,104,14,0,0,937,3075,391,65,0,4,3537,5046,574,77,0,4,5693,8099,418,29,0,0,8549,2779,96,9,0,6,2883,1712,56,4,0,0,1776,1092,45,0,0,0,1143,1995,139,14,0,0,2144,26931,2009,259,0,12,29215
21101,1087,111,16,0,0,1213,339,44,9,0,0,392,322,40,3,0,0,361,550,58,11,0,0,618,747,85,20,0,0,852,2218,267,99,0,0,2589,2680,463,130,0,3,3278,4639,680,88,4,0,5414,3066,303,24,0,0,3404,2537,174,4,0,0,2721,1249,84,4,0,0,1332,1255,118,14,0,0,1397,20687,2426,432,8,7,23563
21102,204,12,0,0,0,223,52,0,0,0,0,62,45,0,0,0,0,51,74,0,0,0,0,74,90,3,0,0,0,101,256,6,8,0,0,272,262,14,5,0,0,285,514,21,10,0,0,545,364,18,6,0,0,385,551,9,4,0,0,564,748,12,0,0,0,758,278,8,4,0,0,289,3450,108,39,0,3,3602
21103,750,53,17,0,0,817,289,13,9,0,0,315,263,13,3,0,0,283,400,29,16,0,0,440,508,49,28,0,0,585,1547,154,123,0,0,1817,1983,262,163,0,3,2403,3533,305,101,0,3,3942,2437,153,26,0,0,2615,2007,77,25,0,4,2107,1004,30,18,0,0,1051,858,52,18,0,0,932,15572,1188,540,0,12,17319
21104,448,92,9,0,0,549,94,25,0,0,0,123,99,30,0,0,0,129,142,26,9,0,0,176,160,43,14,0,0,219,479,148,46,0,0,675,578,189,53,0,0,826,1076,348,40,0,0,1468,843,269,8,0,0,1121,1211,189,4,0,0,1402,838,79,6,0,0,922,382,91,13,0,0,486,6353,1538,210,0,4,8103
21105,1200,31,0,0,0,1236,475,20,4,0,0,498,415,17,0,0,0,435,689,16,0,7,0,716,974,31,0,0,0,1003,3000,114,11,0,5,3127,3899,155,13,0,0,4066,6309,191,11,0,7,6517,3682,63,7,0,4,3749,2460,26,0,4,4,2489,1275,13,0,0,5,1288,1601,35,6,5,0,1646,25974,694,64,11,21,26767
21201,581,23,0,0,0,602,242,26,0,0,0,270,235,16,0,0,0,247,362,17,3,0,0,382,624,29,0,0,0,653,2274,156,10,5,5,2449,3761,196,12,0,3,3968,5675,125,14,0,4,5809,2141,25,0,0,3,2166,1317,16,0,0,0,1337,789,8,0,0,0,801,1129,37,0,0,0,1173,19129,672,46,8,16,19866
21202,874,62,7,0,0,944,304,22,0,0,0,322,297,17,3,0,0,317,522,46,5,0,0,574,640,49,14,0,0,700,1994,233,29,0,0,2255,2768,344,22,0,0,3133,4438,384,22,0,0,4840,2157,146,0,0,0,2301,1578,83,0,0,0,1661,964,41,0,0,0,1012,1325,109,9,0,4,1441,17863,1532,113,3,5,19510
21203,1103,59,5,0,0,1164,426,29,0,0,0,457,361,28,9,0,0,396,663,51,3,0,0,715,945,77,8,0,0,1030,3666,303,40,0,4,4010,6345,549,23,0,4,6919,11916,547,17,0,7,12484,4950,148,0,0,0,5103,2503,68,0,0,0,2576,1340,41,0,0,5,1380,2225,131,4,0,0,2360,36438,2036,110,0,18,38614
21204,1052,129,53,0,0,1237,292,60,36,0,0,376,271,53,18,0,0,340,458,104,56,0,0,619,603,127,117,0,3,843,1766,471,304,3,0,2545,2146,680,263,3,0,3091,3463,791,183,0,0,4440,1953,320,45,0,0,2318,1706,171,21,0,0,1902,915,88,24,0,0,1026,1206,208,73,0,0,1493,15837,3194,1184,11,7,20231
21205,1093,142,102,0,0,1338,225,32,31,0,0,287,194,33,26,0,0,246,305,50,40,0,0,390,362,63,62,0,0,493,976,198,254,0,0,1432,1084,262,357,0,0,1702,2044,581,471,0,3,3103,1590,499,275,0,0,2368,2563,489,285,0,0,3339,2741,282,126,0,0,3149,1105,191,117,0,0,1412,14280,2820,2141,0,11,19256
21301,1124,117,23,0,0,1265,371,44,11,0,0,433,361,47,13,0,0,425,559,98,26,0,0,676,736,112,42,0,0,889,2448,488,155,0,0,3088,2868,615,107,0,0,3586,3998,618,43,0,0,4661,1531,164,9,0,6,1703,1085,100,3,0,0,1197,617,72,3,5,0,697,1325,174,39,0,0,1544,17022,2653,475,4,8,20162
21302,442,100,17,0,0,560,133,33,5,0,0,173,117,25,10,0,0,150,200,53,10,0,0,267,278,66,23,0,0,362,797,217,78,0,0,1092,935,308,116,3,0,1363,1530,599,106,0,4,2231,1052,427,45,0,0,1531,1081,482,26,0,4,1593,1051,298,20,0,0,1372,544,132,24,0,0,703,8163,2740,473,13,8,11394
21303,375,132,45,0,0,557,84,26,16,0,0,128,66,29,21,0,0,112,124,51,52,0,0,225,168,59,115,0,0,340,478,250,477,8,0,1212,555,380,533,8,3,1473,1114,743,489,10,0,2357,879,436,171,3,0,1489,1184,356,91,4,0,1633,871,189,52,6,0,1116,367,132,92,6,0,598,6251,2797,2149,37,3,11243
21304,1119,60,5,0,3,1184,435,31,5,4,0,471,377,37,5,0,0,420,659,51,3,0,0,713,1046,75,10,0,0,1136,3869,301,30,0,0,4209,6129,312,41,0,11,6496,8457,284,13,0,11,8769,3039,71,3,0,3,3120,2074,66,4,0,4,2138,1149,37,3,0,0,1190,2146,84,4,0,0,2238,30504,1417,130,8,30,32079
21305,1370,104,19,0,0,1484,400,54,15,0,0,471,367,46,11,0,0,425,734,74,18,0,0,828,1036,131,27,0,0,1195,4089,513,106,0,0,4706,7469,768,101,0,3,8355,12932,774,47,0,6,13764,4734,257,7,0,0,4998,2803,155,11,0,0,2971,1582,89,4,0,0,1678,2713,204,26,0,0,2942,40242,3161,386,0,20,43807
21401,807,102,14,0,0,922,354,48,4,0,0,404,292,58,4,0,0,351,585,89,12,0,0,689,783,128,11,0,0,932,2379,492,60,0,0,2940,3141,612,40,0,0,3803,4906,522,26,0,3,5453,2342,165,4,0,0,2513,1592,79,8,0,0,1677,806,49,6,0,0,863,1214,126,10,0,0,1352,19217,2476,190,11,8,21907
21402,1094,105,26,0,0,1225,398,44,11,0,0,454,325,41,5,0,0,363,567,49,3,0,0,621,767,87,22,0,0,874,2197,233,43,0,0,2478,2862,291,53,0,0,3204,4488,245,62,0,0,4805,2545,76,36,0,0,2661,2309,65,14,0,4,2391,1933,54,18,0,0,1999,1337,76,17,0,0,1427,20826,1362,298,11,7,22504
21501,474,9,0,0,5,483,403,0,0,0,0,409,418,4,0,0,0,425,767,4,0,5,0,773,905,9,4,4,0,924,1596,12,4,0,0,1608,819,5,0,0,0,823,522,0,5,0,0,527,186,0,0,0,0,189,138,0,0,0,0,138,94,0,0,0,0,101,375,0,0,0,0,386,6697,42,18,15,5,6777
21502,300,8,7,0,0,315,183,0,0,0,0,189,213,8,0,0,0,221,485,19,15,0,0,521,705,26,12,0,0,740,1823,47,21,0,0,1885,1168,17,0,0,0,1192,785,13,0,4,0,806,234,0,0,0,0,233,159,0,0,0,0,166,111,0,0,0,0,111,435,17,5,0,0,457,6612,162,59,4,0,6840
21503,289,6,0,0,0,291,190,0,0,0,0,188,226,3,0,0,0,230,433,8,0,0,0,445,486,10,5,0,0,503,880,12,3,0,0,898,487,3,0,6,0,498,344,0,0,0,0,349,91,0,0,0,0,96,67,0,0,0,0,69,67,0,0,0,0,71,252,0,3,0,0,258,3813,42,16,16,5,3890
21601,250,3,0,0,0,246,145,5,0,0,0,145,141,5,0,0,0,146,339,14,0,4,0,354,468,13,0,0,0,479,1089,19,0,4,3,1115,888,11,0,0,0,905,643,6,0,5,0,654,165,0,0,0,0,169,135,0,0,0,0,135,115,5,0,0,0,120,321,7,0,0,0,327,4693,82,0,17,6,4792
21602,205,7,0,0,0,217,126,6,0,0,0,136,134,6,0,0,0,143,246,14,0,5,0,264,347,6,0,0,0,357,838,17,0,4,0,857,621,4,0,0,0,626,430,6,0,3,0,439,122,3,0,0,0,131,96,0,0,0,0,97,99,0,0,0,0,106,217,8,0,0,0,222,3489,81,4,9,5,3585
21603,346,10,0,0,5,359,213,11,0,0,0,222,202,15,0,4,0,220,477,23,0,3,3,507,764,19,0,5,0,788,2131,45,0,0,0,2176,1587,13,0,0,0,1608,1130,7,0,0,4,1143,319,0,0,0,0,328,221,0,0,0,0,226,182,0,0,0,6,189,462,10,0,0,0,471,8040,157,3,19,13,8233
21701,292,9,0,0,0,298,189,5,5,0,0,193,238,10,0,0,0,248,499,4,0,0,0,506,567,5,0,0,0,581,1073,12,0,0,0,1085,570,6,0,0,0,576,372,6,6,0,0,386,140,5,0,0,0,139,95,0,0,0,3,97,79,0,0,0,0,79,263,3,0,0,0,266,4383,58,12,7,3,4456
21703,269,3,0,0,0,281,148,5,0,0,0,153,176,0,0,0,0,181,327,7,0,0,0,336,466,7,0,0,0,477,1061,13,0,5,0,1081,758,10,0,0,0,767,534,7,0,0,0,541,193,0,0,3,0,198,149,4,0,0,0,153,153,0,0,3,4,155,295,4,0,0,0,295,4522,58,7,12,12,4613
21704,300,16,4,3,0,319,147,15,5,0,0,162,147,7,0,0,0,154,309,23,6,0,0,339,464,33,12,3,0,521,1396,56,19,9,0,1483,1356,35,8,0,0,1403,1037,16,3,3,0,1061,322,5,0,0,0,326,234,0,0,0,0,237,195,0,0,0,0,196,374,9,4,0,0,398,6291,218,63,19,3,6601
