SA3_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
20101,574,40,5,0,0,615,360,33,3,0,0,400,298,30,4,0,0,327,665,76,8,6,0,752,991,95,20,0,0,1108,3110,248,33,3,4,3394,3283,110,7,3,8,3408,2597,81,3,4,5,2690,816,23,0,3,4,846,576,20,4,0,0,600,354,11,3,0,0,368,709,35,3,0,0,748,14333,800,97,13,19,15261
20102,225,0,0,3,0,233,148,3,0,0,0,148,125,0,0,0,0,122,223,0,0,0,0,225,298,0,0,0,0,304,788,12,0,0,0,802,841,9,0,0,0,858,888,0,0,0,3,892,339,0,0,0,0,340,251,0,0,5,0,249,173,0,0,0,0,179,304,0,0,0,0,305,4603,34,4,10,4,4653
20103,199,0,0,4,0,206,171,4,0,0,0,169,159,0,0,3,0,160,343,3,0,0,0,344,436,0,3,0,0,441,799,4,0,3,4,809,511,0,0,5,0,510,353,0,0,4,3,364,101,0,0,0,0,109,65,0,0,0,0,62,53,0,0,0,0,53,208,0,0,0,0,210,3394,16,7,19,7,3443
20201,568,14,0,0,0,585,335,14,3,0,0,357,293,16,0,0,0,305,656,32,3,0,0,694,970,59,5,0,0,1028,3249,104,11,3,9,3380,3038,62,13,0,9,3120,2133,38,3,0,0,2176,629,6,0,0,0,641,448,12,0,0,0,464,287,3,0,0,0,288,690,15,0,0,0,711,13298,372,45,6,25,13746
20202,397,6,0,0,0,405,230,3,0,0,0,229,178,5,5,0,0,187,299,7,0,9,0,309,455,8,0,3,0,464,1293,10,0,5,0,1312,1443,17,0,5,0,1467,1421,13,5,9,0,1448,643,3,0,4,0,653,489,3,0,0,0,491,307,0,0,0,0,310,445,12,0,0,0,452,7603,72,10,38,9,7732
20203,100,0,0,0,4,103,82,0,0,0,0,83,86,0,0,6,0,91,142,0,0,0,0,142,177,0,0,0,0,177,290,0,0,0,0,294,219,0,0,0,0,221,123,0,0,0,0,130,45,0,0,0,0,45,39,0,0,0,0,39,36,0,0,0,0,30,96,0,0,0,0,96,1433,3,0,11,6,1455
20301,155,0,0,0,0,158,78,0,0,0,0,78,70,0,0,0,0,70,116,7,0,0,0,116,170,3,0,0,0,173,501,7,0,0,0,511,680,3,0,0,0,680,887,3,0,0,0,892,441,0,0,0,0,439,271,0,0,0,0,272,188,0,0,0,0,187,208,0,0,0,0,208,3761,34,0,0,0,3794
20302,1141,72,11,7,0,1225,544,34,6,0,0,576,450,29,6,0,0,489,927,82,18,3,0,1031,1206,119,33,0,0,1356,4115,347,92,3,0,4558,5177,343,54,0,3,5572,6289,221,61,0,3,6580,2266,74,15,4,4,2359,1615,44,16,0,8,1675,987,36,5,0,0,1027,1451,74,15,0,0,1549,26159,1465,337,18,24,28002
20303,490,28,3,0,0,519,257,12,0,0,0,268,168,8,0,0,0,173,307,16,0,0,0,320,410,18,0,0,0,432,1374,51,5,3,0,1432,1873,75,3,5,0,1962,2768,82,11,0,0,2865,1452,34,0,0,0,1497,1214,36,0,0,0,1247,807,22,0,0,0,825,709,26,4,0,0,736,11829,395,27,11,10,12267
20401,369,3,4,0,3,377,222,7,0,0,0,230,214,7,0,0,0,223,373,16,0,0,0,385,558,15,5,6,0,580,1525,25,3,9,0,1552,1436,17,3,5,0,1462,1339,3,0,4,0,1346,474,0,0,0,0,480,356,0,0,0,0,358,253,3,0,4,0,255,488,0,0,0,0,491,7602,100,19,22,3,7746
20402,288,9,0,0,3,299,170,4,0,0,0,175,168,4,0,0,0,178,365,17,0,4,0,386,574,31,0,0,0,606,1396,32,0,5,0,1430,1172,17,0,0,0,1194,848,0,0,3,0,849,244,0,0,6,0,245,222,0,0,0,0,226,158,0,0,0,0,159,356,6,0,0,0,362,5953,128,3,18,7,6112
20403,416,11,3,0,3,431,244,9,0,0,0,257,214,3,3,0,0,222,450,21,0,0,0,481,743,39,15,0,5,794,2095,56,10,3,0,2164,2112,16,0,3,4,2136,1635,13,5,0,3,1654,548,4,0,0,0,557,415,0,0,3,0,423,244,0,0,0,0,246,506,17,0,4,0,528,9623,184,34,24,21,9893
20501,322,6,3,0,0,334,161,5,0,0,0,171,155,3,3,0,0,163,298,10,0,0,0,312,443,20,16,0,0,476,1408,39,21,0,3,1478,1819,18,8,0,0,1855,1682,11,3,0,5,1703,591,0,0,0,0,589,414,3,0,0,0,412,288,0,0,0,0,296,490,10,4,0,0,507,8080,134,76,6,12,8302
