SA3_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
20605,0,0,0,0,1655,1659,36,0,0,4,2610,2654,1505,87,102,9,9291,10994,3457,245,557,10,4679,8947,3051,331,889,32,2883,7185,2567,285,1093,84,1773,5799,1926,187,826,126,872,3932,1146,72,346,160,334,2052,292,7,51,165,78,597,13980,1222,3860,588,24177,43821,3,0,0,0,1623,1631,75,3,0,0,2818,2898,2066,125,241,9,9687,12126,3562,290,791,36,4662,9343,3068,367,1207,82,2771,7501,2461,221,1316,206,1599,5808,1723,156,1098,482,660,4123,837,53,441,702,181,2212,134,9,107,569,50,876,13928,1237,5204,2084,24047,46509,7,0,0,0,3278,3288,113,4,4,0,5431,5551,3568,214,345,22,18980,23122,7018,542,1345,46,9338,18287,6120,700,2094,115,5656,14680,5028,506,2409,290,3372,11602,3645,351,1922,611,1526,8052,1992,125,785,862,514,4268,427,15,160,735,129,1468,27907,2457,9064,2674,48224,90328
20606,0,0,0,0,911,915,18,0,5,0,2105,2128,999,42,85,0,7278,8402,1828,111,258,14,2694,4902,1567,148,369,11,1193,3294,1539,108,432,42,733,2854,1412,98,359,76,351,2292,1063,35,182,144,143,1565,336,4,43,140,32,562,8754,546,1733,431,15449,26907,0,0,0,0,1067,1071,35,5,5,0,2881,2914,1302,59,151,3,7611,9135,1868,148,323,11,2419,4766,1672,182,541,20,1097,3513,1540,136,662,104,586,3036,1437,95,628,318,367,2840,841,39,308,614,143,1952,146,3,80,589,56,875,8838,669,2692,1672,16223,30098,0,0,0,0,1982,1982,48,5,3,0,4990,5044,2304,107,233,5,14888,17543,3695,258,582,27,5108,9668,3236,336,909,36,2282,6802,3076,247,1095,146,1320,5886,2846,189,983,395,717,5128,1901,70,491,760,287,3515,481,4,127,738,88,1438,17589,1213,4425,2101,31673,57008
20607,0,0,0,0,1186,1190,26,4,4,4,2933,2966,1265,61,115,12,11672,13122,2688,204,421,15,4629,7952,2215,229,579,38,2138,5200,2010,199,696,65,1353,4323,1565,123,539,106,592,2925,826,44,197,141,235,1441,267,10,39,115,57,487,10859,878,2579,500,24798,39611,0,0,0,0,1413,1417,48,3,3,0,3626,3685,1664,146,189,5,11963,13972,2745,223,487,30,3888,7372,2263,261,734,74,1842,5173,1842,207,944,180,1023,4195,1431,134,804,414,559,3341,618,44,381,570,202,1805,117,12,75,533,62,801,10730,1018,3625,1815,24576,41763,4,0,0,0,2602,2608,72,13,8,0,6557,6654,2926,208,301,22,23638,27093,5431,426,907,41,8518,15326,4471,489,1314,113,3979,10373,3854,407,1639,246,2378,8523,2994,258,1340,521,1154,6265,1446,86,578,706,435,3247,384,16,113,652,118,1288,21589,1901,6201,2310,49373,81376
20701,0,0,0,0,6096,6100,34,3,0,6,6184,6229,2053,59,94,3,8220,10424,6333,186,407,12,2532,9469,8313,373,716,52,1558,11016,7609,259,842,116,1091,9915,5795,177,592,215,636,7420,3322,86,316,358,270,4347,1095,24,67,533,105,1820,34560,1160,3027,1298,26689,66732,3,0,0,0,5845,5853,58,9,0,0,6009,6075,2770,81,160,10,7601,10620,7393,288,631,33,2586,10937,9377,492,1171,124,1631,12800,7542,337,1484,320,1147,10831,5448,208,1240,903,698,8499,2597,80,646,1695,468,5479,538,10,189,2124,279,3143,35731,1513,5524,5204,26268,74237,3,0,0,0,11943,11950,97,10,0,8,12192,12306,4819,144,251,12,15817,21044,13733,474,1038,40,5112,20408,17694,867,1885,177,3190,23812,15148,598,2332,437,2243,20747,11252,383,1830,1113,1336,15917,5911,164,957,2049,738,9829,1634,34,259,2660,377,4961,70289,2676,8552,6497,52954,140967
20702,4,0,0,0,2794,2794,30,0,0,0,2972,3000,1751,38,83,4,3809,5686,4503,162,248,4,1377,6292,4246,235,498,26,950,5953,4353,196,561,47,484,5640,3770,114,336,164,175,4552,3116,61,190,373,76,3815,1092,14,37,453,18,1615,22869,820,1945,1066,12662,39357,0,0,0,0,2520,2520,53,3,0,0,2556,2616,2350,56,130,4,3218,5758,5021,264,479,20,1169,6953,4584,312,787,69,805,6555,4574,222,960,252,469,6478,3899,132,636,725,242,5647,2505,60,317,1626,94,4606,504,17,99,1532,39,2192,23495,1069,3406,4235,11113,43313,4,0,0,0,5313,5320,84,3,3,0,5525,5613,4103,95,211,8,7030,11449,9526,420,726,25,2550,13247,8828,547,1285,92,1755,12510,8928,413,1521,300,954,12114,7669,253,973,888,423,10197,5618,124,506,2000,166,8421,1599,30,132,1983,59,3807,46361,1885,5350,5300,23772,82669
20703,0,0,0,0,3215,3217,79,0,0,0,4707,4782,2225,57,136,9,5841,8267,4762,157,349,5,1619,6903,4826,239,466,43,1093,6661,3961,200,648,75,756,5637,3065,111,406,146,413,4138,1999,68,217,295,114,2690,821,20,44,390,46,1325,21739,858,2279,966,17787,43629,5,0,0,0,3230,3230,124,5,4,0,4233,4362,2815,111,206,6,4881,8014,5117,224,480,24,1467,7312,5124,330,867,87,1094,7502,3885,245,1107,242,709,6192,2941,130,860,601,455,4994,1645,73,434,1253,191,3604,438,14,134,1493,108,2181,22085,1133,4091,3712,16360,47385,3,0,0,4,6435,6446,198,5,7,0,8941,9154,5036,171,343,10,10719,16286,9883,381,829,29,3090,14215,9953,571,1328,127,2184,14161,7845,442,1756,322,1466,11831,6002,245,1262,751,868,9132,3646,141,652,1551,303,6292,1252,33,181,1885,153,3502,43824,1991,6372,4676,34153,91012
20801,3,0,0,0,3588,3596,7,0,0,0,2754,2766,783,26,29,0,2966,3806,3616,117,254,13,1438,5443,5602,271,645,31,1091,7639,4955,203,750,89,707,6700,3850,168,610,140,360,5125,2343,60,259,299,125,3097,707,15,72,357,76,1225,21868,862,2627,932,13110,39406,5,0,0,0,3373,3369,15,0,0,0,2425,2442,1183,42,68,0,2809,4101,4305,193,382,27,1469,6372,6041,397,915,73,1195,8621,4821,305,1206,231,774,7337,3606,173,1110,655,411,5952,1822,64,555,1206,185,3838,367,14,170,1549,101,2201,22159,1193,4406,3736,12733,44233,4,0,0,0,6959,6965,27,0,3,0,5178,5212,1967,62,103,0,5772,7912,7923,308,638,35,2909,11814,11636,669,1557,104,2284,16260,9780,509,1952,317,1482,14041,7462,341,1717,792,771,11081,4162,134,822,1506,310,6937,1072,33,240,1906,173,3422,44026,2058,7034,4672,25846,83632
20802,6,3,0,0,4445,4455,81,0,6,0,4974,5054,2966,73,103,5,8530,11679,7319,253,466,15,3052,11102,7005,355,836,54,2032,10285,5504,309,973,98,1296,8184,4322,221,851,217,760,6366,2306,82,322,332,253,3293,874,17,88,435,72,1481,30383,1315,3641,1153,25406,61892,0,0,0,0,4266,4266,176,3,4,0,4801,4988,3935,120,205,6,7750,12020,7811,334,735,39,2966,11880,7191,513,1369,130,1993,11197,5265,399,1484,333,1296,8767,4028,264,1314,853,736,7194,1767,71,656,1531,275,4300,451,16,172,1943,112,2706,30615,1721,5942,4835,24201,67323,6,3,0,0,8712,8722,255,9,8,0,9768,10041,6905,191,307,9,16282,23697,15126,581,1201,55,6020,22987,14196,865,2199,181,4031,21477,10763,704,2460,429,2587,16955,8350,479,2167,1066,1499,13559,4074,153,977,1859,530,7592,1323,37,265,2386,184,4193,60996,3036,9584,5992,49606,129212
20803,6,0,0,0,3429,3430,25,0,0,0,3018,3047,1741,54,66,5,5145,7010,5427,227,411,25,2477,8568,5626,396,885,40,1840,8794,4515,346,1083,134,1140,7227,3603,207,797,220,491,5304,2141,78,395,357,169,3138,679,15,100,386,51,1235,23760,1321,3745,1166,17755,47749,0,0,0,0,3370,3369,46,3,0,0,2908,2968,2446,114,116,9,4855,7538,5828,367,644,38,2535,9408,5811,545,1361,124,1816,9653,4460,403,1647,349,987,7848,3318,249,1389,831,482,6274,1643,85,646,1402,195,3979,348,13,164,1565,78,2172,23911,1782,5969,4321,17229,53209,3,0,0,0,6799,6799,72,8,8,4,5920,6011,4187,165,181,11,10002,14549,11256,591,1060,63,5015,17974,11434,947,2244,166,3658,18452,8981,748,2734,480,2130,15074,6918,454,2185,1055,973,11578,3788,161,1046,1761,360,7119,1029,26,263,1949,129,3404,47668,3099,9718,5486,34983,100957
20804,0,0,0,0,1294,1294,11,0,0,0,1549,1562,580,10,35,0,2453,3089,1656,58,113,0,783,2613,1984,73,189,13,486,2745,1647,62,227,37,277,2245,1221,36,183,85,177,1701,831,33,95,98,91,1157,285,12,15,136,25,467,8226,279,873,376,7132,16881,0,0,0,0,1332,1333,13,0,4,0,1563,1586,840,27,38,0,2207,3116,1756,98,150,13,744,2762,2093,125,331,32,500,3086,1631,98,381,103,335,2544,1221,48,408,243,228,2148,636,22,158,480,110,1400,147,9,55,576,54,834,8346,426,1516,1449,7071,18805,0,0,0,0,2622,2629,30,0,5,0,3113,3144,1427,39,73,5,4659,6204,3417,152,263,11,1533,5375,4078,200,518,48,981,5830,3280,160,604,138,609,4796,2444,86,597,325,400,3849,1468,57,247,581,205,2560,435,9,70,712,79,1307,16567,706,2383,1824,14198,35686
20901,0,0,0,0,3624,3621,26,0,0,0,3604,3625,1983,50,74,9,5872,7983,5663,231,372,10,2555,8836,5361,371,720,36,1726,8224,4555,294,925,99,1142,7010,4211,208,708,246,516,5883,2585,80,287,377,154,3487,754,18,59,409,43,1279,25122,1257,3149,1189,19238,49949,0,3,0,4,3208,3207,53,3,3,0,3315,3380,2727,104,131,11,5297,8269,6067,310,519,30,2399,9329,5364,418,1117,103,1693,8698,4682,377,1408,319,1068,7849,3978,244,1190,860,530,6811,1995,86,536,1401,174,4194,428,12,123,1512,48,2121,25294,1551,5023,4238,17741,53856,0,0,0,4,6831,6832,74,4,6,0,6918,7008,4714,156,206,20,11166,16254,11728,549,891,45,4952,18164,10725,792,1838,140,3423,16921,9235,666,2331,413,2213,14862,8190,452,1899,1115,1042,12694,4576,167,823,1778,332,7678,1181,27,177,1914,95,3400,50422,2811,8175,5425,36975,103806
20902,0,0,0,0,2144,2152,50,5,0,0,3306,3361,2114,89,95,4,6751,9052,3805,188,379,13,3079,7472,3310,317,613,33,1935,6207,2535,262,682,72,1141,4699,1902,196,490,164,490,3245,1507,78,175,298,148,2207,627,17,46,343,40,1070,15857,1154,2488,923,19040,39461,7,0,0,0,2096,2104,164,9,5,0,2968,3153,2717,120,174,3,5954,8970,3803,281,507,32,3013,7637,3267,314,832,92,1869,6375,2468,287,959,248,1054,5027,1871,154,646,698,338,3705,1181,61,293,1200,115,2846,266,10,60,1314,43,1691,15760,1238,3473,3579,17453,41500,10,0,0,0,4248,4256,218,17,7,0,6267,6512,4832,207,269,8,12706,18020,7612,473,888,43,6092,15112,6577,626,1442,125,3803,12577,5009,554,1645,325,2194,9727,3777,355,1130,856,830,6946,2687,133,472,1491,269,5050,893,20,108,1649,83,2765,31612,2387,5968,4506,36494,80966
20903,0,0,0,0,2518,2521,13,0,3,0,2128,2143,776,20,21,0,2185,3007,2606,95,152,8,1056,3912,3688,197,400,28,803,5109,3655,160,513,66,485,4886,2739,87,366,128,172,3491,1197,33,111,154,40,1534,206,0,21,121,8,352,14887,585,1589,505,9387,26953,0,4,0,0,2331,2333,20,0,3,0,1855,1879,1072,35,28,3,1871,3008,2990,132,258,14,898,4287,3805,246,600,58,776,5488,3635,136,702,173,421,5070,2480,86,529,343,143,3585,835,32,195,417,33,1514,106,0,26,396,10,549,14955,678,2347,1405,8339,27720,0,4,0,0,4850,4859,34,0,8,3,3977,4022,1851,51,54,3,4060,6015,5597,220,411,21,1947,8200,7486,444,1002,82,1575,10593,7294,299,1213,238,906,9954,5222,173,898,473,311,7072,2034,70,309,569,73,3050,312,0,47,518,22,906,29841,1259,3941,1910,17725,54668
20904,6,0,4,0,7473,7481,183,7,8,0,8038,8242,7143,231,294,9,11783,19460,14260,630,912,36,4561,20395,10056,820,1604,78,2542,15115,8232,663,1608,193,1214,11912,6709,388,885,392,397,8774,3404,107,297,534,110,4451,820,20,54,436,35,1366,50818,2879,5670,1678,36158,97198,18,0,3,0,6961,6979,554,27,29,5,6855,7458,9952,459,433,23,9299,20153,14091,925,1422,95,3807,20344,9569,1016,2380,294,2259,15522,7977,764,2540,778,985,13049,6046,382,1404,1708,332,9870,2308,84,431,2161,87,5074,398,15,71,1559,27,2070,50919,3674,8711,6621,30599,100524,21,0,9,0,14431,14463,738,35,28,3,14890,15702,17093,689,727,32,21079,39618,28356,1555,2332,130,8370,40738,19635,1840,3987,372,4803,30640,16203,1431,4145,976,2206,24959,12759,768,2295,2099,725,18646,5716,194,729,2691,197,9527,1220,38,125,1991,60,3439,101741,6549,14378,8296,66766,197728
21001,3,0,0,0,1865,1863,12,0,0,0,1727,1744,890,26,44,5,2545,3504,2642,114,171,8,1077,4014,2760,190,414,15,832,4211,2352,148,423,41,438,3395,2175,71,270,111,194,2824,1741,53,99,224,56,2178,556,14,16,265,22,872,13128,620,1435,660,8758,24603,0,0,0,0,1705,1702,17,0,0,0,1501,1523,1253,51,50,3,2071,3437,2833,154,265,14,925,4194,2835,257,574,52,687,4402,2388,189,641,159,416,3796,2254,124,442,518,176,3511,1373,34,181,1028,52,2670,213,5,43,943,17,1229,13171,818,2192,2715,7566,26469,0,0,0,0,3570,3573,27,0,0,0,3233,3264,2140,77,92,8,4625,6936,5475,272,436,25,2003,8213,5589,448,989,70,1517,8613,4738,330,1067,195,858,7191,4432,196,704,623,375,6337,3116,87,280,1252,108,4844,770,22,60,1207,39,2104,26300,1440,3626,3376,16328,51071
21002,0,0,0,0,1181,1181,5,0,0,0,778,783,447,16,19,0,996,1474,1424,55,90,5,482,2056,1639,93,228,9,399,2368,1605,93,263,38,233,2229,1266,62,179,75,105,1697,659,26,81,84,32,885,98,0,14,67,4,176,7143,353,873,275,4212,12854,0,0,0,0,1043,1040,9,0,0,0,672,684,602,31,32,5,883,1543,1585,83,146,7,508,2324,1731,130,327,41,337,2575,1537,88,329,73,190,2218,1207,49,248,204,81,1791,438,10,70,263,25,815,52,0,21,170,3,241,7161,389,1178,773,3740,13235,0,0,0,0,2222,2219,8,5,0,0,1458,1473,1053,38,45,5,1879,3020,3009,143,236,12,993,4386,3377,215,558,51,739,4939,3140,175,594,108,423,4451,2475,114,429,286,188,3491,1097,41,153,355,60,1700,145,3,31,234,8,418,14307,738,2050,1049,7951,26094
21003,0,0,0,0,1959,1957,134,11,3,0,2763,2908,2601,80,111,0,4909,7707,4195,161,300,9,1902,6567,2773,233,485,28,1142,4657,2113,196,533,65,711,3612,1375,127,352,99,320,2267,1108,47,129,208,100,1594,617,20,25,359,41,1054,14899,872,1938,768,13846,32326,3,0,0,0,1764,1767,327,20,10,0,2116,2472,3330,111,148,6,3832,7434,3977,261,413,23,1712,6375,2642,287,688,73,1094,4785,1974,241,726,202,675,3824,1301,117,490,508,262,2674,940,39,191,1120,88,2380,298,14,73,1345,27,1752,14790,1092,2736,3275,11573,33472,3,0,0,0,3719,3730,451,31,8,0,4878,5381,5931,193,262,9,8744,15141,8172,418,711,30,3610,12942,5415,518,1179,100,2238,9447,4084,436,1259,269,1387,7441,2670,239,838,603,584,4939,2050,88,321,1331,189,3977,913,29,95,1697,69,2805,29689,1965,4677,4044,25415,65794
21004,0,0,0,0,1380,1380,13,0,0,0,1386,1401,1010,44,32,3,2275,3361,1831,114,174,8,929,3050,1771,158,334,12,561,2842,1794,138,391,43,260,2624,1348,90,245,74,116,1871,594,32,85,92,33,843,158,3,7,85,12,266,8526,575,1280,317,6950,17644,0,0,0,0,1262,1266,31,0,0,0,1256,1290,1312,66,60,7,2049,3487,1923,153,243,15,849,3178,1843,183,518,44,525,3114,1751,173,572,141,252,2884,1196,82,413,318,94,2101,423,29,131,389,21,994,87,0,22,299,12,425,8568,687,1958,1213,6325,18747,0,0,0,0,2641,2643,46,0,0,0,2642,2698,2327,107,93,6,4318,6854,3753,262,415,21,1776,6225,3615,339,852,60,1084,5955,3545,309,962,182,511,5513,2545,170,659,390,212,3979,1012,64,218,479,58,1834,244,8,33,383,27,689,17092,1260,3231,1526,13274,36390
21005,13,0,3,0,6541,6560,275,8,0,0,7086,7372,6873,283,304,12,9681,17143,11757,599,693,31,3040,16128,7946,596,1121,58,1704,11420,6909,542,1184,185,1032,9849,4505,274,658,272,303,6013,2199,101,212,334,90,2936,415,12,33,258,19,732,40892,2415,4201,1152,29495,78148,21,0,0,4,6187,6215,746,45,28,0,5988,6805,9782,533,458,22,6590,17387,11245,852,1070,86,2457,15719,7636,808,1647,278,1492,11861,6136,593,1594,745,800,9870,3801,270,884,1382,255,6581,1287,75,290,1498,72,3219,175,10,41,829,14,1065,40830,3183,6010,4844,23853,78725,35,3,3,6,12735,12778,1025,55,27,0,13068,14174,16657,816,760,35,16269,34528,23003,1456,1762,122,5502,31844,15586,1400,2767,337,3192,23282,13041,1139,2777,930,1828,19715,8302,549,1539,1647,553,12596,3487,170,501,1832,163,6151,589,22,70,1083,34,1797,81723,5599,10208,5996,53347,156874
21101,8,5,0,0,4836,4845,42,5,0,0,4987,5036,2819,73,97,5,7043,10030,7261,324,460,17,2820,10880,6926,459,915,55,2012,10358,7086,397,1195,130,1029,9839,5771,240,819,314,381,7524,3013,90,374,467,116,4050,734,23,79,453,37,1336,33659,1600,3938,1443,23267,63897,8,3,0,0,4470,4477,104,9,4,3,4512,4627,3827,156,221,13,5982,10194,7817,444,695,35,2418,11402,7216,620,1487,155,1717,11200,7050,487,1898,441,819,10693,5209,289,1466,1189,333,8481,2276,78,609,1776,108,4857,399,21,121,1621,47,2203,33903,2101,6487,5232,20403,68131,14,4,0,0,9306,9320,144,10,3,3,9499,9661,6647,227,315,20,13019,20226,15077,767,1154,53,5234,22278,14145,1070,2403,212,3730,21558,14139,883,3086,574,1853,20534,10984,529,2282,1501,719,16008,5291,164,984,2241,228,8903,1130,46,203,2073,85,3539,67556,3700,10424,6672,43669,132024
21102,0,0,0,0,1092,1095,3,0,0,0,907,914,226,5,18,0,698,946,948,24,39,7,275,1292,1619,59,121,10,224,2036,1559,45,153,19,115,1888,1146,33,120,41,57,1396,657,13,46,81,12,810,202,3,12,93,6,313,6368,181,508,253,3383,10700,0,0,0,0,977,978,3,0,0,0,827,835,360,10,13,0,571,951,1136,35,71,4,237,1491,1725,97,185,22,204,2235,1496,37,225,55,117,1926,1087,28,156,151,55,1481,506,13,92,294,19,923,94,0,20,316,7,437,6406,227,758,857,3013,11266,0,0,0,0,2072,2076,9,0,0,0,1739,1751,586,12,27,6,1272,1898,2091,65,108,11,515,2789,3344,164,309,33,426,4272,3057,78,374,74,231,3820,2234,67,272,195,109,2877,1162,20,136,381,31,1735,293,3,32,411,6,749,12781,412,1264,1107,6400,21966
21103,10,0,0,0,3389,3399,51,4,0,0,3277,3325,2327,81,64,3,4794,7264,5437,203,318,11,2155,8125,4761,354,751,29,1483,7367,4262,304,900,86,905,6455,3452,167,694,213,331,4857,2124,74,282,293,89,2866,599,9,66,351,23,1050,23028,1190,3074,980,16441,44710,3,0,0,0,3053,3060,88,3,0,0,3001,3094,3099,134,135,12,4358,7735,5767,332,522,38,1997,8658,4736,464,1184,109,1443,7943,4235,344,1461,303,759,7107,3283,238,1211,805,326,5867,1663,66,581,1251,116,3680,322,5,134,1321,41,1825,23196,1577,5237,3856,15090,48953,5,0,0,3,6441,6454,134,4,0,0,6273,6419,5427,211,204,14,9143,14998,11207,535,837,51,4157,16781,9498,816,1937,139,2925,15307,8494,646,2358,392,1664,13555,6743,399,1907,1014,658,10729,3789,138,868,1546,207,6543,922,17,203,1668,63,2874,46220,2766,8310,4833,31531,93662
21104,0,0,0,0,1895,1900,16,0,0,0,1915,1931,1212,23,53,0,2436,3723,3247,80,188,0,877,4390,2914,132,339,16,746,4142,2367,109,336,47,442,3303,2142,84,270,116,211,2828,1455,42,134,194,68,1885,469,8,42,220,19,755,13814,485,1362,592,8603,24865,0,0,0,0,1681,1686,45,0,0,0,1636,1689,1622,45,72,3,1976,3713,3563,124,263,19,856,4831,2975,209,518,55,695,4453,2395,133,584,133,429,3674,2078,82,586,408,209,3356,1213,33,277,872,102,2508,237,10,79,865,51,1225,14123,632,2381,2356,7640,27136,4,0,0,0,3576,3582,63,0,0,0,3558,3621,2830,70,125,9,4411,7442,6806,211,452,22,1735,9221,5886,336,857,68,1440,8593,4767,243,914,175,867,6971,4215,167,859,525,418,6188,2666,82,413,1069,171,4398,700,18,117,1079,64,1983,27939,1121,3750,2952,16239,52005
21105,0,5,4,0,4892,4895,48,5,3,0,4410,4464,2891,82,100,3,6356,9434,6047,291,491,13,3001,9846,6395,539,1091,59,2326,10409,6427,400,1426,170,1347,9777,5554,298,1024,325,519,7723,2965,108,442,436,165,4103,634,17,75,326,30,1081,30959,1751,4649,1336,23042,61731,3,0,0,0,4480,4489,92,0,3,3,4082,4172,3686,165,162,18,5604,9636,6539,429,722,49,2727,10465,6582,649,1618,146,1936,10930,6444,539,2028,440,933,10389,5202,271,1606,1068,388,8547,2123,102,621,1433,108,4398,332,14,96,1106,39,1587,31000,2185,6868,4265,20297,64620,0,6,0,0,9371,9381,135,5,7,4,8491,8637,6577,256,266,21,11960,19073,12581,720,1216,64,5728,20308,12982,1184,2708,209,4265,21344,12872,942,3457,608,2282,20163,10759,575,2633,1396,908,16273,5085,215,1059,1870,272,8503,967,30,176,1432,73,2672,61959,3932,11515,5604,43341,126350
21201,0,0,0,0,3799,3805,71,3,0,4,3516,3591,3252,99,111,10,5445,8924,5942,299,440,17,1979,8678,4586,358,841,41,1257,7083,3725,306,849,105,651,5632,2939,181,587,166,234,4110,1607,79,205,248,81,2212,344,10,30,200,14,595,22460,1337,3066,794,16968,44623,8,0,0,0,3491,3499,168,14,6,0,3299,3486,4381,220,217,9,4873,9687,5864,439,633,52,1863,8844,4498,466,1211,101,1130,7412,3615,363,1261,323,480,6049,2732,173,886,653,165,4615,1146,45,286,892,67,2433,164,0,61,664,9,897,22570,1717,4551,2708,15381,46920,8,0,0,0,7297,7301,229,14,8,8,6816,7073,7629,319,327,29,10312,18610,11806,738,1075,67,3843,17520,9092,826,2049,149,2384,14493,7338,668,2109,429,1129,11675,5669,359,1477,823,399,8722,2753,120,488,1140,144,4646,507,10,89,861,26,1493,45022,3055,7622,3498,32342,91543
21202,0,3,5,4,4656,4661,98,3,0,0,4724,4831,3137,127,150,6,5809,9226,6747,281,462,22,2098,9600,6446,371,791,46,1274,8927,5951,359,939,132,732,8105,4178,215,592,236,240,5455,2067,75,254,339,66,2794,559,13,26,286,14,899,29183,1442,3209,1062,19611,54509,5,6,0,0,4298,4307,239,16,6,0,4015,4279,4163,201,205,12,4513,9097,6947,422,719,69,1666,9829,6409,493,1225,140,1122,9388,5580,412,1376,458,549,8381,3637,239,943,882,201,5896,1457,58,375,1281,64,3235,287,16,79,1118,33,1533,28734,1860,4932,3967,16461,55951,13,6,3,4,8950,8969,343,20,7,0,8741,9110,7303,323,355,21,10318,18322,13691,704,1183,91,3766,19428,12854,867,2012,184,2395,18323,11533,768,2314,591,1285,16492,7813,452,1529,1116,441,11354,3522,129,632,1611,129,6024,851,26,106,1403,45,2428,57920,3302,8139,5030,36074,110454
