SA3_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
20604,13,183,8,3931,8,3,11,8,16,13,10,8,5,6,586,668,4,9,11,4,0,0,0,0,4,17,62,110,6394,1759,181,3057,454,2336,301,1382,233,2476,692,19259
20605,13,163,7,3561,10,0,5,10,8,13,8,8,0,22,416,495,3,0,3,3,0,3,0,4,0,25,48,94,4902,777,109,2122,310,1237,151,761,117,1960,502,12949
20606,11,238,8,2797,11,0,4,8,12,4,0,3,0,12,241,293,8,5,6,4,5,3,0,0,0,28,20,72,3312,458,51,1280,184,799,86,554,70,1415,278,8499
20607,7,92,0,3628,16,3,3,5,8,4,4,7,5,12,303,359,4,0,0,0,0,3,0,0,0,11,25,48,5180,583,74,1887,253,974,106,607,78,1563,343,11638
20701,27,459,0,3700,11,3,4,10,8,13,3,4,4,45,428,534,8,5,3,7,4,3,3,3,5,60,52,149,3670,913,72,2103,237,1507,141,1443,179,5451,522,16248
20702,8,121,4,1089,6,3,0,6,0,6,7,6,4,31,263,324,4,3,4,3,3,3,0,0,0,84,61,176,1545,525,62,1047,135,865,73,787,124,4964,390,10508
20703,7,75,0,1133,8,4,3,4,0,3,3,3,0,19,263,313,4,0,5,4,0,3,0,0,3,55,46,118,1966,599,52,1260,151,951,104,841,124,3915,351,10312
20801,21,285,0,2538,9,3,0,5,5,10,0,7,5,41,278,357,6,5,0,5,5,6,5,6,3,58,30,133,2068,512,46,1251,134,979,93,1036,122,3838,334,10418
20802,13,146,3,2719,12,0,3,7,4,16,4,13,5,25,383,484,18,3,7,4,3,11,4,9,0,61,72,197,4281,886,92,2284,299,1392,157,1226,171,4185,513,15490
20803,7,46,3,1574,16,3,5,8,4,3,6,4,0,26,271,346,12,0,3,10,3,3,0,0,6,76,67,184,3269,522,71,1708,238,1097,107,818,149,3868,391,12236
20804,12,122,4,1083,4,0,0,0,0,3,0,0,0,19,99,129,7,5,4,8,0,3,0,5,3,11,14,48,1144,208,13,585,73,388,28,369,45,1212,132,4203
20901,8,98,6,1639,14,5,0,6,3,11,0,11,0,37,294,383,11,0,0,10,0,7,0,3,4,92,68,203,2976,549,75,1610,269,1056,122,959,140,4520,429,12696
20902,0,18,0,913,9,3,0,3,9,8,0,3,4,23,227,297,3,0,5,0,3,7,0,3,0,54,79,155,2591,502,56,1490,205,844,111,516,109,2566,367,9355
20903,8,61,0,883,4,0,0,7,0,7,0,5,6,22,155,211,8,0,8,9,0,6,0,4,0,25,19,79,1198,357,58,949,119,662,68,619,109,2242,203,6575
20904,11,34,5,974,13,4,11,12,6,15,8,16,6,54,473,624,21,7,13,7,4,9,0,9,11,133,150,364,4370,790,132,2756,394,2139,209,1328,238,6915,773,20046
21001,5,28,0,590,4,0,5,4,4,8,0,5,0,24,123,173,5,5,4,5,4,3,0,0,0,60,51,133,1150,206,39,585,96,483,39,428,77,2690,218,6006
21002,0,31,0,454,3,0,0,5,0,0,0,3,0,19,92,127,6,0,6,0,0,4,0,0,3,28,9,61,731,175,28,476,90,350,39,280,58,1250,117,3600
21003,3,7,6,765,3,0,3,0,0,6,0,4,0,21,193,243,8,0,4,0,0,0,0,0,5,52,48,118,2196,328,51,1099,177,671,74,397,69,1995,288,7336
21004,6,14,0,350,3,4,0,3,0,0,0,0,0,5,84,106,3,0,0,3,0,0,0,0,0,20,10,45,1184,176,35,659,95,454,57,253,64,1337,107,4420
21005,0,16,5,596,19,4,4,10,10,20,11,18,9,36,305,436,17,4,7,5,4,7,0,0,7,97,113,260,2803,524,95,1607,267,1512,110,844,168,4465,510,12913
21101,8,37,0,1115,9,3,7,9,12,17,9,12,0,42,338,457,11,8,5,12,0,8,0,12,4,103,72,232,3285,681,92,2120,280,1539,138,1137,192,5806,470,15738
21102,0,48,0,442,0,0,0,3,0,3,0,3,0,7,69,87,4,0,0,3,0,4,0,3,0,17,10,40,367,139,10,313,41,246,18,246,35,1070,89,2580
21103,5,50,0,1095,9,0,5,5,9,3,3,7,6,29,239,320,7,0,8,4,3,5,0,6,3,64,52,148,2697,517,57,1557,232,951,95,835,139,3893,342,11318
21104,0,33,0,600,0,0,0,4,0,0,0,0,0,23,155,188,0,0,0,0,0,0,0,0,0,26,34,73,1192,271,30,704,78,525,55,439,72,2610,217,6192
21105,10,69,0,1241,21,0,3,8,9,16,4,11,3,48,392,521,21,3,18,22,5,8,0,10,8,98,70,269,3399,812,109,2533,338,1458,196,1272,250,5492,536,16405
21201,3,25,4,615,18,0,3,14,9,13,4,7,5,31,284,381,12,0,8,15,9,11,0,3,5,72,81,217,2706,481,87,1712,226,1049,121,653,130,3051,416,10631
21202,8,49,0,707,18,0,4,6,7,25,4,4,6,29,248,347,8,0,4,7,0,7,0,7,4,81,85,204,2296,464,57,1514,191,1289,100,831,150,4109,405,11407
21203,0,24,0,705,26,3,12,11,15,13,5,10,8,39,365,505,20,3,7,13,5,5,3,4,4,91,119,274,4122,636,141,2446,352,1790,160,901,174,4322,579,15621
21204,0,23,3,578,6,3,11,3,11,23,0,15,14,48,381,516,7,0,12,3,0,7,3,3,3,113,155,315,2795,799,109,1807,225,1639,118,1052,186,6159,667,15571
21205,8,112,5,1671,6,3,7,11,4,11,5,9,7,63,431,552,10,3,8,7,0,3,0,9,0,104,77,232,3199,846,85,1817,241,1506,128,1232,191,7271,608,17130
21301,7,15,0,635,10,3,5,7,10,18,8,13,11,56,354,478,12,0,9,0,0,5,0,0,3,124,175,328,2479,589,83,1540,248,1531,138,1002,221,6059,647,14546
21302,5,48,4,1373,6,0,7,4,8,9,0,0,4,23,201,261,9,0,3,5,0,0,0,5,0,55,44,134,2349,303,57,1119,177,815,63,526,98,2734,286,8514
21303,0,8,4,1600,5,0,5,4,7,3,3,0,5,10,215,256,9,0,0,4,0,6,0,3,3,32,47,95,3160,501,69,1472,233,785,92,387,103,1501,295,8587
21304,3,29,0,842,17,5,7,17,8,21,3,14,11,30,352,478,16,0,14,7,0,0,5,0,8,85,122,269,3531,512,116,1819,303,1551,114,857,176,4323,555,13865
21305,3,22,7,1571,26,3,9,11,7,24,4,8,10,36,566,709,21,0,13,12,11,8,3,8,8,92,152,334,5392,906,155,2883,469,2526,213,1270,269,5268,798,20151
21401,5,39,0,894,16,5,0,10,13,13,9,6,10,31,284,386,13,10,6,0,5,7,0,9,4,82,88,226,3217,598,81,1923,309,1233,140,885,180,4186,437,13185
21402,20,329,9,2063,5,8,11,22,8,26,5,26,9,81,511,705,9,5,9,17,3,5,0,17,9,207,162,447,2660,1093,168,2466,295,1503,227,1838,331,9649,808,21049
21501,5,43,0,408,7,3,4,5,6,15,3,10,3,20,237,307,6,4,7,12,4,3,0,3,3,60,70,182,1390,408,72,1155,140,531,92,553,121,2769,355,7582
21502,6,28,0,262,9,0,0,7,4,5,3,6,4,20,212,264,12,3,4,4,0,0,0,4,0,65,83,191,1209,299,67,839,106,499,65,410,79,2196,351,6124
21503,0,18,0,162,0,0,4,5,0,7,0,7,3,18,139,197,12,3,7,7,0,9,0,3,5,48,54,146,813,236,63,736,73,389,53,340,76,1628,242,4648
21601,0,21,0,198,9,5,0,0,4,8,0,9,0,23,147,202,3,4,8,0,0,0,0,4,5,58,47,125,793,251,58,701,85,395,46,360,79,1882,237,4902
21602,0,21,0,136,5,0,0,7,0,8,0,3,3,23,126,167,7,0,4,7,0,5,0,0,0,57,48,126,590,196,33,529,59,281,47,249,91,1754,222,4049
21603,7,28,0,375,7,0,3,5,0,11,0,4,0,22,210,265,9,8,5,0,3,4,5,0,6,61,67,167,1291,296,49,1030,103,630,78,486,105,2549,327,6939
21701,4,9,0,250,6,0,0,3,0,8,0,9,0,17,169,213,6,5,3,7,3,0,0,0,0,42,39,113,798,268,55,722,84,433,67,366,77,1740,245,4859
21703,0,22,3,230,5,0,0,9,0,8,0,5,0,15,151,187,6,7,7,8,0,0,0,5,4,40,50,123,839,279,63,717,80,346,72,382,86,1664,234,4765
21704,3,40,3,386,4,0,0,7,0,5,0,6,0,25,159,212,7,6,7,4,0,6,0,0,3,51,41,134,1094,340,72,968,132,429,64,479,97,2215,244,6132
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
