SA3_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
21002,9476,9553,19032,1111,1168,2278,103,117,216,3479,3533,7008,62,83,142,22,31,49,32,30,63,12,13,26,20,14,39,9,5,15,0,0,0,3735,3834,7570,170,200,365,84,60,141,5092,5258,10357,809,806,1617,15382,15621,31003
21003,19351,20789,40138,1684,1622,3305,319,337,662,8974,9110,18080,223,216,433,108,129,239,130,129,256,54,47,100,43,38,82,59,60,118,0,0,0,9902,10072,19973,3621,3026,6655,242,246,484,15447,14965,30414,2232,2189,4419,37029,37939,74967
21004,11806,12242,24049,1089,1166,2255,138,153,293,5828,6169,11997,126,126,247,25,36,65,52,67,120,14,28,45,17,22,35,16,15,29,0,0,0,6226,6606,12830,424,493,925,131,119,247,7871,8381,16254,953,927,1876,20630,21550,42180
21005,48350,48909,97256,4109,4124,8230,933,901,1836,24760,24859,49620,404,421,826,247,244,490,212,179,389,105,95,203,90,79,167,90,95,184,3,3,9,26852,26878,53728,8543,8212,16756,532,411,940,40030,39627,79657,5601,5087,10685,93975,93626,187600
21101,47481,49681,97160,2279,2413,4687,338,341,678,17178,17783,34959,259,284,544,157,198,353,132,141,273,67,58,125,48,40,88,36,38,74,0,0,0,18221,18879,37097,2687,2985,5669,433,384,816,23611,24659,48271,2579,2702,5277,73673,77043,150714
21102,8633,9004,17640,328,320,649,39,42,81,2526,2612,5140,44,42,86,23,19,38,21,19,37,4,6,11,5,4,9,12,11,21,0,0,0,2667,2752,5427,392,406,804,24,22,43,3409,3507,6918,388,441,830,12435,12948,25386
21103,32090,34164,66256,1683,1822,3501,259,296,554,13279,14346,27625,211,219,424,92,106,197,92,100,193,42,46,84,48,48,99,43,39,84,0,0,3,14065,15203,29271,2036,2332,4370,287,250,542,18079,19605,37681,1811,2008,3815,51980,55772,107759
21104,17979,19653,37627,883,906,1785,157,148,303,6434,6573,13003,111,121,235,78,95,174,82,87,169,22,36,55,12,17,29,32,31,67,0,0,0,6921,7110,14032,1847,1977,3822,114,104,214,9765,10094,19856,986,1170,2158,28730,30916,59639
21105,47103,47871,94970,3463,3749,7222,278,308,589,15932,17001,32934,246,309,556,63,66,132,122,137,257,47,60,109,54,44,99,26,23,47,0,0,0,16771,17946,34723,1099,1263,2355,360,318,676,21693,23275,44974,3124,2918,6039,71923,74066,145986
21201,26494,27026,53516,2855,3091,5944,295,334,625,18264,19085,37353,287,297,587,109,131,236,121,120,243,55,59,116,67,56,121,25,22,48,0,0,0,19221,20106,39323,1797,2003,3797,393,282,674,24263,25482,49747,2958,3017,5977,53716,55530,109239
21202,38418,39417,77835,2478,2512,4987,386,332,720,15207,14938,30146,278,280,554,201,154,360,161,140,299,55,57,112,50,39,87,25,30,57,0,0,0,16358,15977,32333,3142,3570,6707,365,317,678,22335,22374,44710,3313,3213,6516,64062,65000,129058
21203,49711,49924,99633,3393,3446,6843,866,837,1701,35781,36073,71852,537,550,1082,373,318,685,304,276,578,105,121,225,103,93,190,51,44,100,0,0,0,38113,38300,76419,6746,7708,14454,754,568,1320,49010,50022,99032,4951,4727,9680,103674,104669,208343
21204,52064,53221,105286,4641,4391,9029,514,437,956,18372,16443,34815,312,272,583,242,202,441,254,206,457,60,61,113,56,45,104,38,49,86,0,0,0,19847,17704,37553,9643,9460,19108,608,440,1046,34745,31992,66738,5398,4807,10203,92209,90026,182231
21205,45784,48824,94604,3624,3653,7274,712,672,1385,19767,19198,38965,482,504,983,357,340,695,298,335,635,176,167,341,97,81,180,104,113,216,0,0,0,21988,21407,43404,11170,9809,20988,470,377,844,37256,35248,72506,3962,3664,7630,87004,87734,174737
21301,55047,56854,111906,3344,3167,6510,399,371,767,15429,14744,30167,269,283,549,178,163,337,151,141,295,51,61,114,64,44,111,54,42,90,0,0,0,16588,15848,32433,6395,5999,12391,548,462,1012,26867,25478,52350,5902,5352,11253,87823,87683,175507
21302,23524,24958,48480,2750,2823,5573,372,390,768,8114,8870,16988,258,322,579,108,92,200,184,176,363,55,65,116,46,56,97,70,63,129,0,0,0,9211,10027,19233,1664,1810,3470,237,224,455,13862,14874,28740,1920,1978,3901,39304,41814,81121
21303,19314,20111,39423,2075,2082,4164,581,592,1173,10746,10752,21499,394,381,775,165,176,346,208,217,420,75,81,160,75,66,140,88,111,202,0,0,0,12340,12373,24709,3648,3183,6831,394,321,720,18459,17962,36420,2389,2036,4420,40166,40103,80266
21304,46777,47680,94455,4294,4717,9007,1006,995,2004,26062,27135,53196,460,463,920,270,257,531,255,228,484,120,127,250,109,110,218,75,81,153,0,0,0,28358,29394,57747,4107,4567,8674,499,452,958,37260,39126,76395,6750,5232,11983,90788,92040,182827
21305,59909,60351,120260,5894,5966,11859,2373,2284,4652,39240,38426,77665,1170,1190,2363,720,712,1426,809,761,1565,252,258,513,281,247,526,186,206,393,0,3,5,45035,44072,89109,15672,15556,31229,974,780,1756,67577,66380,133958,8847,7268,16123,136333,134003,270338
21401,36856,38306,75161,3699,4089,7788,346,368,715,16478,17621,34089,310,341,654,75,74,149,140,151,293,73,76,150,46,52,92,47,42,93,0,0,0,17504,18729,36227,1367,1626,2986,529,522,1050,23098,24957,48055,3742,3719,7461,63699,66981,130676
21402,44246,47488,91738,6279,6737,13016,701,695,1396,18480,20368,38846,647,523,1162,115,90,214,316,239,557,95,83,177,97,86,182,61,62,120,0,3,3,20509,22137,42648,1215,1387,2605,374,357,736,28387,30616,59007,4923,5366,10287,77550,83475,161030
21501,17145,16982,34129,3591,3796,7384,218,241,455,3527,3682,7215,163,196,360,241,290,533,88,86,176,33,32,66,53,62,114,5,13,23,0,0,0,4340,4598,8943,498,557,1056,157,133,288,8580,9090,17673,3093,2315,5406,28819,28382,57208
21502,14395,14746,29135,2321,2555,4877,685,769,1454,4423,4758,9181,207,255,466,371,395,771,71,97,171,21,23,45,72,78,145,21,17,36,0,0,0,5873,6398,12270,1082,1038,2121,195,163,354,9464,10150,19621,2535,2421,4956,26399,27313,53707
21503,10898,10696,21589,1959,2031,3988,317,334,646,2013,2149,4158,107,106,220,72,72,143,48,42,89,18,28,45,41,37,77,10,3,14,0,0,0,2623,2765,5390,821,718,1539,103,84,187,5505,5605,11108,1819,1669,3489,18215,17967,36187
21601,10931,11051,21981,1973,2128,4098,445,505,951,2719,2946,5669,135,131,264,27,30,59,52,46,99,22,22,44,42,41,84,5,4,13,0,0,0,3445,3738,7181,245,284,528,92,81,174,5755,6233,11989,1512,1461,2973,18202,18745,36945
21602,8222,8197,16422,1834,1936,3770,454,524,982,2160,2174,4332,109,134,240,20,12,37,35,39,74,17,19,40,21,23,35,10,10,23,0,0,0,2826,2936,5760,252,250,504,74,61,136,4990,5184,10172,1267,1178,2443,14479,14562,29040
21603,17592,17584,35175,2904,3014,5925,348,401,742,6068,6596,12666,240,223,465,56,69,123,68,76,140,49,45,94,51,62,116,20,16,37,0,0,0,6897,7486,14384,1248,1437,2683,227,247,479,11281,12190,23473,2893,2598,5484,31766,32369,64135
21701,10435,10343,20772,2294,2473,4771,141,159,304,2246,2461,4706,163,189,356,225,275,501,82,84,165,26,33,59,42,45,90,7,8,15,0,0,0,2939,3258,6189,208,240,451,114,87,203,5549,6064,11614,1309,1311,2616,17293,17710,35009
21703,11004,10949,21962,2155,2125,4276,96,130,225,2786,2962,5749,99,105,201,52,47,102,39,38,84,31,30,60,22,22,49,3,9,7,0,0,0,3136,3345,6481,387,377,756,112,75,187,5785,5917,11704,1551,1416,2965,18341,18289,36631
21704,14158,14790,28955,2545,2865,5414,157,188,347,4482,5049,9531,154,184,335,111,135,250,101,101,197,38,45,80,40,39,76,17,11,26,0,0,0,5102,5747,10852,572,556,1134,163,132,294,8380,9307,17688,1652,1696,3352,24191,25796,49991
29797,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,7,0,9,24,3,27,36,6,38
29999,538,340,876,170,99,264,102,82,184,1346,1306,2654,96,103,199,42,26,62,34,37,70,21,13,34,14,15,30,6,8,17,0,0,0,1660,1586,3243,283,285,568,58,39,95,2171,2008,4180,2241,1381,3624,4945,3734,8678
