SA3_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
21201,1301,1441,2741,4079,5072,9147,0,0,0,1038,1178,2214,43,41,91,9974,11029,20999,91,100,185,592,594,1190,122,129,250,168,186,361,117,160,273,167,181,341,166,210,376,699,795,1491,756,922,1671,55,79,135,209,244,455,1022,1423,2443,1703,1956,3661,47,45,96,21051,24334,45380,1668,1566,3238,1619,1502,3119,49,47,93,9,5,14,1670,1430,3097,161,205,366,1833,1635,3470,26574,25321,51901,178,133,311,68,126,199,26820,25583,52413,4026,3873,7897,58360,59981,118342
21202,3083,3392,6476,3211,4110,7323,5,8,14,1097,1232,2330,70,60,132,13895,15197,29093,83,122,204,2440,2456,4893,165,242,410,208,193,401,124,145,265,481,493,980,267,278,550,1118,1217,2338,799,953,1753,62,83,149,201,235,436,962,1340,2298,2363,2581,4947,47,49,100,27603,31003,58606,3058,2856,5909,7657,6929,14584,58,70,128,6,0,8,1027,968,2001,321,362,681,1357,1333,2688,20839,19035,39875,151,102,253,71,117,193,21063,19252,40321,4410,4163,8573,68289,68997,137287
21203,5650,6134,11787,4685,5776,10460,5,8,19,1060,1307,2367,26,22,52,20710,22328,43040,111,145,251,1965,2016,3984,245,338,585,632,688,1321,138,167,306,594,625,1215,576,619,1196,1999,2229,4229,1237,1426,2662,78,100,180,401,450,848,1168,1563,2733,3816,4250,8062,73,88,164,39529,44160,83680,8687,8242,16927,12245,11597,23842,75,84,155,9,13,22,6885,6178,13067,365,453,815,7262,6639,13899,33066,30643,63708,204,153,361,104,145,247,33373,30939,64315,6938,6407,13340,113748,114202,227950
21204,12687,14770,27459,2558,3072,5633,8,13,21,775,884,1660,11,7,18,17710,19080,36794,143,134,277,5337,5688,11026,260,350,614,163,186,347,102,127,234,298,333,627,395,445,839,857,1018,1877,780,942,1721,34,68,103,245,290,535,948,1219,2169,2382,2663,5047,45,56,102,33061,36586,69646,5895,4648,10545,12705,10856,23559,312,293,606,0,0,6,2830,2305,5136,426,422,852,3253,2732,5988,23029,19459,42482,163,119,280,85,104,194,23276,19682,42963,6881,6004,12888,98076,95568,193644
21205,6443,7063,13505,3468,4434,7909,15,17,35,1481,1809,3289,6,9,17,14771,16369,31139,167,197,366,6162,6686,12847,115,153,269,76,93,167,178,206,384,457,506,965,448,482,924,744,853,1605,1031,1224,2252,43,71,111,107,128,233,1674,2354,4030,2071,2641,4718,61,69,126,33075,38312,71385,7498,6237,13733,2837,2303,5138,303,359,659,0,0,0,886,779,1664,460,517,975,1344,1299,2639,33773,30833,64602,272,203,474,113,133,248,34152,31167,65318,5531,4915,10450,91189,91650,182833
21301,9593,11883,21473,1867,2122,3985,24,30,53,1618,1430,3046,0,0,0,25987,27893,53879,45,48,92,5435,5630,11070,281,365,646,285,282,567,121,160,277,762,831,1589,485,530,1017,845,967,1811,487,546,1031,60,68,127,156,158,312,575,775,1350,3496,3749,7238,47,45,90,42575,45610,88183,3562,2451,6012,7020,5804,12828,38,34,70,0,0,4,1977,1591,3564,204,235,441,2181,1829,4007,20670,18266,38934,157,111,266,78,116,188,20901,18494,39393,7411,6686,14103,93284,92785,186067
21302,733,1141,1872,2003,2697,4699,3,3,4,277,352,629,0,0,0,10497,12212,22713,52,52,98,2462,2579,5041,96,109,202,40,37,74,135,207,345,82,94,170,136,161,304,202,257,453,374,517,892,32,45,79,39,34,75,530,757,1282,906,1053,1962,19,20,39,17885,21179,39060,816,726,1547,2209,2092,4306,41,53,92,4,5,3,160,131,292,110,141,249,273,273,546,17343,16350,33693,192,124,316,66,80,145,17596,16560,34151,2632,2386,5016,42182,44406,86589
21303,2971,3862,6827,1099,1338,2440,0,0,0,371,378,754,0,0,0,7650,8458,16107,49,49,98,1627,1779,3401,45,52,98,28,35,65,45,79,130,166,152,313,160,170,331,182,220,409,234,294,527,11,14,29,38,48,87,321,416,738,881,991,1874,14,11,26,12927,14501,27425,1691,989,2679,1922,1445,3370,62,62,124,0,0,3,113,101,219,134,154,288,257,253,505,19431,18484,37912,244,166,403,73,110,184,19742,18760,38497,3150,2625,5776,42713,42498,85209
21304,2270,2844,5119,3914,4966,8878,26,27,55,1102,1227,2328,103,79,183,25876,28076,53952,73,90,157,3778,3799,7571,379,457,831,391,385,775,186,272,457,1059,1073,2133,534,581,1119,1195,1387,2581,700,902,1601,70,104,171,230,326,556,1180,1592,2776,3787,4212,8003,49,54,105,44633,49618,94256,4826,4550,9375,5762,5756,11522,36,32,71,0,0,3,5104,4594,9697,223,304,525,5327,4897,10227,27221,25204,52428,183,142,328,106,135,247,27510,25490,53005,8368,6517,14886,98729,99709,198439
21305,3761,4470,8230,5397,6300,11702,4,4,12,2694,2787,5485,98,93,195,25724,28148,53875,161,184,345,2983,2970,5945,344,439,786,531,613,1144,370,386,759,715,739,1453,998,1104,2103,1808,2056,3868,1224,1499,2724,90,134,227,236,275,517,1605,1967,3570,5012,5572,10584,105,96,201,50106,55377,105479,22506,20547,43058,14975,14321,29300,68,53,116,4,0,3,9967,8152,18126,593,743,1336,10568,8898,19467,35867,32835,68708,285,178,458,131,179,312,36279,33198,69480,11694,9919,21619,149962,146783,296748
21401,647,1047,1696,5410,6800,12209,0,0,0,609,717,1324,0,4,7,11301,13038,24346,70,120,191,1433,1456,2883,205,262,467,218,237,455,169,190,355,94,97,190,180,238,419,511,657,1166,1029,1255,2282,61,81,147,110,126,234,1105,1627,2732,1630,2005,3630,58,51,113,24193,28951,53148,735,708,1444,614,563,1173,160,169,330,0,4,3,145,136,277,266,343,610,406,478,887,35864,34089,69951,258,231,485,135,255,391,36255,34575,70834,5022,4745,9760,68038,71240,139281
21402,394,718,1108,9269,12049,21319,6,6,11,898,1132,2031,4,4,11,14426,16639,31062,125,154,281,1334,1251,2588,257,316,569,150,161,314,196,257,458,41,30,68,176,233,413,321,410,731,1444,1780,3221,77,125,205,39,41,82,2051,2969,5018,1210,1557,2766,42,59,104,32072,39170,71247,188,181,368,149,157,304,189,175,359,6,9,15,59,41,99,136,242,383,194,293,492,42099,39851,81947,258,252,511,129,301,435,42488,40408,82891,6003,6171,12175,81681,87267,168948
21501,143,177,322,2494,3023,5525,0,0,0,274,271,544,27,33,56,4083,4665,8745,197,235,434,71,73,151,60,85,143,29,24,50,1332,1458,2790,7,4,12,56,48,107,250,292,536,521,561,1075,75,109,187,46,49,98,2925,3518,6441,508,578,1082,14,23,30,12972,15050,28016,202,156,357,144,104,250,8,12,21,0,0,0,58,56,114,66,90,160,130,149,277,13251,11766,25018,71,46,113,26,55,86,13350,11863,25210,3422,2464,5884,30363,29974,60340
21502,570,524,1096,2162,2696,4856,0,0,0,161,171,333,0,0,5,5158,5857,11010,90,139,228,280,261,542,79,114,196,54,52,101,269,336,602,15,15,30,108,119,225,315,358,666,410,492,903,55,88,140,183,206,385,1109,1512,2619,576,628,1203,32,42,73,11051,13079,24136,211,165,375,643,528,1171,10,4,17,7,11,16,218,175,394,44,69,113,271,254,521,12446,11690,24135,58,53,108,28,45,75,12532,11783,24316,2750,2601,5351,28040,28932,56972
21503,391,433,827,1739,2060,3803,0,0,0,251,252,506,153,138,287,3867,4102,7968,80,99,183,62,68,123,14,23,34,30,31,59,54,74,128,3,0,4,77,65,143,105,108,212,434,463,896,20,20,41,38,37,77,1368,1636,3009,418,427,843,4,6,18,8719,9617,18335,109,77,192,386,269,659,0,4,10,4,0,5,111,99,210,30,44,76,141,145,283,7524,6660,14183,23,25,42,15,22,36,7563,6703,14261,1939,1769,3705,19246,19013,38264
21601,101,136,239,2231,2570,4800,0,0,0,174,205,376,0,0,0,3850,4328,8175,17,30,40,71,61,126,26,43,67,20,18,38,50,56,109,9,4,15,44,50,96,198,206,403,592,608,1196,32,81,110,14,14,27,1104,1429,2533,359,373,731,8,12,18,8791,10075,18862,71,60,133,74,56,135,6,5,11,0,0,0,20,20,37,17,40,63,44,60,103,8356,7753,16107,39,30,66,18,39,57,8407,7820,16226,1696,1482,3177,19192,19703,38889
21602,139,150,289,1774,2046,3821,0,0,0,79,105,186,53,47,102,3740,3970,7706,20,36,49,56,46,98,21,30,51,4,9,12,33,39,70,0,0,0,38,45,86,79,119,197,426,459,883,22,23,51,11,14,21,824,1045,1871,185,208,399,0,5,6,7356,8245,15596,48,39,91,146,81,216,5,8,10,4,0,4,75,64,144,22,38,60,100,101,204,6039,5377,11419,28,21,54,20,22,42,6093,5426,11513,1354,1241,2595,15234,15286,30522
21603,297,379,674,2658,3235,5895,0,0,0,268,282,548,61,56,120,7298,7967,15266,47,67,118,416,387,810,107,157,266,57,69,129,64,91,153,38,44,77,108,97,198,330,357,686,707,822,1531,35,51,85,35,45,79,1345,1780,3128,775,864,1644,13,23,34,14371,16396,30764,511,464,973,2273,2074,4350,10,17,24,7,8,16,784,659,1445,89,124,216,886,788,1671,12293,11251,23544,66,43,116,38,58,93,12398,11352,23746,3181,2830,6009,33914,34293,68206
21701,61,108,171,1617,2020,3641,0,0,0,201,223,430,54,51,105,2549,2834,5382,22,29,52,38,46,87,49,94,147,14,14,24,622,707,1326,3,10,16,39,42,81,142,167,311,698,710,1408,32,36,68,14,36,50,1364,1605,2968,365,431,800,16,20,38,7839,9084,16923,78,63,136,25,23,57,8,6,14,0,3,6,14,19,34,27,50,82,45,76,118,8437,7655,16090,46,22,66,18,30,45,8503,7703,16206,1642,1530,3172,18201,18592,36792
21703,109,122,235,1530,1811,3346,0,0,0,186,203,387,0,0,0,4206,4427,8630,10,16,17,71,69,139,46,52,97,3,9,12,59,82,139,7,3,15,23,27,49,116,130,247,631,690,1324,17,39,61,11,6,22,1078,1383,2468,268,300,566,7,7,19,8278,9266,17538,54,48,100,65,46,120,11,18,23,0,0,6,23,17,41,40,51,82,66,65,129,8948,7975,16923,35,38,69,19,33,49,9003,8046,17044,1739,1566,3307,19320,19176,38497
21704,165,210,374,1691,2279,3977,0,0,0,334,356,695,32,37,64,6426,7338,13768,68,70,135,85,60,142,26,47,73,15,21,36,210,267,479,13,9,18,25,37,67,144,149,300,1027,1184,2210,38,61,102,29,41,67,893,1182,2074,499,589,1088,14,10,25,11580,13732,25320,98,81,177,65,66,128,19,22,36,0,4,9,29,25,54,39,63,104,70,89,163,11515,10959,22476,71,56,128,13,48,61,11599,11066,22666,2017,1886,3904,25622,27155,52777
29797,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,24,3,27,36,6,38
29999,64,63,128,160,162,322,0,0,0,21,25,46,0,0,0,401,371,772,6,9,12,40,35,74,3,11,17,16,7,22,0,9,16,4,6,10,13,15,30,13,20,30,45,29,68,9,5,21,0,6,3,62,66,129,114,101,212,10,4,11,922,872,1797,49,29,78,104,100,211,15,8,21,0,0,4,13,3,15,25,23,48,39,24,68,1584,1297,2880,18,12,28,15,14,25,1614,1323,2937,2361,1494,3854,5170,3915,9089
