SOS_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SOS20,7834,96967,4507,26172,11187,4110,821,2406,1121,155122,8054,62221,1055,21222,7630,2599,480,1573,719,105548,44151,58021,4680,16763,68811,19001,2549,7443,3094,224522,17370,53771,3039,46236,25087,7601,1386,5074,2110,161683,7975,22302,3038,5565,7995,5750,617,1605,628,55476,4886,1826,11405,9962,8071,5634,1068,4327,606,47788,52,85,33,120,102,80,26,114,18,631,2820,4588,712,2643,3586,1332,255,847,450,17227,1288,2211,683,2505,2729,1426,339,1285,3529,15995,110023,348345,40043,140050,150990,54638,9669,30141,13927,897826,12009,31608,6346,5175,7662,3885,1642,2880,929,72138,18108,54091,10097,4331,9335,5040,5424,5265,1902,113588,35879,58346,72430,6343,12824,7794,19032,16605,3318,232568,16284,15101,51932,2223,4629,3118,4514,8547,1506,107851,3796,3871,6888,1373,2149,1341,1514,2856,350,24129,11764,131207,6807,33828,12764,5271,2195,3915,1578,209318,11897,82072,2275,23744,8744,3279,1478,2466,982,136932,101028,118029,15051,25160,95158,36048,14831,16530,6333,428171,29395,84120,6898,62209,32481,11125,5414,8959,3305,243908,13573,39878,8093,8552,11250,9101,2674,4267,1130,98523
SOS21,1529,16916,1211,6740,2331,860,154,694,195,30635,1695,13145,213,5332,1468,544,80,453,139,23069,4845,4787,746,2503,11630,2837,324,1340,354,29359,2239,6372,563,13441,3806,1442,265,1562,322,30012,629,1759,339,631,871,551,94,279,68,5210,1138,364,3169,2533,1942,1504,205,1276,133,12260,7,13,5,26,23,18,0,41,0,137,246,425,103,371,361,135,42,130,53,1871,260,336,161,656,592,413,80,545,568,3609,13995,47082,8118,33301,24722,9170,1586,7399,1988,147354,1093,2396,786,563,642,318,153,363,78,6388,999,2225,918,363,655,333,363,440,91,6393,5344,4729,19958,1290,1778,1362,5187,4457,691,44793,3351,1144,13263,514,585,526,1617,2544,378,23912,1829,1353,2225,516,688,548,843,1485,134,9628,2144,21145,1570,8351,2545,996,373,983,267,38379,2649,17416,560,6007,1644,668,329,697,195,30171,10371,9243,2015,3669,13921,4643,1824,2571,623,48876,3478,8951,1226,17140,4461,1894,835,2364,477,40826,1075,2985,899,940,1130,876,342,719,105,9069
SOS22,162,1407,101,604,240,97,18,66,18,2711,184,1280,25,481,147,48,5,37,10,2226,457,399,70,200,995,244,17,105,28,2512,231,616,66,1047,346,152,23,172,32,2685,60,206,39,75,87,44,8,33,9,565,107,29,257,225,177,140,18,127,16,1092,0,0,0,0,0,4,0,0,0,3,26,55,6,36,41,12,0,5,4,195,40,26,17,61,62,49,10,64,48,384,1464,4300,742,2853,2274,874,121,746,187,13563,118,228,56,46,68,21,15,24,5,578,70,145,48,27,42,27,13,28,6,403,610,336,2076,139,150,119,556,451,62,4497,429,107,1298,56,41,61,186,279,47,2497,354,226,314,86,98,79,117,235,27,1539,241,1650,135,729,260,107,31,88,28,3266,300,1749,65,545,176,58,29,64,20,2994,898,737,184,272,1114,360,109,194,57,3916,373,852,130,1333,390,193,64,219,44,3598,119,324,114,107,119,73,31,74,10,975
SOS23,1522,7547,639,2466,1300,335,64,397,123,14398,1578,5272,143,1715,787,185,37,221,100,10045,2932,2110,300,784,4703,969,110,552,141,12613,1489,2649,296,4094,1498,469,66,591,155,11304,430,779,187,253,393,204,28,137,44,2452,735,124,1060,780,817,440,61,456,64,4535,9,5,3,5,3,0,0,15,0,44,228,208,69,147,197,56,24,62,29,1013,363,202,120,311,329,233,39,254,268,2132,11321,20576,3768,11135,11146,3316,623,3583,1011,66474,988,1214,372,228,344,109,58,191,49,3538,481,652,216,75,188,66,41,125,30,1876,5062,2063,10048,524,689,587,2694,2121,393,24183,2698,491,5607,198,276,197,782,1146,201,11596,6476,1145,1625,407,649,430,792,1765,164,13461,1966,9065,779,2946,1361,370,129,497,150,17270,2238,6665,302,1921,859,246,139,338,130,12843,5912,3705,706,1072,5298,1473,462,968,236,19834,2285,3637,503,5071,1698,578,197,831,214,15023,696,1197,398,355,468,305,108,285,61,3872
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,4,50,3,20,6,0,0,11,0,96,3,19,0,13,3,0,0,3,0,40,22,18,3,13,26,8,5,6,0,109,10,33,8,34,11,5,0,15,0,116,4,21,0,8,3,3,0,3,0,38,0,0,13,7,4,4,3,6,0,31,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,12,0,4,0,0,4,0,0,3,7,28,57,166,37,104,70,27,15,60,8,546,7,14,8,3,3,4,0,5,0,43,3,20,8,3,4,4,0,3,0,52,18,37,72,4,0,14,16,29,0,188,7,0,40,8,4,0,3,16,3,89,5,0,4,9,6,0,5,10,0,35,3,75,9,28,9,0,4,15,0,141,3,21,0,19,3,0,0,5,0,59,47,54,16,20,35,12,21,20,0,225,16,44,9,49,14,9,8,26,0,178,9,31,6,6,3,4,0,14,0,77
