SOS_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
SOS20,212061,302335,78441,16086,96919,92281,21858,39903,318416,22626,251233,1918523,111501,3006540,6889,10164,2534,385,6300,3525,944,1223,8190,885,7607,67596,3561,104634,24095,14791,9038,2669,11201,11716,2295,5225,16225,2830,16692,83450,5027,159787,8579,4037,3490,1437,4202,5078,967,1751,4885,1241,6397,36404,1967,63666,47066,11913,13496,8288,32202,24899,5932,6251,21266,6728,29169,105976,8128,229189,11055,6782,2733,1079,11303,5953,1835,1352,9000,1356,13488,86001,4569,130913,12016,16382,4821,1287,18817,6617,2298,1335,10050,2017,23014,219042,8058,298531,4945,5062,3224,835,8846,4107,1249,838,5278,1054,12866,186075,3521,226259,10646,12257,2912,904,23517,7909,1974,1142,8264,1305,16258,319296,8460,391427,4393,4819,1588,303,2794,1645,457,487,6088,417,5582,46920,1588,68168,4302,4683,1593,358,4742,2140,533,530,4347,488,5438,50721,2285,73509,133978,90882,45421,17546,123924,73587,18475,20137,93596,18314,136509,1201484,47168,1746071,5573,2508,1734,962,3176,2841,761,1192,3298,855,2976,16509,188061,219162,351614,395727,125600,34593,224024,168708,41092,61237,415307,41794,390718,3136523,346725,4971771,103844,212643,40325,569
SOS21,89768,89921,28533,6567,41502,39456,9152,19989,97417,9915,74406,445578,32594,792003,1599,1559,516,86,1141,763,208,367,1383,212,1233,9741,608,16055,7997,3539,2682,816,3869,3858,786,2077,4037,964,4261,13932,1180,34242,2655,937,940,383,1430,1593,324,681,1144,379,1479,5532,446,12570,3508,1010,1026,551,2537,1937,464,642,1625,507,1937,6476,627,15491,450,296,107,36,493,252,67,68,397,59,465,3864,230,5682,670,1022,213,48,980,306,132,65,615,88,1058,15125,778,19671,131,114,62,17,147,68,21,24,128,13,211,4608,105,5420,513,600,133,41,1233,379,100,56,426,55,891,19474,530,23280,571,512,207,36,354,212,52,92,584,49,568,3268,147,5485,411,407,158,27,396,202,41,59,423,39,561,5333,211,7419,18504,10002,6037,2031,12564,9571,2189,4126,10770,2375,12663,87337,4867,145299,2806,1379,762,357,1381,1384,352,748,1590,396,1202,5401,49544,61717,111077,101297,35328,8963,55455,50408,11686,24867,109780,12678,88276,538315,86999,999013,29171,46481,9063,154
SOS22,9686,8252,2879,529,4053,3974,810,2190,8994,961,6822,43545,2775,76929,197,149,58,9,100,80,17,45,142,12,116,617,35,1220,942,387,300,57,395,453,71,235,416,101,489,1675,133,3977,282,86,89,14,129,156,24,70,104,33,126,593,33,1276,205,67,62,30,128,115,27,41,90,27,112,413,39,953,16,11,7,0,21,10,0,0,18,3,19,92,0,153,42,56,18,0,49,23,0,0,29,8,65,749,31,986,11,15,3,0,11,6,0,0,6,0,9,226,4,284,30,19,4,0,31,21,3,4,16,0,27,369,11,479,70,45,32,6,30,32,3,13,53,4,63,301,15,548,31,25,13,5,28,29,3,4,33,3,37,242,7,390,1829,862,584,116,923,916,149,420,907,185,1069,5266,329,10260,361,182,94,29,164,179,29,84,202,47,142,886,5724,7481,11876,9299,3549,672,5139,5064,994,2692,10102,1196,8037,49691,8824,94668,3365,4197,965,11
SOS23,35837,32307,12091,1206,14543,14962,2863,6721,30620,3227,26726,214262,15090,348928,646,515,232,23,275,290,54,146,472,67,476,3242,339,5680,2898,1313,975,140,1248,1308,227,640,1420,317,1576,6921,502,14529,972,306,392,87,450,544,117,236,362,124,563,3043,181,5793,1284,349,375,136,917,711,139,211,438,171,644,2719,332,6101,101,52,36,0,91,60,10,11,55,13,77,501,140,951,156,189,51,6,156,66,18,22,98,13,191,3163,373,4260,39,40,16,4,45,13,6,6,34,6,69,1021,89,1320,94,97,29,8,141,76,16,12,51,5,99,1167,109,1712,217,162,82,12,82,96,18,37,180,18,219,1322,97,2156,173,125,67,7,67,66,13,24,111,18,152,1185,104,1840,6569,3148,2242,429,3485,3228,614,1333,3225,753,4069,24286,2266,44333,1173,584,367,66,503,531,116,265,645,131,514,3647,28992,35642,43580,36040,14708,1693,18530,18714,3598,8318,34490,4107,31306,242190,46350,428903,17430,19048,5904,158
SOS27,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,14,29,38,0,0,0,0
SOS29,390,581,108,17,161,170,56,117,1246,49,608,1841,388,4283,12,21,7,3,10,11,0,9,29,4,19,101,13,179,23,25,5,0,13,17,0,6,33,0,22,109,16,206,7,5,4,0,5,0,0,3,16,0,12,75,4,111,23,5,6,0,10,3,3,6,20,3,16,52,5,104,9,11,0,0,10,9,0,9,17,0,17,70,4,108,6,6,0,0,5,0,0,0,17,0,21,154,12,207,0,4,3,0,4,0,0,3,9,0,10,64,7,94,6,7,0,0,8,0,0,0,21,0,13,120,8,165,7,7,0,0,3,0,0,0,21,0,10,70,4,110,0,3,0,0,5,3,0,0,16,0,12,61,7,96,93,88,31,4,63,53,10,31,202,16,144,878,68,1379,12,15,10,3,6,7,6,9,26,5,10,45,3334,3431,490,684,148,23,229,234,70,154,1470,68,769,2768,3785,9089,87,155,26,3
