SOS_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SOS20,899,899,635,492,239,0,0,0,3172,328,712,595,394,415,0,0,0,2446,425,2776,4176,6171,8076,12817,10553,6864,51851,1648,4388,5408,7064,8738,12817,10553,6864,57468,295895,368716,341337,285920,237979,171374,92971,29382,1823577,15974,24789,18516,13764,10465,8018,6549,4148,102212,313517,397885,365252,306744,257175,192208,110073,40398,1983259,251,285,182,113,37,0,0,0,862,66,135,104,95,68,0,0,0,469,140,418,754,1434,1816,1184,535,662,6938,463,831,1042,1639,1919,1184,535,662,8266,285251,382465,356813,310523,264369,209166,123615,56485,1988691,13763,21299,16208,12107,9609,9028,8607,8106,98718,299474,404599,374061,324269,275902,219376,132756,65245,2095680,1152,1179,816,604,281,0,0,0,4037,393,851,697,490,486,0,0,0,2911,564,3186,4931,7602,9891,14002,11087,7524,58792,2109,5217,6450,8697,10651,14002,11087,7524,65739,581147,751181,698147,596440,502350,380540,216589,85871,3812269,29735,46092,34717,25872,20075,17045,15148,12253,200934,612989,802484,739313,631012,533084,411584,242825,105646,4078935
SOS21,331,416,265,182,86,0,0,0,1281,41,124,142,116,140,0,0,0,565,122,778,1232,2132,3208,6219,4165,2662,20523,488,1317,1644,2429,3432,6219,4165,2662,22366,50259,55037,52622,51378,52180,47464,25725,6620,341280,3602,4056,3765,3466,3220,3192,2466,1439,25202,54351,60410,58034,57277,58832,56871,32359,10722,388853,71,91,53,46,19,0,0,0,275,7,28,26,30,30,0,0,0,117,46,154,257,539,749,605,239,209,2799,120,273,329,618,793,605,239,209,3193,47608,59930,58606,58447,61857,58743,33852,14810,393863,3190,3766,3568,3119,3023,3419,3308,2724,26127,50925,63972,62512,62187,65674,62767,37403,17740,423180,400,504,317,231,103,0,0,0,1556,46,152,165,145,171,0,0,0,684,167,931,1492,2678,3952,6821,4405,2871,23322,608,1596,1975,3048,4230,6821,4405,2871,25560,97869,114971,111231,109823,114035,106203,59573,21435,735138,6798,7823,7336,6581,6243,6615,5775,4162,51330,105274,124388,120541,119458,124510,119641,69758,28468,812034
SOS22,0,3,4,5,4,0,0,0,23,3,9,10,12,15,0,0,0,51,11,68,127,268,384,781,416,241,2298,15,84,146,287,401,781,416,241,2366,3979,4085,4480,5244,6672,6047,2725,586,33803,414,332,358,467,525,528,298,128,3046,4412,4494,4987,5995,7590,7353,3432,950,39223,6,0,0,6,0,0,0,0,7,0,4,6,3,0,0,0,0,12,3,12,29,71,122,64,25,27,341,5,10,34,75,121,64,25,27,366,3779,4338,4885,5783,7195,6199,2975,1160,36311,375,292,380,392,479,406,342,230,2896,4156,4639,5302,6247,7792,6668,3349,1415,39569,6,3,13,6,4,0,0,0,30,3,13,19,18,15,0,0,0,63,15,76,155,332,508,846,444,268,2634,24,92,187,356,521,846,444,268,2732,7750,8425,9367,11029,13864,12247,5700,1743,70123,791,624,744,855,1000,931,641,355,5943,8567,9144,10289,12240,15387,14017,6783,2369,78795
SOS23,343,245,152,110,40,0,0,0,891,29,44,58,50,66,0,0,0,246,41,204,488,1025,1553,2876,1496,655,8337,412,503,698,1180,1663,2876,1496,655,9477,21507,16159,19885,27288,32397,26752,11224,1884,157105,2273,2598,2844,2925,2914,2580,1252,388,17764,24196,19262,23421,31393,36977,32210,13965,2926,184354,197,66,16,21,10,0,0,0,309,12,7,7,18,15,0,0,0,66,19,47,118,293,381,231,62,24,1177,233,125,141,331,409,231,62,24,1555,19271,16832,21480,28838,32665,25239,10088,2572,156985,1883,1440,1809,2211,2428,2024,1163,433,13392,21383,18401,23422,31378,35508,27492,11317,3033,171931,544,313,171,122,50,0,0,0,1199,40,55,64,70,84,0,0,0,313,59,258,604,1315,1940,3101,1563,678,9518,644,624,839,1509,2073,3101,1563,678,11031,40777,32995,41361,56125,65065,51995,21309,4461,314095,4159,4042,4649,5137,5345,4602,2417,822,31161,45579,37655,46846,62773,72485,59700,25286,5963,356286
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,9,3,7,0,0,0,24,0,6,16,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,11,0,0,9,3,9,0,0,0,27,0,6,16,3,14,4,0,0,38
SOS29,20,15,5,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,7,10,22,18,34,6,8,113,21,18,18,24,18,34,6,8,150,348,566,515,464,353,228,53,3,2531,204,350,478,430,267,130,26,7,1896,575,939,1008,912,644,392,90,15,4576,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,16,13,4,0,7,0,0,0,0,26,376,588,400,308,323,158,49,11,2209,170,285,330,169,111,59,11,7,1140,556,878,730,479,429,224,58,19,3373,32,15,5,3,0,0,0,0,45,0,0,3,0,0,0,0,0,4,0,10,11,29,23,37,13,8,129,26,22,19,33,23,37,13,8,178,727,1152,909,768,671,386,104,11,4737,376,645,807,600,380,186,39,11,3041,1131,1819,1736,1393,1074,613,152,29,7946
