SOS_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
SOS20,743,1266,8725,6246,1700,12240,2513,15879,914,50221,5002,15279,28736,13131,9026,15543,10306,18148,2849,118009,34433,89489,68644,21278,24157,18519,28260,29359,7577,321722,60909,88415,53744,14410,21628,14042,25811,20572,6637,306172,55898,58283,43620,11844,16953,11815,24493,19684,5075,247668,35129,37645,31373,8545,12805,8576,22193,16899,3319,176488,9474,14080,7513,2255,3900,2980,5592,5188,1110,52091,1580,2313,757,219,486,532,372,747,337,7321,132,146,42,14,40,40,11,51,97,581,203297,306911,243149,77944,90694,84283,119550,126530,27906,1280281,738,1619,1324,13099,3358,27611,659,6751,762,55929,5262,21822,5671,28822,18006,24673,2385,7718,2048,116399,30003,120280,15108,44524,47595,21589,4517,13526,5495,302639,40704,101175,11754,36377,50018,15945,3808,11408,4977,276163,35317,68749,9553,33691,52687,16440,4596,13614,3781,238433,17432,40650,5733,23567,40646,12352,3435,12303,2187,158306,3657,10260,1167,4749,10549,2935,613,3107,679,37718,400,873,79,279,904,264,41,355,265,3460,30,52,5,8,35,17,0,13,95,257,133536,365489,50397,185118,223794,121821,20059,68796,20288,1189306
SOS21,243,130,3425,1007,200,2994,489,4291,269,13055,951,1038,7112,1496,705,1788,1660,3769,366,18891,4581,6559,15442,3468,2088,2507,5466,7409,1122,48636,7640,7615,11747,3057,2338,2072,5779,5814,1004,47067,8140,6249,9667,2936,2360,2164,6378,5556,1019,44468,6368,5035,7560,2370,2268,1911,6619,4924,821,37882,2211,2120,1952,630,819,739,1904,1514,300,12183,506,317,185,59,101,121,132,205,107,1741,66,12,9,3,4,6,6,8,39,163,30706,29076,57103,15025,10878,14316,28445,33489,5047,224078,161,135,469,3062,673,6472,152,1928,245,13304,808,2234,1171,5232,2527,3346,388,1681,293,17685,3494,13754,2870,9543,7480,3856,698,3416,725,45837,5017,13291,2406,8385,8729,3348,579,3294,690,45731,5199,10296,2003,8871,9956,4069,736,4001,655,45786,3431,7502,1479,7187,8870,3656,611,4080,430,37245,944,1964,307,1472,2258,814,119,1045,198,9118,141,124,20,68,179,54,13,106,102,794,18,9,3,0,8,0,0,3,46,84,19213,49300,10717,43833,40671,25613,3291,19549,3383,215583
SOS22,30,14,313,82,14,187,38,367,33,1090,78,59,604,113,26,114,145,299,33,1466,432,384,1240,245,106,161,417,578,71,3637,754,521,1197,208,148,164,439,489,94,4012,839,566,1073,294,208,210,686,582,97,4552,851,570,1027,272,198,192,773,634,97,4616,411,291,248,63,92,96,238,177,37,1644,97,39,18,4,14,7,18,12,18,228,10,3,0,0,0,4,0,0,0,22,3497,2445,5715,1287,802,1131,2749,3146,480,21257,14,8,34,318,56,467,21,215,31,1163,56,165,107,378,177,221,33,133,17,1287,296,936,233,703,540,304,47,267,61,3391,430,1115,202,655,793,315,36,281,52,3885,586,1102,231,821,953,383,76,408,61,4627,518,917,180,785,893,389,75,504,64,4323,135,246,39,151,249,107,12,117,19,1078,26,11,3,8,21,4,0,8,5,108,4,0,0,0,0,0,0,0,3,5,2070,4501,1033,3826,3679,2190,294,1936,326,19858
SOS23,282,61,2003,507,77,1112,312,2142,159,6651,746,376,2996,551,202,570,655,1536,179,7807,2846,1404,4580,772,380,482,1477,2341,328,14609,5274,2145,4691,741,558,557,2038,2062,378,18457,7547,2787,5543,1023,824,814,3003,2600,526,24663,8303,2852,4685,1018,841,880,3383,2819,527,25293,5259,1450,1214,291,364,360,1057,1080,263,11331,1927,203,113,23,56,66,96,161,151,2791,278,9,3,0,0,4,9,27,39,370,32471,11286,25825,4919,3296,4836,12026,14772,2541,111976,149,90,288,1595,292,2478,69,1159,154,6268,349,791,583,1793,860,1048,135,850,113,6521,1554,3807,1014,2411,2221,969,231,1198,241,13645,2942,5070,1048,2345,3551,1026,202,1196,279,17665,4398,5747,1169,3455,5260,1610,315,1764,342,24058,4268,4771,927,3135,4715,1491,322,1938,334,21902,2622,1259,217,628,1403,335,61,543,204,7263,772,72,12,33,166,33,3,98,97,1295,71,0,0,0,20,0,0,4,31,127,17130,21609,5256,15385,18481,8995,1336,8761,1787,98750
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,4,0,10,4,0,4,8,7,0,43,5,4,25,13,10,10,15,22,3,104,21,70,68,25,12,19,33,66,8,316,34,44,44,9,9,9,21,38,9,210,22,19,32,11,0,9,34,53,6,182,23,15,26,9,4,5,29,21,0,131,4,3,10,0,3,0,5,8,4,36,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,108,159,207,68,36,56,147,207,33,1022,0,0,5,9,0,16,4,0,0,37,4,16,4,37,11,16,5,13,0,109,19,74,15,52,38,20,15,51,8,287,18,47,8,20,18,5,3,9,5,131,13,24,3,25,14,11,3,9,0,99,8,25,4,19,22,9,6,10,3,96,0,0,0,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,63,176,44,155,109,74,32,104,16,771
