SOS_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
SOS20,118,124,92,335,256,217,478,807,4536,51,5392,38,218,51,307,80,94,178,478,1009,11,1498,61,534,113,711,166,225,391,1107,1909,23,3034,83,895,153,1130,247,308,554,1690,2724,24,4443,160,1462,274,1900,313,397,710,2611,4938,44,7595,427,3165,542,4132,392,558,950,5084,6602,52,11731,1274,4750,668,6695,342,436,776,7466,6777,58,14305,2897,5485,637,9016,328,334,669,9680,9432,95,19207,5241,5788,701,11729,260,264,522,12249,8646,77,20976,6282,4978,611,11877,267,228,492,12370,7087,57,19515,6049,3508,494,10046,163,146,312,10358,4570,28,14964,5768,2591,377,8733,122,103,220,8952,3602,31,12589,11459,3840,705,16005,194,135,326,16331,5205,37,21574,5008,1668,296,6968,110,70,178,7146,2658,24,9822,4222,1063,214,5509,54,30,88,5590,1127,10,6727,1611,462,92,2164,22,17,42,2210,663,4,2870,5338,1006,197,6545,75,28,103,6648,1361,16,8027,4652,2524,727,7897,233,190,421,8321,4143,476,12943,222,159
SOS21,21,18,22,57,36,46,74,137,485,16,634,7,37,9,55,12,16,30,85,139,0,229,6,112,23,139,46,32,76,210,358,6,577,13,220,62,296,55,72,127,424,741,13,1172,36,415,77,531,122,118,240,768,1510,13,2291,146,1112,218,1470,116,198,308,1775,2200,14,3989,395,1701,234,2333,98,134,235,2567,2069,15,4659,888,1911,203,3008,77,92,174,3185,2612,29,5828,1488,1702,185,3375,81,79,159,3536,2093,24,5655,1566,1377,181,3124,53,37,92,3214,1501,13,4730,1433,862,128,2418,32,25,60,2479,806,19,3306,1251,541,108,1895,21,18,35,1926,584,5,2519,2067,733,166,2967,23,30,53,3019,726,7,3747,855,277,57,1186,14,5,18,1205,333,11,1543,582,139,35,760,5,0,3,763,101,0,872,214,56,19,276,0,3,5,280,49,0,335,432,108,22,564,13,0,12,574,146,9,728,1061,758,163,1985,43,31,78,2057,1000,120,3182,71,67
SOS22,3,0,0,3,5,5,3,9,36,0,46,0,5,0,6,0,0,0,8,13,0,22,0,6,3,9,3,5,6,17,30,0,47,3,18,3,23,0,4,12,35,53,0,86,3,32,6,44,8,5,12,56,104,0,160,14,87,20,127,13,15,24,151,151,0,294,37,150,17,205,10,16,19,222,148,0,370,64,126,16,207,4,9,12,218,235,9,460,98,117,14,233,3,11,11,243,174,0,417,120,79,9,210,5,3,8,214,116,0,331,97,57,5,161,0,0,4,164,70,0,236,88,36,12,130,0,0,0,130,38,0,178,152,51,13,213,0,0,0,215,47,0,263,49,19,8,64,0,0,0,64,26,0,96,32,0,5,37,0,0,0,42,5,0,51,7,0,0,3,0,0,0,3,4,0,8,35,9,0,36,0,0,0,38,17,0,47,98,73,13,185,4,0,4,190,105,6,293,5,5
SOS23,12,10,12,34,5,7,10,45,163,4,215,8,18,5,29,3,0,8,28,43,3,76,16,39,4,57,10,5,21,72,97,5,179,16,64,6,90,11,6,20,108,133,3,243,33,104,25,154,16,17,37,193,308,6,502,58,236,52,345,9,35,42,386,424,3,808,99,338,48,486,18,23,40,524,370,3,897,197,340,51,587,18,16,34,630,602,8,1235,329,347,40,720,13,13,25,745,500,8,1257,292,276,52,626,11,10,24,641,392,8,1041,301,183,25,512,12,3,19,531,208,6,739,297,132,26,451,6,0,8,459,176,5,642,520,185,31,740,11,5,12,751,230,4,981,236,90,23,346,0,0,4,350,106,0,453,166,44,14,225,0,0,0,227,56,0,278,87,21,7,108,0,0,0,108,26,0,137,220,69,18,302,3,0,4,305,65,3,375,394,245,62,699,12,7,20,723,359,38,1116,31,19
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
