SOS_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
SOS20,347,386,836,1276,1941,2905,4092,4610,3452,19840,330,273,548,1044,2784,5760,9134,8255,3986,32111,7465,41642,55618,42559,38361,31366,19988,12070,8902,257970,99,158,307,691,1586,2573,4250,5201,4331,19198,13049,17044,28085,29422,33232,35928,31400,21030,13983,223161,364626,206867,274789,251383,193959,135415,78976,31586,9338,1546934,30595,21021,27707,23820,20971,17167,13421,9242,6445,170382,434336,299474,404599,374061,324269,275902,219376,132756,65245,2530013,591,2429,8446,17396,38575,71571,95732,78127,38751,351614,53126,51387,68484,62270,51496,42566,36290,21702,8394,395727,814,1094,2971,6320,13767,24916,35765,28169,11771,125600,63,67,120,155,400,1135,4122,12098,16440,34593,1300,2920,6999,16730,30213,49288,59810,41444,15324,224024,1540,1283,2321,4477,12174,28571,47304,45119,25922,168708,927,794,1595,2536,3954,6279,9156,9729,6124,41092,740,610,1154,2057,5080,10914,17324,16000,7360,61237,15768,62372,86478,70294,63849,52146,33076,19027,12295,415307,295,298,599,1339,3310,6252,10453,11603,7639,41794,33287,31088,44678,49637,57133,63792,54959,35237,20907,390718,733524,441366,567897,510544,388408,267921,150214,60011,16643,3136523
SOS21,81,88,199,301,496,806,1371,1583,1060,5992,104,89,169,387,1141,2646,4192,3123,1309,13162,2511,9168,11984,10819,10743,10026,6875,3196,2185,67505,32,43,97,197,511,917,1485,1589,1081,5948,3285,3358,5298,6038,7198,8852,8207,4866,3569,50664,71142,31221,37924,35535,31698,27879,20121,8229,2388,266138,8747,4574,5070,5084,4920,4729,4579,3282,2224,43205,91003,50925,63972,62512,62187,65674,62767,37403,17740,514183,172,598,2328,5010,11129,22630,33453,24836,10924,111077,15127,11178,14250,13933,12528,12662,12257,7017,2353,101297,187,217,559,1355,2999,6773,11312,8777,3157,35328,10,33,38,42,110,401,1295,3207,3821,8963,321,698,1569,3181,6451,11609,16754,11244,3631,55455,398,313,569,1056,3106,8156,15441,14180,7196,50408,214,189,355,552,936,1664,2884,3126,1757,11686,266,178,322,684,1926,4839,7980,6279,2397,24867,5308,14358,18330,17294,17619,16475,11827,5525,3040,109780,80,89,163,358,975,1959,3511,3613,1925,12678,8492,6361,8341,9787,12035,15187,14527,8426,5119,88276,142429,68167,78510,72005,64061,54689,38670,15562,4223,538315
SOS22,7,9,12,22,39,85,116,106,51,452,5,9,3,31,104,310,416,284,88,1251,211,704,841,954,1065,1135,682,225,153,5970,3,0,11,22,37,106,135,125,78,508,281,258,357,482,752,975,762,362,204,4424,6084,2562,2808,2960,3161,3388,2264,792,196,24218,724,435,345,487,524,655,540,331,216,4259,7733,4156,4639,5302,6247,7792,6668,3349,1415,47303,25,65,175,460,1231,2822,3899,2326,880,11876,1281,814,990,1183,1253,1505,1447,635,181,9299,21,14,39,108,292,773,1273,793,246,3549,4,0,3,6,8,30,88,236,298,672,29,63,87,216,543,1222,1755,949,264,5139,26,19,33,95,291,978,1771,1251,607,5064,16,8,14,44,81,171,302,243,106,994,23,15,20,74,201,609,959,612,181,2692,446,1087,1322,1523,1758,1978,1345,423,210,10102,13,0,10,40,79,242,356,303,144,1196,698,492,562,752,1269,1779,1480,696,321,8037,12134,5583,5842,6121,6504,6853,4652,1645,357,49691
SOS23,33,38,53,69,175,327,423,331,147,1610,34,26,57,119,368,940,1356,703,184,3784,737,2674,2909,3272,3956,3809,2066,609,207,20234,8,13,42,62,188,333,463,390,143,1644,1040,1097,1411,1934,2940,3779,2943,1185,439,16776,27958,14213,11126,13835,17580,17010,10288,3005,612,115639,3626,2229,1803,2320,2977,3253,2550,1253,391,20401,35171,21383,18401,23422,31378,35508,27492,11317,3033,207104,74,198,652,1712,5052,11633,14505,7764,1983,43580,4835,3863,3609,4608,5454,6014,5105,2140,403,36040,68,106,180,493,1515,3452,5242,2992,641,14708,8,10,12,7,41,112,344,686,483,1693,135,256,368,772,2111,4584,6216,3346,733,18530,129,141,154,332,1255,3885,6906,4530,1382,18714,78,75,88,131,352,715,1079,791,287,3598,72,46,109,254,683,1961,3009,1771,415,8318,1545,4230,4467,5181,6713,6708,4079,1244,320,34490,18,28,65,117,376,804,1312,1082,315,4107,2466,2129,2212,3136,5120,7191,5894,2389,772,31306,56769,31396,23592,28490,36181,35319,22275,6906,1268,242190
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14
SOS29,0,0,0,6,7,10,5,3,0,32,0,6,3,10,12,18,15,3,3,69,21,145,182,162,145,84,25,5,0,772,0,0,0,6,9,9,5,0,0,30,26,37,64,77,69,64,37,10,3,386,243,199,318,153,95,122,52,15,3,1197,235,183,312,354,183,122,67,9,6,1475,549,556,878,730,479,429,224,58,19,3915,0,15,38,51,107,123,109,37,12,490,76,93,133,123,117,85,44,20,3,684,0,0,6,17,26,42,40,15,0,148,0,0,0,4,7,0,4,7,0,23,0,0,8,27,70,56,54,17,0,229,0,4,6,19,39,58,66,27,9,234,0,4,3,12,22,15,14,6,5,70,0,4,10,13,42,38,34,7,0,154,44,240,305,321,317,167,60,17,6,1470,0,0,0,5,19,13,12,10,0,68,71,64,124,139,152,126,71,15,5,769,483,423,679,408,297,283,150,36,9,2768
