SOS_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
SOS20,83705,60806,36702,18286,6367,2287,299853,15278,54512,52256,44750,32396,18403,5861,1246,224704,9151,25397,18135,10704,5870,3146,1403,505,74306,8275,20262,17380,12690,7950,4937,2147,570,74213,444,313,229,191,182,231,114,55,1749,1801,5525,6532,5353,3293,2088,854,325,25775,15506,26182,21340,16328,13539,13662,13566,11455,131576,101055,343510,315035,236435,166572,107725,51510,23354,1345195,11089,24602,21264,17193,12769,8460,3758,889,100026,9252,40079,49433,22237,10805,3996,579,53,136432,15714,68201,63509,55994,52276,38135,21233,6952,322013,12363,39220,29089,23054,16180,9676,5348,1658,136585,2729,7727,7287,5928,4234,2231,973,290,31396,18909,76276,56778,43054,34422,23430,10838,4017,267722,7709,40545,37715,34896,32626,28962,13507,3373,199336,30270,136446,149144,108930,68745,38099,14297,4289,550219,23129,80890,74902,64066,46917,29345,10277,2304,331837,15922,44008,31816,18378,10148,5580,2450,784,129088,12190,33659,30163,19816,12620,7241,3275,866,119833,902,754,512,352,344,365,199,78,3519,3130,10306,12202,9976,6544,4188,1856,648,48849,33571,56325,45414,35333,28594,26005,24128,17468,266836,196892,659034,609231,459214
SOS21,10161,8470,6431,3813,1336,395,40816,2734,8815,8894,8796,7916,4979,1232,198,43567,710,1962,1853,1253,937,662,264,105,7752,2046,5367,4156,2949,2091,1462,626,135,18831,68,94,45,39,44,37,16,5,340,145,542,733,610,467,336,131,59,3029,3696,4687,4524,4160,4229,5254,5283,3956,35800,16395,49874,48849,41862,37133,29552,14761,6470,244895,567,1727,1997,1745,1380,1269,508,101,9296,535,2212,2695,1358,965,623,129,8,8516,3335,11350,11010,11275,11896,10870,5477,1486,66701,2587,8071,6195,4782,4323,3361,1579,472,31369,913,2595,2863,2515,1990,1324,624,188,13009,2929,11813,9931,8610,9119,7306,3193,1004,53904,1732,8161,8428,7279,7324,8419,4021,801,46169,2881,12913,15895,13500,10842,7517,2727,649,66919,3798,11808,11738,11563,10285,6959,2045,356,58555,1347,3374,3060,2092,1501,1191,463,156,13194,2842,7734,6483,4679,3358,2317,1026,216,28644,137,183,89,75,69,63,25,8,643,330,1195,1632,1416,1167,866,397,149,7147,7917,9799,9438,8959,8931,10095,9473,6085,70692,31846,92933,91452,79841
SOS22,817,783,735,401,126,15,3543,188,604,710,832,987,607,135,18,4080,62,154,219,174,166,121,41,15,954,173,418,362,268,239,152,60,6,1688,3,3,0,0,3,3,0,0,19,10,43,49,78,69,53,22,4,323,410,343,474,482,624,633,486,361,3812,1345,3631,4226,4324,4749,3441,1456,558,23730,24,110,177,207,144,174,48,14,892,22,95,140,115,122,72,20,3,585,251,990,1023,1207,1537,1310,581,116,7010,206,659,673,606,641,436,173,47,3448,128,356,427,415,373,193,84,18,1990,214,768,751,843,1161,785,297,78,4890,123,658,794,799,890,1022,410,74,4765,160,786,1203,1193,1169,796,233,37,5571,248,793,931,1077,1247,903,232,42,5463,112,255,346,276,278,213,65,19,1571,218,570,557,440,418,259,95,16,2569,8,13,4,3,6,10,3,0,38,22,77,120,172,162,119,57,14,733,895,782,954,1094,1333,1434,979,559,8046,2634,6902,8087,8443
SOS23,3756,4208,3561,1764,430,61,16598,814,2227,2786,3604,3762,2119,453,43,15800,230,625,792,720,711,419,116,25,3643,598,1395,1380,1403,1017,577,183,33,6591,18,19,10,11,5,4,4,4,74,59,134,285,376,323,214,52,10,1460,2146,1661,2175,2760,3081,2734,1630,566,16751,6545,14625,19044,22244,22089,14913,5102,1111,105669,224,564,859,1111,1061,894,301,41,5057,144,309,566,622,543,311,49,3,2549,1626,4062,5105,6803,7816,5838,2224,347,33824,1065,2540,2763,3135,2853,1838,687,108,14996,1082,2413,3166,3542,3355,1665,489,89,15804,1069,3249,3712,4601,5576,3773,1209,244,23413,472,2119,2905,3451,4074,4587,1498,168,19284,911,3223,5275,6309,5753,3526,996,120,26113,1137,2825,3501,4615,4912,3306,804,89,21191,434,979,1182,1115,1031,751,216,39,5754,778,1788,1886,2028,1634,905,298,49,9367,25,34,30,20,16,12,9,0,150,129,292,586,798,732,519,163,34,3254,4543,3769,4738,6007,6766,6170,3540,1096,36635,13649,28184,36269,44161
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,0,0,29,0,6,16,3
SOS29,55,43,35,19,0,0,255,22,86,48,38,50,11,5,0,264,5,30,18,7,11,6,0,0,77,16,38,33,12,10,5,0,0,116,4,0,6,0,0,0,0,0,3,3,12,4,5,4,4,0,0,32,180,311,356,188,118,67,13,11,1242,278,705,618,379,303,140,29,11,2459,5,25,12,25,7,5,0,0,78,7,36,30,17,10,0,0,0,93,26,109,79,80,61,49,22,0,409,21,41,40,34,26,21,0,0,177,11,26,16,23,9,6,0,0,86,24,94,58,41,44,22,0,0,280,4,30,28,27,36,19,9,0,151,39,136,109,73,69,38,0,0,467,33,132,75,61,66,27,5,0,400,13,50,45,16,18,9,0,0,153,22,59,57,25,25,14,7,0,205,3,0,4,0,0,0,0,0,11,12,23,11,11,12,4,0,0,72,394,709,887,664,409,201,39,15,3334,608,1458,1448,1099
