SOS_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
SOS20,110,960,1214,2668,1117,806,610,182,47,7723,62,679,1287,4469,2857,1874,1285,625,127,13258,125,1249,3335,14865,5249,4167,3044,1315,375,33733,46,172,275,2391,370,225,256,62,8,3796,93,821,1438,2836,415,142,98,29,6,5882,23,184,270,2493,1999,2166,970,637,107,8853,326,1243,1244,3376,1472,1055,710,289,51,9764,145,1130,3039,11351,8501,8827,4703,1379,499,39566,0,48,78,496,363,351,300,200,71,1910,7,64,294,1110,508,286,115,30,3,2418,593,4536,7128,31683,13894,12393,10269,6744,2553,89793,5405,11865,13089,36441,13036,10775,8565,6367,3187,108731,149590,308908,313517,763140,306744,257175,192208,110073,40398,2441753,69,845,1965,5092,1430,705,295,97,26,10517,131674,242410,212797,392110,187956,151475,110156,62214,31223,1522011,20,316,359,2868,496,267,136,18,5,4489,6,11,72,1464,801,1112,641,337,111,4545,19,102,203,2092,340,166,74,28,9,3031,33,203,759,3401,1726,1427,915,354,121,8937,60,289,315,2370,828,486,275,111,28,4767
SOS21,3,36,36,75,57,48,28,4,5,298,9,92,162,389,301,211,131,65,12,1378,10,74,95,609,210,111,85,42,8,1235,7,12,23,321,13,5,0,4,0,392,8,112,138,254,38,10,3,4,0,575,0,7,17,117,100,106,62,47,9,459,18,109,106,257,139,147,182,74,6,1048,15,108,74,513,179,158,62,16,0,1126,0,8,11,55,52,80,117,64,23,415,0,22,38,138,83,41,31,9,0,351,74,510,724,2454,1132,1068,1099,800,265,8121,1422,3633,2985,7183,3629,3813,3776,2780,1233,30459,30671,65309,54351,118441,57277,58832,56871,32359,10722,484834,0,36,135,226,75,31,9,5,0,518,27686,54803,43735,94889,49278,51350,46890,26652,12645,407922,0,34,27,248,34,14,9,3,0,364,0,0,0,67,35,53,34,8,3,209,0,8,5,125,22,7,4,3,0,169,3,20,7,122,32,20,8,3,0,217,13,34,18,270,103,111,68,22,6,660
SOS22,0,0,0,5,7,0,0,0,0,15,0,11,7,22,23,23,20,8,0,108,0,0,0,16,0,3,8,3,0,39,0,0,0,15,0,0,0,0,0,18,0,3,15,16,3,0,0,0,0,40,0,0,0,0,4,9,0,3,0,12,3,12,6,24,21,12,33,8,5,124,0,3,0,9,7,4,3,0,0,28,0,0,0,0,3,20,13,9,0,48,0,3,0,0,3,6,3,0,0,17,3,14,22,104,62,98,121,56,19,497,131,341,324,729,541,664,668,348,133,3863,2366,5776,4412,9480,5995,7590,7353,3432,950,47368,0,0,0,0,0,0,0,0,0,0,2203,4963,3700,8135,5091,5983,4986,2401,1027,38481,0,0,0,3,0,0,0,0,0,8,0,0,0,5,0,5,0,0,0,9,0,0,3,6,3,0,0,0,0,18,0,0,3,8,3,0,3,0,0,15,0,0,0,20,0,16,14,3,0,55
SOS23,0,15,3,18,19,19,12,0,0,86,0,25,35,144,130,99,75,21,5,542,0,0,4,66,28,33,21,12,0,168,3,0,0,44,3,4,5,3,0,67,3,29,41,103,27,11,8,4,0,226,0,3,0,21,31,28,10,6,0,107,7,28,35,83,74,71,97,35,3,429,0,0,8,105,72,45,16,0,0,252,0,5,3,15,22,42,53,30,3,176,0,0,3,22,31,33,16,0,0,107,4,48,93,463,340,487,463,320,95,2305,596,1948,1673,3481,2746,3332,2997,1463,378,18628,9827,27628,24196,42680,31393,36977,32210,13965,2926,221807,0,0,0,4,0,0,0,0,0,12,8911,23303,19015,33902,25281,27552,20387,7787,2041,168187,0,0,0,4,3,0,0,0,0,13,0,0,0,8,5,5,3,3,3,33,0,0,0,13,7,0,0,0,0,24,0,8,7,34,16,8,3,0,0,73,3,7,17,96,66,67,36,11,3,301
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,7,0,0,0,24,0,0,0,17,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,17,0,0,0,7,0,3,0,0,0,16,0,0,0,5,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,6,0,0,0,8,3,3,0,0,0,12,3,6,4,11,4,0,0,0,0,25,0,0,0,3,4,7,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,7,7,47,21,6,14,0,0,116,82,152,196,811,414,269,123,20,10,2079,222,370,575,1944,912,644,392,90,15,5170,0,0,0,0,0,0,0,0,0,3,115,187,298,689,232,260,124,26,10,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,14
