SOS_CODE_2021,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_19,P_AgriForestFish_20_29,P_AgriForestFish_30_34,P_AgriForestFish_35_39,P_AgriForestFish_40_44,P_AgriForestFish_45_49,P_AgriForestFish_50_over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_19,P_Min_20_29,P_Min_30_34,P_Min_35_39,P_Min_40_44,P_Min_45_49,P_Min_50_over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_19,P_Mnfg_20_29,P_Mnfg_30_34,P_Mnfg_35_39,P_Mnfg_40_44,P_Mnfg_45_49,P_Mnfg_50_over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_19,P_EGW_WS_20_29,P_EGW_WS_30_34,P_EGW_WS_35_39,P_EGW_WS_40_44,P_EGW_WS_45_49,P_EGW_WS_50_over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_19,P_Cnstn_20_29,P_Cnstn_30_34,P_Cnstn_35_39,P_Cnstn_40_44,P_Cnstn_45_49,P_Cnstn_50_over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_19,P_WTrade_20_29,P_WTrade_30_34,P_WTrade_35_39,P_WTrade_40_44,P_WTrade_45_49,P_WTrade_50_over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_19,P_RTrade_20_29,P_RTrade_30_34,P_RTrade_35_39,P_RTrade_40_44,P_RTrade_45_49,P_RTrade_50_over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_19,P_AccomFoodS_20_29,P_AccomFoodS_30_34,P_AccomFoodS_35_39,P_AccomFoodS_40_44,P_AccomFoodS_45_49,P_AccomFoodS_50_over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_19,P_TransPostWhse_20_29,P_TransPostWhse_30_34,P_TransPostWhse_35_39,P_TransPostWhse_40_44,P_TransPostWhse_45_49,P_TransPostWhse_50_over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_19,P_InfoMedTelecom_20_29,P_InfoMedTelecom_30_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40_44,P_InfoMedTelecom_45_49,P_InfoMedTelecom_50_over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_19,P_FinInsurS_20_29,P_FinInsurS_30_34,P_FinInsurS_35_39,P_FinInsurS_40_44,P_FinInsurS_45_49,P_FinInsurS_50_over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_19,P_RentHirREserv_20_29,P_RentHirREserv_30_34,P_RentHirREserv_35_39,P_RentHirREserv_40_44,P_RentHirREserv_45_49,P_RentHirREserv_50_over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_19,P_ProScieTechServ_20_29,P_ProScieTechServ_30_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40_44,P_ProScieTechServ_45_49,P_ProScieTechServ_50_over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_19,P_AdminSupServ_20_29,P_AdminSupServ_30_34,P_AdminSupServ_35_39,P_AdminSupServ_40_44,P_AdminSupServ_45_49,P_AdminSupServ_50_over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_19,P_PubAdmiSafety_20_29,P_PubAdmiSafety_30_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40_44,P_PubAdmiSafety_45_49,P_PubAdmiSafety_50_over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_19,P_EducTrain_20_29,P_EducTrain_30_34,P_EducTrain_35_39,P_EducTrain_40_44,P_EducTrain_45_49,P_EducTrain_50_over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_19,P_HealthCareSocA_20_29,P_HealthCareSocA_30_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40_44,P_HealthCareSocA_45_49,P_HealthCareSocA_50_overr,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_19,P_ArtRecServ_20_29,P_ArtRecServ_30_34,P_ArtRecServ_35_39,P_ArtRecServ_40_44,P_ArtRecServ_45_49,P_ArtRecServ_50_over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
SOS20,2118,6881,5670,3290,9104,6991,1146,2155,8105,45454,74342,219988,188192,121929,246877,196941,47223,77318,16501,1189306,519,1852,1584,1146,3146,2815,788,1569,159,13578,354,226,211,171,527,1249,510,1870,59,5173,4302,13017,11806,8792,50936,45893,13227,20376,1107,169450,787,961,1272,1249,7589,8079,2118,3610,171,25841,6073,14967,15878,12405,40007,72876,18160,37237,3028,220638,2059,5097,5431,4031,20679,20600,5675,8914,356,72848,14923,62005,37797,18545,43281,32495,8664,14518,2143,234370,15857,59783,26991,9944,16921,12032,3228,7318,1875,153946,5335,10973,13365,7298,24217,28389,8382,15642,1651,115253,1988,3789,3143,2250,11579,12511,2955,5585,275,44063,3995,4618,7113,5821,27812,41427,8157,16297,669,115910,1391,3635,3625,2365,9478,9772,2586,5614,291,38759,6295,19674,19196,14032,51296,73661,16240,34503,1217,236106,4064,15647,14173,6461,16903,13408,2963,5378,889,79887,7323,8464,10182,8539,41426,35322,9554,13289,882,134981,10076,38918,28888,19231,46576,35149,13390,25579,1293,219093,18431,50510,60688,52457,70077,56780,12419,21977,2666,345994,6262,10124,5172,3158,7189,6982,1588,3426,352,44245
SOS21,416,1189,820,480,1005,773,140,262,1470,6552,15397,44529,37243,25769,41239,28634,7299,11845,3627,215583,566,1574,1435,1021,2660,2862,856,2251,318,13555,228,69,67,69,240,406,193,881,21,2175,1282,2728,2031,1724,8891,9434,3538,4196,328,34147,304,251,309,305,1817,2079,592,1033,55,6744,1511,3036,2686,2533,8551,16704,4266,8620,755,48661,362,843,681,580,2680,2861,952,1471,85,10512,2720,12348,7122,3969,8139,5639,1606,2447,532,44526,3221,12005,4327,1809,3139,2153,539,1802,453,29448,1192,1842,2036,1263,3942,4856,1760,4482,347,21725,242,478,364,263,1087,832,224,390,37,3908,444,510,826,628,2370,2411,532,964,54,8742,226,535,484,382,1320,1044,315,716,42,5055,640,2363,2265,1618,4077,4622,1125,2487,125,19331,799,3432,1983,1172,2621,1837,434,801,207,13277,1944,2100,2342,1818,8022,8109,1918,2541,256,29043,2003,5755,5529,4210,8531,5339,2457,4576,302,38703,4619,10058,13204,11860,12995,10033,2101,3524,653,69055,769,1380,733,494,1147,883,180,406,67,6063
SOS22,67,120,70,43,96,56,13,29,157,651,1569,4477,3505,2366,3237,2449,650,1182,423,19858,111,306,255,153,352,491,178,519,45,2410,29,15,10,16,24,59,38,117,5,303,136,254,210,162,679,738,278,393,36,2882,29,31,34,28,116,206,55,118,12,622,195,368,319,279,786,1545,389,812,96,4788,36,93,81,53,198,262,75,135,20,944,261,994,586,345,590,435,134,257,55,3654,359,1090,390,197,270,246,78,268,57,2953,94,214,225,134,262,410,118,441,35,1934,19,45,32,11,64,52,27,36,0,292,35,61,88,44,154,163,30,92,4,673,22,54,55,37,92,87,28,58,3,436,81,292,245,188,293,347,100,226,19,1797,87,391,203,99,182,140,47,100,29,1271,224,217,230,189,689,682,141,206,22,2588,216,656,543,407,702,523,229,441,34,3748,457,979,1147,1023,876,797,140,278,73,5758,92,143,110,57,166,108,24,54,11,772
SOS23,289,690,487,274,442,454,72,226,891,3824,6831,21726,17466,11048,14075,13340,3335,8626,2310,98750,1029,4158,3430,2483,3200,6262,2044,14081,911,37598,154,80,74,51,147,327,163,672,43,1708,607,1513,1051,778,2919,3589,1253,2333,190,14225,140,154,153,134,659,797,229,480,40,2782,910,1922,1564,1331,3529,7383,1830,4796,444,23712,180,501,405,311,891,1277,431,926,73,4994,926,4391,2402,1273,2082,1815,506,1164,243,14790,1286,4079,1309,541,724,720,171,738,193,9757,522,931,852,500,1101,1598,568,1969,200,8232,85,214,157,78,281,282,85,187,18,1388,152,288,367,234,565,682,196,463,31,2984,94,245,220,131,368,476,97,339,38,2005,353,1440,1281,865,1427,2014,622,1508,97,9604,355,1284,724,453,695,657,174,427,94,4872,809,850,1011,766,2692,3125,726,1260,118,11351,853,2786,2481,1548,2749,2050,892,1942,157,15461,1942,4275,5165,4103,3594,3347,745,1406,303,24882,352,671,420,308,585,491,130,460,55,3468
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,8,3,9,5,7,3,0,0,7,44,85,190,111,71,129,98,29,43,16,771,6,8,12,7,8,20,6,15,0,76,0,0,0,0,0,5,0,7,0,6,3,8,5,9,37,23,13,18,4,120,0,5,5,0,7,4,0,3,0,22,5,13,25,8,33,60,14,21,8,190,0,5,4,0,15,10,6,9,0,39,16,36,16,8,20,21,4,5,7,126,28,70,32,16,18,10,3,12,0,202,14,25,8,4,19,21,7,11,0,108,0,4,0,0,5,7,0,4,0,25,5,0,0,0,17,22,5,8,0,53,0,5,0,0,0,3,0,4,0,23,6,10,13,9,22,23,4,11,5,99,9,20,10,0,13,10,0,8,4,74,3,7,10,6,25,36,15,18,3,115,4,27,12,9,17,13,0,3,0,97,24,36,40,34,32,28,6,6,3,205,0,20,7,0,10,8,4,0,0,46
