SOS_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
SOS20,6497,15852,2703,1648,2275,1563,1285,1643,428,33898,14621,41672,8677,2182,5128,3522,4923,3958,1400,86090,32300,48732,70180,4721,9793,6450,18066,14832,2935,208020,14406,8353,49763,1443,2766,1898,4381,8103,1348,92454,2656,2059,5486,579,840,649,1332,2152,243,15984,3928,34237,2297,7655,1576,1163,1370,1512,456,54196,3846,19849,1218,2520,1113,679,996,892,265,31389,56878,60010,10372,8394,26344,17046,12283,9085,3239,203651,12021,30349,3858,15975,7391,3517,4030,3882,1191,82222,5600,17572,5053,2985,3259,3348,2054,2667,500,43050,4675,957,14510,2815,1726,2004,4629,3946,449,35710,66,70,165,59,53,79,142,213,23,869,2886,3650,2504,1488,1410,853,2070,1380,650,16882,2633,2100,4942,1308,1167,1269,2793,2660,4968,23849,163011,285457,181728,53788,64856,44043,60358,56919,18097,928259,5509,15757,3643,3532,5387,2321,354,1242,506,38243,3486,12417,1417,2145,4208,1522,500,1305,506,27499,3584,9617,2246,1613,3034,1349,961,1774,379,24550,1878,6753,2168,781,1863,1223,131,441,161,15396,1137,1820,1405,788,1310,692,181,708,103,8146
SOS21,647,1244,327,190,174,107,111,202,42,3038,821,1848,811,202,364,243,335,332,64,5018,5063,4280,19640,1122,1466,1182,4991,4087,645,42478,3186,704,12989,418,364,394,1593,2471,359,22484,1486,810,1775,249,275,287,793,1115,114,6903,614,4228,362,1613,215,141,217,289,68,7747,959,4271,349,676,178,127,247,245,53,7103,5533,4465,1266,1161,2286,1801,1507,1231,264,19513,1244,2575,660,3699,656,453,569,799,158,10816,452,1224,560,305,262,324,255,443,43,3859,907,153,2976,441,275,447,974,1049,94,7318,21,13,21,12,6,19,16,60,3,165,413,388,466,323,185,107,441,351,108,2781,627,260,1270,305,176,278,861,950,855,5575,21964,26449,43464,10717,6888,5906,12918,13629,2872,144793,448,1152,460,374,466,214,40,158,41,3347,175,380,107,165,290,88,29,110,27,1374,284,447,321,165,317,173,200,369,43,2315,158,436,275,97,219,129,22,70,17,1428,344,545,448,272,414,260,47,362,22,2723
SOS22,68,129,24,11,18,12,14,12,7,295,50,125,48,22,19,16,13,19,7,308,570,304,2041,118,126,107,536,421,57,4271,402,72,1273,46,30,43,187,265,44,2359,290,142,249,34,34,46,112,166,21,1095,75,244,37,124,18,10,10,23,3,553,115,468,36,60,26,7,19,24,5,772,446,337,109,71,119,116,95,91,29,1406,142,234,61,284,42,35,43,52,5,912,53,124,73,30,32,32,23,40,3,412,89,5,262,36,11,33,56,98,6,608,4,0,4,0,0,0,0,7,0,10,43,42,44,28,10,11,41,31,12,254,74,34,155,39,14,38,94,120,71,644,2432,2243,4422,899,501,505,1247,1362,281,13889,45,101,30,26,52,13,0,13,0,284,18,23,3,5,23,10,0,8,0,97,38,37,32,17,28,12,24,29,5,227,25,39,22,9,10,18,0,11,0,140,63,84,67,49,65,34,11,69,3,445
SOS23,545,587,160,57,67,34,49,90,21,1614,365,515,187,39,81,49,39,89,27,1394,4825,1859,9894,427,539,521,2621,1970,375,23036,2581,298,5481,153,172,162,771,1112,192,10914,5354,642,1187,164,169,214,700,1199,126,9747,440,1514,143,481,59,35,66,100,24,2873,663,1392,159,209,72,58,102,110,31,2794,2982,1596,401,290,592,503,344,413,95,7221,796,990,210,983,202,108,135,238,61,3723,266,420,211,100,74,97,84,149,17,1418,431,51,682,118,61,115,232,345,26,2066,17,5,5,0,0,5,6,15,0,56,348,154,182,114,53,43,162,135,45,1235,844,125,692,118,82,117,383,439,390,3197,20458,10147,19600,3254,2233,2061,5703,6411,1437,71296,443,625,208,167,278,68,8,102,22,1922,118,138,33,36,112,15,3,33,0,477,235,204,155,91,152,65,75,151,17,1149,118,193,127,43,105,41,12,31,10,680,1118,504,435,242,476,216,95,572,43,3716
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,3,6,0,0,0,0,0,0,0,17,3,18,6,3,0,0,0,4,0,35,19,30,67,4,0,8,16,26,0,168,7,0,36,3,0,0,3,16,3,83,0,0,4,5,0,0,0,7,0,22,0,28,0,9,0,0,0,7,0,41,0,7,0,3,0,0,0,4,0,17,24,32,4,6,15,6,19,8,0,116,4,17,5,17,4,4,7,9,5,65,9,13,4,7,0,4,0,8,0,42,4,3,7,0,0,3,4,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,4,0,0,5,14,9,26,77,146,154,52,21,35,64,123,16,695,5,12,5,5,0,0,0,9,0,25,0,6,0,0,6,4,0,0,0,12,0,6,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,5,0,0,4,6,0,0,0,0,17
