SOS_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
SOS20,32,558,131914,132508,2208,12481,141301,155999,94986,83830,186960,365781,213303,46215,81794,341306,184386,30129,72967,287485,157611,18995,63438,240043,124839,8627,42802,176271,71772,2819,23931,98521,19202,426,11912,31541,868347,204092,757017,1829450,111,1045,123931,125090,5626,17882,125391,148901,134570,87949,153054,375576,221606,42632,89400,353643,184043,27994,95951,307994,150984,15833,92788,259603,114253,6662,82003,202916,53189,1651,63596,118434,8699,208,36063,44974,873087,201867,862179,1937131,148,1609,255841,257597,7832,30364,266697,304893,229559,171778,340015,741356,434905,88847,171194,694945,368438,58125,168919,595479,308592,34829,156223,499647,239095,15290,124802,379185,124961,4475,87525,216961,27902,635,47978,76516,1741432,405952,1619195,3766581
SOS21,11,226,25915,26153,406,3501,19368,23276,16024,15795,22926,54746,30323,9052,13594,52968,29663,7228,15474,52359,32118,5135,16154,53403,33530,2987,13628,50145,19491,968,7421,27879,4492,143,3230,7870,166052,45032,137716,348798,23,452,23786,24257,862,5133,15960,21959,21501,16423,21006,58925,32435,9205,16479,58111,30970,7084,19867,57915,33294,4870,21989,60156,31872,2373,21714,55964,14766,638,17116,32523,2160,80,8992,11230,167885,46255,166905,381049,34,675,49703,50417,1269,8636,35331,45236,37519,32218,43934,113677,62751,18253,30078,111081,60627,14308,35334,110276,65414,10004,38139,113557,65406,5360,35342,106105,34260,1603,24537,60405,6655,223,12225,19100,333938,91293,304615,729846
SOS22,0,17,2163,2177,25,234,1413,1676,1068,1237,1600,3899,2498,872,1078,4451,2923,846,1562,5325,3746,785,2138,6668,3897,456,1967,6316,1929,124,923,2977,378,15,306,698,16469,4571,13159,34196,0,43,2072,2111,52,342,1103,1496,1482,1343,1313,4140,2802,887,1107,4791,3185,893,1610,5689,4053,735,2099,6898,3528,347,1995,5867,1404,89,1399,2896,173,13,719,902,16683,4687,13425,34796,0,60,4238,4296,76,578,2517,3164,2555,2578,2914,8042,5297,1755,2190,9242,6111,1737,3170,11015,7804,1515,4240,13562,7428,797,3965,12186,3332,214,2325,5879,555,21,1029,1602,33151,9258,26584,68990
SOS23,3,53,12173,12230,141,811,7730,8683,4487,4107,7053,15652,11978,3589,4328,19891,17333,4156,6038,27526,21357,3767,7498,32618,19286,2049,6805,28136,8510,526,3276,12307,1417,41,1049,2502,84502,19093,55947,159542,3,93,11022,11115,225,1211,5951,7387,6248,4632,5413,16296,13934,3779,3492,21208,19217,4362,4945,28529,22020,3465,6282,31762,17082,1517,5683,24284,5903,294,3879,10074,582,13,1884,2482,85219,19365,48560,153141,7,142,23196,23346,364,2026,13686,16073,10736,8741,12472,31944,25912,7366,7821,41103,36545,8521,10980,56053,43373,7228,13778,64380,36366,3565,12487,52417,14410,817,7158,22378,1994,58,2933,4985,169718,38459,104507,312683
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
