SOS_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
SOS20,255,704,1815,1725,1717,1327,601,222,18,8381,32,164,877,1066,1042,744,174,20,5,4119,2011,6919,23127,26870,28512,22678,5264,551,43,115978,137,756,4005,5311,3951,2763,551,48,8,17523,6954,21676,55169,43604,34115,21892,5179,542,36,189163,718,2822,8838,11203,11615,8592,2250,307,35,46377,11466,18832,25619,19743,15399,10696,3539,495,29,105823,16820,14374,18259,11451,6941,5026,1384,174,14,74448,971,6182,21335,21789,18096,15687,4348,353,10,88769,454,1802,6537,8534,5918,3135,655,91,5,27132,184,3436,15880,20263,13391,6480,1685,296,48,61657,206,1227,4811,5101,4019,2809,1160,299,27,19662,601,7326,36495,38671,25852,15627,6223,1171,58,132017,853,3830,10507,8824,7934,6134,2038,286,12,40424,560,3832,16051,17325,15253,11407,3068,365,24,67890,1892,4947,15809,15306,12396,10193,3520,374,17,64467,855,5450,21244,18864,15847,12547,4628,634,42,80106,2232,3204,6182,4680,3427,2172,842,144,5,22889,1123,3957,10253,9243,8786,6951,2225,374,27,42933,1902,6571,18893,16612,13460,9650,2742,578,118,70526
SOS21,355,770,2182,1770,1723,1568,868,319,50,9598,11,94,372,478,486,378,67,4,0,1909,779,1889,5208,5440,5703,4792,1074,87,4,24965,36,188,1046,1212,1319,1259,202,11,0,5276,2441,5234,12016,9005,7284,5463,1331,98,9,42887,222,449,1337,1671,1813,1566,419,50,3,7534,2973,2436,3628,3079,2857,2422,888,129,8,18410,3809,1810,2146,1657,1242,1027,439,56,4,12187,188,664,2983,3625,3779,3989,1335,143,6,16703,72,187,519,555,480,354,96,26,0,2292,23,150,631,1042,944,568,209,39,5,3609,37,125,422,496,485,407,221,55,4,2251,113,463,1939,2447,2033,1571,937,157,7,9671,167,447,1203,1379,1336,1212,440,75,6,6254,185,660,3101,3475,3599,3003,732,60,4,14829,217,474,2012,2319,2059,1909,697,60,0,9747,150,678,2656,2723,2662,2570,820,95,3,12360,308,284,573,579,578,438,187,32,0,2988,452,943,2125,1778,1739,1601,585,92,4,9319,512,944,2548,2344,2346,1789,625,149,41,11292
SOS22,64,131,300,303,320,373,215,66,8,1788,5,14,62,54,61,55,18,0,0,266,74,139,369,423,497,465,118,9,0,2093,3,10,65,128,142,133,25,0,0,506,224,422,902,910,838,753,170,14,0,4222,28,35,97,115,158,159,75,9,0,683,213,154,214,227,232,254,95,17,0,1400,271,134,221,161,157,181,73,9,0,1207,24,60,185,215,332,416,149,16,0,1401,0,7,31,25,39,44,17,0,0,163,0,5,43,64,68,49,23,7,0,260,3,8,28,43,48,49,22,5,0,201,13,37,115,164,190,197,128,15,0,869,20,37,109,114,134,145,66,3,0,626,0,27,180,285,403,365,86,5,0,1360,10,25,159,219,216,227,112,7,0,968,17,23,132,142,215,247,87,8,0,877,20,29,48,70,76,85,35,12,0,373,45,70,186,160,172,201,60,8,0,906,56,90,189,181,243,219,82,33,8,1092
SOS23,804,1210,2983,3534,4561,5767,4450,1742,272,25316,22,53,215,409,365,310,70,5,0,1449,431,628,1273,1682,2563,2435,713,111,4,9851,19,58,267,423,609,610,127,9,0,2134,1376,2152,3548,3967,4506,3606,982,89,5,20227,151,176,388,598,818,866,281,46,0,3327,1184,717,632,700,965,967,378,56,12,5610,1258,427,362,310,452,490,237,34,5,3585,89,212,608,967,1573,1938,672,68,6,6128,28,44,85,136,214,171,46,6,0,725,8,47,118,249,345,272,113,30,5,1187,24,56,108,144,247,242,123,24,5,974,63,198,468,802,1150,1075,624,97,7,4487,83,166,306,415,562,624,210,26,0,2389,149,350,803,1090,1543,1380,368,30,0,5714,101,163,396,650,862,896,389,36,0,3489,71,172,435,571,886,1171,507,43,3,3863,130,111,228,249,330,368,156,21,0,1599,305,413,673,721,928,943,340,42,0,4367,359,448,707,841,1189,1153,550,262,45,5558
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,3,22,9,9,8,5,0,0,59,0,0,0,0,0,5,0,0,0,4,3,8,25,21,15,11,3,0,0,82,0,0,0,5,4,4,0,0,0,16,4,18,56,36,36,17,6,0,0,174,0,0,8,8,3,5,0,0,0,28,8,10,17,6,8,9,0,0,0,61,7,16,33,10,11,8,6,0,0,86,0,3,21,12,15,13,8,0,0,84,0,0,7,8,0,0,0,0,0,15,0,0,9,9,0,4,0,0,0,25,0,0,0,3,0,0,0,0,0,12,0,4,22,21,3,9,3,0,0,59,0,0,9,9,10,5,8,0,0,41,11,12,24,7,4,10,0,0,0,68,0,0,4,6,10,3,0,0,0,31,0,5,19,15,8,10,0,0,0,51,0,0,14,0,0,0,0,0,0,19,0,7,10,8,8,5,0,0,0,32,5,3,21,26,22,9,3,0,0,87
