SOS_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SOS20,124072,358,35,5,6,4,15,10530,135024,145401,4460,1528,260,41,14,33,12712,164449,147316,18984,9745,2886,717,181,92,14447,194372,103492,45169,35726,9974,2599,749,369,12156,210230,54456,41895,67092,20807,5451,1562,1010,10104,202372,33439,28733,66237,25188,6836,2079,1468,7693,171684,28872,25808,63239,27663,7933,2435,1826,7109,164882,25970,23495,62112,28632,8420,2400,1754,6600,159381,21602,20429,54612,28141,8777,2347,1637,5890,143434,18015,18020,49305,28072,9364,2502,1673,5520,132474,13773,14995,42928,25312,8929,2503,1596,5412,115457,9948,10571,39354,24856,9049,2636,1724,5791,103927,6091,6238,26821,19052,8024,2605,1943,5231,76002,3856,3989,16982,14200,7338,2767,2545,5074,56749,4375,5059,16499,14398,8395,3829,4289,8406,65245,740670,268206,552216,269448,91883,28611,21971,122686,2095680
SOS21,23610,188,24,0,4,0,11,2611,26444,19608,1918,753,147,21,9,13,2016,24480,17416,5268,3795,1282,341,75,32,2252,30466,10415,7344,8617,3562,996,322,157,2102,33508,6143,5119,11359,5519,1764,517,326,2112,32859,4401,4041,10424,5855,2061,600,498,1771,29651,4358,3802,10651,6470,2280,779,559,1764,30660,4276,3652,11035,6848,2584,791,560,1775,31524,4196,3211,11225,7534,2865,837,528,1802,32188,4068,3075,11369,8200,3422,894,528,1937,33489,3228,2690,11442,8427,3429,924,455,2055,32648,2477,2138,10273,7916,3423,1001,568,2322,30122,1564,1266,6387,5843,2958,1062,723,2085,21883,945,721,3276,3866,2537,1184,973,2016,15514,971,1009,3247,3718,2876,1466,1516,2943,17740,107667,45432,113877,75188,31554,10462,7451,31557,423180
SOS22,2064,3,0,0,0,0,0,295,2365,1406,124,50,12,0,0,0,195,1790,1212,355,259,85,23,4,0,155,2104,774,502,677,297,81,19,7,176,2539,466,378,912,515,156,44,19,195,2686,383,305,927,533,199,35,25,205,2616,478,363,923,634,222,67,43,225,2959,505,340,1093,741,285,62,39,206,3282,543,368,1227,817,311,100,50,267,3685,510,409,1352,987,379,107,55,305,4109,422,308,1230,860,361,112,60,258,3611,291,217,985,790,360,111,63,233,3055,142,134,584,487,307,96,69,218,2046,95,57,262,307,219,117,71,175,1299,84,76,219,296,240,109,138,260,1415,9382,3965,10694,7367,3149,986,651,3383,39569
SOS23,11023,42,3,0,0,0,4,1555,12624,7288,415,129,26,5,0,0,895,8759,5174,1298,958,342,64,5,11,797,8653,2948,1815,2509,1235,334,54,37,817,9745,1863,1419,3721,2386,727,179,92,926,11318,1596,1246,4176,2745,959,272,133,988,12112,2000,1466,4939,3295,1174,302,178,1121,14484,2228,1642,5704,4008,1444,359,233,1283,16892,2316,1577,5934,4188,1661,464,260,1365,17764,2082,1423,5676,4492,1900,504,263,1397,17743,1578,1168,4833,3970,1731,476,262,1290,15311,1030,845,3806,3213,1536,463,217,1070,12180,510,398,2062,1856,1036,368,269,826,7320,232,204,838,1030,655,298,257,489,3998,145,139,568,616,561,251,305,441,3033,42010,15093,45848,33412,13781,4001,2527,15252,171931
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SOS29,142,3,0,0,0,0,0,86,229,187,28,8,3,0,0,0,94,321,218,29,41,13,10,0,4,148,450,145,41,33,27,8,9,7,162,425,86,39,41,28,17,4,10,182,416,53,23,34,23,10,4,7,162,321,41,26,33,12,13,0,5,106,238,53,19,41,24,13,6,5,88,242,30,17,45,41,8,0,0,63,212,31,24,55,38,14,4,0,56,217,20,13,27,16,5,5,0,51,141,9,5,29,14,4,0,0,23,74,5,3,9,11,3,0,0,16,42,0,0,4,6,0,0,0,0,14,0,0,0,4,3,5,0,5,19,1016,266,399,261,111,38,42,1239,3373
