SOS_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOS20,80,37,33,37,9,126,3,133,74,12399,180,13113,26,67,20,16,0,34,8,293,55,3404,52,3981,4,55,8,16,0,44,15,564,95,1998,22,2821,3,9,0,11,0,50,6,533,86,1453,20,2185,35,217,20,44,8,115,35,995,161,9172,125,10935,33,247,21,91,13,372,64,1808,275,4747,74,7749,118,734,83,223,34,1133,147,3085,472,35016,516,41566,178,1389,97,494,77,2524,227,4046,591,18344,223,28189,454,2706,161,1440,173,4556,400,4293,698,16518,197,31598,1466,3788,237,4876,497,5340,618,4204,654,15281,237,37205,1767,2126,155,5180,558,4624,419,2441,413,4958,64,22716,4069,2315,215,6303,722,4224,446,1946,358,5356,97,26043,18724,3750,457,14425,1759,7936,805,3066,592,6445,162,58123,21062,2068,328,11015,1478,3090,476,1505,267,3330,97,44710,17976,1184,243,7270,1077,2841,294,887,178,2123,97,34174,14854,578,163,3837,687,1016,130,497,65,973,28,22830,32603,1699,389,8956,1518,5756,345,1848
SOS21,26,22,5,12,4,23,6,28,16,1894,50,2073,10,9,6,10,5,4,3,76,14,775,23,938,0,13,3,5,0,19,3,119,11,409,6,594,6,6,0,5,0,6,3,103,15,351,9,502,18,69,8,15,4,43,7,295,46,2543,51,3097,5,76,3,36,3,87,7,495,63,1381,20,2181,39,201,27,84,10,267,40,987,138,12426,233,14448,77,332,37,178,28,615,55,1315,204,6851,74,9766,183,600,43,460,45,1155,86,1278,201,6052,69,10177,515,929,83,1404,126,1259,158,1160,234,5086,93,11060,534,432,56,1475,141,995,122,541,131,1301,16,5746,1253,506,87,1661,165,906,126,450,109,1490,21,6774,4575,807,142,3507,419,1617,249,609,185,1445,45,13596,3846,402,106,2389,358,528,158,282,70,618,26,8770,2729,202,58,1428,217,461,69,146,40,423,20,5799,1658,106,38,633,111,130,37,56,19,153,5,2940,2734,240,60,1173,237,684,74,221
SOS22,0,0,0,0,0,0,0,0,6,207,5,219,5,4,0,0,0,0,0,10,0,80,0,101,0,0,0,0,0,5,0,18,6,53,0,79,0,0,0,0,0,0,0,11,0,59,0,73,6,6,0,8,0,7,4,42,0,322,4,402,0,15,0,0,0,16,0,49,15,161,0,272,15,25,7,12,3,48,3,147,23,1459,23,1770,25,37,0,27,0,73,9,179,32,689,16,1091,32,92,10,53,6,128,19,164,26,565,7,1099,58,122,10,155,16,156,25,143,21,540,9,1256,57,76,5,153,6,116,14,56,23,150,5,662,129,67,8,183,16,95,13,50,10,163,4,734,372,122,23,370,40,180,23,67,30,125,6,1348,318,44,20,220,43,55,15,38,10,63,6,841,203,22,7,146,29,38,14,20,4,41,0,531,146,11,5,63,16,10,4,5,4,11,0,263,234,27,9,137,22,68,7,27
SOS23,93,27,11,33,11,25,0,33,15,900,33,1190,27,33,13,16,8,18,0,37,11,407,10,570,19,14,6,13,0,20,4,73,18,211,5,375,9,0,0,4,6,15,8,68,18,227,4,352,106,63,18,66,9,59,5,163,36,1160,27,1724,27,67,8,40,8,70,12,258,47,600,17,1156,141,183,26,128,12,208,26,535,87,4245,93,5686,220,273,43,224,26,324,53,641,115,2311,43,4259,310,439,56,432,56,564,65,657,132,2155,38,4907,547,532,79,841,79,540,109,557,122,1889,38,5329,305,263,26,700,78,465,69,313,64,500,9,2788,732,332,73,882,98,452,52,277,60,646,21,3622,1948,506,116,1722,223,773,136,366,98,767,20,6679,1527,293,58,1265,150,299,89,196,46,341,18,4273,1200,180,52,737,106,267,46,117,38,231,9,2977,806,85,32,390,54,93,25,53,11,112,5,1662,1839,297,72,1002,144,498,65,243
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
