SOS_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
SOS20,148,34,31,31,141443,141691,3083,172,97,69,168405,171827,109754,4107,5064,283,278686,397885,230468,10535,17440,631,106175,365252,196207,14289,30006,1607,64641,306744,168572,12009,35020,3861,37712,257175,135475,7651,24684,7941,16448,192208,79376,2982,10143,12183,5396,110073,23641,629,1984,12627,1511,40398,946727,52405,124474,39230,820418,1983259,212,28,26,26,134734,135024,7492,475,257,59,156170,164449,147992,6916,8265,488,240932,404599,235881,15138,25465,1822,95751,374061,196118,18217,45491,5105,59341,324269,163752,13902,51649,13873,32725,275902,125346,8041,39206,31981,14793,219376,59632,2509,16147,49206,5265,132756,11884,421,3723,47068,2152,65245,948312,65650,190232,149625,741858,2095680,363,67,57,54,276175,276713,10580,646,352,135,324569,336276,257747,11022,13333,773,519614,802484,466352,25673,42907,2449,201931,739313,392317,32502,75496,6720,123986,631012,332317,25912,86676,17735,70436,533084,260823,15698,63891,39920,31249,411584,139014,5490,26283,61384,10658,242825,35526,1048,5710,59696,3669,105646,1895041,118057,314707,188854,1562279,4078935
SOS21,14,4,3,10,28382,28423,482,32,18,23,25377,25924,17769,987,777,50,40827,60410,33154,2386,3314,129,19052,58034,32132,3387,6972,419,14368,57277,35466,3177,9668,1163,9357,58832,38303,2537,8656,2752,4637,56871,22467,969,3479,3948,1497,32359,5822,165,588,3730,418,10722,185608,13641,33467,12225,143911,388853,25,6,3,14,26397,26444,990,116,23,17,23327,24480,23199,1712,1360,129,37573,63972,34655,3613,4899,430,18912,62512,33163,4418,10557,1171,12875,62187,36685,3885,13758,3579,7778,65674,36473,2468,11540,9005,3277,62767,17137,728,4485,13913,1136,37403,3087,120,891,13187,448,17740,185410,17067,47523,41457,131727,423180,39,12,13,25,54779,54868,1472,149,36,45,48707,50407,40965,2698,2133,183,78403,124388,67811,6002,8208,559,37963,120541,65295,7799,17530,1589,27243,119458,72151,7063,23420,4746,17133,124510,74769,5006,20197,11758,7912,119641,39601,1689,7963,17866,2630,69758,8906,286,1479,16916,867,28468,371016,30701,80991,53681,275636,812034
SOS22,0,0,0,0,2416,2422,25,0,0,0,1958,1990,1183,58,62,0,3191,4494,2782,186,283,7,1725,4987,3268,334,723,37,1626,5995,4282,460,1323,138,1385,7590,4562,466,1314,325,683,7353,2215,138,449,433,199,3432,483,10,71,325,60,950,18807,1651,4227,1280,13252,39223,0,0,0,6,2366,2365,59,5,0,0,1723,1790,1609,101,80,8,2839,4639,3067,279,351,36,1568,5302,3487,403,921,102,1339,6247,4624,388,1451,365,965,7792,4075,274,1125,826,371,6668,1635,63,380,1168,100,3349,247,11,79,1050,36,1415,18803,1516,4385,3557,11308,39569,0,0,0,6,4782,4788,88,11,0,0,3676,3776,2793,155,145,14,6038,9144,5848,460,634,46,3297,10289,6757,737,1641,136,2967,12240,8909,849,2775,507,2346,15387,8629,740,2445,1150,1060,14017,3850,198,822,1605,301,6783,734,21,149,1375,93,2369,37612,3171,8613,4840,24558,78795
SOS23,5,5,0,0,13738,13752,189,17,4,3,10228,10442,5380,232,232,16,13401,19262,13735,864,1216,56,7545,23421,19388,1492,3298,205,7007,31393,24209,1673,5200,694,5207,36977,22171,1401,4802,1341,2498,32210,9708,440,1554,1544,716,13965,1658,58,157,917,135,2926,96445,6188,16472,4781,60466,184354,11,4,0,8,12611,12624,239,15,4,3,8502,8759,6812,318,308,31,10935,18401,15254,862,1305,109,5895,23422,20999,1319,3404,471,5183,31378,24688,1287,4852,1456,3221,35508,19426,681,3393,2695,1295,27492,6702,150,984,3191,292,11317,727,12,130,2108,54,3033,94845,4652,14375,10069,47989,171931,14,10,4,8,26339,26374,423,33,12,8,18729,19202,12189,550,543,47,24328,37655,28988,1726,2528,160,13439,46846,40385,2810,6696,680,12195,62773,48893,2964,10048,2151,8428,72485,41599,2080,8189,4035,3794,59700,16410,591,2541,4732,1010,25286,2378,73,289,3024,192,5963,191293,10836,30850,14844,108455,356286
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,0,0,0,16,0,0,3,0,0,3,3,5,3,0,0,10,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,13,6,0,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,0,0,0,16,0,0,3,0,0,3,7,5,3,0,0,14,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,13,6,0,8,38
SOS29,0,0,0,0,234,234,9,0,0,0,337,345,92,35,27,0,783,939,241,98,84,0,575,1008,195,137,156,4,417,912,215,82,166,14,164,644,169,51,115,20,38,392,39,7,28,14,8,90,9,0,4,4,0,15,963,416,581,56,2551,4576,0,0,0,0,231,229,13,0,0,0,304,321,119,58,20,7,682,878,166,60,79,16,412,730,103,65,116,14,185,479,157,39,119,32,79,429,96,13,66,13,28,224,19,6,11,17,6,58,5,4,0,10,0,19,676,246,425,103,1924,3373,0,0,0,0,461,459,18,0,0,3,641,671,207,93,52,7,1467,1819,409,162,165,11,992,1736,300,203,272,18,600,1393,371,123,283,49,243,1074,269,66,180,36,62,613,59,8,45,33,12,152,9,4,7,13,0,29,1642,658,1005,165,4474,7946
