SOS_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SOS20,9870,55140,237389,248952,200681,129970,26243,2025,111,910378,34625,53480,66881,44211,36987,37232,22155,4546,333,300451,4916,6539,9886,7729,6651,7167,2989,517,65,46461,815,2853,7565,5284,3355,2125,704,228,66,22992,50221,118009,321722,306172,247668,176488,52091,7321,581,1280281,1933,6457,11942,8742,7987,5991,923,51,10,44035,10198,6754,4577,2199,1913,2591,1057,136,16,29446,12130,13215,16521,10940,9900,8586,1986,188,29,73488,62352,131226,338236,317112,257571,185074,54074,7510,609,1353763,73851,31645,36494,30714,35750,61660,129665,95589,35624,530992,5485,8957,23156,17427,13424,10442,8462,6980,4168,98495,141691,171827,397885,365252,306744,257175,192208,110073,40398,1983259,2975,38816,173527,140378,128237,72984,10921,500,21,568353,45548,66376,101804,116067,99201,75260,23350,2403,110,530115,6661,8966,22217,16241,8481,8461,2912,367,40,74342,746,2250,5096,3473,2519,1599,537,199,81,16501,55929,116399,302639,276163,238433,158306,37718,3460,257,1189306,1139,3729,7820,5598,4722,2937,286,17,3,26241,10315,6338,6549,6035,4799,3726,780,64,8,38610,11454,10059,14368,11628,9525,6660,1057,81,13,64850
SOS21,4065,12287,38316,37803,35595,26751,5515,460,39,160837,7641,5322,7537,6749,6490,8322,5510,1047,77,48694,1033,768,1561,1531,1586,2221,908,140,27,9770,316,502,1221,986,795,587,247,88,25,4774,13055,18891,48636,47067,44468,37882,12183,1741,163,224078,637,1157,1742,1266,1299,1126,184,9,0,7409,1362,568,575,394,344,522,214,24,9,4006,2001,1720,2310,1662,1647,1648,396,34,9,11424,15052,20606,50949,48735,46114,39524,12574,1769,170,235495,11784,3672,5695,5738,7777,16119,40969,28001,9147,128886,1585,1652,3769,3562,3389,3187,3325,2588,1408,24466,28423,25924,60410,58034,57277,58832,56871,32359,10722,388853,1375,7380,21435,19624,22268,14626,2198,105,13,89021,10204,8631,19093,22711,20939,19522,5904,506,27,107535,1398,1237,4474,2754,1951,2657,828,88,12,15397,322,440,836,639,632,443,193,89,32,3627,13304,17685,45837,45731,45786,37245,9118,794,84,215583,310,562,919,746,739,556,52,0,6,3889,1398,618,976,904,775,795,148,21,3,5635,1710,1178,1899,1644,1514,1353,203,24,8,9529
SOS22,395,977,2756,3127,3515,3009,715,87,4,14589,549,386,621,614,761,1217,757,112,8,5014,104,63,142,169,184,305,133,23,0,1125,39,42,122,96,94,79,39,14,0,525,1090,1466,3637,4012,4552,4616,1644,228,22,21257,34,67,117,92,129,157,30,0,0,620,63,36,43,21,45,73,25,0,0,308,97,103,156,109,173,232,52,0,0,933,1183,1572,3794,4120,4728,4851,1696,233,17,22183,1069,249,376,508,810,2215,5107,2899,792,14017,168,167,332,362,460,532,548,306,146,3014,2422,1990,4494,4987,5995,7590,7353,3432,950,39223,133,510,1434,1480,2121,1571,250,13,0,7519,839,626,1496,2059,2198,2364,686,70,0,10347,143,104,388,268,225,323,111,6,0,1569,52,41,69,71,80,68,30,12,4,423,1163,1287,3391,3885,4627,4323,1078,108,5,19858,32,37,58,44,88,75,10,0,0,341,68,28,57,66,70,82,16,7,0,394,106,65,115,115,157,158,28,7,0,737
SOS23,2559,5451,11744,15194,19724,17973,6168,1326,134,80282,3358,1794,1934,2234,3433,5404,4218,1153,174,23698,484,307,488,597,914,1382,612,123,27,4933,249,250,445,428,594,534,338,189,41,3061,6651,7807,14609,18457,24663,25293,11331,2791,370,111976,165,279,386,302,460,516,78,0,4,2183,410,159,126,71,138,261,110,17,0,1296,577,435,505,377,595,772,191,16,4,3471,7224,8233,15113,18837,25263,26065,11523,2807,374,115450,5558,1416,2639,2739,3726,8194,18179,9840,2168,54461,967,791,1511,1843,2415,2722,2503,1318,381,14446,13752,10442,19262,23421,31393,36977,32210,13965,2926,184354,793,2720,5977,7216,11373,8641,2258,372,26,39377,4493,3192,5930,9145,11082,11393,4222,708,59,50233,737,430,1413,981,1157,1486,529,86,18,6831,245,179,321,326,443,376,254,128,29,2310,6268,6521,13645,17665,24058,21902,7263,1295,127,98750,87,151,207,165,242,222,13,3,0,1090,459,143,172,193,273,354,60,8,0,1667,545,295,379,356,511,578,79,11,0,2757
SOS27,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,0,0,0,24,0,0,6,16,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,19,59,201,145,110,77,13,0,0,621,16,38,92,39,43,34,20,0,0,281,0,10,14,12,8,14,4,0,0,74,3,4,12,7,14,5,0,0,0,44,43,104,316,210,182,131,36,7,0,1022,12,25,57,64,50,23,0,0,0,222,8,24,17,13,13,5,0,0,0,78,16,46,75,71,56,28,6,0,0,298,63,152,389,284,241,154,40,7,0,1324,77,73,169,199,220,198,223,62,5,1218,91,124,383,525,461,287,130,22,7,2028,234,345,939,1008,912,644,392,90,15,4576,9,35,126,65,39,33,0,0,0,302,22,59,131,50,42,55,3,0,0,367,3,11,30,12,14,8,4,0,0,85,0,0,9,0,0,0,3,4,0,16,37,109,287,131,99,96,9,6,0,771,7,15,34,19,10,13,5,0,0,105,26,13,18,13,8,9,8,0,0,79,32,23,55,38,14,20,6,0,0,191
