SOS_CODE_2021,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
SOS20,6838,16554,16984,15699,16379,21801,35296,24817,7660,162024,3951,14884,17843,16690,17578,20754,36162,32351,19133,179347,3376,18574,28175,24717,23132,21820,24388,15592,7299,167068,1898,16432,31971,28569,25312,21757,17041,8960,3255,155194,1147,17464,41933,33550,30221,23198,13195,5647,2264,168624,503,15463,50860,36893,32291,24695,10803,3545,1198,176261,142,8088,44584,30442,24737,17563,6509,1910,670,134641,80,3154,37727,29145,23737,15487,4980,1750,704,116762,35,1067,22846,22715,17860,11012,3238,926,371,80071,38,759,28335,39896,31016,16704,4091,1251,489,122580,23,166,3776,8744,7505,3752,1103,409,192,25673,62,235,3229,12901,14363,6704,2392,1081,493,41451,6878,9483,23497,18496,15142,12628,12845,12503,12690,124162,135024,164449,404599,374061,324269,275902,219376,132756,65245,2095680,131753,34471,47779,44099,36544,49644,39935,16664,6919,407799,57961,16217,9533,10314,9708,12910,13425,6206,2230,138492,32564,33184,21518,19407,18443,23570,26506,15820,5614,196624,12073,30265,29683,24389,26164,35335,62487,49054,15989,285448,8387,27734,29963,24974,26872,32709,57655,48782,27060,284120,8749,35948,46325,35630,33569,34399,42214,27219,11013,275067
SOS21,1329,2098,3267,3145,3492,5866,11963,7417,1894,40474,1055,2098,3766,3792,4192,6380,12171,9806,5592,48855,981,3071,6181,5748,5709,6628,8283,4939,2288,43832,641,3374,7240,6464,6366,5999,5208,2601,859,38744,368,3507,8061,7187,7060,6218,3456,1459,554,37868,157,2457,8088,6929,7024,5919,2490,816,290,34180,32,1186,5688,5078,4795,3776,1256,379,128,22327,13,468,4585,4344,4140,3022,941,418,176,18106,9,174,2307,2876,2867,1950,555,154,71,10957,7,116,2213,3957,4136,2564,570,190,63,13811,5,12,257,622,649,454,163,52,16,2219,9,33,256,808,966,682,333,223,93,3405,2015,1671,4186,4028,3787,3806,4647,4573,4114,32842,26444,24480,63972,62512,62187,65674,62767,37403,17740,423180,20415,3060,5822,5292,5068,9695,7361,2667,1045,60428,12561,1462,1544,1632,1664,2829,3283,1370,434,26784,6645,3890,4053,3639,3658,5846,7634,3911,1254,40529,2325,3718,5341,4871,5747,9538,21429,15073,4013,72051,2503,3702,5734,5515,6611,10000,20454,15690,8007,78215,2805,5548,8511,7719,7962,9906,14768,8914,3387,69520
SOS22,89,133,241,309,361,781,1349,685,169,4106,105,167,287,352,438,747,1282,910,463,4749,87,216,486,512,624,766,789,347,158,3995,56,264,536,570,641,669,563,213,47,3553,30,257,585,570,667,716,323,141,40,3335,14,163,524,563,642,621,265,65,17,2884,4,87,391,357,475,426,144,38,7,1933,0,20,327,319,385,335,94,35,13,1536,0,7,140,205,267,196,57,16,0,889,0,4,138,317,419,296,66,23,5,1271,0,0,15,45,59,46,20,10,3,196,5,0,23,81,111,71,56,20,4,380,272,167,326,414,457,573,541,450,360,3565,2365,1790,4639,5302,6247,7792,6668,3349,1415,39569,1732,232,387,437,519,1219,791,281,122,5714,1076,95,151,180,170,368,369,107,31,2556,469,279,339,323,415,873,899,391,101,4075,169,245,400,489,613,1351,2574,1488,350,7673,234,296,453,505,692,1301,2538,1589,671,8275,242,413,671,681,890,1209,1541,696,241,6593
SOS23,537,718,948,1179,1683,2710,4722,2106,371,14972,468,739,1098,1369,1834,2719,3856,2245,810,15140,418,1024,1732,2019,2603,3237,2877,1154,329,15399,322,1118,1903,2282,2798,3023,2257,817,146,14663,200,1200,2180,2388,3130,3089,1693,528,103,14502,81,852,2184,2341,3327,3130,1465,351,75,13810,25,401,1572,1689,2384,2153,810,233,41,9298,11,176,1210,1496,2107,1834,660,189,44,7727,9,44,620,1109,1473,1206,391,103,22,4976,4,29,675,1596,2288,1672,585,127,36,7010,4,8,78,345,524,351,135,46,13,1505,4,11,139,538,887,748,374,149,34,2882,1327,800,1623,2024,2635,2994,2580,1533,583,16103,12624,8759,18401,23422,31378,35508,27492,11317,3033,171931,9340,1178,1738,2034,2916,5394,3955,1275,319,28153,6100,597,590,735,947,1784,1799,679,171,13412,2605,1374,1311,1505,1828,3357,3813,1649,372,17807,991,1248,1533,1773,2711,4700,9059,4768,903,27675,1198,1320,1690,1976,2959,4724,7839,4357,1337,27410,1432,1949,2424,2800,3817,5374,5960,2566,606,26930
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,11,34,59,63,49,44,42,6,0,301,7,33,60,51,50,62,43,19,6,319,9,35,78,49,35,28,18,7,0,257,0,15,72,30,29,19,9,3,0,180,4,18,57,21,23,17,7,0,0,156,0,9,44,16,17,19,5,0,0,113,0,5,28,12,6,12,9,0,0,69,0,0,30,12,5,8,5,0,0,64,0,3,19,7,3,5,0,0,0,41,0,0,21,21,6,6,0,0,0,49,0,0,0,3,0,5,0,0,0,13,0,0,10,11,3,5,0,0,0,22,81,91,297,337,180,119,59,13,8,1184,229,321,878,730,479,429,224,58,19,3373,106,45,102,107,83,80,40,7,6,577,24,20,23,24,31,27,10,5,0,156,77,88,100,98,94,50,24,8,0,544,17,60,144,152,122,113,94,16,7,727,12,50,92,96,110,114,105,42,11,626,15,54,108,86,66,52,40,14,5,442
