SOS_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
SOS20,75257,151536,115341,824793,9385,1176314,1199,2414,1351,28775,483,34231,383133,5808,11280,10268,2033,412529,28001,4299,2326,9118,296,44037,31332,11250,7054,24737,316,74692,282453,126224,93446,777513,10328,1289968,71231,1762,7041,1507,264,81807,16017,2527,1885,8070,134,28631,43574,13757,9629,76814,954,144728,99670,16143,8494,44660,1034,170005,11908,2475,1433,4593,136,20553,248263,4612,3259,2533,512,259177,67496,32169,22120,302098,2317,426200,147405,35901,16985,118139,1863,320304,18467,228,785,244,51,19785,30121,6866,3205,6423,236,46850,31166,4260,2417,8140,262,46246,30919,7489,4426,20214,360,63405,15673,2331,1701,1217,160,21075,17904,6216,4609,2620,153,31496,30674,5391,4115,11912,271,52362,18167,1653,1760,2995,147,24726,17133,1490,680,290,209,19798,67108,31283,23773,239448,1877,363489,20817,2187,1341,2520,217,27080,16403,2766,2206,1046,79,22499,18576,1557,1349,3269,129,24888,40932,2848,1998,2212,161,48154,109432,1905,3654,1787,525,117305,8781,2672,1880,10157,84,23565,750657,51132,42631,60914,5202,910535,40605,2543,1994,14860,206121,266129,2406820,319305,234098,1772588,238958,4971771
SOS21,7565,32470,22852,313585,4807,381275,147,847,443,19183,360,20981,8249,359,585,1839,81,11115,2647,625,298,1347,50,4968,8558,3092,1952,7643,161,21405,50885,29268,21396,288144,5022,394716,8823,256,1345,304,86,10809,1486,338,251,2036,33,4139,8441,3181,2272,29276,417,43585,3295,966,421,2809,63,7553,1506,373,172,772,33,2856,14415,543,252,376,41,15638,10760,6836,4342,95755,1119,118817,13680,4731,2007,22459,355,43235,485,12,54,21,0,582,683,202,77,474,6,1437,1199,284,124,637,16,2257,5306,1685,952,5087,85,13124,2190,514,432,428,32,3599,2599,1388,1006,797,35,5821,3299,823,430,2381,53,6979,873,179,135,512,16,1711,2495,252,123,75,25,2965,13416,7630,5508,80743,906,108204,1432,232,126,381,17,2198,1641,355,213,198,20,2420,1527,241,158,831,23,2774,1476,234,134,199,7,2050,2750,79,215,75,24,3137,1853,597,383,2636,29,5496,55418,6572,4789,11831,692,79299,3188,530,397,7684,53015,64818,200041,60948,42429,630940,64663,999013
SOS22,473,3119,2208,32133,558,38492,15,52,35,1420,31,1551,373,20,49,224,5,670,188,49,19,146,0,403,952,346,222,780,15,2311,5502,3009,2226,28896,606,40240,422,14,81,15,13,541,161,39,31,189,5,426,910,318,194,2873,55,4360,240,76,34,174,3,524,149,37,13,53,0,258,331,38,24,37,0,432,1156,708,476,9867,150,12350,870,325,137,1723,34,3093,21,0,6,0,0,23,28,12,5,35,0,86,66,11,4,40,0,119,365,129,61,301,13,870,149,45,27,25,0,248,231,97,69,59,8,457,285,70,60,180,6,598,81,24,12,39,0,165,25,10,0,0,0,43,1337,828,527,8623,124,11448,77,9,8,22,0,120,138,28,24,13,0,203,129,19,13,91,0,258,43,26,15,20,0,101,78,0,11,8,0,94,199,57,57,275,3,583,2366,537,408,1112,51,4475,143,44,37,867,5844,6935,13970,5846,4078,63604,7175,94668
SOS23,2107,12916,9905,145935,1904,172765,42,201,137,5060,87,5530,1805,115,186,812,30,2946,1022,211,94,465,22,1811,4602,1616,1012,3411,86,10727,21316,11982,9312,128444,2157,173210,1488,22,372,72,26,1976,672,126,131,955,17,1908,4151,1345,1057,13220,204,19982,1470,370,148,1007,31,3024,617,162,81,246,10,1118,1093,100,91,126,8,1417,4474,2857,2003,43863,599,53793,6149,1953,766,8801,172,17834,92,7,15,6,0,124,351,117,69,155,4,693,470,80,24,191,15,786,1912,516,305,1329,23,4094,549,128,115,112,10,902,1147,498,425,287,22,2378,1269,319,208,760,21,2576,442,71,51,206,7,779,202,20,13,10,3,251,5444,3129,2513,39219,445,50749,481,75,36,111,3,708,623,109,129,74,4,939,450,65,62,325,11,917,240,88,46,69,5,452,434,34,59,13,14,551,771,227,159,1172,16,2347,10406,2176,1766,4676,226,19247,650,197,163,3524,32595,37136,61884,24325,18115,287216,37363,428903
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,3,0,0,7,28,38
SOS29,61,230,123,1415,47,1874,7,9,6,208,5,242,179,7,4,13,0,206,18,0,0,0,0,24,53,31,5,42,0,126,370,173,124,1249,35,1952,54,0,8,0,0,55,25,5,0,14,0,47,74,23,13,136,4,250,34,18,4,18,0,77,11,0,0,6,0,21,95,0,4,3,0,99,106,48,23,445,7,626,72,22,20,106,3,222,4,0,0,0,0,7,27,6,0,8,0,38,10,0,0,8,0,19,12,8,6,27,0,53,44,0,9,5,0,58,43,12,5,0,3,65,23,6,3,19,0,52,18,0,0,0,0,18,23,0,0,0,0,23,103,60,48,350,7,572,22,0,0,0,0,23,14,0,0,0,0,21,20,3,0,3,0,29,19,5,0,0,0,26,48,0,3,0,0,48,14,5,5,15,4,37,595,69,42,93,19,810,32,9,4,45,3572,3671,1800,426,258,2909,3693,9089
