SOS_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
SOS20,4624,10574,8502,8109,7049,5363,2742,587,47550,7290,28673,36509,16443,7696,2908,392,38,99964,13828,57850,54177,50352,48249,35740,19610,6049,285849,10575,32315,24131,19830,14452,9006,5120,1592,117028,1419,4652,4613,4014,2977,1718,814,235,20439,3913,18376,14018,10874,8573,5629,2498,877,64761,1421,8672,7661,7115,7669,7544,3871,950,44905,14356,60662,65441,48120,32044,19814,7925,2003,250372,7852,26381,22649,19315,14529,10938,4417,1057,107136,6776,18611,13685,7679,4277,2442,1041,278,54778,3922,13392,12781,7131,4673,2301,1127,296,45622,459,443,289,165,163,134,89,20,1762,1331,4778,5663,4618,3246,2104,1004,327,23074,18067,30146,24075,19002,15057,12343,10563,6015,135264,95835,315528,294200,222780,170655,117991,61205,20306,1298506,6467,14025,12755,9082,5716,3097,1023,305,52478,1962,11405,12920,5790,3104,1086,184,17,36467,1889,10350,9332,5648,4029,2389,1628,902,36160,1785,6903,4957,3219,1728,667,228,68,19562,1313,3075,2679,1915,1253,516,164,50,10962,14997,57900,42758,32176,25845,17800,8337,3143,202963,6292,31871,30054,27778,24958,21418,9636,2422,154434,15912,75783
SOS21,240,682,818,845,734,845,374,78,4623,476,1619,2076,1020,642,418,81,8,6337,3084,10588,10254,10607,11363,10509,5264,1346,63014,2449,7568,5723,4446,4062,3228,1530,463,29465,546,1679,1926,1788,1480,1107,535,162,9230,431,2125,2033,1712,1730,1353,507,130,10017,270,1572,1803,1570,1972,2707,1358,262,11517,983,4599,5729,5028,4413,3703,1397,249,26103,1061,2994,2838,2766,2368,1973,813,163,14983,635,1418,1208,837,565,530,203,50,5443,800,2367,2326,1728,1265,850,400,81,9814,66,86,46,38,26,23,11,5,306,184,647,898,804,703,528,266,89,4120,4223,5106,4911,4794,4699,4844,4188,2131,34896,15448,43062,42601,37980,36011,32620,16923,5209,229863,324,1047,1175,906,640,424,129,27,4674,61,589,612,339,325,201,51,3,2180,252,764,750,670,538,367,209,140,3689,143,505,472,340,263,138,47,9,1908,369,916,938,727,510,220,91,23,3784,2500,9687,7907,6901,7390,5954,2685,873,43888,1464,6591,6628,5705,5348,5710,2658,539,34647,1894,8309
SOS22,12,55,77,88,79,130,38,6,479,21,82,116,81,72,43,13,5,436,232,936,952,1134,1467,1270,559,107,6652,195,614,634,556,617,414,164,45,3246,85,211,302,292,271,150,71,18,1397,14,98,120,152,200,141,42,13,786,18,121,192,189,247,361,142,16,1289,39,238,383,406,428,398,110,26,2026,59,188,221,247,264,299,90,18,1390,55,105,129,98,108,92,33,5,615,46,149,194,167,173,105,35,6,880,4,5,0,5,3,0,0,0,22,11,37,67,95,97,69,33,11,410,490,444,480,615,708,800,493,197,4222,1290,3272,3860,4120,4740,4276,1816,469,23848,11,58,100,120,70,42,11,0,409,3,12,26,30,46,26,6,0,153,17,47,73,78,69,37,24,11,358,12,47,38,43,26,26,9,0,201,44,143,128,122,103,33,13,0,592,193,674,625,690,960,642,257,71,4106,110,533,601,607,641,657,271,58,3484,119,546
SOS23,93,221,302,450,552,574,232,27,2454,135,258,427,430,354,209,28,0,1846,1537,3812,4798,6415,7476,5671,2137,314,32162,1019,2396,2551,2904,2693,1763,661,107,14095,630,1485,2084,2522,2559,1388,426,75,11174,122,415,504,682,1012,808,261,44,3849,68,335,559,701,1000,1415,481,45,4602,322,990,1517,2107,2187,1760,562,60,9510,322,601,714,1013,1152,1191,349,44,5392,205,359,392,390,321,337,100,10,2115,178,394,504,631,612,322,118,11,2777,13,22,15,12,5,5,3,6,76,71,159,295,419,408,310,108,21,1793,2397,2111,2562,3248,3689,3434,1915,533,19879,7102,13561,17229,21918,24029,19190,7385,1310,111724,135,346,559,659,514,318,70,11,2603,12,52,135,192,188,104,16,0,701,95,252,311,392,337,162,87,33,1665,50,147,213,229,159,78,27,5,900,458,926,1086,1018,795,279,63,13,4633,945,2827,3205,3917,4566,2961,947,198,19563,410,1788,2345,2753,3076,3178,1017,122,14683,586,2234
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,0,0,25,0,6,16,3,9,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,9,0,14,7,5,0,0,34,5,25,24,15,7,0,0,0,66,20,97,68,71,59,49,17,0,378,21,33,38,33,22,21,0,0,165,8,14,8,15,0,6,0,0,52,8,27,19,10,3,0,0,0,69,0,5,3,5,6,11,0,0,37,19,52,51,33,37,20,0,0,214,12,47,19,18,23,14,0,0,141,13,13,25,11,7,4,0,0,80,8,24,21,12,13,0,0,0,86,0,0,3,0,0,0,0,0,4,3,15,8,3,4,0,0,0,38,219,393,534,479,290,135,28,11,2085,331,753,829,723,477,267,55,9,3447,4,18,10,12,0,0,0,0,40,0,13,8,5,3,4,0,0,29,5,11,11,8,3,0,0,0,34,0,5,5,6,4,0,0,0,12,6,9,7,8,6,0,0,0,36,16,70,35,37,41,21,0,0,211,5,22,27,19,27,8,4,0,115,19,78
