SED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
SED21106,0,9,19,38,37,10,11,3,0,129,0,0,0,7,13,4,8,6,0,39,0,0,0,11,9,0,0,0,0,29,12,64,46,507,265,236,186,156,78,1547,55,123,102,360,193,138,131,114,79,1286,1331,3537,3426,7883,5318,4377,3326,2161,1237,32589,0,0,0,7,0,0,0,0,0,9,2385,6023,5800,8936,6466,5596,3871,2291,1164,42540,0,0,0,8,0,4,0,0,0,14,0,0,0,17,7,11,0,0,0,45,0,8,3,83,27,9,6,0,0,139,0,0,0,10,8,0,0,0,0,13,3,17,11,104,62,35,24,11,3,274,0,11,0,54,16,10,11,0,0,99,9,216,212,501,318,208,80,33,17,1603,0,0,5,17,17,21,20,27,3,102,0,0,0,16,10,32,38,28,16,141,26,262,220,807,640,556,431,307,103,3348,0,3,0,10,11,8,4,0,0,34,5,19,9,92,39,17,26,9,4,222
SED21203,0,14,21,153,133,146,74,24,10,580,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,10,16,238,249,821,385,321,229,159,70,2489,173,389,302,861,314,260,203,165,76,2739,2532,4962,4820,10626,4273,3821,2732,1951,912,36618,0,16,19,72,15,12,7,0,0,147,4631,7637,6595,8382,2815,2264,1133,725,349,34538,5,40,31,247,79,45,26,0,0,467,0,0,0,43,16,40,19,16,8,141,0,0,0,21,3,0,0,0,0,30,0,0,0,4,0,3,0,0,0,20,0,10,3,9,4,0,5,0,0,39,0,0,0,9,10,12,18,17,0,66,0,9,19,167,71,103,55,11,9,438,0,0,3,8,12,32,62,70,33,223,5,28,25,84,27,67,64,62,27,383,0,6,19,95,46,103,86,63,31,451,0,0,13,78,62,57,34,9,5,246,0,0,0,5,4,5,0,3,0,24
SED21303,0,3,31,127,51,61,36,13,3,324,0,0,5,10,5,0,0,5,0,22,0,0,8,17,3,0,0,0,0,32,13,33,95,795,127,97,107,66,29,1360,35,56,155,531,124,114,103,71,41,1220,1567,2815,4673,16765,4508,3430,2430,1621,918,38723,0,3,5,8,0,0,0,0,0,13,3022,5200,6955,20916,6285,4155,2070,676,312,49595,0,3,17,70,3,5,3,0,0,110,0,0,0,26,7,8,6,0,3,53,0,0,10,172,18,0,0,0,0,208,0,0,0,7,0,8,3,4,0,21,3,4,11,210,43,12,6,3,0,288,0,3,8,95,15,18,7,6,0,152,4,16,154,446,80,127,91,40,43,1002,0,0,3,15,7,29,15,29,16,116,0,0,4,35,12,23,36,14,10,130,19,69,186,1149,356,288,160,73,11,2319,0,0,0,33,4,9,9,3,0,58,0,4,12,194,16,14,8,3,0,257
SED21401,0,7,25,98,92,103,70,14,4,407,0,0,0,0,3,5,6,0,0,19,0,0,5,16,5,5,4,0,0,40,3,43,72,274,161,160,164,164,87,1130,53,67,74,271,131,112,129,133,87,1057,1523,3399,3562,8513,4532,4402,3923,3275,1614,34747,0,0,0,3,0,3,4,0,0,9,2814,5643,5340,6648,4412,3449,2265,2364,1108,34043,0,0,3,13,5,0,6,4,0,31,0,0,0,9,0,9,9,5,0,33,0,4,5,16,13,3,4,0,0,51,0,3,7,10,18,17,4,5,0,61,0,0,7,29,15,9,4,0,5,77,0,0,5,10,13,12,12,4,0,48,40,344,588,3416,1014,1368,889,283,147,8088,0,0,0,9,20,24,58,66,25,197,0,12,15,89,28,119,82,78,26,446,4,52,72,138,139,173,173,180,86,1028,0,3,0,17,20,21,18,8,3,96,0,3,3,16,11,5,0,10,5,58
SED21503,4,13,56,177,70,73,36,6,4,439,0,0,0,5,0,4,4,6,3,15,0,0,12,9,5,3,0,0,0,27,5,50,83,317,141,135,126,76,41,978,54,80,168,287,120,104,100,92,54,1055,1575,3071,3815,8497,4134,3555,3025,1973,903,30547,0,0,7,11,3,6,0,0,0,26,3055,5712,6003,9850,5334,3856,2822,1862,741,39223,0,11,19,56,14,13,5,0,0,114,0,0,0,22,17,38,20,13,6,110,0,4,3,29,6,3,0,3,0,53,0,4,7,4,13,3,7,0,0,41,0,6,5,28,11,12,0,0,0,67,0,0,4,13,17,9,5,5,0,60,7,64,344,1514,406,424,225,76,19,3083,0,0,0,8,32,43,75,77,26,264,0,7,5,42,11,50,58,34,11,224,4,38,43,210,176,194,160,150,70,1059,0,0,8,20,24,29,19,9,0,119,0,4,0,11,7,4,3,4,0,38
SED21608,0,0,8,19,3,4,0,0,0,44,0,0,0,5,4,11,4,3,0,30,0,0,4,9,8,5,0,0,0,21,3,12,21,121,61,59,66,47,18,403,91,161,227,448,257,222,225,169,73,1872,1919,4389,3858,8750,4544,4357,3736,1858,777,34177,0,0,0,7,0,0,0,0,0,10,3679,8377,7000,13948,7268,6789,5430,2514,905,55907,0,3,0,17,0,0,7,0,0,24,0,0,0,6,0,6,6,0,0,17,0,0,0,9,0,0,0,0,0,13,0,0,0,4,3,0,0,0,0,10,0,4,3,24,19,12,12,8,0,72,0,0,0,4,8,3,7,0,0,25,0,7,26,114,33,18,11,0,0,215,0,0,0,6,5,10,22,18,3,78,0,0,6,7,0,4,6,0,0,24,10,60,55,207,259,452,479,243,91,1851,0,0,0,7,4,5,0,0,0,24,0,0,7,0,10,10,6,0,0,32
SED21706,0,15,49,159,116,81,85,24,15,538,0,0,3,3,7,8,0,4,0,21,0,0,3,17,8,4,5,0,0,32,5,45,74,309,152,144,108,99,56,992,36,83,161,348,130,123,119,90,76,1164,1561,4079,5099,9049,5069,4140,3140,2065,1346,35543,0,0,0,37,9,18,6,4,0,84,2968,6859,7273,8096,5548,4464,3029,1787,1188,41213,0,3,13,43,9,5,10,0,0,83,0,0,0,11,8,4,6,4,0,32,0,3,0,40,7,0,4,0,0,62,0,0,22,29,18,14,5,12,0,96,3,14,14,49,31,24,14,0,0,143,0,0,0,21,10,12,6,4,0,57,29,318,707,2870,887,811,506,158,90,6378,0,0,0,10,9,15,18,16,10,81,0,3,6,43,6,21,31,22,8,140,17,106,152,294,317,322,247,199,85,1734,0,0,7,36,22,12,5,7,0,93,0,5,7,33,34,19,7,7,0,114
SED21805,0,0,3,65,41,13,9,4,0,134,0,0,0,14,0,16,9,15,0,68,0,0,0,16,11,4,5,0,0,40,3,35,65,342,221,170,154,83,35,1104,83,150,109,412,170,172,147,130,71,1453,2289,4125,3584,10317,5120,4541,3582,1896,881,36329,0,0,0,40,26,29,6,5,0,108,4420,7642,6249,14271,6714,5492,3837,1887,690,51206,0,0,4,16,6,6,0,0,0,30,0,0,3,31,13,20,13,0,0,84,0,6,0,47,9,3,0,0,0,61,0,3,7,39,19,14,8,4,0,94,0,7,5,55,27,19,7,0,0,125,0,0,4,23,30,29,19,10,5,126,0,33,33,235,116,94,80,27,6,617,0,0,0,28,21,46,43,23,7,169,0,0,10,14,9,15,32,20,11,118,9,73,135,576,550,691,650,444,163,3287,0,0,12,62,63,39,21,10,8,217,0,0,4,31,12,13,9,3,6,72
SED21906,0,7,31,92,22,16,15,0,0,184,0,0,0,9,0,0,5,0,0,20,0,0,4,23,7,9,5,6,0,58,20,102,109,779,384,390,571,336,228,2912,61,99,141,475,128,118,166,113,88,1381,1809,3695,4020,11280,4308,3550,3416,1763,1141,34989,0,0,0,17,0,0,0,0,0,17,3331,6287,5721,11584,5096,3952,3033,1195,519,40720,0,0,0,44,0,0,4,0,0,56,0,0,0,18,3,7,13,7,0,42,0,7,17,119,19,14,5,0,0,174,0,0,6,8,3,0,3,0,0,18,0,15,13,87,56,26,15,5,0,228,0,0,4,63,11,12,7,6,0,102,5,78,379,807,182,205,130,48,29,1857,0,0,0,18,9,14,9,21,3,76,0,0,3,8,4,10,37,32,16,110,21,93,137,741,354,288,262,178,89,2168,0,6,0,7,6,6,4,3,0,45,9,50,35,194,58,23,61,27,24,474
SED22005,5,49,188,756,504,473,401,130,54,2567,0,0,0,0,0,0,0,4,0,10,0,0,9,8,3,0,0,0,0,24,16,96,110,625,294,309,277,211,101,2040,82,112,195,476,147,143,139,133,101,1530,1959,3633,4436,11592,4545,4070,3529,2450,1419,37637,0,0,12,55,15,11,0,5,0,98,3686,5942,5168,7814,3666,2612,1652,965,749,32257,0,26,29,139,29,20,18,0,0,261,0,0,0,29,16,19,14,7,0,85,0,0,8,55,11,5,0,0,0,84,0,27,144,486,359,356,298,107,52,1844,4,7,6,34,16,8,6,3,0,87,0,5,0,33,35,28,34,38,0,168,9,100,577,2431,533,635,381,135,83,4887,0,0,0,3,13,30,53,66,29,205,0,10,16,27,19,31,62,50,16,237,16,52,45,241,159,146,149,110,69,988,0,0,9,58,34,39,20,6,0,184,0,3,7,32,10,10,8,0,11,84
SED22105,3,8,19,168,67,35,12,0,0,319,0,0,3,9,7,8,14,3,4,47,0,11,24,90,29,9,5,0,0,170,14,123,281,893,407,289,189,98,37,2335,217,432,309,925,293,219,175,94,67,2739,5558,10193,7792,22416,7204,5070,3555,1774,748,64320,17,333,855,2310,591,270,83,28,8,4499,10763,16775,8826,17038,5991,4414,2932,1445,554,68739,0,19,29,173,43,8,8,0,0,280,0,0,8,97,37,44,16,7,0,206,0,0,0,24,6,5,4,0,0,40,0,39,70,430,161,99,73,11,4,891,0,9,18,22,11,8,4,3,0,86,0,0,0,64,74,64,48,33,3,294,4,39,94,445,243,144,74,24,11,1075,0,0,3,53,16,29,36,22,0,155,0,10,61,87,24,33,26,8,0,262,0,106,154,434,415,553,476,376,130,2658,0,15,60,395,175,133,48,17,3,830,0,5,8,10,18,11,5,5,3,60
SED22201,0,4,7,52,21,13,19,3,0,125,0,0,0,4,6,12,17,6,3,43,0,0,0,7,4,9,0,0,0,27,0,18,40,161,98,86,96,79,43,608,46,90,86,266,111,101,92,110,65,966,1818,3595,3283,8910,4106,3862,3403,2231,1018,32221,0,0,0,6,0,6,0,0,0,13,3647,6526,5578,11798,5491,5047,3966,2345,910,45316,0,0,3,11,4,0,0,0,0,18,0,0,0,9,0,4,3,0,0,23,0,0,0,15,5,0,4,0,0,26,0,0,3,29,24,18,11,6,0,92,0,12,9,30,13,6,10,5,0,82,0,0,3,6,11,7,8,9,0,50,7,90,118,867,255,193,180,41,8,1759,0,0,0,4,4,17,25,9,3,55,0,6,7,27,5,7,11,15,4,88,9,43,82,278,298,524,509,504,230,2479,0,0,0,9,13,11,6,0,0,39,0,3,0,19,6,3,5,4,4,48
SED22305,0,21,49,410,192,196,98,20,14,993,0,0,0,0,4,4,0,5,3,13,0,3,7,9,7,0,6,0,0,24,8,72,198,796,374,428,363,207,87,2537,159,270,264,784,281,234,207,118,67,2383,2477,4351,4446,11523,3996,3938,3248,1953,930,36861,29,441,972,3298,785,308,116,27,3,5989,4476,6251,4342,6339,2413,2085,1611,809,365,28681,0,20,21,156,31,25,11,0,0,262,0,0,34,317,206,271,149,76,13,1068,0,0,0,17,0,0,0,0,0,22,4,18,62,278,141,124,65,31,5,717,0,0,4,10,8,0,0,0,0,29,0,0,3,31,48,48,64,46,13,260,3,36,66,575,239,313,235,141,63,1675,0,0,6,117,61,167,143,72,32,592,0,8,39,42,16,43,50,29,10,228,0,7,21,63,77,190,212,190,88,850,0,12,19,138,88,96,51,21,6,441,0,0,0,13,5,9,3,4,3,36
SED22404,0,0,0,11,0,4,0,0,0,26,0,0,0,0,3,7,7,6,8,29,0,0,0,4,4,5,0,0,0,9,0,6,8,90,51,81,65,44,20,367,69,220,230,492,371,396,341,173,64,2359,1408,3581,3036,6659,4349,5022,4279,2047,761,31143,0,0,0,3,0,0,0,0,0,3,2774,6747,5668,10821,6789,7325,6047,2795,833,49802,0,0,0,5,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,11,0,0,0,10,0,0,0,0,0,16,0,0,4,13,8,0,0,0,0,27,0,3,0,38,24,19,19,6,0,106,0,0,0,8,5,0,3,4,0,15,0,12,11,33,14,27,8,3,0,121,0,0,0,0,0,13,7,6,0,38,0,0,0,0,0,6,3,5,0,12,4,25,73,235,332,758,727,445,160,2766,0,0,0,3,5,10,5,0,0,27,0,4,4,12,9,8,15,5,0,56
SED22501,0,0,3,34,13,14,3,0,0,61,0,0,4,0,6,4,6,3,0,31,0,0,0,7,6,3,4,3,0,18,3,29,21,166,109,109,109,56,23,638,30,63,51,131,87,95,89,78,79,704,1583,3969,3274,6920,4568,4361,3652,1751,632,30703,0,0,0,4,0,0,0,0,0,4,3138,7441,6192,10125,6788,6153,4842,2148,592,47415,0,0,0,6,0,0,0,0,0,13,0,0,0,6,0,3,0,0,0,13,0,0,5,15,5,0,0,0,0,27,0,0,0,3,5,0,0,0,0,14,4,9,3,45,31,17,14,5,0,136,0,0,0,9,7,11,6,4,3,44,7,40,63,431,134,68,62,20,12,835,0,0,0,3,10,44,33,20,3,118,0,0,0,6,11,15,32,9,4,82,15,112,130,360,429,468,395,283,88,2280,0,0,0,5,9,0,0,0,0,22,0,0,4,36,15,10,13,3,0,78
SED22607,5,15,36,209,149,129,86,48,21,698,0,0,0,6,0,0,5,0,0,17,0,0,3,18,5,0,0,0,0,27,8,63,159,856,257,178,132,78,44,1781,60,111,149,551,180,142,103,87,56,1440,1665,3547,4236,11822,4979,4195,3021,1600,935,36000,0,0,4,7,0,3,8,0,0,21,3126,6497,6824,14008,6754,5530,3457,1258,611,48065,0,3,5,44,6,5,6,0,0,67,0,0,0,38,5,12,14,6,0,80,0,0,3,105,7,0,4,0,0,120,0,0,0,4,9,4,10,4,0,31,4,21,9,77,40,12,9,3,0,179,0,3,0,59,25,10,19,7,0,118,4,36,65,415,122,144,101,59,54,1000,0,4,0,18,20,36,31,20,9,137,0,8,5,39,19,30,36,41,11,181,15,59,77,439,252,254,195,105,48,1437,0,0,0,25,12,7,10,4,0,56,0,4,5,54,12,8,6,0,3,94
SED22704,0,0,3,15,9,4,0,0,0,33,0,0,5,4,4,0,0,3,0,23,0,0,0,6,6,4,0,0,0,16,0,19,7,70,47,46,71,50,23,338,103,305,220,623,378,478,375,266,163,2917,1607,3645,3107,7137,4550,5346,4766,2662,1180,34011,0,0,0,4,0,0,0,0,0,5,3071,6689,6020,11351,7185,8332,7516,3829,1366,55360,0,0,4,7,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,3,8,7,5,7,5,0,0,37,0,0,3,17,15,12,8,0,0,62,0,0,0,3,0,4,6,0,0,13,3,13,82,88,35,21,11,6,0,258,0,0,0,4,4,13,16,14,0,41,0,0,0,3,3,0,8,0,0,23,0,17,44,170,194,418,475,367,119,1804,0,0,0,11,6,10,0,0,0,33,0,0,0,18,3,5,8,3,0,39
SED22802,0,5,4,30,12,5,3,0,0,49,0,0,0,5,3,7,3,0,0,21,0,0,3,8,8,4,3,0,0,22,0,10,29,103,79,70,68,57,18,432,37,97,75,206,118,110,97,80,34,855,1917,3704,3620,8172,4204,3813,3157,1735,573,30894,0,0,4,0,0,0,0,0,0,8,3788,7079,6635,13007,6254,5328,3927,1918,512,48442,0,0,0,6,9,4,0,0,0,16,0,0,0,7,5,0,0,0,0,14,0,0,0,8,5,0,0,0,0,11,0,0,0,4,3,4,6,0,0,18,0,6,9,32,15,21,10,0,0,91,0,0,0,9,12,4,3,0,0,29,0,31,54,261,101,79,42,11,0,587,0,0,0,3,9,8,17,21,0,57,0,3,7,6,10,3,9,10,0,45,4,33,89,303,365,684,586,471,148,2677,0,0,0,10,13,15,0,3,0,43,0,4,4,22,4,6,8,4,0,53
SED22901,0,7,13,60,74,70,57,8,3,293,0,0,0,0,3,5,7,8,7,23,0,0,0,11,3,3,4,0,0,21,9,25,45,196,87,123,129,115,85,813,39,85,90,222,87,96,104,125,65,914,1578,3353,3285,8103,3929,4009,3575,2004,1027,30865,0,0,0,31,9,19,0,0,0,62,3031,6022,5093,8510,4124,3937,3387,1725,748,36572,0,0,0,24,5,8,3,0,0,44,0,0,0,7,7,4,0,4,3,28,0,0,0,11,3,3,0,0,0,27,0,0,4,40,56,57,49,13,0,219,0,0,4,20,14,9,3,3,0,61,0,0,0,4,8,11,10,5,5,57,19,210,289,2167,611,529,392,121,63,4392,0,0,0,3,8,15,15,18,12,76,0,0,9,29,12,22,34,19,4,133,3,40,65,197,217,355,428,357,164,1826,0,3,6,15,24,17,10,3,0,78,0,0,0,9,8,4,10,8,0,33
SED23007,11,67,351,1716,1263,1171,695,215,90,5581,0,0,0,10,3,0,0,0,0,16,0,0,3,28,0,0,0,0,0,38,8,87,209,1123,336,250,237,169,59,2478,99,179,246,867,240,189,168,134,105,2232,2236,3660,4707,15800,5015,4087,3133,1796,908,41349,0,6,28,155,29,5,4,0,0,229,4241,6449,6252,14825,4229,2804,1534,702,321,41359,5,17,38,303,44,10,6,0,0,427,0,3,9,64,34,48,54,31,6,242,0,0,3,123,16,3,3,0,0,156,0,0,4,24,24,32,25,10,4,126,5,5,5,78,23,9,3,3,0,126,4,8,6,84,56,34,60,39,3,291,3,21,107,794,275,280,208,88,47,1827,0,0,0,36,34,76,108,132,42,421,0,5,17,42,6,27,37,29,13,173,6,44,46,493,191,204,119,83,36,1217,0,0,12,67,29,33,23,15,0,182,0,6,0,51,14,9,7,0,0,87
SED23101,0,6,19,132,161,145,111,27,15,619,0,0,0,0,0,9,0,9,0,19,0,3,4,10,7,5,0,0,0,27,0,39,71,158,134,112,141,129,55,829,34,72,61,180,89,75,109,105,75,800,1245,3592,3478,7480,4366,3680,3573,2790,1355,31570,0,0,0,32,4,11,7,0,0,59,2527,5893,5148,5287,4111,3064,2737,2512,1143,32414,0,4,13,42,20,12,4,0,0,93,0,3,0,3,3,5,4,7,0,23,0,0,0,10,4,3,0,0,0,24,0,0,3,30,46,62,56,19,0,224,0,3,3,25,21,19,15,6,8,89,0,0,0,6,13,9,13,7,0,51,27,399,597,3594,1126,1082,719,254,117,7919,0,0,0,5,5,14,25,37,17,97,0,0,0,17,3,17,43,42,20,139,4,54,67,133,186,218,231,254,108,1248,0,0,4,30,25,27,20,10,4,115,0,0,4,6,8,9,9,7,0,48
SED23205,0,0,13,31,17,9,0,0,0,73,0,0,4,5,15,13,8,12,0,58,0,0,4,12,10,3,0,0,0,31,5,31,64,251,156,132,150,115,46,953,96,213,218,571,246,195,170,142,65,1918,1738,3632,3380,8725,4269,3903,3369,2169,1126,32310,0,0,0,13,6,12,3,0,0,31,3283,6517,5571,12449,5637,4842,3841,2106,984,45228,0,0,4,12,3,0,0,0,0,18,0,0,0,30,21,55,28,14,0,151,0,0,4,20,11,4,0,0,0,37,0,3,3,17,9,5,4,4,0,48,0,8,8,56,17,20,15,3,0,134,0,0,5,16,21,9,10,13,0,70,3,34,100,250,132,104,68,23,0,712,0,0,0,19,15,26,23,26,5,114,0,0,7,5,6,9,15,20,5,69,6,102,168,485,496,735,698,575,296,3562,0,0,4,31,13,13,10,3,0,87,4,7,4,32,5,20,11,4,3,92
SED23308,0,5,10,50,11,4,0,4,0,79,0,0,6,8,4,11,13,8,0,44,0,0,3,4,0,3,4,0,0,19,0,26,42,193,74,82,79,70,33,604,52,131,157,424,180,184,168,151,77,1515,1797,3511,3924,9888,4364,4309,3650,2223,1068,34746,0,0,8,18,0,0,0,0,0,25,3528,6557,6808,14386,6767,6508,4979,2580,1105,53226,0,0,0,28,0,0,0,0,0,33,0,0,0,20,3,17,8,5,0,58,0,3,0,25,6,4,0,0,0,39,0,0,0,4,5,0,0,0,0,6,4,7,5,57,26,10,11,0,4,126,0,0,0,14,5,0,4,0,0,20,3,43,83,271,64,46,33,12,6,544,0,0,4,20,9,25,24,32,10,123,3,9,6,24,0,8,3,3,0,63,15,55,82,323,259,380,365,267,111,1854,0,3,4,25,10,3,3,0,0,49,6,0,0,32,8,16,4,0,4,71
SED23402,0,9,3,47,13,8,0,0,0,83,0,0,0,14,4,14,10,3,0,48,0,0,3,31,16,11,4,3,0,62,5,45,109,370,190,195,142,92,34,1178,103,241,208,514,254,179,167,138,79,1881,3023,5781,5016,12559,5659,4660,3523,1986,790,43013,0,12,47,156,40,18,9,4,0,293,5752,10355,8426,15609,7259,5816,4009,1980,710,59913,0,8,11,89,19,3,3,0,0,145,0,0,0,40,19,15,9,7,0,83,0,0,4,15,8,0,4,0,0,28,0,0,3,39,8,4,0,0,0,61,0,11,7,33,36,10,9,5,0,115,0,6,3,39,37,30,25,9,0,157,0,64,56,416,137,118,66,15,4,877,0,0,0,26,28,40,42,29,6,167,0,17,34,58,31,25,24,15,0,192,11,97,222,479,531,782,640,478,168,3408,0,3,7,72,28,23,16,5,0,157,0,0,0,15,12,8,3,0,0,48
SED23502,0,0,0,40,14,13,3,0,0,70,0,0,0,0,3,3,6,4,0,29,0,0,0,5,6,3,8,0,0,24,0,11,5,62,44,41,56,42,14,272,81,258,213,528,335,378,431,296,139,2660,1440,3493,2741,6382,3887,5163,5297,2938,1055,32402,0,0,0,0,0,0,0,0,0,0,2804,6390,5083,9885,5943,7915,8108,4108,1262,51499,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,5,3,0,3,0,0,10,0,0,5,25,15,27,13,9,0,87,0,0,0,0,6,4,8,0,0,18,0,4,3,48,19,17,14,0,0,108,0,0,0,0,0,5,3,6,0,19,0,0,0,10,0,4,13,4,0,33,0,24,32,136,190,495,700,522,153,2250,0,0,4,12,5,5,7,0,0,40,0,3,5,11,4,5,6,3,0,39
SED23602,0,0,7,29,8,14,0,0,0,62,0,0,0,0,0,12,5,5,0,24,0,0,3,3,3,7,0,0,0,16,0,8,10,59,42,65,67,45,8,304,105,201,172,500,267,329,335,228,110,2241,1429,3332,2758,6155,3996,4682,4459,2306,931,30048,0,0,0,0,0,0,0,0,0,0,2737,6361,5221,10117,6220,7147,6565,3026,1047,48440,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,10,0,0,0,3,3,0,0,0,0,8,0,0,4,16,0,7,0,0,0,22,0,3,3,20,13,11,10,8,0,70,0,0,0,4,5,12,9,0,0,31,0,0,7,54,23,28,9,0,0,118,0,0,0,7,12,5,11,20,3,58,0,0,0,8,0,5,13,5,0,29,5,20,26,171,206,479,620,424,129,2085,0,0,5,11,7,10,7,0,0,35,0,0,0,11,4,0,6,3,0,25
SED23702,0,3,0,24,3,7,0,0,0,43,0,0,0,13,14,14,11,7,8,63,0,0,0,3,5,0,3,0,0,17,0,10,14,112,78,100,96,55,17,481,58,173,175,347,201,183,183,148,54,1513,2109,4371,4039,9263,4963,4942,3906,2174,744,36506,0,0,0,4,0,0,0,0,0,12,4182,8462,7912,15407,7383,6840,5000,2287,709,58184,0,0,0,4,0,0,0,0,0,4,0,0,0,18,0,6,4,0,0,26,0,0,0,15,0,0,0,0,0,26,0,0,3,23,6,3,0,0,0,50,0,4,3,39,15,16,11,3,0,92,0,0,3,8,12,5,7,0,0,33,0,6,15,48,33,34,17,6,4,164,0,0,0,10,13,15,19,12,4,74,0,0,4,12,5,10,13,7,3,46,3,54,181,468,632,1028,916,714,228,4227,0,0,7,13,8,8,7,0,0,35,0,0,0,13,11,3,11,13,0,50
