SED_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED23702,0,0,0,0,0,0,0,0,0,17,0,28,0,0,0,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,4,0,9,0,17,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,15,0,18,0,0,0,0,0,4,0,4,4,9,0,33,3,0,0,5,0,3,0,14,3,24,0,53,9,3,0,10,4,24,4,21,0,38,0,116,3,15,4,32,9,79,7,45,11,62,4,272,9,39,6,94,20,134,11,49,7,61,0,425,22,32,0,202,22,133,13,43,6,59,0,519,52,34,5,248,53,123,14,22,5,38,0,596,207,85,14,647,99,276,25,55,16,70,0,1494,265,62,23,681,97,133,22,45,10,32,7,1367,283,46,10,485,80,96,19,16,3,19,0,1064,260,21,8,281,52,56,10,9,4,13,0,712,611,31,11,505,73,166,10,16
SED23806,0,0,0,0,0,0,0,3,0,29,0,36,0,0,0,0,0,0,0,4,0,3,0,10,0,5,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,5,0,4,0,3,0,14,0,0,0,0,0,4,0,5,0,10,0,16,0,0,0,3,0,0,0,5,0,11,0,29,0,0,0,3,0,0,0,17,6,15,0,49,0,0,0,7,0,15,0,15,5,12,0,66,8,4,0,8,0,19,0,17,6,24,0,93,8,14,0,23,0,48,3,22,0,22,0,150,11,6,0,22,0,43,3,18,6,21,0,125,15,15,4,41,6,50,3,15,0,23,0,177,46,42,0,80,17,141,7,27,3,56,3,421,70,37,8,169,15,43,5,25,4,35,0,403,103,27,8,188,29,76,3,19,0,24,0,488,122,15,3,150,25,33,3,8,7,20,0,389,1602,134,32,1463,207,668,39,101
SED23901,0,0,0,0,0,0,0,0,0,30,0,35,0,0,0,0,0,0,0,4,0,8,0,15,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,11,0,9,0,22,0,7,0,0,0,5,0,8,0,13,0,35,0,14,0,4,0,12,0,23,0,27,0,73,4,10,0,10,0,20,3,25,0,28,0,97,5,23,0,15,0,58,5,30,4,54,0,194,7,30,4,49,0,62,7,39,4,55,0,263,12,20,0,54,9,95,3,36,5,35,0,275,18,35,5,92,10,104,10,30,3,51,8,343,96,63,9,280,34,196,13,57,13,66,6,823,155,60,12,365,55,83,12,31,13,41,0,828,217,39,4,422,46,147,15,23,6,31,0,950,250,27,6,276,62,54,10,16,5,26,0,730,1329,84,23,1164,173,404,27,37
SED24006,0,3,6,6,0,4,0,3,0,55,0,74,4,0,0,4,0,3,0,3,0,14,0,24,0,0,0,0,0,0,0,0,0,13,0,23,0,0,0,0,0,3,0,4,0,17,0,24,0,6,0,0,0,0,0,3,6,20,0,38,0,4,0,4,0,3,0,14,3,24,0,56,5,10,0,9,0,10,0,25,7,40,3,103,3,9,0,6,0,17,0,30,0,25,0,97,8,37,0,13,0,37,0,41,4,40,0,193,22,27,0,32,9,53,4,33,11,49,0,242,18,28,0,47,5,64,4,40,6,41,0,248,27,24,0,45,9,58,3,30,0,32,0,234,127,61,4,167,17,164,13,44,10,79,0,680,110,46,4,219,17,78,5,29,0,63,0,584,148,44,9,223,26,119,9,36,9,47,0,652,187,34,0,180,25,63,5,17,3,37,0,546,1625,158,20,1404,143,700,31,122
SED24105,6,0,0,0,0,0,0,0,0,82,0,94,0,0,0,0,0,0,0,0,0,13,0,12,0,5,0,0,0,3,0,8,3,26,0,45,0,0,0,0,0,4,0,16,0,18,0,34,0,3,0,0,0,5,0,17,0,50,0,79,0,0,0,3,0,24,0,26,6,49,0,112,4,7,0,6,0,54,0,58,0,104,0,238,5,26,0,16,0,108,3,74,15,106,3,351,23,46,0,43,5,202,7,95,9,166,0,591,58,66,6,135,10,208,11,77,25,125,6,723,67,55,0,152,14,214,8,79,17,126,3,735,154,54,4,147,28,188,11,53,11,91,3,744,413,95,16,386,46,309,19,77,18,155,7,1537,396,50,6,401,63,158,15,43,11,90,3,1230,345,33,0,294,34,130,10,24,9,60,0,949,295,17,4,206,28,69,5,11,4,25,0,666,743,40,7,404,62,187,7,29
SED24207,6,0,0,5,0,9,0,3,5,83,0,108,0,0,0,0,0,3,0,4,3,10,4,19,0,0,0,0,0,0,0,11,4,28,0,49,0,0,0,0,0,0,0,18,0,25,0,45,0,3,0,0,0,15,0,28,0,61,0,113,0,8,0,4,0,22,0,57,10,72,3,176,0,15,4,10,0,71,0,111,20,131,0,364,8,30,5,21,8,156,6,120,17,146,4,510,12,52,11,52,4,294,13,168,25,190,3,831,47,81,10,191,13,336,28,144,22,174,12,1066,72,66,10,201,38,317,18,105,34,149,0,1012,139,77,14,279,37,310,17,73,14,125,0,1084,481,111,16,705,111,552,37,133,31,162,9,2338,545,86,16,599,111,227,29,63,16,108,0,1804,504,55,11,426,89,200,18,35,16,53,0,1423,393,32,10,238,69,84,13,28,9,30,0,906,984,48,21,448,105,251,12,38
SED24308,0,0,0,0,0,0,0,0,0,27,0,30,0,0,0,0,0,0,0,3,0,5,0,12,0,0,0,4,0,0,0,4,0,12,0,22,0,0,0,0,0,0,0,6,0,11,0,11,0,0,0,0,0,3,0,0,6,34,0,49,0,0,0,0,0,11,0,16,0,29,0,57,0,3,0,0,0,15,0,20,4,75,0,117,0,12,0,15,6,56,6,50,8,65,4,205,4,19,0,32,0,113,3,78,13,116,4,387,11,41,5,95,13,150,11,57,13,113,6,506,16,36,7,145,16,121,10,52,7,67,4,494,39,28,13,150,30,129,7,36,11,44,0,485,202,62,21,439,74,231,21,60,11,84,0,1207,218,34,7,417,52,102,26,23,3,43,0,925,213,23,11,299,47,95,20,17,8,23,0,748,188,11,4,183,30,38,7,4,3,8,0,481,454,19,12,316,68,115,11,15
SED24408,3,0,0,0,0,0,0,0,0,5,0,18,0,0,0,0,0,0,0,3,4,4,0,11,0,0,0,4,0,4,0,3,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,3,4,23,0,34,3,5,0,0,0,8,0,5,0,15,0,43,4,11,0,6,0,16,5,13,10,31,0,84,17,8,6,17,4,41,0,24,4,33,0,150,18,13,0,55,6,77,3,31,5,46,0,269,29,44,0,156,26,97,8,37,15,55,4,471,30,14,7,191,29,91,12,25,10,30,0,438,65,27,4,220,21,76,7,21,6,24,0,467,187,56,8,445,60,98,7,28,9,28,0,923,213,39,6,333,48,53,13,9,0,19,3,729,187,17,9,216,27,30,3,4,0,3,3,502,125,11,3,114,15,17,7,4,0,0,0,294,273,13,9,245,25,55,4,5
SED24504,3,0,0,3,0,0,0,3,0,11,0,15,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,11,0,3,0,4,0,0,0,7,0,15,0,36,0,7,0,4,5,10,0,14,0,21,0,56,8,9,0,13,0,17,4,23,5,27,0,112,8,20,0,27,7,50,0,34,3,32,0,200,23,39,3,101,3,71,8,29,15,51,0,348,10,41,3,85,20,92,8,32,3,32,0,339,40,53,0,162,35,100,17,36,10,24,0,477,143,84,13,366,54,205,25,51,15,54,0,1011,179,68,11,476,68,84,19,22,10,26,5,969,237,43,9,448,59,101,23,14,8,15,0,955,228,33,10,297,43,44,5,9,5,10,3,691,806,82,27,662,116,252,29,42
SED24606,0,0,0,6,0,3,0,3,0,23,0,40,3,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,3,0,8,0,16,0,0,0,0,0,0,0,3,0,7,0,13,3,3,0,5,0,3,0,4,0,12,0,29,0,7,0,8,0,14,0,12,3,12,0,47,3,10,0,9,0,18,0,13,0,24,0,74,8,12,0,13,0,19,4,16,6,28,0,108,6,14,0,23,0,32,0,13,0,28,0,127,11,9,0,28,0,44,6,17,3,15,0,141,41,21,5,83,16,96,4,40,4,32,0,332,74,39,5,138,26,50,3,21,0,35,0,394,89,22,0,186,40,91,9,22,0,26,0,479,110,20,4,138,20,41,0,21,0,10,0,349,1401,123,25,1313,197,768,28,103
SED24703,5,0,0,0,0,3,0,0,0,41,0,52,0,0,0,0,0,0,0,0,4,12,0,17,0,0,0,0,0,0,0,3,0,10,0,13,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,10,4,18,0,36,0,4,0,0,0,4,0,16,3,21,0,54,0,9,0,3,0,15,0,17,3,38,6,87,6,4,0,6,3,21,0,27,3,27,0,102,6,19,0,10,3,48,3,36,11,42,0,178,5,24,3,29,0,65,6,31,6,32,3,213,0,17,0,43,6,87,0,20,15,22,0,212,17,13,0,39,6,107,4,24,0,23,0,232,73,43,3,129,27,236,10,40,6,39,3,615,115,29,7,145,40,69,10,24,4,31,0,473,147,23,5,142,35,106,9,10,4,16,0,507,167,29,5,118,40,32,3,7,4,6,0,403,889,61,26,578,140,258,22,39
SED24808,0,0,0,0,0,8,0,4,3,48,0,77,0,0,0,0,0,0,0,0,3,11,0,13,0,0,0,6,0,0,0,10,0,19,0,29,0,0,0,0,0,0,0,9,0,12,0,17,0,3,0,0,0,5,0,8,7,39,5,62,0,0,0,0,0,10,0,33,5,50,0,107,0,10,0,3,0,45,0,65,10,101,5,247,0,20,6,17,3,165,4,86,27,111,10,443,7,37,0,39,6,287,9,115,22,159,4,675,26,69,3,170,29,385,22,126,33,131,6,1001,41,47,4,226,35,364,17,89,28,90,6,953,109,39,9,292,47,315,17,62,27,71,3,996,449,100,19,680,113,464,41,104,23,107,5,2106,477,61,21,548,90,196,27,37,24,69,8,1547,357,37,14,368,75,145,6,17,11,36,0,1077,323,18,7,238,41,53,0,17,3,19,0,713,645,25,15,368,63,163,16,19
SED24904,0,0,0,0,0,4,0,0,0,21,0,34,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,4,0,6,0,16,0,0,0,0,0,0,0,3,0,8,0,11,0,0,0,0,0,4,0,4,0,20,0,29,0,3,0,3,0,10,0,19,0,24,0,66,5,5,0,14,0,23,3,24,9,49,0,132,4,9,0,16,3,48,6,36,6,66,0,195,15,31,4,50,7,103,3,36,12,90,4,363,36,38,6,126,16,126,16,28,16,82,8,487,47,22,8,154,25,130,14,30,6,45,0,482,83,21,9,205,21,81,9,20,9,42,3,501,257,50,11,438,53,129,25,37,14,46,4,1064,240,38,14,317,57,74,11,19,5,16,0,795,238,22,9,230,32,40,15,7,0,13,0,599,195,6,5,105,11,21,0,6,0,4,0,360,329,16,8,219,28,69,6,4
SED25003,0,0,0,3,3,7,0,0,0,62,0,74,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,3,0,14,0,20,0,0,0,0,0,0,0,0,0,16,3,27,0,0,0,0,0,4,0,11,3,31,0,52,0,0,0,0,0,9,4,17,3,40,0,74,8,5,0,4,0,32,4,60,8,98,6,213,0,7,0,15,7,87,0,68,15,106,0,310,5,33,9,30,6,186,4,77,15,122,0,495,23,66,0,120,11,211,14,91,30,113,4,678,35,55,0,158,23,209,19,61,16,98,5,673,64,36,7,202,29,228,11,60,10,80,4,729,282,84,9,585,80,378,35,90,23,122,6,1694,368,55,8,536,87,192,21,52,13,84,0,1414,352,50,10,407,65,162,20,32,15,46,0,1163,319,17,3,248,48,86,10,19,4,22,0,782,648,42,19,426,66,181,9,27
SED25102,0,0,0,3,0,0,0,0,6,6,0,20,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,0,12,0,0,0,4,0,0,0,5,5,13,0,26,0,12,0,0,0,9,0,8,3,19,0,54,3,3,0,10,0,25,0,13,0,31,0,91,8,14,4,25,4,45,8,30,5,60,0,191,7,34,0,73,10,69,6,31,4,53,5,303,10,27,5,95,10,105,8,24,10,30,0,339,26,38,5,135,17,94,10,37,6,28,0,391,119,89,16,459,67,268,24,46,15,71,0,1183,216,71,5,585,80,108,23,44,5,45,0,1179,234,41,9,527,64,93,29,23,11,27,0,1053,275,20,12,293,53,52,13,16,6,13,0,747,778,65,19,655,97,232,19,35
SED25205,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,11,0,13,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,3,0,6,0,9,0,15,3,0,0,5,0,0,0,5,0,14,0,29,0,4,0,5,0,11,0,10,0,17,0,46,3,6,0,6,0,16,0,28,0,25,0,84,0,16,0,10,4,53,4,22,3,47,0,160,10,21,0,40,8,66,7,38,3,59,0,261,8,25,0,79,9,78,13,24,8,39,0,287,28,33,0,103,20,91,6,21,4,31,0,332,107,69,7,408,45,240,16,44,10,76,3,1024,212,67,7,557,77,100,18,37,10,52,6,1145,274,40,14,526,81,143,19,19,8,24,0,1144,321,34,7,376,60,56,12,10,5,10,0,882,1334,61,24,1042,175,294,40,41
SED25302,0,0,0,0,0,0,0,0,0,18,0,25,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,4,0,12,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,3,0,6,0,9,0,16,0,33,0,8,3,5,0,10,0,9,5,15,0,61,9,13,3,22,0,29,3,20,5,43,0,146,4,18,0,35,7,56,5,27,5,44,0,206,15,23,3,87,11,68,4,22,3,32,0,266,25,29,3,123,14,73,8,20,11,21,0,331,110,73,8,371,41,169,21,47,13,57,0,905,164,64,4,511,69,90,13,26,7,34,5,983,201,37,9,478,74,106,19,27,9,28,0,979,287,28,8,345,44,46,12,9,3,13,0,793,1017,70,23,980,127,358,31,51
SED25402,0,0,0,0,0,4,0,0,0,25,0,34,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,3,0,20,0,33,0,0,0,4,0,0,0,14,8,10,0,39,3,5,0,5,0,13,0,26,4,61,0,118,0,10,0,9,3,32,0,46,8,70,0,176,5,17,0,26,4,77,4,47,7,89,0,290,10,25,4,89,22,117,6,58,14,76,5,428,16,32,4,124,26,100,8,37,8,41,4,405,39,28,5,188,21,104,13,40,4,35,0,478,180,48,7,451,63,190,17,33,20,40,6,1060,189,45,12,445,56,69,11,19,6,18,0,891,192,20,6,321,52,62,15,14,4,12,0,696,137,11,8,173,24,20,5,6,3,14,0,396,433,27,9,369,69,117,21,20
SED25501,0,0,0,3,0,0,0,0,0,58,0,68,0,0,0,0,0,0,0,9,0,17,0,24,3,6,0,4,0,0,0,9,3,19,0,39,0,3,0,0,0,4,0,9,0,11,0,30,5,9,0,0,0,4,0,15,0,23,0,51,0,6,0,0,0,11,0,26,0,28,0,78,3,11,0,11,0,16,0,22,6,43,0,116,8,20,4,14,0,51,0,39,4,41,0,183,11,39,3,28,3,91,3,49,8,69,0,309,25,52,0,84,5,111,9,42,10,71,0,408,31,52,5,87,10,99,6,42,0,66,0,410,55,42,4,113,12,101,3,45,0,47,3,419,194,75,11,270,32,290,11,80,7,98,5,1071,273,57,3,352,48,142,9,31,13,59,3,995,356,39,3,331,36,177,8,34,6,50,0,1045,301,32,7,223,22,79,0,32,0,28,5,722,1427,65,19,712,82,428,17,73
SED25605,0,0,4,0,0,0,0,0,0,33,0,45,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,3,0,4,0,25,0,33,0,6,0,0,0,0,0,9,0,14,0,29,0,3,0,0,0,4,0,10,3,29,0,45,0,4,0,0,0,12,0,23,3,24,0,77,0,10,0,4,0,35,3,46,8,55,0,167,9,27,5,13,4,67,8,44,8,62,4,245,14,40,4,30,3,114,10,48,9,102,0,373,29,50,0,92,11,165,9,57,10,80,4,514,31,41,4,106,15,140,3,56,17,82,5,483,74,30,3,155,8,114,12,50,3,67,9,526,240,77,6,308,37,254,16,69,22,128,0,1156,256,43,6,299,45,112,12,45,7,71,3,900,270,31,4,274,38,111,9,26,6,49,3,830,241,9,7,175,26,56,8,10,6,15,3,554,738,54,7,470,76,214,6,39
SED25704,5,0,0,0,0,8,0,0,3,8,0,30,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,6,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,13,3,0,0,0,0,5,0,3,0,3,0,18,0,0,0,6,0,9,0,8,0,12,0,33,7,3,0,15,0,19,0,14,3,27,0,89,19,10,5,33,0,38,0,23,9,35,3,167,13,18,0,56,11,84,3,35,4,67,4,296,23,39,4,168,13,122,5,35,17,53,0,486,38,29,4,203,31,97,5,37,11,27,0,483,71,35,11,198,27,84,10,21,5,24,3,484,261,46,18,500,74,114,18,25,8,43,4,1119,250,33,13,392,65,55,21,17,8,17,0,870,213,15,0,231,15,43,3,9,4,9,0,559,154,10,0,118,16,16,7,5,0,0,0,334,287,16,8,242,27,62,8,8
SED25802,3,0,0,0,0,5,0,0,0,18,0,35,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,3,0,0,0,5,3,6,0,0,0,3,0,3,0,20,0,31,6,0,0,0,0,3,0,11,3,18,0,53,0,10,0,7,0,17,3,24,5,37,4,107,6,10,3,26,0,40,0,34,3,55,0,181,15,17,4,49,10,70,12,56,13,70,3,309,23,49,4,129,14,120,12,58,13,63,4,500,30,33,5,161,33,151,16,37,19,48,0,544,57,55,13,246,31,157,11,28,14,48,7,666,223,80,21,580,93,269,21,57,21,53,0,1424,262,62,10,525,108,80,25,20,4,14,0,1129,253,35,18,395,59,94,18,18,6,13,0,904,181,27,3,202,28,39,6,9,0,7,3,507,467,41,17,431,74,121,8,16
SED25905,0,0,0,0,0,5,0,0,0,54,0,63,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,6,18,0,25,0,0,0,0,0,4,0,6,0,14,0,32,0,4,0,3,0,5,0,8,0,29,0,44,0,3,0,4,0,10,0,13,6,47,0,79,3,7,3,5,0,24,0,40,10,87,0,179,3,17,0,12,4,91,0,80,10,75,0,285,5,31,0,28,7,165,3,84,15,141,3,477,20,47,8,117,13,212,8,88,21,124,0,656,33,38,6,164,15,188,9,68,11,79,0,628,66,46,4,194,24,181,7,51,8,75,0,658,281,90,7,443,62,339,20,87,20,117,0,1472,328,56,15,436,67,155,19,51,13,67,0,1214,286,31,4,322,61,144,15,25,9,37,0,931,262,17,6,197,26,66,12,20,3,29,5,627,539,31,6,359,52,183,16,23
SED26005,3,0,3,0,0,6,0,9,6,57,4,85,0,0,0,0,0,0,0,7,0,5,0,15,0,0,0,0,0,0,0,5,3,22,0,33,0,0,0,0,0,0,0,7,0,22,0,30,0,4,0,0,0,5,0,16,4,53,0,79,0,4,0,0,0,21,0,36,5,58,0,119,0,11,0,7,4,64,0,58,16,97,0,259,3,20,0,13,5,137,10,88,16,122,4,416,16,42,6,43,6,283,3,111,23,123,3,657,45,72,3,168,27,368,13,136,23,117,3,983,46,52,7,201,23,313,7,93,16,108,0,875,117,58,9,275,34,286,17,64,16,88,0,961,437,108,13,695,97,488,25,97,23,145,3,2143,489,74,8,661,93,229,16,40,17,76,0,1699,497,61,4,467,52,227,18,32,14,55,3,1440,390,31,4,293,41,96,18,9,0,16,3,903,924,33,18,550,75,224,6,29
SED26102,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,0,0,0,3,0,11,0,17,0,0,0,0,0,3,0,4,3,15,0,31,3,3,0,7,0,8,0,11,0,22,0,56,0,6,3,9,0,14,5,25,3,33,0,98,3,19,4,15,4,49,15,29,13,61,0,216,11,41,8,78,17,54,13,45,13,62,3,351,12,37,7,114,20,81,11,35,7,40,0,354,25,29,7,128,24,72,12,30,7,32,0,371,116,78,21,338,66,147,23,48,14,59,7,923,129,52,13,358,56,64,15,24,9,27,3,764,138,47,13,288,39,58,17,14,6,24,3,643,140,20,11,145,26,19,12,14,3,12,0,394,362,45,10,363,55,126,18,26
SED26207,0,0,0,0,4,0,0,4,0,20,0,29,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,3,0,8,0,17,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,3,0,8,3,18,0,30,0,0,0,3,0,7,0,14,7,14,0,43,0,4,0,0,0,10,0,13,4,33,0,61,0,5,0,6,6,27,4,32,3,48,0,124,10,13,0,11,12,42,7,30,5,97,4,229,10,29,0,53,10,75,3,37,6,93,0,314,17,20,0,83,16,93,8,28,8,77,0,344,21,22,4,93,16,104,8,21,9,48,0,342,117,69,8,339,39,232,20,61,10,98,7,991,201,45,7,412,58,121,14,39,9,67,0,971,257,39,8,374,67,115,18,26,0,45,0,956,285,18,9,294,71,55,5,16,3,27,0,795,1070,61,15,843,137,329,19,50
