SED_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
SED22201,0,13,1605,1617,21,167,1472,1662,1191,1036,1551,3779,2637,562,882,4085,2174,366,920,3463,2092,267,858,3213,1852,110,569,2525,1154,48,317,1520,277,9,180,456,11397,2575,8343,22316,0,18,1490,1508,42,252,1289,1581,1592,1117,1429,4139,2737,512,1074,4319,2208,393,1328,3926,2091,219,1347,3652,1770,101,1301,3174,882,37,1104,2016,144,0,590,736,11457,2644,10949,25056,0,28,3096,3124,60,419,2760,3241,2784,2156,2978,7923,5377,1068,1957,8405,4383,757,2245,7386,4180,485,2211,6871,3615,214,1870,5701,2036,87,1417,3537,417,8,767,1193,22853,5223,19296,47374
SED22305,0,3,1963,1968,72,107,2289,2463,2099,584,4063,6743,3141,331,2000,5473,2297,225,1633,4156,2067,174,1266,3499,1796,72,841,2715,1042,28,459,1527,280,7,161,452,12796,1535,14668,28996,4,16,1840,1860,261,145,1844,2255,2962,639,2085,5691,3142,313,1388,4836,2057,209,1424,3686,2031,155,1486,3671,1564,55,1372,2988,712,19,997,1724,124,6,579,705,12857,1555,13008,27422,4,20,3801,3827,332,259,4132,4723,5058,1224,6145,12432,6280,647,3389,10314,4353,429,3053,7845,4092,329,2747,7176,3360,126,2212,5698,1750,46,1454,3250,407,14,736,1161,25650,3087,27674,56420
SED22404,0,11,1615,1630,22,144,1120,1282,689,862,1115,2660,1591,604,730,2926,2036,644,1094,3770,2531,538,1243,4313,2466,284,982,3730,1252,96,526,1875,241,3,173,420,10825,3188,8598,22620,0,24,1399,1418,28,219,874,1122,917,934,903,2754,1817,643,747,3200,2141,667,1107,3913,2708,477,1296,4481,2306,218,1237,3766,885,49,869,1805,108,5,407,517,10920,3232,8834,22985,0,31,3014,3047,49,359,1998,2408,1603,1799,2014,5413,3410,1246,1475,6133,4179,1313,2198,7686,5236,1019,2538,8791,4778,507,2215,7498,2141,140,1395,3679,352,11,583,943,21742,6424,17434,45601
SED22501,0,0,1902,1902,8,45,1446,1497,646,554,1285,2486,2562,481,587,3626,2994,456,627,4071,2761,288,608,3659,2461,145,424,3038,1146,49,243,1436,196,3,111,313,12775,2016,7240,22033,0,0,1738,1742,17,64,1332,1409,949,613,1019,2580,2855,505,692,4057,3002,463,957,4421,2837,266,1008,4114,2293,129,987,3404,829,19,739,1586,91,3,326,427,12870,2070,8801,23749,0,0,3639,3644,20,109,2774,2906,1596,1169,2303,5066,5417,987,1284,7690,5990,915,1583,8495,5600,559,1613,7771,4758,275,1414,6443,1969,64,988,3025,284,5,443,739,25647,4091,16043,45776
SED22607,0,6,1762,1769,28,181,1978,2192,1070,1559,2923,5551,2647,829,1260,4736,2775,477,1091,4343,2294,294,976,3562,1644,147,736,2527,789,30,327,1144,245,3,145,401,11486,3524,11206,26221,0,11,1617,1632,78,274,2000,2348,1431,1587,2885,5899,2856,720,1502,5075,2791,413,1509,4716,2206,264,1424,3898,1499,106,1175,2777,587,19,836,1442,97,0,563,660,11537,3399,13517,28446,6,13,3380,3398,100,458,3979,4538,2501,3144,5810,11454,5504,1553,2759,9815,5562,887,2599,9057,4503,560,2402,7459,3141,248,1912,5301,1375,50,1162,2592,342,3,713,1062,23025,6923,24724,54669
SED22704,0,17,1692,1709,16,192,1300,1508,774,873,1328,2979,1534,596,832,2963,2036,623,1155,3808,2637,485,1516,4641,2805,306,1370,4481,1505,104,742,2352,330,14,249,590,11636,3205,10198,25040,0,33,1434,1464,47,292,917,1250,1058,954,1118,3126,1744,632,912,3291,2309,624,1223,4156,2798,469,1542,4813,2523,242,1552,4316,1157,49,1141,2347,147,3,615,768,11775,3303,10455,25531,0,45,3128,3174,61,484,2214,2758,1831,1824,2447,6109,3278,1230,1746,6255,4344,1243,2381,7965,5438,953,3057,9450,5328,548,2924,8804,2661,156,1885,4698,474,12,868,1359,23416,6510,20647,50577
SED22802,0,7,1876,1885,23,147,1596,1767,1294,1057,1464,3821,2449,576,761,3787,2418,460,775,3655,2360,290,700,3355,1898,140,486,2524,1104,51,325,1480,228,4,118,352,11775,2731,8107,22613,0,16,1736,1751,44,211,1403,1659,1644,1143,1101,3891,2563,522,834,3915,2514,447,1086,4048,2283,267,1061,3615,1833,117,997,2955,828,19,767,1621,94,0,360,458,11803,2748,9351,23907,0,24,3614,3632,66,358,3001,3419,2937,2207,2572,7709,5015,1095,1599,7707,4938,907,1862,7700,4649,562,1765,6974,3729,260,1485,5475,1932,71,1096,3094,321,4,475,807,23578,5480,17459,46521
SED22901,0,3,1736,1740,15,113,1563,1693,998,685,1848,3529,2697,398,874,3970,2395,326,824,3542,2419,201,683,3307,2327,115,527,2969,1111,27,311,1447,237,4,185,431,12200,1876,8545,22620,0,7,1557,1570,27,159,1348,1535,1344,744,1408,3493,2928,417,929,4279,2424,286,1093,3799,2506,197,1160,3858,2086,87,1214,3389,847,17,933,1801,110,0,536,648,12275,1920,10176,24375,0,11,3293,3309,40,277,2912,3227,2344,1429,3251,7020,5630,819,1802,8252,4814,605,1915,7339,4921,404,1844,7161,4415,202,1740,6353,1958,44,1240,3244,349,9,724,1084,24477,3796,18721,46994
SED23007,0,10,1644,1655,38,208,2530,2777,1772,2010,5243,9028,3151,1137,2282,6571,2258,588,1741,4591,1989,316,1418,3723,1551,114,874,2532,914,26,376,1316,234,10,184,434,11921,4415,16298,32632,0,22,1660,1686,122,313,2161,2597,2474,2090,3785,8345,3143,1053,2059,6254,2270,493,1949,4712,1785,234,1801,3816,1437,56,1407,2897,615,14,948,1576,100,4,517,620,11934,4285,16280,32503,0,29,3303,3339,161,517,4692,5374,4247,4102,9033,17382,6291,2195,4347,12830,4527,1079,3688,9298,3769,547,3216,7538,2984,171,2276,5438,1528,45,1319,2893,332,16,707,1050,23851,8702,32578,65133
SED23101,0,0,1861,1864,8,72,1893,1971,879,447,1856,3185,2747,278,739,3765,2798,235,786,3822,2407,139,676,3225,2115,70,490,2681,1605,36,385,2021,474,9,251,730,13041,1294,8942,23270,0,5,1698,1700,21,94,1527,1645,1270,473,1354,3095,3009,283,770,4064,2900,235,1091,4226,2315,124,1103,3545,2124,58,1160,3345,1270,18,1266,2554,202,0,751,952,13112,1290,10718,25119,0,7,3561,3569,32,168,3413,3614,2144,921,3210,6275,5755,562,1514,7829,5696,475,1878,8047,4729,264,1780,6767,4247,131,1652,6027,2877,56,1647,4577,675,12,999,1684,26153,2583,19653,48393
SED23205,0,14,1676,1690,12,182,1378,1571,837,1215,1803,3861,1756,745,1174,3672,1829,539,1293,3657,1736,304,1283,3329,1650,132,892,2676,1016,52,465,1531,258,7,228,490,9101,3189,10189,22475,0,28,1426,1452,31,266,1181,1472,1131,1304,1513,3954,1958,737,1341,4032,1857,488,1615,3958,1724,279,1610,3606,1510,114,1441,3067,825,34,1066,1921,141,7,610,760,9173,3250,11798,24218,0,41,3100,3137,44,446,2555,3043,1972,2521,3316,7814,3712,1475,2515,7700,3687,1029,2907,7618,3458,587,2892,6930,3162,249,2340,5750,1841,81,1533,3453,401,11,834,1252,18267,6436,21990,46692
SED23308,0,9,1597,1606,21,281,1749,2054,1137,1347,2308,4796,2161,649,1067,3879,2029,470,1186,3686,1929,333,1239,3500,1754,154,865,2772,999,55,391,1441,277,4,203,486,10324,3300,10594,24216,0,20,1418,1440,55,390,1595,2043,1467,1413,2117,4997,2267,601,1340,4206,2088,467,1569,4120,1989,300,1699,3993,1636,133,1596,3361,802,25,1153,1987,129,5,643,774,10445,3354,13119,26922,4,30,3013,3046,81,668,3340,4092,2608,2759,4423,9793,4435,1250,2400,8083,4116,934,2751,7804,3921,638,2934,7492,3387,287,2460,6134,1803,85,1545,3430,409,6,845,1256,20763,6652,23717,51136
SED23402,0,3,2559,2563,32,266,2159,2463,1958,1488,2011,5458,3914,721,958,5586,3438,538,990,4965,2910,383,840,4133,2118,150,577,2848,1135,70,332,1528,250,7,145,400,15748,3630,10571,29948,0,16,2342,2359,80,356,1853,2289,2672,1531,1775,5977,3980,735,1194,5904,3459,544,1342,5344,2749,338,1298,4379,1974,126,1122,3224,826,40,870,1737,115,4,426,548,15848,3690,12226,31763,0,18,4901,4924,116,617,4018,4754,4634,3019,3783,11438,7889,1452,2150,11491,6897,1083,2335,10317,5657,720,2131,8507,4092,278,1697,6069,1954,108,1202,3269,358,14,575,951,31596,7319,22802,61712
SED23502,0,14,1501,1516,21,216,904,1138,695,793,1075,2559,1329,488,758,2580,1614,498,925,3036,2416,520,1232,4174,3050,388,1379,4817,1778,109,638,2522,347,20,237,602,11256,3046,8647,22948,0,32,1325,1355,36,309,706,1050,948,846,1017,2815,1557,494,878,2930,1835,567,1087,3489,2717,502,1366,4584,2859,295,1481,4635,1329,85,1180,2595,173,9,578,761,11458,3139,9621,24217,0,43,2831,2872,48,525,1609,2189,1647,1634,2088,5371,2887,985,1635,5505,3450,1070,2009,6529,5140,1022,2598,8758,5907,682,2860,9453,3105,194,1816,5115,518,30,820,1365,22714,6188,18265,47166
SED23602,0,10,1534,1546,17,192,910,1116,666,725,1022,2417,1468,485,718,2672,1831,478,869,3179,2312,477,1152,3938,2530,280,1120,3934,1330,73,511,1909,285,13,199,489,10434,2724,8043,21201,0,24,1431,1451,28,267,685,984,914,799,896,2603,1652,511,781,2945,2070,529,1092,3687,2443,433,1319,4197,2418,207,1338,3964,932,53,1027,2011,114,0,514,628,10572,2817,9079,22473,0,33,2964,3001,45,459,1595,2098,1579,1523,1918,5023,3121,994,1504,5619,3905,1006,1962,6871,4749,912,2475,8128,4950,483,2462,7897,2257,120,1534,3921,393,15,710,1120,21005,5543,17126,43675
SED23702,0,23,2096,2116,20,236,1605,1861,1085,1367,1653,4102,2308,808,914,4028,2548,606,1053,4208,2671,477,1068,4210,2257,199,820,3279,1194,80,424,1691,263,8,197,469,12349,3794,9831,25970,0,34,1844,1881,44,363,1300,1714,1465,1449,1467,4380,2511,776,1075,4357,2633,652,1414,4694,2722,415,1507,4644,2033,169,1392,3597,919,49,1001,1972,139,5,399,541,12460,3918,11399,27781,0,57,3942,4000,60,604,2907,3570,2546,2817,3121,8486,4819,1580,1984,8387,5188,1255,2469,8907,5390,891,2575,8852,4293,364,2213,6876,2113,131,1425,3666,399,17,596,1008,24808,7708,21228,53746
SED23806,0,5,1777,1781,16,199,2056,2268,832,1538,2489,4859,2260,562,930,3746,2600,362,692,3653,2269,232,626,3126,1859,108,456,2431,1050,48,295,1397,290,4,181,475,11171,3067,9504,23740,0,6,1796,1806,26,295,2002,2324,1101,1544,2437,5075,2461,512,1231,4204,2769,300,1147,4216,2232,188,1088,3501,1733,89,1098,2924,827,17,919,1767,113,9,518,642,11257,2957,12238,26451,0,12,3574,3590,38,495,4056,4589,1938,3074,4922,9929,4716,1075,2159,7957,5362,660,1842,7870,4495,423,1714,6630,3596,205,1557,5353,1881,61,1224,3162,404,19,701,1119,22433,6026,21737,50194
SED23901,0,4,1790,1795,12,118,1669,1791,998,1255,2015,4270,2768,709,974,4449,2639,432,970,4040,2256,299,1036,3593,1829,161,716,2708,1127,36,399,1561,372,7,207,584,11999,3013,9773,24779,0,6,1646,1655,30,176,1636,1842,1361,1359,1770,4488,2972,677,1102,4742,2659,400,1323,4380,2267,262,1451,3986,1676,123,1304,3100,898,26,1030,1955,193,0,674,860,12050,3035,11921,27009,0,12,3435,3447,40,289,3299,3633,2360,2606,3785,8754,5736,1387,2073,9196,5306,829,2293,8419,4528,563,2481,7575,3500,281,2025,5811,2024,63,1428,3509,560,12,875,1450,24044,6048,21692,51787
SED24006,0,0,2433,2438,10,84,2121,2217,629,672,1857,3162,2178,348,574,3105,3110,261,674,4049,2980,212,646,3836,2087,121,461,2674,1229,48,309,1586,386,11,227,620,12615,1754,9308,23676,0,3,2246,2247,19,111,1871,1998,906,685,1556,3145,2581,357,875,3816,3385,248,1219,4846,2826,159,1177,4155,1970,95,994,3065,925,24,960,1915,176,6,727,907,12777,1696,11623,26093,0,8,4679,4685,26,200,3993,4217,1533,1357,3420,6308,4763,708,1441,6912,6492,501,1892,8895,5806,372,1820,7994,4065,219,1457,5735,2154,72,1274,3500,556,20,955,1522,25391,3449,20930,49769
SED24105,6,7,2303,2313,95,88,2488,2668,1573,624,3212,5411,3118,414,1516,5046,3000,298,1199,4497,2806,203,1028,4038,2208,106,716,3030,1210,26,422,1662,303,9,141,452,14313,1774,13034,29117,9,18,2160,2187,181,136,2079,2391,2210,645,2345,5205,3564,445,1379,5387,3066,291,1478,4837,2457,160,1414,4037,1998,63,1303,3364,787,20,989,1798,126,3,497,624,14389,1785,13649,29820,12,22,4460,4499,270,224,4566,5057,3783,1268,5557,10611,6675,862,2891,10430,6065,585,2677,9329,5265,367,2446,8077,4207,172,2018,6389,1994,56,1412,3462,423,7,644,1073,28698,3559,26677,58939
SED24207,0,8,3025,3029,57,142,2842,3042,2374,978,3627,6974,5516,686,1713,7915,4102,441,1360,5899,2975,253,1016,4244,2331,95,656,3084,966,21,296,1285,125,4,102,230,18452,2631,14630,35709,3,14,2931,2948,160,206,2414,2776,3625,1060,2625,7303,5717,648,1731,8094,3834,461,1850,6146,2671,176,1544,4389,1947,68,1358,3372,529,15,738,1280,52,7,286,345,18536,2641,15482,36665,3,19,5959,5979,220,344,5254,5820,5996,2039,6245,14277,11231,1328,3444,16005,7933,909,3210,12047,5648,430,2560,8640,4279,161,2009,6457,1494,35,1037,2568,180,6,392,577,36989,5274,30111,72370
SED24308,4,10,1924,1934,37,250,1773,2059,1225,1131,2385,4745,1965,597,1220,3783,2061,508,1403,3972,2140,296,1286,3720,1964,138,856,2953,1039,49,459,1549,256,6,231,492,10680,2987,11542,25212,0,24,1751,1770,85,346,1544,1971,1614,1170,1976,4758,2124,628,1382,4140,2159,471,1581,4203,2095,269,1524,3889,1835,119,1392,3348,754,25,1075,1855,123,3,535,667,10785,3057,12756,26599,4,34,3672,3708,119,593,3318,4033,2838,2300,4362,9500,4081,1223,2610,7921,4220,980,2985,8179,4232,568,2814,7613,3798,258,2243,6301,1790,78,1538,3406,380,6,768,1151,21463,6049,24301,51810
SED24408,0,21,1484,1510,14,234,982,1234,842,773,1227,2846,1491,418,675,2589,1859,355,876,3085,2412,333,1208,3962,2286,176,1026,3489,1311,57,554,1923,349,3,264,613,10562,2374,8306,21244,3,40,1245,1283,42,340,750,1128,1066,768,1021,2862,1695,410,761,2863,1995,357,993,3347,2488,290,1225,4008,2123,144,1187,3451,1026,41,1166,2231,171,7,671,846,10611,2398,9017,22018,3,57,2730,2795,59,572,1734,2360,1910,1541,2256,5704,3185,829,1434,5449,3850,719,1865,6438,4908,628,2440,7969,4401,319,2213,6936,2331,96,1721,4151,518,10,934,1463,21172,4767,17324,43269
SED24504,0,4,1899,1902,8,88,1102,1201,692,728,984,2407,2241,723,584,3547,2795,774,831,4403,2735,542,911,4187,2440,294,852,3586,1256,79,471,1802,176,3,146,327,12351,3239,7786,23372,0,7,1708,1718,19,126,909,1060,930,783,860,2572,2551,797,681,4022,2957,756,1102,4815,2724,480,1215,4420,2279,222,1237,3735,847,39,822,1706,83,4,356,439,12382,3218,8884,24492,0,16,3605,3622,30,217,2016,2260,1621,1511,1842,4975,4795,1520,1263,7576,5754,1531,1936,9221,5458,1020,2123,8608,4717,516,2086,7322,2099,118,1294,3510,263,4,502,772,24737,6463,16668,47861
SED24606,0,5,1563,1568,13,157,1753,1925,716,1230,2161,4102,2046,531,807,3379,2459,329,702,3493,2137,229,592,2958,1733,152,519,2404,1159,47,374,1583,333,9,185,529,10600,2689,8651,21938,0,15,1670,1685,19,208,1818,2043,1055,1210,2103,4363,2171,422,1117,3713,2596,293,1216,4105,2070,169,1168,3409,1677,121,1194,2994,902,23,1026,1953,147,6,631,787,10641,2470,11945,25049,0,18,3233,3253,34,359,3575,3969,1772,2438,4257,8465,4217,955,1923,7090,5054,630,1912,7594,4209,391,1765,6369,3410,268,1715,5395,2061,75,1405,3542,482,18,815,1314,21239,5157,20592,46991
SED24703,5,74,1605,1685,97,1260,6894,8254,2782,5039,10747,18566,3151,1707,3421,8285,1766,653,1687,4106,1487,393,1320,3196,1254,202,793,2250,598,64,353,1009,130,9,118,255,11273,9394,26937,47607,15,89,1792,1904,173,1649,7708,9535,3419,4871,10408,18698,2917,1311,3439,7665,1690,489,2099,4275,1413,275,1669,3359,1045,120,1185,2350,412,29,645,1091,59,0,286,350,11145,8837,29241,49228,23,164,3407,3590,268,2913,14603,17784,6198,9908,21158,37266,6065,3019,6861,15946,3457,1141,3780,8385,2900,666,2988,6552,2299,321,1980,4604,1011,92,999,2099,190,5,402,601,22417,18240,56180,96832
SED24808,0,13,2656,2667,51,328,2301,2680,2320,1521,2818,6662,4381,929,1600,6909,3024,639,1454,5116,2543,318,1160,4022,2280,154,928,3354,953,45,423,1424,148,5,118,271,15706,3954,13452,33116,0,20,2588,2608,137,471,1939,2543,3387,1617,2447,7443,4252,931,1867,7054,2870,568,1846,5282,2465,289,1657,4416,2055,116,1539,3707,600,21,902,1528,67,3,359,433,15837,4037,15144,35015,3,33,5243,5279,189,800,4237,5221,5703,3146,5271,14111,8636,1860,3468,13965,5894,1205,3300,10403,5009,605,2820,8439,4334,262,2463,7066,1557,68,1320,2954,215,6,480,700,31542,7990,28598,68128
SED24904,4,25,1721,1748,41,226,1388,1655,1046,930,1893,3872,1787,532,1111,3432,1917,447,1208,3575,2319,352,1266,3938,2112,182,953,3252,1171,54,491,1719,283,10,221,513,10680,2757,10255,23697,3,28,1591,1615,79,347,1060,1481,1380,956,1620,3957,1978,547,1107,3628,2119,457,1238,3807,2358,325,1359,4040,1939,139,1184,3269,832,34,994,1862,142,3,591,732,10829,2839,10732,24399,3,55,3310,3362,121,572,2446,3140,2428,1888,3513,7829,3763,1082,2211,7058,4035,901,2447,7386,4675,678,2624,7977,4057,322,2140,6517,2008,87,1487,3583,426,12,808,1245,21516,5600,20986,48100
SED25003,0,9,2248,2261,29,117,2241,2384,1529,777,2657,4966,3395,446,1117,4953,3139,333,903,4375,2959,240,777,3986,1975,98,480,2556,766,20,232,1018,138,5,82,223,13939,2033,10740,26708,0,12,2043,2054,98,152,1904,2154,2184,815,1974,4975,3495,442,1136,5067,3249,318,1299,4860,2836,237,1307,4379,1590,58,1029,2672,478,16,593,1094,50,0,243,294,13975,2043,11530,27547,0,21,4287,4314,129,271,4148,4542,3715,1593,4634,9942,6888,880,2252,10021,6387,653,2197,9234,5801,475,2084,8355,3568,154,1509,5225,1246,37,828,2110,189,3,325,512,27917,4077,22267,54258
SED25102,0,4,1798,1802,8,89,1394,1487,814,795,1276,2887,2211,677,673,3559,2637,587,788,4014,2470,430,736,3638,2038,188,603,2834,912,45,295,1244,143,5,109,256,11237,2817,7671,21723,0,16,1625,1645,14,120,1230,1367,1098,874,972,2944,2501,703,702,3908,2687,599,913,4204,2472,360,979,3808,1825,149,952,2928,609,27,652,1291,83,4,290,380,11296,2839,8322,22460,0,19,3428,3447,23,204,2626,2854,1920,1670,2248,5829,4711,1384,1372,7461,5331,1192,1701,8216,4937,789,1716,7443,3871,332,1559,5759,1513,70,949,2531,227,4,404,639,22533,5660,15996,44181
SED25205,0,3,1904,1910,10,89,1462,1559,757,999,1442,3198,2819,726,806,4347,3082,527,1003,4613,2418,287,1025,3726,1776,140,626,2548,982,35,403,1422,298,12,197,513,12143,2827,8872,23841,0,3,1891,1902,14,134,1389,1543,1132,1102,1246,3469,3072,717,1019,4804,3176,533,1402,5119,2351,258,1442,4047,1602,101,1278,2984,778,32,1066,1877,140,4,685,824,12262,2881,11423,26572,0,9,3798,3807,21,231,2855,3101,1885,2103,2689,6671,5891,1438,1828,9153,6261,1059,2408,9731,4769,541,2466,7781,3380,239,1899,5528,1754,69,1474,3299,442,16,884,1340,24401,5707,20299,50411
SED25302,0,4,2051,2050,5,67,1281,1360,479,489,950,1926,2149,454,463,3062,3040,506,719,4257,2613,375,684,3675,2541,234,548,3325,1878,110,454,2437,504,18,215,740,13205,2256,7368,22832,0,7,1899,1913,9,97,1160,1262,696,547,730,1974,2505,508,645,3661,3222,536,1127,4887,2553,340,1140,4039,2572,206,1417,4202,1519,68,1376,2966,217,8,746,975,13305,2322,10248,25876,0,14,3950,3971,16,158,2445,2624,1177,1037,1690,3901,4654,963,1108,6724,6263,1040,1849,9147,5167,713,1826,7709,5108,442,1967,7519,3400,180,1824,5399,723,28,964,1711,26512,4578,17612,48702
SED25402,0,24,1781,1801,28,287,1385,1702,930,1198,1639,3768,1839,616,1021,3472,1900,521,1162,3583,2317,381,1282,3984,2276,184,1014,3471,1208,60,485,1752,253,8,193,455,10741,3278,9964,23982,0,48,1694,1742,55,428,1208,1689,1281,1222,1582,4085,1978,625,1141,3740,2074,487,1347,3914,2481,342,1583,4406,2049,164,1368,3580,908,37,1014,1961,102,3,512,616,10931,3350,11455,25739,0,73,3477,3548,86,710,2596,3395,2212,2420,3222,7852,3816,1239,2156,7212,3972,1012,2510,7496,4801,726,2864,8397,4319,341,2390,7050,2116,95,1492,3712,352,5,705,1073,21678,6633,21418,49725
SED25501,0,3,2113,2122,27,94,2226,2355,984,487,2427,3895,3039,236,768,4033,3124,156,725,4002,2717,148,657,3521,2051,76,429,2554,1454,25,323,1798,543,5,263,807,13933,1233,9930,25091,0,10,1943,1948,39,126,1795,1959,1362,493,1533,3390,3581,233,822,4638,3143,167,1115,4420,2559,116,1071,3742,1907,58,953,2927,1229,12,1057,2299,252,0,710,969,14080,1219,11001,26294,0,12,4054,4064,68,221,4022,4317,2342,981,3966,7286,6619,463,1585,8675,6262,323,1839,8424,5277,264,1727,7268,3960,137,1385,5475,2685,38,1379,4100,797,6,968,1773,28014,2447,20930,51386
SED25605,0,0,1692,1691,35,77,1892,2004,1258,499,2640,4396,2603,313,1138,4054,2462,206,1060,3730,2240,147,818,3204,2207,83,580,2870,1663,31,413,2106,414,3,244,665,12874,1372,10468,24712,0,5,1506,1513,76,131,1477,1686,1722,507,1609,3845,2816,322,939,4086,2551,190,1142,3889,2223,135,1091,3453,2184,68,1162,3420,1201,9,1024,2237,175,4,706,889,12961,1376,10672,25008,0,5,3194,3208,107,210,3369,3687,2980,1005,4254,8240,5423,642,2077,8135,5015,403,2199,7615,4461,288,1917,6661,4396,154,1739,6290,2860,42,1434,4340,591,4,951,1552,25835,2749,21137,49724
SED25704,0,21,1692,1710,28,241,1151,1418,840,870,1291,3002,1665,433,825,2917,1962,432,1014,3398,2559,417,1176,4149,2421,221,1038,3683,1474,75,594,2145,370,13,284,665,11320,2720,9060,23099,0,32,1491,1524,57,373,967,1398,1113,875,1200,3193,1848,445,919,3211,2194,429,1091,3715,2640,382,1221,4242,2265,191,1229,3681,1161,49,1136,2349,176,4,685,867,11461,2783,9927,24176,0,54,3180,3235,84,613,2121,2816,1958,1750,2494,6198,3514,871,1737,6129,4153,854,2099,7115,5201,796,2392,8397,4686,410,2268,7364,2636,123,1728,4490,545,19,967,1533,22784,5507,18992,47276
SED25802,0,10,2059,2066,39,277,1460,1777,1285,1199,1559,4046,2237,665,956,3861,2395,592,1128,4115,2822,440,1259,4517,2778,270,1056,4106,1629,62,549,2244,319,7,238,568,13506,3525,10267,27304,0,24,1955,1981,66,376,1285,1729,1678,1281,1543,4498,2385,659,1110,4151,2648,580,1337,4567,2945,415,1574,4935,2622,194,1546,4371,1157,47,1152,2355,151,9,559,710,13653,3580,12058,29291,0,33,4012,4048,108,652,2747,3507,2962,2477,3103,8546,4622,1323,2062,8004,5043,1170,2463,8678,5769,857,2828,9459,5404,469,2604,8478,2786,108,1699,4593,470,9,798,1275,27165,7105,22325,56591
