SED_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED23806,0,0,0,0,0,6,0,0,0,108,0,112,0,0,0,0,0,0,0,4,0,43,0,46,0,0,0,0,0,0,0,3,0,24,0,26,0,0,0,0,0,0,0,3,0,11,0,16,0,0,0,0,0,0,0,7,0,60,0,77,5,3,0,0,0,0,0,17,0,41,0,72,0,12,0,0,0,3,4,27,4,164,3,221,0,17,0,4,0,18,0,20,5,114,3,183,0,38,0,21,0,30,7,48,13,173,0,336,15,47,0,53,6,45,3,49,12,220,5,448,15,28,0,50,5,48,7,35,5,102,0,290,22,29,0,61,7,49,11,41,4,136,0,361,198,45,3,173,20,114,12,71,7,242,0,884,311,50,5,138,11,50,4,37,3,123,4,741,278,30,7,118,13,70,4,36,5,91,0,648,280,14,4,71,13,33,3,31,0,51,0,495,826,80,3,287,28,219,6,112
SED23901,3,0,0,0,0,0,0,0,0,116,0,131,0,3,0,0,0,0,0,3,0,48,0,51,0,0,0,0,0,0,0,7,0,23,0,34,0,0,0,0,0,0,0,8,0,16,0,31,0,3,0,0,0,3,0,11,3,134,4,156,0,0,0,3,0,0,3,17,0,51,0,74,5,6,0,6,0,15,6,32,3,366,9,445,3,19,0,10,0,22,6,42,9,229,0,329,0,25,3,13,0,51,4,62,11,257,3,428,14,40,3,29,3,44,7,48,11,228,5,428,9,22,3,55,8,56,9,50,5,109,3,325,38,40,0,70,13,53,0,25,6,119,0,362,212,47,6,210,30,91,11,63,15,130,4,817,303,45,3,155,27,53,0,46,8,79,0,714,293,23,3,109,16,55,4,31,4,46,0,581,240,13,4,71,15,26,0,10,0,26,0,404,599,32,12,138,26,107,5,34
SED24006,0,0,0,3,0,5,0,5,4,161,0,169,5,0,0,0,0,0,0,3,0,49,0,57,0,0,0,0,0,0,0,9,0,18,0,30,0,0,0,0,0,0,0,0,0,16,3,18,0,0,0,0,0,0,0,6,0,92,0,105,0,3,0,0,0,0,0,24,5,46,0,75,0,7,0,0,0,6,3,28,4,250,0,296,0,17,0,3,0,12,4,28,5,172,0,255,5,28,0,11,0,16,7,43,10,178,3,296,8,35,0,27,6,28,3,38,4,207,0,359,7,27,0,40,3,35,0,33,4,92,0,234,34,21,0,37,5,30,0,42,0,144,3,315,106,52,5,113,13,75,5,81,4,211,3,664,146,28,8,110,8,45,4,40,3,141,0,539,175,28,0,92,10,41,3,29,0,104,0,491,142,16,0,52,3,17,4,23,0,52,0,315,430,75,6,225,22,184,5,92
SED24105,0,0,0,0,0,4,0,0,0,299,5,308,0,0,0,0,0,0,0,6,0,58,0,67,0,0,0,0,0,0,0,9,4,32,0,55,0,0,0,0,0,0,0,7,7,27,0,38,0,0,0,0,0,0,0,28,0,189,3,226,0,7,0,0,0,7,0,40,5,86,0,147,0,21,0,0,0,34,0,46,14,681,14,814,0,23,3,10,0,78,0,57,11,293,0,483,7,37,3,29,0,88,3,56,10,223,3,466,39,34,3,93,4,95,8,55,12,203,3,552,37,33,3,84,9,82,4,27,8,53,3,334,70,36,9,91,9,58,3,14,3,46,0,334,251,48,6,146,25,97,6,39,3,53,0,670,204,13,4,97,18,32,4,12,3,18,0,393,169,16,0,54,7,20,0,7,0,9,0,286,135,6,0,30,0,6,0,4,0,9,0,184,174,3,0,54,11,24,0,4
SED24207,0,0,0,0,0,3,0,3,0,360,3,373,0,0,0,0,0,0,0,5,0,52,0,54,0,0,0,0,0,0,0,5,0,50,0,59,0,0,0,0,0,5,0,8,0,30,0,44,0,3,0,0,0,3,0,14,3,194,4,218,0,6,0,0,0,14,0,27,4,97,0,144,0,7,0,0,0,36,3,65,14,722,6,854,4,14,3,3,4,66,3,81,12,263,3,462,5,33,0,16,0,102,3,68,11,164,8,403,25,38,0,79,6,105,4,43,12,157,3,476,47,32,0,82,11,94,0,26,6,45,0,351,70,31,4,70,9,89,4,15,0,33,0,329,353,50,9,222,31,106,12,31,14,31,7,855,331,26,0,128,27,37,3,8,4,17,4,587,237,13,0,81,9,31,0,7,5,14,0,393,194,7,0,46,7,0,0,0,0,3,0,261,242,11,3,36,14,22,6,4
SED24308,5,0,0,0,0,5,0,0,0,113,9,123,0,0,0,4,0,0,0,0,0,28,5,36,0,0,0,0,0,0,0,5,0,30,0,37,0,0,0,0,0,6,0,9,0,17,0,29,0,0,0,0,0,3,5,11,0,155,7,181,0,0,0,3,0,10,0,22,0,77,0,121,0,7,0,3,0,15,0,59,4,790,14,901,0,11,0,10,0,39,0,88,22,365,4,545,6,39,0,20,4,92,6,80,16,264,8,549,30,49,4,81,16,94,6,60,12,258,4,611,34,29,0,104,14,66,7,28,9,66,0,365,81,16,9,121,10,64,10,23,5,53,0,387,323,44,7,236,17,97,18,32,9,59,6,844,250,21,3,144,28,28,10,11,0,26,0,526,208,5,5,89,7,27,3,10,0,19,3,386,113,5,8,52,5,12,0,5,5,5,0,207,212,9,0,62,15,44,4,15
SED24408,4,0,0,3,0,0,0,3,0,82,3,103,0,0,0,0,0,0,0,7,0,55,0,77,0,4,0,0,0,3,0,3,3,30,0,49,0,0,0,4,3,0,0,5,0,23,0,31,12,3,0,7,0,5,0,23,7,169,4,224,0,7,0,8,0,12,4,40,5,70,0,146,24,8,5,11,0,25,8,81,9,786,19,964,25,22,8,28,5,47,4,91,15,344,4,594,39,44,3,69,7,78,8,81,13,337,8,685,75,69,5,126,6,75,11,73,19,282,8,762,51,35,4,97,15,55,6,31,8,59,0,366,129,36,7,141,10,38,5,17,3,70,4,480,355,71,9,258,28,87,21,32,4,69,3,945,233,34,13,189,21,35,4,13,5,45,0,588,170,22,3,75,10,22,11,15,0,14,0,353,95,7,0,50,6,5,3,5,3,12,5,198,183,28,8,110,12,44,4,11
SED24504,5,3,0,3,0,0,0,6,0,129,0,144,0,4,0,0,0,0,0,8,0,61,0,82,0,0,0,0,0,5,0,8,0,31,0,43,0,0,0,0,0,0,0,10,0,19,0,28,3,4,0,0,0,6,0,21,0,139,0,188,3,8,0,0,0,4,0,31,0,77,0,123,9,27,0,3,0,14,0,62,4,534,12,666,7,29,0,8,0,24,3,56,12,337,0,489,15,48,3,39,4,61,11,83,19,364,0,646,41,47,3,74,5,74,7,91,22,353,3,718,25,35,6,72,13,70,11,67,11,126,0,444,53,46,9,83,10,67,10,39,8,136,0,456,170,63,9,182,18,140,19,73,11,145,4,840,205,48,5,184,20,50,11,38,6,77,4,648,199,37,5,143,26,61,7,23,7,34,0,541,184,15,7,70,16,20,0,3,0,13,0,328,452,42,13,175,41,140,17,31
SED24606,0,0,0,0,0,0,0,3,0,82,0,93,0,0,0,0,0,0,0,0,0,24,0,38,0,0,0,0,0,0,0,9,0,12,0,19,0,0,0,0,0,0,0,10,0,11,0,21,0,0,0,0,0,0,0,15,0,66,0,84,0,0,0,0,0,0,0,10,0,44,0,65,0,8,0,3,0,5,0,21,11,174,5,228,3,17,0,6,0,14,0,43,4,109,0,200,6,25,0,14,0,29,10,43,5,141,3,267,3,27,0,36,0,44,5,51,10,165,0,351,12,24,0,50,7,39,4,29,0,73,0,237,36,23,3,59,8,40,7,30,3,120,4,336,176,52,9,150,16,92,10,59,4,204,4,776,254,39,4,144,10,34,4,55,4,122,0,672,234,26,0,95,10,37,3,41,4,95,0,544,213,18,0,49,7,23,0,26,5,45,0,389,846,87,6,306,45,250,12,134
SED24703,0,0,3,0,0,5,0,3,4,363,0,383,0,3,0,0,0,0,0,25,0,60,0,91,0,6,0,0,0,3,0,34,6,55,0,105,0,0,0,0,0,0,0,43,7,37,0,93,0,12,0,0,0,8,3,54,4,103,0,183,0,12,3,4,0,10,9,93,14,64,0,207,4,63,0,7,0,38,4,87,17,223,5,452,7,100,6,22,4,86,21,125,27,154,0,563,16,229,15,67,5,153,34,134,21,173,3,846,43,276,9,209,23,192,39,136,16,166,5,1108,39,135,10,200,24,173,23,70,15,64,5,761,150,138,11,278,28,153,27,65,4,103,0,950,656,176,22,459,63,341,24,90,10,160,5,2015,755,73,14,382,47,102,17,42,15,98,3,1544,715,34,4,228,36,138,12,32,6,55,0,1260,652,20,6,128,26,52,0,11,4,22,4,937,1767,81,19,402,81,332,15,94
SED24808,3,0,0,0,0,0,0,4,0,214,9,229,0,0,0,0,0,0,0,9,0,46,5,62,0,0,0,0,0,0,0,10,0,37,0,46,0,0,0,0,0,0,0,8,3,34,0,48,0,3,0,0,0,3,0,19,3,155,4,196,0,8,0,0,0,9,0,36,8,77,0,141,0,13,3,9,0,28,6,70,3,757,10,903,6,19,0,8,0,61,0,72,12,383,7,559,12,28,3,29,7,123,5,84,23,287,4,603,35,63,0,94,12,147,9,79,18,236,10,691,40,36,7,102,9,128,9,29,11,65,0,434,112,29,4,109,10,107,6,29,8,53,3,470,477,45,12,244,50,157,21,43,9,62,0,1117,396,21,6,163,42,51,6,16,5,14,0,723,242,7,6,106,11,29,7,8,0,19,0,437,141,0,7,44,8,3,0,0,0,10,0,213,226,5,6,55,19,40,0,8
SED24904,4,0,0,0,0,0,0,0,0,119,9,136,0,0,0,0,0,0,0,0,3,43,0,48,0,0,0,0,0,4,0,15,0,23,0,50,0,0,0,0,0,0,0,7,0,21,0,29,10,3,0,0,0,3,0,23,3,169,4,215,0,6,0,3,0,5,0,28,3,69,0,120,10,10,3,15,0,38,5,65,5,796,19,967,20,29,5,18,0,57,0,73,22,369,5,602,33,58,0,45,6,96,15,83,17,305,7,662,62,75,11,120,12,95,9,65,16,251,8,720,61,24,5,101,15,69,8,17,0,61,0,370,147,38,5,134,17,53,6,19,6,69,0,502,363,51,17,230,22,91,11,34,8,69,5,905,263,25,11,153,13,39,6,25,4,34,0,570,176,11,3,74,17,19,4,6,3,25,0,349,84,10,3,27,4,10,0,3,0,10,0,152,150,10,6,56,7,23,3,8
SED25003,5,0,0,0,0,0,0,0,3,182,6,198,0,0,0,0,0,0,0,4,0,46,5,63,0,0,0,0,0,0,0,7,0,25,0,33,0,0,0,0,0,0,0,12,0,21,0,39,3,3,0,0,0,0,0,11,0,107,3,133,0,6,0,0,0,12,0,38,5,57,5,123,0,13,0,0,0,16,4,46,7,596,8,691,0,6,0,4,0,40,3,62,7,243,0,371,9,24,5,18,3,93,3,62,15,176,7,407,12,36,3,85,8,109,12,66,10,158,0,494,28,25,0,91,8,84,7,33,6,40,0,329,73,24,3,100,13,72,13,22,3,27,0,344,276,42,8,203,27,125,13,31,6,33,4,774,287,12,0,154,20,29,3,16,0,22,0,549,188,10,3,95,7,19,0,3,0,12,0,334,133,0,3,30,12,11,0,0,0,3,0,192,168,11,6,46,12,16,4,3
SED25102,0,0,0,0,0,3,0,6,3,89,0,108,0,0,0,0,0,0,0,6,0,46,0,53,0,0,0,0,0,0,3,3,0,23,0,34,0,0,0,0,0,0,0,6,0,16,0,25,0,7,0,3,0,0,0,18,3,80,4,115,0,6,0,4,0,4,0,26,4,61,0,106,0,8,0,0,0,11,0,39,11,355,5,439,7,11,0,7,3,33,6,72,13,289,0,437,13,34,3,30,3,54,7,66,3,280,4,488,14,50,3,56,3,61,7,69,5,271,0,542,23,32,0,65,8,54,5,39,4,82,0,312,38,35,0,76,16,67,3,36,5,79,0,357,189,46,6,230,18,102,9,63,16,79,0,748,213,45,0,192,25,51,11,24,4,39,0,606,235,16,8,132,19,47,9,21,4,23,0,513,185,8,3,66,11,19,4,8,0,10,0,320,315,21,0,115,24,83,5,14
SED25205,3,0,0,0,0,5,0,0,0,130,7,138,0,0,0,0,0,0,0,6,0,34,0,41,0,0,0,0,0,0,0,3,5,23,0,33,0,0,0,0,0,0,0,3,0,11,0,19,0,0,0,0,0,0,0,14,0,106,0,121,0,5,0,0,0,0,0,22,3,74,0,104,0,9,0,0,0,17,0,38,3,428,3,506,0,6,0,0,3,20,0,45,6,286,3,379,3,27,0,15,4,50,5,52,19,285,3,455,13,49,0,53,13,57,3,66,7,228,3,486,9,19,0,64,7,57,3,48,3,90,0,301,35,27,0,66,12,52,6,37,10,82,0,327,211,51,7,193,19,104,10,39,7,89,4,748,295,23,0,170,13,53,6,13,4,53,0,632,256,16,4,107,12,52,5,12,0,35,0,500,243,9,5,48,17,14,0,3,0,13,0,349,481,13,3,129,15,82,6,17
SED25302,0,0,0,0,0,0,0,5,0,125,0,132,0,0,0,0,0,0,0,3,0,68,0,74,0,0,0,0,0,0,0,4,0,35,0,42,0,0,0,0,0,0,0,7,0,17,0,24,0,0,0,5,0,4,0,14,0,175,0,202,0,3,0,0,0,0,0,23,4,84,0,126,5,7,0,8,3,8,0,56,5,598,7,698,0,17,0,7,0,23,4,66,7,465,3,594,9,29,4,16,0,41,8,98,14,545,6,767,17,53,4,39,3,50,8,79,10,514,4,776,12,22,3,43,0,42,3,42,4,163,5,341,23,43,6,61,10,37,6,38,9,177,0,410,100,47,6,144,18,107,18,94,17,235,4,788,152,39,9,154,10,43,7,29,4,125,3,574,165,19,3,125,13,47,7,27,0,68,3,471,117,8,3,56,12,16,3,10,0,23,0,257,331,45,5,191,19,102,7,55
SED25402,3,0,0,0,0,0,0,3,6,119,0,139,0,3,0,0,0,0,0,3,0,40,0,52,0,0,0,0,0,0,0,11,6,33,0,55,0,0,0,0,0,0,0,7,4,20,0,32,3,0,0,4,0,0,0,30,0,172,0,224,0,0,0,0,0,5,0,26,5,112,0,156,5,20,0,4,0,19,0,66,11,850,12,987,13,14,6,18,0,54,6,92,22,481,5,703,11,32,10,30,0,80,4,96,21,370,6,657,25,55,7,108,14,83,8,80,19,314,0,710,34,22,7,103,8,61,3,42,7,106,0,394,91,18,6,124,14,66,5,28,3,97,0,461,264,47,14,201,26,138,15,47,20,91,4,856,227,23,11,190,17,41,15,25,9,29,0,592,163,10,4,130,18,36,6,15,0,25,0,418,115,7,0,45,3,7,4,4,0,8,0,199,192,10,6,101,11,56,14,13
SED25501,0,0,0,0,0,0,0,0,4,318,8,337,0,0,0,0,0,0,0,8,0,91,0,98,0,4,0,0,0,0,0,10,3,41,0,58,0,0,0,0,0,0,0,6,3,23,0,33,0,5,0,0,0,4,0,16,0,206,0,224,0,3,0,0,0,8,0,33,5,79,0,133,0,7,0,0,0,13,0,33,5,495,6,562,0,24,3,4,0,23,0,38,4,304,4,410,0,42,0,16,5,34,0,62,3,345,8,518,16,45,4,38,4,47,3,57,8,316,4,546,13,22,0,35,5,56,7,31,3,118,0,294,22,27,0,40,8,47,3,19,0,129,0,299,127,39,0,97,19,89,6,34,13,159,3,589,145,24,0,81,0,50,0,23,4,69,0,406,118,13,5,65,7,52,0,16,3,53,3,335,107,4,4,37,7,20,0,9,0,29,0,213,291,16,0,106,14,69,0,23
SED25605,0,0,0,0,0,3,0,0,0,286,6,301,0,0,0,0,0,0,0,5,0,77,0,78,0,0,0,0,0,0,0,5,4,39,0,55,0,0,0,0,0,0,0,3,0,25,0,36,0,11,0,0,0,0,0,13,3,200,5,225,3,3,0,4,0,8,0,29,8,82,3,137,0,8,0,3,0,21,4,55,9,724,7,834,0,16,0,5,3,45,3,63,11,352,5,506,6,34,6,19,3,57,0,60,7,313,0,501,17,42,3,80,7,74,12,56,4,276,3,567,25,31,3,61,7,57,4,36,3,84,0,310,59,48,4,62,9,49,5,27,3,105,6,375,203,45,5,135,17,84,14,33,8,109,0,648,182,12,4,108,13,27,3,15,5,54,3,426,132,16,0,60,12,35,0,12,0,41,3,312,84,4,0,30,10,8,0,4,0,15,0,155,207,13,8,78,10,33,0,15
SED25704,7,4,8,0,0,0,0,0,0,138,8,166,7,0,5,4,0,0,0,4,0,53,0,80,0,0,0,3,0,0,0,8,4,23,0,34,0,0,0,0,0,0,0,10,0,27,0,44,10,11,0,8,3,8,0,27,10,221,5,297,3,3,0,6,0,11,0,43,4,91,3,168,21,21,10,21,4,36,0,85,9,917,28,1148,35,38,8,25,0,66,0,101,14,443,6,735,45,77,9,63,10,87,7,87,8,329,7,720,80,66,14,131,13,99,10,77,19,310,9,834,62,32,0,144,14,63,13,27,10,69,0,437,128,38,7,140,18,55,8,28,13,87,0,518,342,48,21,288,40,71,18,42,6,72,0,955,250,23,4,162,12,26,8,11,3,30,0,531,156,8,4,92,16,28,8,11,0,28,0,345,90,9,0,42,0,11,0,3,4,13,0,167,120,14,11,58,11,29,0,8
SED25802,5,4,0,6,0,7,0,0,0,153,4,173,0,8,0,0,0,0,0,5,0,72,0,88,3,0,0,0,0,0,0,14,0,38,0,62,0,0,0,0,0,3,0,7,8,28,0,45,6,9,0,6,0,0,0,28,4,192,10,254,0,7,0,0,0,7,0,34,5,123,3,177,5,22,5,10,0,22,4,85,18,940,13,1123,16,39,0,25,4,40,12,111,13,526,10,792,26,55,8,36,0,105,8,102,18,456,5,814,55,73,5,124,9,102,13,92,19,372,8,861,31,35,8,116,6,82,9,46,13,97,7,447,110,47,11,128,15,77,11,33,4,110,3,557,358,60,16,286,28,122,14,40,18,111,6,1065,305,24,7,198,31,48,13,24,4,44,0,704,234,17,9,113,15,38,0,11,10,32,4,479,112,10,6,63,6,8,4,6,0,7,0,222,236,24,10,123,20,60,5,19
SED25905,0,0,0,0,0,0,0,4,0,191,0,197,0,5,0,0,0,0,0,3,0,47,0,56,0,0,0,0,0,0,0,9,0,25,0,36,0,0,0,0,0,0,0,10,0,34,0,51,0,0,0,0,0,0,0,13,0,148,7,172,0,0,0,3,0,3,0,35,4,74,0,130,0,12,0,3,0,26,0,58,5,612,9,727,0,21,0,11,0,48,3,70,6,265,3,431,0,18,6,21,5,104,7,63,15,184,0,418,30,43,4,73,6,111,12,64,8,174,9,526,36,19,3,79,9,76,0,32,4,33,0,296,75,30,0,113,12,76,0,22,4,53,4,385,308,36,0,198,21,124,4,33,7,47,0,789,273,23,5,146,26,47,9,7,0,21,0,544,180,0,0,59,13,26,0,6,5,14,0,307,138,4,0,19,6,6,0,3,0,4,0,192,158,7,0,56,8,32,3,7
SED26005,0,0,0,0,0,0,0,0,0,238,0,243,0,0,0,0,0,0,0,0,0,31,0,36,0,0,0,0,0,0,0,10,0,29,0,40,0,0,0,0,0,0,0,6,5,32,0,44,0,0,0,0,0,0,0,13,0,130,0,144,0,0,0,0,0,4,0,25,4,55,0,89,0,5,0,0,0,42,4,40,0,495,3,601,6,15,0,4,0,58,0,58,10,232,4,393,5,24,5,21,4,95,10,69,5,163,4,403,38,39,7,58,4,115,7,46,12,152,4,476,30,25,0,68,14,88,7,28,0,46,0,306,84,26,5,99,18,78,7,31,3,27,3,376,308,54,5,207,17,99,9,20,13,36,0,771,289,19,4,134,19,40,4,11,0,14,0,532,195,10,4,77,12,24,0,7,0,8,0,340,134,5,0,40,4,9,0,0,0,0,0,197,149,7,0,52,14,40,0,9
SED26102,3,0,0,0,0,3,0,5,0,179,8,196,0,3,0,0,0,0,0,7,0,88,0,98,0,0,0,0,0,0,0,6,5,40,0,55,0,0,0,0,0,5,0,6,5,20,0,39,0,9,5,4,0,0,3,23,6,246,7,297,5,3,0,0,0,3,0,35,5,98,0,149,3,21,3,4,8,15,0,77,23,947,24,1117,4,43,6,13,0,17,4,98,27,576,11,803,8,59,4,28,5,53,10,101,24,602,8,899,29,79,7,70,8,87,21,100,24,564,8,1006,26,43,9,79,17,57,10,55,9,136,4,430,48,54,3,93,3,60,18,48,14,194,0,540,178,89,10,205,23,99,18,86,20,206,0,935,185,51,11,172,22,42,12,42,5,142,0,691,150,26,12,107,21,34,7,30,7,107,3,499,80,12,3,44,9,12,0,14,0,40,3,225,264,79,10,182,20,135,12,83
SED26207,0,0,0,0,0,0,0,3,0,203,3,212,0,0,0,0,0,0,0,9,0,55,0,66,0,0,0,0,0,0,0,3,3,37,0,45,0,0,0,0,0,0,0,6,0,23,0,29,0,5,0,0,0,3,0,8,0,175,0,192,0,4,0,0,0,5,0,15,0,80,0,108,3,7,0,0,0,18,0,54,5,767,9,862,3,16,0,4,0,24,3,42,6,345,11,456,6,25,4,13,0,42,4,53,13,297,3,460,16,32,4,29,5,49,3,48,10,276,4,478,13,19,0,44,4,41,6,45,0,74,0,250,27,18,9,35,0,44,0,21,0,80,0,243,153,27,5,136,17,103,8,34,9,96,0,587,210,21,5,117,12,30,4,25,5,39,0,475,198,18,0,75,18,30,5,6,3,21,3,381,182,4,6,47,15,6,0,0,0,6,0,268,367,18,6,107,19,50,4,23
SED26303,0,0,0,0,0,0,0,0,0,82,0,91,0,0,0,0,0,0,0,0,3,44,0,46,0,0,0,0,0,0,0,8,4,13,0,18,0,0,0,0,0,0,0,8,0,18,0,20,0,0,0,0,0,6,0,9,0,107,3,122,0,4,0,3,0,5,0,28,5,39,3,88,3,11,0,0,0,7,3,24,4,383,5,447,4,18,0,4,0,18,4,42,0,152,0,252,4,34,0,19,0,32,10,48,6,120,6,282,14,51,3,56,3,38,8,46,11,115,0,356,14,37,0,65,8,50,4,35,0,60,0,274,40,44,5,82,13,60,9,32,4,49,0,339,247,78,6,246,25,109,19,49,3,52,0,835,352,36,6,198,26,61,6,40,5,42,4,773,350,21,3,180,10,49,10,12,5,23,0,671,381,13,0,92,14,17,0,10,0,12,0,543,981,29,11,219,37,83,13,26
SED26406,0,0,0,0,0,0,0,3,0,207,0,212,0,4,0,0,0,0,0,3,3,63,5,75,0,0,0,0,0,0,0,5,0,29,0,43,0,0,0,0,0,0,0,11,3,23,0,30,0,3,0,0,0,6,0,19,6,160,0,193,0,7,3,0,0,11,4,34,9,57,0,127,3,17,0,5,0,14,4,36,4,475,6,566,0,31,0,10,0,31,3,57,10,217,0,364,4,60,0,19,5,63,6,61,7,195,0,430,28,68,3,79,8,89,9,55,12,180,6,542,28,45,0,97,3,81,10,45,5,72,0,382,56,21,0,134,11,82,15,31,4,60,0,406,341,76,10,249,25,135,9,52,10,78,9,991,371,36,5,165,25,52,3,20,6,31,0,719,344,24,4,110,20,45,5,14,0,21,4,583,257,4,9,53,5,19,0,0,0,9,0,354,646,22,3,151,20,80,8,11
